"cualquier"-determiner-es "neniu"-determiner-eo
"interior"-noun-es "internaĵo"-noun-eo
"internaĵo"-noun-eo "interior"-noun-es
"intensivo"-adjective-es "intensa"-adjective-eo
"intensa"-adjective-eo "intensivo"-adjective-es
"vecino"-adjective-es "najbara"-adjective-eo
"najbara"-adjective-eo "vecino"-adjective-es
"terrestre"-adjective-es "surtera"-adjective-eo
"surtera"-adjective-eo "terrestre"-adjective-es
"imuna"-adjective-eo "resistente"-adjective-es
"resistente"-adjective-es "imuna"-adjective-eo
"kontraŭleĝa"-adjective-eo "ilícito"-adjective-es
"ilícito"-adjective-es "kontraŭleĝa"-adjective-eo
"plej malbona"-adjective-eo "peor"-adjective-es
"peor"-adjective-es "plej malbona"-adjective-eo
"samtempa"-adjective-eo "contemporáneo"-adjective-es
"contemporáneo"-adjective-es "samtempa"-adjective-eo
"preocupante"-adjective-es "maltrankviliga"-adjective-eo
"maltrankviliga"-adjective-eo "preocupante"-adjective-es
"horrible"-adjective-es "abomeninda"-adjective-eo
"horrible"-adjective-es "horora"-adjective-eo
"abomeninda"-adjective-eo "horrible"-adjective-es
"horora"-adjective-eo "horrible"-adjective-es
"horora"-adjective-eo "horroroso"-adjective-es
"konstanta"-adjective-eo "firme"-adjective-es
"firme"-adjective-es "konstanta"-adjective-eo
"solitario"-adjective-es "sola"-adjective-eo
"sola"-adjective-eo "solitario"-adjective-es
"único"-adjective-es "nekomparebla"-adjective-eo
"único"-adjective-es "nura"-adjective-eo
"nekomparebla"-adjective-eo "único"-adjective-es
"nura"-adjective-eo "único"-adjective-es
"senmanka"-adjective-eo "perfecto"-adjective-es
"perfecto"-adjective-es "senmanka"-adjective-eo
"viable"-adjective-es "realigebla"-adjective-eo
"realigebla"-adjective-eo "viable"-adjective-es
"aŭtonoma"-adjective-eo "autonómico"-adjective-es
"autonómico"-adjective-es "aŭtonoma"-adjective-eo
"anterior"-adjective-es "eksa"-adjective-eo
"eksa"-adjective-eo "anterior"-adjective-es
"eksa"-adjective-eo "antiguo"-adjective-es
"antiguo"-adjective-es "eksa"-adjective-eo
"antiguo"-adjective-es "antikva"-adjective-eo
"delikata"-adjective-eo "sensible"-adjective-es
"sensible"-adjective-es "delikata"-adjective-eo
"frágil"-adjective-es "fragila"-adjective-eo
"fragila"-adjective-eo "frágil"-adjective-es
"alegar"-verb-es "aserti"-verb-eo
"alegar"-verb-es "preteksti"-verb-eo
"aserti"-verb-eo "alegar"-verb-es
"preteksti"-verb-eo "alegar"-verb-es
"delgado"-adjective-es "magra"-adjective-eo
"magra"-adjective-eo "delgado"-adjective-es
"misfortuna"-adjective-eo "desgraciado"-adjective-es
"desgraciado"-adjective-es "misfortuna"-adjective-eo
"malpura"-adjective-eo "bruto"-adjective-es
"bruto"-adjective-es "malpura"-adjective-eo
"subir"-verb-es "surgrimpi"-verb-eo
"surgrimpi"-verb-eo "subir"-verb-es
"ascendi"-verb-eo "ascender"-verb-es
"ascender"-verb-es "ascendi"-verb-eo
"malklara"-adjective-eo "oscuro"-adjective-es
"oscuro"-adjective-es "malklara"-adjective-eo
"antikva"-adjective-eo "antiguo"-adjective-es
"fuerte"-adjective-es "fortika"-adjective-eo
"fortika"-adjective-eo "fuerte"-adjective-es
"energia"-adjective-eo "energético"-adjective-es
"energético"-adjective-es "energia"-adjective-eo
"vigla"-adjective-eo "vivo"-adjective-es
"vivo"-adjective-es "vigla"-adjective-eo
"vivo"-adjective-es "viva"-adjective-eo
"viva"-adjective-eo "vivo"-adjective-es
"leve"-adjective-es "malpeza"-adjective-eo
"malpeza"-adjective-eo "leve"-adjective-es
"liviano"-adjective-es "malgrava"-adjective-eo
"malgrava"-adjective-eo "liviano"-adjective-es
"malgrava"-adjective-eo "ligero"-adjective-es
"malgrava"-adjective-eo "insignificante"-adjective-es
"ligero"-adjective-es "malgrava"-adjective-eo
"insignificante"-adjective-es "malgrava"-adjective-eo
"grosero"-adjective-es "maldelikata"-adjective-eo
"maldelikata"-adjective-eo "grosero"-adjective-es
"generoso"-adjective-es "grandanima"-adjective-eo
"grandanima"-adjective-eo "generoso"-adjective-es
"gracioso"-adjective-es "komika"-adjective-eo
"komika"-adjective-eo "gracioso"-adjective-es
"cariñoso"-adjective-es "tenera"-adjective-eo
"tenera"-adjective-eo "cariñoso"-adjective-es
"oscilar"-verb-es "fluktui"-verb-eo
"fluktui"-verb-eo "oscilar"-verb-es
"estrechar"-verb-es "stringi"-verb-eo
"stringi"-verb-eo "estrechar"-verb-es
"agudo"-adjective-es "akuta"-adjective-eo
"akuta"-adjective-eo "agudo"-adjective-es
"prudente"-adjective-es "singardema"-adjective-eo
"singardema"-adjective-eo "prudente"-adjective-es
"laborema"-adjective-eo "laborioso"-adjective-es
"laborioso"-adjective-es "laborema"-adjective-eo
"dudoso"-adjective-es "necerta"-adjective-eo
"necerta"-adjective-eo "dudoso"-adjective-es
"humana"-adjective-eo "humano"-adjective-es
"humano"-adjective-es "humana"-adjective-eo
"konvena"-adjective-eo "apropiado"-adjective-es
"apropiado"-adjective-es "konvena"-adjective-eo
"apropiado"-adjective-es "deca"-adjective-eo
"deca"-adjective-eo "apropiado"-adjective-es
"adecuado"-adjective-es "adekvata"-adjective-eo
"adekvata"-adjective-eo "adecuado"-adjective-es
"esperi"-verb-eo "aguardar"-verb-es
"aguardar"-verb-es "esperi"-verb-eo
"milda"-adjective-eo "dulce"-adjective-es
"dulce"-adjective-es "milda"-adjective-eo
"suave"-adjective-es "dolĉa"-adjective-eo
"suave"-adjective-es "mola"-adjective-eo
"dolĉa"-adjective-eo "suave"-adjective-es
"mola"-adjective-eo "suave"-adjective-es
"completo"-adjective-es "plena"-adjective-eo
"plena"-adjective-eo "completo"-adjective-es
"sprita"-adjective-eo "brillante"-adjective-es
"brillante"-adjective-es "sprita"-adjective-eo
"kara"-adjective-eo "caro"-adjective-es
"caro"-adjective-es "kara"-adjective-eo
"diversa"-adjective-eo "vario"-adjective-es
"vario"-adjective-es "diversa"-adjective-eo
"extraño"-adjective-es "bizara"-adjective-eo
"bizara"-adjective-eo "extraño"-adjective-es
"espeso"-adjective-es "dika"-adjective-eo
"dika"-adjective-eo "espeso"-adjective-es
"masiva"-adjective-eo "masivo"-adjective-es
"masivo"-adjective-es "masiva"-adjective-eo
"listo"-adjective-es "preta"-adjective-eo
"preta"-adjective-eo "listo"-adjective-es
"vera"-adjective-eo "auténtico"-adjective-es
"auténtico"-adjective-es "vera"-adjective-eo
"horroroso"-adjective-es "horora"-adjective-eo
"nedeca"-adjective-eo "incorrecto"-adjective-es
"incorrecto"-adjective-es "nedeca"-adjective-eo
"orgulloso"-adjective-es "orgojla"-adjective-eo
"orgojla"-adjective-eo "orgulloso"-adjective-es
"larĝa"-adjective-eo "amplio"-adjective-es
"amplio"-adjective-es "larĝa"-adjective-eo
"inhali"-verb-eo "aspirar"-verb-es
"aspirar"-verb-es "inhali"-verb-eo
"descender"-verb-es "descendi"-verb-eo
"descendi"-verb-eo "descender"-verb-es
"feliĉa"-adjective-eo "contento"-adjective-es
"contento"-adjective-es "feliĉa"-adjective-eo
"maltrankvila"-adjective-eo "nervioso"-adjective-es
"nervioso"-adjective-es "maltrankvila"-adjective-eo
"poenti"-verb-eo "marcar"-verb-es
"marcar"-verb-es "poenti"-verb-eo
"malseketa"-adjective-eo "húmedo"-adjective-es
"húmedo"-adjective-es "malseketa"-adjective-eo
"nekonstanta"-adjective-eo "variable"-adjective-es
"variable"-adjective-es "nekonstanta"-adjective-eo
"miserable"-adjective-es "mizera"-adjective-eo
"mizera"-adjective-eo "miserable"-adjective-es
"senhava"-adjective-eo "pobre"-adjective-es
"pobre"-adjective-es "senhava"-adjective-eo
"imprescindible"-adjective-es "nemalhavebla"-adjective-eo
"nemalhavebla"-adjective-eo "imprescindible"-adjective-es
"kvieta"-adjective-eo "tranquilo"-adjective-es
"tranquilo"-adjective-es "kvieta"-adjective-eo
"plaĉa"-adjective-eo "agradable"-adjective-es
"plaĉa"-adjective-eo "placentero"-adjective-es
"agradable"-adjective-es "plaĉa"-adjective-eo
"placentero"-adjective-es "plaĉa"-adjective-eo
"enorme"-adjective-es "grandega"-adjective-eo
"grandega"-adjective-eo "enorme"-adjective-es
"adicional"-adjective-es "ekstra"-adjective-eo
"adicional"-adjective-es "suplementa"-adjective-eo
"ekstra"-adjective-eo "adicional"-adjective-es
"suplementa"-adjective-eo "adicional"-adjective-es
"continuo"-adjective-es "senĉesa"-adjective-eo
"senĉesa"-adjective-eo "continuo"-adjective-es
"excesivo"-adjective-es "supermezura"-adjective-eo
"supermezura"-adjective-eo "excesivo"-adjective-es
"valiente"-adjective-es "brava"-adjective-eo
"brava"-adjective-eo "valiente"-adjective-es
"malobservi"-verb-eo "violar"-verb-es
"violar"-verb-es "malobservi"-verb-eo
"sucesivo"-adjective-es "sinsekva"-adjective-eo
"sinsekva"-adjective-eo "sucesivo"-adjective-es
"consiguiente"-adjective-es "konsekvenca"-adjective-eo
"konsekvenca"-adjective-eo "consiguiente"-adjective-es
"bonega"-adjective-eo "sobresaliente"-adjective-es
"sobresaliente"-adjective-es "bonega"-adjective-eo
"gordo"-adjective-es "grasa"-adjective-eo
"grasa"-adjective-eo "gordo"-adjective-es
"impona"-adjective-eo "impresionante"-adjective-es
"impresionante"-adjective-es "impona"-adjective-eo
"sensenca"-adjective-eo "absurdo"-adjective-es
"absurdo"-adjective-es "sensenca"-adjective-eo
"pasia"-adjective-eo "ardiente"-adjective-es
"ardiente"-adjective-es "pasia"-adjective-eo
"discutir"-verb-es "kontesti"-verb-eo
"kontesti"-verb-eo "discutir"-verb-es
"ĉefa"-adjective-eo "mayor"-adjective-es
"mayor"-adjective-es "ĉefa"-adjective-eo
"rotundo"-adjective-es "kategoria"-adjective-eo
"kategoria"-adjective-eo "rotundo"-adjective-es
"banal"-adjective-es "banala"-adjective-eo
"banala"-adjective-eo "banal"-adjective-es
"perezoso"-adjective-es "pigra"-adjective-eo
"perezoso"-adjective-es "maldiligenta"-adjective-eo
"pigra"-adjective-eo "perezoso"-adjective-es
"maldiligenta"-adjective-eo "perezoso"-adjective-es
"fora"-adjective-eo "lejano"-adjective-es
"lejano"-adjective-es "fora"-adjective-eo
"senhoma"-adjective-eo "vacío"-adjective-es
"vacío"-adjective-es "senhoma"-adjective-eo
"vacío"-adjective-es "kava"-adjective-eo
"kava"-adjective-eo "vacío"-adjective-es
"derecho"-adjective-es "orta"-adjective-eo
"derecho"-adjective-es "rekta"-adjective-eo
"orta"-adjective-eo "derecho"-adjective-es
"rekta"-adjective-eo "derecho"-adjective-es
"libre"-adjective-es "senĝena"-adjective-eo
"senĝena"-adjective-eo "libre"-adjective-es
"alternativamente"-adverb-es "alterne"-adverb-eo
"alterne"-adverb-eo "alternativamente"-adverb-es
"encima"-adverb-es "supre"-adverb-eo
"supre"-adverb-eo "encima"-adverb-es
"dormo"-noun-eo "ensueño"-noun-es
"ensueño"-noun-es "dormo"-noun-eo
"ensueño"-noun-es "revo"-noun-eo
"revo"-noun-eo "ensueño"-noun-es
"televidilo"-noun-eo "televisión"-noun-es
"televisión"-noun-es "televidilo"-noun-eo
"televido"-noun-eo "tele"-noun-es
"tele"-noun-es "televido"-noun-eo
"léxico"-noun-es "leksikono"-noun-eo
"leksikono"-noun-eo "léxico"-noun-es
"mañana"-noun-es "mateniĝo"-noun-eo
"mateniĝo"-noun-eo "mañana"-noun-es
"mateno"-noun-eo "madrugada"-noun-es
"madrugada"-noun-es "mateno"-noun-eo
"oleo"-noun-eo "óleo"-noun-es
"óleo"-noun-es "oleo"-noun-eo
"kohereco"-noun-eo "cohesión"-noun-es
"cohesión"-noun-es "kohereco"-noun-eo
"realidad"-noun-es "realo"-noun-eo
"realo"-noun-eo "realidad"-noun-es
"adversario"-noun-es "oponanto"-noun-eo
"oponanto"-noun-eo "adversario"-noun-es
"kontraŭulo"-noun-eo "opositor"-noun-es
"opositor"-noun-es "kontraŭulo"-noun-eo
"cumpleaños"-noun-es "datreveno"-noun-eo
"datreveno"-noun-eo "cumpleaños"-noun-es
"doctor"-noun-es "kuracisto"-noun-eo
"kuracisto"-noun-eo "doctor"-noun-es
"doktoro"-noun-eo "médico"-noun-es
"médico"-noun-es "doktoro"-noun-eo
"plibonigo"-noun-eo "mejora"-noun-es
"mejora"-noun-es "plibonigo"-noun-eo
"cordero"-noun-es "ŝafo"-noun-eo
"ŝafo"-noun-eo "cordero"-noun-es
"cabra"-noun-es "kapro"-noun-eo
"kapro"-noun-eo "cabra"-noun-es
"agrara"-adjective-eo "agrícola"-adjective-es
"agrícola"-adjective-es "agrara"-adjective-eo
"estadounidense"-adjective-es "amerika"-adjective-eo
"amerika"-adjective-eo "estadounidense"-adjective-es
"reputado"-adjective-es "prestiĝa"-adjective-eo
"prestiĝa"-adjective-eo "reputado"-adjective-es
"korpa"-adjective-eo "físico"-adjective-es
"físico"-adjective-es "korpa"-adjective-eo
"económico"-adjective-es "ŝparema"-adjective-eo
"ŝparema"-adjective-eo "económico"-adjective-es
"virseksa"-adjective-eo "masculino"-adjective-es
"masculino"-adjective-es "virseksa"-adjective-eo
"sala"-adjective-eo "salado"-adjective-es
"salado"-adjective-es "sala"-adjective-eo
"criminal"-adjective-es "kriminala"-adjective-eo
"kriminala"-adjective-eo "criminal"-adjective-es
"malfeliĉe"-adverb-eo "desafortunadamente"-adverb-es
"desafortunadamente"-adverb-es "malfeliĉe"-adverb-eo
"por lo menos"-adverb-es "minimume"-adverb-eo
"minimume"-adverb-eo "por lo menos"-adverb-es
"minimume"-adverb-eo "al menos"-adverb-es
"al menos"-adverb-es "minimume"-adverb-eo
"interne"-adverb-eo "adentro"-adverb-es
"adentro"-adverb-es "interne"-adverb-eo
"adentro"-adverb-es "ene"-adverb-eo
"dentro"-adverb-es "enen"-adverb-eo
"enen"-adverb-eo "dentro"-adverb-es
"ene"-adverb-eo "adentro"-adverb-es
"consolidación"-noun-es "firmigo"-noun-eo
"firmigo"-noun-eo "consolidación"-noun-es
"bokso"-noun-eo "boxeo"-noun-es
"boxeo"-noun-es "bokso"-noun-eo
"torbellino"-noun-es "kirlo"-noun-eo
"kirlo"-noun-eo "torbellino"-noun-es
"inocencia"-noun-es "naiveco"-noun-eo
"naiveco"-noun-eo "inocencia"-noun-es
"investisto"-noun-eo "inversor"-noun-es
"inversor"-noun-es "investisto"-noun-eo
"inversionista"-noun-es "investanto"-noun-eo
"investanto"-noun-eo "inversionista"-noun-es
"motorciklo"-noun-eo "motocicleta"-noun-es
"motocicleta"-noun-es "motorciklo"-noun-eo
"semestre"-noun-es "semestro"-noun-eo
"semestro"-noun-eo "semestre"-noun-es
"sepio"-noun-eo "calamar"-noun-es
"calamar"-noun-es "sepio"-noun-eo
"tostada"-noun-es "tosto"-noun-eo
"tosto"-noun-eo "tostada"-noun-es
"trío"-noun-es "triopo"-noun-eo
"triopo"-noun-eo "trío"-noun-es
"paraguas"-noun-es "ombrelo"-noun-eo
"ombrelo"-noun-eo "paraguas"-noun-es
"gótico"-adjective-es "gota"-adjective-eo
"gota"-adjective-eo "gótico"-adjective-es
"Valencio"-properNoun-eo "València"-properNoun-es
"València"-properNoun-es "Valencio"-properNoun-eo
