"abrogar"-verb-es "abrogi"-verb-eo
"Abudabio"-properNoun-eo "Abu Dabi"-properNoun-es
"Abu Dabi"-properNoun-es "Abudabio"-properNoun-eo
"fianima"-adjective-eo "abyecto"-adjective-es
"abyecto"-adjective-es "fianima"-adjective-eo
"akcesore"-adverb-eo "accesoriamente"-adverb-es
"accesoriamente"-adverb-es "akcesore"-adverb-eo
"bonhave"-adverb-eo "acomodadamente"-adverb-es
"acomodadamente"-adverb-es "bonhave"-adverb-eo
"Akonkagvo"-properNoun-eo "Aconcagua"-properNoun-es
"Aconcagua"-properNoun-es "Akonkagvo"-properNoun-eo
"Aconcagua"-properNoun-es "Aconcagua"-properNoun-eo
"Aconcagua"-properNoun-eo "Aconcagua"-properNoun-es
"grund-akvejo"-noun-eo "acuífero"-noun-es
"acuífero"-noun-es "grund-akvejo"-noun-eo
"Adolf"-properNoun-eo "Adolf"-properNoun-es
"Adolf"-properNoun-es "Adolf"-properNoun-eo
"akir-pova"-adjective-eo "adquisitivo"-adjective-es
"adquisitivo"-adjective-es "akir-pova"-adjective-eo
"adquisitivo"-adjective-es "aĉet-pova"-adjective-eo
"aĉet-pova"-adjective-eo "adquisitivo"-adjective-es
"adria"-adjective-eo "adriático"-adjective-es
"adriático"-adjective-es "adria"-adjective-eo
"adriático"-adjective-es "adriatika"-adjective-eo
"adriatika"-adjective-eo "adriático"-adjective-es
"adsorbo"-noun-eo "adsorción"-noun-es
"adsorción"-noun-es "adsorbo"-noun-eo
"afektiveco"-noun-eo "afectividad"-noun-es
"afectividad"-noun-es "afektiveco"-noun-eo
"afliktite"-adverb-eo "afligidamente"-adverb-es
"afligidamente"-adverb-es "afliktite"-adverb-eo
"surfaciĝo"-noun-eo "afloramiento"-noun-es
"afloramiento"-noun-es "surfaciĝo"-noun-eo
"Agamemno"-properNoun-eo "Agamenón"-properNoun-es
"Agamenón"-properNoun-es "Agamemno"-properNoun-eo
"agnostikisto"-noun-eo "agnóstico"-noun-es
"agnóstico"-noun-es "agnostikisto"-noun-eo
"elĉerpa"-adjective-eo "agotador"-adjective-es
"agotador"-adjective-es "elĉerpa"-adjective-eo
"agropecuario"-adjective-es "terkultura"-adjective-eo
"ŝparemulo"-noun-eo "ahorrador"-noun-es
"ahorrador"-noun-es "ŝparemulo"-noun-eo
"fumaĵita"-adjective-eo "ahumado"-adjective-es
"ahumado"-adjective-es "fumaĵita"-adjective-eo
"izolite"-adverb-eo "aisladamente"-adverb-es
"aisladamente"-adverb-es "izolite"-adverb-eo
"en la sekva tago"-adverb-eo "al otro día"-adverb-es
"al otro día"-adverb-es "en la sekva tago"-adverb-eo
"al otro día"-adverb-es "en la sekvanta tago"-adverb-eo
"en la sekvanta tago"-adverb-eo "al otro día"-adverb-es
"Alanio"-properNoun-eo "Alania"-properNoun-es
"Alania"-properNoun-es "Alanio"-properNoun-eo
"blankblua"-adjective-eo "albiceleste"-adjective-es
"albiceleste"-adjective-es "blankblua"-adjective-eo
"albina"-adjective-eo "albino"-adjective-es
"albino"-adjective-es "albina"-adjective-eo
"trans"-adverb-eo "allende"-adverb-es
"allende"-adverb-es "trans"-adverb-eo
"fole"-adverb-eo "alocadamente"-adverb-es
"alocadamente"-adverb-es "fole"-adverb-eo
"falarido"-noun-eo "alpiste"-noun-es
"alpiste"-noun-es "falarido"-noun-eo
"altaja"-adjective-eo "altaico"-adjective-es
"altaico"-adjective-es "altaja"-adjective-eo
"alto el fuego"-noun-es "batal-paŭzo"-noun-eo
"surluniĝo"-noun-eo "alunizaje"-noun-es
"alunizaje"-noun-es "surluniĝo"-noun-eo
"aminoacido"-noun-eo "aminoácido"-noun-es
"aminoácido"-noun-es "aminoacido"-noun-eo
"anarki-sindikatismo"-noun-eo "anarcosindicalismo"-noun-es
"anarcosindicalismo"-noun-es "anarki-sindikatismo"-noun-eo
"maljune"-adverb-eo "ancianamente"-adverb-es
"ancianamente"-adverb-es "maljune"-adverb-eo
"Angela"-properNoun-eo "Angela"-properNoun-es
"Angela"-properNoun-es "Angela"-properNoun-eo
"anĝele"-adverb-eo "angelicalmente"-adverb-es
"angelicalmente"-adverb-es "anĝele"-adverb-eo
"animanto"-noun-eo "animador"-noun-es
"animador"-noun-es "animanto"-noun-eo
"animanta"-adjective-eo "animador"-adjective-es
"animador"-adjective-es "animanta"-adjective-eo
"anjono"-noun-eo "anión"-noun-es
"anión"-noun-es "anjono"-noun-eo
"antaŭprojekto"-noun-eo "anteproyecto"-noun-es
"anteproyecto"-noun-es "antaŭprojekto"-noun-eo
"kontraŭaviada"-adjective-eo "antiaéreo"-adjective-es
"antiaéreo"-adjective-es "kontraŭaviada"-adjective-eo
"kontraŭkugla"-adjective-eo "antibala"-adjective-es
"kontraŭkugla"-adjective-eo "antibalas"-adjective-es
"antibala"-adjective-es "kontraŭkugla"-adjective-eo
"antibalas"-adjective-es "kontraŭkugla"-adjective-eo
"kontraŭsporta"-adjective-eo "antideportivo"-adjective-es
"antideportivo"-adjective-es "kontraŭsporta"-adjective-eo
"kontraŭtumulta"-adjective-eo "antidisturbios"-adjective-es
"antidisturbios"-adjective-es "kontraŭtumulta"-adjective-eo
"kontraŭtutmondiĝo"-noun-eo "antiglobalización"-noun-es
"antiglobalización"-noun-es "kontraŭtutmondiĝo"-noun-eo
"Antjokio"-properNoun-eo "Antioquia"-properNoun-es
"Antioquia"-properNoun-es "Antjokio"-properNoun-eo
"Antioĥio"-properNoun-eo "Antioquía"-properNoun-es
"Antioquía"-properNoun-es "Antioĥio"-properNoun-eo
"rust-imuniga"-adjective-eo "antioxidante"-adjective-es
"antioxidante"-adjective-es "rust-imuniga"-adjective-eo
"antioxidante"-adjective-es "antioksida"-adjective-eo
"antioksida"-adjective-eo "antioxidante"-adjective-es
"antipartiklo"-noun-eo "antipartícula"-noun-es
"antipartícula"-noun-es "antipartiklo"-noun-eo
"antipartícula"-noun-es "kontraŭpartiklo"-noun-eo
"kontraŭpartiklo"-noun-eo "antipartícula"-noun-es
"kontraŭpersona"-adjective-eo "antipersona"-adjective-es
"antipersona"-adjective-es "kontraŭpersona"-adjective-eo
"kontraŭradara"-adjective-eo "antirradar"-adjective-es
"antirradar"-adjective-es "kontraŭradara"-adjective-eo
"Antofagasta"-properNoun-eo "Antofagasta"-properNoun-es
"Antofagasta"-properNoun-es "Antofagasta"-properNoun-eo
"antologia"-adjective-eo "antológico"-adjective-es
"antológico"-adjective-es "antologia"-adjective-eo
"Antigono"-properNoun-eo "Antígona"-properNoun-es
"Antígona"-properNoun-es "Antigono"-properNoun-eo
"anizo"-noun-eo "anís"-noun-es
"anís"-noun-es "anizo"-noun-eo
"anonime"-adverb-eo "anónimamente"-adverb-es
"anónimamente"-adverb-es "anonime"-adverb-eo
"poŝt-fako"-noun-eo "apartado de correos"-noun-es
"apartado de correos"-noun-es "poŝt-fako"-noun-eo
"apartado de correos"-noun-es "poŝt-kesto"-noun-eo
"poŝt-kesto"-noun-eo "apartado de correos"-noun-es
"Apeninoj"-properNoun-eo "Apeninos"-properNoun-es
"Apeninos"-properNoun-es "Apeninoj"-properNoun-eo
"apneo"-noun-eo "apnea"-noun-es
"apnea"-noun-es "apneo"-noun-eo
"apokrife"-adverb-eo "apócrifamente"-adverb-es
"apócrifamente"-adverb-es "apokrife"-adverb-eo
"dogana tarifo"-noun-eo "arancel"-noun-es
"arancel"-noun-es "dogana tarifo"-noun-eo
"arbitracia"-adjective-eo "arbitral"-adjective-es
"arbitral"-adjective-es "arbitracia"-adjective-eo
"arbitre"-adverb-eo "arbitrariamente"-adverb-es
"arbitrariamente"-adverb-es "arbitre"-adverb-eo
"tre penige"-adverb-eo "arduamente"-adverb-es
"arduamente"-adverb-es "tre penige"-adverb-eo
"tre peniga"-adjective-eo "arduo"-adjective-es
"arduo"-adjective-es "tre peniga"-adjective-eo
"sabla"-adjective-eo "arenoso"-adjective-es
"arenoso"-adjective-es "sabla"-adjective-eo
"Argo"-properNoun-eo "Argos"-properNoun-es
"Argos"-properNoun-es "Argo"-properNoun-eo
"Ŝafo"-properNoun-eo "Aries"-properNoun-es
"Aries"-properNoun-es "Ŝafo"-properNoun-eo
"aromigo"-noun-eo "aromatización"-noun-es
"aromatización"-noun-es "aromigo"-noun-eo
"aromatización"-noun-es "aromiĝo"-noun-eo
"aromiĝo"-noun-eo "aromatización"-noun-es
"manfaritaĵo"-noun-eo "artesanía"-noun-es
"artesanía"-noun-es "manfaritaĵo"-noun-eo
"ĉefepiskoplando"-noun-eo "arzobispado"-noun-es
"arzobispado"-noun-es "ĉefepiskoplando"-noun-eo
"setli"-verb-eo "asentar"-verb-es
"asentar"-verb-es "setli"-verb-eo
"Malgrand-Azio"-properNoun-eo "Asia Menor"-properNoun-es
"Asia Menor"-properNoun-es "Malgrand-Azio"-properNoun-eo
"asimptota"-adjective-eo "asintótico"-adjective-es
"asintótico"-adjective-es "asimptota"-adjective-eo
"nesocia"-adjective-eo "asocial"-adjective-es
"asocial"-adjective-es "nesocia"-adjective-eo
"astur"-adjective-es "astura"-adjective-eo
"trarekti"-verb-eo "atajar"-verb-es
"atajar"-verb-es "trarekti"-verb-eo
"atena"-adjective-eo "ateniense"-adjective-es
"ateniense"-adjective-es "atena"-adjective-eo
"neesta"-adjective-eo "ausente"-adjective-es
"ausente"-adjective-es "neesta"-adjective-eo
"aŭstereco"-noun-eo "austeridad"-noun-es
"austeridad"-noun-es "aŭstereco"-noun-eo
"austeridad"-noun-es "aŭstero"-noun-eo
"aŭstero"-noun-eo "austeridad"-noun-es
"aŭstera"-adjective-eo "austero"-adjective-es
"austero"-adjective-es "aŭstera"-adjective-eo
"aŭtoklavo"-noun-eo "autoclave"-noun-es
"autoclave"-noun-es "aŭtoklavo"-noun-eo
"aŭtomobilismo"-noun-eo "automovilismo"-noun-es
"automovilismo"-noun-es "aŭtomobilismo"-noun-eo
"aŭtonom-komunuma"-adjective-eo "autonómico"-adjective-es
"autonómico"-adjective-es "aŭtonom-komunuma"-adjective-eo
"aŭtoreco"-noun-eo "autoría"-noun-es
"autoría"-noun-es "aŭtoreco"-noun-eo
"asteka"-adjective-eo "azteca"-adjective-es
"azteca"-adjective-es "asteka"-adjective-eo
"asteko"-noun-eo "azteca"-noun-es
"azteca"-noun-es "asteko"-noun-eo
"barcelonisto"-noun-eo "barcelonista"-noun-es
"barcelonista"-noun-es "barcelonisto"-noun-eo
"barcelonisma"-adjective-eo "azulgrana"-adjective-es
"barcelonisma"-adjective-eo "barcelonista"-adjective-es
"azulgrana"-adjective-es "barcelonisma"-adjective-eo
"barcelonista"-adjective-es "barcelonisma"-adjective-eo
"bavo"-noun-eo "baba"-noun-es
"baba"-noun-es "bavo"-noun-eo
"sonormartelo"-noun-eo "badajo"-noun-es
"badajo"-noun-es "sonormartelo"-noun-eo
"dancema"-adjective-eo "bailarín"-adjective-es
"bailarín"-adjective-es "dancema"-adjective-eo
"datumbanko"-noun-eo "banco de datos"-noun-es
"banco de datos"-noun-es "datumbanko"-noun-eo
"son-bendo"-noun-eo "banda sonora"-noun-es
"banda sonora"-noun-es "son-bendo"-noun-eo
"banda sonora"-noun-es "son-streko"-noun-eo
"banda sonora"-noun-es "son-trako"-noun-eo
"banda sonora"-noun-es "film-muziko"-noun-eo
"son-streko"-noun-eo "banda sonora"-noun-es
"son-trako"-noun-eo "banda sonora"-noun-es
"film-muziko"-noun-eo "banda sonora"-noun-es
"rostokrado"-noun-eo "barbacoa"-noun-es
"barbacoa"-noun-es "rostokrado"-noun-eo
"lofo"-noun-eo "barlovento"-noun-es
"barlovento"-noun-es "lofo"-noun-eo
"Batman"-properNoun-eo "Batman"-properNoun-es
"Batman"-properNoun-es "Batman"-properNoun-eo
"Beethoven"-properNoun-eo "Beethoven"-properNoun-es
"Beethoven"-properNoun-eo "Beethoven"-noun-es
"Beethoven"-properNoun-es "Beethoven"-properNoun-eo
"Beethoven"-properNoun-es "Beethoven"-noun-eo
"Beethoven"-noun-es "Beethoven"-properNoun-eo
"Beethoven"-noun-es "Beethoven"-noun-eo
"Beethoven"-noun-eo "Beethoven"-properNoun-es
"Beethoven"-noun-eo "Beethoven"-noun-es
"flavgriza"-adjective-eo "beige"-adjective-es
"beige"-adjective-es "flavgriza"-adjective-eo
"benita"-adjective-eo "bendito"-adjective-es
"bendito"-adjective-es "benita"-adjective-eo
"benigne"-adverb-eo "benignamente"-adverb-es
"benignamente"-adverb-es "benigne"-adverb-eo
"Benoit"-properNoun-eo "Benoit"-properNoun-es
"Benoit"-properNoun-es "Benoit"-properNoun-eo
"furioz-atako"-noun-eo "berrinche"-noun-es
"berrinche"-noun-es "furioz-atako"-noun-eo
"bestece"-adverb-eo "bestialmente"-adverb-es
"bestialmente"-adverb-es "bestece"-adverb-eo
"Biblio"-properNoun-eo "Biblia"-properNoun-es
"Biblia"-properNoun-es "Biblio"-properNoun-eo
"hidrogenkarbonato"-noun-eo "bicarbonato"-noun-es
"bicarbonato"-noun-es "hidrogenkarbonato"-noun-eo
"bicarbonato"-noun-es "hidrokarbonato"-noun-eo
"hidrokarbonato"-noun-eo "bicarbonato"-noun-es
"jarduo"-noun-eo "bienio"-noun-es
"bienio"-noun-es "jarduo"-noun-eo
"Bill"-properNoun-eo "Bill"-properNoun-es
"Bill"-properNoun-es "Bill"-properNoun-eo
"biomalkomponebla"-adjective-eo "biodegradable"-adjective-es
"biodegradable"-adjective-es "biomalkomponebla"-adjective-eo
"biofiziko"-noun-eo "biofísica"-noun-es
"biofísica"-noun-es "biofiziko"-noun-eo
"biotopo"-noun-eo "biotopo"-noun-es
"biotopo"-noun-es "biotopo"-noun-eo
"dupolusa"-adjective-eo "bipolar"-adjective-es
"bipolar"-adjective-es "dupolusa"-adjective-eo
"Birmingham"-properNoun-eo "Birmingham"-properNoun-es
"Birmingham"-properNoun-es "Birmingham"-properNoun-eo
"blankeco"-noun-eo "blancura"-noun-es
"blancura"-noun-es "blankeco"-noun-eo
"Bob"-properNoun-eo "Bob"-properNoun-es
"Bob"-properNoun-es "Bob"-properNoun-eo
"surventre"-adverb-eo "boca abajo"-adverb-es
"boca abajo"-adverb-es "surventre"-adverb-eo
"Bombajo"-properNoun-eo "Bombay"-properNoun-es
"Bombay"-properNoun-es "Bombajo"-properNoun-eo
"tamburego"-noun-eo "bombo"-noun-es
"bombo"-noun-es "tamburego"-noun-eo
"engraŭlo"-noun-eo "boquerón"-noun-es
"boquerón"-noun-es "engraŭlo"-noun-eo
"Bostono"-properNoun-eo "Boston"-properNoun-es
"Boston"-properNoun-es "Bostono"-properNoun-eo
"bekkruĉo"-noun-eo "botijo"-noun-es
"botijo"-noun-es "bekkruĉo"-noun-eo
"botijo"-noun-es "bekokruĉo"-noun-eo
"bekokruĉo"-noun-eo "botijo"-noun-es
"bova"-adjective-eo "bovino"-adjective-es
"bovino"-adjective-es "bova"-adjective-eo
"fripona"-adjective-eo "bribón"-adjective-es
"fripona"-adjective-eo "pícaro"-adjective-es
"bribón"-adjective-es "fripona"-adjective-eo
"pícaro"-adjective-es "fripona"-adjective-eo
"brile"-adverb-eo "brillantemente"-adverb-es
"brillantemente"-adverb-es "brile"-adverb-eo
"sparkilo"-noun-eo "bujía"-noun-es
"bujía"-noun-es "sparkilo"-noun-eo
"bulimio"-noun-eo "bulimia"-noun-es
"bulimia"-noun-es "bulimio"-noun-eo
"malvera famo"-noun-eo "bulo"-noun-es
"bulo"-noun-es "malvera famo"-noun-eo
"burgosa"-adjective-eo "burgalés"-adjective-es
"burgalés"-adjective-es "burgosa"-adjective-eo
"burokratiĝo"-noun-eo "burocratización"-noun-es
"burocratización"-noun-es "burokratiĝo"-noun-eo
"burocratización"-noun-es "burokratigo"-noun-eo
"burokratigo"-noun-eo "burocratización"-noun-es
"borsa"-adjective-eo "bursátil"-adjective-es
"bursátil"-adjective-es "borsa"-adjective-eo
"barbare"-adverb-eo "bárbaramente"-adverb-es
"bárbaramente"-adverb-es "barbare"-adverb-eo
"kas-registrilo"-noun-eo "caja registradora"-noun-es
"caja registradora"-noun-es "kas-registrilo"-noun-eo
"kalabaseto"-noun-eo "calabacín"-noun-es
"calabacín"-noun-es "kalabaseto"-noun-eo
"Kalabrio"-properNoun-eo "Calabria"-properNoun-es
"Calabria"-properNoun-es "Kalabrio"-properNoun-eo
"Kolkato"-properNoun-eo "Calcuta"-properNoun-es
"Calcuta"-properNoun-es "Kolkato"-properNoun-eo
"Calcuta"-properNoun-es "Kalkato"-properNoun-eo
"Kalkato"-properNoun-eo "Calcuta"-properNoun-es
"kvalifikanto"-noun-eo "calificador"-noun-es
"calificador"-noun-es "kvalifikanto"-noun-eo
"calificador"-noun-es "kvalifikisto"-noun-eo
"kvalifikisto"-noun-eo "calificador"-noun-es
"kalkŝtono"-noun-eo "caliza"-noun-es
"caliza"-noun-es "kalkŝtono"-noun-eo
"piedvesto"-noun-eo "calzado"-noun-es
"calzado"-noun-es "piedvesto"-noun-eo
"piedvesti"-verb-eo "calzar"-verb-es
"calzar"-verb-es "piedvesti"-verb-eo
"kanalizado"-noun-eo "canalización"-noun-es
"canalización"-noun-es "kanalizado"-noun-eo
"canalización"-noun-es "kanaligo"-noun-eo
"kanaligo"-noun-eo "canalización"-noun-es
"kantaro"-noun-eo "cancionero"-noun-es
"cancionero"-noun-es "kantaro"-noun-eo
"Cancún"-properNoun-eo "Cancún"-properNoun-es
"Cancún"-properNoun-es "Cancún"-properNoun-eo
"pendseruro"-noun-eo "candado"-noun-es
"candado"-noun-es "pendseruro"-noun-eo
"grizhara"-adjective-eo "canoso"-adjective-es
"canoso"-adjective-es "grizhara"-adjective-eo
"kant-aŭtoro"-noun-eo "cantautor"-noun-es
"cantautor"-noun-es "kant-aŭtoro"-noun-eo
"kapelano"-noun-eo "capellán"-noun-es
"capellán"-noun-es "kapelano"-noun-eo
"vizaĝ-al-vizaĝe"-adverb-eo "cara a cara"-adverb-es
"cara a cara"-adverb-es "vizaĝ-al-vizaĝe"-adverb-eo
"karakteriziĝo"-noun-eo "caracterización"-noun-es
"caracterización"-noun-es "karakteriziĝo"-noun-eo
"caracterización"-noun-es "karakterizigo"-noun-eo
"karakterizigo"-noun-eo "caracterización"-noun-es
"multekoste"-adverb-eo "caramente"-adverb-es
"caramente"-adverb-es "multekoste"-adverb-eo
"karcera"-adjective-eo "carcelario"-adjective-es
"carcelario"-adjective-es "karcera"-adjective-eo
"kor-inklino"-noun-eo "cariño"-noun-es
"cariño"-noun-es "kor-inklino"-noun-eo
"Carl"-properNoun-eo "Carl"-properNoun-es
"Carl"-properNoun-es "Carl"-properNoun-eo
"karno-manĝa"-adjective-eo "carnívoro"-adjective-es
"carnívoro"-adjective-es "karno-manĝa"-adjective-eo
"karno-manĝulo"-noun-eo "carnívoro"-noun-es
"carnívoro"-noun-es "karno-manĝulo"-noun-eo
"kadavraĵo"-noun-eo "carroña"-noun-es
"carroña"-noun-es "kadavraĵo"-noun-eo
"edziĝinta"-adjective-eo "casado"-adjective-es
"casado"-adjective-es "edziĝinta"-adjective-eo
"casado"-adjective-es "edziniĝinta"-adjective-eo
"edziniĝinta"-adjective-eo "casado"-adjective-es
"Kastilio-Manĉo"-properNoun-eo "Castilla-La Mancha"-properNoun-es
"Castilla-La Mancha"-properNoun-es "Kastilio-Manĉo"-properNoun-eo
"katalunparolanta"-adjective-eo "catalanohablante"-adjective-es
"catalanohablante"-adjective-es "katalunparolanta"-adjective-eo
"Catherine"-properNoun-eo "Catherine"-properNoun-es
"Catherine"-properNoun-es "Catherine"-properNoun-eo
"katjono"-noun-eo "catión"-noun-es
"catión"-noun-es "katjono"-noun-eo
"kaŭterado"-noun-eo "cauterización"-noun-es
"cauterización"-noun-es "kaŭterado"-noun-eo
"cauterización"-noun-es "kaŭterizado"-noun-eo
"kaŭterizado"-noun-eo "cauterización"-noun-es
"EK"-noun-eo "CE"-noun-es
"CE"-noun-es "EK"-noun-eo
"ĉele"-adverb-eo "celularmente"-adverb-es
"celularmente"-adverb-es "ĉele"-adverb-eo
"Centaŭro"-properNoun-eo "Centauro"-properNoun-es
"Centauro"-properNoun-es "Centaŭro"-properNoun-eo
"centro-dekstro"-noun-eo "centroderecha"-noun-es
"centroderecha"-noun-es "centro-dekstro"-noun-eo
"centro-maldekstro"-noun-eo "centroizquierda"-noun-es
"centroizquierda"-noun-es "centro-maldekstro"-noun-eo
"fermite"-adverb-eo "cerradamente"-adverb-es
"cerradamente"-adverb-es "fermite"-adverb-eo
"registrite"-adverb-eo "certificadamente"-adverb-es
"certificadamente"-adverb-es "registrite"-adverb-eo
"chasco"-noun-es "desaponto"-noun-eo
"kiprano"-noun-eo "chipriota"-noun-es
"chipriota"-noun-es "kiprano"-noun-eo
"kipra"-adjective-eo "chipriota"-adjective-es
"chipriota"-adjective-es "kipra"-adjective-eo
"nigra poplo"-noun-eo "chopo"-noun-es
"chopo"-noun-es "nigra poplo"-noun-eo
"ĉorizo"-noun-eo "chorizo"-noun-es
"chorizo"-noun-es "ĉorizo"-noun-eo
"Chris"-properNoun-eo "Chris"-properNoun-es
"Chris"-properNoun-es "Chris"-properNoun-eo
"suĉilo"-noun-eo "chupete"-noun-es
"chupete"-noun-es "suĉilo"-noun-eo
"CIA"-noun-eo "CIA"-noun-es
"CIA"-noun-es "CIA"-noun-eo
"cikatriĝo"-noun-eo "cicatrización"-noun-es
"cicatrización"-noun-es "cikatriĝo"-noun-eo
"krankŝafto"-noun-eo "cigüeñal"-noun-es
"cigüeñal"-noun-es "krankŝafto"-noun-eo
"klami"-verb-eo "clamar"-verb-es
"clamar"-verb-es "klami"-verb-eo
"klarvideco"-noun-eo "clarividencia"-noun-es
"clarividencia"-noun-es "klarvideco"-noun-eo
"boligita"-adjective-eo "cocido"-adjective-es
"cocido"-adjective-es "boligita"-adjective-eo
"koncido"-noun-eo "coincidencia"-noun-es
"coincidencia"-noun-es "koncido"-noun-eo
"Kolumbio"-properNoun-eo "Columbia"-properNoun-es
"Columbia"-properNoun-es "Kolumbio"-properNoun-eo
"komputa"-adjective-eo "computacional"-adjective-es
"computacional"-adjective-es "komputa"-adjective-eo
"kompute"-adverb-eo "computacionalmente"-adverb-es
"computacionalmente"-adverb-es "kompute"-adverb-eo
"Eŭropa Ekonomia Komunumo"-properNoun-eo "Comunidad Económica Europea"-properNoun-es
"Comunidad Económica Europea"-properNoun-es "Eŭropa Ekonomia Komunumo"-properNoun-eo
"kun damaĝo al"-preposition-eo "con menoscabo de"-preposition-es
"con menoscabo de"-preposition-es "kun damaĝo al"-preposition-eo
"koncepte"-adverb-eo "conceptualmente"-adverb-es
"conceptualmente"-adverb-es "koncepte"-adverb-eo
"konkludiga"-adjective-eo "concluyente"-adjective-es
"concluyente"-adjective-es "konkludiga"-adjective-eo
"konkreteco"-noun-eo "concreción"-noun-es
"concreción"-noun-es "konkreteco"-noun-eo
"konduktiveco"-noun-eo "conductividad"-noun-es
"conductividad"-noun-es "konduktiveco"-noun-eo
"conductividad"-noun-es "konduktivo"-noun-eo
"konduktivo"-noun-eo "conductividad"-noun-es
"konduktiva"-adjective-eo "conductor"-adjective-es
"conductor"-adjective-es "konduktiva"-adjective-eo
"conductor"-adjective-es "kondukta"-adjective-eo
"kondukta"-adjective-eo "conductor"-adjective-es
"konfederisto"-noun-eo "confederado"-noun-es
"confederado"-noun-es "konfederisto"-noun-eo
"konfederala"-adjective-eo "confederal"-adjective-es
"confederal"-adjective-es "konfederala"-adjective-eo
"konfideme"-adverb-eo "confiadamente"-adverb-es
"confiadamente"-adverb-es "konfideme"-adverb-eo
"kongrecio"-noun-eo "congregación"-noun-es
"congregación"-noun-es "kongrecio"-noun-eo
"konotacii"-verb-eo "connotar"-verb-es
"connotar"-verb-es "konotacii"-verb-eo
"konate"-adverb-eo "conocidamente"-adverb-es
"konate"-adverb-eo "notoriamente"-adverb-es
"conocidamente"-adverb-es "konate"-adverb-eo
"notoriamente"-adverb-es "konate"-adverb-eo
"konkera"-adjective-eo "conquistador"-adjective-es
"conquistador"-adjective-es "konkera"-adjective-eo
"konsistoria"-adjective-eo "consistorial"-adjective-es
"consistorial"-adjective-es "konsistoria"-adjective-eo
"konstituciismo"-noun-eo "constitucionalismo"-noun-es
"constitucionalismo"-noun-es "konstituciismo"-noun-eo
"konsultisto"-noun-eo "consultor"-noun-es
"consultor"-noun-es "konsultisto"-noun-eo
"Contador"-properNoun-eo "Contador"-properNoun-es
"Contador"-properNoun-eo "Contador"-noun-es
"Contador"-properNoun-es "Contador"-properNoun-eo
"Contador"-properNoun-es "Contador"-noun-eo
"Contador"-noun-es "Contador"-properNoun-eo
"Contador"-noun-es "Contador"-noun-eo
"Contador"-noun-eo "Contador"-properNoun-es
"Contador"-noun-eo "Contador"-noun-es
"kontraŭofensivo"-noun-eo "contraofensiva"-noun-es
"contraofensiva"-noun-es "kontraŭofensivo"-noun-eo
"kromprocesoro"-noun-eo "coprocesador"-noun-es
"coprocesador"-noun-es "kromprocesoro"-noun-eo
"coprocesador"-noun-es "kromprocezilo"-noun-eo
"kromprocezilo"-noun-eo "coprocesador"-noun-es
"okonnoto"-noun-eo "corchea"-noun-es
"corchea"-noun-es "okonnoto"-noun-eo
"koregrafii"-verb-eo "coreografiar"-verb-es
"coreografiar"-verb-es "koregrafii"-verb-eo
"fluante"-adverb-eo "corrientemente"-adverb-es
"corrientemente"-adverb-es "fluante"-adverb-eo
"corrientemente"-adverb-es "kurante"-adverb-eo
"kurante"-adverb-eo "corrientemente"-adverb-es
"koruptite"-adverb-eo "corrompidamente"-adverb-es
"corrompidamente"-adverb-es "koruptite"-adverb-eo
"kosmogonio"-noun-eo "cosmogonía"-noun-es
"cosmogonía"-noun-es "kosmogonio"-noun-eo
"kosmologia"-adjective-eo "cosmológico"-adjective-es
"cosmológico"-adjective-es "kosmologia"-adjective-eo
"kosmopolitismo"-noun-eo "cosmopolitismo"-noun-es
"cosmopolitismo"-noun-es "kosmopolitismo"-noun-eo
"kosmologo"-noun-eo "cosmólogo"-noun-es
"cosmólogo"-noun-es "kosmologo"-noun-eo
"kostarika"-adjective-eo "costarricense"-adjective-es
"costarricense"-adjective-es "kostarika"-adjective-eo
"tajlorino"-noun-eo "costurera"-noun-es
"costurera"-noun-es "tajlorino"-noun-eo
"piĉo"-interjection-eo "coño"-interjection-es
"coño"-interjection-es "piĉo"-interjection-eo
"kredanta"-adjective-eo "creyente"-adjective-es
"creyente"-adjective-es "kredanta"-adjective-eo
"krimologio"-noun-eo "criminología"-noun-es
"criminología"-noun-es "krimologio"-noun-eo
"krimologo"-noun-eo "criminólogo"-noun-es
"criminólogo"-noun-es "krimologo"-noun-eo
"krokizo"-noun-eo "croquis"-noun-es
"croquis"-noun-es "krokizo"-noun-eo
"kornobulko"-noun-eo "cruasán"-noun-es
"cruasán"-noun-es "kornobulko"-noun-eo
"iu ajn"-determiner-eo "cualquier"-determiner-es
"cualquier"-determiner-es "iu ajn"-determiner-eo
"ĵetkubujo"-noun-eo "cubilete"-noun-es
"cubilete"-noun-es "ĵetkubujo"-noun-eo
"kubisto"-noun-eo "cubista"-noun-es
"cubista"-noun-es "kubisto"-noun-eo
"kubisma"-adjective-eo "cubista"-adjective-es
"cubista"-adjective-es "kubisma"-adjective-eo
"cubista"-adjective-es "kubista"-adjective-eo
"kubista"-adjective-eo "cubista"-adjective-es
"kilometronombrilo"-noun-eo "cuentakilómetros"-noun-es
"cuentakilómetros"-noun-es "kilometronombrilo"-noun-eo
"cuentakilómetros"-noun-es "kilometroregistrilo"-noun-eo
"kilometroregistrilo"-noun-eo "cuentakilómetros"-noun-es
"kulpeco"-noun-eo "culpabilidad"-noun-es
"culpabilidad"-noun-es "kulpeco"-noun-eo
"kvantuma"-adjective-eo "cuántico"-adjective-es
