"any"-determiner-en "gens de"-determiner-ca
"against my will"-adverb-en "en contra de la meva voluntat"-adverb-ca
"en contra de la meua voluntat"-adverb-ca "against my will"-adverb-en
"en contra de la meva voluntat"-adverb-ca "against my will"-adverb-en
"airily"-adverb-en "a la lleugera"-adverb-ca
"a la lleugera"-adverb-ca "airily"-adverb-en
"a la lleugera"-adverb-ca "hastily"-adverb-en
"a la lleugera"-adverb-ca "lightly"-adverb-en
"hastily"-adverb-en "a la lleugera"-adverb-ca
"lightly"-adverb-en "a la lleugera"-adverb-ca
"alas"-adverb-en "dissortadament"-adverb-ca
"dissortadament"-adverb-ca "alas"-adverb-en
"alfresco"-adverb-en "a ple aire"-adverb-ca
"a ple aire"-adverb-ca "alfresco"-adverb-en
"a ple aire"-adverb-ca "in the open air"-adverb-en
"a ple aire"-adverb-ca "outdoors"-adverb-en
"in the open air"-adverb-en "a ple aire"-adverb-ca
"outdoors"-adverb-en "a ple aire"-adverb-ca
"all autumn"-adverb-en "tota la tardor"-adverb-ca
"tota la tardor"-adverb-ca "all autumn"-adverb-en
"all day"-adverb-en "tot el dia"-adverb-ca
"tot el dia"-adverb-ca "all day"-adverb-en
"all expenses paid"-adverb-en "amb totes les despeses pagades"-adverb-ca
"amb totes les despeses pagades"-adverb-ca "all expenses paid"-adverb-en
"all night"-adverb-en "tota la nit"-adverb-ca
"tota la nit"-adverb-ca "all night"-adverb-en
"all other things being equal"-adverb-en "en les mateixes circumstàncies"-adverb-ca
"en les mateixes circumstàncies"-adverb-ca "all other things being equal"-adverb-en
"all over town"-adverb-en "per tota la ciutat"-adverb-ca
"per tota la ciutat"-adverb-ca "all over town"-adverb-en
"sol"-adverb-ca "alone"-adverb-en
"a grans trets"-adverb-ca "in bold strokes"-adverb-en
"in bold strokes"-adverb-en "a grans trets"-adverb-ca
"en algun moment"-adverb-ca "at some time"-adverb-en
"at some time"-adverb-en "en algun moment"-adverb-ca
"amid a lot of hype"-adverb-en "a so de bombo i platerets"-adverb-ca
"a so de bombo i platerets"-adverb-ca "amid a lot of hype"-adverb-en
"amidships"-adverb-en "al mig del vaixell"-adverb-ca
"al mig del vaixell"-adverb-ca "amidships"-adverb-en
"analogously"-adverb-en "anàlogament"-adverb-ca
"anàlogament"-adverb-ca "analogously"-adverb-en
"en el sentit contrari de les agulles del rellotge"-adverb-ca "counterclockwise"-adverb-en
"counterclockwise"-adverb-en "en el sentit contrari de les agulles del rellotge"-adverb-ca
"any day now"-adverb-en "qualsevol dia"-adverb-ca
"qualsevol dia"-adverb-ca "any day now"-adverb-en
"en qualsevol moment"-adverb-ca "anytime"-adverb-en
"en qualsevol moment"-adverb-ca "at the drop of a hat"-adverb-en
"anytime"-adverb-en "en qualsevol moment"-adverb-ca
"at the drop of a hat"-adverb-en "en qualsevol moment"-adverb-ca
"anyway"-adverb-en "de cap de les maneres"-adverb-ca
"de cap de les maneres"-adverb-ca "anyway"-adverb-en
"appropriately"-adverb-en "corresponentment"-adverb-ca
"corresponentment"-adverb-ca "appropriately"-adverb-en
"aptly"-adverb-en "encertadament"-adverb-ca
"encertadament"-adverb-ca "aptly"-adverb-en
"encertadament"-adverb-ca "rightly"-adverb-en
"rightly"-adverb-en "encertadament"-adverb-ca
"around"-adverb-en "pels volts"-adverb-ca
"pels volts"-adverb-ca "around"-adverb-en
"arrogantly"-adverb-en "arrogantment"-adverb-ca
"arrogantment"-adverb-ca "arrogantly"-adverb-en
"enginyosament"-adverb-ca "cleverly"-adverb-en
"cleverly"-adverb-en "enginyosament"-adverb-ca
"as a consequence"-adverb-en "en conseqüència"-adverb-ca
"en conseqüència"-adverb-ca "as a consequence"-adverb-en
"as a general rule"-adverb-en "per norma general"-adverb-ca
"per norma general"-adverb-ca "as a general rule"-adverb-en
"as a result"-adverb-en "com a resultat"-adverb-ca
"com a resultat"-adverb-ca "as a result"-adverb-en
"as a rule"-adverb-en "per regla general"-adverb-ca
"per regla general"-adverb-ca "as a rule"-adverb-en
"al més prompte possible"-adverb-ca "as soon as possible"-adverb-en
"as soon as possible"-adverb-en "al més prompte possible"-adverb-ca
"as follows"-adverb-en "de la manera següent"-adverb-ca
"de la manera següent"-adverb-ca "as follows"-adverb-en
"en línia recta"-adverb-ca "in a straight line"-adverb-en
"in a straight line"-adverb-en "en línia recta"-adverb-ca
"ashore"-adverb-en "en terra"-adverb-ca
"en terra"-adverb-ca "ashore"-adverb-en
"aside"-adverb-en "a banda"-adverb-ca
"a banda"-adverb-ca "aside"-adverb-en
"askance"-adverb-en "de gairell"-adverb-ca
"de gairell"-adverb-ca "askance"-adverb-en
"astride"-adverb-en ""cama ací, cama allà""-adverb-ca
""cama ací, cama allà""-adverb-ca "astride"-adverb-en
"at a distance"-adverb-en "a certa distància"-adverb-ca
"a certa distància"-adverb-ca "at a distance"-adverb-en
"at a glance"-adverb-en "a l'instant"-adverb-ca
"a l'instant"-adverb-ca "at a glance"-adverb-en
"at a price"-adverb-en "a un preu molt alt"-adverb-ca
"a un preu molt alt"-adverb-ca "at a price"-adverb-en
"at a snail's pace"-adverb-en "a pas de tortuga"-adverb-ca
"a pas de tortuga"-adverb-ca "at a snail's pace"-adverb-en
"a tot preu"-adverb-ca "at all costs"-adverb-en
"at all costs"-adverb-en "a tot preu"-adverb-ca
"at all costs"-adverb-en "costi el que costi"-adverb-ca
"at all costs"-adverb-en "coste el que coste"-adverb-ca
"costi el que costi"-adverb-ca "at all costs"-adverb-en
"costi el que costi"-adverb-ca "regardless"-adverb-en
"coste el que coste"-adverb-ca "at all costs"-adverb-en
"coste el que coste"-adverb-ca "regardless"-adverb-en
"regardless"-adverb-en "costi el que costi"-adverb-ca
"regardless"-adverb-en "coste el que coste"-adverb-ca
"regardless"-adverb-en "malgrat tot"-adverb-ca
"en qualsevol cas"-adverb-ca "in any case"-adverb-en
"in any case"-adverb-en "en qualsevol cas"-adverb-ca
"at all times"-adverb-en "en tot moment"-adverb-ca
"en tot moment"-adverb-ca "at all times"-adverb-en
"at bottom"-adverb-en "en el fons"-adverb-ca
"en el fons"-adverb-ca "at bottom"-adverb-en
"a boca de canó"-adverb-ca "point-blank"-adverb-en
"point-blank"-adverb-en "a boca de canó"-adverb-ca
"point-blank"-adverb-en "a crema-roba"-adverb-ca
"point-blank"-adverb-en "a frec de roba"-adverb-ca
"en desacord"-adverb-ca "at variance"-adverb-en
"at variance"-adverb-en "en desacord"-adverb-ca
"al peu de la lletra"-adverb-ca "to the letter"-adverb-en
"to the letter"-adverb-en "al peu de la lletra"-adverb-ca
"at first sight"-adverb-en "a ull nu"-adverb-ca
"a ull nu"-adverb-ca "at first sight"-adverb-en
"at first"-adverb-en "al principi"-adverb-ca
"al principi"-adverb-ca "at first"-adverb-en
"al principi"-adverb-ca "at the beginning"-adverb-en
"al principi"-adverb-ca "originally"-adverb-en
"at the beginning"-adverb-en "al principi"-adverb-ca
"at the beginning"-adverb-en "al començament"-adverb-ca
"originally"-adverb-en "al principi"-adverb-ca
"a tota marxa"-adverb-ca "at full speed"-adverb-en
"at full speed"-adverb-en "a tota marxa"-adverb-ca
"at full speed"-adverb-en "a tota velocitat"-adverb-ca
"a tota velocitat"-adverb-ca "at full speed"-adverb-en
"at gunpoint"-adverb-en "a punta de pistola"-adverb-ca
"a punta de pistola"-adverb-ca "at gunpoint"-adverb-en
"at half-mast"-adverb-en "a mitja vela"-adverb-ca
"a mitja vela"-adverb-ca "at half-mast"-adverb-en
"at intervals"-adverb-en "a intervals"-adverb-ca
"a intervals"-adverb-ca "at intervals"-adverb-en
"at most"-adverb-en "pel cap alt"-adverb-ca
"pel cap alt"-adverb-ca "at most"-adverb-en
"pel cap alt"-adverb-ca "at the outside"-adverb-en
"at the outside"-adverb-en "pel cap alt"-adverb-ca
"at one stroke"-adverb-en "d'una plomada"-adverb-ca
"at one stroke"-adverb-en "d'un cop de ploma"-adverb-ca
"d'una plomada"-adverb-ca "at one stroke"-adverb-en
"d'un cop de ploma"-adverb-ca "at one stroke"-adverb-en
"en pau"-adverb-ca "in peace"-adverb-en
"in peace"-adverb-en "en pau"-adverb-ca
"en joc"-adverb-ca "at stake"-adverb-en
"at stake"-adverb-en "en joc"-adverb-ca
"at present"-adverb-en "avui per avui"-adverb-ca
"avui per avui"-adverb-ca "at present"-adverb-en
"en perill"-adverb-ca "in danger"-adverb-en
"in danger"-adverb-en "en perill"-adverb-ca
"al començament"-adverb-ca "at the beginning"-adverb-en
"at the earliest opportunity"-adverb-en "a la primera oportunitat"-adverb-ca
"a la primera oportunitat"-adverb-ca "at the earliest opportunity"-adverb-en
"at the end"-adverb-en "al remat"-adverb-ca
"al remat"-adverb-ca "at the end"-adverb-en
"al fons de tot"-adverb-ca "deep down"-adverb-en
"deep down"-adverb-en "al fons de tot"-adverb-ca
"audaciously"-adverb-en "audaçment"-adverb-ca
"audaçment"-adverb-ca "audaciously"-adverb-en
"authentically"-adverb-en "castissament"-adverb-ca
"castissament"-adverb-ca "authentically"-adverb-en
"awkwardly"-adverb-en "de manera incòmoda"-adverb-ca
"de manera incòmoda"-adverb-ca "awkwardly"-adverb-en
"back in circulation"-adverb-en "de nou en circulació"-adverb-ca
"de nou en circulació"-adverb-ca "back in circulation"-adverb-en
"ben aviat"-adverb-ca "very soon"-adverb-en
"very soon"-adverb-en "ben aviat"-adverb-ca
"very soon"-adverb-en "molt aviat"-adverb-ca
"blasphemously"-adverb-en "blasfemament"-adverb-ca
"blasfemament"-adverb-ca "blasphemously"-adverb-en
"boisterously"-adverb-en "bulliciosament"-adverb-ca
"bulliciosament"-adverb-ca "boisterously"-adverb-en
"boldly"-adverb-en "valentment"-adverb-ca
"valentment"-adverb-ca "boldly"-adverb-en
"boringly"-adverb-en "avorridament"-adverb-ca
"avorridament"-adverb-ca "boringly"-adverb-en
"bravely"-adverb-en "animosament"-adverb-ca
"animosament"-adverb-ca "bravely"-adverb-en
"brillantment"-adverb-ca "brilliantly"-adverb-en
"brilliantly"-adverb-en "brillantment"-adverb-ca
"en poques paraules"-adverb-ca "in a nutshell"-adverb-en
"en poques paraules"-adverb-ca "in few words"-adverb-en
"in a nutshell"-adverb-en "en poques paraules"-adverb-ca
"in few words"-adverb-en "en poques paraules"-adverb-ca
"broadly"-adverb-en "en termes generals"-adverb-ca
"en termes generals"-adverb-ca "broadly"-adverb-en
"en termes generals"-adverb-ca "in general terms"-adverb-en
"en termes generals"-adverb-ca "loosely speaking"-adverb-en
"in general terms"-adverb-en "en termes generals"-adverb-ca
"loosely speaking"-adverb-en "en termes generals"-adverb-ca
"by a hair's breadth"-adverb-en "pels pèls"-adverb-ca
"pels pèls"-adverb-ca "by a hair's breadth"-adverb-en
"pels pèls"-adverb-ca "by a whisker"-adverb-en
"pels pèls"-adverb-ca "by the skin of her teeth"-adverb-en
"pels pèls"-adverb-ca "by the skin of his teeth"-adverb-en
"pels pèls"-adverb-ca "by the skin of its teeth"-adverb-en
"pels pèls"-adverb-ca "by the skin of my teeth"-adverb-en
"pels pèls"-adverb-ca "by the skin of one's teeth"-adverb-en
"pels pèls"-adverb-ca "by the skin of our teeth"-adverb-en
"pels pèls"-adverb-ca "by the skin of their teeth"-adverb-en
"pels pèls"-adverb-ca "by the skin of your teeth"-adverb-en
"by a whisker"-adverb-en "pels pèls"-adverb-ca
"by the skin of her teeth"-adverb-en "pels pèls"-adverb-ca
"by the skin of his teeth"-adverb-en "pels pèls"-adverb-ca
"by the skin of its teeth"-adverb-en "pels pèls"-adverb-ca
"by the skin of my teeth"-adverb-en "pels pèls"-adverb-ca
"by the skin of one's teeth"-adverb-en "pels pèls"-adverb-ca
"by the skin of our teeth"-adverb-en "pels pèls"-adverb-ca
"by the skin of their teeth"-adverb-en "pels pèls"-adverb-ca
"by the skin of your teeth"-adverb-en "pels pèls"-adverb-ca
"by a majority"-adverb-en "per majoria"-adverb-ca
"per majoria"-adverb-ca "by a majority"-adverb-en
"per sort"-adverb-ca "luckily"-adverb-en
"luckily"-adverb-en "per sort"-adverb-ca
"per un colp de sort"-adverb-ca "by a stroke of good luck"-adverb-en
"by a stroke of good luck"-adverb-en "per un colp de sort"-adverb-ca
"by a stroke of good luck"-adverb-en "per un cop de sort"-adverb-ca
"per un cop de sort"-adverb-ca "by a stroke of good luck"-adverb-en
"per avió"-adverb-ca "by plane"-adverb-en
"by plane"-adverb-en "per avió"-adverb-ca
"by analogy"-adverb-en "per analogia"-adverb-ca
"per analogia"-adverb-ca "by analogy"-adverb-en
"by an absolute majority"-adverb-en "per majoria absoluta"-adverb-ca
"per majoria absoluta"-adverb-ca "by an absolute majority"-adverb-en
"en comparació"-adverb-ca "in comparison"-adverb-en
"in comparison"-adverb-en "en comparació"-adverb-ca
"per contrast"-adverb-ca "in contrast"-adverb-en
"in contrast"-adverb-en "per contrast"-adverb-ca
"by definition"-adverb-en "per definició"-adverb-ca
"per definició"-adverb-ca "by definition"-adverb-en
"by fair means or foul"-adverb-en "per les bones o per les dolentes"-adverb-ca
"per les bones o per les dolentes"-adverb-ca "by fair means or foul"-adverb-en
"by fits and starts"-adverb-en "a la babalà"-adverb-ca
"a la babalà"-adverb-ca "by fits and starts"-adverb-en
"a la babalà"-adverb-ca "in a crazy way"-adverb-en
"in a crazy way"-adverb-en "a la babalà"-adverb-ca
"by forced marches"-adverb-en "a marxes forçades"-adverb-ca
"a marxes forçades"-adverb-ca "by forced marches"-adverb-en
"by force"-adverb-en "a la força"-adverb-ca
"a la força"-adverb-ca "by force"-adverb-en
"by judicial mandate"-adverb-en "per mandat judicial"-adverb-ca
"per mandat judicial"-adverb-ca "by judicial mandate"-adverb-en
"by piece"-adverb-en "per peça"-adverb-ca
"per peça"-adverb-ca "by piece"-adverb-en
"by popular request"-adverb-en "per petició popular"-adverb-ca
"per petició popular"-adverb-ca "by popular request"-adverb-en
"by return mail"-adverb-en "a correu seguit"-adverb-ca
"a correu seguit"-adverb-ca "by return mail"-adverb-en
"a correu seguit"-adverb-ca "by return of post"-adverb-en
"by return of post"-adverb-en "a correu seguit"-adverb-ca
"by the present"-adverb-en "amb aquest escrit"-adverb-ca
"by the present"-adverb-en "per la present"-adverb-ca
"amb aquest escrit"-adverb-ca "by the present"-adverb-en
"per la present"-adverb-ca "by the present"-adverb-en
"by the same token"-adverb-en "per la mateixa regla de tres"-adverb-ca
"per la mateixa regla de tres"-adverb-ca "by the same token"-adverb-en
"calmly"-adverb-en "amb calma"-adverb-ca
"amb calma"-adverb-ca "calmly"-adverb-en
"carefully"-adverb-en "amb compte"-adverb-ca
"carefully"-adverb-en "curosament"-adverb-ca
"amb compte"-adverb-ca "carefully"-adverb-en
"curosament"-adverb-ca "carefully"-adverb-en
"carelessly"-adverb-en "despreocupadament"-adverb-ca
"despreocupadament"-adverb-ca "carelessly"-adverb-en
"carnally"-adverb-en "carnalment"-adverb-ca
"carnalment"-adverb-ca "carnally"-adverb-en
"casually"-adverb-en "de manera informal"-adverb-ca
"de manera informal"-adverb-ca "casually"-adverb-en
"celestially"-adverb-en "celestialment"-adverb-ca
"celestialment"-adverb-ca "celestially"-adverb-en
"cellularly"-adverb-en "cel·lularment"-adverb-ca
"cel·lularment"-adverb-ca "cellularly"-adverb-en
"cheaply"-adverb-en "amb pocs diners"-adverb-ca
"cheaply"-adverb-en "baratament"-adverb-ca
"amb pocs diners"-adverb-ca "cheaply"-adverb-en
"baratament"-adverb-ca "cheaply"-adverb-en
"cheerfully"-adverb-en "trempadament"-adverb-ca
"trempadament"-adverb-ca "cheerfully"-adverb-en
"netament"-adverb-ca "transparently"-adverb-en
"transparently"-adverb-en "netament"-adverb-ca
"clockwise"-adverb-en "en el sentit de les agulles del rellotge"-adverb-ca
"en el sentit de les agulles del rellotge"-adverb-ca "clockwise"-adverb-en
"closely"-adverb-en "de prop"-adverb-ca
"de prop"-adverb-ca "closely"-adverb-en
"de costa a costa"-adverb-ca "from coast to coast"-adverb-en
"from coast to coast"-adverb-en "de costa a costa"-adverb-ca
"collectively"-adverb-en "en conjunt"-adverb-ca
"en conjunt"-adverb-ca "collectively"-adverb-en
"communally"-adverb-en "comunalment"-adverb-ca
"comunalment"-adverb-ca "communally"-adverb-en
"de manera similar"-adverb-ca "similarly"-adverb-en
"similarly"-adverb-en "de manera similar"-adverb-ca
"competently"-adverb-en "competentment"-adverb-ca
"competentment"-adverb-ca "competently"-adverb-en
"competitively"-adverb-en "competitivament"-adverb-ca
"competitivament"-adverb-ca "competitively"-adverb-en
"completely"-adverb-en "de cap a peus"-adverb-ca
"de cap a peus"-adverb-ca "completely"-adverb-en
"de cap a peus"-adverb-ca "from beginning to end"-adverb-en
"de cap a peus"-adverb-ca "head over heels"-adverb-en
"from beginning to end"-adverb-en "de cap a peus"-adverb-ca
"from beginning to end"-adverb-en "de cap a cap"-adverb-ca
"head over heels"-adverb-en "de cap a peus"-adverb-ca
"confidently"-adverb-en "confiadament"-adverb-ca
"confiadament"-adverb-ca "confidently"-adverb-en
"conscientiously"-adverb-en "amb diligència"-adverb-ca
"amb diligència"-adverb-ca "conscientiously"-adverb-en
"conveniently"-adverb-en "escaientment"-adverb-ca
"escaientment"-adverb-ca "conveniently"-adverb-en
"escaientment"-adverb-ca "opportunely"-adverb-en
"opportunely"-adverb-en "escaientment"-adverb-ca
"convincingly"-adverb-en "convincentment"-adverb-ca
"convincentment"-adverb-ca "convincingly"-adverb-en
"cooperatively"-adverb-en "de manera cooperativa"-adverb-ca
"de manera cooperativa"-adverb-ca "cooperatively"-adverb-en
"copulatively"-adverb-en "copulativament"-adverb-ca
"copulativament"-adverb-ca "copulatively"-adverb-en
"correlatively"-adverb-en "correlativament"-adverb-ca
"correlativament"-adverb-ca "correlatively"-adverb-en
"corruptly"-adverb-en "corruptament"-adverb-ca
"corruptament"-adverb-ca "corruptly"-adverb-en
"covertly"-adverb-en "d'amagat"-adverb-ca
"d'amagat"-adverb-ca "covertly"-adverb-en
"d'amagat"-adverb-ca "on the quiet"-adverb-en
"d'amagat"-adverb-ca "on the sly"-adverb-en
"on the quiet"-adverb-en "d'amagat"-adverb-ca
"on the quiet"-adverb-en "a la callada"-adverb-ca
"on the sly"-adverb-en "d'amagat"-adverb-ca
"on the sly"-adverb-en "d'amagatotis"-adverb-ca
"crazily"-adverb-en "destrellatadament"-adverb-ca
"crazily"-adverb-en "eixelebradament"-adverb-ca
"crazily"-adverb-en "esbojarradament"-adverb-ca
"destrellatadament"-adverb-ca "crazily"-adverb-en
"eixelebradament"-adverb-ca "crazily"-adverb-en
"esbojarradament"-adverb-ca "crazily"-adverb-en
"credulously"-adverb-en "crèdulament"-adverb-ca
"crèdulament"-adverb-ca "credulously"-adverb-en
"crescendo"-adverb-en "crescendo"-adverb-ca
"crescendo"-adverb-ca "crescendo"-adverb-en
"day and night"-adverb-en "dia i nit"-adverb-ca
"dia i nit"-adverb-ca "day and night"-adverb-en
"day in day out"-adverb-en "dia a dia"-adverb-ca
"dia a dia"-adverb-ca "day in day out"-adverb-en
"deceitfully"-adverb-en "amb falsedat"-adverb-ca
"amb falsedat"-adverb-ca "deceitfully"-adverb-en
"differently"-adverb-en "de forma diferent"-adverb-ca
"differently"-adverb-en "de manera diferent"-adverb-ca
"de forma diferent"-adverb-ca "differently"-adverb-en
"de manera diferent"-adverb-ca "differently"-adverb-en
"during the day"-adverb-en "durant el dia"-adverb-ca
"durant el dia"-adverb-ca "during the day"-adverb-en
"eagerly"-adverb-en "amb entusiasme"-adverb-ca
"amb entusiasme"-adverb-ca "eagerly"-adverb-en
"amb entusiasme"-adverb-ca "enthusiastically"-adverb-en
"amb entusiasme"-adverb-ca "keenly"-adverb-en
"amb entusiasme"-adverb-ca "wholeheartedly"-adverb-en
"enthusiastically"-adverb-en "amb entusiasme"-adverb-ca
"keenly"-adverb-en "amb entusiasme"-adverb-ca
"wholeheartedly"-adverb-en "amb entusiasme"-adverb-ca
"earlier"-adverb-en "més d'hora"-adverb-ca
"més d'hora"-adverb-ca "earlier"-adverb-en
"early"-adverb-en "dejorn"-adverb-ca
"early"-adverb-en "enjorn"-adverb-ca
"dejorn"-adverb-ca "early"-adverb-en
"enjorn"-adverb-ca "early"-adverb-en
"easily"-adverb-en "amb facilitat"-adverb-ca
"easily"-adverb-en "de manera senzilla"-adverb-ca
"amb facilitat"-adverb-ca "easily"-adverb-en
"de manera senzilla"-adverb-ca "easily"-adverb-en
"east"-adverb-en "a l'est"-adverb-ca
"a l'est"-adverb-ca "east"-adverb-en
"cap a l'est"-adverb-ca "eastwards"-adverb-en
"eastwards"-adverb-en "cap a l'est"-adverb-ca
"efficiently"-adverb-en "de forma eficient"-adverb-ca
"de forma eficient"-adverb-ca "efficiently"-adverb-en
"elsewhere"-adverb-en "en qualsevol altre lloc"-adverb-ca
"en qualsevol altre lloc"-adverb-ca "elsewhere"-adverb-en
"en bloc"-adverb-en "en bloc"-adverb-ca
"en bloc"-adverb-ca "en bloc"-adverb-en
"endless"-adverb-en "sense fi"-adverb-ca
"sense fi"-adverb-ca "endless"-adverb-en
"enough and to spare"-adverb-en "de sobres"-adverb-ca
"de sobres"-adverb-ca "enough and to spare"-adverb-en
"de sobres"-adverb-ca "more than enough"-adverb-en
"de sobres"-adverb-ca "to spare"-adverb-en
"more than enough"-adverb-en "de sobres"-adverb-ca
"to spare"-adverb-en "de sobres"-adverb-ca
"equally"-adverb-en "equitativament"-adverb-ca
"equitativament"-adverb-ca "equally"-adverb-en
"equitativament"-adverb-ca "equitably"-adverb-en
"equitativament"-adverb-ca "evenly"-adverb-en
"equitativament"-adverb-ca "fairly"-adverb-en
"equitably"-adverb-en "equitativament"-adverb-ca
"evenly"-adverb-en "equitativament"-adverb-ca
"fairly"-adverb-en "equitativament"-adverb-ca
"even less"-adverb-en "encara menys"-adverb-ca
"encara menys"-adverb-ca "even less"-adverb-en
"even more"-adverb-en "encara més"-adverb-ca
"encara més"-adverb-ca "even more"-adverb-en
"ever before"-adverb-en "mai abans"-adverb-ca
"mai abans"-adverb-ca "ever before"-adverb-en
"mai abans"-adverb-ca "never before"-adverb-en
"never before"-adverb-en "mai abans"-adverb-ca
"molt de tant en tant"-adverb-ca "once in a blue moon"-adverb-en
"once in a blue moon"-adverb-en "molt de tant en tant"-adverb-ca
"once in a blue moon"-adverb-en "de tard en tard"-adverb-ca
"every time"-adverb-en "cada colp"-adverb-ca
"cada colp"-adverb-ca "every time"-adverb-en
"ex cathedra"-adverb-en "ex cathedra"-adverb-ca
"ex cathedra"-adverb-ca "ex cathedra"-adverb-en
"excessively"-adverb-en "sense estar-se de res"-adverb-ca
"sense estar-se de res"-adverb-ca "excessively"-adverb-en
"expensively"-adverb-en "costosament"-adverb-ca
"costosament"-adverb-ca "expensively"-adverb-en
"face down"-adverb-en "de bocaterrosa"-adverb-ca
"face down"-adverb-en "de cap per avall"-adverb-ca
"de bocaterrosa"-adverb-ca "face down"-adverb-en
"de cap per avall"-adverb-ca "face down"-adverb-en
"dèbilment"-adverb-ca "weakly"-adverb-en
"weakly"-adverb-en "dèbilment"-adverb-ca
"weakly"-adverb-en "feblement"-adverb-ca
"en altre temps"-adverb-ca "in olden days"-adverb-en
"en altre temps"-adverb-ca "in olden times"-adverb-en
"in olden days"-adverb-en "en altre temps"-adverb-ca
"in olden times"-adverb-en "en altre temps"-adverb-ca
"finally"-adverb-en "a la fi"-adverb-ca
"a la fi"-adverb-ca "finally"-adverb-en
"first and foremost"-adverb-en "abans de tot"-adverb-ca
"abans de tot"-adverb-ca "first and foremost"-adverb-en
""first come, first served""-adverb-en "per ordre d'arribada"-adverb-ca
"per ordre d'arribada"-adverb-ca ""first come, first served""-adverb-en
"foolishly"-adverb-en "ximplement"-adverb-ca
"ximplement"-adverb-ca "foolishly"-adverb-en
"for example"-adverb-en "posem per cas"-adverb-ca
"posem per cas"-adverb-ca "for example"-adverb-en
"for God's sake"-adverb-en "per l'amor de Déu"-adverb-ca
"per l'amor de Déu"-adverb-ca "for God's sake"-adverb-en
"per l'amor de Déu"-adverb-ca "for the sake of God"-adverb-en
"for the sake of God"-adverb-en "per l'amor de Déu"-adverb-ca
"for life"-adverb-en "per a tota la vida"-adverb-ca
"per a tota la vida"-adverb-ca "for life"-adverb-en
"for many years"-adverb-en "des de fa molts anys"-adverb-ca
"for many years"-adverb-en "durant molts anys"-adverb-ca
"des de fa molts anys"-adverb-ca "for many years"-adverb-en
"durant molts anys"-adverb-ca "for many years"-adverb-en
"for medical reasons"-adverb-en "per raons de salut"-adverb-ca
"per raons de salut"-adverb-ca "for medical reasons"-adverb-en
"per part meua"-adverb-ca "on my part"-adverb-en
"on my part"-adverb-en "per part meua"-adverb-ca
"on my part"-adverb-en "per part meva"-adverb-ca
"on my part"-adverb-en "per la meua banda"-adverb-ca
"on my part"-adverb-en "per la meva banda"-adverb-ca
"per part meva"-adverb-ca "on my part"-adverb-en
"per res"-adverb-ca "for nothing"-adverb-en
"for nothing"-adverb-en "per res"-adverb-ca
"for once"-adverb-en "per una vegada"-adverb-ca
"per una vegada"-adverb-ca "for once"-adverb-en
"for one moment"-adverb-en "per un moment"-adverb-ca
"per un moment"-adverb-ca "for one moment"-adverb-en
"for one reason or another"-adverb-en "per naps o per cols"-adverb-ca
"for one reason or another"-adverb-en "per una raó o una altra"-adverb-ca
"per naps o per cols"-adverb-ca "for one reason or another"-adverb-en
"per una raó o una altra"-adverb-ca "for one reason or another"-adverb-en
"per part nostra"-adverb-ca "on our part"-adverb-en
"on our part"-adverb-en "per part nostra"-adverb-ca
"on our part"-adverb-en "per la nostra banda"-adverb-ca
"for reasons of principle"-adverb-en "per raons de principi"-adverb-ca
"per raons de principi"-adverb-ca "for reasons of principle"-adverb-en
"for some time now"-adverb-en "d'un temps a ara"-adverb-ca
"d'un temps a ara"-adverb-ca "for some time now"-adverb-en
"for the last time"-adverb-en "per darrera vegada"-adverb-ca
"for the last time"-adverb-en "per darrer cop"-adverb-ca
"per darrera vegada"-adverb-ca "for the last time"-adverb-en
"per darrer cop"-adverb-ca "for the last time"-adverb-en
"for this reason"-adverb-en "per aquesta raó"-adverb-ca
"for this reason"-adverb-en "per aquest motiu"-adverb-ca
"per aquesta raó"-adverb-ca "for this reason"-adverb-en
"per aquest motiu"-adverb-ca "for this reason"-adverb-en
"forcefully"-adverb-en "amb energia"-adverb-ca
"amb energia"-adverb-ca "forcefully"-adverb-en
"amb energia"-adverb-ca "with energy"-adverb-en
"with energy"-adverb-en "amb energia"-adverb-ca
"fortissimo"-adverb-en "fortissimo"-adverb-ca
"fortissimo"-adverb-ca "fortissimo"-adverb-en
"sense interferències"-adverb-ca "with no interferences"-adverb-en
"with no interferences"-adverb-en "sense interferències"-adverb-ca
"freely"-adverb-en "a lloure"-adverb-ca
"a lloure"-adverb-ca "freely"-adverb-en
"frequently"-adverb-en "amb freqüència"-adverb-ca
"amb freqüència"-adverb-ca "frequently"-adverb-en
"from above"-adverb-en "des de sobre"-adverb-ca
"des de sobre"-adverb-ca "from above"-adverb-en
"from bad to worse"-adverb-en "com més va pitjor"-adverb-ca
"com més va pitjor"-adverb-ca "from bad to worse"-adverb-en
"de cap a cap"-adverb-ca "from beginning to end"-adverb-en
"from below"-adverb-en "des de sota"-adverb-ca
"des de sota"-adverb-ca "from below"-adverb-en
"from everywhere"-adverb-en "d'arreu"-adverb-ca
"from everywhere"-adverb-en "de tot arreu"-adverb-ca
"d'arreu"-adverb-ca "from everywhere"-adverb-en
"de tot arreu"-adverb-ca "from everywhere"-adverb-en
"from the beginning"-adverb-en "des del principi"-adverb-ca
"des del principi"-adverb-ca "from the beginning"-adverb-en
"from time to time"-adverb-en "ara i adés"-adverb-ca
"ara i adés"-adverb-ca "from time to time"-adverb-en
"further back"-adverb-en "més arrere"-adverb-ca
