"qualsevol"-determiner-ca "ajna"-determiner-eo
"agre"-adjective-ca "acida"-adjective-eo
"acida"-adjective-eo "agre"-adjective-ca
"acida"-adjective-eo "àcid"-adjective-ca
"àcid"-adjective-ca "acida"-adjective-eo
"akra"-adjective-eo "agut"-adjective-ca
"agut"-adjective-ca "akra"-adjective-eo
"agut"-adjective-ca "akuta"-adjective-eo
"akuta"-adjective-eo "agut"-adjective-ca
"rugós"-adjective-ca "malglata"-adjective-eo
"malglata"-adjective-eo "rugós"-adjective-ca
"kolektiva"-adjective-eo "col·lectiu"-adjective-ca
"col·lectiu"-adjective-ca "kolektiva"-adjective-eo
"col·lectiu"-adjective-ca "opa"-adjective-eo
"opa"-adjective-eo "col·lectiu"-adjective-ca
"komunuma"-adjective-eo "comunitari"-adjective-ca
"comunitari"-adjective-ca "komunuma"-adjective-eo
"komuna"-adjective-eo "comú"-adjective-ca
"comú"-adjective-ca "komuna"-adjective-eo
"ofta"-adjective-eo "freqüent"-adjective-ca
"freqüent"-adjective-ca "ofta"-adjective-eo
"ordinara"-adjective-eo "ordinari"-adjective-ca
"ordinari"-adjective-ca "ordinara"-adjective-eo
"malĉefa"-adjective-eo "secundari"-adjective-ca
"secundari"-adjective-ca "malĉefa"-adjective-eo
"minora"-adjective-eo "menor"-adjective-ca
"menor"-adjective-ca "minora"-adjective-eo
"terrible"-adjective-ca "terura"-adjective-eo
"espantós"-adjective-ca "terura"-adjective-eo
"malbona"-adjective-eo "mal"-adjective-ca
"malbona"-adjective-eo "dolent"-adjective-ca
"mal"-adjective-ca "malbona"-adjective-eo
"dolent"-adjective-ca "malbona"-adjective-eo
"konkreta"-adjective-eo "concret"-adjective-ca
"concret"-adjective-ca "konkreta"-adjective-eo
"malcerta"-adjective-eo "dubtós"-adjective-ca
"dubtós"-adjective-ca "malcerta"-adjective-eo
"dubtós"-adjective-ca "dubinda"-adjective-eo
"dubinda"-adjective-eo "dubtós"-adjective-ca
"diskutebla"-adjective-eo "discutible"-adjective-ca
"discutible"-adjective-ca "diskutebla"-adjective-eo
"polemika"-adjective-eo "polèmic"-adjective-ca
"polèmic"-adjective-ca "polemika"-adjective-eo
"aktiva"-adjective-eo "actiu"-adjective-ca
"actiu"-adjective-ca "aktiva"-adjective-eo
"efika"-adjective-eo "eficaç"-adjective-ca
"eficaç"-adjective-ca "efika"-adjective-eo
"farebla"-adjective-eo "viable"-adjective-ca
"viable"-adjective-ca "farebla"-adjective-eo
"oportuna"-adjective-eo "oportú"-adjective-ca
"oportú"-adjective-ca "oportuna"-adjective-eo
"adequat"-adjective-ca "adekvata"-adjective-eo
"adequat"-adjective-ca "taŭga"-adjective-eo
"adekvata"-adjective-eo "adequat"-adjective-ca
"taŭga"-adjective-eo "adequat"-adjective-ca
"taŭga"-adjective-eo "apropiat"-adjective-ca
"apropiat"-adjective-ca "taŭga"-adjective-eo
"kongrua"-adjective-eo "compatible"-adjective-ca
"compatible"-adjective-ca "kongrua"-adjective-eo
"propra"-adjective-eo "propi"-adjective-ca
"propi"-adjective-ca "propra"-adjective-eo
"kompleta"-adjective-eo "complet"-adjective-ca
"complet"-adjective-ca "kompleta"-adjective-eo
"aklami"-verb-eo "aclamar"-verb-ca
"aclamar"-verb-ca "aklami"-verb-eo
"aserti"-verb-eo "afirmar"-verb-ca
"afirmar"-verb-ca "aserti"-verb-eo
"esperar"-verb-ca "atendi"-verb-eo
"atendi"-verb-eo "esperar"-verb-ca
"llarg"-adjective-ca "longa"-adjective-eo
"longa"-adjective-eo "llarg"-adjective-ca
"fortika"-adjective-eo "robust"-adjective-ca
"robust"-adjective-ca "fortika"-adjective-eo
"pla"-adjective-ca "ebena"-adjective-eo
"ebena"-adjective-eo "pla"-adjective-ca
"neperfekta"-adjective-eo "imperfecte"-adjective-ca
"imperfecte"-adjective-ca "neperfekta"-adjective-eo
"nul"-adjective-ca "nula"-adjective-eo
"nula"-adjective-eo "nul"-adjective-ca
"ĝusta"-adjective-eo "just"-adjective-ca
"just"-adjective-ca "ĝusta"-adjective-eo
"just"-adjective-ca "justa"-adjective-eo
"fluid"-adjective-ca "fluida"-adjective-eo
"fluida"-adjective-eo "fluid"-adjective-ca
"fàcil"-adjective-ca "facila"-adjective-eo
"facila"-adjective-eo "fàcil"-adjective-ca
"productiu"-adjective-ca "produktema"-adjective-eo
"produktema"-adjective-eo "productiu"-adjective-ca
"abunda"-adjective-eo "abundant"-adjective-ca
"abundant"-adjective-ca "abunda"-adjective-eo
"ampli"-adjective-ca "ampleksa"-adjective-eo
"ampleksa"-adjective-eo "ampli"-adjective-ca
"malavara"-adjective-eo "generós"-adjective-ca
"generós"-adjective-ca "malavara"-adjective-eo
"favorable"-adjective-ca "favora"-adjective-eo
"favora"-adjective-eo "favorable"-adjective-ca
"favora"-adjective-eo "propici"-adjective-ca
"propici"-adjective-ca "favora"-adjective-eo
"suau"-adjective-ca "milda"-adjective-eo
"milda"-adjective-eo "suau"-adjective-ca
"dolĉa"-adjective-eo "dolç"-adjective-ca
"dolç"-adjective-ca "dolĉa"-adjective-eo
"agrabla"-adjective-eo "agradable"-adjective-ca
"agradable"-adjective-ca "agrabla"-adjective-eo
"agradable"-adjective-ca "plaĉa"-adjective-eo
"plaĉa"-adjective-eo "agradable"-adjective-ca
"gracia"-adjective-eo "graciós"-adjective-ca
"graciós"-adjective-ca "gracia"-adjective-eo
"estrany"-adjective-ca "stranga"-adjective-eo
"stranga"-adjective-eo "estrany"-adjective-ca
"impulsiĝema"-adjective-eo "impulsiu"-adjective-ca
"impulsiu"-adjective-ca "impulsiĝema"-adjective-eo
"nerviós"-adjective-ca "nervoza"-adjective-eo
"nervoza"-adjective-eo "nerviós"-adjective-ca
"maltrankvila"-adjective-eo "inquiet"-adjective-ca
"inquiet"-adjective-ca "maltrankvila"-adjective-eo
"iriti"-verb-eo "irritar"-verb-ca
"irritar"-verb-ca "iriti"-verb-eo
"molestar"-verb-ca "ĝeni"-verb-eo
"ĝeni"-verb-eo "molestar"-verb-ca
"assaltar"-verb-ca "sturmi"-verb-eo
"sturmi"-verb-eo "assaltar"-verb-ca
"atingi"-verb-eo "assolir"-verb-ca
"assolir"-verb-ca "atingi"-verb-eo
"distribuir"-verb-ca "distribui"-verb-eo
"distribui"-verb-eo "distribuir"-verb-ca
"destini"-verb-eo "destinar"-verb-ca
"destinar"-verb-ca "destini"-verb-eo
"poenti"-verb-eo "puntuar"-verb-ca
"puntuar"-verb-ca "poenti"-verb-eo
"perjudicar"-verb-ca "noci"-verb-eo
"noci"-verb-eo "perjudicar"-verb-ca
"continuar"-verb-ca "daŭrigi"-verb-eo
"daŭrigi"-verb-eo "continuar"-verb-ca
"paroli"-verb-eo "parlar"-verb-ca
"parlar"-verb-ca "paroli"-verb-eo
"deixar"-verb-ca "lasi"-verb-eo
"lasi"-verb-eo "deixar"-verb-ca
"iniciar"-verb-ca "inici"-verb-eo
"inici"-verb-eo "iniciar"-verb-ca
"estudiar"-verb-ca "studi"-verb-eo
"studi"-verb-eo "estudiar"-verb-ca
"konsigni"-verb-eo "consignar"-verb-ca
"consignar"-verb-ca "konsigni"-verb-eo
"classificar"-verb-ca "klasifiki"-verb-eo
"klasifiki"-verb-eo "classificar"-verb-ca
"spuri"-verb-eo "rastrejar"-verb-ca
"rastrejar"-verb-ca "spuri"-verb-eo
"lokalizi"-verb-eo "localitzar"-verb-ca
"localitzar"-verb-ca "lokalizi"-verb-eo
"percepti"-verb-eo "percebre"-verb-ca
"percebre"-verb-ca "percepti"-verb-eo
"limitar"-verb-ca "limigi"-verb-eo
"limigi"-verb-eo "limitar"-verb-ca
"kalkuli"-verb-eo "calcular"-verb-ca
"calcular"-verb-ca "kalkuli"-verb-eo
"promoure"-verb-ca "promocii"-verb-eo
"promocii"-verb-eo "promoure"-verb-ca
"stimuli"-verb-eo "estimular"-verb-ca
"estimular"-verb-ca "stimuli"-verb-eo
"directe"-adjective-ca "rekta"-adjective-eo
"rekta"-adjective-eo "directe"-adjective-ca
"rekta"-adjective-eo "dret"-adjective-ca
"rekta"-adjective-eo "recte"-adjective-ca
"dret"-adjective-ca "rekta"-adjective-eo
"dret"-adjective-ca "dekstra"-adjective-eo
"recte"-adjective-ca "rekta"-adjective-eo
"dekstra"-adjective-eo "dret"-adjective-ca
"eldoni"-verb-eo "publicar"-verb-ca
"publicar"-verb-ca "eldoni"-verb-eo
"havi"-verb-eo "tenir"-verb-ca
"tenir"-verb-ca "havi"-verb-eo
"reflekti"-verb-eo "reflectir"-verb-ca
"reflectir"-verb-ca "reflekti"-verb-eo
"caure"-verb-ca "fali"-verb-eo
"fali"-verb-eo "caure"-verb-ca
"fugir"-verb-ca "fuĝi"-verb-eo
"fuĝi"-verb-eo "fugir"-verb-ca
"eskapi"-verb-eo "eludir"-verb-ca
"eskapi"-verb-eo "defugir"-verb-ca
"eludir"-verb-ca "eskapi"-verb-eo
"defugir"-verb-ca "eskapi"-verb-eo
"segrestar"-verb-ca "kidnapi"-verb-eo
"segrestar"-verb-ca "sekvestri"-verb-eo
"kidnapi"-verb-eo "segrestar"-verb-ca
"sekvestri"-verb-eo "segrestar"-verb-ca
"confiscar"-verb-ca "konfiski"-verb-eo
"konfiski"-verb-eo "confiscar"-verb-ca
"puŝi"-verb-eo "empènyer"-verb-ca
"puŝi"-verb-eo "espentar"-verb-ca
"empènyer"-verb-ca "puŝi"-verb-eo
"espentar"-verb-ca "puŝi"-verb-eo
"skui"-verb-eo "sacsejar"-verb-ca
"sacsejar"-verb-ca "skui"-verb-eo
"oscil·lar"-verb-ca "oscili"-verb-eo
"oscili"-verb-eo "oscil·lar"-verb-ca
"varii"-verb-eo "variar"-verb-ca
"variar"-verb-ca "varii"-verb-eo
"kulturi"-verb-eo "conrear"-verb-ca
"conrear"-verb-ca "kulturi"-verb-eo
"cultivar"-verb-ca "kultivi"-verb-eo
"kultivi"-verb-eo "cultivar"-verb-ca
"flegi"-verb-eo "cuidar"-verb-ca
"cuidar"-verb-ca "flegi"-verb-eo
"tendir"-verb-ca "tendenci"-verb-eo
"tendenci"-verb-eo "tendir"-verb-ca
"estrènyer"-verb-ca "stringi"-verb-eo
"stringi"-verb-eo "estrènyer"-verb-ca
"implicar"-verb-ca "implici"-verb-eo
"implici"-verb-eo "implicar"-verb-ca
"comprometre"-verb-ca "engaĝi"-verb-eo
"engaĝi"-verb-eo "comprometre"-verb-ca
"nomumi"-verb-eo "nomenar"-verb-ca
"nomenar"-verb-ca "nomumi"-verb-eo
"qualificar"-verb-ca "kvalifiki"-verb-eo
"kvalifiki"-verb-eo "qualificar"-verb-ca
"protekti"-verb-eo "protegir"-verb-ca
"protegir"-verb-ca "protekti"-verb-eo
"apelacii"-verb-eo "apel·lar"-verb-ca
"apel·lar"-verb-ca "apelacii"-verb-eo
"atractiu"-adjective-ca "alloga"-adjective-eo
"alloga"-adjective-eo "atractiu"-adjective-ca
"humana"-adjective-eo "humanitari"-adjective-ca
"humanitari"-adjective-ca "humana"-adjective-eo
"lerta"-adjective-eo "hàbil"-adjective-ca
"lerta"-adjective-eo "llest"-adjective-ca
"hàbil"-adjective-ca "lerta"-adjective-eo
"llest"-adjective-ca "lerta"-adjective-eo
"despertar"-verb-ca "veki"-verb-eo
"veki"-verb-eo "despertar"-verb-ca
"fidi"-verb-eo "confiar"-verb-ca
"confiar"-verb-ca "fidi"-verb-eo
"objectiu"-adjective-ca "objektiva"-adjective-eo
"objektiva"-adjective-eo "objectiu"-adjective-ca
"lleuger"-adjective-ca "malpeza"-adjective-eo
"malpeza"-adjective-eo "lleuger"-adjective-ca
"malpeza"-adjective-eo "lleu"-adjective-ca
"malgrava"-adjective-eo "lleu"-adjective-ca
"lleu"-adjective-ca "malpeza"-adjective-eo
"lleu"-adjective-ca "malgrava"-adjective-eo
"malgranda"-adjective-eo "xicotet"-adjective-ca
"malgranda"-adjective-eo "petit"-adjective-ca
"xicotet"-adjective-ca "malgranda"-adjective-eo
"petit"-adjective-ca "malgranda"-adjective-eo
"maldika"-adjective-eo "prim"-adjective-ca
"prim"-adjective-ca "maldika"-adjective-eo
"mallarĝa"-adjective-eo "estret"-adjective-ca
"estret"-adjective-ca "mallarĝa"-adjective-eo
"densa"-adjective-eo "espès"-adjective-ca
"espès"-adjective-ca "densa"-adjective-eo
"gruixut"-adjective-ca "dika"-adjective-eo
"dika"-adjective-eo "gruixut"-adjective-ca
"dika"-adjective-eo "gros"-adjective-ca
"gros"-adjective-ca "dika"-adjective-eo
"kompakta"-adjective-eo "compacte"-adjective-ca
"compacte"-adjective-ca "kompakta"-adjective-eo
"granda"-adjective-eo "gran"-adjective-ca
"gran"-adjective-ca "granda"-adjective-eo
"magnífic"-adjective-ca "superba"-adjective-eo
"superba"-adjective-eo "magnífic"-adjective-ca
"genial"-adjective-ca "genia"-adjective-eo
"genia"-adjective-eo "genial"-adjective-ca
"fantàstic"-adjective-ca "fantazia"-adjective-eo
"fantazia"-adjective-eo "fantàstic"-adjective-ca
"ferotge"-adjective-ca "feroca"-adjective-eo
"feroca"-adjective-eo "ferotge"-adjective-ca
"feroca"-adjective-eo "feroç"-adjective-ca
"feroç"-adjective-ca "feroca"-adjective-eo
"enketi"-verb-eo "enquestar"-verb-ca
"enketi"-verb-eo "investigar"-verb-ca
"enquestar"-verb-ca "enketi"-verb-eo
"investigar"-verb-ca "enketi"-verb-eo
"buscar"-verb-ca "serĉi"-verb-eo
"serĉi"-verb-eo "buscar"-verb-ca
"serĉi"-verb-eo "cercar"-verb-ca
"cercar"-verb-ca "serĉi"-verb-eo
"ambicionar"-verb-ca "ambicii"-verb-eo
"ambicii"-verb-eo "ambicionar"-verb-ca
"aprobi"-verb-eo "aprovar"-verb-ca
"aprovar"-verb-ca "aprobi"-verb-eo
"aspirar"-verb-ca "aspiri"-verb-eo
"aspiri"-verb-eo "aspirar"-verb-ca
"inhali"-verb-eo "inhalar"-verb-ca
"inhalar"-verb-ca "inhali"-verb-eo
"suggerir"-verb-ca "sugesti"-verb-eo
"sugesti"-verb-eo "suggerir"-verb-ca
"inspekti"-verb-eo "inspeccionar"-verb-ca
"inspeccionar"-verb-ca "inspekti"-verb-eo
"revizii"-verb-eo "revisar"-verb-ca
"revisar"-verb-ca "revizii"-verb-eo
"informar"-verb-ca "informi"-verb-eo
"informi"-verb-eo "informar"-verb-ca
"permesi"-verb-eo "permetre"-verb-ca
"permetre"-verb-ca "permesi"-verb-eo
"deprimi"-verb-eo "deprimir"-verb-ca
"deprimir"-verb-ca "deprimi"-verb-eo
"observar"-verb-ca "observi"-verb-eo
"observi"-verb-eo "observar"-verb-ca
"humit"-adjective-ca "humida"-adjective-eo
"humit"-adjective-ca "malseketa"-adjective-eo
"humida"-adjective-eo "humit"-adjective-ca
"malseketa"-adjective-eo "humit"-adjective-ca
"meti"-verb-eo "posar"-verb-ca
"posar"-verb-ca "meti"-verb-eo
"negligir"-verb-ca "neglekti"-verb-eo
"neglekti"-verb-eo "negligir"-verb-ca
"ignori"-verb-eo "ignorar"-verb-ca
"ignorar"-verb-ca "ignori"-verb-eo
"desafiar"-verb-ca "defii"-verb-eo
"defii"-verb-eo "desafiar"-verb-ca
"devigi"-verb-eo "obligar"-verb-ca
"obligar"-verb-ca "devigi"-verb-eo
"fari"-verb-eo "fer"-verb-ca
"fer"-verb-ca "fari"-verb-eo
"provocar"-verb-ca "provoki"-verb-eo
"provoki"-verb-eo "provocar"-verb-ca
"alfronti"-verb-eo "afrontar"-verb-ca
"afrontar"-verb-ca "alfronti"-verb-eo
"xocar"-verb-ca "kolizii"-verb-eo
"kolizii"-verb-eo "xocar"-verb-ca
"senhonta"-adjective-eo "desvergonyit"-adjective-ca
"desvergonyit"-adjective-ca "senhonta"-adjective-eo
"aŭdaca"-adjective-eo "audaç"-adjective-ca
"audaç"-adjective-ca "aŭdaca"-adjective-eo
"valent"-adjective-ca "kuraĝa"-adjective-eo
"kuraĝa"-adjective-eo "valent"-adjective-ca
"interrompi"-verb-eo "interrompre"-verb-ca
"interrompre"-verb-ca "interrompi"-verb-eo
"halti"-verb-eo "parar"-verb-ca
"parar"-verb-ca "halti"-verb-eo
"invadi"-verb-eo "envair"-verb-ca
"envair"-verb-ca "invadi"-verb-eo
"obert"-adjective-ca "malfermita"-adjective-eo
"malfermita"-adjective-eo "obert"-adjective-ca
"simpla"-adjective-eo "simple"-adjective-ca
"simpla"-adjective-eo "senzill"-adjective-ca
"simple"-adjective-ca "simpla"-adjective-eo
"senzill"-adjective-ca "simpla"-adjective-eo
"justa"-adjective-eo "just"-adjective-ca
"nura"-adjective-eo "mer"-adjective-ca
"mer"-adjective-ca "nura"-adjective-eo
"singarda"-adjective-eo "prudent"-adjective-ca
"prudent"-adjective-ca "singarda"-adjective-eo
"prudent"-adjective-ca "prudenta"-adjective-eo
"prudenta"-adjective-eo "prudent"-adjective-ca
"rapida"-adjective-eo "ràpid"-adjective-ca
"ràpid"-adjective-ca "rapida"-adjective-eo
"exigent"-adjective-ca "postulema"-adjective-eo
"postulema"-adjective-eo "exigent"-adjective-ca
"troa"-adjective-eo "excessiu"-adjective-ca
"excessiu"-adjective-ca "troa"-adjective-eo
"giganta"-adjective-eo "gegantí"-adjective-ca
"gegantí"-adjective-ca "giganta"-adjective-eo
"fikcia"-adjective-eo "fictici"-adjective-ca
"fictici"-adjective-ca "fikcia"-adjective-eo
"absoluta"-adjective-eo "absolut"-adjective-ca
"absolut"-adjective-ca "absoluta"-adjective-eo
"tuta"-adjective-eo "sencer"-adjective-ca
"sencer"-adjective-ca "tuta"-adjective-eo
"global"-adjective-ca "suma"-adjective-eo
"suma"-adjective-eo "global"-adjective-ca
"plena"-adjective-eo "ple"-adjective-ca
"ple"-adjective-ca "plena"-adjective-eo
"categòric"-adjective-ca "kategoria"-adjective-eo
"kategoria"-adjective-eo "categòric"-adjective-ca
"bagatela"-adjective-eo "insignificant"-adjective-ca
"insignificant"-adjective-ca "bagatela"-adjective-eo
"insignificant"-adjective-ca "sensignifa"-adjective-eo
"sensignifa"-adjective-eo "insignificant"-adjective-ca
"vulgara"-adjective-eo "vulgar"-adjective-ca
"vulgar"-adjective-ca "vulgara"-adjective-eo
"lasta"-adjective-eo "últim"-adjective-ca
"lasta"-adjective-eo "darrer"-adjective-ca
"últim"-adjective-ca "lasta"-adjective-eo
"darrer"-adjective-ca "lasta"-adjective-eo
"final"-adjective-ca "fina"-adjective-eo
"fina"-adjective-eo "final"-adjective-ca
"posta"-adjective-eo "posterior"-adjective-ca
"posterior"-adjective-ca "posta"-adjective-eo
"obligatori"-adjective-ca "deviga"-adjective-eo
"deviga"-adjective-eo "obligatori"-adjective-ca
"fort"-adjective-ca "forta"-adjective-eo
"forta"-adjective-eo "fort"-adjective-ca
"considerable"-adjective-ca "konsiderinda"-adjective-eo
"konsiderinda"-adjective-eo "considerable"-adjective-ca
"porti"-verb-eo "portar"-verb-ca
"porti"-verb-eo "dur"-verb-ca
"portar"-verb-ca "porti"-verb-eo
"dur"-verb-ca "porti"-verb-eo
"dur"-adjective-ca "malmola"-adjective-eo
"malmola"-adjective-eo "dur"-adjective-ca
"conduir"-verb-ca "stiri"-verb-eo
"stiri"-verb-eo "conduir"-verb-ca
"stiri"-verb-eo "pilotar"-verb-ca
"pilotar"-verb-ca "stiri"-verb-eo
"komenci"-verb-eo "començar"-verb-ca
"començar"-verb-ca "komenci"-verb-eo
"muntar"-verb-ca "munti"-verb-eo
"munti"-verb-eo "muntar"-verb-ca
"konekti"-verb-eo "connectar"-verb-ca
"connectar"-verb-ca "konekti"-verb-eo
"tancar"-verb-ca "fermi"-verb-eo
"fermi"-verb-eo "tancar"-verb-ca
"ŝalti"-verb-eo "encendre"-verb-ca
"encendre"-verb-ca "ŝalti"-verb-eo
"kompari"-verb-eo "comparar"-verb-ca
"comparar"-verb-ca "kompari"-verb-eo
"asocii"-verb-eo "associar"-verb-ca
"associar"-verb-ca "asocii"-verb-eo
"fiki"-verb-eo "fotre"-verb-ca
"fotre"-verb-ca "fiki"-verb-eo
"funkcii"-verb-eo "funcionar"-verb-ca
"funcionar"-verb-ca "funkcii"-verb-eo
"trepitjar"-verb-ca "treti"-verb-eo
"treti"-verb-eo "trepitjar"-verb-ca
"prezenti"-verb-eo "presentar"-verb-ca
"presentar"-verb-ca "prezenti"-verb-eo
"entrar"-verb-ca "eniri"-verb-eo
"eniri"-verb-eo "entrar"-verb-ca
"dilui"-verb-eo "diluir"-verb-ca
"diluir"-verb-ca "dilui"-verb-eo
"malcentralizi"-verb-eo "descentralitzar"-verb-ca
"descentralitzar"-verb-ca "malcentralizi"-verb-eo
"augmentar"-verb-ca "pliigi"-verb-eo
"pliigi"-verb-eo "augmentar"-verb-ca
"vastigi"-verb-eo "ampliar"-verb-ca
"ampliar"-verb-ca "vastigi"-verb-eo
"tornar"-verb-ca "reveni"-verb-eo
"reveni"-verb-eo "tornar"-verb-ca
"respondi"-verb-eo "respondre"-verb-ca
"respondre"-verb-ca "respondi"-verb-eo
"concordar"-verb-ca "akordi"-verb-eo
"akordi"-verb-eo "concordar"-verb-ca
"aflikti"-verb-eo "afligir"-verb-ca
"afligir"-verb-ca "aflikti"-verb-eo
"gajni"-verb-eo "guanyar"-verb-ca
"guanyar"-verb-ca "gajni"-verb-eo
"printi"-verb-eo "llistar"-verb-ca
"llistar"-verb-ca "printi"-verb-eo
"afranki"-verb-eo "franquejar"-verb-ca
"franquejar"-verb-ca "afranki"-verb-eo
"annexionar"-verb-ca "aneksi"-verb-eo
"aneksi"-verb-eo "annexionar"-verb-ca
"manipular"-verb-ca "manipuli"-verb-eo
"manipuli"-verb-eo "manipular"-verb-ca
"sendi"-verb-eo "enviar"-verb-ca
"enviar"-verb-ca "sendi"-verb-eo
"akapari"-verb-eo "acaparar"-verb-ca
"acaparar"-verb-ca "akapari"-verb-eo
"entrenar"-verb-ca "trejni"-verb-eo
"trejni"-verb-eo "entrenar"-verb-ca
"taksi"-verb-eo "avaluar"-verb-ca
"avaluar"-verb-ca "taksi"-verb-eo
"quadrat"-adjective-ca "kvadrata"-adjective-eo
"kvadrata"-adjective-eo "quadrat"-adjective-ca
"akiri"-verb-eo "obtenir"-verb-ca
"obtenir"-verb-ca "akiri"-verb-eo
"corrompre"-verb-ca "korupti"-verb-eo
"korupti"-verb-eo "corrompre"-verb-ca
"ekspliki"-verb-eo "explicar"-verb-ca
"explicar"-verb-ca "ekspliki"-verb-eo
"aktivigi"-verb-eo "activar"-verb-ca
"activar"-verb-ca "aktivigi"-verb-eo
"deduir"-verb-ca "dedukti"-verb-eo
"dedukti"-verb-eo "deduir"-verb-ca
"concebre"-verb-ca "koncepti"-verb-eo
"koncepti"-verb-eo "concebre"-verb-ca
"establi"-verb-eo "establir"-verb-ca
"establir"-verb-ca "establi"-verb-eo
"generi"-verb-eo "generar"-verb-ca
"generar"-verb-ca "generi"-verb-eo
"ferir"-verb-ca "vundi"-verb-eo
"vundi"-verb-eo "ferir"-verb-ca
"alliberar"-verb-ca "liberigi"-verb-eo
"liberigi"-verb-eo "alliberar"-verb-ca
"liberigi"-verb-eo "deslliurar"-verb-ca
"deslliurar"-verb-ca "liberigi"-verb-eo
"resultar"-verb-ca "rezulti"-verb-eo
"rezulti"-verb-eo "resultar"-verb-ca
"futur"-adjective-ca "estonta"-adjective-eo
"estonta"-adjective-eo "futur"-adjective-ca
"íntim"-adjective-ca "intima"-adjective-eo
"intima"-adjective-eo "íntim"-adjective-ca
"kaŝa"-adjective-eo "clandestí"-adjective-ca
"clandestí"-adjective-ca "kaŝa"-adjective-eo
"següent"-adjective-ca "sekva"-adjective-eo
"sekva"-adjective-eo "següent"-adjective-ca
"kohera"-adjective-eo "coherent"-adjective-ca
"coherent"-adjective-ca "kohera"-adjective-eo
"sinsekva"-adjective-eo "consecutiu"-adjective-ca
"consecutiu"-adjective-ca "sinsekva"-adjective-eo
"suplementa"-adjective-eo "suplementari"-adjective-ca
"suplementari"-adjective-ca "suplementa"-adjective-eo
"addicional"-adjective-ca "plia"-adjective-eo
"plia"-adjective-eo "addicional"-adjective-ca
"scivola"-adjective-eo "curiós"-adjective-ca
"curiós"-adjective-ca "scivola"-adjective-eo
"gaja"-adjective-eo "festiu"-adjective-ca
"gaja"-adjective-eo "alegre"-adjective-ca
"festiu"-adjective-ca "gaja"-adjective-eo
"alegre"-adjective-ca "gaja"-adjective-eo
"feliç"-adjective-ca "feliĉa"-adjective-eo
"feliĉa"-adjective-eo "feliç"-adjective-ca
"pesant"-adjective-ca "peza"-adjective-eo
"peza"-adjective-eo "pesant"-adjective-ca
"peza"-adjective-eo "feixuc"-adjective-ca
"peza"-adjective-eo "pesat"-adjective-ca
"feixuc"-adjective-ca "peza"-adjective-eo
"pesat"-adjective-ca "peza"-adjective-eo
"incòmode"-adjective-ca "malkomforta"-adjective-eo
"malkomforta"-adjective-eo "incòmode"-adjective-ca
"sincera"-adjective-eo "sincer"-adjective-ca
"sincer"-adjective-ca "sincera"-adjective-eo
"franc"-adjective-ca "franka"-adjective-eo
"franka"-adjective-eo "franc"-adjective-ca
"natural"-adjective-ca "natura"-adjective-eo
"natura"-adjective-eo "natural"-adjective-ca
"diskreta"-adjective-eo "discret"-adjective-ca
"discret"-adjective-ca "diskreta"-adjective-eo
"saĝa"-adjective-eo "savi"-adjective-ca
"savi"-adjective-ca "saĝa"-adjective-eo
"indolent"-adjective-ca "maldiligenta"-adjective-eo
"maldiligenta"-adjective-eo "indolent"-adjective-ca
"senhava"-adjective-eo "miserable"-adjective-ca
"miserable"-adjective-ca "senhava"-adjective-eo
"obstinat"-adjective-ca "obstina"-adjective-eo
"obstina"-adjective-eo "obstinat"-adjective-ca
"ferm"-adjective-ca "firma"-adjective-eo
"firma"-adjective-eo "ferm"-adjective-ca
"entusiasta"-adjective-ca "entuziasma"-adjective-eo
"entuziasma"-adjective-eo "entusiasta"-adjective-ca
"apassionat"-adjective-ca "pasia"-adjective-eo
"pasia"-adjective-eo "apassionat"-adjective-ca
"varma"-adjective-eo "càlid"-adjective-ca
"varma"-adjective-eo "calent"-adjective-ca
"càlid"-adjective-ca "varma"-adjective-eo
"calent"-adjective-ca "varma"-adjective-eo
"varmigi"-verb-eo "escalfar"-verb-ca
"escalfar"-verb-ca "varmigi"-verb-eo
"konstanta"-adjective-eo "constant"-adjective-ca
"constant"-adjective-ca "konstanta"-adjective-eo
"continu"-adjective-ca "kontinua"-adjective-eo
"kontinua"-adjective-eo "continu"-adjective-ca
"estable"-adjective-ca "starema"-adjective-eo
"estable"-adjective-ca "stabila"-adjective-eo
"starema"-adjective-eo "estable"-adjective-ca
"stabila"-adjective-eo "estable"-adjective-ca
"solida"-adjective-eo "sòlid"-adjective-ca
"sòlid"-adjective-ca "solida"-adjective-eo
"vera"-adjective-eo "vertader"-adjective-ca
"vera"-adjective-eo "veritable"-adjective-ca
"vertader"-adjective-ca "vera"-adjective-eo
"veritable"-adjective-ca "vera"-adjective-eo
"autèntic"-adjective-ca "aŭtentika"-adjective-eo
"aŭtentika"-adjective-eo "autèntic"-adjective-ca
"real"-adjective-ca "reala"-adjective-eo
"reala"-adjective-eo "real"-adjective-ca
"radical"-adjective-ca "radikala"-adjective-eo
"radikala"-adjective-eo "radical"-adjective-ca
"definitiva"-adjective-eo "definitiu"-adjective-ca
"definitiu"-adjective-ca "definitiva"-adjective-eo
"certigi"-verb-eo "assegurar"-verb-ca
"assegurar"-verb-ca "certigi"-verb-eo
"majestuós"-adjective-ca "majesta"-adjective-eo
"majesta"-adjective-eo "majestuós"-adjective-ca
"severa"-adjective-eo "sever"-adjective-ca
"sever"-adjective-ca "severa"-adjective-eo
"cruel"-adjective-ca "kruela"-adjective-eo
