"a algún lugar"-adverb-es "to somewhere"-adverb-en
"ceratina"-noun-es "ceratin"-noun-en
"cerebellum"-noun-en "cerebelo"-noun-es
"cerebelo"-noun-es "cerebellum"-noun-en
"locksmithery"-noun-en "cerrajería"-noun-es
"cerrajería"-noun-es "locksmithery"-noun-en
"cervical"-adjective-en "cervical"-adjective-es
"cervical"-adjective-es "cervical"-adjective-en
"caesura"-noun-en "cesura"-noun-es
"cesura"-noun-es "caesura"-noun-en
"ketone"-noun-en "cetona"-noun-es
"cetona"-noun-es "ketone"-noun-en
"precentor"-noun-en "chantre"-noun-es
"chantre"-noun-es "precentor"-noun-en
"charleston"-noun-en "charlestón"-noun-es
"charlestón"-noun-es "charleston"-noun-en
"cruller"-noun-en "churro"-noun-es
"churro"-noun-es "cruller"-noun-en
"cycloid"-noun-en "cicloide"-noun-es
"cicloide"-noun-es "cycloid"-noun-en
"cyclothymia"-noun-en "ciclotimia"-noun-es
"ciclotimia"-noun-es "cyclothymia"-noun-en
"zygote"-noun-en "cigoto"-noun-es
"cigoto"-noun-es "zygote"-noun-en
"ciliate"-noun-en "ciliado"-noun-es
"ciliado"-noun-es "ciliate"-noun-en
"ciliary"-adjective-en "ciliar"-adjective-es
"ciliar"-adjective-es "ciliary"-adjective-en
"cinnabar"-noun-en "cinabrio"-noun-es
"cinabrio"-noun-es "cinnabar"-noun-en
"kinesthesia"-noun-en "cinestesia"-noun-es
"cinestesia"-noun-es "kinesthesia"-noun-en
"circumcentre"-noun-en "circuncentro"-noun-es
"circuncentro"-noun-es "circumcentre"-noun-en
"cysteine"-noun-en "cisteína"-noun-es
"cisteína"-noun-es "cysteine"-noun-en
"cystoscopy"-noun-en "cistoscopia"-noun-es
"cistoscopia"-noun-es "cystoscopy"-noun-en
"cytoskeleton"-noun-en "citoesqueleto"-noun-es
"citoesqueleto"-noun-es "cytoskeleton"-noun-en
"cytosine"-noun-en "citosina"-noun-es
"citosina"-noun-es "cytosine"-noun-en
"cytosome"-noun-en "citosoma"-noun-es
"citosoma"-noun-es "cytosome"-noun-en
"cytostome"-noun-en "citostoma"-noun-es
"citostoma"-noun-es "cytostome"-noun-en
"cladism"-noun-en "cladismo"-noun-es
"cladismo"-noun-es "cladism"-noun-en
"cladogram"-noun-en "cladograma"-noun-es
"cladograma"-noun-es "cladogram"-noun-en
"sorter"-noun-en "clasificador"-noun-es
"clasificador"-noun-es "sorter"-noun-en
"clavicle"-noun-en "clavícula"-noun-es
"clavícula"-noun-es "clavicle"-noun-en
"climogram"-noun-en "climograma"-noun-es
"climograma"-noun-es "climogram"-noun-en
"clitoridectomy"-noun-en "clitoridectomía"-noun-es
"clitoridectomía"-noun-es "clitoridectomy"-noun-en
"chlorite"-noun-en "clorita"-noun-es
"clorita"-noun-es "chlorite"-noun-en
"chlorenchyma"-noun-en "clorénquima"-noun-es
"clorénquima"-noun-es "chlorenchyma"-noun-en
"coalescence"-noun-en "coalescencia"-noun-es
"coalescencia"-noun-es "coalescence"-noun-en
"coaxial"-adjective-en "coaxial"-adjective-es
"coaxial"-adjective-es "coaxial"-adjective-en
"pram"-noun-en "cochecito"-noun-es
"cochecito"-noun-es "pram"-noun-en
"cochlear"-adjective-en "coclear"-adjective-es
"coclear"-adjective-es "cochlear"-adjective-en
"coedition"-noun-en "coedición"-noun-es
"coedición"-noun-es "coedition"-noun-en
"comanagement"-noun-en "cogestión"-noun-es
"cogestión"-noun-es "comanagement"-noun-en
"hobble"-noun-en "cojera"-noun-es
"cojera"-noun-es "hobble"-noun-en
"collectivism"-noun-en "colectivismo"-noun-es
"colectivismo"-noun-es "collectivism"-noun-en
"collectivisation"-noun-en "colectivización"-noun-es
"colectivización"-noun-es "collectivisation"-noun-en
"colemanite"-noun-en "colemanita"-noun-es
"colemanita"-noun-es "colemanite"-noun-en
"coleopteron"-noun-en "coleóptero"-noun-es
"coleóptero"-noun-es "coleopteron"-noun-en
"colonizable"-adjective-en "colonizable"-adjective-es
"colonizable"-adjective-es "colonizable"-adjective-en
"rouge"-noun-en "colorete"-noun-es
"colorete"-noun-es "rouge"-noun-en
"colorimetry"-noun-en "colorimetría"-noun-es
"colorimetría"-noun-es "colorimetry"-noun-en
"colorimeter"-noun-en "colorímetro"-noun-es
"colorímetro"-noun-es "colorimeter"-noun-en
"collotype"-noun-en "colotipia"-noun-es
"colotipia"-noun-es "collotype"-noun-en
"columnar"-adjective-en "columnar"-adjective-es
"columnar"-adjective-es "columnar"-adjective-en
"colonnade"-noun-en "columnata"-noun-es
"columnata"-noun-es "colonnade"-noun-en
"colluvial"-adjective-en "coluvial"-adjective-es
"coluvial"-adjective-es "colluvial"-adjective-en
"collenchyma"-noun-en "colénquima"-noun-es
"colénquima"-noun-es "collenchyma"-noun-en
"combinable"-adjective-en "combinable"-adjective-es
"combinable"-adjective-es "combinable"-adjective-en
"commissure"-noun-en "comisura"-noun-es
"comisura"-noun-es "commissure"-noun-en
"joker"-noun-en "bromista"-noun-es
"bromista"-noun-es "joker"-noun-en
"bromista"-noun-es "teaser"-noun-en
"teaser"-noun-en "bromista"-noun-es
"compensator"-noun-en "compensador"-noun-es
"compensador"-noun-es "compensator"-noun-en
"complementation"-noun-en "complementación"-noun-es
"complementación"-noun-es "complementation"-noun-en
"concentrator"-noun-en "concentrador"-noun-es
"concentrador"-noun-es "concentrator"-noun-en
"conceptualist"-adjective-en "conceptualista"-adjective-es
"conceptualista"-adjective-es "conceptualist"-adjective-en
"concomitant"-adjective-en "concomitante"-adjective-es
"concomitante"-adjective-es "concomitant"-adjective-en
"chondrocite"-noun-en "condrocito"-noun-es
"condrocito"-noun-es "chondrocite"-noun-en
"behaviourism"-noun-en "conductismo"-noun-es
"conductismo"-noun-es "behaviourism"-noun-en
"configurator"-noun-en "configurador"-noun-es
"configurador"-noun-es "configurator"-noun-en
"conjugable"-adjective-en "conjugable"-adjective-es
"conjugable"-adjective-es "conjugable"-adjective-en
"conjunctival"-adjective-en "conjuntival"-adjective-es
"conjuntival"-adjective-es "conjunctival"-adjective-en
"consonantism"-noun-en "consonantismo"-noun-es
"consonantismo"-noun-es "consonantism"-noun-en
"constructivist"-adjective-en "constructivista"-adjective-es
"constructivista"-adjective-es "constructivist"-adjective-en
"expendable"-adjective-en "consumible"-adjective-es
"consumible"-adjective-es "expendable"-adjective-en
"contextual"-adjective-en "contextual"-adjective-es
"contextual"-adjective-es "contextual"-adjective-en
"counterexample"-noun-en "contraejemplo"-noun-es
"contraejemplo"-noun-es "counterexample"-noun-en
"countershaft"-noun-en "contramarcha"-noun-es
"contramarcha"-noun-es "countershaft"-noun-en
"contractile"-adjective-en "contráctil"-adjective-es
"contráctil"-adjective-es "contractile"-adjective-en
"conifer"-noun-en "conífera"-noun-es
"conífera"-noun-es "conifer"-noun-en
"copartnership"-noun-en "coparticipación"-noun-es
"coparticipación"-noun-es "copartnership"-noun-en
"copolymer"-noun-en "copolímero"-noun-es
"copolímero"-noun-es "copolymer"-noun-en
"coprecipitation"-noun-en "coprecipitación"-noun-es
"coprecipitación"-noun-es "coprecipitation"-noun-en
"coprophagy"-noun-en "coprofagia"-noun-es
"coprofagia"-noun-es "coprophagy"-noun-en
"corymb"-noun-en "corimbo"-noun-es
"corimbo"-noun-es "corymb"-noun-en
"chorion"-noun-en "corion"-noun-es
"corion"-noun-es "chorion"-noun-en
"corm"-noun-en "cormo"-noun-es
"cormo"-noun-es "corm"-noun-en
"cornelian"-noun-en "cornalina"-noun-es
"cornalina"-noun-es "cornelian"-noun-en
"chorology"-noun-en "corología"-noun-es
"corología"-noun-es "chorology"-noun-en
"corpuscular"-adjective-en "corpuscular"-adjective-es
"corpuscular"-adjective-es "corpuscular"-adjective-en
"correctable"-adjective-en "corregible"-adjective-es
"corregible"-adjective-es "correctable"-adjective-en
"reification"-noun-en "cosificación"-noun-es
"reification"-noun-en "reificación"-noun-es
"cosificación"-noun-es "reification"-noun-en
"reificación"-noun-es "reification"-noun-en
"cosmovision"-noun-en "cosmovisión"-noun-es
"cosmovisión"-noun-es "cosmovision"-noun-en
"covariant"-adjective-en "covariante"-adjective-es
"covariante"-adjective-es "covariant"-adjective-en
"coxa"-noun-en "coxal"-noun-es
"coxal"-noun-es "coxa"-noun-en
"cricoid"-noun-en "cricoides"-noun-es
"cricoides"-noun-es "cricoid"-noun-en
"cryptorchidism"-noun-en "criptorquidia"-noun-es
"criptorquidia"-noun-es "cryptorchidism"-noun-en
"cryptophyte"-noun-en "criptófito"-noun-es
"criptófito"-noun-es "cryptophyte"-noun-en
"chrysolite"-noun-en "crisolita"-noun-es
"crisolita"-noun-es "chrysolite"-noun-en
"glassware"-noun-en "cristalería"-noun-es
"cristalería"-noun-es "glassware"-noun-en
"crystallography"-noun-en "cristalografía"-noun-es
"cristalografía"-noun-es "crystallography"-noun-en
"chromatin"-noun-en "cromatina"-noun-es
"cromatina"-noun-es "chromatin"-noun-en
"chromatism"-noun-en "cromatismo"-noun-es
"cromatismo"-noun-es "chromatism"-noun-en
"chromatography"-noun-en "cromatografía"-noun-es
"cromatografía"-noun-es "chromatography"-noun-en
"chromatogram"-noun-en "cromatograma"-noun-es
"cromatograma"-noun-es "chromatogram"-noun-en
"chromatograph"-noun-en "cromatógrafo"-noun-es
"cromatógrafo"-noun-es "chromatograph"-noun-en
"chromite"-noun-en "cromita"-noun-es
"cromita"-noun-es "chromite"-noun-en
"archimedean"-adjective-en "arquimediano"-adjective-es
"arquimediano"-adjective-es "archimedean"-adjective-en
"chromatid"-noun-en "cromátida"-noun-es
"cromátida"-noun-es "chromatid"-noun-en
"chronograph"-noun-en "cronógrafo"-noun-es
"cronógrafo"-noun-es "chronograph"-noun-en
"crucifer"-noun-en "crucífera"-noun-es
"crucífera"-noun-es "crucifer"-noun-en
"quantifier"-noun-en "cuantificador"-noun-es
"cuantificador"-noun-es "quantifier"-noun-en
"quartzite"-noun-en "cuarcita"-noun-es
"cuarcita"-noun-es "quartzite"-noun-en
"cubital"-adjective-en "cubital"-adjective-es
"cubital"-adjective-es "cubital"-adjective-en
"bedspread"-noun-en "cubrecama"-noun-es
"cubrecama"-noun-es "bedspread"-noun-en
"culet"-noun-en "culito"-noun-es
"culito"-noun-es "culet"-noun-en
"cupid"-noun-en "cupido"-noun-es
"cupido"-noun-es "cupid"-noun-en
"cuprite"-noun-en "cuprita"-noun-es
"cuprita"-noun-es "cuprite"-noun-en
"cutine"-noun-en "cutina"-noun-es
"cutina"-noun-es "cutine"-noun-en
"quadruple"-noun-en "cuádruplo"-noun-es
"cuádruplo"-noun-es "quadruple"-noun-en
"capsid"-noun-en "cápsida"-noun-es
"cápsida"-noun-es "capsid"-noun-en
"cochlea"-noun-en "cóclea"-noun-es
"cóclea"-noun-es "cochlea"-noun-en
"colchicum"-noun-en "cólquico"-noun-es
"cólquico"-noun-es "colchicum"-noun-en
"condyle"-noun-en "cóndilo"-noun-es
"cóndilo"-noun-es "condyle"-noun-en
"dacite"-noun-en "dacita"-noun-es
"dacita"-noun-es "dacite"-noun-en
"datagram"-noun-en "datagrama"-noun-es
"datagrama"-noun-es "datagram"-noun-en
"deanship"-noun-en "decanato"-noun-es
"decanato"-noun-es "deanship"-noun-en
"decanter"-noun-en "decantador"-noun-es
"decantador"-noun-es "decanter"-noun-en
"decasyllable"-noun-en "decasílabo"-noun-es
"decasílabo"-noun-es "decasyllable"-noun-en
"decidua"-noun-en "decidua"-noun-es
"decidua"-noun-es "decidua"-noun-en
"decury"-noun-en "decuria"-noun-es
"decuria"-noun-es "decury"-noun-en
"foxglove"-noun-en "dedalera"-noun-es
"dedalera"-noun-es "foxglove"-noun-en
"definable"-adjective-en "definible"-adjective-es
"definible"-adjective-es "definable"-adjective-en
"deflector"-noun-en "deflector"-noun-es
"deflector"-noun-es "deflector"-noun-en
"defoliation"-noun-en "defoliación"-noun-es
"defoliación"-noun-es "defoliation"-noun-en
"defoliant"-noun-en "defoliante"-noun-es
"defoliante"-noun-es "defoliant"-noun-en
"defraudation"-noun-en "defraudación"-noun-es
"defraudación"-noun-es "defraudation"-noun-en
"draftsmanship"-noun-en "delineación"-noun-es
"delineación"-noun-es "draftsmanship"-noun-en
"deltoid"-noun-en "deltoideo"-noun-es
"deltoideo"-noun-es "deltoid"-noun-en
"dendrology"-noun-en "dendrología"-noun-es
"dendrología"-noun-es "dendrology"-noun-en
"denotation"-noun-en "denotación"-noun-es
"denotación"-noun-es "denotation"-noun-en
"dentalisation"-noun-en "dentalización"-noun-es
"dentalización"-noun-es "dentalisation"-noun-en
"dentine"-noun-en "dentina"-noun-es
"dentina"-noun-es "dentine"-noun-en
"denticle"-noun-en "dentículo"-noun-es
"dentículo"-noun-es "denticle"-noun-en
"denudation"-noun-en "denudación"-noun-es
"denudación"-noun-es "denudation"-noun-en
"deontology"-noun-en "deontología"-noun-es
"deontología"-noun-es "deontology"-noun-en
"depravation"-noun-en "depravación"-noun-es
"depravación"-noun-es "depravation"-noun-en
"depressant"-noun-en "depresor"-noun-es
"depresor"-noun-es "depressant"-noun-en
"derivable"-adjective-en "derivable"-adjective-es
"derivable"-adjective-es "derivable"-adjective-en
"oil spill"-noun-en "derrame de petróleo"-noun-es
"derrame de petróleo"-noun-es "oil spill"-noun-en
"crude oil spill"-noun-en "derrame de petróleo crudo"-noun-es
"derrame de petróleo crudo"-noun-es "crude oil spill"-noun-en
"decoupling"-noun-en "desacoplamiento"-noun-es
"desacoplamiento"-noun-es "decoupling"-noun-en
"misalignment"-noun-en "desalineación"-noun-es
"desalineación"-noun-es "misalignment"-noun-en
"decalcification"-noun-en "descalcificación"-noun-es
"descalcificación"-noun-es "decalcification"-noun-en
"desquamation"-noun-en "descamación"-noun-es
"descamación"-noun-es "desquamation"-noun-en
"decipherment"-noun-en "desciframiento"-noun-es
"desciframiento"-noun-es "decipherment"-noun-en
"describable"-adjective-en "descriptible"-adjective-es
"descriptible"-adjective-es "describable"-adjective-en
"descriptor"-noun-en "descriptor"-noun-es
"descriptor"-noun-es "descriptor"-noun-en
"desiccation"-noun-en "desecación"-noun-es
"desecación"-noun-es "desiccation"-noun-en
"desiccant"-noun-en "desecante"-noun-es
"desecante"-noun-es "desiccant"-noun-en
"disinheritance"-noun-en "desheredación"-noun-es
"disinheritance"-noun-en "desheredamiento"-noun-es
"desheredación"-noun-es "disinheritance"-noun-en
"desheredamiento"-noun-es "disinheritance"-noun-en
"dehydrogenation"-noun-en "deshidrogenación"-noun-es
"deshidrogenación"-noun-es "dehydrogenation"-noun-en
"desinence"-noun-en "desinencia"-noun-es
"desinencia"-noun-es "desinence"-noun-en
"desinvestment"-noun-en "desinversión"-noun-es
"desinversión"-noun-es "desinvestment"-noun-en
"deionisation"-noun-en "desionización"-noun-es
"desionización"-noun-es "deionisation"-noun-en
"demineralisation"-noun-en "desmineralización"-noun-es
"desmineralización"-noun-es "demineralisation"-noun-en
"demodulation"-noun-en "desmodulación"-noun-es
"desmodulación"-noun-es "demodulation"-noun-en
"demoralisation"-noun-en "desmoralización"-noun-es
"desmoralización"-noun-es "demoralisation"-noun-en
"denitrification"-noun-en "desnitrificación"-noun-es
"desnitrificación"-noun-es "denitrification"-noun-en
"desorption"-noun-en "desorción"-noun-es
"desorción"-noun-es "desorption"-noun-en
"depalatalisation"-noun-en "despalatalización"-noun-es
"despalatalización"-noun-es "depalatalisation"-noun-en
"depolymerisation"-noun-en "despolimerización"-noun-es
"despolimerización"-noun-es "depolymerisation"-noun-en
"desulphurisation"-noun-en "desulfuración"-noun-es
"desulfuración"-noun-es "desulphurisation"-noun-en
"deviationism"-noun-en "desviacionismo"-noun-es
"desviacionismo"-noun-es "deviationism"-noun-en
"determinable"-adjective-en "determinable"-adjective-es
"determinable"-adjective-es "determinable"-adjective-en
"deuterium"-noun-en "deuterio"-noun-es
"deuterio"-noun-es "deuterium"-noun-en
"dextrose"-noun-en "dextrosa"-noun-es
"dextrosa"-noun-es "dextrose"-noun-en
"diachrony"-noun-en "diacronía"-noun-es
"diacronía"-noun-es "diachrony"-noun-en
"dialectalism"-noun-en "dialectalismo"-noun-es
"dialectalismo"-noun-es "dialectalism"-noun-en
"dialectology"-noun-en "dialectología"-noun-es
"dialectología"-noun-es "dialectology"-noun-en
"diamagnetism"-noun-en "diamagnetismo"-noun-es
"diamagnetismo"-noun-es "diamagnetism"-noun-en
"diametral"-adjective-en "diametral"-adjective-es
"diametral"-adjective-es "diametral"-adjective-en
"diastema"-noun-en "diastema"-noun-es
"diastema"-noun-es "diastema"-noun-en
"dicotyledon"-noun-en "dicotiledonia"-noun-es
"dicotiledonia"-noun-es "dicotyledon"-noun-en
"dichromat"-noun-en "dicromato"-noun-es
"dicromato"-noun-es "dichromat"-noun-en
"diencephalon"-noun-en "diencéfalo"-noun-es
"diencéfalo"-noun-es "diencephalon"-noun-en
"differentiable"-adjective-en "diferenciable"-adjective-es
"diferenciable"-adjective-es "differentiable"-adjective-en
"diphosphate"-noun-en "difosfato"-noun-es
"difosfato"-noun-es "diphosphate"-noun-en
"diffusionism"-noun-en "difusionismo"-noun-es
"difusionismo"-noun-es "diffusionism"-noun-en
"digester"-noun-en "digestor"-noun-es
"digestor"-noun-es "digester"-noun-en
"digitigrade"-noun-en "digitígrado"-noun-es
"digitígrado"-noun-es "digitigrade"-noun-en
"diluent"-noun-en "diluyente"-noun-es
"diluyente"-noun-es "diluent"-noun-en
"dimensioning"-noun-en "dimensionamiento"-noun-es
"dimensionamiento"-noun-es "dimensioning"-noun-en
"dimethylformamide"-noun-en "dimetilformamida"-noun-es
"dimetilformamida"-noun-es "dimethylformamide"-noun-en
"dynast"-noun-en "dinasta"-noun-es
"dinasta"-noun-es "dynast"-noun-en
"diorama"-noun-en "diorama"-noun-es
"diorama"-noun-es "diorama"-noun-en
"diorite"-noun-en "diorita"-noun-es
"diorita"-noun-es "diorite"-noun-en
"dioxin"-noun-en "dioxina"-noun-es
"dioxina"-noun-es "dioxin"-noun-en
"diplococcus"-noun-en "diplococo"-noun-es
"diplococo"-noun-es "diplococcus"-noun-en
"diploid"-adjective-en "diploide"-adjective-es
"diploide"-adjective-es "diploid"-adjective-en
"dipole"-noun-en "dipolo"-noun-es
"dipolo"-noun-es "dipole"-noun-en
"diphthongisation"-noun-en "diptongación"-noun-es
"diptongación"-noun-es "diphthongisation"-noun-en
"addressable"-adjective-en "direccionable"-adjective-es
"direccionable"-adjective-es "addressable"-adjective-en
"dissaccharide"-noun-en "disacárido"-noun-es
"disacárido"-noun-es "dissaccharide"-noun-en
"disharmony"-noun-en "disarmonía"-noun-es
"disarmonía"-noun-es "disharmony"-noun-en
"unconformity"-noun-en "discordancia"-noun-es
"discordancia"-noun-es "unconformity"-noun-en
"dissimilation"-noun-en "disimilación"-noun-es
"disimilación"-noun-es "dissimilation"-noun-en
"dysmenorrhea"-noun-en "dismenorrea"-noun-es
"dismenorrea"-noun-es "dysmenorrhea"-noun-en
"dissonance"-noun-en "disonancia"-noun-es
"disonancia"-noun-es "dissonance"-noun-en
"dissonant"-adjective-en "disonante"-adjective-es
"disonante"-adjective-es "dissonant"-adjective-en
"dysplasia"-noun-en "displasia"-noun-es
"displasia"-noun-es "dysplasia"-noun-en
"disquisition"-noun-en "disquisición"-noun-es
"disquisición"-noun-es "disquisition"-noun-en
"diverticulum"-noun-en "divertículo"-noun-es
"divertículo"-noun-es "diverticulum"-noun-en
"docudrama"-noun-en "docudrama"-noun-es
"docudrama"-noun-es "docudrama"-noun-en
"dodecahedron"-noun-en "dodecaedro"-noun-es
"dodecaedro"-noun-es "dodecahedron"-noun-en
"doline"-noun-en "dolina"-noun-es
"dolina"-noun-es "doline"-noun-en
"donut"-noun-es "donut"-noun-en
"donut"-noun-en "donut"-noun-es
"donut"-noun-en "dónut"-noun-es
"dopamine"-noun-en "dopamina"-noun-es
"dopamina"-noun-es "dopamine"-noun-en
"dosimetry"-noun-en "dosímetro"-noun-es
"dosímetro"-noun-es "dosimetry"-noun-en
"drupe"-noun-en "drupa"-noun-es
"drupa"-noun-es "drupe"-noun-en
"duodecimal"-adjective-en "duodecimal"-adjective-es
"duodecimal"-adjective-es "duodecimal"-adjective-en
"duodenal"-adjective-en "duodenal"-adjective-es
"duodenal"-adjective-es "duodenal"-adjective-en
"durometer"-noun-en "durómetro"-noun-es
"durómetro"-noun-es "durometer"-noun-en
"digraph"-noun-en "dígrafo"-noun-es
"dígrafo"-noun-es "digraph"-noun-en
"dimer"-noun-en "dímero"-noun-es
"dímero"-noun-es "dimer"-noun-en
"dipteron"-noun-en "díptero"-noun-es
"díptero"-noun-es "dipteron"-noun-en
"cabinetmaking"-noun-en "ebanistería"-noun-es
"ebanistería"-noun-es "cabinetmaking"-noun-en
"ectoderm"-noun-en "ectoderma"-noun-es
"ectoderma"-noun-es "ectoderm"-noun-en
"ectoplasm"-noun-en "ectoplasma"-noun-es
"ectoplasma"-noun-es "ectoplasm"-noun-en
"equaliser"-noun-en "ecualizador"-noun-es
"ecualizador"-noun-es "equaliser"-noun-en
"edaphology"-noun-en "edafología"-noun-es
"edafología"-noun-es "edaphology"-noun-en
"editable"-adjective-en "editable"-adjective-es
"editable"-adjective-es "editable"-adjective-en
"effector"-noun-en "efector"-noun-es
"efector"-noun-es "effector"-noun-en
"efflorescence"-noun-en "eflorescencia"-noun-es
"eflorescencia"-noun-es "efflorescence"-noun-en
"effluent"-noun-en "efluente"-noun-es
"efluente"-noun-es "effluent"-noun-en
"elastance"-noun-en "elastancia"-noun-es
"elastancia"-noun-es "elastance"-noun-en
"elastin"-noun-en "elastina"-noun-es
"elastina"-noun-es "elastin"-noun-en
"elastomer"-noun-en "elastómero"-noun-es
"elastómero"-noun-es "elastomer"-noun-en
"electroencephalography"-noun-en "electroencefalografía"-noun-es
"electroencefalografía"-noun-es "electroencephalography"-noun-en
"electroerosion"-noun-en "electroerosión"-noun-es
"electroerosión"-noun-es "electroerosion"-noun-en
"electroluminescence"-noun-en "electroluminiscencia"-noun-es
"electroluminiscencia"-noun-es "electroluminescence"-noun-en
"emmental"-noun-en "emmental"-noun-es
"emmental"-noun-es "emmental"-noun-en
"empyema"-noun-en "empiema"-noun-es
"empiema"-noun-es "empyema"-noun-en
"empiricist"-adjective-en "empirista"-adjective-es
"empirista"-adjective-es "empiricist"-adjective-en
"formwork"-noun-en "encofrado"-noun-es
"encofrado"-noun-es "formwork"-noun-en
"endemism"-noun-en "endemismo"-noun-es
"endemismo"-noun-es "endemism"-noun-en
"endive"-noun-en "endivia"-noun-es
"endivia"-noun-es "endive"-noun-en
"endocrinology"-noun-en "endocrinología"-noun-es
"endocrinología"-noun-es "endocrinology"-noun-en
"endoderm"-noun-en "endoderma"-noun-es
"endoderma"-noun-es "endoderm"-noun-en
"endomorphism"-noun-en "endomorfismo"-noun-es
"endomorfismo"-noun-es "endomorphism"-noun-en
"endosperm"-noun-en "endosperma"-noun-es
"endosperma"-noun-es "endosperm"-noun-en
"endothelium"-noun-en "endotelio"-noun-es
"endotelio"-noun-es "endothelium"-noun-en
"endotoxin"-noun-en "endotoxina"-noun-es
"endotoxina"-noun-es "endotoxin"-noun-en
"masking"-noun-en "enmascaramiento"-noun-es
"enmascaramiento"-noun-es "masking"-noun-en
"blackening"-noun-en "ennegrecimiento"-noun-es
"ennegrecimiento"-noun-es "blackening"-noun-en
"oenology"-noun-en "enología"-noun-es
"enología"-noun-es "oenology"-noun-en
"decking"-noun-en "entablado"-noun-es
"entablado"-noun-es "decking"-noun-en
"enthalpy"-noun-en "entalpía"-noun-es
"entalpía"-noun-es "enthalpy"-noun-en
"entelechy"-noun-en "entelequia"-noun-es
"entelequia"-noun-es "entelechy"-noun-en
"enterocyte"-noun-en "enterocito"-noun-es
"enterocito"-noun-es "enterocyte"-noun-en
"crosslinking"-noun-en "entrecruzamiento"-noun-es
"entrecruzamiento"-noun-es "crosslinking"-noun-en
"enumerable"-adjective-en "enumerable"-adjective-es
"enumerable"-adjective-es "enumerable"-adjective-en
"joisting"-noun-en "envigado"-noun-es
"envigado"-noun-es "joisting"-noun-en
"eosinophilia"-noun-en "eosinofilia"-noun-es
"eosinofilia"-noun-es "eosinophilia"-noun-en
"eosinophile"-noun-en "eosinófilo"-noun-es
"eosinófilo"-noun-es "eosinophile"-noun-en
"epicarp"-noun-en "epicarpio"-noun-es
"epicarpio"-noun-es "epicarp"-noun-en
"epicycloidal"-adjective-en "epicicloidal"-adjective-es
"epicicloidal"-adjective-es "epicycloidal"-adjective-en
"epicycloid"-noun-en "epicicloide"-noun-es
"epicicloide"-noun-es "epicycloid"-noun-en
"epigraphy"-noun-en "epigrafía"-noun-es
"epigrafía"-noun-es "epigraphy"-noun-en
"epimorphism"-noun-en "epimorfismo"-noun-es
"epimorfismo"-noun-es "epimorphism"-noun-en
"epinephrine"-noun-en "epinefrina"-noun-es
"epinefrina"-noun-es "epinephrine"-noun-en
"epithalamium"-noun-en "epitalamio"-noun-es
"epitalamio"-noun-es "epithalamium"-noun-en
"equidistance"-noun-en "equidistancia"-noun-es
"equidistancia"-noun-es "equidistance"-noun-en
"erythrocyte"-noun-en "eritrocito"-noun-es
"eritrocito"-noun-es "erythrocyte"-noun-en
"escarpment"-noun-en "escarpadura"-noun-es
"escarpment"-noun-en "escarpe"-noun-es
"escarpment"-noun-en "escarpa"-noun-es
"escarpadura"-noun-es "escarpment"-noun-en
"escarpe"-noun-es "escarpment"-noun-en
"escarpa"-noun-es "escarpment"-noun-en
"sclerenchyma"-noun-en "esclerénquima"-noun-es
"esclerénquima"-noun-es "sclerenchyma"-noun-en
"scapula"-noun-en "escápula"-noun-es
"escápula"-noun-es "scapula"-noun-en
"sphalerite"-noun-en "esfalerita"-noun-es
"esfalerita"-noun-es "sphalerite"-noun-en
"sphenoid"-noun-en "esfenoides"-noun-es
"esfenoides"-noun-es "sphenoid"-noun-en
"spheroidal"-adjective-en "esferoidal"-adjective-es
"esferoidal"-adjective-es "spheroidal"-adjective-en
"spheroid"-noun-en "esferoide"-noun-es
"esferoide"-noun-es "spheroid"-noun-en
"oesophagoscopy"-noun-en "esofagoscopia"-noun-es
"esofagoscopia"-noun-es "oesophagoscopy"-noun-en
"speciation"-noun-en "especiación"-noun-es
"especiación"-noun-es "speciation"-noun-en
"specifier"-noun-en "especificador"-noun-es
"especificador"-noun-es "specifier"-noun-en
"spectrophotometry"-noun-en "espectrofotometría"-noun-es
"espectrofotometría"-noun-es "spectrophotometry"-noun-en
"spectrophotometer"-noun-en "espectrofotómetro"-noun-es
"espectrofotómetro"-noun-es "spectrophotometer"-noun-en
"spectrogram"-noun-en "espectrograma"-noun-es
"espectrograma"-noun-es "spectrogram"-noun-en
"spectrometry"-noun-en "espectrometría"-noun-es
"espectrometría"-noun-es "spectrometry"-noun-en
"spectroscopy"-noun-en "espectroscopia"-noun-es
"espectroscopia"-noun-es "spectroscopy"-noun-en
"spectroscope"-noun-en "espectroscopio"-noun-es
"espectroscopio"-noun-es "spectroscope"-noun-en
"spectrograph"-noun-en "espectrógrafo"-noun-es
"espectrógrafo"-noun-es "spectrograph"-noun-en
"spectrometer"-noun-en "espectrómetro"-noun-es
"espectrómetro"-noun-es "spectrometer"-noun-en
"spelt"-noun-en "espelta"-noun-es
"espelta"-noun-es "spelt"-noun-en
"spermatophyte"-noun-en "espermafita"-noun-es
"espermafita"-noun-es "spermatophyte"-noun-en
"spermatocyte"-noun-en "espermatocito"-noun-es
"espermatocito"-noun-es "spermatocyte"-noun-en
"spermatogonium"-noun-en "espermatogonia"-noun-es
"espermatogonia"-noun-es "spermatogonium"-noun-en
"spinal"-adjective-en "espinal"-adjective-es
"espinal"-adjective-es "spinal"-adjective-en
"spinet"-noun-en "espineta"-noun-es
"espineta"-noun-es "spinet"-noun-en
