"neniu"-determiner-eo "ninguno"-determiner-es
"concentrar"-verb-es "koncentri"-verb-eo
"delgado"-adjective-es "maldika"-adjective-eo
"maldika"-adjective-eo "delgado"-adjective-es
"misfortuna"-adjective-eo "desdichado"-adjective-es
"desdichado"-adjective-es "misfortuna"-adjective-eo
"malpura"-adjective-eo "sucio"-adjective-es
"sucio"-adjective-es "malpura"-adjective-eo
"subir"-verb-es "ascendi"-verb-eo
"ascendi"-verb-eo "subir"-verb-es
"montar"-verb-es "munti"-verb-eo
"munti"-verb-eo "montar"-verb-es
"flustri"-verb-eo "susurrar"-verb-es
"susurrar"-verb-es "flustri"-verb-eo
"asaltar"-verb-es "sturmi"-verb-eo
"sturmi"-verb-eo "asaltar"-verb-es
"declarar"-verb-es "deklari"-verb-eo
"deklari"-verb-eo "declarar"-verb-es
"determini"-verb-eo "determinar"-verb-es
"determinar"-verb-es "determini"-verb-eo
"konsigni"-verb-eo "consignar"-verb-es
"consignar"-verb-es "konsigni"-verb-eo
"adapti"-verb-eo "adaptar"-verb-es
"adaptar"-verb-es "adapti"-verb-eo
"distribuir"-verb-es "distribui"-verb-eo
"distribui"-verb-eo "distribuir"-verb-es
"encubrir"-verb-es "riceli"-verb-eo
"riceli"-verb-eo "encubrir"-verb-es
"explicar"-verb-es "ekspliki"-verb-eo
"ekspliki"-verb-eo "explicar"-verb-es
"specifi"-verb-eo "especificar"-verb-es
"especificar"-verb-es "specifi"-verb-eo
"kodi"-verb-eo "cifrar"-verb-es
"cifrar"-verb-es "kodi"-verb-eo
"kompleksa"-adjective-eo "complejo"-adjective-es
"complejo"-adjective-es "kompleksa"-adjective-eo
"confuso"-adjective-es "malklara"-adjective-eo
"malklara"-adjective-eo "confuso"-adjective-es
"oscuro"-adjective-es "malluma"-adjective-eo
"oscuro"-adjective-es "malhela"-adjective-eo
"malluma"-adjective-eo "oscuro"-adjective-es
"malhela"-adjective-eo "oscuro"-adjective-es
"tímido"-adjective-es "timema"-adjective-eo
"tímido"-adjective-es "timida"-adjective-eo
"timema"-adjective-eo "tímido"-adjective-es
"timida"-adjective-eo "tímido"-adjective-es
"malforta"-adjective-eo "débil"-adjective-es
"débil"-adjective-es "malforta"-adjective-eo
"débil"-adjective-es "febla"-adjective-eo
"febla"-adjective-eo "débil"-adjective-es
"viejo"-adjective-es "malnova"-adjective-eo
"viejo"-adjective-es "maljuna"-adjective-eo
"malnova"-adjective-eo "viejo"-adjective-es
"malnova"-adjective-eo "antiguo"-adjective-es
"maljuna"-adjective-eo "viejo"-adjective-es
"maljuna"-adjective-eo "anciano"-adjective-es
"antiguo"-adjective-es "malnova"-adjective-eo
"anciano"-adjective-es "maljuna"-adjective-eo
"alta"-adjective-eo "elevado"-adjective-es
"alta"-adjective-eo "alto"-adjective-es
"elevado"-adjective-es "alta"-adjective-eo
"alto"-adjective-es "alta"-adjective-eo
"fuerte"-adjective-es "forta"-adjective-eo
"forta"-adjective-eo "fuerte"-adjective-es
"fortika"-adjective-eo "robusto"-adjective-es
"robusto"-adjective-es "fortika"-adjective-eo
"energético"-adjective-es "energidona"-adjective-eo
"energidona"-adjective-eo "energético"-adjective-es
"vigla"-adjective-eo "animado"-adjective-es
"animado"-adjective-es "vigla"-adjective-eo
"vana"-adjective-eo "vano"-adjective-es
"vano"-adjective-es "vana"-adjective-eo
"incapaz"-adjective-es "nekapabla"-adjective-eo
"nekapabla"-adjective-eo "incapaz"-adjective-es
"leve"-adjective-es "malgrava"-adjective-eo
"malgrava"-adjective-eo "leve"-adjective-es
"liviano"-adjective-es "malpeza"-adjective-eo
"malpeza"-adjective-eo "liviano"-adjective-es
"malpeza"-adjective-eo "ligero"-adjective-es
"ligero"-adjective-es "malpeza"-adjective-eo
"vulgar"-adjective-es "vulgara"-adjective-eo
"vulgara"-adjective-eo "vulgar"-adjective-es
"malĝentila"-adjective-eo "grosero"-adjective-es
"grosero"-adjective-es "malĝentila"-adjective-eo
"flua"-adjective-eo "fluido"-adjective-es
"fluido"-adjective-es "flua"-adjective-eo
"fluido"-adjective-es "fluida"-adjective-eo
"fluida"-adjective-eo "fluido"-adjective-es
"fácil"-adjective-es "facila"-adjective-eo
"facila"-adjective-eo "fácil"-adjective-es
"rico"-adjective-es "riĉa"-adjective-eo
"riĉa"-adjective-eo "rico"-adjective-es
"abunda"-adjective-eo "abundante"-adjective-es
"abundante"-adjective-es "abunda"-adjective-eo
"malavara"-adjective-eo "generoso"-adjective-es
"generoso"-adjective-es "malavara"-adjective-eo
"generoso"-adjective-es "sindona"-adjective-eo
"sindona"-adjective-eo "generoso"-adjective-es
"insignificante"-adjective-es "bagatela"-adjective-eo
"insignificante"-adjective-es "sensignifa"-adjective-eo
"bagatela"-adjective-eo "insignificante"-adjective-es
"sensignifa"-adjective-eo "insignificante"-adjective-es
"pequeño"-adjective-es "malgranda"-adjective-eo
"malgranda"-adjective-eo "pequeño"-adjective-es
"gracia"-adjective-eo "gracioso"-adjective-es
"gracioso"-adjective-es "gracia"-adjective-eo
"bela"-adjective-eo "bonito"-adjective-es
"bela"-adjective-eo "hermoso"-adjective-es
"bela"-adjective-eo "bello"-adjective-es
"bela"-adjective-eo "guapo"-adjective-es
"bonito"-adjective-es "bela"-adjective-eo
"hermoso"-adjective-es "bela"-adjective-eo
"bello"-adjective-es "bela"-adjective-eo
"guapo"-adjective-es "bela"-adjective-eo
"afabla"-adjective-eo "amable"-adjective-es
"afabla"-adjective-eo "afable"-adjective-es
"amable"-adjective-es "afabla"-adjective-eo
"afable"-adjective-es "afabla"-adjective-eo
"discreto"-adjective-es "diskreta"-adjective-eo
"diskreta"-adjective-eo "discreto"-adjective-es
"silencioso"-adjective-es "malbrua"-adjective-eo
"malbrua"-adjective-eo "silencioso"-adjective-es
"oscilar"-verb-es "oscili"-verb-eo
"oscili"-verb-eo "oscilar"-verb-es
"variar"-verb-es "varii"-verb-eo
"varii"-verb-eo "variar"-verb-es
"luchar"-verb-es "lukti"-verb-eo
"lukti"-verb-eo "luchar"-verb-es
"aflojar"-verb-es "malfiksi"-verb-eo
"malfiksi"-verb-eo "aflojar"-verb-es
"listar"-verb-es "printi"-verb-eo
"printi"-verb-eo "listar"-verb-es
"ĝiri"-verb-eo "endosar"-verb-es
"ĝiri"-verb-eo "girar"-verb-es
"endosar"-verb-es "ĝiri"-verb-eo
"girar"-verb-es "ĝiri"-verb-eo
"inspekti"-verb-eo "inspeccionar"-verb-es
"inspeccionar"-verb-es "inspekti"-verb-eo
"inkludi"-verb-eo "incluir"-verb-es
"incluir"-verb-es "inkludi"-verb-eo
"strikti"-verb-eo "estrechar"-verb-es
"estrechar"-verb-es "strikti"-verb-eo
"duonvidi"-verb-eo "entrever"-verb-es
"entrever"-verb-es "duonvidi"-verb-eo
"redakti"-verb-eo "redactar"-verb-es
"redactar"-verb-es "redakti"-verb-eo
"mirar"-verb-es "alrigardi"-verb-eo
"alrigardi"-verb-eo "mirar"-verb-es
"eludir"-verb-es "eskapi"-verb-eo
"eskapi"-verb-eo "eludir"-verb-es
"eskapi"-verb-eo "escapar"-verb-es
"escapar"-verb-es "eskapi"-verb-eo
"huir"-verb-es "fuĝi"-verb-eo
"fuĝi"-verb-eo "huir"-verb-es
"eliminar"-verb-es "elimini"-verb-eo
"elimini"-verb-eo "eliminar"-verb-es
"kidnapi"-verb-eo "secuestrar"-verb-es
"secuestrar"-verb-es "kidnapi"-verb-eo
"secuestrar"-verb-es "sekvestri"-verb-eo
"sekvestri"-verb-eo "secuestrar"-verb-es
"akra"-adjective-eo "agudo"-adjective-es
"agudo"-adjective-es "akra"-adjective-eo
"general"-adjective-es "ĝenerala"-adjective-eo
"ĝenerala"-adjective-eo "general"-adjective-es
"fluanta"-adjective-eo "corriente"-adjective-es
"corriente"-adjective-es "fluanta"-adjective-eo
"komuna"-adjective-eo "común"-adjective-es
"común"-adjective-es "komuna"-adjective-eo
"frecuente"-adjective-es "ofta"-adjective-eo
"ofta"-adjective-eo "frecuente"-adjective-es
"ordinara"-adjective-eo "ordinario"-adjective-es
"ordinario"-adjective-es "ordinara"-adjective-eo
"koncedi"-verb-eo "conceder"-verb-es
"conceder"-verb-es "koncedi"-verb-eo
"conceder"-verb-es "koncesii"-verb-eo
"koncesii"-verb-eo "conceder"-verb-es
"singarda"-adjective-eo "prudente"-adjective-es
"prudente"-adjective-es "singarda"-adjective-eo
"prudente"-adjective-es "prudenta"-adjective-eo
"prudenta"-adjective-eo "prudente"-adjective-es
"laborema"-adjective-eo "trabajador"-adjective-es
"trabajador"-adjective-es "laborema"-adjective-eo
"diskutebla"-adjective-eo "discutible"-adjective-es
"discutible"-adjective-es "diskutebla"-adjective-eo
"discutible"-adjective-es "kontraŭdiskutebla"-adjective-eo
"kontraŭdiskutebla"-adjective-eo "discutible"-adjective-es
"dudoso"-adjective-es "malcerta"-adjective-eo
"malcerta"-adjective-eo "dudoso"-adjective-es
"lucrativo"-adjective-es "lukra"-adjective-eo
"lukra"-adjective-eo "lucrativo"-adjective-es
"utila"-adjective-eo "útil"-adjective-es
"útil"-adjective-es "utila"-adjective-eo
"humanitario"-adjective-es "humana"-adjective-eo
"humana"-adjective-eo "humanitario"-adjective-es
"humano"-adjective-es "homa"-adjective-eo
"homa"-adjective-eo "humano"-adjective-es
"apropiado"-adjective-es "taŭga"-adjective-eo
"taŭga"-adjective-eo "apropiado"-adjective-es
"taŭga"-adjective-eo "adecuado"-adjective-es
"adecuado"-adjective-es "taŭga"-adjective-eo
"abierto"-adjective-es "malfermita"-adjective-eo
"malfermita"-adjective-eo "abierto"-adjective-es
"resistir"-verb-es "rezisti"-verb-eo
"rezisti"-verb-eo "resistir"-verb-es
"ĝisatendi"-verb-eo "aguardar"-verb-es
"aguardar"-verb-es "ĝisatendi"-verb-eo
"koncepti"-verb-eo "concebir"-verb-es
"koncepti"-verb-eo "idear"-verb-es
"concebir"-verb-es "koncepti"-verb-eo
"concebir"-verb-es "koncipi"-verb-eo
"idear"-verb-es "koncepti"-verb-eo
"koncipi"-verb-eo "concebir"-verb-es
"cultivar"-verb-es "kultivi"-verb-eo
"kultivi"-verb-eo "cultivar"-verb-es
"flegi"-verb-eo "cuidar"-verb-es
"cuidar"-verb-es "flegi"-verb-eo
"desfilar"-verb-es "defili"-verb-eo
"defili"-verb-eo "desfilar"-verb-es
"funkcii"-verb-eo "funcionar"-verb-es
"funcionar"-verb-es "funkcii"-verb-eo
"apagar"-verb-es "elŝalti"-verb-eo
"elŝalti"-verb-eo "apagar"-verb-es
"deprimi"-verb-eo "deprimir"-verb-es
"deprimir"-verb-es "deprimi"-verb-eo
"clasificar"-verb-es "klasifiki"-verb-eo
"klasifiki"-verb-eo "clasificar"-verb-es
"milda"-adjective-eo "suave"-adjective-es
"suave"-adjective-es "milda"-adjective-eo
"dulce"-adjective-es "dolĉa"-adjective-eo
"dolĉa"-adjective-eo "dulce"-adjective-es
"mola"-adjective-eo "tierno"-adjective-es
"tierno"-adjective-es "mola"-adjective-eo
"certa"-adjective-eo "seguro"-adjective-es
"seguro"-adjective-es "certa"-adjective-eo
"seguro"-adjective-es "sekura"-adjective-eo
"sekura"-adjective-eo "seguro"-adjective-es
"último"-adjective-es "lasta"-adjective-eo
"lasta"-adjective-eo "último"-adjective-es
"morta"-adjective-eo "mortal"-adjective-es
"mortal"-adjective-es "morta"-adjective-eo
"urĝa"-adjective-eo "urgente"-adjective-es
"urgente"-adjective-es "urĝa"-adjective-eo
"cercano"-adjective-es "proksima"-adjective-eo
"proksima"-adjective-eo "cercano"-adjective-es
"proksima"-adjective-eo "próximo"-adjective-es
"próximo"-adjective-es "proksima"-adjective-eo
"siguiente"-adjective-es "sekva"-adjective-eo
"siguiente"-adjective-es "sekvanta"-adjective-eo
"sekva"-adjective-eo "siguiente"-adjective-es
"sekvanta"-adjective-eo "siguiente"-adjective-es
"kohera"-adjective-eo "coherente"-adjective-es
"coherente"-adjective-es "kohera"-adjective-eo
"oportuna"-adjective-eo "oportuno"-adjective-es
"oportuno"-adjective-es "oportuna"-adjective-eo
"kongrua"-adjective-eo "compatible"-adjective-es
"compatible"-adjective-es "kongrua"-adjective-eo
"propio"-adjective-es "propra"-adjective-eo
"propra"-adjective-eo "propio"-adjective-es
"completo"-adjective-es "kompleta"-adjective-eo
"kompleta"-adjective-eo "completo"-adjective-es
"plena"-adjective-eo "lleno"-adjective-es
"plena"-adjective-eo "pleno"-adjective-es
"lleno"-adjective-es "plena"-adjective-eo
"pleno"-adjective-es "plena"-adjective-eo
"adicii"-verb-eo "sumar"-verb-es
"adicii"-verb-eo "adicionar"-verb-es
"sumar"-verb-es "adicii"-verb-eo
"adicionar"-verb-es "adicii"-verb-eo
"kunsendi"-verb-eo "adjuntar"-verb-es
"adjuntar"-verb-es "kunsendi"-verb-eo
"anexar"-verb-es "aneksi"-verb-eo
"aneksi"-verb-eo "anexar"-verb-es
"provocar"-verb-es "provoki"-verb-eo
"provoki"-verb-eo "provocar"-verb-es
"brillante"-adjective-es "brila"-adjective-eo
"brila"-adjective-eo "brillante"-adjective-es
"difícil"-adjective-es "malfacila"-adjective-eo
"malfacila"-adjective-eo "difícil"-adjective-es
"duro"-adjective-es "malmola"-adjective-eo
"malmola"-adjective-eo "duro"-adjective-es
"conducir"-verb-es "stiri"-verb-eo
"stiri"-verb-eo "conducir"-verb-es
"indicar"-verb-es "indiki"-verb-eo
"indiki"-verb-eo "indicar"-verb-es
"destini"-verb-eo "destinar"-verb-es
"destinar"-verb-es "destini"-verb-eo
"estudiar"-verb-es "studi"-verb-eo
"studi"-verb-eo "estudiar"-verb-es
"diversa"-adjective-eo "diverso"-adjective-es
"diverso"-adjective-es "diversa"-adjective-eo
"malsama"-adjective-eo "distinto"-adjective-es
"malsama"-adjective-eo "diferente"-adjective-es
"distinto"-adjective-es "malsama"-adjective-eo
"diferente"-adjective-es "malsama"-adjective-eo
"diferente"-adjective-es "diferenca"-adjective-eo
"diferenca"-adjective-eo "diferente"-adjective-es
"aparta"-adjective-eo "particular"-adjective-es
"particular"-adjective-es "aparta"-adjective-eo
"especial"-adjective-es "speciala"-adjective-eo
"speciala"-adjective-eo "especial"-adjective-es
"stranga"-adjective-eo "extraño"-adjective-es
"extraño"-adjective-es "stranga"-adjective-eo
"escaso"-adjective-es "malabunda"-adjective-eo
"malabunda"-adjective-eo "escaso"-adjective-es
"definitiva"-adjective-eo "definitivo"-adjective-es
"definitivo"-adjective-es "definitiva"-adjective-eo
"pura"-adjective-eo "puro"-adjective-es
"pura"-adjective-eo "neto"-adjective-es
"pura"-adjective-eo "limpio"-adjective-es
"puro"-adjective-es "pura"-adjective-eo
"neto"-adjective-es "pura"-adjective-eo
"limpio"-adjective-es "pura"-adjective-eo
"nura"-adjective-eo "mero"-adjective-es
"mero"-adjective-es "nura"-adjective-eo
"denso"-adjective-es "densa"-adjective-eo
"densa"-adjective-eo "denso"-adjective-es
"densa"-adjective-eo "espeso"-adjective-es
"espeso"-adjective-es "densa"-adjective-eo
"compacto"-adjective-es "kompakta"-adjective-eo
"kompakta"-adjective-eo "compacto"-adjective-es
"circular"-verb-es "cirkuli"-verb-eo
"cirkuli"-verb-eo "circular"-verb-es
"kompromiti"-verb-eo "comprometer"-verb-es
"comprometer"-verb-es "kompromiti"-verb-eo
"ĝusta"-adjective-eo "correcto"-adjective-es
"ĝusta"-adjective-eo "exacto"-adjective-es
"ĝusta"-adjective-eo "justo"-adjective-es
"correcto"-adjective-es "ĝusta"-adjective-eo
"exacto"-adjective-es "ĝusta"-adjective-eo
"justo"-adjective-es "ĝusta"-adjective-eo
"justo"-adjective-es "justa"-adjective-eo
"justa"-adjective-eo "justo"-adjective-es
"lerta"-adjective-eo "hábil"-adjective-es
"lerta"-adjective-eo "listo"-adjective-es
"hábil"-adjective-es "lerta"-adjective-eo
"listo"-adjective-es "lerta"-adjective-eo
"vera"-adjective-eo "verdadero"-adjective-es
"verdadero"-adjective-es "vera"-adjective-eo
"auténtico"-adjective-es "aŭtentika"-adjective-eo
"aŭtentika"-adjective-eo "auténtico"-adjective-es
"eterna"-adjective-eo "eterno"-adjective-es
"eterno"-adjective-es "eterna"-adjective-eo
"mallonga"-adjective-eo "corto"-adjective-es
"corto"-adjective-es "mallonga"-adjective-eo
"malĉefa"-adjective-eo "secundario"-adjective-es
"secundario"-adjective-es "malĉefa"-adjective-eo
"secundario"-adjective-es "sekundara"-adjective-eo
"sekundara"-adjective-eo "secundario"-adjective-es
"terrible"-adjective-es "terura"-adjective-eo
"espantoso"-adjective-es "terura"-adjective-eo
"malo"-adjective-es "malbona"-adjective-eo
"malbona"-adjective-eo "malo"-adjective-es
"malbona"-adjective-eo "mal"-adjective-es
"mal"-adjective-es "malbona"-adjective-eo
"desagradable"-adjective-es "malagrabla"-adjective-eo
"malagrabla"-adjective-eo "desagradable"-adjective-es
"preventivo"-adjective-es "preventa"-adjective-eo
"preventa"-adjective-eo "preventivo"-adjective-es
"incómodo"-adjective-es "malkomforta"-adjective-eo
"malkomforta"-adjective-eo "incómodo"-adjective-es
"malkonvena"-adjective-eo "improcedente"-adjective-es
"improcedente"-adjective-es "malkonvena"-adjective-eo
"incorrecto"-adjective-es "malĝusta"-adjective-eo
"malĝusta"-adjective-eo "incorrecto"-adjective-es
"original"-adjective-es "originala"-adjective-eo
"originala"-adjective-eo "original"-adjective-es
"rustika"-adjective-eo "rústico"-adjective-es
"rústico"-adjective-es "rustika"-adjective-eo
"starema"-adjective-eo "estable"-adjective-es
"estable"-adjective-es "starema"-adjective-eo
"estable"-adjective-es "stabila"-adjective-eo
"stabila"-adjective-eo "estable"-adjective-es
"inútil"-adjective-es "senutila"-adjective-eo
"senutila"-adjective-eo "inútil"-adjective-es
"íntegro"-adjective-es "integra"-adjective-eo
"integra"-adjective-eo "íntegro"-adjective-es
"serioza"-adjective-eo "serio"-adjective-es
"serio"-adjective-es "serioza"-adjective-eo
"simpla"-adjective-eo "sencillo"-adjective-es
"simpla"-adjective-eo "simple"-adjective-es
"sencillo"-adjective-es "simpla"-adjective-eo
"simple"-adjective-es "simpla"-adjective-eo
"sincero"-adjective-es "sincera"-adjective-eo
"sincera"-adjective-eo "sincero"-adjective-es
"efemera"-adjective-eo "efímero"-adjective-es
"efímero"-adjective-es "efemera"-adjective-eo
"fiera"-adjective-eo "orgulloso"-adjective-es
"orgulloso"-adjective-es "fiera"-adjective-eo
"selekti"-verb-eo "seleccionar"-verb-es
"seleccionar"-verb-es "selekti"-verb-eo
"percibir"-verb-es "percepti"-verb-eo
"percepti"-verb-eo "percibir"-verb-es
"lamentar"-verb-es "lamenti"-verb-eo
"lamenti"-verb-eo "lamentar"-verb-es
"larĝa"-adjective-eo "ancho"-adjective-es
"ancho"-adjective-es "larĝa"-adjective-eo
"amplio"-adjective-es "ampleksa"-adjective-eo
"ampleksa"-adjective-eo "amplio"-adjective-es
"largo"-adjective-es "longa"-adjective-eo
"longa"-adjective-eo "largo"-adjective-es
"rezigni"-verb-eo "renunciar"-verb-es
"renunciar"-verb-es "rezigni"-verb-eo
"perjudicar"-verb-es "noci"-verb-eo
"noci"-verb-eo "perjudicar"-verb-es
"atribui"-verb-eo "atribuir"-verb-es
"atribui"-verb-eo "achacar"-verb-es
"atribuir"-verb-es "atribui"-verb-eo
"achacar"-verb-es "atribui"-verb-eo
"aspirar"-verb-es "aspiri"-verb-eo
"aspiri"-verb-eo "aspirar"-verb-es
"sugerir"-verb-es "sugesti"-verb-eo
"sugesti"-verb-eo "sugerir"-verb-es
"inversa"-adjective-eo "inverso"-adjective-es
"inverso"-adjective-es "inversa"-adjective-eo
"konekti"-verb-eo "conectar"-verb-es
"conectar"-verb-es "konekti"-verb-eo
"kompensi"-verb-eo "compensar"-verb-es
"compensar"-verb-es "kompensi"-verb-eo
"restaurar"-verb-es "restaŭri"-verb-eo
"restaŭri"-verb-eo "restaurar"-verb-es
"manifestar"-verb-es "manifesti"-verb-eo
"manifesti"-verb-eo "manifestar"-verb-es
"establi"-verb-eo "establecer"-verb-es
"establecer"-verb-es "establi"-verb-eo
"polui"-verb-eo "contaminar"-verb-es
"contaminar"-verb-es "polui"-verb-eo
"grimpi"-verb-eo "escalar"-verb-es
"escalar"-verb-es "grimpi"-verb-eo
"amendi"-verb-eo "enmendar"-verb-es
"enmendar"-verb-es "amendi"-verb-eo
"entrenar"-verb-es "trejni"-verb-eo
"trejni"-verb-eo "entrenar"-verb-es
"acaparar"-verb-es "akapari"-verb-eo
"akapari"-verb-eo "acaparar"-verb-es
"descender"-verb-es "desupri"-verb-eo
"desupri"-verb-eo "descender"-verb-es
"kadri"-verb-eo "enmarcar"-verb-es
"enmarcar"-verb-es "kadri"-verb-eo
"informar"-verb-es "informi"-verb-eo
"informi"-verb-eo "informar"-verb-es
"reflekti"-verb-eo "reflejar"-verb-es
"reflejar"-verb-es "reflekti"-verb-eo
"ŝalti"-verb-eo "encender"-verb-es
"encender"-verb-es "ŝalti"-verb-eo
"probabla"-adjective-eo "probable"-adjective-es
"probable"-adjective-es "probabla"-adjective-eo
"solida"-adjective-eo "sólido"-adjective-es
"sólido"-adjective-es "solida"-adjective-eo
"fiable"-adjective-es "fidinda"-adjective-eo
"fidinda"-adjective-eo "fiable"-adjective-es
"honesta"-adjective-eo "honesto"-adjective-es
"honesto"-adjective-es "honesta"-adjective-eo
"gaja"-adjective-eo "festivo"-adjective-es
"gaja"-adjective-eo "alegre"-adjective-es
"festivo"-adjective-es "gaja"-adjective-eo
"alegre"-adjective-es "gaja"-adjective-eo
"feliz"-adjective-es "feliĉa"-adjective-eo
"feliĉa"-adjective-eo "feliz"-adjective-es
"maltrankvila"-adjective-eo "inquieto"-adjective-es
"inquieto"-adjective-es "maltrankvila"-adjective-eo
"nervioso"-adjective-es "nervoza"-adjective-eo
"nervoza"-adjective-eo "nervioso"-adjective-es
"impulsiĝema"-adjective-eo "impulsivo"-adjective-es
"impulsivo"-adjective-es "impulsiĝema"-adjective-eo
"violento"-adjective-es "perforta"-adjective-eo
"perforta"-adjective-eo "violento"-adjective-es
"varma"-adjective-eo "caliente"-adjective-es
"varma"-adjective-eo "cálido"-adjective-es
"caliente"-adjective-es "varma"-adjective-eo
"cálido"-adjective-es "varma"-adjective-eo
"estimular"-verb-es "stimuli"-verb-eo
"stimuli"-verb-eo "estimular"-verb-es
"deducir"-verb-es "dedukti"-verb-eo
"dedukti"-verb-eo "deducir"-verb-es
"ajudiki"-verb-eo "adjudicar"-verb-es
"adjudicar"-verb-es "ajudiki"-verb-eo
"generar"-verb-es "generi"-verb-eo
"generi"-verb-eo "generar"-verb-es
"coincidir"-verb-es "koincidi"-verb-eo
"koincidi"-verb-eo "coincidir"-verb-es
"aklami"-verb-eo "aclamar"-verb-es
"aclamar"-verb-es "aklami"-verb-eo
"frustri"-verb-eo "frustrar"-verb-es
"frustrar"-verb-es "frustri"-verb-eo
"poenti"-verb-eo "puntuar"-verb-es
"puntuar"-verb-es "poenti"-verb-eo
"marcar"-verb-es "diski"-verb-eo
"diski"-verb-eo "marcar"-verb-es
"pisar"-verb-es "treti"-verb-eo
"treti"-verb-eo "pisar"-verb-es
"defraudar"-verb-es "fraŭdi"-verb-eo
"fraŭdi"-verb-eo "defraudar"-verb-es
"alarmar"-verb-es "alarmi"-verb-eo
"alarmi"-verb-eo "alarmar"-verb-es
"alarmi"-verb-eo "alertar"-verb-es
"alertar"-verb-es "alarmi"-verb-eo
"garni"-verb-eo "adornar"-verb-es
"garni"-verb-eo "guarnecer"-verb-es
"adornar"-verb-es "garni"-verb-eo
"guarnecer"-verb-es "garni"-verb-eo
"fiksi"-verb-eo "fijar"-verb-es
"fijar"-verb-es "fiksi"-verb-eo
"asociar"-verb-es "asocii"-verb-eo
"asocii"-verb-eo "asociar"-verb-es
"húmedo"-adjective-es "humida"-adjective-eo
"humida"-adjective-eo "húmedo"-adjective-es
"emerĝi"-verb-eo "emerger"-verb-es
"emerger"-verb-es "emerĝi"-verb-eo
"kolizii"-verb-eo "chocar"-verb-es
"chocar"-verb-es "kolizii"-verb-eo
"irritar"-verb-es "iriti"-verb-eo
"iriti"-verb-eo "irritar"-verb-es
"afekcii"-verb-eo "afectar"-verb-es
"afectar"-verb-es "afekcii"-verb-eo
"aplicar"-verb-es "apliki"-verb-eo
"apliki"-verb-eo "aplicar"-verb-es
"invadir"-verb-es "invadi"-verb-eo
"invadi"-verb-eo "invadir"-verb-es
"atractivo"-adjective-es "alloga"-adjective-eo
"alloga"-adjective-eo "atractivo"-adjective-es
"alloga"-adjective-eo "atrayente"-adjective-es
"atrayente"-adjective-es "alloga"-adjective-eo
"evidenta"-adjective-eo "evidente"-adjective-es
"evidenta"-adjective-eo "obvio"-adjective-es
"evidente"-adjective-es "evidenta"-adjective-eo
"obvio"-adjective-es "evidenta"-adjective-eo
"mirinda"-adjective-eo "asombroso"-adjective-es
"mirinda"-adjective-eo "maravilloso"-adjective-es
"asombroso"-adjective-es "mirinda"-adjective-eo
"maravilloso"-adjective-es "mirinda"-adjective-eo
"fantástico"-adjective-es "fantazia"-adjective-eo
"fantazia"-adjective-eo "fantástico"-adjective-es
"salvaje"-adjective-es "sovaĝa"-adjective-eo
"sovaĝa"-adjective-eo "salvaje"-adjective-es
"brutal"-adjective-es "brutala"-adjective-eo
"brutala"-adjective-eo "brutal"-adjective-es
"variable"-adjective-es "varia"-adjective-eo
"varia"-adjective-eo "variable"-adjective-es
"malpreciza"-adjective-eo "impreciso"-adjective-es
"impreciso"-adjective-es "malpreciza"-adjective-eo
"maljusta"-adjective-eo "injusto"-adjective-es
"injusto"-adjective-es "maljusta"-adjective-eo
"falso"-adjective-es "falsa"-adjective-eo
"falsa"-adjective-eo "falso"-adjective-es
"desleal"-adjective-es "mallojala"-adjective-eo
"mallojala"-adjective-eo "desleal"-adjective-es
"ruza"-adjective-eo "astuto"-adjective-es
"astuto"-adjective-es "ruza"-adjective-eo
"trompa"-adjective-eo "engañoso"-adjective-es
"engañoso"-adjective-es "trompa"-adjective-eo
"ŝajna"-adjective-eo "aparente"-adjective-es
"aparente"-adjective-es "ŝajna"-adjective-eo
"sensual"-adjective-es "malĉasta"-adjective-eo
"malĉasta"-adjective-eo "sensual"-adjective-es
"perceptible"-adjective-es "perceptebla"-adjective-eo
"perceptebla"-adjective-eo "perceptible"-adjective-es
"konkreta"-adjective-eo "concreto"-adjective-es
"concreto"-adjective-es "konkreta"-adjective-eo
"specifa"-adjective-eo "específico"-adjective-es
"específico"-adjective-es "specifa"-adjective-eo
"favora"-adjective-eo "propicio"-adjective-es
"favora"-adjective-eo "favorable"-adjective-es
"propicio"-adjective-es "favora"-adjective-eo
"favorable"-adjective-es "favora"-adjective-eo
"malfavora"-adjective-eo "hostil"-adjective-es
"malfavora"-adjective-eo "desfavorable"-adjective-es
"hostil"-adjective-es "malfavora"-adjective-eo
"desfavorable"-adjective-es "malfavora"-adjective-eo
"adverso"-adjective-es "adversa"-adjective-eo
"adversa"-adjective-eo "adverso"-adjective-es
"siniestro"-adjective-es "sinistra"-adjective-eo
"sinistra"-adjective-eo "siniestro"-adjective-es
"mallarĝa"-adjective-eo "angosto"-adjective-es
"mallarĝa"-adjective-eo "estrecho"-adjective-es
"angosto"-adjective-es "mallarĝa"-adjective-eo
"estrecho"-adjective-es "mallarĝa"-adjective-eo
"dika"-adjective-eo "gordo"-adjective-es
"dika"-adjective-eo "grueso"-adjective-es
"gordo"-adjective-es "dika"-adjective-eo
"grueso"-adjective-es "dika"-adjective-eo
"preciza"-adjective-eo "preciso"-adjective-es
"preciza"-adjective-eo "certero"-adjective-es
"preciso"-adjective-es "preciza"-adjective-eo
"certero"-adjective-es "preciza"-adjective-eo
"rapida"-adjective-eo "rápido"-adjective-es
