"refoje"-adverb-eo "otra vez"-adverb-es
"residir"-verb-es "loĝi"-verb-eo
"loĝi"-verb-eo "residir"-verb-es
"loĝi"-verb-eo "habitar"-verb-es
"loĝi"-verb-eo "morar"-verb-es
"habitar"-verb-es "loĝi"-verb-eo
"morar"-verb-es "loĝi"-verb-eo
"marŝi"-verb-eo "caminar"-verb-es
"marŝi"-verb-eo "andar"-verb-es
"caminar"-verb-es "marŝi"-verb-eo
"andar"-verb-es "marŝi"-verb-eo
"dividi"-verb-eo "compartir"-verb-es
"compartir"-verb-es "dividi"-verb-eo
"compartir"-verb-es "kundividi"-verb-eo
"kundividi"-verb-eo "compartir"-verb-es
"kritiki"-verb-eo "criticar"-verb-es
"criticar"-verb-es "kritiki"-verb-eo
"buscar"-verb-es "serĉi"-verb-eo
"serĉi"-verb-eo "buscar"-verb-es
"ekzameni"-verb-eo "examinar"-verb-es
"examinar"-verb-es "ekzameni"-verb-eo
"krii"-verb-eo "gritar"-verb-es
"gritar"-verb-es "krii"-verb-eo
"preferi"-verb-eo "preferir"-verb-es
"preferir"-verb-es "preferi"-verb-eo
"difundir"-verb-es "disdiri"-verb-eo
"difundir"-verb-es "difuzi"-verb-eo
"difundir"-verb-es "disvastigi"-verb-eo
"disdiri"-verb-eo "difundir"-verb-es
"difuzi"-verb-eo "difundir"-verb-es
"disvastigi"-verb-eo "difundir"-verb-es
"aŭdi"-verb-eo "oír"-verb-es
"oír"-verb-es "aŭdi"-verb-eo
"aŭskulti"-verb-eo "escuchar"-verb-es
"escuchar"-verb-es "aŭskulti"-verb-eo
"handikapita"-adjective-eo "discapacitado"-adjective-es
"discapacitado"-adjective-es "handikapita"-adjective-eo
"suplicar"-verb-es "petegi"-verb-eo
"petegi"-verb-eo "suplicar"-verb-es
"rekomendi"-verb-eo "recomendar"-verb-es
"recomendar"-verb-es "rekomendi"-verb-eo
"signifi"-verb-eo "significar"-verb-es
"significar"-verb-es "signifi"-verb-eo
"rajtigi"-verb-eo "autorizar"-verb-es
"autorizar"-verb-es "rajtigi"-verb-eo
"posedi"-verb-eo "poseer"-verb-es
"poseer"-verb-es "posedi"-verb-eo
"asegurar"-verb-es "certigi"-verb-eo
"certigi"-verb-eo "asegurar"-verb-es
"klini"-verb-eo "inclinar"-verb-es
"inclinar"-verb-es "klini"-verb-eo
"cesar"-verb-es "ĉesi"-verb-eo
"ĉesi"-verb-eo "cesar"-verb-es
"interrumpir"-verb-es "interrompi"-verb-eo
"interrompi"-verb-eo "interrumpir"-verb-es
"suspendi"-verb-eo "suspender"-verb-es
"suspender"-verb-es "suspendi"-verb-eo
"voli"-verb-eo "querer"-verb-es
"querer"-verb-es "voli"-verb-eo
"daŭri"-verb-eo "durar"-verb-es
"durar"-verb-es "daŭri"-verb-eo
"persisti"-verb-eo "persistir"-verb-es
"persistir"-verb-es "persisti"-verb-eo
"ampliar"-verb-es "vastigi"-verb-eo
"vastigi"-verb-eo "ampliar"-verb-es
"empapar"-verb-es "trempi"-verb-eo
"trempi"-verb-eo "empapar"-verb-es
"moderigi"-verb-eo "moderar"-verb-es
"moderar"-verb-es "moderigi"-verb-eo
"vivi"-verb-eo "vivir"-verb-es
"vivir"-verb-es "vivi"-verb-eo
"internar"-verb-es "internigi"-verb-eo
"internigi"-verb-eo "internar"-verb-es
"kuraci"-verb-eo "curar"-verb-es
"curar"-verb-es "kuraci"-verb-eo
"elpeli"-verb-eo "expulsar"-verb-es
"expulsar"-verb-es "elpeli"-verb-eo
"krediti"-verb-eo "abonar"-verb-es
"abonar"-verb-es "krediti"-verb-eo
"vesti"-verb-eo "vestir"-verb-es
"vestir"-verb-es "vesti"-verb-eo
"naŭzi"-verb-eo "repugnar"-verb-es
"repugnar"-verb-es "naŭzi"-verb-eo
"brakumi"-verb-eo "abrazar"-verb-es
"abrazar"-verb-es "brakumi"-verb-eo
"transformi"-verb-eo "transformar"-verb-es
"transformar"-verb-es "transformi"-verb-eo
"presi"-verb-eo "imprimir"-verb-es
"imprimir"-verb-es "presi"-verb-eo
"ekvilibrigi"-verb-eo "equilibrar"-verb-es
"equilibrar"-verb-es "ekvilibrigi"-verb-eo
"froti"-verb-eo "frotar"-verb-es
"frotar"-verb-es "froti"-verb-eo
"havigi"-verb-eo "proporcionar"-verb-es
"proporcionar"-verb-es "havigi"-verb-eo
"escampar"-verb-es "disigi"-verb-eo
"disigi"-verb-eo "escampar"-verb-es
"disigi"-verb-eo "esparcir"-verb-es
"disigi"-verb-eo "desperdigar"-verb-es
"esparcir"-verb-es "disigi"-verb-eo
"desperdigar"-verb-es "disigi"-verb-eo
"forpreni"-verb-eo "sacar"-verb-es
"forpreni"-verb-eo "quitar"-verb-es
"sacar"-verb-es "forpreni"-verb-eo
"quitar"-verb-es "forpreni"-verb-eo
"ripeti"-verb-eo "repetir"-verb-es
"repetir"-verb-es "ripeti"-verb-eo
"atenci"-verb-eo "atentar"-verb-es
"atentar"-verb-es "atenci"-verb-eo
"centralizi"-verb-eo "centralizar"-verb-es
"centralizar"-verb-es "centralizi"-verb-eo
"ĉiufoje pli"-adverb-eo "cada vez más"-adverb-es
"cada vez más"-adverb-es "ĉiufoje pli"-adverb-eo
"veneniĝo"-noun-eo "envenenamiento"-noun-es
"envenenamiento"-noun-es "veneniĝo"-noun-eo
"envenenamiento"-noun-es "venenado"-noun-eo
"venenado"-noun-eo "envenenamiento"-noun-es
"puriĝo"-noun-eo "purificación"-noun-es
"purificación"-noun-es "puriĝo"-noun-eo
"múltiplo"-noun-es "oblo"-noun-eo
"oblo"-noun-eo "múltiplo"-noun-es
"senigo"-noun-eo "privación"-noun-es
"privación"-noun-es "senigo"-noun-eo
"daŭripovo"-noun-eo "sostenibilidad"-noun-es
"sostenibilidad"-noun-es "daŭripovo"-noun-eo
"telefonio"-noun-eo "telefonía"-noun-es
"telefonía"-noun-es "telefonio"-noun-eo
"arbitracianto"-noun-eo "colegiado"-noun-es
"colegiado"-noun-es "arbitracianto"-noun-eo
"aŭtorrajto"-noun-eo "copyright"-noun-es
"copyright"-noun-es "aŭtorrajto"-noun-eo
"negro"-noun-es "nigro"-noun-eo
"nigro"-noun-eo "negro"-noun-es
"malsanulo"-noun-eo "enfermo"-noun-es
"enfermo"-noun-es "malsanulo"-noun-eo
"akordigo"-noun-eo "conciliación"-noun-es
"conciliación"-noun-es "akordigo"-noun-eo
"doce"-numeral-es "dek du"-numeral-eo
"dek du"-numeral-eo "doce"-numeral-es
"explicativo"-adjective-es "klariga"-adjective-eo
"klariga"-adjective-eo "explicativo"-adjective-es
"erudicia"-adjective-eo "erudito"-adjective-es
"erudito"-adjective-es "erudicia"-adjective-eo
"psikiatria"-adjective-eo "psiquiátrico"-adjective-es
"psiquiátrico"-adjective-es "psikiatria"-adjective-eo
"quince"-numeral-es "dek kvin"-numeral-eo
"dek kvin"-numeral-eo "quince"-numeral-es
"taktika"-adjective-eo "táctico"-adjective-es
"táctico"-adjective-es "taktika"-adjective-eo
"statistika"-adjective-eo "estadístico"-adjective-es
"estadístico"-adjective-es "statistika"-adjective-eo
"naskiĝi"-verb-eo "nacer"-verb-es
"nacer"-verb-es "naskiĝi"-verb-eo
"mortigi"-verb-eo "matar"-verb-es
"matar"-verb-es "mortigi"-verb-eo
"foroferi"-verb-eo "sacrificar"-verb-es
"sacrificar"-verb-es "foroferi"-verb-eo
"sacrificar"-verb-es "oferi"-verb-eo
"oferi"-verb-eo "sacrificar"-verb-es
"reorganizi"-verb-eo "reorganizar"-verb-es
"reorganizar"-verb-es "reorganizi"-verb-eo
"revivir"-verb-es "revivi"-verb-eo
"revivi"-verb-eo "revivir"-verb-es
"reagi"-verb-eo "reaccionar"-verb-es
"reaccionar"-verb-es "reagi"-verb-eo
"kopii"-verb-eo "copiar"-verb-es
"copiar"-verb-es "kopii"-verb-eo
"admoni"-verb-eo "amonestar"-verb-es
"amonestar"-verb-es "admoni"-verb-eo
"exportar"-verb-es "eksporti"-verb-eo
"eksporti"-verb-eo "exportar"-verb-es
"planificar"-verb-es "planizi"-verb-eo
"planizi"-verb-eo "planificar"-verb-es
"esprimi"-verb-eo "expresar"-verb-es
"expresar"-verb-es "esprimi"-verb-eo
"fakturi"-verb-eo "facturar"-verb-es
"facturar"-verb-es "fakturi"-verb-eo
"honrar"-verb-es "honori"-verb-eo
"honori"-verb-eo "honrar"-verb-es
"komunigi"-verb-eo "generalizar"-verb-es
"generalizar"-verb-es "komunigi"-verb-eo
"konvinki"-verb-eo "convencer"-verb-es
"convencer"-verb-es "konvinki"-verb-eo
"plugi"-verb-eo "labrar"-verb-es
"plugi"-verb-eo "arar"-verb-es
"labrar"-verb-es "plugi"-verb-eo
"arar"-verb-es "plugi"-verb-eo
"armi"-verb-eo "armar"-verb-es
"armar"-verb-es "armi"-verb-eo
"pentri"-verb-eo "pintar"-verb-es
"pintar"-verb-es "pentri"-verb-eo
"pintar"-verb-es "farbi"-verb-eo
"farbi"-verb-eo "pintar"-verb-es
"timi"-verb-eo "temer"-verb-es
"temer"-verb-es "timi"-verb-eo
"veti"-verb-eo "apostar"-verb-es
"apostar"-verb-es "veti"-verb-eo
"revi"-verb-eo "soñar"-verb-es
"soñar"-verb-es "revi"-verb-eo
"brodi"-verb-eo "bordar"-verb-es
"bordar"-verb-es "brodi"-verb-eo
"presidir"-verb-es "prezidi"-verb-eo
"prezidi"-verb-eo "presidir"-verb-es
"encarcelar"-verb-es "enprizonigi"-verb-eo
"enprizonigi"-verb-eo "encarcelar"-verb-es
"kanti"-verb-eo "cantar"-verb-es
"cantar"-verb-es "kanti"-verb-eo
"envii"-verb-eo "envidiar"-verb-es
"envidiar"-verb-es "envii"-verb-eo
"promeni"-verb-eo "deambular"-verb-es
"promeni"-verb-eo "pasear"-verb-es
"deambular"-verb-es "promeni"-verb-eo
"pasear"-verb-es "promeni"-verb-eo
"ridi"-verb-eo "reír"-verb-es
"reír"-verb-es "ridi"-verb-eo
"fajfi"-verb-eo "silbar"-verb-es
"silbar"-verb-es "fajfi"-verb-eo
"vomitar"-verb-es "vomi"-verb-eo
"vomi"-verb-eo "vomitar"-verb-es
"kuiri"-verb-eo "cocinar"-verb-es
"cocinar"-verb-es "kuiri"-verb-eo
"instrui"-verb-eo "enseñar"-verb-es
"enseñar"-verb-es "instrui"-verb-eo
"puni"-verb-eo "castigar"-verb-es
"castigar"-verb-es "puni"-verb-eo
"kombi"-verb-eo "peinar"-verb-es
"peinar"-verb-es "kombi"-verb-eo
"ladrar"-verb-es "boji"-verb-eo
"boji"-verb-eo "ladrar"-verb-es
"pravigi"-verb-eo "justificar"-verb-es
"justificar"-verb-es "pravigi"-verb-eo
"traduki"-verb-eo "traducir"-verb-es
"traducir"-verb-es "traduki"-verb-eo
"riĉigi"-verb-eo "enriquecer"-verb-es
"enriquecer"-verb-es "riĉigi"-verb-eo
"doti"-verb-eo "dotar"-verb-es
"dotar"-verb-es "doti"-verb-eo
"konsoli"-verb-eo "consolar"-verb-es
"consolar"-verb-es "konsoli"-verb-eo
"analizar"-verb-es "analizi"-verb-eo
"analizi"-verb-eo "analizar"-verb-es
"legi"-verb-eo "leer"-verb-es
"leer"-verb-es "legi"-verb-eo
"bailar"-verb-es "danci"-verb-eo
"danci"-verb-eo "bailar"-verb-es
"kovi"-verb-eo "empollar"-verb-es
"empollar"-verb-es "kovi"-verb-eo
"dependi"-verb-eo "depender"-verb-es
"depender"-verb-es "dependi"-verb-eo
"ĝisdatigi"-verb-eo "actualizar"-verb-es
"actualizar"-verb-es "ĝisdatigi"-verb-eo
"reformi"-verb-eo "reformar"-verb-es
"reformar"-verb-es "reformi"-verb-eo
"datiĝi"-verb-eo "datar"-verb-es
"datiĝi"-verb-eo "fechar"-verb-es
"datar"-verb-es "datiĝi"-verb-eo
"fechar"-verb-es "datiĝi"-verb-eo
"profundigi"-verb-eo "profundizar"-verb-es
"profundigi"-verb-eo "ahondar"-verb-es
"profundizar"-verb-es "profundigi"-verb-eo
"ahondar"-verb-es "profundigi"-verb-eo
"civilizi"-verb-eo "civilizar"-verb-es
"civilizar"-verb-es "civilizi"-verb-eo
"admiri"-verb-eo "admirar"-verb-es
"admirar"-verb-es "admiri"-verb-eo
"sidigi"-verb-eo "sentar"-verb-es
"sentar"-verb-es "sidigi"-verb-eo
"sentar"-verb-es "sidi"-verb-eo
"sidi"-verb-eo "sentar"-verb-es
"ori"-verb-eo "dorar"-verb-es
"dorar"-verb-es "ori"-verb-eo
"troigi"-verb-eo "exagerar"-verb-es
"exagerar"-verb-es "troigi"-verb-eo
"diferencigi"-verb-eo "diferenciar"-verb-es
"diferenciar"-verb-es "diferencigi"-verb-eo
"servi"-verb-eo "servir"-verb-es
"servir"-verb-es "servi"-verb-eo
"rideti"-verb-eo "sonreír"-verb-es
"sonreír"-verb-es "rideti"-verb-eo
"kudri"-verb-eo "coser"-verb-es
"coser"-verb-es "kudri"-verb-eo
"meriti"-verb-eo "merecer"-verb-es
"merecer"-verb-es "meriti"-verb-eo
"bruligi"-verb-eo "quemar"-verb-es
"bruligi"-verb-eo "arder"-verb-es
"quemar"-verb-es "bruligi"-verb-eo
"arder"-verb-es "bruligi"-verb-eo
"minimumigi"-verb-eo "minimizar"-verb-es
"minimizar"-verb-es "minimumigi"-verb-eo
"fumi"-verb-eo "fumar"-verb-es
"fumar"-verb-es "fumi"-verb-eo
"neŭtrigi"-verb-eo "neutralizar"-verb-es
"neutralizar"-verb-es "neŭtrigi"-verb-eo
"naĝi"-verb-eo "nadar"-verb-es
"nadar"-verb-es "naĝi"-verb-eo
"respekti"-verb-eo "respetar"-verb-es
"respetar"-verb-es "respekti"-verb-eo
"decidi"-verb-eo "decidir"-verb-es
"decidir"-verb-es "decidi"-verb-eo
"aparteni"-verb-eo "pertenecer"-verb-es
"pertenecer"-verb-es "aparteni"-verb-eo
"pesi"-verb-eo "pesar"-verb-es
"pesar"-verb-es "pesi"-verb-eo
"morti"-verb-eo "morir"-verb-es
"morti"-verb-eo "fallecer"-verb-es
"morir"-verb-es "morti"-verb-eo
"fallecer"-verb-es "morti"-verb-eo
"surpreni"-verb-eo "asumir"-verb-es
"asumir"-verb-es "surpreni"-verb-eo
"suponer"-verb-es "supozi"-verb-eo
"supozi"-verb-eo "suponer"-verb-es
"trinki"-verb-eo "beber"-verb-es
"beber"-verb-es "trinki"-verb-eo
"Alabamo"-properNoun-eo "Alabama"-properNoun-es
"Alabama"-properNoun-es "Alabamo"-properNoun-eo
"Ankara"-properNoun-es "Ankaro"-properNoun-eo
"Ankaro"-properNoun-eo "Ankara"-properNoun-es
"Arizono"-properNoun-eo "Arizona"-properNoun-es
"Arizona"-properNoun-es "Arizono"-properNoun-eo
"Arkansaso"-properNoun-eo "Arkansas"-properNoun-es
"Arkansas"-properNoun-es "Arkansaso"-properNoun-eo
"Benín"-properNoun-es "Benino"-properNoun-eo
"Benino"-properNoun-eo "Benín"-properNoun-es
"Damasco"-properNoun-es "Damasko"-properNoun-eo
"Damasko"-properNoun-eo "Damasco"-properNoun-es
"Havajo"-properNoun-eo "Hawái"-properNoun-es
"Hawái"-properNoun-es "Havajo"-properNoun-eo
"ruidosamente"-adverb-es "brue"-adverb-eo
"brue"-adverb-eo "ruidosamente"-adverb-es
"proporcionalmente"-adverb-es "proporcie"-adverb-eo
"proporcie"-adverb-eo "proporcionalmente"-adverb-es
"dieciocho"-numeral-es "dek ok"-numeral-eo
"dek ok"-numeral-eo "dieciocho"-numeral-es
"once"-numeral-es "dek unu"-numeral-eo
"dek unu"-numeral-eo "once"-numeral-es
"catorce"-numeral-es "dek kvar"-numeral-eo
"dek kvar"-numeral-eo "catorce"-numeral-es
"diecinueve"-numeral-es "dek naŭ"-numeral-eo
"dek naŭ"-numeral-eo "diecinueve"-numeral-es
"diecisiete"-numeral-es "dek sep"-numeral-eo
"dek sep"-numeral-eo "diecisiete"-numeral-es
"dieciséis"-numeral-es "dek ses"-numeral-eo
"dek ses"-numeral-eo "dieciséis"-numeral-es
"trece"-numeral-es "dek tri"-numeral-eo
"dek tri"-numeral-eo "trece"-numeral-es
"estacional"-adjective-es "sezona"-adjective-eo
"sezona"-adjective-eo "estacional"-adjective-es
"consonancia"-noun-es "konsonanco"-noun-eo
"konsonanco"-noun-eo "consonancia"-noun-es
"primo"-noun-es "kuzo"-noun-eo
"kuzo"-noun-eo "primo"-noun-es
"delikteco"-noun-eo "delincuencia"-noun-es
"delincuencia"-noun-es "delikteco"-noun-eo
"diáspora"-noun-es "diasporo"-noun-eo
"diasporo"-noun-eo "diáspora"-noun-es
"desproporción"-noun-es "misproporcio"-noun-eo
"misproporcio"-noun-eo "desproporción"-noun-es
"diversiĝo"-noun-eo "diversificación"-noun-es
"diversificación"-noun-es "diversiĝo"-noun-eo
"diversificación"-noun-es "diversigo"-noun-eo
"diversigo"-noun-eo "diversificación"-noun-es
"frescor"-noun-es "freŝeco"-noun-eo
"freŝeco"-noun-eo "frescor"-noun-es
"fundamentalista"-noun-es "fundamentisto"-noun-eo
"fundamentisto"-noun-eo "fundamentalista"-noun-es
"analfabeteco"-noun-eo "analfabetismo"-noun-es
"analfabetismo"-noun-es "analfabeteco"-noun-eo
"moratoria"-noun-es "moratorio"-noun-eo
"moratorio"-noun-eo "moratoria"-noun-es
"patología"-noun-es "patologio"-noun-eo
"patologio"-noun-eo "patología"-noun-es
"turba"-noun-es "torfo"-noun-eo
"torfo"-noun-eo "turba"-noun-es
"mutualidad"-noun-es "mutualeco"-noun-eo
"mutualeco"-noun-eo "mutualidad"-noun-es
"redistribuo"-noun-eo "redistribución"-noun-es
"redistribución"-noun-es "redistribuo"-noun-eo
"reintegración"-noun-es "reintegriĝo"-noun-eo
"reintegriĝo"-noun-eo "reintegración"-noun-es
"ventolado"-noun-eo "ventilación"-noun-es
"ventilación"-noun-es "ventolado"-noun-eo
"anarkia"-adjective-eo "anárquico"-adjective-es
"anárquico"-adjective-es "anarkia"-adjective-eo
"biokemia"-adjective-eo "bioquímico"-adjective-es
"bioquímico"-adjective-es "biokemia"-adjective-eo
"logístico"-adjective-es "logistika"-adjective-eo
"logístico"-adjective-es "loĝistika"-adjective-eo
"logistika"-adjective-eo "logístico"-adjective-es
"loĝistika"-adjective-eo "logístico"-adjective-es
"mistika"-adjective-eo "místico"-adjective-es
"místico"-adjective-es "mistika"-adjective-eo
"ortográfico"-adjective-es "ortografia"-adjective-eo
"ortografia"-adjective-eo "ortográfico"-adjective-es
"preda"-adjective-eo "depredador"-adjective-es
"depredador"-adjective-es "preda"-adjective-eo
"kutimi"-verb-eo "acostumbrar"-verb-es
"acostumbrar"-verb-es "kutimi"-verb-eo
"anigi"-verb-eo "afiliar"-verb-es
"afiliar"-verb-es "anigi"-verb-eo
"aplaŭdi"-verb-eo "aplaudir"-verb-es
"aplaudir"-verb-es "aplaŭdi"-verb-eo
"kontakti"-verb-eo "contactar"-verb-es
"contactar"-verb-es "kontakti"-verb-eo
"kunordigi"-verb-eo "coordinar"-verb-es
"coordinar"-verb-es "kunordigi"-verb-eo
"debati"-verb-eo "debatir"-verb-es
"debatir"-verb-es "debati"-verb-eo
"debutar"-verb-es "debuti"-verb-eo
"debuti"-verb-eo "debutar"-verb-es
"distri"-verb-eo "distraer"-verb-es
"distraer"-verb-es "distri"-verb-eo
"dokumenti"-verb-eo "documentar"-verb-es
"documentar"-verb-es "dokumenti"-verb-eo
"elvoki"-verb-eo "evocar"-verb-es
"evocar"-verb-es "elvoki"-verb-eo
"improvizi"-verb-eo "improvisar"-verb-es
"improvisar"-verb-es "improvizi"-verb-eo
"industriigi"-verb-eo "industrializar"-verb-es
"industrializar"-verb-es "industriigi"-verb-eo
"intermeti"-verb-eo "interponer"-verb-es
"interponer"-verb-es "intermeti"-verb-eo
"lerni"-verb-eo "aprender"-verb-es
"aprender"-verb-es "lerni"-verb-eo
"prioritatigi"-verb-eo "priorizar"-verb-es
"priorizar"-verb-es "prioritatigi"-verb-eo
"proklami"-verb-eo "proclamar"-verb-es
"proclamar"-verb-es "proklami"-verb-eo
"ŝviti"-verb-eo "sudar"-verb-es
"sudar"-verb-es "ŝviti"-verb-eo
"coronar"-verb-es "kroni"-verb-eo
"kroni"-verb-eo "coronar"-verb-es
"Alsacia"-properNoun-es "Alzaco"-properNoun-eo
"Alzaco"-properNoun-eo "Alsacia"-properNoun-es
"Arubo"-properNoun-eo "Aruba"-properNoun-es
"Aruba"-properNoun-es "Arubo"-properNoun-eo
"Yibuti"-properNoun-es "Ĝibutio"-properNoun-eo
"Ĝibutio"-properNoun-eo "Yibuti"-properNoun-es
"laĉi"-verb-eo "abrochar"-verb-es
"abrochar"-verb-es "laĉi"-verb-eo
"arrendajo"-noun-es "garolo"-noun-eo
"garolo"-noun-eo "arrendajo"-noun-es
"cristalino"-adjective-es "kristala"-adjective-eo
"kristala"-adjective-eo "cristalino"-adjective-es
"despliegue"-noun-es "deplojo"-noun-eo
"deplojo"-noun-eo "despliegue"-noun-es
"genealógico"-adjective-es "genealogia"-adjective-eo
"genealogia"-adjective-eo "genealógico"-adjective-es
"idioma"-adjective-eo "idiomático"-adjective-es
"idiomático"-adjective-es "idioma"-adjective-eo
"organizar"-verb-es "organizi"-verb-eo
"organizi"-verb-eo "organizar"-verb-es
"multiplicación"-noun-es "multipliko"-noun-eo
"multipliko"-noun-eo "multiplicación"-noun-es
"adolescente"-adjective-es "adoleska"-adjective-eo
"adoleska"-adjective-eo "adolescente"-adjective-es
"Argel"-properNoun-es "Alĝero"-properNoun-eo
"Alĝero"-properNoun-eo "Argel"-properNoun-es
"viruela"-noun-es "variolo"-noun-eo
"variolo"-noun-eo "viruela"-noun-es
"fascini"-verb-eo "fascinar"-verb-es
"fascinar"-verb-es "fascini"-verb-eo
"mobilizi"-verb-eo "movilizar"-verb-es
"movilizar"-verb-es "mobilizi"-verb-eo
"circular"-noun-es "cirkulero"-noun-eo
"cirkulero"-noun-eo "circular"-noun-es
"miljara"-adjective-eo "milenario"-adjective-es
"milenario"-adjective-es "miljara"-adjective-eo
"ĝemela"-adjective-eo "gemelo"-adjective-es
"gemelo"-adjective-es "ĝemela"-adjective-eo
"Bretonio"-properNoun-eo "Bretaña"-properNoun-es
"Bretaña"-properNoun-es "Bretonio"-properNoun-eo
"Perpinjano"-properNoun-eo "Perpiñán"-properNoun-es
"Perpiñán"-properNoun-es "Perpinjano"-properNoun-eo
