"absceso"-noun-es "abceso"-noun-eo
"incandescentemente"-adverb-es "inkandeske"-adverb-eo
"dupo"-noun-eo "incauto"-noun-es
"dupo"-noun-eo "pardillo"-noun-es
"incauto"-noun-es "dupo"-noun-eo
"pardillo"-noun-es "dupo"-noun-eo
"komenciĝanta"-adjective-eo "incipiente"-adjective-es
"incipiente"-adjective-es "komenciĝanta"-adjective-eo
"komenciĝante"-adverb-eo "incipientemente"-adverb-es
"incipientemente"-adverb-es "komenciĝante"-adverb-eo
"klinite"-adverb-eo "inclinadamente"-adverb-es
"inclinadamente"-adverb-es "klinite"-adverb-eo
"nekohere"-adverb-eo "inconsistentemente"-adverb-es
"inconsistentemente"-adverb-es "nekohere"-adverb-eo
"senkolore"-adverb-eo "incoloramente"-adverb-es
"incoloramente"-adverb-es "senkolore"-adverb-eo
"nekongrue"-adverb-eo "incompatiblemente"-adverb-es
"nekongrue"-adverb-eo "incongruentemente"-adverb-es
"incompatiblemente"-adverb-es "nekongrue"-adverb-eo
"incongruentemente"-adverb-es "nekongrue"-adverb-eo
"miskomprenite"-adverb-eo "incomprendidamente"-adverb-es
"incomprendidamente"-adverb-es "miskomprenite"-adverb-eo
"miskomprenita"-adjective-eo "incomprendido"-adjective-es
"incomprendido"-adjective-es "miskomprenita"-adjective-eo
"nefinite"-adverb-eo "inconclusamente"-adverb-es
"inconclusamente"-adverb-es "nefinite"-adverb-eo
"senkonekse"-adverb-eo "inconexamente"-adverb-es
"inconexamente"-adverb-es "senkonekse"-adverb-eo
"nekonsekvence"-adverb-eo "inconsecuentemente"-adverb-es
"inconsecuentemente"-adverb-es "nekonsekvence"-adverb-eo
"nekonstitucie"-adverb-eo "inconstitucionalmente"-adverb-es
"inconstitucionalmente"-adverb-es "nekonstitucie"-adverb-eo
"nekredeme"-adverb-eo "incrédulamente"-adverb-es
"incrédulamente"-adverb-es "nekredeme"-adverb-eo
"akuze"-adverb-eo "inculpatoriamente"-adverb-es
"inculpatoriamente"-adverb-es "akuze"-adverb-eo
"inculpatoriamente"-adverb-es "kulpige"-adverb-eo
"kulpige"-adverb-eo "inculpatoriamente"-adverb-es
"nekuraceble"-adverb-eo "incurablemente"-adverb-es
"incurablemente"-adverb-es "nekuraceble"-adverb-eo
"nedefendeble"-adverb-eo "indefendiblemente"-adverb-es
"indefendiblemente"-adverb-es "nedefendeble"-adverb-eo
"sendefende"-adverb-eo "indefensamente"-adverb-es
"indefensamente"-adverb-es "sendefende"-adverb-eo
"nedetermino"-noun-eo "indeterminación"-noun-es
"indeterminación"-noun-es "nedetermino"-noun-eo
"nedeterminisma"-adjective-eo "indeterminista"-adjective-es
"indeterminista"-adjective-es "nedeterminisma"-adjective-eo
"indeterminista"-adjective-es "nedeterminista"-adjective-eo
"nedeterminista"-adjective-eo "indeterminista"-adjective-es
"nedeterministo"-noun-eo "indeterminista"-noun-es
"indeterminista"-noun-es "nedeterministo"-noun-eo
"indiĝeniĝo"-noun-eo "indigenización"-noun-es
"indigenización"-noun-es "indiĝeniĝo"-noun-eo
"indigenización"-noun-es "indiĝenigo"-noun-eo
"indiĝenigo"-noun-eo "indigenización"-noun-es
"malfacile digesteble"-adverb-eo "indigestamente"-adverb-es
"indigestamente"-adverb-es "malfacile digesteble"-adverb-eo
"malfacile digestebla"-adjective-eo "indigesto"-adjective-es
"indigesto"-adjective-es "malfacile digestebla"-adjective-eo
"indignito"-noun-eo "indignado"-noun-es
"indignado"-noun-es "indignito"-noun-eo
"sendiskriminacia"-adjective-eo "indiscriminado"-adjective-es
"indiscriminado"-adjective-es "sendiskriminacia"-adjective-eo
"malsanete"-adverb-eo "indispuestamente"-adverb-es
"indispuestamente"-adverb-es "malsanete"-adverb-eo
"industriigite"-adverb-eo "industrializadamente"-adverb-es
"industrializadamente"-adverb-es "industriigite"-adverb-eo
"industriigita"-adjective-eo "industrializado"-adjective-es
"industrializado"-adjective-es "industriigita"-adjective-eo
"malstabile"-adverb-eo "inestablemente"-adverb-es
"inestablemente"-adverb-es "malstabile"-adverb-eo
"sensperte"-adverb-eo "inexpertamente"-adverb-es
"inexpertamente"-adverb-es "sensperte"-adverb-eo
"ne esplorita"-adjective-eo "inexplorado"-adjective-es
"inexplorado"-adjective-es "ne esplorita"-adjective-eo
"reĝidino"-noun-eo "infanta"-noun-es
"infanta"-noun-es "reĝidino"-noun-eo
"pli malalta ol"-preposition-eo "inferior a"-preposition-es
"inferior a"-preposition-es "pli malalta ol"-preposition-eo
"malsupere"-adverb-eo "inferiormente"-adverb-es
"inferiormente"-adverb-es "malsupere"-adverb-eo
"inflame"-adverb-eo "inflamadamente"-adverb-es
"inflamadamente"-adverb-es "inflame"-adverb-eo
"neflekseble"-adverb-eo "inflexiblemente"-adverb-es
"inflexiblemente"-adverb-es "neflekseble"-adverb-eo
"influebla"-adjective-eo "influenciable"-adjective-es
"influenciable"-adjective-es "influebla"-adjective-eo
"influeble"-adverb-eo "influenciablemente"-adverb-es
"influenciablemente"-adverb-es "influeble"-adverb-eo
"influe"-adverb-eo "influyentemente"-adverb-es
"influyentemente"-adverb-es "influe"-adverb-eo
"netransireble"-adverb-eo "infranqueablemente"-adverb-es
"infranqueablemente"-adverb-es "netransireble"-adverb-eo
"transruĝe"-adverb-eo "infrarrojamente"-adverb-es
"infrarrojamente"-adverb-es "transruĝe"-adverb-eo
"malofteco"-noun-eo "infrecuencia"-noun-es
"infrecuencia"-noun-es "malofteco"-noun-eo
"senbaze"-adverb-eo "infundadamente"-adverb-es
"infundadamente"-adverb-es "senbaze"-adverb-eo
"neloĝeble"-adverb-eo "inhabitablemente"-adverb-es
"inhabitablemente"-adverb-es "neloĝeble"-adverb-eo
"inhiba"-adjective-eo "inhibidor"-adjective-es
"inhibidor"-adjective-es "inhiba"-adjective-eo
"inhibidor"-adjective-es "inhibicia"-adjective-eo
"inhibicia"-adjective-eo "inhibidor"-adjective-es
"malhumane"-adverb-eo "inhumanamente"-adverb-es
"inhumanamente"-adverb-es "malhumane"-adverb-eo
"neidentigebla"-adjective-eo "inidentificable"-adjective-es
"inidentificable"-adjective-es "neidentigebla"-adjective-eo
"neidentigeble"-adverb-eo "inidentificablemente"-adverb-es
"inidentificablemente"-adverb-es "neidentigeble"-adverb-eo
"neimiteble"-adverb-eo "inimitablemente"-adverb-es
"inimitablemente"-adverb-es "neimiteble"-adverb-eo
"mokinsulti"-verb-eo "injuriar"-verb-es
"injuriar"-verb-es "mokinsulti"-verb-eo
"nepravigite"-adverb-eo "injustificadamente"-adverb-es
"injustificadamente"-adverb-es "nepravigite"-adverb-eo
"nemature"-adverb-eo "inmaduramente"-adverb-es
"inmaduramente"-adverb-es "nemature"-adverb-eo
"neplibonigebla"-adjective-eo "inmejorable"-adjective-es
"inmejorable"-adjective-es "neplibonigebla"-adjective-eo
"neplibonigeble"-adverb-eo "inmejorablemente"-adverb-es
"inmejorablemente"-adverb-es "neplibonigeble"-adverb-eo
"nemeritite"-adverb-eo "inmerecidamente"-adverb-es
"inmerecidamente"-adverb-es "nemeritite"-adverb-eo
"tuje"-adverb-eo "inminentemente"-adverb-es
"inminentemente"-adverb-es "tuje"-adverb-eo
"malmodeste"-adverb-eo "inmodestamente"-adverb-es
"inmodestamente"-adverb-es "malmodeste"-adverb-eo
"senmortiĝo"-noun-eo "inmortalización"-noun-es
"inmortalización"-noun-es "senmortiĝo"-noun-eo
"inmortalización"-noun-es "senmortigo"-noun-eo
"senmortigo"-noun-eo "inmortalización"-noun-es
"senmotive"-adverb-eo "inmotivadamente"-adverb-es
"inmotivadamente"-adverb-es "senmotive"-adverb-eo
"senmotiva"-adjective-eo "inmotivado"-adjective-es
"inmotivado"-adjective-es "senmotiva"-adjective-eo
"inmunologo"-noun-eo "inmunólogo"-noun-es
"inmunólogo"-noun-es "inmunologo"-noun-eo
"pionire"-adverb-eo "innovadoramente"-adverb-es
"pionire"-adverb-eo "pioneramente"-adverb-es
"innovadoramente"-adverb-es "pionire"-adverb-eo
"pioneramente"-adverb-es "pionire"-adverb-eo
"sennombre"-adverb-eo "innumerablemente"-adverb-es
"innumerablemente"-adverb-es "sennombre"-adverb-eo
"senkulpulo"-noun-eo "inocente"-noun-es
"inocente"-noun-es "senkulpulo"-noun-eo
"nenoce"-adverb-eo "inocuamente"-adverb-es
"inocuamente"-adverb-es "nenoce"-adverb-eo
"senodore"-adverb-eo "inodoramente"-adverb-es
"inodoramente"-adverb-es "senodore"-adverb-eo
"neorganike"-adverb-eo "inorgánicamente"-adverb-es
"inorgánicamente"-adverb-es "neorganike"-adverb-eo
"neoksideble"-adverb-eo "inoxidablemente"-adverb-es
"inoxidablemente"-adverb-es "neoksideble"-adverb-eo
"inkvizicie"-adverb-eo "inquisitorialmente"-adverb-es
"inquisitorialmente"-adverb-es "inkvizicie"-adverb-eo
"maltranviliga"-adjective-eo "inquitante"-adjective-es
"maltranviliga"-adjective-eo "intranquilizador"-adjective-es
"maltranviliga"-adjective-eo "intranquilizante"-adjective-es
"inquitante"-adjective-es "maltranviliga"-adjective-eo
"intranquilizador"-adjective-es "maltranviliga"-adjective-eo
"intranquilizante"-adjective-es "maltranviliga"-adjective-eo
"maltranvilige"-adverb-eo "inquitantemente"-adverb-es
"maltranvilige"-adverb-eo "intranquilizadoramente"-adverb-es
"maltranvilige"-adverb-eo "intranquilizantemente"-adverb-es
"inquitantemente"-adverb-es "maltranvilige"-adverb-eo
"intranquilizadoramente"-adverb-es "maltranvilige"-adverb-eo
"intranquilizantemente"-adverb-es "maltranvilige"-adverb-eo
"nesatigeble"-adverb-eo "insaciablemente"-adverb-es
"insaciablemente"-adverb-es "nesatigeble"-adverb-eo
"malsalubra"-adjective-eo "insalubre"-adjective-es
"insalubre"-adjective-es "malsalubra"-adjective-eo
"nesupereble"-adverb-eo "insalvablemente"-adverb-es
"nesupereble"-adverb-eo "insuperablemente"-adverb-es
"insalvablemente"-adverb-es "nesupereble"-adverb-eo
"insuperablemente"-adverb-es "nesupereble"-adverb-eo
"neuzeble"-adverb-eo "inserviblemente"-adverb-es
"inserviblemente"-adverb-es "neuzeble"-adverb-eo
"bagatele"-adverb-eo "insignificantemente"-adverb-es
"insignificantemente"-adverb-es "bagatele"-adverb-eo
"malsocieteme"-adverb-eo "insociablemente"-adverb-es
"insociablemente"-adverb-es "malsocieteme"-adverb-eo
"nesolvente"-adverb-eo "insolventemente"-adverb-es
"insolventemente"-adverb-es "nesolvente"-adverb-eo
"nedaŭrigeble"-adverb-eo "insosteniblemente"-adverb-es
"insosteniblemente"-adverb-es "nedaŭrigeble"-adverb-eo
"insosteniblemente"-adverb-es "nesubteneble"-adverb-eo
"nesubteneble"-adverb-eo "insosteniblemente"-adverb-es
"instrumente"-adverb-eo "instrumentalmente"-adverb-es
"instrumentalmente"-adverb-es "instrumente"-adverb-eo
"kordinstrumento"-noun-eo "instrumento de cuerdas"-noun-es
"instrumento de cuerdas"-noun-es "kordinstrumento"-noun-eo
"neanstataŭigeble"-adverb-eo "insubstituiblemente"-adverb-es
"neanstataŭigeble"-adverb-eo "insustituiblemente"-adverb-es
"insubstituiblemente"-adverb-es "neanstataŭigeble"-adverb-eo
"insustituiblemente"-adverb-es "neanstataŭigeble"-adverb-eo
"senguste"-adverb-eo "insípidamente"-adverb-es
"insípidamente"-adverb-es "senguste"-adverb-eo
"nerompite"-adverb-eo "intactamente"-adverb-es
"intactamente"-adverb-es "nerompite"-adverb-eo
"malĝustatempe"-adverb-eo "intempestivamente"-adverb-es
"intempestivamente"-adverb-es "malĝustatempe"-adverb-eo
"interesate"-adverb-eo "interesadamente"-adverb-es
"interesadamente"-adverb-es "interesate"-adverb-eo
"grafika fasado"-noun-eo "interfaz gráfica de usuario"-noun-es
"interfaz gráfica de usuario"-noun-es "grafika fasado"-noun-eo
"interlingvistika"-adjective-eo "interlingüístico"-adjective-es
"interlingüístico"-adjective-es "interlingvistika"-adjective-eo
"intere"-adverb-eo "intermediamente"-adverb-es
"intermediamente"-adverb-es "intere"-adverb-eo
"internacieco"-noun-eo "internacionalidad"-noun-es
"internacionalidad"-noun-es "internacieco"-noun-eo
"interrilatigebla"-adjective-eo "interrelacionable"-adjective-es
"interrelacionable"-adjective-es "interrilatigebla"-adjective-eo
"memŝaltilo"-noun-eo "interruptor automático"-noun-es
"interruptor automático"-noun-es "memŝaltilo"-noun-eo
"netolereme"-adverb-eo "intolerantemente"-adverb-es
"intolerantemente"-adverb-es "netolereme"-adverb-eo
"enatoma"-adjective-eo "intraatómico"-adjective-es
"intraatómico"-adjective-es "enatoma"-adjective-eo
"netradukebla"-adjective-eo "intraducible"-adjective-es
"intraducible"-adjective-es "netradukebla"-adjective-eo
"netradukeble"-adverb-eo "intraduciblemente"-adverb-es
"intraduciblemente"-adverb-es "netradukeble"-adverb-eo
"nesurveturebla"-adjective-eo "intransitable"-adjective-es
"intransitable"-adjective-es "nesurveturebla"-adjective-eo
"nesurvetureble"-adverb-eo "intransitablemente"-adverb-es
"intransitablemente"-adverb-es "nesurvetureble"-adverb-eo
"netransitive"-adverb-eo "intransitivamente"-adverb-es
"intransitivamente"-adverb-es "netransitive"-adverb-eo
"netrakteble"-adverb-eo "intratablemente"-adverb-es
"intratablemente"-adverb-es "netrakteble"-adverb-eo
"implikite"-adverb-eo "intrincadamente"-adverb-es
"intrincadamente"-adverb-es "implikite"-adverb-eo
"intrincadamente"-adverb-es "implike"-adverb-eo
"implike"-adverb-eo "intrincadamente"-adverb-es
"enkondukanto"-noun-eo "introductor"-noun-es
"introductor"-noun-es "enkondukanto"-noun-eo
"introvertite"-adverb-eo "introvertidamente"-adverb-es
"introvertidamente"-adverb-es "introvertite"-adverb-eo
"neverŝajne"-adverb-eo "inverosímilmente"-adverb-es
"inverosímilmente"-adverb-es "neverŝajne"-adverb-eo
"senvertebre"-adverb-eo "invertebradamente"-adverb-es
"invertebradamente"-adverb-es "senvertebre"-adverb-eo
"nefareblo"-noun-eo "inviabilidad"-noun-es
"inviabilidad"-noun-es "nefareblo"-noun-eo
"neplenumeble"-adverb-eo "inviablemente"-adverb-es
"inviablemente"-adverb-es "neplenumeble"-adverb-eo
"nevenkite"-adverb-eo "invictamente"-adverb-es
"invictamente"-adverb-es "nevenkite"-adverb-eo
"nevundeble"-adverb-eo "invulnerablemente"-adverb-es
"invulnerablemente"-adverb-es "nevundeble"-adverb-eo
"invalide"-adverb-eo "inválidamente"-adverb-es
"inválidamente"-adverb-es "invalide"-adverb-eo
"Inácio"-properNoun-eo "Inácio"-properNoun-es
"Inácio"-properNoun-es "Inácio"-properNoun-eo
"nerefuteblo"-noun-eo "irrefutabilidad"-noun-es
"irrefutabilidad"-noun-es "nerefuteblo"-noun-eo
"malgraveco"-noun-eo "irrelevancia"-noun-es
"irrelevancia"-noun-es "malgraveco"-noun-eo
"nerimarkinde"-adverb-eo "irrelevantemente"-adverb-es
"irrelevantemente"-adverb-es "nerimarkinde"-adverb-eo
"neriproĉeble"-adverb-eo "irreprochablemente"-adverb-es
"irreprochablemente"-adverb-es "neriproĉeble"-adverb-eo
"nerevokeblo"-noun-eo "irrevocabilidad"-noun-es
"irrevocabilidad"-noun-es "nerevokeblo"-noun-eo
"Izabela la Katolika"-properNoun-eo "Isabel la Católica"-properNoun-es
"Isabel la Católica"-properNoun-es "Izabela la Katolika"-properNoun-eo
"izabela"-adjective-eo "isabelino"-adjective-es
"isabelino"-adjective-es "izabela"-adjective-eo
"Ioniaj Insuloj"-properNoun-eo "islas Jónicas"-properNoun-es
"islas Jónicas"-properNoun-es "Ioniaj Insuloj"-properNoun-eo
"italiĝo"-noun-eo "italianización"-noun-es
"italianización"-noun-es "italiĝo"-noun-eo
"italianización"-noun-es "italigo"-noun-eo
"italigo"-noun-eo "italianización"-noun-es
"maldekstrismo"-noun-eo "izquierdismo"-noun-es
"izquierdismo"-noun-es "maldekstrismo"-noun-eo
"senspira"-adjective-eo "jadeante"-adjective-es
"jadeante"-adjective-es "senspira"-adjective-eo
"senspire"-adverb-eo "jadeantemente"-adverb-es
"jadeantemente"-adverb-es "senspire"-adverb-eo
"anhelado"-noun-eo "jadeo"-noun-es
"jadeo"-noun-es "anhelado"-noun-eo
"jalapo"-noun-eo "jalapa"-noun-es
"jalapa"-noun-es "jalapo"-noun-eo
"bruado"-noun-eo "jaleo"-noun-es
"jaleo"-noun-es "bruado"-noun-eo
"Jalisco"-properNoun-eo "Jalisco"-properNoun-es
"Jalisco"-properNoun-es "Jalisco"-properNoun-eo
"jansenismo"-noun-eo "jansenismo"-noun-es
"jansenismo"-noun-es "jansenismo"-noun-eo
"jansenisma"-adjective-eo "jansenista"-adjective-es
"jansenista"-adjective-es "jansenisma"-adjective-eo
"jansenista"-adjective-es "jansenista"-adjective-eo
"jansenista"-adjective-eo "jansenista"-adjective-es
"jansenisto"-noun-eo "jansenista"-noun-es
"jansenista"-noun-es "jansenisto"-noun-eo
"ladana cisto"-noun-eo "jara"-noun-es
"jara"-noun-es "ladana cisto"-noun-eo
"ĥasidismo"-noun-eo "jasidismo"-noun-es
"jasidismo"-noun-es "ĥasidismo"-noun-eo
"Kuklando"-properNoun-eo "Jauja"-properNoun-es
"Jauja"-properNoun-es "Kuklando"-properNoun-eo
"ŝerceme"-adverb-eo "jocosamente"-adverb-es
"jocosamente"-adverb-es "ŝerceme"-adverb-eo
"ionia"-adjective-eo "jonio"-adjective-es
"ionia"-adjective-eo "jónico"-adjective-es
"jonio"-adjective-es "ionia"-adjective-eo
"jónico"-adjective-es "ionia"-adjective-eo
"jónico"-adjective-es "ionika"-adjective-eo
"ionika"-adjective-eo "jónico"-adjective-es
"ioniano"-noun-eo "jonio"-noun-es
"ioniano"-noun-eo "jónico"-noun-es
"jonio"-noun-es "ioniano"-noun-eo
"jónico"-noun-es "ioniano"-noun-eo
"ĝiba"-adjective-eo "jorobado"-adjective-es
"jorobado"-adjective-es "ĝiba"-adjective-eo
"prifiki"-verb-eo "jorobar"-verb-es
"jorobar"-verb-es "prifiki"-verb-eo
"José Luis"-properNoun-eo "José Luis"-properNoun-es
"José Luis"-properNoun-es "José Luis"-properNoun-eo
"juneta"-adjective-eo "jovencito"-adjective-es
"juneta"-adjective-eo "jovenzuelo"-adjective-es
"jovencito"-adjective-es "juneta"-adjective-eo
"jovenzuelo"-adjective-es "juneta"-adjective-eo
"junuleto"-noun-eo "jovencito"-noun-es
"junuleto"-noun-eo "jovenzuelo"-noun-es
"jovencito"-noun-es "junuleto"-noun-eo
"jovenzuelo"-noun-es "junuleto"-noun-eo
"emerite"-adverb-eo "jubiladamente"-adverb-es
"jubiladamente"-adverb-es "emerite"-adverb-eo
"jud-hispana"-adjective-eo "judeoespañol"-adjective-es
"judeoespañol"-adjective-es "jud-hispana"-adjective-eo
"jude"-adverb-eo "judíamente"-adverb-es
"judíamente"-adverb-es "jude"-adverb-eo
"damludi"-verb-eo "jugar a las damas"-verb-es
"jugar a las damas"-verb-es "damludi"-verb-eo
"menestrelo"-noun-eo "juglar"-noun-es
"juglar"-noun-es "menestrelo"-noun-eo
"pravigite"-adverb-eo "justificadamente"-adverb-es
"justificadamente"-adverb-es "pravigite"-adverb-eo
"pravigita"-adjective-eo "justificado"-adjective-es
"justificado"-adjective-es "pravigita"-adjective-eo
"justulo"-noun-eo "justo"-noun-es
"justo"-noun-es "justulo"-noun-eo
"june"-adverb-eo "juvenilmente"-adverb-es
"juvenilmente"-adverb-es "june"-adverb-eo
"Karanka"-properNoun-eo "Karanka"-noun-es
"Karanka"-noun-es "Karanka"-properNoun-eo
"Karanka"-noun-es "Karanka"-noun-eo
"Karanka"-noun-eo "Karanka"-noun-es
"kendo"-noun-eo "kendo"-noun-es
"kendo"-noun-es "kendo"-noun-eo
"keniano"-noun-eo "keniata"-noun-es
"keniata"-noun-es "keniano"-noun-eo
"kenia"-adjective-eo "keniata"-adjective-es
"keniata"-adjective-es "kenia"-adjective-eo
"kejnsano"-noun-eo "keynesiano"-noun-es
"keynesiano"-noun-es "kejnsano"-noun-eo
"KGB"-noun-eo "KGB"-noun-es
"KGB"-noun-es "KGB"-noun-eo
"kilolitro"-noun-eo "kilolitro"-noun-es
"kilolitro"-noun-es "kilolitro"-noun-eo
"kungfuo"-noun-eo "kung-fu"-noun-es
"kung-fu"-noun-es "kungfuo"-noun-eo
"la"-noun-eo "la"-noun-es
"la"-noun-es "la"-noun-eo
"la Sankta Manĝo"-properNoun-eo "la última cena"-properNoun-es
"la última cena"-properNoun-es "la Sankta Manĝo"-properNoun-eo
"labialo"-noun-eo "labial"-noun-es
"labial"-noun-es "labialo"-noun-eo
"labore"-adverb-eo "laboralmente"-adverb-es
"laboralmente"-adverb-es "labore"-adverb-eo
"malkrispe"-adverb-eo "laciamente"-adverb-es
"laciamente"-adverb-es "malkrispe"-adverb-eo
"malkrispa"-adjective-eo "lacio"-adjective-es
"lacio"-adjective-es "malkrispa"-adjective-eo
"ftiro"-noun-eo "ladilla"-noun-es
"ladilla"-noun-es "ftiro"-noun-eo
"sekulariĝo"-noun-eo "laicalización"-noun-es
"laicalización"-noun-es "sekulariĝo"-noun-eo
"laikulo"-noun-eo "laico"-noun-es
"laico"-noun-es "laikulo"-noun-eo
"lambdacizo"-noun-eo "lambdacismo"-noun-es
"lambdacismo"-noun-es "lambdacizo"-noun-eo
"puglekulo"-noun-eo "lameculos"-noun-es
"lameculos"-noun-es "puglekulo"-noun-eo
"navedŝipo"-noun-eo "lanzadera"-noun-es
"lanzadera"-noun-es "navedŝipo"-noun-eo
"lapidare"-adverb-eo "lapidariamente"-adverb-es
"lapidariamente"-adverb-es "lapidare"-adverb-eo
"laringa"-adjective-eo "laringal"-adjective-es
"laringal"-adjective-es "laringa"-adjective-eo
"latente"-adverb-eo "latentemente"-adverb-es
"latentemente"-adverb-es "latente"-adverb-eo
"lavebla"-adjective-eo "lavable"-adjective-es
"lavable"-adjective-es "lavebla"-adjective-eo
"lavbutiko"-noun-eo "lavandería"-noun-es
"lavandería"-noun-es "lavbutiko"-noun-eo
"malstreĉite"-adverb-eo "laxamente"-adverb-es
"laxamente"-adverb-es "malstreĉite"-adverb-eo
"lojale"-adverb-eo "lealmente"-adverb-es
"lealmente"-adverb-es "lojale"-adverb-eo
"laktece"-adverb-eo "lechosamente"-adverb-es
"lechosamente"-adverb-es "laktece"-adverb-eo
"lecitino"-noun-eo "lecitina"-noun-es
"lecitina"-noun-es "lecitino"-noun-eo
"paperligaĵo"-noun-eo "legajo"-noun-es
"legajo"-noun-es "paperligaĵo"-noun-eo
"legitimanto"-noun-eo "legitimador"-noun-es
"legitimador"-noun-es "legitimanto"-noun-eo
"legitimanta"-adjective-eo "legitimador"-adjective-es
"legitimador"-adjective-es "legitimanta"-adjective-eo
"lempiro"-noun-eo "lempira"-noun-es
"lempira"-noun-es "lempiro"-noun-eo
"ĝermana lingvo"-noun-eo "lengua germánica"-noun-es
"lengua germánica"-noun-es "ĝermana lingvo"-noun-eo
"Leopold"-properNoun-eo "Leopold"-properNoun-es
"Leopold"-properNoun-es "Leopold"-properNoun-eo
"leptono"-noun-eo "leptón"-noun-es
"leptón"-noun-es "leptono"-noun-eo
"lignaĵo"-noun-eo "leño"-noun-es
"leño"-noun-es "lignaĵo"-noun-eo
"liberale"-adverb-eo "liberal"-adverb-es
"liberale"-adverb-eo "liberalmente"-adverb-es
"liberal"-adverb-es "liberale"-adverb-eo
"liberalmente"-adverb-es "liberale"-adverb-eo
"liberiganto"-noun-eo "libertador"-noun-es
"libertador"-noun-es "liberiganto"-noun-eo
"liberiga"-adjective-eo "libertador"-adjective-es
"libertador"-adjective-es "liberiga"-adjective-eo
"liberecane"-adverb-eo "libertariamente"-adverb-es
"libertariamente"-adverb-es "liberecane"-adverb-eo
"libertarianismo"-noun-eo "libertarismo"-noun-es
"libertarismo"-noun-es "libertarianismo"-noun-eo
"diboĉeme"-adverb-eo "libertinamente"-adverb-es
"diboĉeme"-adverb-eo "marchosamente"-adverb-es
"libertinamente"-adverb-es "diboĉeme"-adverb-eo
"marchosamente"-adverb-es "diboĉeme"-adverb-eo
"ritlibro"-noun-eo "libro ritual"-noun-es
"libro ritual"-noun-es "ritlibro"-noun-eo
"loglibro"-noun-eo "libro de a bordo"-noun-es
"libro de a bordo"-noun-es "loglibro"-noun-eo
"toreado"-noun-eo "lidia"-noun-es
"toreado"-noun-eo "tauromaquia"-noun-es
"lidia"-noun-es "toreado"-noun-eo
"tauromaquia"-noun-es "toreado"-noun-eo
"liliputa"-adjective-eo "liliputiense"-adjective-es
"liliputiense"-adjective-es "liliputa"-adjective-eo
"limano"-noun-eo "limeño"-noun-es
"limeño"-noun-es "limano"-noun-eo
"limigite"-adverb-eo "limitadamente"-adverb-es
"limitadamente"-adverb-es "limigite"-adverb-eo
"linsemo"-noun-eo "linaza"-noun-es
"linaza"-noun-es "linsemo"-noun-eo
"Lincoln"-properNoun-eo "Lincoln"-properNoun-es
"Lincoln"-properNoun-eo "Lincoln"-noun-es
"Lincoln"-properNoun-es "Lincoln"-properNoun-eo
"Lincoln"-properNoun-es "Lincoln"-noun-eo
"Lincoln"-noun-es "Lincoln"-properNoun-eo
"Lincoln"-noun-es "Lincoln"-noun-eo
"Lincoln"-noun-eo "Lincoln"-properNoun-es
"Lincoln"-noun-eo "Lincoln"-noun-es
"linotipo"-noun-eo "linotipia"-noun-es
"linotipo"-noun-eo "linotipo"-noun-es
"linotipia"-noun-es "linotipo"-noun-eo
"linotipo"-noun-es "linotipo"-noun-eo
"lisbona"-adjective-eo "lisboeta"-adjective-es
"lisboeta"-adjective-es "lisbona"-adjective-eo
"lisbonano"-noun-eo "lisboeta"-noun-es
"lisboeta"-noun-es "lisbonano"-noun-eo
"vojbordero"-noun-eo "lisera"-noun-es
"lisera"-noun-es "vojbordero"-noun-eo
"printite"-adverb-eo "listadamente"-adverb-es
"listadamente"-adverb-es "printite"-adverb-eo
"printita"-adjective-eo "listado"-adjective-es
"listado"-adjective-es "printita"-adjective-eo
"litargiro"-noun-eo "litargirio"-noun-es
"litargirio"-noun-es "litargiro"-noun-eo
"literature"-adverb-eo "literariamente"-adverb-es
"literariamente"-adverb-es "literature"-adverb-eo
"ŝtormlampo"-noun-eo "literna"-noun-es
"literna"-noun-es "ŝtormlampo"-noun-eo
"litino"-noun-eo "litina"-noun-es
"litina"-noun-es "litino"-noun-eo
"nomite"-adverb-eo "llamadamente"-adverb-es
"llamadamente"-adverb-es "nomite"-adverb-eo
"nomita"-adjective-eo "llamado"-adjective-es
"llamado"-adjective-es "nomita"-adjective-eo
"okulfrape"-adverb-eo "llamativamente"-adverb-es
"okulfrape"-adverb-eo "vistosamente"-adverb-es
"llamativamente"-adverb-es "okulfrape"-adverb-eo
"vistosamente"-adverb-es "okulfrape"-adverb-eo
"radrondo"-noun-eo "llanta"-noun-es
"llanta"-noun-es "radrondo"-noun-eo
"tio, kion asertis"-preposition-eo "lo afirmado por"-preposition-es
"lo afirmado por"-preposition-es "tio, kion asertis"-preposition-eo
"la kontraŭo"-noun-eo "lo contrario"-noun-es
"lo contrario"-noun-es "la kontraŭo"-noun-eo
"lo contrario"-noun-es "la malo"-noun-eo
"la malo"-noun-eo "lo contrario"-noun-es
"lobelio"-noun-eo "lobelia"-noun-es
"lobelia"-noun-es "lobelio"-noun-eo
"lokomobilo"-noun-eo "locomóvil"-noun-es
"locomóvil"-noun-es "lokomobilo"-noun-eo
"logogrifo"-noun-eo "logogrifo"-noun-es
"logogrifo"-noun-es "logogrifo"-noun-eo
"la Katolikaj Gereĝoj"-properNoun-eo "los Reyes Católicos"-properNoun-es
"los Reyes Católicos"-properNoun-es "la Katolikaj Gereĝoj"-properNoun-eo
"unuj de la aliaj"-adverb-eo "los unos de los otros"-adverb-es
