"Hermes"-properNoun-fr "Hermes"-properNoun-es
"soixante-onze"-numeral-fr "setenta y uno"-numeral-es
"setenta y uno"-numeral-es "soixante-onze"-numeral-fr
"Berango"-properNoun-fr "Berango"-properNoun-es
"Berango"-properNoun-es "Berango"-properNoun-fr
"prévente"-noun-fr "preventa"-noun-es
"preventa"-noun-es "prévente"-noun-fr
"Santoña"-properNoun-fr "Santoña"-properNoun-es
"Santoña"-properNoun-es "Santoña"-properNoun-fr
"Aller"-properNoun-fr "Aller"-properNoun-es
"Aller"-properNoun-es "Aller"-properNoun-fr
"Aribe"-properNoun-fr "Aribe"-properNoun-es
"Aribe"-properNoun-es "Aribe"-properNoun-fr
"Samertolameu"-properNoun-fr "Samertolameu"-properNoun-es
"Samertolameu"-properNoun-es "Samertolameu"-properNoun-fr
"maure"-noun-fr "moro"-noun-es
"moro"-noun-es "maure"-noun-fr
"utilisabilité"-noun-fr "usabilidad"-noun-es
"usabilidad"-noun-es "utilisabilité"-noun-fr
"faire remarquer"-verb-fr "hacer constar"-verb-es
"hacer constar"-verb-es "faire remarquer"-verb-fr
"pénale"-adjective-fr "de lo penal"-adjective-es
"de lo penal"-adjective-es "pénale"-adjective-fr
"Lagun Aro"-properNoun-fr "Lagun Aro"-properNoun-es
"Lagun Aro"-properNoun-es "Lagun Aro"-properNoun-fr
"Aretxabaleta"-properNoun-fr "Aretxabaleta"-properNoun-es
"Aretxabaleta"-properNoun-es "Aretxabaleta"-properNoun-fr
"Banque Mondiale"-properNoun-fr "Banco Mundial"-properNoun-es
"Banco Mundial"-properNoun-es "Banque Mondiale"-properNoun-fr
"Lépante"-properNoun-fr "Lepanto"-properNoun-es
"Lepanto"-properNoun-es "Lépante"-properNoun-fr
"Gorliz"-properNoun-fr "Gorliz"-properNoun-es
"Gorliz"-properNoun-es "Gorliz"-properNoun-fr
"de manière satisfaisante"-adverb-fr "satisfactoriamente"-adverb-es
"satisfactoriamente"-adverb-es "de manière satisfaisante"-adverb-fr
"ré"-noun-fr "re"-noun-es
"re"-noun-es "ré"-noun-fr
"VeriSign"-properNoun-fr "VeriSign"-properNoun-es
"VeriSign"-properNoun-es "VeriSign"-properNoun-fr
"Puerto del Rosario"-properNoun-fr "Puerto del Rosario"-properNoun-es
"Puerto del Rosario"-properNoun-es "Puerto del Rosario"-properNoun-fr
"après tout"-adverb-fr "después de todo"-adverb-es
"después de todo"-adverb-es "après tout"-adverb-fr
"Ansó"-properNoun-fr "Ansó"-properNoun-es
"Ansó"-properNoun-es "Ansó"-properNoun-fr
"vénézuélien"-noun-fr "venezolano"-noun-es
"venezolano"-noun-es "vénézuélien"-noun-fr
"cocktail molotov"-noun-fr "cóctel molotov"-noun-es
"cóctel molotov"-noun-es "cocktail molotov"-noun-fr
"vente ambulante"-noun-fr "venta callejera"-noun-es
"venta callejera"-noun-es "vente ambulante"-noun-fr
"Unanue"-properNoun-fr "Unanue"-properNoun-es
"Unanue"-properNoun-es "Unanue"-properNoun-fr
"Kortezubi"-properNoun-fr "Kortezubi"-properNoun-es
"Kortezubi"-properNoun-es "Kortezubi"-properNoun-fr
"Saint Thomas d'Aquin"-properNoun-fr "Santo Tomás de Aquino"-properNoun-es
"Santo Tomás de Aquino"-properNoun-es "Saint Thomas d'Aquin"-properNoun-fr
"syrien"-noun-fr "sirio"-noun-es
"sirio"-noun-es "syrien"-noun-fr
"neige fondue"-noun-fr "aguanieve"-noun-es
"aguanieve"-noun-es "neige fondue"-noun-fr
"de castro"-adjective-fr "castreño"-adjective-es
"castreño"-adjective-es "de castro"-adjective-fr
"Otxandio"-properNoun-fr "Otxandio"-properNoun-es
"Otxandio"-properNoun-es "Otxandio"-properNoun-fr
"Albuñol"-properNoun-fr "Albuñol"-properNoun-es
"Albuñol"-properNoun-es "Albuñol"-properNoun-fr
"inscrire au procès-verbal"-verb-fr "constar en acta"-verb-es
"constar en acta"-verb-es "inscrire au procès-verbal"-verb-fr
"mexicain"-noun-fr "mejicano"-noun-es
"mejicano"-noun-es "mexicain"-noun-fr
"Arrigorriaga"-properNoun-fr "Arrigorriaga"-properNoun-es
"Arrigorriaga"-properNoun-es "Arrigorriaga"-properNoun-fr
"Gemeaux"-properNoun-fr "Géminis"-properNoun-es
"Géminis"-properNoun-es "Gemeaux"-properNoun-fr
"largometraje"-noun-es "long métrage"-noun-fr
"long métrage"-noun-fr "largometraje"-noun-es
"à tempérement"-adverb-fr "a plazos"-adverb-es
"a plazos"-adverb-es "à tempérement"-adverb-fr
"a plazos"-adverb-es "à tempérament"-adverb-fr
"a plazos"-adverb-es "à terme"-adverb-fr
"à tempérament"-adverb-fr "a plazos"-adverb-es
"à terme"-adverb-fr "a plazos"-adverb-es
"CO2"-noun-fr "CO2"-noun-es
"CO2"-noun-es "CO2"-noun-fr
"Algorta"-properNoun-fr "Algorta"-properNoun-es
"Algorta"-properNoun-es "Algorta"-properNoun-fr
"égouts"-noun-fr "alcantarillado"-noun-es
"alcantarillado"-noun-es "égouts"-noun-fr
"sur douze mois"-adjective-fr "interanual"-adjective-es
"interanual"-adjective-es "sur douze mois"-adjective-fr
"incitation fiscale"-noun-fr "incentivo fiscal"-noun-es
"incentivo fiscal"-noun-es "incitation fiscale"-noun-fr
"politique de respect de la vie privée"-noun-fr "política de privacidad"-noun-es
"política de privacidad"-noun-es "politique de respect de la vie privée"-noun-fr
"pêche côtière"-noun-fr "pesca de bajura"-noun-es
"pesca de bajura"-noun-es "pêche côtière"-noun-fr
"DMOZ"-properNoun-fr "DMOZ"-properNoun-es
"DMOZ"-properNoun-es "DMOZ"-properNoun-fr
"Xoxe"-properNoun-fr "Xoxe"-properNoun-es
"Xoxe"-properNoun-es "Xoxe"-properNoun-fr
"seringat"-noun-fr "jeringuilla"-noun-es
"jeringuilla"-noun-es "seringat"-noun-fr
"Deba"-properNoun-fr "Deba"-properNoun-es
"Deba"-properNoun-es "Deba"-properNoun-fr
"indoeuropéen"-adjective-fr "indoeuropeo"-adjective-es
"indoeuropeo"-adjective-es "indoeuropéen"-adjective-fr
"Îles Anglo-Normandes"-properNoun-fr "Islas Anglo-Normandas"-properNoun-es
"Islas Anglo-Normandas"-properNoun-es "Îles Anglo-Normandes"-properNoun-fr
"Astillero"-properNoun-fr "Astillero"-properNoun-es
"Astillero"-properNoun-es "Astillero"-properNoun-fr
"pouls"-noun-fr "pulso"-noun-es
"pulso"-noun-es "pouls"-noun-fr
"suisse"-noun-fr "suizo"-noun-es
"suizo"-noun-es "suisse"-noun-fr
"Batura Mobile Solutions"-properNoun-fr "Batura Mobile Solutions"-properNoun-es
"Batura Mobile Solutions"-properNoun-es "Batura Mobile Solutions"-properNoun-fr
"Enée"-properNoun-fr "Eneas"-properNoun-es
"Eneas"-properNoun-es "Enée"-properNoun-fr
"Îles Turques-et-Caïques"-properNoun-fr "Islas Turcas y Caicos"-properNoun-es
"Islas Turcas y Caicos"-properNoun-es "Îles Turques-et-Caïques"-properNoun-fr
"d'Alicante"-adjective-fr "alicantino"-adjective-es
"alicantino"-adjective-es "d'Alicante"-adjective-fr
"Berastegi"-properNoun-fr "Berastegi"-properNoun-es
"Berastegi"-properNoun-es "Berastegi"-properNoun-fr
"Grand Dépression"-properNoun-fr "Gran Depresión"-properNoun-es
"Gran Depresión"-properNoun-es "Grand Dépression"-properNoun-fr
"endogène"-adjective-fr "endógeno"-adjective-es
"endógeno"-adjective-es "endogène"-adjective-fr
"Arakaldo"-properNoun-fr "Arakaldo"-properNoun-es
"Arakaldo"-properNoun-es "Arakaldo"-properNoun-fr
"SDR"-noun-fr "SDR"-noun-es
"SDR"-noun-es "SDR"-noun-fr
"pour une raison x ou y"-adverb-fr "por hache o por be"-adverb-es
"por hache o por be"-adverb-es "pour une raison x ou y"-adverb-fr
"libanais"-noun-fr "libanés"-noun-es
"libanés"-noun-es "libanais"-noun-fr
"Gessa"-properNoun-fr "Gessa"-properNoun-es
"Gessa"-properNoun-es "Gessa"-properNoun-fr
"Ìles des Amis"-properNoun-fr "Islas de los Amigos"-properNoun-es
"Islas de los Amigos"-properNoun-es "Ìles des Amis"-properNoun-fr
"Îles Aléoutiennes"-properNoun-fr "Islas Aleutianas"-properNoun-es
"Islas Aleutianas"-properNoun-es "Îles Aléoutiennes"-properNoun-fr
"Tucuman"-properNoun-fr "Tucumán"-properNoun-es
"Tucumán"-properNoun-es "Tucuman"-properNoun-fr
"journée de travail"-noun-fr "jornada de trabajo"-noun-es
"jornada de trabajo"-noun-es "journée de travail"-noun-fr
"Igorre"-properNoun-fr "Igorre"-properNoun-es
"Igorre"-properNoun-es "Igorre"-properNoun-fr
"impayé"-noun-fr "impago"-noun-es
"impago"-noun-es "impayé"-noun-fr
"faire descendre"-verb-fr "apear"-verb-es
"apear"-verb-es "faire descendre"-verb-fr
"Centaure"-properNoun-fr "Centauro"-properNoun-es
"Centauro"-properNoun-es "Centaure"-properNoun-fr
"Altsasu"-properNoun-fr "Altsasu"-properNoun-es
"Altsasu"-properNoun-es "Altsasu"-properNoun-fr
"Isuntza"-properNoun-fr "Isuntza"-properNoun-es
"Isuntza"-properNoun-es "Isuntza"-properNoun-fr
"Udalbiltza"-properNoun-fr "Udalbiltza"-properNoun-es
"Udalbiltza"-properNoun-es "Udalbiltza"-properNoun-fr
"Xénocrate"-properNoun-fr "Jenócrates"-properNoun-es
"Jenócrates"-properNoun-es "Xénocrate"-properNoun-fr
"treizième mois"-noun-fr "paga extraordinaria"-noun-es
"paga extraordinaria"-noun-es "treizième mois"-noun-fr
"ordre de paiement"-noun-fr "orden de pago"-noun-es
"orden de pago"-noun-es "ordre de paiement"-noun-fr
"d'un bout à l'autre"-adverb-fr "de principio a fin"-adverb-es
"de principio a fin"-adverb-es "d'un bout à l'autre"-adverb-fr
"chèque de voyage"-noun-fr "cheque de viaje"-noun-es
"cheque de viaje"-noun-es "chèque de voyage"-noun-fr
"Émirats Arabes Unis"-properNoun-fr "Emiratos Árabes Unidos"-properNoun-es
"Emiratos Árabes Unidos"-properNoun-es "Émirats Arabes Unis"-properNoun-fr
"sèche-cheveux"-noun-fr "secador"-noun-es
"secador"-noun-es "sèche-cheveux"-noun-fr
"Albert Ier de Monaco"-properNoun-fr "Alberto I de Mónaco"-properNoun-es
"Alberto I de Mónaco"-properNoun-es "Albert Ier de Monaco"-properNoun-fr
"Îles Marquises"-properNoun-fr "Islas Marquesas"-properNoun-es
"Islas Marquesas"-properNoun-es "Îles Marquises"-properNoun-fr
"mine de sel"-noun-fr "salina"-noun-es
"salina"-noun-es "mine de sel"-noun-fr
"paraguayen"-noun-fr "paraguayo"-noun-es
"paraguayo"-noun-es "paraguayen"-noun-fr
"Erro"-properNoun-fr "Erro"-properNoun-es
"Erro"-properNoun-es "Erro"-properNoun-fr
"aromatisation"-noun-fr "aromatización"-noun-es
"aromatización"-noun-es "aromatisation"-noun-fr
"antitchar"-adjective-fr "antitanque"-adjective-es
"antitanque"-adjective-es "antitchar"-adjective-fr
"athlète"-adjective-fr "atleta"-adjective-es
"atleta"-adjective-es "athlète"-adjective-fr
"Argos"-properNoun-fr "Argos"-properNoun-es
"Argos"-properNoun-es "Argos"-properNoun-fr
"GP"-noun-fr "GP"-noun-es
"GP"-noun-es "GP"-noun-fr
"Trintxerpe"-properNoun-fr "Trintxerpe"-properNoun-es
"Trintxerpe"-properNoun-es "Trintxerpe"-properNoun-fr
"Xunqueiriña"-properNoun-fr "Xunqueiriña"-properNoun-es
"Xunqueiriña"-properNoun-es "Xunqueiriña"-properNoun-fr
"Areatza"-properNoun-fr "Areatza"-properNoun-es
"Areatza"-properNoun-es "Areatza"-properNoun-fr
"Torrejón de Ardoz"-properNoun-fr "Torrejón de Ardoz"-properNoun-es
"Torrejón de Ardoz"-properNoun-es "Torrejón de Ardoz"-properNoun-fr
"obligation convertible"-noun-fr "obligación convertible"-noun-es
"obligación convertible"-noun-es "obligation convertible"-noun-fr
"El Correo"-properNoun-fr "El Correo"-properNoun-es
"El Correo"-properNoun-es "El Correo"-properNoun-fr
"OEdipe"-properNoun-fr "Edipo"-properNoun-es
"Edipo"-properNoun-es "OEdipe"-properNoun-fr
"de riveira"-adjective-fr "riveirense"-adjective-es
"riveirense"-adjective-es "de riveira"-adjective-fr
"autres"-adjective-fr "demás"-adjective-es
"demás"-adjective-es "autres"-adjective-fr
"madrilène"-noun-fr "madrileño"-noun-es
"madrileño"-noun-es "madrilène"-noun-fr
"Ième"-adjective-fr "I"-adjective-es
"I"-adjective-es "Ième"-adjective-fr
"folk"-noun-fr "folk"-noun-es
"folk"-noun-es "folk"-noun-fr
"Tel-Aviv"-properNoun-fr "Tel Aviv"-properNoun-es
"Tel Aviv"-properNoun-es "Tel-Aviv"-properNoun-fr
"trafic de stupéfiants"-noun-fr "narcotráfico"-noun-es
"narcotráfico"-noun-es "trafic de stupéfiants"-noun-fr
"oeuvrer"-verb-fr "obrar"-verb-es
"obrar"-verb-es "oeuvrer"-verb-fr
"organization"-noun-fr "organización"-noun-es
"organización"-noun-es "organization"-noun-fr
"Île Christmas"-properNoun-fr "Isla de Navidad"-properNoun-es
"Isla de Navidad"-properNoun-es "Île Christmas"-properNoun-fr
"par retour du courrier"-adverb-fr "a vuelta de correo"-adverb-es
"a vuelta de correo"-adverb-es "par retour du courrier"-adverb-fr
"numéro de compte"-noun-fr "número de cuenta"-noun-es
"número de cuenta"-noun-es "numéro de compte"-noun-fr
"au cas où"-adverb-fr "por si acaso"-adverb-es
"por si acaso"-adverb-es "au cas où"-adverb-fr
"Amorebieta-Etxano"-properNoun-fr "Amorebieta-Etxano"-properNoun-es
"Amorebieta-Etxano"-properNoun-es "Amorebieta-Etxano"-properNoun-fr
"Tecnalia"-properNoun-fr "Tecnalia"-properNoun-es
"Tecnalia"-properNoun-es "Tecnalia"-properNoun-fr
"Maluenda"-properNoun-fr "Maluenda"-properNoun-es
"Maluenda"-properNoun-es "Maluenda"-properNoun-fr
"remontant à"-preposition-fr "proveniente de"-preposition-es
"proveniente de"-preposition-es "remontant à"-preposition-fr
"Bandar Seri Begawan"-properNoun-fr "Bandar Seri Begawan"-properNoun-es
"Bandar Seri Begawan"-properNoun-es "Bandar Seri Begawan"-properNoun-fr
"vente au détail"-noun-fr "venta al por menor"-noun-es
"venta al por menor"-noun-es "vente au détail"-noun-fr
"Aia"-properNoun-fr "Aia"-properNoun-es
"Aia"-properNoun-es "Aia"-properNoun-fr
"Relax"-properNoun-fr "Relax"-properNoun-es
"Relax"-properNoun-es "Relax"-properNoun-fr
"resbalar"-verb-es "glisser de"-verb-fr
"glisser de"-verb-fr "resbalar"-verb-es
"Moaña"-properNoun-fr "Moaña"-properNoun-es
"Moaña"-properNoun-es "Moaña"-properNoun-fr
"virement de bord"-noun-fr "ciaboga"-noun-es
"ciaboga"-noun-es "virement de bord"-noun-fr
"Conseil de sécurité des Nations unies"-properNoun-fr "Consejo de Seguridad de las Naciones Unidas"-properNoun-es
"Consejo de Seguridad de las Naciones Unidas"-properNoun-es "Conseil de sécurité des Nations unies"-properNoun-fr
"Villareal"-properNoun-fr "Villareal"-properNoun-es
"Villareal"-properNoun-es "Villareal"-properNoun-fr
"Kilometroak"-properNoun-fr "Kilometroak"-properNoun-es
"Kilometroak"-properNoun-es "Kilometroak"-properNoun-fr
"navarrais"-noun-fr "navarro"-noun-es
"navarro"-noun-es "navarrais"-noun-fr
"maghrébin"-noun-fr "magrebí"-noun-es
"magrebí"-noun-es "maghrébin"-noun-fr
"Chambre des députés"-properNoun-fr "Congreso de los Diputados"-properNoun-es
"Congreso de los Diputados"-properNoun-es "Chambre des députés"-properNoun-fr
"Allo"-properNoun-fr "Allo"-properNoun-es
"Allo"-properNoun-es "Allo"-properNoun-fr
"cabinet juridique"-noun-fr "asesoría jurídica"-noun-es
"asesoría jurídica"-noun-es "cabinet juridique"-noun-fr
"Ataun"-properNoun-fr "Ataun"-properNoun-es
"Ataun"-properNoun-es "Ataun"-properNoun-fr
"amortissement anticipée"-noun-fr "amortización anticipada"-noun-es
"amortización anticipada"-noun-es "amortissement anticipée"-noun-fr
"Aramaio"-properNoun-fr "Aramaio"-properNoun-es
"Aramaio"-properNoun-es "Aramaio"-properNoun-fr
"Castro-Urdiales"-properNoun-fr "Castro-Urdiales"-properNoun-es
"Castro-Urdiales"-properNoun-es "Castro-Urdiales"-properNoun-fr
"rôle principal"-noun-fr "protagonismo"-noun-es
"protagonismo"-noun-es "rôle principal"-noun-fr
"Aduna"-properNoun-fr "Aduna"-properNoun-es
"Aduna"-properNoun-es "Aduna"-properNoun-fr
"albanais du kosovo"-adjective-fr "albanokosovar"-adjective-es
"albanokosovar"-adjective-es "albanais du kosovo"-adjective-fr
"jusqu'à présent"-adverb-fr "hasta ahora"-adverb-es
"hasta ahora"-adverb-es "jusqu'à présent"-adverb-fr
"Alagon"-properNoun-fr "Alagón"-properNoun-es
"Alagón"-properNoun-es "Alagon"-properNoun-fr
"de vandalisme"-adjective-fr "vandálico"-adjective-es
"vandálico"-adjective-es "de vandalisme"-adjective-fr
"Urdaibai"-properNoun-fr "Urdaibai"-properNoun-es
"Urdaibai"-properNoun-es "Urdaibai"-properNoun-fr
"Organisation mondiale du tourisme"-properNoun-fr "Organización Mundial del Turismo"-properNoun-es
"Organización Mundial del Turismo"-properNoun-es "Organisation mondiale du tourisme"-properNoun-fr
"Loiu"-properNoun-fr "Loiu"-properNoun-es
"Loiu"-properNoun-es "Loiu"-properNoun-fr
"en tout point"-adverb-fr "enteramente"-adverb-es
"enteramente"-adverb-es "en tout point"-adverb-fr
"Îles Canaries"-properNoun-fr "Islas Canarias"-properNoun-es
"Islas Canarias"-properNoun-es "Îles Canaries"-properNoun-fr
"Royaume-Uni de Grande-Bretagne et d'Irlande"-properNoun-fr "Reino Unido de Gran Bretaña e Irlanda"-properNoun-es
"Reino Unido de Gran Bretaña e Irlanda"-properNoun-es "Royaume-Uni de Grande-Bretagne et d'Irlande"-properNoun-fr
"Aosta"-properNoun-fr "Aosta"-properNoun-es
"Aosta"-properNoun-es "Aosta"-properNoun-fr
"en pourcentage"-adjective-fr "porcentual"-adjective-es
"porcentual"-adjective-es "en pourcentage"-adjective-fr
"États fédérés de Micronésie"-properNoun-fr "Estados Federados de Micronesia"-properNoun-es
"Estados Federados de Micronesia"-properNoun-es "États fédérés de Micronésie"-properNoun-fr
"ikastola"-noun-fr "ikastola"-noun-es
"ikastola"-noun-es "ikastola"-noun-fr
"Pozuelo de Alarcón"-properNoun-fr "Pozuelo de Alarcón"-properNoun-es
"Pozuelo de Alarcón"-properNoun-es "Pozuelo de Alarcón"-properNoun-fr
"jj/mm/aaaa"-noun-fr "dd/mm/aaaa"-noun-es
"dd/mm/aaaa"-noun-es "jj/mm/aaaa"-noun-fr
"Mikhaïl Gorbatchev"-properNoun-fr "Mijaíl Gorbachov"-properNoun-es
"Mijaíl Gorbachov"-properNoun-es "Mikhaïl Gorbatchev"-properNoun-fr
"surprotection"-noun-fr "sobreprotección"-noun-es
"sobreprotección"-noun-es "surprotection"-noun-fr
"de cantabria"-adjective-fr "cántabro"-adjective-es
"cántabro"-adjective-es "de cantabria"-adjective-fr
"l'espace d'un instant"-adverb-fr "un momento"-adverb-es
"un momento"-adverb-es "l'espace d'un instant"-adverb-fr
"Galdakao"-properNoun-fr "Galdakao"-properNoun-es
"Galdakao"-properNoun-es "Galdakao"-properNoun-fr
"monnaie étrangère"-noun-fr "moneda extranjera"-noun-es
"moneda extranjera"-noun-es "monnaie étrangère"-noun-fr
"à il"-adjective-fr "suyo"-adjective-es
"suyo"-adjective-es "à il"-adjective-fr
"Gasteiz"-properNoun-fr "Gasteiz"-properNoun-es
"Gasteiz"-properNoun-es "Gasteiz"-properNoun-fr
"Lasarte-Oria"-properNoun-fr "Lasarte-Oria"-properNoun-es
"Lasarte-Oria"-properNoun-es "Lasarte-Oria"-properNoun-fr
"très ferme"-adjective-fr "contundente"-adjective-es
"contundente"-adjective-es "très ferme"-adjective-fr
"Ciutat"-properNoun-fr "Ciutat"-properNoun-es
"Ciutat"-properNoun-es "Ciutat"-properNoun-fr
"Guijuelo"-properNoun-fr "Guijuelo"-properNoun-es
"Guijuelo"-properNoun-es "Guijuelo"-properNoun-fr
"Grande Guerre"-properNoun-fr "Gran Guerra"-properNoun-es
"Gran Guerra"-properNoun-es "Grande Guerre"-properNoun-fr
"en espèces"-adverb-fr "en efectivo"-adverb-es
"en efectivo"-adverb-es "en espèces"-adverb-fr
"Îles Caïmans"-properNoun-fr "Islas Caimán"-properNoun-es
"Islas Caimán"-properNoun-es "Îles Caïmans"-properNoun-fr
"Sa Majesté le Roi"-noun-fr "Su Majestad el Rey"-noun-es
"Su Majestad el Rey"-noun-es "Sa Majesté le Roi"-noun-fr
"grivois"-adjective-fr "picaresco"-adjective-es
"picaresco"-adjective-es "grivois"-adjective-fr
"Khartoum"-properNoun-fr "Jartum"-properNoun-es
"Jartum"-properNoun-es "Khartoum"-properNoun-fr
"dans bien de"-preposition-fr "en la mayoría de"-preposition-es
"en la mayoría de"-preposition-es "dans bien de"-preposition-fr
"fonds publics"-noun-fr "fondo público"-noun-es
"fondo público"-noun-es "fonds publics"-noun-fr
"Artziniega"-properNoun-fr "Artziniega"-properNoun-es
"Artziniega"-properNoun-es "Artziniega"-properNoun-fr
"Carthagène des Indes"-properNoun-fr "Cartagena de Indias"-properNoun-es
"Cartagena de Indias"-properNoun-es "Carthagène des Indes"-properNoun-fr
"de gré ou de force"-adverb-fr "de grado o por fuerza"-adverb-es
"de grado o por fuerza"-adverb-es "de gré ou de force"-adverb-fr
"euskaldunisation"-noun-fr "euskaldunización"-noun-es
"euskaldunización"-noun-es "euskaldunisation"-noun-fr
"FARC"-noun-fr "FARC"-noun-es
"FARC"-noun-es "FARC"-noun-fr
"Elgorriaga"-properNoun-fr "Elgorriaga"-properNoun-es
"Elgorriaga"-properNoun-es "Elgorriaga"-properNoun-fr
"Sa Majesté"-noun-fr "Su Majestad"-noun-es
"Su Majestad"-noun-es "Sa Majesté"-noun-fr
"ETB"-noun-fr "ETB"-noun-es
"ETB"-noun-es "ETB"-noun-fr
"Ajangiz"-properNoun-fr "Ajangiz"-properNoun-es
"Ajangiz"-properNoun-es "Ajangiz"-properNoun-fr
"Les Açores"-properNoun-fr "Azores"-properNoun-es
"Azores"-properNoun-es "Les Açores"-properNoun-fr
"Brazomar"-properNoun-fr "Brazomar"-properNoun-es
"Brazomar"-properNoun-es "Brazomar"-properNoun-fr
"coeur"-noun-fr "coro"-noun-es
"coeur"-noun-fr "corazón"-noun-es
"coro"-noun-es "coeur"-noun-fr
"corazón"-noun-es "coeur"-noun-fr
"claquement de porte"-noun-fr "portazo"-noun-es
"portazo"-noun-es "claquement de porte"-noun-fr
"mer de Beaufort"-properNoun-fr "Mar de Beaufort"-properNoun-es
"Mar de Beaufort"-properNoun-es "mer de Beaufort"-properNoun-fr
"Zizurkil"-properNoun-fr "Zizurkil"-properNoun-es
"Zizurkil"-properNoun-es "Zizurkil"-properNoun-fr
"Uharte-Arakil"-properNoun-fr "Uharte-Arakil"-properNoun-es
"Uharte-Arakil"-properNoun-es "Uharte-Arakil"-properNoun-fr
"Arbizu"-properNoun-fr "Arbizu"-properNoun-es
"Arbizu"-properNoun-es "Arbizu"-properNoun-fr
"Aquarium"-properNoun-fr "Aquarium"-properNoun-es
"Aquarium"-properNoun-es "Aquarium"-properNoun-fr
"Saint Pierre"-properNoun-fr "San Pedro"-properNoun-es
"San Pedro"-properNoun-es "Saint Pierre"-properNoun-fr
"Aiete"-properNoun-fr "Aiete"-properNoun-es
"Aiete"-properNoun-es "Aiete"-properNoun-fr
"émission d'actions"-noun-fr "emisión de acciones"-noun-es
"emisión de acciones"-noun-es "émission d'actions"-noun-fr
"à chaque instant"-adverb-fr "en todo momento"-adverb-es
"en todo momento"-adverb-es "à chaque instant"-adverb-fr
"Barrika"-properNoun-fr "Barrika"-properNoun-es
"Barrika"-properNoun-es "Barrika"-properNoun-fr
"Alkiza"-properNoun-fr "Alkiza"-properNoun-es
"Alkiza"-properNoun-es "Alkiza"-properNoun-fr
"LGT"-noun-fr "LGT"-noun-es
"LGT"-noun-es "LGT"-noun-fr
"San Sebastián de los Reyes"-properNoun-fr "San Sebastián de los Reyes"-properNoun-es
"San Sebastián de los Reyes"-properNoun-es "San Sebastián de los Reyes"-properNoun-fr
"Îles Cocos"-properNoun-fr "Islas Cocos"-properNoun-es
"Islas Cocos"-properNoun-es "Îles Cocos"-properNoun-fr
"point de vente"-noun-fr "punto de venta"-noun-es
"punto de venta"-noun-es "point de vente"-noun-fr
"Achraf"-properNoun-fr "Achraf"-properNoun-es
"Achraf"-properNoun-es "Achraf"-properNoun-fr
"coup de couteau"-noun-fr "cuchillada"-noun-es
"cuchillada"-noun-es "coup de couteau"-noun-fr
"AUT"-noun-fr "AUT"-noun-es
"AUT"-noun-es "AUT"-noun-fr
"Lodosa"-properNoun-fr "Lodosa"-properNoun-es
"Lodosa"-properNoun-es "Lodosa"-properNoun-fr
"Azkoitia"-properNoun-fr "Azkoitia"-properNoun-es
"Azkoitia"-properNoun-es "Azkoitia"-properNoun-fr
"Niué"-properNoun-fr "Niue"-properNoun-es
"Niue"-properNoun-es "Niué"-properNoun-fr
