"avoir l'habitude de"-verb-fr "soler"-verb-es
"Saint-Sébastien"-properNoun-fr "Donostia"-properNoun-es
"San Sebastián"-properNoun-es "Saint-Sébastien"-properNoun-fr
"Donostia-San Sebastián"-properNoun-es "Saint-Sébastien"-properNoun-fr
"Donostia"-properNoun-es "Saint-Sébastien"-properNoun-fr
"euphorique"-adjective-fr "eufórico"-adjective-es
"eufórico"-adjective-es "euphorique"-adjective-fr
"coquille"-noun-fr "concha"-noun-es
"coquille"-noun-fr "cáscara"-noun-es
"concha"-noun-es "coquille"-noun-fr
"cáscara"-noun-es "coquille"-noun-fr
"bête"-adjective-fr "tonto"-adjective-es
"bête"-adjective-fr "bobo"-adjective-es
"tonto"-adjective-es "bête"-adjective-fr
"bobo"-adjective-es "bête"-adjective-fr
"Phelps"-properNoun-fr "Phelps"-properNoun-es
"Phelps"-properNoun-es "Phelps"-properNoun-fr
"Luiz"-properNoun-fr "Luiz"-properNoun-es
"Luiz"-properNoun-es "Luiz"-properNoun-fr
"Léo"-properNoun-fr "Léo"-properNoun-es
"Léo"-properNoun-es "Léo"-properNoun-fr
"astronome"-noun-fr "astrónomo"-noun-es
"astrónomo"-noun-es "astronome"-noun-fr
"Euskaltel"-properNoun-fr "Euskaltel"-properNoun-es
"Euskaltel"-properNoun-es "Euskaltel"-properNoun-fr
"photocopieuse"-noun-fr "fotocopiadora"-noun-es
"fotocopiadora"-noun-es "photocopieuse"-noun-fr
"Frédéric"-properNoun-fr "Frédéric"-properNoun-es
"Frédéric"-properNoun-es "Frédéric"-properNoun-fr
"Doha"-properNoun-fr "Doha"-properNoun-es
"Doha"-properNoun-es "Doha"-properNoun-fr
"sophistication"-noun-fr "sofisticación"-noun-es
"sofisticación"-noun-es "sophistication"-noun-fr
"Hipparque"-properNoun-fr "Hiparco"-properNoun-es
"Hiparco"-properNoun-es "Hipparque"-properNoun-fr
"Balzac"-properNoun-fr "Balzac"-properNoun-es
"Balzac"-properNoun-es "Balzac"-properNoun-fr
"accidentel"-adjective-fr "accidental"-adjective-es
"accidental"-adjective-es "accidentel"-adjective-fr
"écuyer"-noun-fr "jinete"-noun-es
"jinete"-noun-es "écuyer"-noun-fr
"compiler"-verb-fr "compilar"-verb-es
"compilar"-verb-es "compiler"-verb-fr
"VIII"-numeral-fr "VIII"-numeral-es
"VIII"-numeral-es "VIII"-numeral-fr
"influencer"-verb-fr "influir"-verb-es
"influir"-verb-es "influencer"-verb-fr
"Legarretaetxeberría"-properNoun-fr "Legarretaetxeberría"-properNoun-es
"Legarretaetxeberría"-properNoun-es "Legarretaetxeberría"-properNoun-fr
"crânio-encéphalique"-adjective-fr "craneoencefálico"-adjective-es
"craneoencefálico"-adjective-es "crânio-encéphalique"-adjective-fr
"couturier"-noun-fr "costurera"-noun-es
"costurera"-noun-es "couturier"-noun-fr
"Kaboul"-properNoun-fr "Kabul"-properNoun-es
"Kabul"-properNoun-es "Kaboul"-properNoun-fr
"Las Palmas de Gran Canaria"-properNoun-fr "Las Palmas de Gran Canaria"-properNoun-es
"Las Palmas de Gran Canaria"-properNoun-es "Las Palmas de Gran Canaria"-properNoun-fr
"cohérence"-noun-fr "congruencia"-noun-es
"congruencia"-noun-es "cohérence"-noun-fr
"comporter"-verb-fr "conllevar"-verb-es
"comporter"-verb-fr "comportar"-verb-es
"comporter"-verb-fr "entrañar"-verb-es
"conllevar"-verb-es "comporter"-verb-fr
"comportar"-verb-es "comporter"-verb-fr
"entrañar"-verb-es "comporter"-verb-fr
"banlieue"-noun-fr "afueras"-noun-es
"afueras"-noun-es "banlieue"-noun-fr
"subir"-verb-fr "padecer"-verb-es
"padecer"-verb-es "subir"-verb-fr
"padecer"-verb-es "galérer"-verb-fr
"galérer"-verb-fr "padecer"-verb-es
"microphone"-noun-fr "micrófono"-noun-es
"micrófono"-noun-es "microphone"-noun-fr
"maturation"-noun-fr "maduración"-noun-es
"maduración"-noun-es "maturation"-noun-fr
"démontrer"-verb-fr "demostrar"-verb-es
"demostrar"-verb-es "démontrer"-verb-fr
"kyrielle"-noun-fr "retahíla"-noun-es
"retahíla"-noun-es "kyrielle"-noun-fr
"quarante-cinq"-numeral-fr "cuarenta y cinco"-numeral-es
"cuarenta y cinco"-numeral-es "quarante-cinq"-numeral-fr
"franchise"-noun-fr "franquicia"-noun-es
"franquicia"-noun-es "franchise"-noun-fr
"PNV"-noun-es "PNV"-noun-fr
"PNV"-noun-fr "PNV"-noun-es
"canarien"-adjective-fr "canario"-adjective-es
"canario"-adjective-es "canarien"-adjective-fr
"Anita"-properNoun-fr "Anita"-properNoun-es
"Anita"-properNoun-es "Anita"-properNoun-fr
"laboureur"-noun-fr "labrador"-noun-es
"labrador"-noun-es "laboureur"-noun-fr
"transe"-noun-fr "ansia"-noun-es
"ansia"-noun-es "transe"-noun-fr
"Bayrou"-properNoun-fr "Bayrou"-properNoun-es
"Bayrou"-properNoun-es "Bayrou"-properNoun-fr
"cohabiter"-verb-fr "cohabitar"-verb-es
"cohabitar"-verb-es "cohabiter"-verb-fr
"Nicolás"-properNoun-fr "Nicolás"-properNoun-es
"Nicolás"-properNoun-es "Nicolás"-properNoun-fr
"remorque"-noun-fr "remolque"-noun-es
"remolque"-noun-es "remorque"-noun-fr
"faisabilité"-noun-fr "viabilidad"-noun-es
"viabilidad"-noun-es "faisabilité"-noun-fr
"viabilidad"-noun-es "viabilité"-noun-fr
"viabilité"-noun-fr "viabilidad"-noun-es
"fusil"-noun-fr "fusil"-noun-es
"fusil"-noun-es "fusil"-noun-fr
"perdant"-adjective-fr "perdedor"-adjective-es
"perdedor"-adjective-es "perdant"-adjective-fr
"plus"-noun-fr "plus"-noun-es
"plus"-noun-es "plus"-noun-fr
"Chamartín"-properNoun-fr "Chamartín"-properNoun-es
"Chamartín"-properNoun-es "Chamartín"-properNoun-fr
"Lujanbio"-properNoun-fr "Lujanbio"-properNoun-es
"Lujanbio"-properNoun-es "Lujanbio"-properNoun-fr
"amicalement"-adverb-fr "amistosamente"-adverb-es
"amistosamente"-adverb-es "amicalement"-adverb-fr
"économe"-adjective-fr "ahorrador"-adjective-es
"ahorrador"-adjective-es "économe"-adjective-fr
"vexation"-noun-fr "vejación"-noun-es
"vejación"-noun-es "vexation"-noun-fr
"Berry"-properNoun-fr "Berry"-properNoun-es
"Berry"-properNoun-es "Berry"-properNoun-fr
"algorithme"-noun-fr "algoritmo"-noun-es
"algoritmo"-noun-es "algorithme"-noun-fr
"cercle"-noun-fr "corro"-noun-es
"corro"-noun-es "cercle"-noun-fr
"mare"-noun-fr "charca"-noun-es
"charca"-noun-es "mare"-noun-fr
"nomade"-noun-fr "nómada"-noun-es
"nómada"-noun-es "nomade"-noun-fr
"vivement"-adverb-fr "vivamente"-adverb-es
"vivamente"-adverb-es "vivement"-adverb-fr
"virgule"-noun-fr "coma"-noun-es
"coma"-noun-es "virgule"-noun-fr
"coma"-noun-es "coma"-noun-fr
"coma"-noun-fr "coma"-noun-es
"plongée"-noun-fr "buceo"-noun-es
"buceo"-noun-es "plongée"-noun-fr
"saturer"-verb-fr "saturar"-verb-es
"saturar"-verb-es "saturer"-verb-fr
"Roland"-properNoun-fr "Roland"-properNoun-es
"Roland"-properNoun-es "Roland"-properNoun-fr
"intersection"-noun-fr "intersección"-noun-es
"intersección"-noun-es "intersection"-noun-fr
"fusillade"-noun-fr "tiroteo"-noun-es
"tiroteo"-noun-es "fusillade"-noun-fr
"fédérer"-verb-fr "federar"-verb-es
"federar"-verb-es "fédérer"-verb-fr
"saliver"-verb-fr "salivar"-verb-es
"salivar"-verb-es "saliver"-verb-fr
"destructeur"-adjective-fr "destructor"-adjective-es
"destructor"-adjective-es "destructeur"-adjective-fr
"moyennement"-adverb-fr "medianamente"-adverb-es
"medianamente"-adverb-es "moyennement"-adverb-fr
"Kate"-properNoun-fr "Kate"-properNoun-es
"Kate"-properNoun-es "Kate"-properNoun-fr
"florissant"-adjective-fr "floreciente"-adjective-es
"floreciente"-adjective-es "florissant"-adjective-fr
"vérification"-noun-fr "verificación"-noun-es
"vérification"-noun-fr "comprobación"-noun-es
"verificación"-noun-es "vérification"-noun-fr
"comprobación"-noun-es "vérification"-noun-fr
"allemand"-noun-fr "alemán"-noun-es
"alemán"-noun-es "allemand"-noun-fr
"Côte d'Azur"-properNoun-fr "Costa Azul"-properNoun-es
"Costa Azul"-properNoun-es "Côte d'Azur"-properNoun-fr
"laïcisation"-noun-fr "laicización"-noun-es
"laicización"-noun-es "laïcisation"-noun-fr
"carte postale"-noun-fr "postal"-noun-es
"postal"-noun-es "carte postale"-noun-fr
"soportar"-verb-es "endurer"-verb-fr
"endurer"-verb-fr "soportar"-verb-es
"Gerard"-properNoun-fr "Gerard"-properNoun-es
"Gerard"-properNoun-es "Gerard"-properNoun-fr
"Inmaculada"-properNoun-fr "Inmaculada"-properNoun-es
"Inmaculada"-properNoun-es "Inmaculada"-properNoun-fr
"temporellement"-adverb-fr "temporalmente"-adverb-es
"temporalmente"-adverb-es "temporellement"-adverb-fr
"Bové"-properNoun-fr "Bové"-properNoun-es
"Bové"-properNoun-es "Bové"-properNoun-fr
"profit"-noun-fr "provecho"-noun-es
"provecho"-noun-es "profit"-noun-fr
"Gaizka"-properNoun-fr "Gaizka"-properNoun-es
"Gaizka"-properNoun-es "Gaizka"-properNoun-fr
"approximation"-noun-fr "aproximación"-noun-es
"aproximación"-noun-es "approximation"-noun-fr
"en ligne"-adjective-fr "on-line"-adjective-es
"on-line"-adjective-es "en ligne"-adjective-fr
"Vila-real"-properNoun-fr "Villarreal"-properNoun-es
"Vila-real"-properNoun-fr "Vila-real"-properNoun-es
"Villarreal"-properNoun-es "Vila-real"-properNoun-fr
"Vila-real"-properNoun-es "Vila-real"-properNoun-fr
"incarner"-verb-fr "encarnar"-verb-es
"encarnar"-verb-es "incarner"-verb-fr
"g"-noun-fr "g"-noun-es
"g"-noun-es "g"-noun-fr
"marqueur"-noun-fr "marcador"-noun-es
"marcador"-noun-es "marqueur"-noun-fr
"marcador"-noun-es "affichage"-noun-fr
"affichage"-noun-fr "marcador"-noun-es
"Royer"-properNoun-fr "Royer"-properNoun-es
"Royer"-properNoun-es "Royer"-properNoun-fr
"Manille"-properNoun-fr "Manila"-properNoun-es
"Manila"-properNoun-es "Manille"-properNoun-fr
"quatre cents"-numeral-fr "cuatrocientos"-numeral-es
"cuatrocientos"-numeral-es "quatre cents"-numeral-fr
"menteur"-noun-fr "mentiroso"-noun-es
"mentiroso"-noun-es "menteur"-noun-fr
"Gandía"-properNoun-fr "Gandía"-properNoun-es
"Gandía"-properNoun-es "Gandía"-properNoun-fr
"raisonner"-verb-fr "razonar"-verb-es
"razonar"-verb-es "raisonner"-verb-fr
"Badalona"-properNoun-fr "Badalona"-properNoun-es
"Badalona"-properNoun-es "Badalona"-properNoun-fr
"Arthur"-properNoun-fr "Arthur"-properNoun-es
"Arthur"-properNoun-es "Arthur"-properNoun-fr
"coloration"-noun-fr "coloración"-noun-es
"coloración"-noun-es "coloration"-noun-fr
"dérouler"-verb-fr "desenrollar"-verb-es
"desenrollar"-verb-es "dérouler"-verb-fr
"adolescence"-noun-fr "adolescencia"-noun-es
"adolescencia"-noun-es "adolescence"-noun-fr
"sanglant"-adjective-fr "sangriento"-adjective-es
"sangriento"-adjective-es "sanglant"-adjective-fr
"Kike"-properNoun-fr "Kike"-properNoun-es
"Kike"-properNoun-es "Kike"-properNoun-fr
"Costa Rica"-properNoun-fr "Costa Rica"-properNoun-es
"Costa Rica"-properNoun-es "Costa Rica"-properNoun-fr
"simplification"-noun-fr "simplificación"-noun-es
"simplificación"-noun-es "simplification"-noun-fr
"salle omnisports"-noun-fr "polideportivo"-noun-es
"polideportivo"-noun-es "salle omnisports"-noun-fr
"prioritaire"-adjective-fr "prioritario"-adjective-es
"prioritario"-adjective-es "prioritaire"-adjective-fr
"hibernation"-noun-fr "hibernación"-noun-es
"hibernación"-noun-es "hibernation"-noun-fr
"quarante-neuf"-numeral-fr "cuarenta y nueve"-numeral-es
"cuarenta y nueve"-numeral-es "quarante-neuf"-numeral-fr
"Aida"-properNoun-fr "Aida"-properNoun-es
"Aida"-properNoun-es "Aida"-properNoun-fr
"Osaka"-properNoun-fr "Osaka"-properNoun-es
"Osaka"-properNoun-es "Osaka"-properNoun-fr
"versatilité"-noun-fr "versatilidad"-noun-es
"versatilidad"-noun-es "versatilité"-noun-fr
"trente-cinq"-numeral-fr "treinta y cinco"-numeral-es
"treinta y cinco"-numeral-es "trente-cinq"-numeral-fr
"Jon"-properNoun-fr "Jon"-properNoun-es
"Jon"-properNoun-es "Jon"-properNoun-fr
"guipuzcoain"-adjective-fr "guipuzcoano"-adjective-es
"guipuzcoano"-adjective-es "guipuzcoain"-adjective-fr
"Adolphe"-properNoun-fr "Adolphe"-properNoun-es
"Adolphe"-properNoun-es "Adolphe"-properNoun-fr
"Norberto"-properNoun-fr "Norberto"-properNoun-es
"Norberto"-properNoun-es "Norberto"-properNoun-fr
"avant-saison"-noun-fr "pretemporada"-noun-es
"pretemporada"-noun-es "avant-saison"-noun-fr
"pretemporada"-noun-es "présaison"-noun-fr
"présaison"-noun-fr "pretemporada"-noun-es
"endossement"-noun-fr "endoso"-noun-es
"endoso"-noun-es "endossement"-noun-fr
"Iris"-properNoun-fr "Iris"-properNoun-es
"Iris"-properNoun-es "Iris"-properNoun-fr
"levier"-noun-fr "palanca"-noun-es
"palanca"-noun-es "levier"-noun-fr
"étendu"-adjective-fr "extenso"-adjective-es
"extenso"-adjective-es "étendu"-adjective-fr
"référent"-noun-fr "referente"-noun-es
"referente"-noun-es "référent"-noun-fr
"Kessler"-properNoun-fr "Kessler"-properNoun-es
"Kessler"-properNoun-es "Kessler"-properNoun-fr
"Federico"-properNoun-fr "Federico"-properNoun-es
"Federico"-properNoun-es "Federico"-properNoun-fr
"cinquante-six"-numeral-fr "cincuenta y seis"-numeral-es
"cincuenta y seis"-numeral-es "cinquante-six"-numeral-fr
"dopage"-noun-fr "dopaje"-noun-es
"dopaje"-noun-es "dopage"-noun-fr
"temporalité"-noun-fr "temporalidad"-noun-es
"temporalidad"-noun-es "temporalité"-noun-fr
"Nasrallah"-properNoun-fr "Nasrallah"-properNoun-es
"Nasrallah"-properNoun-es "Nasrallah"-properNoun-fr
"nord-coréen"-adjective-fr "norcoreano"-adjective-es
"norcoreano"-adjective-es "nord-coréen"-adjective-fr
"croisière"-noun-fr "crucero"-noun-es
"crucero"-noun-es "croisière"-noun-fr
"Barry"-properNoun-fr "Barry"-properNoun-es
"Barry"-properNoun-es "Barry"-properNoun-fr
"souplesse"-noun-fr "agilidad"-noun-es
"agilidad"-noun-es "souplesse"-noun-fr
"agilidad"-noun-es "agilité"-noun-fr
"agilité"-noun-fr "agilidad"-noun-es
"Medvedev"-properNoun-fr "Medvédev"-properNoun-es
"Medvédev"-properNoun-es "Medvedev"-properNoun-fr
"abducteur"-noun-fr "abductor"-noun-es
"abductor"-noun-es "abducteur"-noun-fr
"platane"-noun-fr "plátano"-noun-es
"plátano"-noun-es "platane"-noun-fr
"plátano"-noun-es "banane"-noun-fr
"banane"-noun-fr "plátano"-noun-es
"Elche"-properNoun-fr "Elche"-properNoun-es
"Elche"-properNoun-fr "Elx"-properNoun-es
"Elche"-properNoun-es "Elche"-properNoun-fr
"Elx"-properNoun-es "Elche"-properNoun-fr
"obéissant"-adjective-fr "obediente"-adjective-es
"obediente"-adjective-es "obéissant"-adjective-fr
"polygamie"-noun-fr "poligamia"-noun-es
"poligamia"-noun-es "polygamie"-noun-fr
"Landes"-properNoun-fr "Landas"-properNoun-es
"Landas"-properNoun-es "Landes"-properNoun-fr
"Ignasi"-properNoun-fr "Ignasi"-properNoun-es
"Ignasi"-properNoun-es "Ignasi"-properNoun-fr
"intégralement"-adverb-fr "íntegramente"-adverb-es
"íntegramente"-adverb-es "intégralement"-adverb-fr
"antisémitisme"-noun-fr "antisemitismo"-noun-es
"antisemitismo"-noun-es "antisémitisme"-noun-fr
"gin"-noun-fr "ginebra"-noun-es
"ginebra"-noun-es "gin"-noun-fr
"respectueux"-adjective-fr "respetuoso"-adjective-es
"respetuoso"-adjective-es "respectueux"-adjective-fr
"Bayard"-properNoun-fr "Bayard"-properNoun-es
"Bayard"-properNoun-es "Bayard"-properNoun-fr
"utilisable"-adjective-fr "utilizable"-adjective-es
"utilizable"-adjective-es "utilisable"-adjective-fr
"portraire"-verb-fr "retratar"-verb-es
"retratar"-verb-es "portraire"-verb-fr
"Genève"-properNoun-fr "Ginebra"-properNoun-es
"Ginebra"-properNoun-es "Genève"-properNoun-fr
"Kazakhstan"-properNoun-fr "Kazajstán"-properNoun-es
"Kazajstán"-properNoun-es "Kazakhstan"-properNoun-fr
"Harvard"-properNoun-fr "Harvard"-properNoun-es
"Harvard"-properNoun-es "Harvard"-properNoun-fr
"percussion"-noun-fr "percusión"-noun-es
"percusión"-noun-es "percussion"-noun-fr
"Alessandra"-properNoun-fr "Alessandra"-properNoun-es
"Alessandra"-properNoun-es "Alessandra"-properNoun-fr
"Ilse"-properNoun-fr "Ilse"-properNoun-es
"Ilse"-properNoun-es "Ilse"-properNoun-fr
"Nauru"-properNoun-fr "Nauru"-properNoun-es
"Nauru"-properNoun-es "Nauru"-properNoun-fr
"Lombard"-properNoun-fr "Lombard"-properNoun-es
"Lombard"-properNoun-es "Lombard"-properNoun-fr
"Alejandro"-properNoun-fr "Alejandro"-properNoun-es
"Alejandro"-properNoun-es "Alejandro"-properNoun-fr
"ancêtre"-noun-fr "ancestro"-noun-es
"ancestro"-noun-es "ancêtre"-noun-fr
"radiotélévision"-noun-fr "radiotelevisión"-noun-es
"radiotelevisión"-noun-es "radiotélévision"-noun-fr
"Scarlett"-properNoun-fr "Scarlett"-properNoun-es
"Scarlett"-properNoun-es "Scarlett"-properNoun-fr
"valoir"-verb-fr "valer"-verb-es
"valer"-verb-es "valoir"-verb-fr
"parcourir"-verb-fr "recorrer"-verb-es
"recorrer"-verb-es "parcourir"-verb-fr
"séparer"-verb-fr "segregar"-verb-es
"segregar"-verb-es "séparer"-verb-fr
"expo"-noun-fr "expo"-noun-es
"expo"-noun-es "expo"-noun-fr
"Auxiliadora"-properNoun-fr "Auxiliadora"-properNoun-es
"Auxiliadora"-properNoun-es "Auxiliadora"-properNoun-fr
"criminalité"-noun-fr "criminalidad"-noun-es
"criminalidad"-noun-es "criminalité"-noun-fr
"éloigné"-adjective-fr "apartado"-adjective-es
"apartado"-adjective-es "éloigné"-adjective-fr
"pirate"-adjective-fr "pirata"-adjective-es
"pirata"-adjective-es "pirate"-adjective-fr
"commando"-noun-fr "comando"-noun-es
"comando"-noun-es "commando"-noun-fr
"durcir"-verb-fr "apelmazar"-verb-es
"durcir"-verb-fr "encrudecer"-verb-es
"durcir"-verb-fr "endurecer"-verb-es
"apelmazar"-verb-es "durcir"-verb-fr
"encrudecer"-verb-es "durcir"-verb-fr
"endurecer"-verb-es "durcir"-verb-fr
"côtoyer"-verb-fr "bordear"-verb-es
"bordear"-verb-es "côtoyer"-verb-fr
"bordear"-verb-es "border"-verb-fr
"border"-verb-fr "bordear"-verb-es
"accessibilité"-noun-fr "accesibilidad"-noun-es
"accesibilidad"-noun-es "accessibilité"-noun-fr
"désajustement"-noun-fr "desajuste"-noun-es
"desajuste"-noun-es "désajustement"-noun-fr
"kg"-noun-fr "kg"-noun-es
"kg"-noun-es "kg"-noun-fr
"Lopez"-properNoun-fr "Lopez"-properNoun-es
"Lopez"-properNoun-es "Lopez"-properNoun-fr
"Gers"-properNoun-fr "Gers"-properNoun-es
"Gers"-properNoun-es "Gers"-properNoun-fr
"Pataky"-properNoun-fr "Pataky"-properNoun-es
"Pataky"-properNoun-es "Pataky"-properNoun-fr
"Coca-Cola"-properNoun-fr "Coca-Cola"-properNoun-es
"Coca-Cola"-properNoun-es "Coca-Cola"-properNoun-fr
"Conchi"-properNoun-fr "Conchi"-properNoun-es
"Conchi"-properNoun-es "Conchi"-properNoun-fr
"notation"-noun-fr "notación"-noun-es
"notación"-noun-es "notation"-noun-fr
"désarçonner"-verb-fr "apabullar"-verb-es
"apabullar"-verb-es "désarçonner"-verb-fr
"Socrate"-properNoun-fr "Sócrates"-properNoun-es
"Sócrates"-properNoun-es "Socrate"-properNoun-fr
"annexe"-noun-fr "anexo"-noun-es
"anexo"-noun-es "annexe"-noun-fr
"à son tour"-adverb-fr "a su vez"-adverb-es
"a su vez"-adverb-es "à son tour"-adverb-fr
"hôtelier"-adjective-fr "hotelero"-adjective-es
"hotelero"-adjective-es "hôtelier"-adjective-fr
"annonceur"-noun-fr "anunciante"-noun-es
"anunciante"-noun-es "annonceur"-noun-fr
"carbone"-noun-fr "carbono"-noun-es
"carbono"-noun-es "carbone"-noun-fr
"Francesc"-properNoun-fr "Francesc"-properNoun-es
"Francesc"-properNoun-es "Francesc"-properNoun-fr
"raclée"-noun-fr "paliza"-noun-es
"paliza"-noun-es "raclée"-noun-fr
"détenteur"-noun-fr "tenedor"-noun-es
"tenedor"-noun-es "détenteur"-noun-fr
"poseedor"-noun-es "possesseur"-noun-fr
"possesseur"-noun-fr "poseedor"-noun-es
"Barack"-properNoun-fr "Barack"-properNoun-es
"Barack"-properNoun-es "Barack"-properNoun-fr
"UDF"-noun-fr "UDF"-noun-es
"UDF"-noun-es "UDF"-noun-fr
"pugnacité"-noun-fr "pugnacidad"-noun-es
"pugnacidad"-noun-es "pugnacité"-noun-fr
"personnalisé"-adjective-fr "personalizado"-adjective-es
"personalizado"-adjective-es "personnalisé"-adjective-fr
"formulation"-noun-fr "formulación"-noun-es
"formulación"-noun-es "formulation"-noun-fr
"Nuria"-properNoun-fr "Nuria"-properNoun-es
"Nuria"-properNoun-es "Nuria"-properNoun-fr
"opinar"-verb-es "penser"-verb-fr
"opinar"-verb-es "opiner"-verb-fr
"opiner"-verb-fr "opinar"-verb-es
"Vosges"-properNoun-fr "Vosgos"-properNoun-es
"Vosgos"-properNoun-es "Vosges"-properNoun-fr
"Bernardo"-properNoun-fr "Bernardo"-properNoun-es
"Bernardo"-properNoun-es "Bernardo"-properNoun-fr
"inopportun"-adjective-fr "inoportuno"-adjective-es
"inoportuno"-adjective-es "inopportun"-adjective-fr
"accompagnateur"-adjective-fr "acompañante"-adjective-es
"acompañante"-adjective-es "accompagnateur"-adjective-fr
"Patrick"-properNoun-fr "Patrick"-properNoun-es
"Patrick"-properNoun-es "Patrick"-properNoun-fr
"estimer"-verb-fr "tasar"-verb-es
"estimer"-verb-fr "valorar"-verb-es
"estimer"-verb-fr "estimar"-verb-es
"tasar"-verb-es "estimer"-verb-fr
"valorar"-verb-es "estimer"-verb-fr
"estimar"-verb-es "estimer"-verb-fr
"Hyundai"-properNoun-fr "Hyundai"-properNoun-es
"Hyundai"-properNoun-es "Hyundai"-properNoun-fr
"jouir"-verb-fr "gozar"-verb-es
"gozar"-verb-es "jouir"-verb-fr
"intoxication"-noun-fr "intoxicación"-noun-es
"intoxicación"-noun-es "intoxication"-noun-fr
"pervers"-adjective-fr "perverso"-adjective-es
"perverso"-adjective-es "pervers"-adjective-fr
"physiothérapeute"-noun-fr "fisioterapeuta"-noun-es
"fisioterapeuta"-noun-es "physiothérapeute"-noun-fr
"Ryanair"-properNoun-fr "Ryanair"-properNoun-es
"Ryanair"-properNoun-es "Ryanair"-properNoun-fr
"précarité"-noun-fr "precariedad"-noun-es
"precariedad"-noun-es "précarité"-noun-fr
"Palencia"-properNoun-fr "Palencia"-properNoun-es
"Palencia"-properNoun-es "Palencia"-properNoun-fr
"forum"-noun-fr "fórum"-noun-es
"fórum"-noun-es "forum"-noun-fr
"nominal"-adjective-fr "nominal"-adjective-es
"nominal"-adjective-es "nominal"-adjective-fr
"jeune homme"-noun-fr "mancebo"-noun-es
"mancebo"-noun-es "jeune homme"-noun-fr
"Saxe"-properNoun-fr "Sajonia"-properNoun-es
"Sajonia"-properNoun-es "Saxe"-properNoun-fr
"exécuter"-verb-fr "ejecutar"-verb-es
"exécuter"-verb-fr "ajusticiar"-verb-es
"ejecutar"-verb-es "exécuter"-verb-fr
"ajusticiar"-verb-es "exécuter"-verb-fr
"alpiste"-noun-fr "alpiste"-noun-es
"alpiste"-noun-es "alpiste"-noun-fr
"incendier"-verb-fr "incendiar"-verb-es
"incendiar"-verb-es "incendier"-verb-fr
"déplorable"-adjective-fr "deplorable"-adjective-es
"deplorable"-adjective-es "déplorable"-adjective-fr
"contenant"-noun-fr "continente"-noun-es
"continente"-noun-es "contenant"-noun-fr
"convenir"-verb-fr "acordar"-verb-es
"acordar"-verb-es "convenir"-verb-fr
"six"-numeral-fr "seis"-numeral-es
"seis"-numeral-es "six"-numeral-fr
"Amérique du Nord"-properNoun-fr "Norteamérica"-properNoun-es
"Norteamérica"-properNoun-es "Amérique du Nord"-properNoun-fr
"dès à présent"-adverb-fr "desde ahora"-adverb-es
"desde ahora"-adverb-es "dès à présent"-adverb-fr
"carte de crédit"-noun-fr "tarjeta de crédito"-noun-es
"tarjeta de crédito"-noun-es "carte de crédit"-noun-fr
"incompétent"-adjective-fr "incompetente"-adjective-es
"incompetente"-adjective-es "incompétent"-adjective-fr
"Jim"-properNoun-fr "Jim"-properNoun-es
"Jim"-properNoun-es "Jim"-properNoun-fr
"Tata"-properNoun-fr "Tata"-properNoun-es
"Tata"-properNoun-es "Tata"-properNoun-fr
"stupeur"-noun-fr "estupor"-noun-es
"estupor"-noun-es "stupeur"-noun-fr
"Laredo"-properNoun-fr "Laredo"-properNoun-es
"Laredo"-properNoun-es "Laredo"-properNoun-fr
"Bages"-properNoun-fr "Bages"-properNoun-es
"Bages"-properNoun-es "Bages"-properNoun-fr
"tableau"-noun-fr "tablón"-noun-es
"tableau"-noun-fr "pizarra"-noun-es
"tablón"-noun-es "tableau"-noun-fr
"pizarra"-noun-es "tableau"-noun-fr
"démentir"-verb-fr "desmentir"-verb-es
"desmentir"-verb-es "démentir"-verb-fr
"Marcel"-properNoun-fr "Marcel"-properNoun-es
"Marcel"-properNoun-es "Marcel"-properNoun-fr
"gâcher"-verb-fr "amargar"-verb-es
"amargar"-verb-es "gâcher"-verb-fr
"excéder"-verb-fr "exceder"-verb-es
"exceder"-verb-es "excéder"-verb-fr
"absorber"-verb-fr "absorber"-verb-es
"absorber"-verb-es "absorber"-verb-fr
"tremplin"-noun-fr "trampolín"-noun-es
"trampolín"-noun-es "tremplin"-noun-fr
"Tymochenko"-properNoun-fr "Timoshenko"-properNoun-es
"Timoshenko"-properNoun-es "Tymochenko"-properNoun-fr
"analyste"-noun-fr "analista"-noun-es
"analista"-noun-es "analyste"-noun-fr
"beaucoup mieux"-adverb-fr "mucho mejor"-adverb-es
"mucho mejor"-adverb-es "beaucoup mieux"-adverb-fr
"récif"-noun-fr "arrecife"-noun-es
"arrecife"-noun-es "récif"-noun-fr
"alardear"-verb-es "vanter"-verb-fr
"mutuamente"-adverb-es "l'un de l'autre"-adverb-fr
"l'un de l'autre"-adverb-fr "mutuamente"-adverb-es
"exquisément"-adverb-fr "exquisitamente"-adverb-es
"exquisitamente"-adverb-es "exquisément"-adverb-fr
"rater"-verb-fr "perder"-verb-es
"perder"-verb-es "rater"-verb-fr
"perder"-verb-es "perdre"-verb-fr
"perder"-verb-es "reperdre"-verb-fr
"perdre"-verb-fr "perder"-verb-es
"reperdre"-verb-fr "perder"-verb-es
"Edurne"-properNoun-fr "Edurne"-properNoun-es
"Edurne"-properNoun-es "Edurne"-properNoun-fr
"Douste-Blazy"-properNoun-fr "Douste-Blazy"-properNoun-es
"Douste-Blazy"-properNoun-es "Douste-Blazy"-properNoun-fr
"SMS"-noun-fr "SMS"-noun-es
"SMS"-noun-es "SMS"-noun-fr
