"Guida"-properNoun-fr "Guida"-properNoun-ca
"XXIX"-adjective-ca "XXIXème"-adjective-fr
"XXIX"-adjective-ca "XXIXe"-adjective-fr
"XXIXe"-adjective-fr "XXIX"-adjective-ca
"alouate"-noun-fr "aluata"-noun-ca
"aluata"-noun-ca "alouate"-noun-fr
"dígraf"-noun-ca "digramme"-noun-fr
"digramme"-noun-fr "dígraf"-noun-ca
"électro-encéphalogramme"-noun-fr "electroencefalograma"-noun-ca
"electroencefalograma"-noun-ca "électro-encéphalogramme"-noun-fr
"electroencefalograma"-noun-ca "électroencéphalogramme"-noun-fr
"électroencéphalogramme"-noun-fr "electroencefalograma"-noun-ca
"Katlyn"-properNoun-fr "Katlyn"-properNoun-ca
"Katlyn"-properNoun-ca "Katlyn"-properNoun-fr
"sacramentaire"-adjective-fr "sacramentari"-adjective-ca
"sacramentari"-adjective-ca "sacramentaire"-adjective-fr
"Espinete"-properNoun-fr "Espinete"-properNoun-ca
"Espinete"-properNoun-ca "Espinete"-properNoun-fr
"historisme"-noun-fr "historisme"-noun-ca
"historisme"-noun-ca "historisme"-noun-fr
"masurium"-noun-fr "masuri"-noun-ca
"masuri"-noun-ca "masurium"-noun-fr
"Magnani"-noun-fr "Magnani"-noun-ca
"Magnani"-noun-fr "Magnani"-properNoun-ca
"Magnani"-noun-ca "Magnani"-noun-fr
"Magnani"-noun-ca "Magnani"-properNoun-fr
"Magnani"-properNoun-ca "Magnani"-noun-fr
"Magnani"-properNoun-ca "Magnani"-properNoun-fr
"Magnani"-properNoun-fr "Magnani"-noun-ca
"Magnani"-properNoun-fr "Magnani"-properNoun-ca
"Licheri"-noun-fr "Licheri"-noun-ca
"Licheri"-noun-fr "Licheri"-properNoun-ca
"Licheri"-noun-ca "Licheri"-noun-fr
"Licheri"-noun-ca "Licheri"-properNoun-fr
"Licheri"-properNoun-ca "Licheri"-noun-fr
"Licheri"-properNoun-ca "Licheri"-properNoun-fr
"Licheri"-properNoun-fr "Licheri"-noun-ca
"Licheri"-properNoun-fr "Licheri"-properNoun-ca
"Seldjoukide"-noun-fr "seljúcida"-noun-ca
"seljúcida"-noun-ca "Seldjoukide"-noun-fr
"Canoro"-noun-fr "Canoro"-noun-ca
"Canoro"-noun-fr "Canoro"-properNoun-ca
"Canoro"-noun-ca "Canoro"-noun-fr
"Canoro"-noun-ca "Canoro"-properNoun-fr
"Canoro"-properNoun-ca "Canoro"-noun-fr
"Canoro"-properNoun-ca "Canoro"-properNoun-fr
"Canoro"-properNoun-fr "Canoro"-noun-ca
"Canoro"-properNoun-fr "Canoro"-properNoun-ca
"gastro-intestinal"-adjective-fr "gastrointestinal"-adjective-ca
"gastrointestinal"-adjective-ca "gastro-intestinal"-adjective-fr
"ictérique"-adjective-fr "ictèric"-adjective-ca
"ictèric"-adjective-ca "ictérique"-adjective-fr
"utopiste"-noun-fr "utopista"-noun-ca
"utopista"-noun-ca "utopiste"-noun-fr
"Transducens"-properNoun-fr "Transducens"-properNoun-ca
"Transducens"-properNoun-ca "Transducens"-properNoun-fr
"côté au vent"-noun-fr "sobrevent"-noun-ca
"sobrevent"-noun-ca "côté au vent"-noun-fr
"sobrevent"-noun-ca "côté dessus du vent"-noun-fr
"côté dessus du vent"-noun-fr "sobrevent"-noun-ca
"Brivio"-noun-fr "Brivio"-noun-ca
"Brivio"-noun-fr "Brivio"-properNoun-ca
"Brivio"-noun-ca "Brivio"-noun-fr
"Brivio"-noun-ca "Brivio"-properNoun-fr
"Brivio"-properNoun-ca "Brivio"-noun-fr
"Brivio"-properNoun-ca "Brivio"-properNoun-fr
"Brivio"-properNoun-fr "Brivio"-noun-ca
"Brivio"-properNoun-fr "Brivio"-properNoun-ca
"autovaccin"-noun-fr "autovaccí"-noun-ca
"autovaccí"-noun-ca "autovaccin"-noun-fr
"phalloïdine"-noun-fr "fal·loïdina"-noun-ca
"fal·loïdina"-noun-ca "phalloïdine"-noun-fr
"inaltérabilité"-noun-fr "inalterabilitat"-noun-ca
"inalterabilitat"-noun-ca "inaltérabilité"-noun-fr
"de Brinon"-noun-fr "de Brinon"-noun-ca
"de Brinon"-noun-fr "de Brinon"-properNoun-ca
"de Brinon"-noun-ca "de Brinon"-noun-fr
"de Brinon"-noun-ca "de Brinon"-properNoun-fr
"de Brinon"-properNoun-ca "de Brinon"-noun-fr
"de Brinon"-properNoun-ca "de Brinon"-properNoun-fr
"de Brinon"-properNoun-fr "de Brinon"-noun-ca
"de Brinon"-properNoun-fr "de Brinon"-properNoun-ca
"Rebecchini"-noun-fr "Rebecchini"-noun-ca
"Rebecchini"-noun-fr "Rebecchini"-properNoun-ca
"Rebecchini"-noun-ca "Rebecchini"-noun-fr
"Rebecchini"-noun-ca "Rebecchini"-properNoun-fr
"Rebecchini"-properNoun-ca "Rebecchini"-noun-fr
"Rebecchini"-properNoun-ca "Rebecchini"-properNoun-fr
"Rebecchini"-properNoun-fr "Rebecchini"-noun-ca
"Rebecchini"-properNoun-fr "Rebecchini"-properNoun-ca
"unipersonnellement"-adverb-fr "unipersonnalment"-adverb-ca
"unipersonnalment"-adverb-ca "unipersonnellement"-adverb-fr
"Petrova"-noun-fr "Petrova"-noun-ca
"Petrova"-noun-fr "Petrova"-properNoun-ca
"Petrova"-noun-ca "Petrova"-noun-fr
"Petrova"-noun-ca "Petrova"-properNoun-fr
"Petrova"-properNoun-ca "Petrova"-noun-fr
"Petrova"-properNoun-ca "Petrova"-properNoun-fr
"Petrova"-properNoun-fr "Petrova"-noun-ca
"Petrova"-properNoun-fr "Petrova"-properNoun-ca
"stabulation"-noun-fr "estabulació"-noun-ca
"estabulació"-noun-ca "stabulation"-noun-fr
"commodément"-adverb-fr "acomodadament"-adverb-ca
"acomodadament"-adverb-ca "commodément"-adverb-fr
"Bortone"-noun-fr "Bortone"-noun-ca
"Bortone"-noun-fr "Bortone"-properNoun-ca
"Bortone"-noun-ca "Bortone"-noun-fr
"Bortone"-noun-ca "Bortone"-properNoun-fr
"Bortone"-properNoun-ca "Bortone"-noun-fr
"Bortone"-properNoun-ca "Bortone"-properNoun-fr
"Bortone"-properNoun-fr "Bortone"-noun-ca
"Bortone"-properNoun-fr "Bortone"-properNoun-ca
"bouleversement"-noun-fr "trasbals"-noun-ca
"bouleversement"-noun-fr "tragirament"-noun-ca
"trasbals"-noun-ca "bouleversement"-noun-fr
"tragirament"-noun-ca "bouleversement"-noun-fr
"Briano"-noun-fr "Briano"-noun-ca
"Briano"-noun-fr "Briano"-properNoun-ca
"Briano"-noun-ca "Briano"-noun-fr
"Briano"-noun-ca "Briano"-properNoun-fr
"Briano"-properNoun-ca "Briano"-noun-fr
"Briano"-properNoun-ca "Briano"-properNoun-fr
"Briano"-properNoun-fr "Briano"-noun-ca
"Briano"-properNoun-fr "Briano"-properNoun-ca
"von Matačić"-noun-fr "von Matačić"-noun-ca
"von Matačić"-noun-fr "von Matačić"-properNoun-ca
"von Matačić"-noun-ca "von Matačić"-noun-fr
"von Matačić"-noun-ca "von Matačić"-properNoun-fr
"von Matačić"-properNoun-ca "von Matačić"-noun-fr
"von Matačić"-properNoun-ca "von Matačić"-properNoun-fr
"von Matačić"-properNoun-fr "von Matačić"-noun-ca
"von Matačić"-properNoun-fr "von Matačić"-properNoun-ca
"pentagonal"-adjective-fr "pentagonal"-adjective-ca
"pentagonal"-adjective-ca "pentagonal"-adjective-fr
"Ionița"-noun-fr "Ionița"-noun-ca
"Ionița"-noun-fr "Ionița"-properNoun-ca
"Ionița"-noun-ca "Ionița"-noun-fr
"Ionița"-noun-ca "Ionița"-properNoun-fr
"Ionița"-properNoun-ca "Ionița"-noun-fr
"Ionița"-properNoun-ca "Ionița"-properNoun-fr
"Ionița"-properNoun-fr "Ionița"-noun-ca
"Ionița"-properNoun-fr "Ionița"-properNoun-ca
"demi-croche"-noun-fr "semicorxera"-noun-ca
"semicorxera"-noun-ca "demi-croche"-noun-fr
"Cabrel"-noun-fr "Cabrel"-noun-ca
"Cabrel"-noun-fr "Cabrel"-properNoun-ca
"Cabrel"-noun-ca "Cabrel"-noun-fr
"Cabrel"-noun-ca "Cabrel"-properNoun-fr
"Cabrel"-properNoun-ca "Cabrel"-noun-fr
"Cabrel"-properNoun-ca "Cabrel"-properNoun-fr
"Cabrel"-properNoun-fr "Cabrel"-noun-ca
"Cabrel"-properNoun-fr "Cabrel"-properNoun-ca
"asymptomatique"-adjective-fr "asimptomàtic"-adjective-ca
"asimptomàtic"-adjective-ca "asymptomatique"-adjective-fr
"Lages"-noun-fr "Lages"-noun-ca
"Lages"-noun-fr "Lages"-properNoun-ca
"Lages"-noun-ca "Lages"-noun-fr
"Lages"-noun-ca "Lages"-properNoun-fr
"Lages"-properNoun-ca "Lages"-noun-fr
"Lages"-properNoun-ca "Lages"-properNoun-fr
"Lages"-properNoun-fr "Lages"-noun-ca
"Lages"-properNoun-fr "Lages"-properNoun-ca
"collaborationnisme"-noun-fr "col·laboracionisme"-noun-ca
"col·laboracionisme"-noun-ca "collaborationnisme"-noun-fr
"Madhim"-properNoun-fr "Madhim"-properNoun-ca
"Madhim"-properNoun-ca "Madhim"-properNoun-fr
"saponification"-noun-fr "saponificació"-noun-ca
"saponificació"-noun-ca "saponification"-noun-fr
"Generosa"-properNoun-fr "Generosa"-properNoun-ca
"Generosa"-properNoun-ca "Generosa"-properNoun-fr
"incoercibilité"-noun-fr "incoercibilitat"-noun-ca
"incoercibilitat"-noun-ca "incoercibilité"-noun-fr
"lacérant"-adjective-fr "lacerant"-adjective-ca
"lacerant"-adjective-ca "lacérant"-adjective-fr
"Pierrot"-noun-fr "Pierrot"-noun-ca
"Pierrot"-noun-fr "Pierrot"-properNoun-ca
"Pierrot"-noun-ca "Pierrot"-noun-fr
"Pierrot"-noun-ca "Pierrot"-properNoun-fr
"Pierrot"-properNoun-ca "Pierrot"-noun-fr
"Pierrot"-properNoun-ca "Pierrot"-properNoun-fr
"Pierrot"-properNoun-fr "Pierrot"-noun-ca
"Pierrot"-properNoun-fr "Pierrot"-properNoun-ca
"mercantiliser"-verb-fr "mercantilitzar"-verb-ca
"mercantilitzar"-verb-ca "mercantiliser"-verb-fr
"butane"-noun-fr "butà"-noun-ca
"butà"-noun-ca "butane"-noun-fr
"Pompeia"-properNoun-ca "Pompeia"-properNoun-fr
"Pompeia"-properNoun-fr "Pompeia"-properNoun-ca
"Girlanda"-noun-fr "Girlanda"-noun-ca
"Girlanda"-noun-fr "Girlanda"-properNoun-ca
"Girlanda"-noun-ca "Girlanda"-noun-fr
"Girlanda"-noun-ca "Girlanda"-properNoun-fr
"Girlanda"-properNoun-ca "Girlanda"-noun-fr
"Girlanda"-properNoun-ca "Girlanda"-properNoun-fr
"Girlanda"-properNoun-fr "Girlanda"-noun-ca
"Girlanda"-properNoun-fr "Girlanda"-properNoun-ca
"salangane"-noun-fr "salangana"-noun-ca
"salangana"-noun-ca "salangane"-noun-fr
"Genevieve"-properNoun-fr "Genevieve"-properNoun-ca
"Genevieve"-properNoun-ca "Genevieve"-properNoun-fr
"Lapia"-noun-fr "Lapia"-noun-ca
"Lapia"-noun-fr "Lapia"-properNoun-ca
"Lapia"-noun-ca "Lapia"-noun-fr
"Lapia"-noun-ca "Lapia"-properNoun-fr
"Lapia"-properNoun-ca "Lapia"-noun-fr
"Lapia"-properNoun-ca "Lapia"-properNoun-fr
"Lapia"-properNoun-fr "Lapia"-noun-ca
"Lapia"-properNoun-fr "Lapia"-properNoun-ca
"Aulas"-noun-fr "Aulas"-noun-ca
"Aulas"-noun-fr "Aulas"-properNoun-ca
"Aulas"-noun-ca "Aulas"-noun-fr
"Aulas"-noun-ca "Aulas"-properNoun-fr
"Aulas"-properNoun-ca "Aulas"-noun-fr
"Aulas"-properNoun-ca "Aulas"-properNoun-fr
"Aulas"-properNoun-fr "Aulas"-noun-ca
"Aulas"-properNoun-fr "Aulas"-properNoun-ca
"Sylvina"-properNoun-fr "Sylvina"-properNoun-ca
"Sylvina"-properNoun-ca "Sylvina"-properNoun-fr
"Bufardeci"-noun-fr "Bufardeci"-noun-ca
"Bufardeci"-noun-fr "Bufardeci"-properNoun-ca
"Bufardeci"-noun-ca "Bufardeci"-noun-fr
"Bufardeci"-noun-ca "Bufardeci"-properNoun-fr
"Bufardeci"-properNoun-ca "Bufardeci"-noun-fr
"Bufardeci"-properNoun-ca "Bufardeci"-properNoun-fr
"Bufardeci"-properNoun-fr "Bufardeci"-noun-ca
"Bufardeci"-properNoun-fr "Bufardeci"-properNoun-ca
"Catizone"-noun-fr "Catizone"-noun-ca
"Catizone"-noun-fr "Catizone"-properNoun-ca
"Catizone"-noun-ca "Catizone"-noun-fr
"Catizone"-noun-ca "Catizone"-properNoun-fr
"Catizone"-properNoun-ca "Catizone"-noun-fr
"Catizone"-properNoun-ca "Catizone"-properNoun-fr
"Catizone"-properNoun-fr "Catizone"-noun-ca
"Catizone"-properNoun-fr "Catizone"-properNoun-ca
"Pegolo"-noun-fr "Pegolo"-noun-ca
"Pegolo"-noun-fr "Pegolo"-properNoun-ca
"Pegolo"-noun-ca "Pegolo"-noun-fr
"Pegolo"-noun-ca "Pegolo"-properNoun-fr
"Pegolo"-properNoun-ca "Pegolo"-noun-fr
"Pegolo"-properNoun-ca "Pegolo"-properNoun-fr
"Pegolo"-properNoun-fr "Pegolo"-noun-ca
"Pegolo"-properNoun-fr "Pegolo"-properNoun-ca
"jihadisme"-noun-fr "jihadisme"-noun-ca
"jihadisme"-noun-ca "jihadisme"-noun-fr
"mohawk"-adjective-fr "mohawk"-adjective-ca
"mohawk"-adjective-ca "mohawk"-adjective-fr
"Fallières"-noun-fr "Fallières"-noun-ca
"Fallières"-noun-fr "Fallières"-properNoun-ca
"Fallières"-noun-ca "Fallières"-noun-fr
"Fallières"-noun-ca "Fallières"-properNoun-fr
"Fallières"-properNoun-ca "Fallières"-noun-fr
"Fallières"-properNoun-ca "Fallières"-properNoun-fr
"Fallières"-properNoun-fr "Fallières"-noun-ca
"Fallières"-properNoun-fr "Fallières"-properNoun-ca
"Aebersold"-noun-fr "Aebersold"-noun-ca
"Aebersold"-noun-fr "Aebersold"-properNoun-ca
"Aebersold"-noun-ca "Aebersold"-noun-fr
"Aebersold"-properNoun-ca "Aebersold"-noun-fr
"Cuza"-noun-fr "Cuza"-noun-ca
"Cuza"-noun-fr "Cuza"-properNoun-ca
"Cuza"-noun-ca "Cuza"-noun-fr
"Cuza"-noun-ca "Cuza"-properNoun-fr
"Cuza"-properNoun-ca "Cuza"-noun-fr
"Cuza"-properNoun-ca "Cuza"-properNoun-fr
"Cuza"-properNoun-fr "Cuza"-noun-ca
"Cuza"-properNoun-fr "Cuza"-properNoun-ca
"tridymite"-noun-fr "tridimita"-noun-ca
"tridimita"-noun-ca "tridymite"-noun-fr
"Bernarde"-properNoun-fr "Bernarde"-properNoun-ca
"Bernarde"-properNoun-ca "Bernarde"-properNoun-fr
"œstrogène"-noun-fr "estrogen"-noun-ca
"estrogen"-noun-ca "œstrogène"-noun-fr
"XXVIIème"-adjective-fr "XXVII"-adjective-ca
"XXVII"-adjective-ca "XXVIIème"-adjective-fr
"XXVII"-adjective-ca "XXVIIe"-adjective-fr
"XXVIIe"-adjective-fr "XXVII"-adjective-ca
"aiglette"-noun-fr "aguileta"-noun-ca
"aguileta"-noun-ca "aiglette"-noun-fr
"corderie"-noun-fr "corderia"-noun-ca
"corderia"-noun-ca "corderie"-noun-fr
"wahhabite"-adjective-fr "wahhabita"-adjective-ca
"wahhabita"-adjective-ca "wahhabite"-adjective-fr
"gélatiniser"-verb-fr "gelatinitzar"-verb-ca
"gelatinitzar"-verb-ca "gélatiniser"-verb-fr
"Bombardieri"-noun-fr "Bombardieri"-noun-ca
"Bombardieri"-noun-fr "Bombardieri"-properNoun-ca
"Bombardieri"-noun-ca "Bombardieri"-noun-fr
"Bombardieri"-noun-ca "Bombardieri"-properNoun-fr
"Bombardieri"-properNoun-ca "Bombardieri"-noun-fr
"Bombardieri"-properNoun-ca "Bombardieri"-properNoun-fr
"Bombardieri"-properNoun-fr "Bombardieri"-noun-ca
"Bombardieri"-properNoun-fr "Bombardieri"-properNoun-ca
"Lomantor"-noun-fr "Lomantor"-noun-ca
"Lomantor"-noun-fr "Lomantor"-properNoun-ca
"Lomantor"-noun-ca "Lomantor"-noun-fr
"Lomantor"-noun-ca "Lomantor"-properNoun-fr
"Lomantor"-properNoun-ca "Lomantor"-noun-fr
"Lomantor"-properNoun-ca "Lomantor"-properNoun-fr
"Lomantor"-properNoun-fr "Lomantor"-noun-ca
"Lomantor"-properNoun-fr "Lomantor"-properNoun-ca
"thromboplastine"-noun-fr "tromboplastina"-noun-ca
"tromboplastina"-noun-ca "thromboplastine"-noun-fr
"natrolite"-noun-fr "natrolita"-noun-ca
"natrolita"-noun-ca "natrolite"-noun-fr
"vidéoprojection"-noun-fr "videoprojecció"-noun-ca
"videoprojecció"-noun-ca "vidéoprojection"-noun-fr
"prépositif"-adjective-fr "prepositiu"-adjective-ca
"prepositiu"-adjective-ca "prépositif"-adjective-fr
"Bria"-properNoun-fr "Bria"-properNoun-ca
"Bria"-properNoun-ca "Bria"-properNoun-fr
"Voldemor"-properNoun-fr "Voldemor"-properNoun-ca
"Voldemor"-properNoun-ca "Voldemor"-properNoun-fr
"ascensionnel"-adjective-fr "ascensional"-adjective-ca
"ascensional"-adjective-ca "ascensionnel"-adjective-fr
"ontogénétique"-adjective-fr "ontogenètic"-adjective-ca
"ontogenètic"-adjective-ca "ontogénétique"-adjective-fr
"molybdénite"-noun-fr "molibdenita"-noun-ca
"molibdenita"-noun-ca "molybdénite"-noun-fr
"fluidement"-adverb-fr "fluidament"-adverb-ca
"fluidament"-adverb-ca "fluidement"-adverb-fr
"Giovanelli"-noun-fr "Giovanelli"-noun-ca
"Giovanelli"-noun-fr "Giovanelli"-properNoun-ca
"Giovanelli"-noun-ca "Giovanelli"-noun-fr
"Giovanelli"-noun-ca "Giovanelli"-properNoun-fr
"Giovanelli"-properNoun-ca "Giovanelli"-noun-fr
"Giovanelli"-properNoun-ca "Giovanelli"-properNoun-fr
"Giovanelli"-properNoun-fr "Giovanelli"-noun-ca
"Giovanelli"-properNoun-fr "Giovanelli"-properNoun-ca
"ibizois"-adjective-fr "eivissenc"-adjective-ca
"eivissenc"-adjective-ca "ibizois"-adjective-fr
"inamissibilité"-noun-fr "inamissibilitat"-noun-ca
"inamissibilitat"-noun-ca "inamissibilité"-noun-fr
"Cabras"-noun-fr "Cabras"-noun-ca
"Cabras"-noun-fr "Cabras"-properNoun-ca
"Cabras"-noun-ca "Cabras"-noun-fr
"Cabras"-noun-ca "Cabras"-properNoun-fr
"Cabras"-properNoun-ca "Cabras"-noun-fr
"Cabras"-properNoun-ca "Cabras"-properNoun-fr
"Cabras"-properNoun-fr "Cabras"-noun-ca
"Cabras"-properNoun-fr "Cabras"-properNoun-ca
"Bonfilia"-properNoun-fr "Bonfilia"-properNoun-ca
"Bonfilia"-properNoun-ca "Bonfilia"-properNoun-fr
"Guaidó"-noun-fr "Guaidó"-noun-ca
"Guaidó"-noun-fr "Guaidó"-properNoun-ca
"Guaidó"-noun-ca "Guaidó"-noun-fr
"Guaidó"-noun-ca "Guaidó"-properNoun-fr
"Guaidó"-properNoun-ca "Guaidó"-noun-fr
"Guaidó"-properNoun-ca "Guaidó"-properNoun-fr
"Guaidó"-properNoun-fr "Guaidó"-noun-ca
"Guaidó"-properNoun-fr "Guaidó"-properNoun-ca
"myrmécophile"-adjective-fr "mirmecòfil"-adjective-ca
"mirmecòfil"-adjective-ca "myrmécophile"-adjective-fr
"angora"-noun-fr "angora"-noun-ca
"angora"-noun-ca "angora"-noun-fr
"Chiappori"-noun-fr "Chiappori"-noun-ca
"Chiappori"-noun-fr "Chiappori"-properNoun-ca
"Chiappori"-noun-ca "Chiappori"-noun-fr
"Chiappori"-noun-ca "Chiappori"-properNoun-fr
"Chiappori"-properNoun-ca "Chiappori"-noun-fr
"Chiappori"-properNoun-ca "Chiappori"-properNoun-fr
"Chiappori"-properNoun-fr "Chiappori"-noun-ca
"Chiappori"-properNoun-fr "Chiappori"-properNoun-ca
"Paulhan"-noun-fr "Paulhan"-noun-ca
"Paulhan"-noun-fr "Paulhan"-properNoun-ca
"Paulhan"-noun-ca "Paulhan"-noun-fr
"Paulhan"-noun-ca "Paulhan"-properNoun-fr
"Paulhan"-properNoun-ca "Paulhan"-noun-fr
"Paulhan"-properNoun-ca "Paulhan"-properNoun-fr
"Paulhan"-properNoun-fr "Paulhan"-noun-ca
"Paulhan"-properNoun-fr "Paulhan"-properNoun-ca
"Schirach"-noun-fr "Schirach"-noun-ca
"Schirach"-noun-fr "Schirach"-properNoun-ca
"Schirach"-noun-ca "Schirach"-noun-fr
"Schirach"-noun-ca "Schirach"-properNoun-fr
"Schirach"-properNoun-ca "Schirach"-noun-fr
"Schirach"-properNoun-ca "Schirach"-properNoun-fr
"Schirach"-properNoun-fr "Schirach"-noun-ca
"Schirach"-properNoun-fr "Schirach"-properNoun-ca
"Niahim"-properNoun-fr "Niahim"-properNoun-ca
"Niahim"-properNoun-ca "Niahim"-properNoun-fr
"Très-Saint-Sacrement"-properNoun-fr "Santíssim Sagrament"-properNoun-ca
"Santíssim Sagrament"-properNoun-ca "Très-Saint-Sacrement"-properNoun-fr
"Santíssim Sagrament"-properNoun-ca "Saint-Sacrement"-properNoun-fr
"Saint-Sacrement"-properNoun-fr "Santíssim Sagrament"-properNoun-ca
"Kalache"-noun-fr "Kalache"-noun-ca
"Kalache"-noun-fr "Kalache"-properNoun-ca
"Kalache"-noun-ca "Kalache"-noun-fr
"Kalache"-noun-ca "Kalache"-properNoun-fr
"Kalache"-properNoun-ca "Kalache"-noun-fr
"Kalache"-properNoun-ca "Kalache"-properNoun-fr
"Kalache"-properNoun-fr "Kalache"-noun-ca
"Kalache"-properNoun-fr "Kalache"-properNoun-ca
"Ivalú"-properNoun-fr "Ivalú"-properNoun-ca
"Ivalú"-properNoun-ca "Ivalú"-properNoun-fr
"Ferdowsi"-properNoun-fr "Ferdowsi"-properNoun-ca
"Ferdowsi"-properNoun-ca "Ferdowsi"-properNoun-fr
"Alfeo"-noun-fr "Alfeo"-noun-ca
"Alfeo"-noun-fr "Alfeo"-properNoun-ca
"Alfeo"-noun-ca "Alfeo"-noun-fr
"Alfeo"-noun-ca "Alfeo"-properNoun-fr
"Alfeo"-properNoun-ca "Alfeo"-noun-fr
"Alfeo"-properNoun-ca "Alfeo"-properNoun-fr
"Alfeo"-properNoun-fr "Alfeo"-noun-ca
"Alfeo"-properNoun-fr "Alfeo"-properNoun-ca
"forgé"-noun-fr "forjat"-noun-ca
"forjat"-noun-ca "forgé"-noun-fr
"Migliavacca"-noun-fr "Migliavacca"-noun-ca
"Migliavacca"-noun-fr "Migliavacca"-properNoun-ca
"Migliavacca"-noun-ca "Migliavacca"-noun-fr
"Migliavacca"-noun-ca "Migliavacca"-properNoun-fr
"Migliavacca"-properNoun-ca "Migliavacca"-noun-fr
"Migliavacca"-properNoun-ca "Migliavacca"-properNoun-fr
"Migliavacca"-properNoun-fr "Migliavacca"-noun-ca
"Migliavacca"-properNoun-fr "Migliavacca"-properNoun-ca
"Garatti"-noun-fr "Garatti"-noun-ca
"Garatti"-noun-fr "Garatti"-properNoun-ca
"Garatti"-noun-ca "Garatti"-noun-fr
"Garatti"-noun-ca "Garatti"-properNoun-fr
"Garatti"-properNoun-ca "Garatti"-noun-fr
"Garatti"-properNoun-ca "Garatti"-properNoun-fr
"Garatti"-properNoun-fr "Garatti"-noun-ca
"Garatti"-properNoun-fr "Garatti"-properNoun-ca
"démultiplier"-verb-fr "desmultiplicar"-verb-ca
"desmultiplicar"-verb-ca "démultiplier"-verb-fr
"asexualité"-noun-fr "asexualitat"-noun-ca
"asexualitat"-noun-ca "asexualité"-noun-fr
"azotique"-adjective-fr "azòtic"-adjective-ca
"azòtic"-adjective-ca "azotique"-adjective-fr
"thrombopathie"-noun-fr "trombopatia"-noun-ca
"trombopatia"-noun-ca "thrombopathie"-noun-fr
"Lupo"-noun-fr "Lupo"-noun-ca
"Lupo"-noun-fr "Lupo"-properNoun-ca
"Lupo"-noun-ca "Lupo"-noun-fr
"Lupo"-noun-ca "Lupo"-properNoun-fr
"Lupo"-properNoun-ca "Lupo"-noun-fr
"Lupo"-properNoun-ca "Lupo"-properNoun-fr
"Lupo"-properNoun-fr "Lupo"-noun-ca
"Lupo"-properNoun-fr "Lupo"-properNoun-ca
"Déat"-noun-fr "Déat"-noun-ca
"Déat"-noun-fr "Déat"-properNoun-ca
"Déat"-noun-ca "Déat"-noun-fr
"Déat"-noun-ca "Déat"-properNoun-fr
"Déat"-properNoun-ca "Déat"-noun-fr
"Déat"-properNoun-ca "Déat"-properNoun-fr
"Déat"-properNoun-fr "Déat"-noun-ca
"Déat"-properNoun-fr "Déat"-properNoun-ca
"médiastin"-noun-fr "mediastí"-noun-ca
"mediastí"-noun-ca "médiastin"-noun-fr
"Pas de la Casa"-properNoun-fr "Pas de la Casa"-properNoun-ca
"Pas de la Casa"-properNoun-ca "Pas de la Casa"-properNoun-fr
"historicisme"-noun-fr "historicisme"-noun-ca
"historicisme"-noun-ca "historicisme"-noun-fr
"télougou"-noun-fr "telugu"-noun-ca
"telugu"-noun-ca "télougou"-noun-fr
"Bertot"-noun-fr "Bertot"-noun-ca
"Bertot"-noun-fr "Bertot"-properNoun-ca
"Bertot"-noun-ca "Bertot"-noun-fr
"Bertot"-noun-ca "Bertot"-properNoun-fr
"Bertot"-properNoun-ca "Bertot"-noun-fr
"Bertot"-properNoun-ca "Bertot"-properNoun-fr
"Bertot"-properNoun-fr "Bertot"-noun-ca
"Bertot"-properNoun-fr "Bertot"-properNoun-ca
"pantographe"-noun-fr "pantògraf"-noun-ca
"pantògraf"-noun-ca "pantographe"-noun-fr
"endormissement"-noun-fr "ensopiment"-noun-ca
"ensopiment"-noun-ca "endormissement"-noun-fr
"dystopie"-noun-fr "distopia"-noun-ca
"distopia"-noun-ca "dystopie"-noun-fr
"inintelligibilité"-noun-fr "inintel·ligibilitat"-noun-ca
"inintel·ligibilitat"-noun-ca "inintelligibilité"-noun-fr
"Deanna"-properNoun-fr "Deanna"-properNoun-ca
"Deanna"-properNoun-ca "Deanna"-properNoun-fr
"endodermique"-adjective-fr "endodèrmic"-adjective-ca
"endodèrmic"-adjective-ca "endodermique"-adjective-fr
"Grady"-properNoun-fr "Grady"-properNoun-ca
"Grady"-properNoun-ca "Grady"-properNoun-fr
"UIMP"-noun-fr "UIMP"-noun-ca
"UIMP"-noun-ca "UIMP"-noun-fr
"Verro"-noun-fr "Verro"-noun-ca
"Verro"-noun-fr "Verro"-properNoun-ca
"Verro"-noun-ca "Verro"-noun-fr
"Verro"-noun-ca "Verro"-properNoun-fr
"Verro"-properNoun-ca "Verro"-noun-fr
"Verro"-properNoun-ca "Verro"-properNoun-fr
"Verro"-properNoun-fr "Verro"-noun-ca
"Verro"-properNoun-fr "Verro"-properNoun-ca
"Pomponi"-noun-fr "Pomponi"-noun-ca
"Pomponi"-noun-fr "Pomponi"-properNoun-ca
"Pomponi"-noun-ca "Pomponi"-noun-fr
"Pomponi"-noun-ca "Pomponi"-properNoun-fr
"Pomponi"-properNoun-ca "Pomponi"-noun-fr
"Pomponi"-properNoun-ca "Pomponi"-properNoun-fr
"Pomponi"-properNoun-fr "Pomponi"-noun-ca
"Pomponi"-properNoun-fr "Pomponi"-properNoun-ca
"gravitant"-adjective-fr "gravitant"-adjective-ca
"gravitant"-adjective-ca "gravitant"-adjective-fr
"désidérata"-noun-fr "desiderata"-noun-ca
"desiderata"-noun-ca "désidérata"-noun-fr
