"France"-noun-fr "França"-properNoun-ca
"Pegasus Airlines"-properNoun-fr "Pegasus Airlines"-properNoun-ca
"Pegasus Airlines"-properNoun-ca "Pegasus Airlines"-properNoun-fr
"Benidoleig"-properNoun-fr "Benidoleig"-properNoun-ca
"Benidoleig"-properNoun-ca "Benidoleig"-properNoun-fr
"Horus"-properNoun-fr "Horus"-properNoun-ca
"Horus"-properNoun-ca "Horus"-properNoun-fr
"agrométéorologie"-noun-fr "agrometeorologia"-noun-ca
"agrometeorologia"-noun-ca "agrométéorologie"-noun-fr
"bavarois"-adjective-fr "bavarès"-adjective-ca
"bavarès"-adjective-ca "bavarois"-adjective-fr
"Herbés"-properNoun-fr "Herbés"-properNoun-ca
"Herbés"-properNoun-ca "Herbés"-properNoun-fr
"Álex"-properNoun-fr "Álex"-properNoun-ca
"Álex"-properNoun-ca "Álex"-properNoun-fr
"Marua"-properNoun-fr "Marua"-properNoun-ca
"Marua"-properNoun-ca "Marua"-properNoun-fr
"Bruno"-noun-fr "Bruno"-properNoun-ca
"Bruno"-properNoun-ca "Bruno"-noun-fr
"Sant Vicenç de Castellet"-properNoun-fr "Sant Vicenç de Castellet"-properNoun-ca
"Sant Vicenç de Castellet"-properNoun-ca "Sant Vicenç de Castellet"-properNoun-fr
"Ascensió"-properNoun-fr "Ascensió"-properNoun-ca
"Ascensió"-properNoun-ca "Ascensió"-properNoun-fr
"Dosrius"-properNoun-fr "Dosrius"-properNoun-ca
"Dosrius"-properNoun-ca "Dosrius"-properNoun-fr
"Gal"-noun-fr "Gal"-properNoun-ca
"Gal"-properNoun-ca "Gal"-noun-fr
"cortina"-noun-ca "cortine"-noun-fr
"cortine"-noun-fr "cortina"-noun-ca
"Simat de la Valldigna"-properNoun-fr "Simat de la Valldigna"-properNoun-ca
"Simat de la Valldigna"-properNoun-ca "Simat de la Valldigna"-properNoun-fr
"oscillant"-adjective-fr "oscil·lant"-adjective-ca
"oscil·lant"-adjective-ca "oscillant"-adjective-fr
"Tailàndia"-properNoun-ca "Taïlande"-properNoun-fr
"Taïlande"-properNoun-fr "Tailàndia"-properNoun-ca
"Debian Jessie"-properNoun-fr "Debian Jessie"-properNoun-ca
"Debian Jessie"-properNoun-ca "Debian Jessie"-properNoun-fr
"reconquérir"-verb-fr "reconquerir"-verb-ca
"reconquérir"-verb-fr "reconquistar"-verb-ca
"reconquerir"-verb-ca "reconquérir"-verb-fr
"reconquistar"-verb-ca "reconquérir"-verb-fr
"Monica"-noun-fr "Monica"-properNoun-ca
"Monica"-properNoun-ca "Monica"-noun-fr
"distancier"-verb-fr "distanciar"-verb-ca
"distanciar"-verb-ca "distancier"-verb-fr
"Oliver"-noun-fr "Oliver"-properNoun-ca
"Oliver"-properNoun-ca "Oliver"-noun-fr
"Riudecanyes"-properNoun-fr "Riudecanyes"-properNoun-ca
"Riudecanyes"-properNoun-ca "Riudecanyes"-properNoun-fr
"anaclitique"-adjective-fr "anaclític"-adjective-ca
"anaclític"-adjective-ca "anaclitique"-adjective-fr
"constat de police"-noun-fr "atestat"-noun-ca
"atestat"-noun-ca "constat de police"-noun-fr
"Buñol"-properNoun-fr "Buñol"-properNoun-ca
"Buñol"-properNoun-ca "Buñol"-properNoun-fr
"désunir"-verb-fr "desunir"-verb-ca
"desunir"-verb-ca "désunir"-verb-fr
"bioétique"-noun-fr "bioètica"-noun-ca
"bioètica"-noun-ca "bioétique"-noun-fr
"spasmodique"-adjective-fr "espasmòdic"-adjective-ca
"espasmòdic"-adjective-ca "spasmodique"-adjective-fr
"Benferri"-properNoun-fr "Benferri"-properNoun-ca
"Benferri"-properNoun-ca "Benferri"-properNoun-fr
"Borredà"-properNoun-fr "Borredà"-properNoun-ca
"Borredà"-properNoun-ca "Borredà"-properNoun-fr
"VI"-adjective-ca "VIe"-adjective-fr
"VIe"-adjective-fr "VI"-adjective-ca
"parsemer"-verb-fr "sembrar"-verb-ca
"sembrar"-verb-ca "parsemer"-verb-fr
"visqueux"-adjective-fr "viscós"-adjective-ca
"viscós"-adjective-ca "visqueux"-adjective-fr
"Turís"-properNoun-fr "Turís"-properNoun-ca
"Turís"-properNoun-ca "Turís"-properNoun-fr
"Pallejà"-properNoun-fr "Pallejà"-properNoun-ca
"Pallejà"-properNoun-ca "Pallejà"-properNoun-fr
"Amaray"-properNoun-fr "Amaray"-properNoun-ca
"Amaray"-properNoun-ca "Amaray"-properNoun-fr
"ocupació"-noun-ca "mainmise"-noun-fr
"mainmise"-noun-fr "ocupació"-noun-ca
"allège"-noun-fr "ampit"-noun-ca
"ampit"-noun-ca "allège"-noun-fr
"minimum"-adjective-fr "mínim"-adjective-ca
"mínim"-adjective-ca "minimum"-adjective-fr
"ibizois"-noun-fr "eivissenc"-noun-ca
"eivissenc"-noun-ca "ibizois"-noun-fr
"équidistance"-noun-fr "equidistància"-noun-ca
"equidistància"-noun-ca "équidistance"-noun-fr
"continence"-noun-fr "continència"-noun-ca
"continència"-noun-ca "continence"-noun-fr
"rentar"-verb-ca "brosser"-verb-fr
"brosser"-verb-fr "rentar"-verb-ca
"brosser"-verb-fr "raspallar"-verb-ca
"eurythmique"-adjective-fr "eurítmic"-adjective-ca
"eurítmic"-adjective-ca "eurythmique"-adjective-fr
"Vilobí d'Onyar"-properNoun-fr "Vilobí d'Onyar"-properNoun-ca
"Vilobí d'Onyar"-properNoun-ca "Vilobí d'Onyar"-properNoun-fr
"Benillup"-properNoun-fr "Benillup"-properNoun-ca
"Benillup"-properNoun-ca "Benillup"-properNoun-fr
"successoral"-adjective-fr "hereditari"-adjective-ca
"hereditari"-adjective-ca "successoral"-adjective-fr
"Sant Quintí de Mediona"-properNoun-fr "Sant Quintí de Mediona"-properNoun-ca
"Sant Quintí de Mediona"-properNoun-ca "Sant Quintí de Mediona"-properNoun-fr
"barraca"-noun-ca "cahutte"-noun-fr
"cahutte"-noun-fr "barraca"-noun-ca
"comic"-noun-fr "còmic"-noun-ca
"còmic"-noun-ca "comic"-noun-fr
"à point"-adverb-fr "al punt"-adverb-ca
"al punt"-adverb-ca "à point"-adverb-fr
"Tossa de Mar"-properNoun-fr "Tossa de Mar"-properNoun-ca
"Tossa de Mar"-properNoun-ca "Tossa de Mar"-properNoun-fr
"Argençola"-properNoun-fr "Argençola"-properNoun-ca
"Argençola"-properNoun-ca "Argençola"-properNoun-fr
"Vilamalla"-properNoun-fr "Vilamalla"-properNoun-ca
"Vilamalla"-properNoun-ca "Vilamalla"-properNoun-fr
"pour la troisième fois"-adverb-fr "per tercera vegada"-adverb-ca
"pour la troisième fois"-adverb-fr "per tercer cop"-adverb-ca
"per tercera vegada"-adverb-ca "pour la troisième fois"-adverb-fr
"per tercer cop"-adverb-ca "pour la troisième fois"-adverb-fr
"valencià"-noun-ca "de Valence"-noun-fr
"de Valence"-noun-fr "valencià"-noun-ca
"ratllar"-verb-ca "râper"-verb-fr
"râper"-verb-fr "ratllar"-verb-ca
"detonar"-verb-ca "faire détoner"-verb-fr
"faire détoner"-verb-fr "detonar"-verb-ca
"mercenaire"-adjective-fr "mercenari"-adjective-ca
"mercenari"-adjective-ca "mercenaire"-adjective-fr
"mural"-adjective-fr "mural"-adjective-ca
"mural"-adjective-ca "mural"-adjective-fr
"Lladó"-noun-fr "Lladó"-properNoun-ca
"Lladó"-properNoun-ca "Lladó"-noun-fr
"Lladó"-properNoun-ca "Lladó"-properNoun-fr
"Lladó"-properNoun-fr "Lladó"-properNoun-ca
"realitzador"-noun-ca "metteur en scène"-noun-fr
"davant de"-preposition-ca "en avance sur"-preposition-fr
"davant de"-preposition-ca "devant de"-preposition-fr
"en avance sur"-preposition-fr "davant de"-preposition-ca
"devant de"-preposition-fr "davant de"-preposition-ca
"pieuvre"-noun-fr "pop"-noun-ca
"pop"-noun-ca "pieuvre"-noun-fr
"octaédrique"-adjective-fr "octaèdric"-adjective-ca
"octaèdric"-adjective-ca "octaédrique"-adjective-fr
"indocile"-adjective-fr "indòcil"-adjective-ca
"indòcil"-adjective-ca "indocile"-adjective-fr
"libre-service"-noun-fr "autoservei"-noun-ca
"autoservei"-noun-ca "libre-service"-noun-fr
"Algerri"-properNoun-fr "Algerri"-properNoun-ca
"Algerri"-properNoun-ca "Algerri"-properNoun-fr
"zêta"-noun-fr "zeta"-noun-ca
"zeta"-noun-ca "zêta"-noun-fr
"Foixà"-properNoun-fr "Foixà"-properNoun-ca
"Foixà"-properNoun-ca "Foixà"-properNoun-fr
"Pilar de la Horadada"-properNoun-fr "Pilar de la Horadada"-properNoun-ca
"Pilar de la Horadada"-properNoun-ca "Pilar de la Horadada"-properNoun-fr
"raviver"-verb-fr "revifar"-verb-ca
"revifar"-verb-ca "raviver"-verb-fr
"extrême-droite"-noun-fr "extrema dreta"-noun-ca
"extrême-droite"-noun-fr "ultradreta"-noun-ca
"extrema dreta"-noun-ca "extrême-droite"-noun-fr
"ultradreta"-noun-ca "extrême-droite"-noun-fr
"Santa Magdalena de Pulpis"-properNoun-fr "Santa Magdalena de Pulpis"-properNoun-ca
"Santa Magdalena de Pulpis"-properNoun-ca "Santa Magdalena de Pulpis"-properNoun-fr
"ostrogot"-adjective-ca "ostrogot"-adjective-fr
"ostrogot"-adjective-fr "ostrogot"-adjective-ca
"Sheila"-noun-fr "Sheila"-properNoun-ca
"Sheila"-properNoun-ca "Sheila"-noun-fr
"Llanera"-noun-fr "Llanera"-properNoun-ca
"Llanera"-properNoun-ca "Llanera"-noun-fr
"Almedíjar"-properNoun-fr "Almedíjar"-properNoun-ca
"Almedíjar"-properNoun-ca "Almedíjar"-properNoun-fr
"GameBoy"-properNoun-fr "GameBoy"-properNoun-ca
"GameBoy"-properNoun-ca "GameBoy"-properNoun-fr
"Belén"-properNoun-fr "Belén"-properNoun-ca
"Belén"-properNoun-ca "Belén"-properNoun-fr
"quisling"-noun-fr "col·laborador"-noun-ca
"col·laborador"-noun-ca "quisling"-noun-fr
"col·laborador"-noun-ca "collabo"-noun-fr
"collabo"-noun-fr "col·laborador"-noun-ca
"allégretto"-adverb-fr "allegretto"-adverb-ca
"allegretto"-adverb-ca "allégretto"-adverb-fr
"Sant Vicenç dels Horts"-properNoun-fr "Sant Vicenç dels Horts"-properNoun-ca
"Sant Vicenç dels Horts"-properNoun-ca "Sant Vicenç dels Horts"-properNoun-fr
"Bàscara"-properNoun-fr "Bàscara"-properNoun-ca
"Bàscara"-properNoun-ca "Bàscara"-properNoun-fr
"en contra"-adverb-ca "à l'encontre"-adverb-fr
"à l'encontre"-adverb-fr "en contra"-adverb-ca
"Anaís"-properNoun-fr "Anaís"-properNoun-ca
"Anaís"-properNoun-ca "Anaís"-properNoun-fr
"litigieux"-adjective-fr "litigiós"-adjective-ca
"litigiós"-adjective-ca "litigieux"-adjective-fr
"Navarcles"-properNoun-fr "Navarcles"-properNoun-ca
"Navarcles"-properNoun-ca "Navarcles"-properNoun-fr
"la Seu d'Urgell"-properNoun-fr "la Seu d'Urgell"-properNoun-ca
"la Seu d'Urgell"-properNoun-ca "la Seu d'Urgell"-properNoun-fr
"sauteur"-noun-fr "saltador"-noun-ca
"saltador"-noun-ca "sauteur"-noun-fr
"semi-vocalique"-adjective-fr "semivocàlic"-adjective-ca
"semivocàlic"-adjective-ca "semi-vocalique"-adjective-fr
"Meryell"-properNoun-fr "Meryell"-properNoun-ca
"Meryell"-properNoun-ca "Meryell"-properNoun-fr
"Ampourdan"-properNoun-fr "Empordà"-properNoun-ca
"Empordà"-properNoun-ca "Ampourdan"-properNoun-fr
"Bugarra"-properNoun-fr "Bugarra"-properNoun-ca
"Bugarra"-properNoun-ca "Bugarra"-properNoun-fr
"racialement"-adverb-fr "racialment"-adverb-ca
"racialment"-adverb-ca "racialement"-adverb-fr
"Quatretondeta"-properNoun-fr "Quatretondeta"-properNoun-ca
"Quatretondeta"-properNoun-ca "Quatretondeta"-properNoun-fr
"affûter"-verb-fr "afilar"-verb-ca
"afilar"-verb-ca "affûter"-verb-fr
"afilar"-verb-ca "affiler"-verb-fr
"afilar"-verb-ca "affuter"-verb-fr
"affiler"-verb-fr "afilar"-verb-ca
"affuter"-verb-fr "afilar"-verb-ca
"Peníscola"-properNoun-fr "Peníscola"-properNoun-ca
"Peníscola"-properNoun-ca "Peníscola"-properNoun-fr
"persiana"-noun-ca "store"-noun-fr
"store"-noun-fr "persiana"-noun-ca
"Nisrin"-properNoun-fr "Nisrin"-properNoun-ca
"Nisrin"-properNoun-ca "Nisrin"-properNoun-fr
"trafiquer"-verb-fr "traficar"-verb-ca
"traficar"-verb-ca "trafiquer"-verb-fr
"pyromanie"-noun-fr "piromania"-noun-ca
"piromania"-noun-ca "pyromanie"-noun-fr
"panhellénique"-adjective-fr "panhel·lènic"-adjective-ca
"panhel·lènic"-adjective-ca "panhellénique"-adjective-fr
"déroger"-verb-fr "faltar"-verb-ca
"faltar"-verb-ca "déroger"-verb-fr
"carillonnement"-noun-fr "repic"-noun-ca
"repic"-noun-ca "carillonnement"-noun-fr
"Siete Aguas"-properNoun-fr "Siete Aguas"-properNoun-ca
"Siete Aguas"-properNoun-ca "Siete Aguas"-properNoun-fr
"Biar"-properNoun-fr "Biar"-properNoun-ca
"Biar"-properNoun-ca "Biar"-properNoun-fr
"boche"-adjective-fr "alemany"-adjective-ca
"alemany"-adjective-ca "boche"-adjective-fr
"obstétrique"-noun-fr "tocologia"-noun-ca
"tocologia"-noun-ca "obstétrique"-noun-fr
"Siurana"-properNoun-fr "Siurana"-properNoun-ca
"Siurana"-properNoun-ca "Siurana"-properNoun-fr
"Catadau"-properNoun-fr "Catadau"-properNoun-ca
"Catadau"-properNoun-ca "Catadau"-properNoun-fr
"Rasquera"-properNoun-fr "Rasquera"-properNoun-ca
"Rasquera"-properNoun-ca "Rasquera"-properNoun-fr
"Alba"-noun-fr "Alba"-properNoun-ca
"Alba"-properNoun-ca "Alba"-noun-fr
"Transport for London"-properNoun-fr "Transport for London"-properNoun-ca
"Transport for London"-properNoun-ca "Transport for London"-properNoun-fr
"Puigverd de Lleida"-properNoun-fr "Puigverd de Lleida"-properNoun-ca
"Puigverd de Lleida"-properNoun-ca "Puigverd de Lleida"-properNoun-fr
"Bagà"-properNoun-fr "Bagà"-properNoun-ca
"Bagà"-properNoun-ca "Bagà"-properNoun-fr
"tremolar"-verb-ca "frissonner"-verb-fr
"tremolar"-verb-ca "grelotter"-verb-fr
"frissonner"-verb-fr "tremolar"-verb-ca
"grelotter"-verb-fr "tremolar"-verb-ca
"Capafonts"-properNoun-fr "Capafonts"-properNoun-ca
"Capafonts"-properNoun-ca "Capafonts"-properNoun-fr
"execution"-noun-fr "execució"-noun-ca
"execució"-noun-ca "execution"-noun-fr
"aristotélique"-adjective-fr "aristotèlic"-adjective-ca
"aristotèlic"-adjective-ca "aristotélique"-adjective-fr
"Suera"-properNoun-fr "Suera"-properNoun-ca
"Suera"-properNoun-ca "Suera"-properNoun-fr
"Chella"-noun-fr "Chella"-properNoun-ca
"Chella"-properNoun-ca "Chella"-noun-fr
"Chella"-properNoun-ca "Chella"-properNoun-fr
"Chella"-properNoun-fr "Chella"-properNoun-ca
"intellectuellement"-adverb-fr "intel·lectualment"-adverb-ca
"intel·lectualment"-adverb-ca "intellectuellement"-adverb-fr
"anaérobique"-adjective-fr "anaeròbic"-adjective-ca
"anaeròbic"-adjective-ca "anaérobique"-adjective-fr
"consciemment"-adverb-fr "conscientment"-adverb-ca
"conscientment"-adverb-ca "consciemment"-adverb-fr
"conscientment"-adverb-ca "sciemment"-adverb-fr
"sciemment"-adverb-fr "conscientment"-adverb-ca
"européiste"-adjective-fr "europeista"-adjective-ca
"europeista"-adjective-ca "européiste"-adjective-fr
"ectodermique"-adjective-fr "ectodèrmic"-adjective-ca
"ectodèrmic"-adjective-ca "ectodermique"-adjective-fr
"Nayla"-properNoun-fr "Nayla"-properNoun-ca
"Nayla"-properNoun-ca "Nayla"-properNoun-fr
"Vilanova de Meià"-properNoun-fr "Vilanova de Meià"-properNoun-ca
"Vilanova de Meià"-properNoun-ca "Vilanova de Meià"-properNoun-fr
"Scanie"-properNoun-fr "Escània"-properNoun-ca
"Escània"-properNoun-ca "Scanie"-properNoun-fr
"Ragusa"-noun-fr "Ragusa"-properNoun-ca
"Ragusa"-properNoun-ca "Ragusa"-noun-fr
"Ragusa"-properNoun-ca "Ragusa"-properNoun-fr
"Ragusa"-properNoun-fr "Ragusa"-properNoun-ca
"gabardine"-noun-fr "gavardina"-noun-ca
"gavardina"-noun-ca "gabardine"-noun-fr
"Bunyola"-properNoun-fr "Bunyola"-properNoun-ca
"Bunyola"-properNoun-ca "Bunyola"-properNoun-fr
"exothermique"-adjective-fr "exotèrmic"-adjective-ca
"exotèrmic"-adjective-ca "exothermique"-adjective-fr
"provisionnellement"-adverb-fr "provisionalment"-adverb-ca
"provisionalment"-adverb-ca "provisionnellement"-adverb-fr
"indivision"-noun-fr "indivisió"-noun-ca
"indivisió"-noun-ca "indivision"-noun-fr
"empocher"-verb-fr "embutxacar"-verb-ca
"embutxacar"-verb-ca "empocher"-verb-fr
"photométrique"-adjective-fr "fotomètric"-adjective-ca
"fotomètric"-adjective-ca "photométrique"-adjective-fr
"escaure"-verb-ca "seoir"-verb-fr
"escaure"-verb-ca "échoir"-verb-fr
"seoir"-verb-fr "escaure"-verb-ca
"échoir"-verb-fr "escaure"-verb-ca
"florit"-adjective-ca "moisi"-adjective-fr
"florit"-adjective-ca "chanci"-adjective-fr
"moisi"-adjective-fr "florit"-adjective-ca
"chanci"-adjective-fr "florit"-adjective-ca
"Depeche Mode"-properNoun-fr "Depeche Mode"-properNoun-ca
"Depeche Mode"-properNoun-ca "Depeche Mode"-properNoun-fr
"frisson"-noun-fr "esgarrifança"-noun-ca
"frisson"-noun-fr "calfred"-noun-ca
"esgarrifança"-noun-ca "frisson"-noun-fr
"calfred"-noun-ca "frisson"-noun-fr
"Vilanova de Bellpuig"-properNoun-fr "Vilanova de Bellpuig"-properNoun-ca
"Vilanova de Bellpuig"-properNoun-ca "Vilanova de Bellpuig"-properNoun-fr
"zoogéographie"-noun-fr "zoogeografia"-noun-ca
"zoogeografia"-noun-ca "zoogéographie"-noun-fr
"homogénéiser"-verb-fr "homogeneïtzar"-verb-ca
"homogeneïtzar"-verb-ca "homogénéiser"-verb-fr
"paperassier"-noun-fr "buròcrata"-noun-ca
"buròcrata"-noun-ca "paperassier"-noun-fr
"mycénien"-adjective-fr "micènic"-adjective-ca
"micènic"-adjective-ca "mycénien"-adjective-fr
"Jaén"-noun-fr "Jaén"-properNoun-ca
"Jaén"-properNoun-ca "Jaén"-noun-fr
"introspectif"-adjective-fr "introspectiu"-adjective-ca
"introspectiu"-adjective-ca "introspectif"-adjective-fr
"Celeste"-properNoun-fr "Celeste"-properNoun-ca
"Celeste"-properNoun-ca "Celeste"-properNoun-fr
"Áurea"-properNoun-fr "Áurea"-properNoun-ca
"Áurea"-properNoun-ca "Áurea"-properNoun-fr
"altier"-adjective-fr "orgullós"-adjective-ca
"orgullós"-adjective-ca "altier"-adjective-fr
"Picassent"-properNoun-fr "Picassent"-properNoun-ca
"Picassent"-properNoun-ca "Picassent"-properNoun-fr
"casseur"-noun-fr "lladre"-noun-ca
"lladre"-noun-ca "casseur"-noun-fr
"inexpert"-adjective-fr "inexpert"-adjective-ca
"inexpert"-adjective-ca "inexpert"-adjective-fr
"Vilar de Canes"-properNoun-fr "Vilar de Canes"-properNoun-ca
"Vilar de Canes"-properNoun-ca "Vilar de Canes"-properNoun-fr
"agarrar"-verb-ca "agripper"-verb-fr
"agripper"-verb-fr "agarrar"-verb-ca
"Alfara del Patriarca"-properNoun-fr "Alfara del Patriarca"-properNoun-ca
"Alfara del Patriarca"-properNoun-ca "Alfara del Patriarca"-properNoun-fr
"Sant Joan de Mollet"-properNoun-fr "Sant Joan de Mollet"-properNoun-ca
"Sant Joan de Mollet"-properNoun-ca "Sant Joan de Mollet"-properNoun-fr
"Letitia"-properNoun-fr "Letitia"-properNoun-ca
"Letitia"-properNoun-ca "Letitia"-properNoun-fr
"expier"-verb-fr "expiar"-verb-ca
"expiar"-verb-ca "expier"-verb-fr
"elliptiquement"-adverb-fr "el·lípticament"-adverb-ca
"el·lípticament"-adverb-ca "elliptiquement"-adverb-fr
"Villamalur"-properNoun-fr "Villamalur"-properNoun-ca
"Villamalur"-properNoun-ca "Villamalur"-properNoun-fr
"Pliego"-noun-fr "Pliego"-properNoun-ca
"Pliego"-properNoun-ca "Pliego"-noun-fr
"Pliego"-properNoun-ca "Pliego"-properNoun-fr
"Pliego"-properNoun-fr "Pliego"-properNoun-ca
"Zahra"-properNoun-fr "Zahra"-properNoun-ca
"Zahra"-properNoun-ca "Zahra"-properNoun-fr
"Tollos"-properNoun-fr "Tollos"-properNoun-ca
"Tollos"-properNoun-ca "Tollos"-properNoun-fr
"Gavet de la Conca"-properNoun-fr "Gavet de la Conca"-properNoun-ca
"Gavet de la Conca"-properNoun-ca "Gavet de la Conca"-properNoun-fr
"ruminer"-verb-fr "remugar"-verb-ca
"ruminer"-verb-fr "ruminar"-verb-ca
"remugar"-verb-ca "ruminer"-verb-fr
"ruminar"-verb-ca "ruminer"-verb-fr
"écosocialisme"-noun-fr "ecosocialisme"-noun-ca
"ecosocialisme"-noun-ca "écosocialisme"-noun-fr
"apallissar"-verb-ca "dérouiller"-verb-fr
"apallissar"-verb-ca "tabasser"-verb-fr
"dérouiller"-verb-fr "apallissar"-verb-ca
"tabasser"-verb-fr "apallissar"-verb-ca
"cardar"-verb-ca "lainer"-verb-fr
"lainer"-verb-fr "cardar"-verb-ca
"Debian Hamm"-properNoun-fr "Debian Hamm"-properNoun-ca
"Debian Hamm"-properNoun-ca "Debian Hamm"-properNoun-fr
"cuisant"-adjective-fr "punyent"-adjective-ca
"punyent"-adjective-ca "cuisant"-adjective-fr
"Maçanet de Cabrenys"-properNoun-fr "Maçanet de Cabrenys"-properNoun-ca
"Maçanet de Cabrenys"-properNoun-ca "Maçanet de Cabrenys"-properNoun-fr
"Baix Empordà"-properNoun-fr "Baix Empordà"-properNoun-ca
"Baix Empordà"-properNoun-ca "Baix Empordà"-properNoun-fr
"calorimétrique"-adjective-fr "calorimètric"-adjective-ca
"calorimètric"-adjective-ca "calorimétrique"-adjective-fr
"Espolla"-properNoun-fr "Espolla"-properNoun-ca
"Espolla"-properNoun-ca "Espolla"-properNoun-fr
"Benissoda"-properNoun-fr "Benissoda"-properNoun-ca
"Benissoda"-properNoun-ca "Benissoda"-properNoun-fr
"Ainoha"-properNoun-fr "Ainoha"-properNoun-ca
"Ainoha"-properNoun-ca "Ainoha"-properNoun-fr
"nucléique"-adjective-fr "nucleic"-adjective-ca
"nucleic"-adjective-ca "nucléique"-adjective-fr
"ébahi"-adjective-fr "esmaperdut"-adjective-ca
"esmaperdut"-adjective-ca "ébahi"-adjective-fr
"Juià"-properNoun-fr "Juià"-properNoun-ca
"Juià"-properNoun-ca "Juià"-properNoun-fr
"Castellnou de Bages"-properNoun-fr "Castellnou de Bages"-properNoun-ca
"Castellnou de Bages"-properNoun-ca "Castellnou de Bages"-properNoun-fr
"Afra"-properNoun-fr "Afra"-properNoun-ca
"Afra"-properNoun-ca "Afra"-properNoun-fr
"Salàs de Pallars"-properNoun-fr "Salàs de Pallars"-properNoun-ca
"Salàs de Pallars"-properNoun-ca "Salàs de Pallars"-properNoun-fr
"être éloigné de"-verb-fr "distar"-verb-ca
"distar"-verb-ca "être éloigné de"-verb-fr
"arabo-israélien"-adjective-fr "araboisraelià"-adjective-ca
"araboisraelià"-adjective-ca "arabo-israélien"-adjective-fr
"quadrupède"-adjective-fr "quadrúpede"-adjective-ca
"quadrúpede"-adjective-ca "quadrupède"-adjective-fr
"mettre en scène"-verb-fr "escenificar"-verb-ca
"escenificar"-verb-ca "mettre en scène"-verb-fr
"danubien"-adjective-fr "danubià"-adjective-ca
"danubià"-adjective-ca "danubien"-adjective-fr
"Bernat"-properNoun-ca "Bernat"-noun-fr
"Bernat"-noun-fr "Bernat"-properNoun-ca
"Gregori"-noun-fr "Gregori"-properNoun-ca
"Gregori"-properNoun-ca "Gregori"-noun-fr
"Gavarda"-properNoun-fr "Gavarda"-properNoun-ca
"Gavarda"-properNoun-ca "Gavarda"-properNoun-fr
"Britannie"-properNoun-fr "Britània"-properNoun-ca
"Britània"-properNoun-ca "Britannie"-properNoun-fr
"mouchard"-noun-fr "espieta"-noun-ca
"espieta"-noun-ca "mouchard"-noun-fr
"Lluçà"-properNoun-fr "Lluçà"-properNoun-ca
"Lluçà"-properNoun-ca "Lluçà"-properNoun-fr
"droitier"-adjective-fr "dretà"-adjective-ca
"dretà"-adjective-ca "droitier"-adjective-fr
"déserteur"-noun-fr "desertor"-noun-ca
"desertor"-noun-ca "déserteur"-noun-fr
"Windows 10"-properNoun-fr "Windows 10"-properNoun-ca
"Windows 10"-properNoun-ca "Windows 10"-properNoun-fr
"Quartell"-properNoun-fr "Quartell"-properNoun-ca
"Quartell"-properNoun-ca "Quartell"-properNoun-fr
"compatibiliser"-verb-fr "compatibilitzar"-verb-ca
"compatibilitzar"-verb-ca "compatibiliser"-verb-fr
"bondissant"-adjective-fr "saltador"-adjective-ca
"saltador"-adjective-ca "bondissant"-adjective-fr
"reial"-adjective-ca "réal"-adjective-fr
"réal"-adjective-fr "reial"-adjective-ca
"Iberia"-properNoun-fr "Ibèria"-properNoun-ca
"Iberia"-properNoun-fr "Iberia"-properNoun-ca
"Ibèria"-properNoun-ca "Iberia"-properNoun-fr
"Iberia"-properNoun-ca "Iberia"-properNoun-fr
"trinitaire"-adjective-fr "trinitari"-adjective-ca
"trinitari"-adjective-ca "trinitaire"-adjective-fr
"Penelles"-properNoun-fr "Penelles"-properNoun-ca
"Penelles"-properNoun-ca "Penelles"-properNoun-fr
"Lucia"-noun-fr "Lucia"-properNoun-ca
"Lucia"-properNoun-ca "Lucia"-noun-fr
"Blau"-properNoun-fr "Blau"-properNoun-ca
"Blau"-properNoun-ca "Blau"-properNoun-fr
"prolixité"-noun-fr "prolixitat"-noun-ca
"prolixitat"-noun-ca "prolixité"-noun-fr
"revelació"-noun-ca "décèlement"-noun-fr
"décèlement"-noun-fr "revelació"-noun-ca
"pétoncle"-noun-fr "petxina"-noun-ca
"petxina"-noun-ca "pétoncle"-noun-fr
"petxina"-noun-ca "conque"-noun-fr
"conque"-noun-fr "petxina"-noun-ca
"Collbató"-properNoun-fr "Collbató"-properNoun-ca
"Collbató"-properNoun-ca "Collbató"-properNoun-fr
"Gósol"-properNoun-fr "Gósol"-properNoun-ca
"Gósol"-properNoun-ca "Gósol"-properNoun-fr
"Sant Mateu de Bages"-properNoun-fr "Sant Mateu de Bages"-properNoun-ca
"Sant Mateu de Bages"-properNoun-ca "Sant Mateu de Bages"-properNoun-fr
"Bellcaire d'Empordà"-properNoun-fr "Bellcaire d'Empordà"-properNoun-ca
"Bellcaire d'Empordà"-properNoun-ca "Bellcaire d'Empordà"-properNoun-fr
"Massalcoreig"-properNoun-fr "Massalcoreig"-properNoun-ca
"Massalcoreig"-properNoun-ca "Massalcoreig"-properNoun-fr
"Josa i Tuixén"-properNoun-fr "Josa i Tuixén"-properNoun-ca
"Josa i Tuixén"-properNoun-ca "Josa i Tuixén"-properNoun-fr
"Cluny"-properNoun-fr "Cluny"-properNoun-ca
"Cluny"-properNoun-ca "Cluny"-properNoun-fr
"Santa Maria de Palautordera"-properNoun-fr "Santa Maria de Palautordera"-properNoun-ca
"Santa Maria de Palautordera"-properNoun-ca "Santa Maria de Palautordera"-properNoun-fr
"orbitaire"-adjective-fr "orbitari"-adjective-ca
"orbitari"-adjective-ca "orbitaire"-adjective-fr
"sarcler"-verb-fr "birbar"-verb-ca
