"the"-determiner-en "lo"-determiner-es
"download"-verb-en "descargar"-verb-es
"vent"-verb-en "descargar"-verb-es
"unscrew"-verb-en "desatornillar"-verb-es
"unscrew"-verb-en "desenroscar"-verb-es
"desatornillar"-verb-es "unscrew"-verb-en
"desenroscar"-verb-es "unscrew"-verb-en
"separate"-verb-en "apartar"-verb-es
"apartar"-verb-es "separate"-verb-en
"apartar"-verb-es "avert"-verb-en
"separar"-verb-es "part"-verb-en
"part"-verb-en "separar"-verb-es
"avert"-verb-en "apartar"-verb-es
"avert"-verb-en "evitar"-verb-es
"undress"-verb-en "desnudar"-verb-es
"undress"-verb-en "despojar"-verb-es
"desnudar"-verb-es "undress"-verb-en
"desnudar"-verb-es "strip"-verb-en
"despojar"-verb-es "undress"-verb-en
"strip"-verb-en "desnudar"-verb-es
"agarrar"-verb-es "hold"-verb-en
"demostrar"-verb-es "show"-verb-en
"demostrar"-verb-es "demonstrate"-verb-en
"asomar"-verb-es "show"-verb-en
"asomar"-verb-es "peep out"-verb-en
"demonstrate"-verb-en "demostrar"-verb-es
"peep out"-verb-en "asomar"-verb-es
"trace"-verb-en "localizar"-verb-es
"trace"-verb-en "trazar"-verb-es
"localizar"-verb-es "trace"-verb-en
"localizar"-verb-es "locate"-verb-en
"trazar"-verb-es "trace"-verb-en
"locate"-verb-en "localizar"-verb-es
"diverge"-verb-en "divergir"-verb-es
"divergir"-verb-es "diverge"-verb-en
"broadcast"-verb-en "retransmitir"-verb-es
"retransmitir"-verb-es "broadcast"-verb-en
"read"-verb-en "leer"-verb-es
"leer"-verb-es "read"-verb-en
"denote"-verb-en "denotar"-verb-es
"denotar"-verb-es "denote"-verb-en
"predict"-verb-en "pronosticar"-verb-es
"pronosticar"-verb-es "predict"-verb-en
"provide"-verb-en "proporcionar"-verb-es
"proporcionar"-verb-es "provide"-verb-en
"proporcionar"-verb-es "afford"-verb-en
"afford"-verb-en "proporcionar"-verb-es
"develop"-verb-en "desarrollar"-verb-es
"desarrollar"-verb-es "develop"-verb-en
"decentralise"-verb-en "descentralizar"-verb-es
"descentralizar"-verb-es "decentralise"-verb-en
"celebrate"-verb-en "celebrar"-verb-es
"celebrate"-verb-en "festejar"-verb-es
"celebrar"-verb-es "celebrate"-verb-en
"festejar"-verb-es "celebrate"-verb-en
"undo"-verb-en "deshacer"-verb-es
"deshacer"-verb-es "undo"-verb-en
"solve"-verb-en "solucionar"-verb-es
"solve"-verb-en "solventar"-verb-es
"solucionar"-verb-es "solve"-verb-en
"solventar"-verb-es "solve"-verb-en
"dance"-verb-en "bailar"-verb-es
"bailar"-verb-es "dance"-verb-en
"understand"-verb-en "entender"-verb-es
"entender"-verb-es "understand"-verb-en
"debit"-verb-en "cargar"-verb-es
"cargar"-verb-es "debit"-verb-en
"cargar"-verb-es "load"-verb-en
"cargar"-verb-es "burden"-verb-en
"cargar"-verb-es "upload"-verb-en
"load"-verb-en "cargar"-verb-es
"burden"-verb-en "cargar"-verb-es
"upload"-verb-en "cargar"-verb-es
"comenzar"-verb-es "begin"-verb-en
"comenzar"-verb-es "commence"-verb-en
"commence"-verb-en "comenzar"-verb-es
"sentence"-verb-en "sentenciar"-verb-es
"sentenciar"-verb-es "sentence"-verb-en
"deal"-verb-en "tratar"-verb-es
"tratar"-verb-es "deal"-verb-en
"tratar"-verb-es "treat"-verb-en
"tratar"-verb-es "deal with"-verb-en
"treat"-verb-en "tratar"-verb-es
"deal with"-verb-en "tratar"-verb-es
"portray"-verb-en "retratar"-verb-es
"retratar"-verb-es "portray"-verb-en
"hatch"-verb-en "empollar"-verb-es
"empollar"-verb-es "hatch"-verb-en
"acoger"-verb-es "receive"-verb-en
"cobijar"-verb-es "receive"-verb-en
"select"-verb-en "seleccionar"-verb-es
"seleccionar"-verb-es "select"-verb-en
"choose"-verb-en "elegir"-verb-es
"choose"-verb-en "escoger"-verb-es
"elegir"-verb-es "pick"-verb-en
"elegir"-verb-es "choose"-verb-en
"elegir"-verb-es "elect"-verb-en
"escoger"-verb-es "choose"-verb-en
"elect"-verb-en "elegir"-verb-es
"escape"-verb-en "huir"-verb-es
"huir"-verb-es "escape"-verb-en
"disarm"-verb-en "desarmar"-verb-es
"desarmar"-verb-es "disarm"-verb-en
"conclude"-verb-en "concluir"-verb-es
"concluir"-verb-es "conclude"-verb-en
"despise"-verb-en "desdeñar"-verb-es
"despise"-verb-en "despreciar"-verb-es
"despise"-verb-en "menospreciar"-verb-es
"desdeñar"-verb-es "despise"-verb-en
"despreciar"-verb-es "despise"-verb-en
"menospreciar"-verb-es "despise"-verb-en
"depend"-verb-en "depender"-verb-es
"depender"-verb-es "depend"-verb-en
"interest"-verb-en "interesar"-verb-es
"interest"-verb-en "aficionar"-verb-es
"interesar"-verb-es "interest"-verb-en
"aficionar"-verb-es "interest"-verb-en
"subtract"-verb-en "restar"-verb-es
"restar"-verb-es "subtract"-verb-en
"execute"-verb-en "ajusticiar"-verb-es
"execute"-verb-en "ejecutar"-verb-es
"ajusticiar"-verb-es "execute"-verb-en
"ejecutar"-verb-es "execute"-verb-en
"dribble"-verb-en "babear"-verb-es
"babear"-verb-es "dribble"-verb-en
"ruin"-verb-en "arruinar"-verb-es
"arruinar"-verb-es "ruin"-verb-en
"define"-verb-en "definir"-verb-es
"definir"-verb-es "define"-verb-en
"extinguish"-verb-en "extinguir"-verb-es
"extinguir"-verb-es "extinguish"-verb-en
"abrogate"-verb-en "abrogar"-verb-es
"abrogar"-verb-es "abrogate"-verb-en
"protect"-verb-en "amparar"-verb-es
"protect"-verb-en "proteger"-verb-es
"protect"-verb-en "resguardar"-verb-es
"amparar"-verb-es "protect"-verb-en
"proteger"-verb-es "protect"-verb-en
"resguardar"-verb-es "protect"-verb-en
"disappear"-verb-en "desaparecer"-verb-es
"desaparecer"-verb-es "disappear"-verb-en
"desaparecer"-verb-es "vanish"-verb-en
"vanish"-verb-en "desaparecer"-verb-es
"annihilate"-verb-en "aniquilar"-verb-es
"aniquilar"-verb-es "annihilate"-verb-en
"violate"-verb-en "violar"-verb-es
"violar"-verb-es "violate"-verb-en
"amuse"-verb-en "divertir"-verb-es
"divertir"-verb-es "amuse"-verb-en
"peel"-verb-en "pelar"-verb-es
"pelar"-verb-es "peel"-verb-en
"pelar"-verb-es "shell"-verb-en
"shell"-verb-en "pelar"-verb-es
"happen"-verb-en "pasar"-verb-es
"pasar"-verb-es "spend"-verb-en
"pasar"-verb-es "pass"-verb-en
"pasar"-verb-es "happen"-verb-en
"wake"-verb-en "despertar"-verb-es
"despertar"-verb-es "wake"-verb-en
"despertar"-verb-es "arouse"-verb-en
"despertar"-verb-es "awaken"-verb-en
"despertar"-verb-es "awake"-verb-en
"despertar"-verb-es "wake up"-verb-en
"arouse"-verb-en "despertar"-verb-es
"arouse"-verb-en "excitar"-verb-es
"arouse"-verb-en "suscitar"-verb-es
"awaken"-verb-en "despertar"-verb-es
"awake"-verb-en "despertar"-verb-es
"wake up"-verb-en "despertar"-verb-es
"drain"-verb-en "drenar"-verb-es
"drenar"-verb-es "drain"-verb-en
"delete"-verb-en "eliminar"-verb-es
"eliminar"-verb-es "delete"-verb-en
"rest"-verb-en "descansar"-verb-es
"descansar"-verb-es "rest"-verb-en
"validate"-verb-en "validar"-verb-es
"validar"-verb-es "validate"-verb-en
"destroy"-verb-en "destruir"-verb-es
"destruir"-verb-es "destroy"-verb-en
"suffer"-verb-en "padecer"-verb-es
"suffer"-verb-en "sufrir"-verb-es
"padecer"-verb-es "suffer"-verb-en
"sufrir"-verb-es "suffer"-verb-en
"dip"-verb-en "meter"-verb-es
"meter"-verb-es "dip"-verb-en
"meter"-verb-es "put"-verb-en
"put"-verb-en "meter"-verb-es
"put"-verb-en "poner"-verb-es
"degrade"-verb-en "degradar"-verb-es
"degradar"-verb-es "degrade"-verb-en
"deteriorate"-verb-en "deteriorar"-verb-es
"deteriorar"-verb-es "deteriorate"-verb-en
"describe"-verb-en "describir"-verb-es
"describe"-verb-en "calificar"-verb-es
"describir"-verb-es "describe"-verb-en
"describir"-verb-es "depict"-verb-en
"calificar"-verb-es "describe"-verb-en
"calificar"-verb-es "zone"-verb-en
"depict"-verb-en "describir"-verb-es
"zone"-verb-en "calificar"-verb-es
"discipline"-verb-en "disciplinar"-verb-es
"disciplinar"-verb-es "discipline"-verb-en
"descend"-verb-en "descender"-verb-es
"descender"-verb-es "descend"-verb-en
"dismiss"-verb-en "descartar"-verb-es
"dismiss"-verb-en "rechazar"-verb-es
"descartar"-verb-es "dismiss"-verb-en
"rechazar"-verb-es "dismiss"-verb-en
"rechazar"-verb-es "refuse"-verb-en
"refuse"-verb-en "rechazar"-verb-es
"refuse"-verb-en "desechar"-verb-es
"update"-verb-en "actualizar"-verb-es
"actualizar"-verb-es "update"-verb-en
"reform"-verb-en "reformar"-verb-es
"reformar"-verb-es "reform"-verb-en
"come"-verb-en "venir"-verb-es
"venir"-verb-es "come"-verb-en
"place"-verb-en "encuadrar"-verb-es
"place"-verb-en "colocar"-verb-es
"encuadrar"-verb-es "place"-verb-en
"colocar"-verb-es "place"-verb-en
"colocar"-verb-es "plant"-verb-en
"colocar"-verb-es "position"-verb-en
"colocar"-verb-es "dispose"-verb-en
"plant"-verb-en "colocar"-verb-es
"plant"-verb-en "sembrar"-verb-es
"plant"-verb-en "plantar"-verb-es
"position"-verb-en "colocar"-verb-es
"position"-verb-en "posicionar"-verb-es
"dispose"-verb-en "colocar"-verb-es
"furnish"-verb-en "amueblar"-verb-es
"amueblar"-verb-es "furnish"-verb-en
"lay"-verb-en "poner"-verb-es
"poner"-verb-es "put"-verb-en
"poner"-verb-es "lay"-verb-en
"poner"-verb-es "set"-verb-en
"set"-verb-en "poner"-verb-es
"tame"-verb-en "domar"-verb-es
"domar"-verb-es "tame"-verb-en
"dominate"-verb-en "dominar"-verb-es
"dominar"-verb-es "dominate"-verb-en
"draft"-verb-en "reclutar"-verb-es
"reclutar"-verb-es "draft"-verb-en
"drag"-verb-en "arrastrar"-verb-es
"arrastrar"-verb-es "drag"-verb-en
"arrastrar"-verb-es "tug"-verb-en
"tug"-verb-en "arrastrar"-verb-es
"stink"-verb-en "apestar"-verb-es
"apestar"-verb-es "stink"-verb-en
"drill"-verb-en "perforar"-verb-es
"perforar"-verb-es "drill"-verb-en
"climb"-verb-en "subir"-verb-es
"subir"-verb-es "climb"-verb-en
"subir"-verb-es "go up"-verb-en
"subir"-verb-es "get on"-verb-en
"go up"-verb-en "subir"-verb-es
"go up"-verb-en "remontar"-verb-es
"get on"-verb-en "subir"-verb-es
"shatter"-verb-en "destrozar"-verb-es
"destrozar"-verb-es "shatter"-verb-en
"say"-verb-en "decir"-verb-es
"decir"-verb-es "say"-verb-en
"decir"-verb-es "tell"-verb-en
"tell"-verb-en "decir"-verb-es
"tell"-verb-en "narrar"-verb-es
"narrar"-verb-es "tell"-verb-en
"narrar"-verb-es "relate"-verb-en
"narrar"-verb-es "narrate"-verb-en
"relate"-verb-en "narrar"-verb-es
"relate"-verb-en "relacionar"-verb-es
"relate"-verb-en "relatar"-verb-es
"narrate"-verb-en "narrar"-verb-es
"steal"-verb-en "robar"-verb-es
"robar"-verb-es "steal"-verb-en
"intensify"-verb-en "intensificar"-verb-es
"intensificar"-verb-es "intensify"-verb-en
"double"-verb-en "plegar"-verb-es
"plegar"-verb-es "double"-verb-en
"plegar"-verb-es "fold"-verb-en
"fold"-verb-en "plegar"-verb-es
"duplicate"-verb-en "duplicar"-verb-es
"duplicar"-verb-es "duplicate"-verb-en
"imagine"-verb-en "imaginar"-verb-es
"imaginar"-verb-es "figure"-verb-en
"imaginar"-verb-es "imagine"-verb-en
"frighten"-verb-en "asustar"-verb-es
"asustar"-verb-es "frighten"-verb-en
"asustar"-verb-es "scare"-verb-en
"scare"-verb-en "asustar"-verb-es
"scare"-verb-en "amedrentar"-verb-es
"scare"-verb-en "amilanar"-verb-es
"scare"-verb-en "espantar"-verb-es
"return"-verb-en "regresar"-verb-es
"return"-verb-en "devolver"-verb-es
"return"-verb-en "retornar"-verb-es
"regresar"-verb-es "return"-verb-en
"devolver"-verb-es "return"-verb-en
"retornar"-verb-es "return"-verb-en
"date"-verb-en "datar"-verb-es
"date"-verb-en "fechar"-verb-es
"datar"-verb-es "date"-verb-en
"fechar"-verb-es "date"-verb-en
"persist"-verb-en "persistir"-verb-es
"persistir"-verb-es "persist"-verb-en
"persistir"-verb-es "linger"-verb-en
"linger"-verb-en "persistir"-verb-es
"invent"-verb-en "inventar"-verb-es
"inventar"-verb-es "invent"-verb-en
"deepen"-verb-en "ahondar"-verb-es
"deepen"-verb-en "profundizar"-verb-es
"ahondar"-verb-es "deepen"-verb-en
"profundizar"-verb-es "deepen"-verb-en
"citar"-verb-es "quote"-verb-en
"citar"-verb-es "cite"-verb-en
"cite"-verb-en "citar"-verb-es
"appease"-verb-en "apaciguar"-verb-es
"apaciguar"-verb-es "appease"-verb-en
"apaciguar"-verb-es "assuage"-verb-en
"assuage"-verb-en "apaciguar"-verb-es
"influence"-verb-en "influir"-verb-es
"influir"-verb-es "influence"-verb-en
"flow"-verb-en "afluir"-verb-es
"flow"-verb-en "fluir"-verb-es
"afluir"-verb-es "flow"-verb-en
"fluir"-verb-es "flow"-verb-en
"volcar"-verb-es "dump"-verb-en
"civilise"-verb-en "civilizar"-verb-es
"civilizar"-verb-es "civilise"-verb-en
"levantar"-verb-es "raise"-verb-en
"levantar"-verb-es "erect"-verb-en
"erect"-verb-en "levantar"-verb-es
"teach"-verb-en "enseñar"-verb-es
"enseñar"-verb-es "teach"-verb-en
"bore"-verb-en "aburrir"-verb-es
"aburrir"-verb-es "bore"-verb-en
"erupt"-verb-en "hacer erupción"-verb-es
"hacer erupción"-verb-es "erupt"-verb-en
"extract"-verb-en "extraer"-verb-es
"extraer"-verb-es "extract"-verb-en
"exploit"-verb-en "explotar"-verb-es
"explotar"-verb-es "work"-verb-en
"explotar"-verb-es "exploit"-verb-en
"explotar"-verb-es "explode"-verb-en
"explode"-verb-en "explotar"-verb-es
"admire"-verb-en "admirar"-verb-es
"admirar"-verb-es "admire"-verb-en
"look"-verb-en "aparentar"-verb-es
"look"-verb-en "parecer"-verb-es
"aparentar"-verb-es "look"-verb-en
"parecer"-verb-es "look"-verb-en
"parecer"-verb-es "appear"-verb-en
"parecer"-verb-es "look like"-verb-en
"parecer"-verb-es "seem"-verb-en
"appear"-verb-en "parecer"-verb-es
"appear"-verb-en "aparecer"-verb-es
"appear"-verb-en "figurar"-verb-es
"appear"-verb-en "comparecer"-verb-es
"look like"-verb-en "parecer"-verb-es
"seem"-verb-en "parecer"-verb-es
"simulate"-verb-en "simular"-verb-es
"simular"-verb-es "simulate"-verb-en
"effect"-verb-en "efectuar"-verb-es
"efectuar"-verb-es "effect"-verb-en
"expandir"-verb-es "expand"-verb-en
"fly"-verb-en "volar"-verb-es
"volar"-verb-es "blast"-verb-en
"volar"-verb-es "fly"-verb-en
"seduce"-verb-en "seducir"-verb-es
"seducir"-verb-es "seduce"-verb-en
"alternate"-verb-en "alternar"-verb-es
"alternar"-verb-es "alternate"-verb-en
"second"-verb-en "secundar"-verb-es
"secundar"-verb-es "second"-verb-en
"shave"-verb-en "afeitar"-verb-es
"afeitar"-verb-es "shave"-verb-en
"sit"-verb-en "sentar"-verb-es
"sentar"-verb-es "sit"-verb-en
"sentar"-verb-es "seat"-verb-en
"sentar"-verb-es "sit down"-verb-en
"seat"-verb-en "sentar"-verb-es
"sit down"-verb-en "sentar"-verb-es
"except"-verb-en "exceptuar"-verb-es
"exceptuar"-verb-es "except"-verb-en
"inflate"-verb-en "hinchar"-verb-es
"hinchar"-verb-es "inflate"-verb-en
"win"-verb-en "vencer"-verb-es
"win"-verb-en "ganar"-verb-es
"vencer"-verb-es "win"-verb-en
"vencer"-verb-es "overcome"-verb-en
"ganar"-verb-es "win"-verb-en
"ganar"-verb-es "earn"-verb-en
"overcome"-verb-en "vencer"-verb-es
"earn"-verb-en "ganar"-verb-es
"earn"-verb-en "cobrar"-verb-es
"insinuate"-verb-en "insinuar"-verb-es
"insinuar"-verb-es "insinuate"-verb-en
"nominate"-verb-en "nominar"-verb-es
"nominar"-verb-es "nominate"-verb-en
"request"-verb-en "pedir"-verb-es
"request"-verb-en "solicitar"-verb-es
"pedir"-verb-es "request"-verb-en
"pedir"-verb-es "ask"-verb-en
"pedir"-verb-es "ask for"-verb-en
"pedir"-verb-es "call for"-verb-en
"solicitar"-verb-es "request"-verb-en
"solicitar"-verb-es "speed up"-verb-en
"solicitar"-verb-es "apply for"-verb-en
"solicitar"-verb-es "solicit"-verb-en
"ask"-verb-en "pedir"-verb-es
"ask"-verb-en "preguntar"-verb-es
"ask for"-verb-en "pedir"-verb-es
"call for"-verb-en "pedir"-verb-es
"speed up"-verb-en "solicitar"-verb-es
"speed up"-verb-en "agilizar"-verb-es
"apply for"-verb-en "solicitar"-verb-es
"solicit"-verb-en "solicitar"-verb-es
"listen"-verb-en "escuchar"-verb-es
"escuchar"-verb-es "listen"-verb-en
"pursue"-verb-en "perseguir"-verb-es
"perseguir"-verb-es "pursue"-verb-en
"perseguir"-verb-es "chase"-verb-en
"perseguir"-verb-es "haunt"-verb-en
"chase"-verb-en "perseguir"-verb-es
"haunt"-verb-en "perseguir"-verb-es
"erode"-verb-en "erosionar"-verb-es
"erosionar"-verb-es "erode"-verb-en
"neglect"-verb-en "descuidar"-verb-es
"descuidar"-verb-es "neglect"-verb-en
"alleviate"-verb-en "aliviar"-verb-es
"aliviar"-verb-es "alleviate"-verb-en
"aliviar"-verb-es "ease"-verb-en
"aliviar"-verb-es "relieve"-verb-en
"ease"-verb-en "aliviar"-verb-es
"relieve"-verb-en "aliviar"-verb-es
"relieve"-verb-en "relevar"-verb-es
"extradite"-verb-en "extraditar"-verb-es
"extraditar"-verb-es "extradite"-verb-en
"lograr"-verb-es "reach"-verb-en
"lograr"-verb-es "attain"-verb-en
"attain"-verb-en "lograr"-verb-es
"inherit"-verb-en "heredar"-verb-es
"heredar"-verb-es "inherit"-verb-en
"gild"-verb-en "dorar"-verb-es
"dorar"-verb-es "gild"-verb-en
"favour"-verb-en "auspiciar"-verb-es
"favour"-verb-en "favorecer"-verb-es
"auspiciar"-verb-es "favour"-verb-en
"favorecer"-verb-es "favour"-verb-en
"impound"-verb-en "embargar"-verb-es
"embargar"-verb-es "impound"-verb-en
"embargar"-verb-es "sequestrate"-verb-en
"sequestrate"-verb-en "embargar"-verb-es
"fancy"-verb-en "gustar"-verb-es
"gustar"-verb-es "fancy"-verb-en
"gustar"-verb-es "like"-verb-en
"gustar"-verb-es "enjoy"-verb-en
"like"-verb-en "gustar"-verb-es
"like"-verb-en "agradar"-verb-es
"enjoy"-verb-en "gustar"-verb-es
"enjoy"-verb-en "disfrutar"-verb-es
"enjoy"-verb-en "gozar"-verb-es
"file"-verb-en "archivar"-verb-es
"archivar"-verb-es "file"-verb-en
"find"-verb-en "encontrar"-verb-es
"find"-verb-en "hallar"-verb-es
"encontrar"-verb-es "find"-verb-en
"encontrar"-verb-es "come across"-verb-en
"encontrar"-verb-es "encounter"-verb-en
"hallar"-verb-es "find"-verb-en
"come across"-verb-en "encontrar"-verb-es
"encounter"-verb-en "encontrar"-verb-es
"freeze"-verb-en "congelar"-verb-es
"congelar"-verb-es "freeze"-verb-en
"film"-verb-en "rodar"-verb-es
"rodar"-verb-es "film"-verb-en
"rodar"-verb-es "go"-verb-en
"rodar"-verb-es "roll"-verb-en
"go"-verb-en "rodar"-verb-es
"go"-verb-en "ir"-verb-es
"roll"-verb-en "rodar"-verb-es
"fit"-verb-en "caber"-verb-es
"fit"-verb-en "encajar"-verb-es
"caber"-verb-es "fit"-verb-en
"encajar"-verb-es "fit"-verb-en
"fuse"-verb-en "fusionar"-verb-es
"fusionar"-verb-es "fuse"-verb-en
"fusionar"-verb-es "merge"-verb-en
"merge"-verb-en "fusionar"-verb-es
"flash"-verb-en "centellear"-verb-es
"centellear"-verb-es "flash"-verb-en
"fry"-verb-en "freír"-verb-es
"freír"-verb-es "fry"-verb-en
"hasten"-verb-en "acuciar"-verb-es
"acuciar"-verb-es "hasten"-verb-en
"form"-verb-en "formar"-verb-es
"formar"-verb-es "form"-verb-en
"infuriate"-verb-en "enfurecer"-verb-es
"infuriate"-verb-en "sublevar"-verb-es
"enfurecer"-verb-es "infuriate"-verb-en
"enfurecer"-verb-es "anger"-verb-en
"sublevar"-verb-es "infuriate"-verb-en
"anger"-verb-en "enfurecer"-verb-es
"marchar"-verb-es "leave"-verb-en
"marchar"-verb-es "get off"-verb-en
"marchar"-verb-es "get along"-verb-en
"get off"-verb-en "marchar"-verb-es
"get along"-verb-en "marchar"-verb-es
"acquire"-verb-en "adquirir"-verb-es
"adquirir"-verb-es "acquire"-verb-en
"adquirir"-verb-es "purchase"-verb-en
"purchase"-verb-en "adquirir"-verb-es
"galvanise"-verb-en "galvanizar"-verb-es
"galvanizar"-verb-es "galvanise"-verb-en
"enable"-verb-en "habilitar"-verb-es
"habilitar"-verb-es "enable"-verb-en
"call"-verb-en "apellidar"-verb-es
"call"-verb-en "llamar"-verb-es
"apellidar"-verb-es "call"-verb-en
"llamar"-verb-es "call"-verb-en
"twin"-verb-en "hermanar"-verb-es
"hermanar"-verb-es "twin"-verb-en
"guess"-verb-en "adivinar"-verb-es
"adivinar"-verb-es "guess"-verb-en
"clean"-verb-en "limpiar"-verb-es
"limpiar"-verb-es "clean"-verb-en
"land"-verb-en "aterrizar"-verb-es
"aterrizar"-verb-es "land"-verb-en
"nickname"-verb-en "apodar"-verb-es
"apodar"-verb-es "nickname"-verb-en
"dilute"-verb-en "diluir"-verb-es
"diluir"-verb-es "dilute"-verb-en
"glide"-verb-en "deslizar"-verb-es
"deslizar"-verb-es "glide"-verb-en
"adhere"-verb-en "adherir"-verb-es
"adherir"-verb-es "adhere"-verb-en
"milk"-verb-en "ordeñar"-verb-es
"ordeñar"-verb-es "milk"-verb-en
"preguntar"-verb-es "ask"-verb-en
"postpone"-verb-en "aplazar"-verb-es
"postpone"-verb-en "postponer"-verb-es
"aplazar"-verb-es "postpone"-verb-en
"postponer"-verb-es "postpone"-verb-en
"wash"-verb-en "fregar"-verb-es
"wash"-verb-en "lavar"-verb-es
"fregar"-verb-es "wash"-verb-en
"lavar"-verb-es "wash"-verb-en
"lavar"-verb-es "launder"-verb-en
"launder"-verb-en "lavar"-verb-es
"release"-verb-en "soltar"-verb-es
"release"-verb-en "liberar"-verb-es
"release"-verb-en "desprender"-verb-es
"soltar"-verb-es "drop"-verb-en
"soltar"-verb-es "release"-verb-en
"liberar"-verb-es "discharge"-verb-en
"liberar"-verb-es "release"-verb-en
"liberar"-verb-es "free"-verb-en
"desprender"-verb-es "release"-verb-en
"free"-verb-en "liberar"-verb-es
"edit"-verb-en "editar"-verb-es
"editar"-verb-es "edit"-verb-en
"command"-verb-en "mandar"-verb-es
"mandar"-verb-es "command"-verb-en
"exaggerate"-verb-en "exagerar"-verb-es
"exagerar"-verb-es "exaggerate"-verb-en
"overload"-verb-en "sobrecargar"-verb-es
"sobrecargar"-verb-es "overload"-verb-en
"sobrecargar"-verb-es "overburden"-verb-en
"overburden"-verb-en "sobrecargar"-verb-es
"survive"-verb-en "sobrevivir"-verb-es
"sobrevivir"-verb-es "survive"-verb-en
"soak"-verb-en "empapar"-verb-es
"empapar"-verb-es "soak"-verb-en
"empapar"-verb-es "drench"-verb-en
"drench"-verb-en "empapar"-verb-es
"lower"-verb-en "bajar"-verb-es
"bajar"-verb-es "drop"-verb-en
"bajar"-verb-es "lower"-verb-en
"bajar"-verb-es "go down"-verb-en
"bajar"-verb-es "get down"-verb-en
"go down"-verb-en "bajar"-verb-es
"get down"-verb-en "bajar"-verb-es
"group"-verb-en "agrupar"-verb-es
"agrupar"-verb-es "group"-verb-en
"precipitate"-verb-en "precipitar"-verb-es
"precipitar"-verb-es "precipitate"-verb-en
"deny"-verb-en "negar"-verb-es
"deny"-verb-en "desmentir"-verb-es
"negar"-verb-es "deny"-verb-en
"desmentir"-verb-es "deny"-verb-en
"differentiate"-verb-en "diferenciar"-verb-es
"diferenciar"-verb-es "differentiate"-verb-en
"forbid"-verb-en "prohibir"-verb-es
"prohibir"-verb-es "forbid"-verb-en
"prohibir"-verb-es "ban"-verb-en
"prohibir"-verb-es "prohibit"-verb-en
"ban"-verb-en "prohibir"-verb-es
"prohibit"-verb-en "prohibir"-verb-es
"invite"-verb-en "invitar"-verb-es
"invitar"-verb-es "invite"-verb-en
"weaken"-verb-en "debilitar"-verb-es
"debilitar"-verb-es "weaken"-verb-en
"guarantee"-verb-en "garantizar"-verb-es
"garantizar"-verb-es "guarantee"-verb-en
"remove"-verb-en "sacar"-verb-es
"remove"-verb-en "retirar"-verb-es
"remove"-verb-en "quitar"-verb-es
"sacar"-verb-es "remove"-verb-en
"sacar"-verb-es "pull out"-verb-en
"sacar"-verb-es "take away"-verb-en
"sacar"-verb-es "take off"-verb-en
"sacar"-verb-es "take out"-verb-en
"retirar"-verb-es "recall"-verb-en
"retirar"-verb-es "remove"-verb-en
"retirar"-verb-es "withdraw"-verb-en
"quitar"-verb-es "remove"-verb-en
"quitar"-verb-es "take away"-verb-en
"pull out"-verb-en "sacar"-verb-es
"take away"-verb-en "sacar"-verb-es
"take away"-verb-en "quitar"-verb-es
"take off"-verb-en "sacar"-verb-es
"take out"-verb-en "sacar"-verb-es
"withdraw"-verb-en "retirar"-verb-es
"gastar"-verb-es "spend"-verb-en
"dedicar"-verb-es "spend"-verb-en
"dedicar"-verb-es "dedicate"-verb-en
"dedicar"-verb-es "devote"-verb-en
"dedicate"-verb-en "dedicar"-verb-es
"devote"-verb-en "dedicar"-verb-es
"serve"-verb-en "servir"-verb-es
"servir"-verb-es "serve"-verb-en
"squeeze"-verb-en "estrujar"-verb-es
"squeeze"-verb-en "achuchar"-verb-es
"estrujar"-verb-es "squeeze"-verb-en
"achuchar"-verb-es "squeeze"-verb-en
"level"-verb-en "nivelar"-verb-es
"nivelar"-verb-es "level"-verb-en
"waste"-verb-en "desperdiciar"-verb-es
"waste"-verb-en "malgastar"-verb-es
"desperdiciar"-verb-es "waste"-verb-en
"malgastar"-verb-es "waste"-verb-en
"knit"-verb-en "tejer"-verb-es
"tejer"-verb-es "knit"-verb-en
"scream"-verb-en "chillar"-verb-es
"chillar"-verb-es "scream"-verb-en
"dawn"-verb-en "amanecer"-verb-es
"amanecer"-verb-es "dawn"-verb-en
"remain"-verb-en "permanecer"-verb-es
"remain"-verb-en "quedar"-verb-es
"permanecer"-verb-es "remain"-verb-en
"quedar"-verb-es "remain"-verb-en
"quedar"-verb-es "be left"-verb-en
"quedar"-verb-es "stay"-verb-en
"be left"-verb-en "quedar"-verb-es
"stay"-verb-en "quedar"-verb-es
"pray"-verb-en "rogar"-verb-es
"pray"-verb-en "rezar"-verb-es
"rogar"-verb-es "pray"-verb-en
"rezar"-verb-es "pray"-verb-en
"transform"-verb-en "transformar"-verb-es
"transformar"-verb-es "transform"-verb-en
"convenir"-verb-es "suit"-verb-en
"charge"-verb-en "embestir"-verb-es
"charge"-verb-en "cobrar"-verb-es
"embestir"-verb-es "charge"-verb-en
"cobrar"-verb-es "earn"-verb-en
"cobrar"-verb-es "charge"-verb-en
"cobrar"-verb-es "cash"-verb-en
"cash"-verb-en "cobrar"-verb-es
"funcionar"-verb-es "work"-verb-en
"funcionar"-verb-es "run"-verb-en
"trabajar"-verb-es "work"-verb-en
"run"-verb-en "funcionar"-verb-es
"run"-verb-en "correr"-verb-es
"operate"-verb-en "manejar"-verb-es
"manejar"-verb-es "operate"-verb-en
"manejar"-verb-es "handle"-verb-en
"handle"-verb-en "manejar"-verb-es
