"cualquier"-determiner-es "whatsoever"-determiner-en
"Bilbao"-noun-en "Bilbao"-properNoun-es
"Bilbao"-noun-es "Bilbao"-noun-en
"Bilbao"-noun-es "Bilbao"-properNoun-en
"Bilbao"-properNoun-es "Bilbao"-noun-en
"Bilbao"-properNoun-es "Bilbao"-properNoun-en
"Bilbao"-properNoun-en "Bilbao"-noun-es
"Bilbao"-properNoun-en "Bilbao"-properNoun-es
"Castro"-noun-en "Castro"-noun-es
"Castro"-noun-en "Castro"-properNoun-es
"Castro"-noun-es "Castro"-noun-en
"Castro"-noun-es "Castro"-properNoun-en
"Castro"-properNoun-es "Castro"-noun-en
"Castro"-properNoun-es "Castro"-properNoun-en
"Castro"-properNoun-en "Castro"-noun-es
"Castro"-properNoun-en "Castro"-properNoun-es
"Egibar"-noun-en "Egibar"-properNoun-es
"Egibar"-properNoun-es "Egibar"-noun-en
"Egibar"-properNoun-es "Egibar"-properNoun-en
"Egibar"-properNoun-en "Egibar"-properNoun-es
"Etxeberria"-noun-en "Etxeberria"-properNoun-es
"Etxeberria"-properNoun-es "Etxeberria"-noun-en
"Etxeberria"-properNoun-es "Etxeberria"-properNoun-en
"Etxeberria"-properNoun-en "Etxeberria"-properNoun-es
"Goirizelaia"-noun-en "Goirizelaia"-properNoun-es
"Goirizelaia"-properNoun-es "Goirizelaia"-noun-en
"Goirizelaia"-properNoun-es "Goirizelaia"-properNoun-en
"Goirizelaia"-properNoun-en "Goirizelaia"-properNoun-es
"Hernandez"-noun-en "Hernandez"-noun-es
"Hernandez"-noun-en "Hernandez"-properNoun-es
"Hernandez"-noun-es "Hernandez"-noun-en
"Hernandez"-noun-es "Hernandez"-properNoun-en
"Hernandez"-properNoun-es "Hernandez"-noun-en
"Hernandez"-properNoun-es "Hernandez"-properNoun-en
"Hernandez"-properNoun-en "Hernandez"-noun-es
"Hernandez"-properNoun-en "Hernandez"-properNoun-es
"Hussein"-noun-en "Hussein"-noun-es
"Hussein"-noun-en "Hussein"-properNoun-es
"Hussein"-noun-es "Hussein"-noun-en
"Hussein"-noun-es "Hussein"-properNoun-en
"Hussein"-properNoun-es "Hussein"-noun-en
"Hussein"-properNoun-es "Hussein"-properNoun-en
"Hussein"-properNoun-en "Hussein"-noun-es
"Hussein"-properNoun-en "Hussein"-properNoun-es
"Ibarretxe"-noun-en "Ibarretxe"-properNoun-es
"Ibarretxe"-properNoun-es "Ibarretxe"-noun-en
"Ibarretxe"-properNoun-es "Ibarretxe"-properNoun-en
"Ibarretxe"-properNoun-en "Ibarretxe"-properNoun-es
"Imaz"-noun-en "Imaz"-properNoun-es
"Imaz"-properNoun-es "Imaz"-noun-en
"Imaz"-properNoun-es "Imaz"-properNoun-en
"Imaz"-properNoun-en "Imaz"-properNoun-es
"Jimenez"-noun-en "Jimenez"-noun-es
"Jimenez"-noun-en "Jimenez"-properNoun-es
"Jimenez"-noun-es "Jimenez"-noun-en
"Jimenez"-noun-es "Jimenez"-properNoun-en
"Jimenez"-properNoun-es "Jimenez"-noun-en
"Jimenez"-properNoun-es "Jimenez"-properNoun-en
"Jimenez"-properNoun-en "Jimenez"-noun-es
"Jimenez"-properNoun-en "Jimenez"-properNoun-es
"Martinez"-noun-en "Martinez"-noun-es
"Martinez"-noun-en "Martinez"-properNoun-es
"Martinez"-noun-es "Martinez"-noun-en
"Martinez"-noun-es "Martinez"-properNoun-en
"Martinez"-properNoun-es "Martinez"-noun-en
"Martinez"-properNoun-es "Martinez"-properNoun-en
"Martinez"-properNoun-en "Martinez"-noun-es
"Martinez"-properNoun-en "Martinez"-properNoun-es
"Olano"-noun-en "Olano"-properNoun-es
"Olano"-properNoun-es "Olano"-noun-en
"Olano"-properNoun-es "Olano"-properNoun-en
"Olano"-properNoun-en "Olano"-properNoun-es
"Otegi"-noun-en "Otegi"-properNoun-es
"Otegi"-properNoun-es "Otegi"-noun-en
"Otegi"-properNoun-es "Otegi"-properNoun-en
"Otegi"-properNoun-en "Otegi"-properNoun-es
"Ramirez"-noun-en "Ramirez"-noun-es
"Ramirez"-noun-en "Ramirez"-properNoun-es
"Ramirez"-noun-es "Ramirez"-noun-en
"Ramirez"-noun-es "Ramirez"-properNoun-en
"Ramirez"-properNoun-es "Ramirez"-noun-en
"Ramirez"-properNoun-es "Ramirez"-properNoun-en
"Ramirez"-properNoun-en "Ramirez"-noun-es
"Ramirez"-properNoun-en "Ramirez"-properNoun-es
"Sáez"-noun-en "Sáez"-noun-es
"Sáez"-noun-en "Sáez"-properNoun-es
"Sáez"-noun-es "Sáez"-noun-en
"Sáez"-noun-es "Sáez"-properNoun-en
"Sáez"-properNoun-es "Sáez"-noun-en
"Sáez"-properNoun-es "Sáez"-properNoun-en
"Sáez"-properNoun-en "Sáez"-noun-es
"Sáez"-properNoun-en "Sáez"-properNoun-es
"Sanchez"-noun-en "Sanchez"-noun-es
"Sanchez"-noun-en "Sanchez"-properNoun-es
"Sanchez"-noun-es "Sanchez"-noun-en
"Sanchez"-noun-es "Sanchez"-properNoun-en
"Sanchez"-properNoun-es "Sanchez"-noun-en
"Sanchez"-properNoun-es "Sanchez"-properNoun-en
"Sanchez"-properNoun-en "Sanchez"-noun-es
"Sanchez"-properNoun-en "Sanchez"-properNoun-es
"Urkullu"-noun-en "Urkullu"-properNoun-es
"Urkullu"-properNoun-es "Urkullu"-noun-en
"Urkullu"-properNoun-es "Urkullu"-properNoun-en
"Urkullu"-properNoun-en "Urkullu"-properNoun-es
"Zabaleta"-noun-en "Zabaleta"-properNoun-es
"Zabaleta"-properNoun-es "Zabaleta"-noun-en
"Zabaleta"-properNoun-es "Zabaleta"-properNoun-en
"Zabaleta"-properNoun-en "Zabaleta"-properNoun-es
"Bush"-noun-en "Bush"-noun-es
"Bush"-noun-en "Bush"-properNoun-es
"Bush"-noun-es "Bush"-noun-en
"Bush"-noun-es "Bush"-properNoun-en
"Bush"-properNoun-es "Bush"-noun-en
"Bush"-properNoun-es "Bush"-properNoun-en
"Bush"-properNoun-en "Bush"-noun-es
"Bush"-properNoun-en "Bush"-properNoun-es
"McCreedy"-noun-en "McCreedy"-noun-es
"McCreedy"-noun-en "McCreedy"-properNoun-es
"McCreedy"-noun-es "McCreedy"-noun-en
"McCreedy"-noun-es "McCreedy"-properNoun-en
"McCreedy"-properNoun-es "McCreedy"-noun-en
"McCreedy"-properNoun-es "McCreedy"-properNoun-en
"McCreedy"-properNoun-en "McCreedy"-noun-es
"McCreedy"-properNoun-en "McCreedy"-properNoun-es
"Sarkozy"-noun-en "Sarkozy"-noun-es
"Sarkozy"-noun-en "Sarkozy"-properNoun-es
"Sarkozy"-noun-es "Sarkozy"-noun-en
"Sarkozy"-noun-es "Sarkozy"-properNoun-en
"Sarkozy"-properNoun-es "Sarkozy"-noun-en
"Sarkozy"-properNoun-es "Sarkozy"-properNoun-en
"Sarkozy"-properNoun-en "Sarkozy"-noun-es
"Sarkozy"-properNoun-en "Sarkozy"-properNoun-es
"Barroso"-noun-en "Barroso"-noun-es
"Barroso"-noun-en "Barroso"-properNoun-es
"Barroso"-noun-es "Barroso"-noun-en
"Barroso"-noun-es "Barroso"-properNoun-en
"Barroso"-properNoun-es "Barroso"-noun-en
"Barroso"-properNoun-es "Barroso"-properNoun-en
"Barroso"-properNoun-en "Barroso"-noun-es
"Barroso"-properNoun-en "Barroso"-properNoun-es
"Bischoff"-noun-en "Bischoff"-noun-es
"Bischoff"-noun-en "Bischoff"-properNoun-es
"Bischoff"-noun-es "Bischoff"-noun-en
"Bischoff"-noun-es "Bischoff"-properNoun-en
"Bischoff"-properNoun-es "Bischoff"-noun-en
"Bischoff"-properNoun-es "Bischoff"-properNoun-en
"Bischoff"-properNoun-en "Bischoff"-noun-es
"Bischoff"-properNoun-en "Bischoff"-properNoun-es
"Parrish"-noun-en "Parrish"-noun-es
"Parrish"-noun-en "Parrish"-properNoun-es
"Parrish"-noun-es "Parrish"-noun-en
"Parrish"-noun-es "Parrish"-properNoun-en
"Parrish"-properNoun-es "Parrish"-noun-en
"Parrish"-properNoun-es "Parrish"-properNoun-en
"Parrish"-properNoun-en "Parrish"-noun-es
"Parrish"-properNoun-en "Parrish"-properNoun-es
"Agostinacchio"-noun-en "Agostinacchio"-noun-es
"Agostinacchio"-noun-en "Agostinacchio"-properNoun-es
"Agostinacchio"-noun-es "Agostinacchio"-noun-en
"Agostinacchio"-noun-es "Agostinacchio"-properNoun-en
"Agostinacchio"-properNoun-es "Agostinacchio"-noun-en
"Agostinacchio"-properNoun-es "Agostinacchio"-properNoun-en
"Agostinacchio"-properNoun-en "Agostinacchio"-noun-es
"Agostinacchio"-properNoun-en "Agostinacchio"-properNoun-es
"Almunia Amann"-noun-en "Almunia Amann"-noun-es
"Almunia Amann"-noun-en "Almunia Amann"-properNoun-es
"Almunia Amann"-noun-es "Almunia Amann"-noun-en
"Almunia Amann"-noun-es "Almunia Amann"-properNoun-en
"Almunia Amann"-properNoun-es "Almunia Amann"-noun-en
"Almunia Amann"-properNoun-es "Almunia Amann"-properNoun-en
"Almunia Amann"-properNoun-en "Almunia Amann"-noun-es
"Almunia Amann"-properNoun-en "Almunia Amann"-properNoun-es
"Amor Pérez"-noun-en "Amor Pérez"-noun-es
"Amor Pérez"-noun-en "Amor Pérez"-properNoun-es
"Amor Pérez"-noun-es "Amor Pérez"-noun-en
"Amor Pérez"-noun-es "Amor Pérez"-properNoun-en
"Amor Pérez"-properNoun-es "Amor Pérez"-noun-en
"Amor Pérez"-properNoun-es "Amor Pérez"-properNoun-en
"Amor Pérez"-properNoun-en "Amor Pérez"-noun-es
"Amor Pérez"-properNoun-en "Amor Pérez"-properNoun-es
"Asselborn"-noun-en "Asselborn"-noun-es
"Asselborn"-noun-en "Asselborn"-properNoun-es
"Asselborn"-noun-es "Asselborn"-noun-en
"Asselborn"-noun-es "Asselborn"-properNoun-en
"Asselborn"-properNoun-es "Asselborn"-noun-en
"Asselborn"-properNoun-es "Asselborn"-properNoun-en
"Asselborn"-properNoun-en "Asselborn"-noun-es
"Asselborn"-properNoun-en "Asselborn"-properNoun-es
"Bagnasco"-noun-en "Bagnasco"-noun-es
"Bagnasco"-noun-en "Bagnasco"-properNoun-es
"Bagnasco"-noun-es "Bagnasco"-noun-en
"Bagnasco"-noun-es "Bagnasco"-properNoun-en
"Bagnasco"-properNoun-es "Bagnasco"-noun-en
"Bagnasco"-properNoun-es "Bagnasco"-properNoun-en
"Bagnasco"-properNoun-en "Bagnasco"-noun-es
"Bagnasco"-properNoun-en "Bagnasco"-properNoun-es
"Barreda Fontes"-noun-en "Barreda Fontes"-noun-es
"Barreda Fontes"-noun-en "Barreda Fontes"-properNoun-es
"Barreda Fontes"-noun-es "Barreda Fontes"-noun-en
"Barreda Fontes"-noun-es "Barreda Fontes"-properNoun-en
"Barreda Fontes"-properNoun-es "Barreda Fontes"-noun-en
"Barreda Fontes"-properNoun-es "Barreda Fontes"-properNoun-en
"Barreda Fontes"-properNoun-en "Barreda Fontes"-noun-es
"Barreda Fontes"-properNoun-en "Barreda Fontes"-properNoun-es
"Barrot"-noun-en "Barrot"-noun-es
"Barrot"-noun-en "Barrot"-properNoun-es
"Barrot"-noun-es "Barrot"-noun-en
"Barrot"-noun-es "Barrot"-properNoun-en
"Barrot"-properNoun-es "Barrot"-noun-en
"Barrot"-properNoun-es "Barrot"-properNoun-en
"Barrot"-properNoun-en "Barrot"-noun-es
"Barrot"-properNoun-en "Barrot"-properNoun-es
"Bilquez"-noun-en "Bilquez"-noun-es
"Bilquez"-noun-en "Bilquez"-properNoun-es
"Bilquez"-noun-es "Bilquez"-noun-en
"Bilquez"-noun-es "Bilquez"-properNoun-en
"Bilquez"-properNoun-es "Bilquez"-noun-en
"Bilquez"-properNoun-es "Bilquez"-properNoun-en
"Bilquez"-properNoun-en "Bilquez"-noun-es
"Bilquez"-properNoun-en "Bilquez"-properNoun-es
"Biwer"-noun-en "Biwer"-noun-es
"Biwer"-noun-en "Biwer"-properNoun-es
"Biwer"-noun-es "Biwer"-noun-en
"Biwer"-noun-es "Biwer"-properNoun-en
"Biwer"-properNoun-es "Biwer"-noun-en
"Biwer"-properNoun-es "Biwer"-properNoun-en
"Biwer"-properNoun-en "Biwer"-noun-es
"Biwer"-properNoun-en "Biwer"-properNoun-es
"Bono Martinez"-noun-en "Bono Martinez"-noun-es
"Bono Martinez"-noun-en "Bono Martinez"-properNoun-es
"Bono Martinez"-noun-es "Bono Martinez"-noun-en
"Bono Martinez"-noun-es "Bono Martinez"-properNoun-en
"Bono Martinez"-properNoun-es "Bono Martinez"-noun-en
"Bono Martinez"-properNoun-es "Bono Martinez"-properNoun-en
"Bono Martinez"-properNoun-en "Bono Martinez"-noun-es
"Bono Martinez"-properNoun-en "Bono Martinez"-properNoun-es
"Borg"-noun-en "Borg"-noun-es
"Borg"-noun-en "Borg"-properNoun-es
"Borg"-noun-es "Borg"-noun-en
"Borg"-noun-es "Borg"-properNoun-en
"Borg"-properNoun-es "Borg"-noun-en
"Borg"-properNoun-es "Borg"-properNoun-en
"Borg"-properNoun-en "Borg"-noun-es
"Borg"-properNoun-en "Borg"-properNoun-es
"Bralo"-noun-en "Bralo"-noun-es
"Bralo"-noun-en "Bralo"-properNoun-es
"Bralo"-noun-es "Bralo"-noun-en
"Bralo"-noun-es "Bralo"-properNoun-en
"Bralo"-properNoun-es "Bralo"-noun-en
"Bralo"-properNoun-es "Bralo"-properNoun-en
"Bralo"-properNoun-en "Bralo"-noun-es
"Bralo"-properNoun-en "Bralo"-properNoun-es
"Custódio"-noun-en "Custódio"-noun-es
"Custódio"-noun-en "Custódio"-properNoun-es
"Custódio"-noun-es "Custódio"-noun-en
"Custódio"-noun-es "Custódio"-properNoun-en
"Custódio"-properNoun-es "Custódio"-noun-en
"Custódio"-properNoun-es "Custódio"-properNoun-en
"Custódio"-properNoun-en "Custódio"-noun-es
"Custódio"-properNoun-en "Custódio"-properNoun-es
"Dimas"-noun-en "Dimas"-noun-es
"Dimas"-noun-en "Dimas"-properNoun-es
"Dimas"-noun-es "Dimas"-noun-en
"Dimas"-noun-es "Dimas"-properNoun-en
"Dimas"-properNoun-es "Dimas"-noun-en
"Dimas"-properNoun-es "Dimas"-properNoun-en
"Dimas"-properNoun-en "Dimas"-noun-es
"Dimas"-properNoun-en "Dimas"-properNoun-es
"Dörler"-noun-en "Dörler"-noun-es
"Dörler"-noun-en "Dörler"-properNoun-es
"Dörler"-noun-es "Dörler"-noun-en
"Dörler"-noun-es "Dörler"-properNoun-en
"Dörler"-properNoun-es "Dörler"-noun-en
"Dörler"-properNoun-es "Dörler"-properNoun-en
"Dörler"-properNoun-en "Dörler"-noun-es
"Dörler"-properNoun-en "Dörler"-properNoun-es
"Ducho"-noun-en "Ducho"-noun-es
"Ducho"-noun-en "Ducho"-properNoun-es
"Ducho"-noun-es "Ducho"-noun-en
"Ducho"-noun-es "Ducho"-properNoun-en
"Ducho"-properNoun-es "Ducho"-noun-en
"Ducho"-properNoun-es "Ducho"-properNoun-en
"Ducho"-properNoun-en "Ducho"-noun-es
"Ducho"-properNoun-en "Ducho"-properNoun-es
"Endlein"-noun-en "Endlein"-noun-es
"Endlein"-noun-en "Endlein"-properNoun-es
"Endlein"-noun-es "Endlein"-noun-en
"Endlein"-noun-es "Endlein"-properNoun-en
"Endlein"-properNoun-es "Endlein"-noun-en
"Endlein"-properNoun-es "Endlein"-properNoun-en
"Endlein"-properNoun-en "Endlein"-noun-es
"Endlein"-properNoun-en "Endlein"-properNoun-es
"Fige"-noun-en "Fige"-noun-es
"Fige"-noun-en "Fige"-properNoun-es
"Fige"-noun-es "Fige"-noun-en
"Fige"-noun-es "Fige"-properNoun-en
"Fige"-properNoun-es "Fige"-noun-en
"Fige"-properNoun-es "Fige"-properNoun-en
"Fige"-properNoun-en "Fige"-noun-es
"Fige"-properNoun-en "Fige"-properNoun-es
"Font de Mora y Turón"-noun-en "Font de Mora y Turón"-noun-es
"Font de Mora y Turón"-noun-en "Font de Mora y Turón"-properNoun-es
"Font de Mora y Turón"-noun-es "Font de Mora y Turón"-noun-en
"Font de Mora y Turón"-noun-es "Font de Mora y Turón"-properNoun-en
"Font de Mora y Turón"-properNoun-es "Font de Mora y Turón"-noun-en
"Font de Mora y Turón"-properNoun-es "Font de Mora y Turón"-properNoun-en
"Font de Mora y Turón"-properNoun-en "Font de Mora y Turón"-noun-es
"Font de Mora y Turón"-properNoun-en "Font de Mora y Turón"-properNoun-es
"Frattini"-noun-en "Frattini"-noun-es
"Frattini"-noun-en "Frattini"-properNoun-es
"Frattini"-noun-es "Frattini"-noun-en
"Frattini"-noun-es "Frattini"-properNoun-en
"Frattini"-properNoun-es "Frattini"-noun-en
"Frattini"-properNoun-es "Frattini"-properNoun-en
"Frattini"-properNoun-en "Frattini"-noun-es
"Frattini"-properNoun-en "Frattini"-properNoun-es
"Halder"-noun-en "Halder"-noun-es
"Halder"-noun-en "Halder"-properNoun-es
"Halder"-noun-es "Halder"-noun-en
"Halder"-noun-es "Halder"-properNoun-en
"Halder"-properNoun-es "Halder"-noun-en
"Halder"-properNoun-es "Halder"-properNoun-en
"Halder"-properNoun-en "Halder"-noun-es
"Halder"-properNoun-en "Halder"-properNoun-es
"Hallikmägi"-noun-en "Hallikmägi"-noun-es
"Hallikmägi"-noun-en "Hallikmägi"-properNoun-es
"Hallikmägi"-noun-es "Hallikmägi"-noun-en
"Hallikmägi"-noun-es "Hallikmägi"-properNoun-en
"Hallikmägi"-properNoun-es "Hallikmägi"-noun-en
"Hallikmägi"-properNoun-es "Hallikmägi"-properNoun-en
"Hallikmägi"-properNoun-en "Hallikmägi"-noun-es
"Hallikmägi"-properNoun-en "Hallikmägi"-properNoun-es
"Halsdorf"-noun-en "Halsdorf"-noun-es
"Halsdorf"-noun-en "Halsdorf"-properNoun-es
"Halsdorf"-noun-es "Halsdorf"-noun-en
"Halsdorf"-noun-es "Halsdorf"-properNoun-en
"Halsdorf"-properNoun-es "Halsdorf"-noun-en
"Halsdorf"-properNoun-es "Halsdorf"-properNoun-en
"Halsdorf"-properNoun-en "Halsdorf"-noun-es
"Halsdorf"-properNoun-en "Halsdorf"-properNoun-es
"Haupert"-noun-en "Haupert"-noun-es
"Haupert"-noun-en "Haupert"-properNoun-es
"Haupert"-noun-es "Haupert"-noun-en
"Haupert"-noun-es "Haupert"-properNoun-en
"Haupert"-properNoun-es "Haupert"-noun-en
"Haupert"-properNoun-es "Haupert"-properNoun-en
"Haupert"-properNoun-en "Haupert"-noun-es
"Haupert"-properNoun-en "Haupert"-properNoun-es
"Jahn"-noun-en "Jahn"-noun-es
"Jahn"-noun-en "Jahn"-properNoun-es
"Jahn"-noun-es "Jahn"-noun-en
"Jahn"-noun-es "Jahn"-properNoun-en
"Jahn"-properNoun-es "Jahn"-noun-en
"Jahn"-properNoun-es "Jahn"-properNoun-en
"Jahn"-properNoun-en "Jahn"-noun-es
"Jahn"-properNoun-en "Jahn"-properNoun-es
"Kallas"-noun-en "Kallas"-noun-es
"Kallas"-noun-en "Kallas"-properNoun-es
"Kallas"-noun-es "Kallas"-noun-en
"Kallas"-noun-es "Kallas"-properNoun-en
"Kallas"-properNoun-es "Kallas"-noun-en
"Kallas"-properNoun-es "Kallas"-properNoun-en
"Kallas"-properNoun-en "Kallas"-noun-es
"Kallas"-properNoun-en "Kallas"-properNoun-es
"Katsaros"-noun-en "Katsaros"-noun-es
"Katsaros"-noun-en "Katsaros"-properNoun-es
"Katsaros"-noun-es "Katsaros"-noun-en
"Katsaros"-noun-es "Katsaros"-properNoun-en
"Katsaros"-properNoun-es "Katsaros"-noun-en
"Katsaros"-properNoun-es "Katsaros"-properNoun-en
"Katsaros"-properNoun-en "Katsaros"-noun-es
"Katsaros"-properNoun-en "Katsaros"-properNoun-es
"Kazamias"-noun-en "Kazamias"-noun-es
"Kazamias"-noun-en "Kazamias"-properNoun-es
"Kazamias"-noun-es "Kazamias"-noun-en
"Kazamias"-noun-es "Kazamias"-properNoun-en
"Kazamias"-properNoun-es "Kazamias"-noun-en
"Kazamias"-properNoun-es "Kazamias"-properNoun-en
"Kazamias"-properNoun-en "Kazamias"-noun-es
"Kazamias"-properNoun-en "Kazamias"-properNoun-es
"Kõiv"-noun-en "Kõiv"-noun-es
"Kõiv"-noun-en "Kõiv"-properNoun-es
"Kõiv"-noun-es "Kõiv"-noun-en
"Kõiv"-noun-es "Kõiv"-properNoun-en
"Kõiv"-properNoun-es "Kõiv"-noun-en
"Kõiv"-properNoun-es "Kõiv"-properNoun-en
"Kõiv"-properNoun-en "Kõiv"-noun-es
"Kõiv"-properNoun-en "Kõiv"-properNoun-es
"Kosatík"-noun-en "Kosatík"-noun-es
"Kosatík"-noun-en "Kosatík"-properNoun-es
"Kosatík"-noun-es "Kosatík"-noun-en
"Kosatík"-noun-es "Kosatík"-properNoun-en
"Kosatík"-properNoun-es "Kosatík"-noun-en
"Kosatík"-properNoun-es "Kosatík"-properNoun-en
"Kosatík"-properNoun-en "Kosatík"-noun-es
"Kosatík"-properNoun-en "Kosatík"-properNoun-es
"Kovács"-noun-en "Kovács"-noun-es
"Kovács"-noun-en "Kovács"-properNoun-es
"Kovács"-noun-es "Kovács"-noun-en
"Kovács"-noun-es "Kovács"-properNoun-en
"Kovács"-properNoun-es "Kovács"-noun-en
"Kovács"-properNoun-es "Kovács"-properNoun-en
"Kovács"-properNoun-en "Kovács"-noun-es
"Kovács"-properNoun-en "Kovács"-properNoun-es
"Kusch"-noun-en "Kusch"-noun-es
"Kusch"-noun-en "Kusch"-properNoun-es
"Kusch"-noun-es "Kusch"-noun-en
"Kusch"-noun-es "Kusch"-properNoun-en
"Kusch"-properNoun-es "Kusch"-noun-en
"Kusch"-properNoun-es "Kusch"-properNoun-en
"Kusch"-properNoun-en "Kusch"-noun-es
"Kusch"-properNoun-en "Kusch"-properNoun-es
"Kyprianou"-noun-en "Kyprianou"-noun-es
"Kyprianou"-noun-en "Kyprianou"-properNoun-es
"Kyprianou"-noun-es "Kyprianou"-noun-en
"Kyprianou"-noun-es "Kyprianou"-properNoun-en
"Kyprianou"-properNoun-es "Kyprianou"-noun-en
"Kyprianou"-properNoun-es "Kyprianou"-properNoun-en
"Kyprianou"-properNoun-en "Kyprianou"-noun-es
"Kyprianou"-properNoun-en "Kyprianou"-properNoun-es
"Lamberti"-noun-en "Lamberti"-noun-es
"Lamberti"-noun-en "Lamberti"-properNoun-es
"Lamberti"-noun-es "Lamberti"-noun-en
"Lamberti"-noun-es "Lamberti"-properNoun-en
"Lamberti"-properNoun-es "Lamberti"-noun-en
"Lamberti"-properNoun-es "Lamberti"-properNoun-en
"Lamberti"-properNoun-en "Lamberti"-noun-es
"Lamberti"-properNoun-en "Lamberti"-properNoun-es
"Lepik"-noun-en "Lepik"-noun-es
"Lepik"-noun-en "Lepik"-properNoun-es
"Lepik"-noun-es "Lepik"-noun-en
"Lepik"-noun-es "Lepik"-properNoun-en
"Lepik"-properNoun-es "Lepik"-noun-en
"Lepik"-properNoun-es "Lepik"-properNoun-en
"Lepik"-properNoun-en "Lepik"-noun-es
"Lepik"-properNoun-en "Lepik"-properNoun-es
"Liber"-noun-en "Liber"-noun-es
"Liber"-noun-en "Liber"-properNoun-es
"Liber"-noun-es "Liber"-noun-en
"Liber"-noun-es "Liber"-properNoun-en
"Liber"-properNoun-es "Liber"-noun-en
"Liber"-properNoun-es "Liber"-properNoun-en
"Liber"-properNoun-en "Liber"-noun-es
"Liber"-properNoun-en "Liber"-properNoun-es
"Lux"-noun-en "Lux"-noun-es
"Lux"-noun-en "Lux"-properNoun-es
"Lux"-noun-es "Lux"-noun-en
"Lux"-noun-es "Lux"-properNoun-en
"Lux"-properNoun-es "Lux"-noun-en
"Lux"-properNoun-es "Lux"-properNoun-en
"Lux"-properNoun-en "Lux"-noun-es
"Lux"-properNoun-en "Lux"-properNoun-es
"Mandelson"-noun-en "Mandelson"-noun-es
"Mandelson"-noun-en "Mandelson"-properNoun-es
"Mandelson"-noun-es "Mandelson"-noun-en
"Mandelson"-noun-es "Mandelson"-properNoun-en
"Mandelson"-properNoun-es "Mandelson"-noun-en
"Mandelson"-properNoun-es "Mandelson"-properNoun-en
"Mandelson"-properNoun-en "Mandelson"-noun-es
"Mandelson"-properNoun-en "Mandelson"-properNoun-es
"Meroi"-noun-en "Meroi"-noun-es
"Meroi"-noun-en "Meroi"-properNoun-es
"Meroi"-noun-es "Meroi"-noun-en
"Meroi"-noun-es "Meroi"-properNoun-en
"Meroi"-properNoun-es "Meroi"-noun-en
"Meroi"-properNoun-es "Meroi"-properNoun-en
"Meroi"-properNoun-en "Meroi"-noun-es
"Meroi"-properNoun-en "Meroi"-properNoun-es
"Michel"-noun-en "Michel"-noun-es
"Michel"-noun-en "Michel"-properNoun-es
"Michel"-noun-es "Michel"-noun-en
"Michel"-noun-es "Michel"-properNoun-en
"Michel"-properNoun-es "Michel"-noun-en
"Michel"-properNoun-es "Michel"-properNoun-en
"Michel"-properNoun-en "Michel"-noun-es
"Michel"-properNoun-en "Michel"-properNoun-es
"Milosevic"-noun-en "Milosevic"-noun-es
"Milosevic"-noun-en "Milosevic"-properNoun-es
"Milosevic"-noun-es "Milosevic"-noun-en
"Milosevic"-noun-es "Milosevic"-properNoun-en
"Milosevic"-properNoun-es "Milosevic"-noun-en
"Milosevic"-properNoun-es "Milosevic"-properNoun-en
"Milosevic"-properNoun-en "Milosevic"-noun-es
"Milosevic"-properNoun-en "Milosevic"-properNoun-es
"Mutsch"-noun-en "Mutsch"-noun-es
"Mutsch"-noun-en "Mutsch"-properNoun-es
"Mutsch"-noun-es "Mutsch"-noun-en
"Mutsch"-noun-es "Mutsch"-properNoun-en
"Mutsch"-properNoun-es "Mutsch"-noun-en
"Mutsch"-properNoun-es "Mutsch"-properNoun-en
"Mutsch"-properNoun-en "Mutsch"-noun-es
"Mutsch"-properNoun-en "Mutsch"-properNoun-es
"Nejstgaard"-noun-en "Nejstgaard"-noun-es
"Nejstgaard"-noun-en "Nejstgaard"-properNoun-es
"Nejstgaard"-noun-es "Nejstgaard"-noun-en
"Nejstgaard"-noun-es "Nejstgaard"-properNoun-en
"Nejstgaard"-properNoun-es "Nejstgaard"-noun-en
"Nejstgaard"-properNoun-es "Nejstgaard"-properNoun-en
"Nejstgaard"-properNoun-en "Nejstgaard"-noun-es
"Nejstgaard"-properNoun-en "Nejstgaard"-properNoun-es
"Osvald"-noun-en "Osvald"-noun-es
"Osvald"-noun-en "Osvald"-properNoun-es
"Osvald"-noun-es "Osvald"-noun-en
"Osvald"-noun-es "Osvald"-properNoun-en
"Osvald"-properNoun-es "Osvald"-noun-en
"Osvald"-properNoun-es "Osvald"-properNoun-en
"Osvald"-properNoun-en "Osvald"-noun-es
"Osvald"-properNoun-en "Osvald"-properNoun-es
"Pella"-noun-en "Pella"-noun-es
"Pella"-noun-en "Pella"-properNoun-es
"Pella"-noun-es "Pella"-noun-en
"Pella"-noun-es "Pella"-properNoun-en
"Pella"-properNoun-es "Pella"-noun-en
"Pella"-properNoun-es "Pella"-properNoun-en
"Pella"-properNoun-en "Pella"-noun-es
"Pella"-properNoun-en "Pella"-properNoun-es
"Pidla"-noun-en "Pidla"-noun-es
"Pidla"-noun-en "Pidla"-properNoun-es
"Pidla"-noun-es "Pidla"-noun-en
"Pidla"-noun-es "Pidla"-properNoun-en
"Pidla"-properNoun-es "Pidla"-noun-en
"Pidla"-properNoun-es "Pidla"-properNoun-en
"Pidla"-properNoun-en "Pidla"-noun-es
"Pidla"-properNoun-en "Pidla"-properNoun-es
"Piebalgs"-noun-en "Piebalgs"-noun-es
"Piebalgs"-noun-en "Piebalgs"-properNoun-es
