"despacio"-adverb-es "peu à peu"-adverb-fr
"Muñoz"-noun-fr "Muñoz"-properNoun-es
"Orozco"-properNoun-es "Orozco"-noun-fr
"Orozco"-noun-fr "Orozco"-properNoun-es
"Otero"-properNoun-es "Otero"-noun-fr
"Otero"-noun-fr "Otero"-properNoun-es
"Pinochet"-properNoun-es "Pinochet"-noun-fr
"Pinochet"-noun-fr "Pinochet"-properNoun-es
"Pizarro"-properNoun-es "Pizarro"-noun-fr
"Pizarro"-noun-fr "Pizarro"-properNoun-es
"Poveda"-properNoun-es "Poveda"-noun-fr
"Poveda"-noun-fr "Poveda"-properNoun-es
"Riquelme"-properNoun-es "Riquelme"-noun-fr
"Riquelme"-noun-fr "Riquelme"-properNoun-es
"Rodrigo"-properNoun-es "Rodrigo"-noun-fr
"Rodrigo"-noun-fr "Rodrigo"-properNoun-es
"Roldán"-properNoun-es "Roldán"-noun-fr
"Roldán"-noun-fr "Roldán"-properNoun-es
"Rosell"-properNoun-es "Rosell"-noun-fr
"Rosell"-properNoun-es "Rosell"-properNoun-fr
"Rosell"-noun-fr "Rosell"-properNoun-es
"Rosell"-properNoun-fr "Rosell"-properNoun-es
"Serrat"-properNoun-es "Serrat"-noun-fr
"Serrat"-noun-fr "Serrat"-properNoun-es
"Sotomayor"-properNoun-es "Sotomayor"-noun-fr
"Sotomayor"-noun-fr "Sotomayor"-properNoun-es
"Tejero"-properNoun-es "Tejero"-noun-fr
"Tejero"-noun-fr "Tejero"-properNoun-es
"Tito"-properNoun-es "Tito"-noun-fr
"Tito"-noun-fr "Tito"-properNoun-es
"Valdés"-properNoun-es "Valdés"-noun-fr
"Valdés"-noun-fr "Valdés"-properNoun-es
"Valero"-properNoun-es "Valero"-noun-fr
"Valero"-noun-fr "Valero"-properNoun-es
"Vargas"-properNoun-es "Vargas"-noun-fr
"Vargas"-noun-fr "Vargas"-properNoun-es
"Vasallo"-properNoun-es "Vasallo"-noun-fr
"Vasallo"-noun-fr "Vasallo"-properNoun-es
"Velázquez"-properNoun-es "Velázquez"-noun-fr
"Velázquez"-noun-fr "Velázquez"-properNoun-es
"Vergara"-properNoun-es "Vergara"-noun-fr
"Vergara"-noun-fr "Vergara"-properNoun-es
"Zidane"-properNoun-es "Zidane"-noun-fr
"Zidane"-noun-fr "Zidane"-properNoun-es
"Zurbarán"-properNoun-es "Zurbarán"-noun-fr
"Zurbarán"-noun-fr "Zurbarán"-properNoun-es
"Soria"-properNoun-es "Soria"-noun-fr
"Soria"-noun-fr "Soria"-properNoun-es
"Serra"-properNoun-es "Serra"-noun-fr
"Serra"-noun-fr "Serra"-properNoun-es
"Reig"-properNoun-es "Reig"-noun-fr
"Reig"-noun-fr "Reig"-properNoun-es
"Herrera"-properNoun-es "Herrera"-noun-fr
"Herrera"-noun-fr "Herrera"-properNoun-es
"Lozano"-properNoun-es "Lozano"-noun-fr
"Lozano"-noun-fr "Lozano"-properNoun-es
"Pacheco"-properNoun-es "Pacheco"-noun-fr
"Pacheco"-noun-fr "Pacheco"-properNoun-es
"Cobos"-properNoun-es "Cobos"-noun-fr
"Cobos"-noun-fr "Cobos"-properNoun-es
"Galván"-properNoun-es "Galván"-noun-fr
"Galván"-noun-fr "Galván"-properNoun-es
"Gimeno"-properNoun-es "Gimeno"-noun-fr
"Gimeno"-noun-fr "Gimeno"-properNoun-es
"Mendoza"-properNoun-es "Mendoza"-noun-fr
"Mendoza"-noun-fr "Mendoza"-properNoun-es
"Molina"-properNoun-es "Molina"-noun-fr
"Molina"-noun-fr "Molina"-properNoun-es
"Cabrera"-properNoun-es "Cabrera"-noun-fr
"Cabrera"-noun-fr "Cabrera"-properNoun-es
"Tolosa"-properNoun-es "Toulouse"-noun-fr
"Tolosa"-properNoun-es "Tolosa"-noun-fr
"Toulouse"-noun-fr "Tolosa"-properNoun-es
"Tolosa"-noun-fr "Tolosa"-properNoun-es
"Chacón"-properNoun-es "Chacón"-noun-fr
"Chacón"-noun-fr "Chacón"-properNoun-es
"Coll"-properNoun-es "Coll"-noun-fr
"Coll"-noun-fr "Coll"-properNoun-es
"Santamaría"-properNoun-es "Santamaría"-noun-fr
"Santamaría"-noun-fr "Santamaría"-properNoun-es
"Toledo"-properNoun-es "Toledo"-noun-fr
"Toledo"-properNoun-es "Toledo"-properNoun-fr
"Toledo"-noun-fr "Toledo"-properNoun-es
"Toledo"-properNoun-fr "Toledo"-properNoun-es
"Centelles"-properNoun-es "Centelles"-noun-fr
"Centelles"-noun-fr "Centelles"-properNoun-es
"Mateos"-properNoun-es "Mateos"-noun-fr
"Mateos"-noun-fr "Mateos"-properNoun-es
"Montes"-properNoun-es "Montes"-noun-fr
"Montes"-noun-fr "Montes"-properNoun-es
"Marín"-properNoun-es "Marín"-noun-fr
"Marín"-noun-fr "Marín"-properNoun-es
"Martorell"-properNoun-es "Martorell"-noun-fr
"Martorell"-noun-fr "Martorell"-properNoun-es
"Álvarez"-properNoun-es "Álvarez"-noun-fr
"Álvarez"-noun-fr "Álvarez"-properNoun-es
"Guillén"-properNoun-es "Guillén"-noun-fr
"Guillén"-noun-fr "Guillén"-properNoun-es
"Cuevas"-properNoun-es "Cuevas"-noun-fr
"Cuevas"-noun-fr "Cuevas"-properNoun-es
"Salamanca"-properNoun-es "Salamanca"-noun-fr
"Salamanca"-properNoun-es "Salamanca"-properNoun-fr
"Salamanca"-noun-fr "Salamanca"-properNoun-es
"Salamanca"-properNoun-fr "Salamanca"-properNoun-es
"Rivera"-properNoun-es "Rivera"-noun-fr
"Rivera"-noun-fr "Rivera"-properNoun-es
"Maroto"-properNoun-es "Maroto"-noun-fr
"Maroto"-noun-fr "Maroto"-properNoun-es
"Chávez"-properNoun-es "Chávez"-noun-fr
"Chávez"-noun-fr "Chávez"-properNoun-es
"Guerrero"-properNoun-es "Guerrero"-noun-fr
"Guerrero"-noun-fr "Guerrero"-properNoun-es
"Fox"-properNoun-es "Fox"-noun-fr
"Fox"-noun-fr "Fox"-properNoun-es
"Espinosa"-properNoun-es "Espinosa"-noun-fr
"Espinosa"-noun-fr "Espinosa"-properNoun-es
"Saavedra"-properNoun-es "Saavedra"-noun-fr
"Saavedra"-noun-fr "Saavedra"-properNoun-es
"Panza"-properNoun-es "Panza"-noun-fr
"Panza"-noun-fr "Panza"-properNoun-es
"Vega"-properNoun-es "Vega"-noun-fr
"Vega"-noun-fr "Vega"-properNoun-es
"Montero"-properNoun-es "Montero"-noun-fr
"Montero"-noun-fr "Montero"-properNoun-es
"Quintana"-properNoun-es "Quintana"-noun-fr
"Quintana"-noun-fr "Quintana"-properNoun-es
"Puig"-properNoun-es "Puig"-noun-fr
"Puig"-noun-fr "Puig"-properNoun-es
"Loyola"-properNoun-es "Loyola"-noun-fr
"Loyola"-noun-fr "Loyola"-properNoun-es
"Albacete"-properNoun-es "Albacete"-noun-fr
"Albacete"-noun-fr "Albacete"-properNoun-es
"Caparrós"-properNoun-es "Caparrós"-noun-fr
"Caparrós"-noun-fr "Caparrós"-properNoun-es
"Navarro"-properNoun-es "Navarro"-noun-fr
"Navarro"-noun-fr "Navarro"-properNoun-es
"Alcalá"-properNoun-es "Alcalá"-noun-fr
"Alcalá"-noun-fr "Alcalá"-properNoun-es
"Colón"-properNoun-es "Colón"-noun-fr
"Colón"-noun-fr "Colón"-properNoun-es
"Messi"-properNoun-es "Messi"-noun-fr
"Messi"-noun-fr "Messi"-properNoun-es
"Iniesta"-properNoun-es "Iniesta"-noun-fr
"Iniesta"-noun-fr "Iniesta"-properNoun-es
"Pamplona"-properNoun-es "Pamplona"-noun-fr
"Pamplona"-properNoun-es "Pamplona"-properNoun-fr
"Pamplona"-noun-fr "Pamplona"-properNoun-es
"Pamplona"-properNoun-fr "Pamplona"-properNoun-es
"Rajoy"-properNoun-es "Rajoy"-noun-fr
"Rajoy"-noun-fr "Rajoy"-properNoun-es
"tortilla"-noun-es "truite"-noun-fr
"truite"-noun-fr "tortilla"-noun-es
"Merkel"-properNoun-es "Merkel"-noun-fr
"Merkel"-noun-fr "Merkel"-properNoun-es
"Bosch"-properNoun-es "Bosch"-noun-fr
"Bosch"-noun-fr "Bosch"-properNoun-es
"Cisco"-properNoun-es "Cisco"-noun-fr
"Cisco"-noun-fr "Cisco"-properNoun-es
"Ocaña"-properNoun-es "Ocaña"-noun-fr
"Ocaña"-noun-fr "Ocaña"-properNoun-es
"Spencer"-properNoun-es "Spencer"-noun-fr
"Spencer"-noun-fr "Spencer"-properNoun-es
"Reguant"-properNoun-es "Reguant"-noun-fr
"Reguant"-noun-fr "Reguant"-properNoun-es
"Larrinaga"-properNoun-es "Larrinaga"-noun-fr
"Larrinaga"-noun-fr "Larrinaga"-properNoun-es
"Cartagena"-properNoun-es "Cartagena"-noun-fr
"Cartagena"-noun-fr "Cartagena"-properNoun-es
"Marquina"-properNoun-es "Marquina"-noun-fr
"Marquina"-noun-fr "Marquina"-properNoun-es
"Asensio"-properNoun-es "Asensio"-noun-fr
"Asensio"-noun-fr "Asensio"-properNoun-es
"Calonge"-properNoun-es "Calonge"-noun-fr
"Calonge"-noun-fr "Calonge"-properNoun-es
"Ibarra"-properNoun-es "Ibarra"-noun-fr
"Ibarra"-noun-fr "Ibarra"-properNoun-es
"Valverde"-properNoun-es "Valverde"-noun-fr
"Valverde"-noun-fr "Valverde"-properNoun-es
"Sanchis"-properNoun-es "Sanchis"-noun-fr
"Sanchis"-noun-fr "Sanchis"-properNoun-es
"Guijarro"-properNoun-es "Guijarro"-noun-fr
"Guijarro"-noun-fr "Guijarro"-properNoun-es
"València"-properNoun-es "Valence"-noun-fr
"València"-properNoun-es "Valencia"-properNoun-fr
"València"-properNoun-es "Valencia"-noun-fr
"València"-properNoun-es "València"-noun-fr
"València"-properNoun-es "València"-properNoun-fr
"Valence"-noun-fr "València"-properNoun-es
"Valencia"-properNoun-fr "València"-properNoun-es
"Valencia"-noun-fr "València"-properNoun-es
"València"-noun-fr "València"-properNoun-es
"València"-properNoun-fr "València"-properNoun-es
"Pardo"-properNoun-es "Pardo"-noun-fr
"Pardo"-noun-fr "Pardo"-properNoun-es
"Campos"-properNoun-es "Campos"-noun-fr
"Campos"-noun-fr "Campos"-properNoun-es
"Reus"-properNoun-es "Reus"-noun-fr
"Reus"-noun-fr "Reus"-properNoun-es
"Ponce"-properNoun-es "Ponce"-noun-fr
"Ponce"-noun-fr "Ponce"-properNoun-es
"Pons"-properNoun-es "Pons"-noun-fr
"Pons"-noun-fr "Pons"-properNoun-es
"Simón"-properNoun-es "Simón"-noun-fr
"Simón"-noun-fr "Simón"-properNoun-es
"Montalbán"-properNoun-es "Montalbán"-noun-fr
"Montalbán"-noun-fr "Montalbán"-properNoun-es
"Corominas"-properNoun-es "Corominas"-noun-fr
"Corominas"-noun-fr "Corominas"-properNoun-es
"Hervás"-properNoun-es "Hervás"-noun-fr
"Hervás"-noun-fr "Hervás"-properNoun-es
"Narváez"-properNoun-es "Narváez"-noun-fr
"Narváez"-noun-fr "Narváez"-properNoun-es
"Cela"-properNoun-es "Cela"-noun-fr
"Cela"-noun-fr "Cela"-properNoun-es
"Orihuela"-properNoun-es "Oriola"-properNoun-fr
"Orihuela"-properNoun-es "Oriola"-noun-fr
"Oriola"-properNoun-fr "Orihuela"-properNoun-es
"Oriola"-properNoun-fr "Oriola"-properNoun-es
"Oriola"-noun-fr "Orihuela"-properNoun-es
"Oriola"-noun-fr "Oriola"-properNoun-es
"Oriola"-properNoun-es "Oriola"-properNoun-fr
"Oriola"-properNoun-es "Oriola"-noun-fr
"Permach"-properNoun-es "Permach"-noun-fr
"Permach"-noun-fr "Permach"-properNoun-es
"Terry"-properNoun-es "Terry"-noun-fr
"Terry"-noun-fr "Terry"-properNoun-es
"Julián"-properNoun-es "Julián"-noun-fr
"Julián"-noun-fr "Julián"-properNoun-es
"Azorín"-properNoun-es "Azorín"-noun-fr
"Azorín"-noun-fr "Azorín"-properNoun-es
"Soto"-properNoun-es "Soto"-noun-fr
"Soto"-noun-fr "Soto"-properNoun-es
"Cremades"-properNoun-es "Cremades"-noun-fr
"Cremades"-noun-fr "Cremades"-properNoun-es
"Manrique"-properNoun-es "Manrique"-noun-fr
"Manrique"-noun-fr "Manrique"-properNoun-es
"Pellicer"-properNoun-es "Pellicer"-noun-fr
"Pellicer"-noun-fr "Pellicer"-properNoun-es
"Garzón"-properNoun-es "Garzón"-noun-fr
"Garzón"-noun-fr "Garzón"-properNoun-es
"Zamora"-properNoun-es "Zamora"-noun-fr
"Zamora"-noun-fr "Zamora"-properNoun-es
"Yuste"-properNoun-es "Yuste"-noun-fr
"Yuste"-noun-fr "Yuste"-properNoun-es
"Ribes"-properNoun-es "Ribes"-noun-fr
"Ribes"-noun-fr "Ribes"-properNoun-es
"Sainz"-properNoun-es "Sainz"-noun-fr
"Sainz"-noun-fr "Sainz"-properNoun-es
"Pineda"-properNoun-es "Pineda"-noun-fr
"Pineda"-noun-fr "Pineda"-properNoun-es
"Llobregat"-properNoun-es "Llobregat"-noun-fr
"Llobregat"-noun-fr "Llobregat"-properNoun-es
"Giner"-properNoun-es "Giner"-noun-fr
"Giner"-noun-fr "Giner"-properNoun-es
"Fuster"-properNoun-es "Fuster"-noun-fr
"Fuster"-noun-fr "Fuster"-properNoun-es
"Blasco"-properNoun-es "Blasco"-noun-fr
"Blasco"-noun-fr "Blasco"-properNoun-es
"Juliá"-properNoun-es "Juliá"-noun-fr
"Juliá"-noun-fr "Juliá"-properNoun-es
"Barceló"-properNoun-es "Barceló"-noun-fr
"Barceló"-noun-fr "Barceló"-properNoun-es
"Annan"-properNoun-es "Annan"-noun-fr
"Annan"-noun-fr "Annan"-properNoun-es
"Lafont"-properNoun-es "Lafont"-noun-fr
"Lafont"-noun-fr "Lafont"-properNoun-es
"Villalba"-properNoun-es "Villalba"-noun-fr
"Villalba"-noun-fr "Villalba"-properNoun-es
"Arteaga"-properNoun-es "Arteaga"-noun-fr
"Arteaga"-noun-fr "Arteaga"-properNoun-es
"Rubí"-properNoun-es "Rubí"-noun-fr
"Rubí"-noun-fr "Rubí"-properNoun-es
"Dominique"-noun-fr "Dominique"-properNoun-es
"Dominique"-properNoun-es "Dominique"-noun-fr
"Tárrega"-properNoun-es "Tárrega"-noun-fr
"Tárrega"-noun-fr "Tárrega"-properNoun-es
"Villena"-properNoun-es "Villena"-noun-fr
"Villena"-noun-fr "Villena"-properNoun-es
"Alperi"-properNoun-es "Alperi"-noun-fr
"Alperi"-noun-fr "Alperi"-properNoun-es
"Matías"-properNoun-es "Matías"-noun-fr
"Matías"-noun-fr "Matías"-properNoun-es
"Rossell"-properNoun-es "Rossell"-noun-fr
"Rossell"-noun-fr "Rossell"-properNoun-es
"Prodi"-properNoun-es "Prodi"-noun-fr
"Prodi"-noun-fr "Prodi"-properNoun-es
"Sebastián"-properNoun-es "Sebastián"-noun-fr
"Sebastián"-noun-fr "Sebastián"-properNoun-es
"Teodoro"-properNoun-es "Teodoro"-noun-fr
"Teodoro"-noun-fr "Teodoro"-properNoun-es
"Amaya"-properNoun-es "Amaya"-noun-fr
"Amaya"-noun-fr "Amaya"-properNoun-es
"Abel"-properNoun-es "Abel"-noun-fr
"Abel"-noun-fr "Abel"-properNoun-es
"Calero"-properNoun-es "Calero"-noun-fr
"Calero"-noun-fr "Calero"-properNoun-es
"Vélez"-properNoun-es "Vélez"-noun-fr
"Vélez"-noun-fr "Vélez"-properNoun-es
"Morán"-properNoun-es "Morán"-noun-fr
"Morán"-noun-fr "Morán"-properNoun-es
"Otxoa"-properNoun-es "Otxoa"-noun-fr
"Otxoa"-noun-fr "Otxoa"-properNoun-es
"Lorente"-properNoun-es "Lorente"-noun-fr
"Lorente"-noun-fr "Lorente"-properNoun-es
"Moll"-properNoun-es "Moll"-noun-fr
"Moll"-noun-fr "Moll"-properNoun-es
"Santana"-properNoun-es "Santana"-noun-fr
"Santana"-noun-fr "Santana"-properNoun-es
"Mataró"-properNoun-es "Mataró"-noun-fr
"Mataró"-noun-fr "Mataró"-properNoun-es
"Mohammed"-properNoun-es "Mohammed"-noun-fr
"Mohammed"-noun-fr "Mohammed"-properNoun-es
"Clos"-properNoun-es "Clos"-noun-fr
"Clos"-noun-fr "Clos"-properNoun-es
"Aroca"-properNoun-es "Aroca"-noun-fr
"Aroca"-noun-fr "Aroca"-properNoun-es
"Vladimir"-properNoun-es "Vladimir"-noun-fr
"Vladimir"-noun-fr "Vladimir"-properNoun-es
"Blas"-properNoun-es "Blas"-noun-fr
"Blas"-noun-fr "Blas"-properNoun-es
"Villepin"-properNoun-es "Villepin"-noun-fr
"Villepin"-noun-fr "Villepin"-properNoun-es
"Egea"-properNoun-es "Egea"-noun-fr
"Egea"-noun-fr "Egea"-properNoun-es
"Alzheimer"-properNoun-es "Alzheimer"-noun-fr
"Alzheimer"-noun-fr "Alzheimer"-properNoun-es
"Reyes"-properNoun-es "Reyes"-noun-fr
"Reyes"-noun-fr "Reyes"-properNoun-es
"Vidal"-properNoun-es "Vidal"-noun-fr
"Vidal"-noun-fr "Vidal"-properNoun-es
"Maya"-properNoun-es "Maya"-noun-fr
"Maya"-noun-fr "Maya"-properNoun-es
"Úbeda"-properNoun-es "Úbeda"-noun-fr
"Úbeda"-noun-fr "Úbeda"-properNoun-es
"Godoy"-properNoun-es "Godoy"-noun-fr
"Godoy"-noun-fr "Godoy"-properNoun-es
"Matthew"-properNoun-es "Matthew"-noun-fr
"Matthew"-noun-fr "Matthew"-properNoun-es
"Julià"-properNoun-es "Julià"-noun-fr
"Julià"-noun-fr "Julià"-properNoun-es
"Amenábar"-properNoun-es "Amenábar"-noun-fr
"Amenábar"-noun-fr "Amenábar"-properNoun-es
"Just"-properNoun-es "Just"-noun-fr
"Just"-noun-fr "Just"-properNoun-es
"Zanón"-properNoun-es "Zanón"-noun-fr
"Zanón"-noun-fr "Zanón"-properNoun-es
"Stuart"-properNoun-es "Stuart"-noun-fr
"Stuart"-noun-fr "Stuart"-properNoun-es
"Solana"-properNoun-es "Solana"-noun-fr
"Solana"-noun-fr "Solana"-properNoun-es
"Soriano"-properNoun-es "Soriano"-noun-fr
"Soriano"-noun-fr "Soriano"-properNoun-es
"Fortea"-properNoun-es "Fortea"-noun-fr
"Fortea"-noun-fr "Fortea"-properNoun-es
"Trias"-properNoun-es "Trias"-noun-fr
"Trias"-noun-fr "Trias"-properNoun-es
"Benítez"-properNoun-es "Benítez"-noun-fr
"Benítez"-noun-fr "Benítez"-properNoun-es
"Manresa"-properNoun-es "Manresa"-noun-fr
"Manresa"-noun-fr "Manresa"-properNoun-es
"Penedès"-properNoun-es "Penedès"-noun-fr
"Penedès"-noun-fr "Penedès"-properNoun-es
"Gadea"-properNoun-es "Gadea"-noun-fr
"Gadea"-noun-fr "Gadea"-properNoun-es
"Guzmán"-properNoun-es "Guzmán"-noun-fr
"Guzmán"-noun-fr "Guzmán"-properNoun-es
"Zurita"-properNoun-es "Zurita"-noun-fr
"Zurita"-noun-fr "Zurita"-properNoun-es
"Camacho"-properNoun-es "Camacho"-noun-fr
"Camacho"-noun-fr "Camacho"-properNoun-es
"Laso"-properNoun-es "Laso"-noun-fr
"Laso"-noun-fr "Laso"-properNoun-es
"Mas"-properNoun-es "Mas"-noun-fr
"Mas"-noun-fr "Mas"-properNoun-es
"Montiel"-properNoun-es "Montiel"-noun-fr
"Montiel"-noun-fr "Montiel"-properNoun-es
"Simó"-properNoun-es "Simó"-noun-fr
"Simó"-noun-fr "Simó"-properNoun-es
"Maldonado"-properNoun-es "Maldonado"-noun-fr
"Maldonado"-noun-fr "Maldonado"-properNoun-es
"Figueroa"-properNoun-es "Figueroa"-noun-fr
"Figueroa"-noun-fr "Figueroa"-properNoun-es
"Avilés"-properNoun-es "Avilés"-noun-fr
"Avilés"-noun-fr "Avilés"-properNoun-es
"Lee"-properNoun-es "Lee"-noun-fr
"Lee"-noun-fr "Lee"-properNoun-es
"Sinisterra"-properNoun-es "Sinisterra"-noun-fr
"Sinisterra"-noun-fr "Sinisterra"-properNoun-es
"Trujillo"-properNoun-es "Trujillo"-noun-fr
"Trujillo"-noun-fr "Trujillo"-properNoun-es
"Llull"-properNoun-es "Llull"-noun-fr
"Llull"-noun-fr "Llull"-properNoun-es
"Oporto"-properNoun-es "Porto"-noun-fr
"Porto"-noun-fr "Oporto"-properNoun-es
"Garci"-properNoun-es "Garci"-noun-fr
"Garci"-noun-fr "Garci"-properNoun-es
"Peral"-properNoun-es "Peral"-noun-fr
"Peral"-noun-fr "Peral"-properNoun-es
"Feliu"-properNoun-es "Feliu"-noun-fr
"Feliu"-noun-fr "Feliu"-properNoun-es
"Alain"-properNoun-es "Alain"-noun-fr
"Alain"-noun-fr "Alain"-properNoun-es
"Palma"-properNoun-es "Palma"-noun-fr
"Palma"-noun-fr "Palma"-properNoun-es
"Castell"-properNoun-es "Castell"-noun-fr
"Castell"-noun-fr "Castell"-properNoun-es
"Mateo"-properNoun-es "Mateo"-noun-fr
"Mateo"-noun-fr "Mateo"-properNoun-es
"Canals"-properNoun-es "Canals"-noun-fr
"Canals"-noun-fr "Canals"-properNoun-es
"Galán"-properNoun-es "Galán"-noun-fr
"Galán"-noun-fr "Galán"-properNoun-es
"Allen"-properNoun-es "Allen"-noun-fr
"Allen"-noun-fr "Allen"-properNoun-es
"Figueras"-noun-fr "Figueras"-properNoun-es
"Figueras"-noun-fr "Figueres"-properNoun-es
"Figueras"-properNoun-es "Figueras"-noun-fr
"Figueras"-properNoun-es "Figueres"-noun-fr
"Figueras"-properNoun-es "Figueres"-properNoun-fr
"Figueres"-properNoun-es "Figueras"-noun-fr
"Figueres"-properNoun-es "Figueres"-noun-fr
"Figueres"-properNoun-es "Figueres"-properNoun-fr
"Figueres"-noun-fr "Figueras"-properNoun-es
"Figueres"-noun-fr "Figueres"-properNoun-es
"Figueres"-properNoun-fr "Figueras"-properNoun-es
"Figueres"-properNoun-fr "Figueres"-properNoun-es
"Campillo"-properNoun-es "Campillo"-noun-fr
"Campillo"-noun-fr "Campillo"-properNoun-es
"Platero"-properNoun-es "Platero"-noun-fr
"Platero"-noun-fr "Platero"-properNoun-es
"Bisbal"-properNoun-es "Bisbal"-noun-fr
"Bisbal"-noun-fr "Bisbal"-properNoun-es
"Hernán"-properNoun-es "Hernán"-noun-fr
"Hernán"-noun-fr "Hernán"-properNoun-es
"Jover"-properNoun-es "Jover"-noun-fr
"Jover"-noun-fr "Jover"-properNoun-es
"Escudero"-properNoun-es "Escudero"-noun-fr
"Escudero"-noun-fr "Escudero"-properNoun-es
"Bustamante"-properNoun-es "Bustamante"-noun-fr
"Bustamante"-noun-fr "Bustamante"-properNoun-es
"Freire"-properNoun-es "Freire"-noun-fr
"Freire"-noun-fr "Freire"-properNoun-es
"Perea"-properNoun-es "Perea"-noun-fr
"Perea"-noun-fr "Perea"-properNoun-es
"Peris"-properNoun-es "Peris"-noun-fr
"Peris"-noun-fr "Peris"-properNoun-es
"Chueca"-properNoun-es "Chueca"-noun-fr
"Chueca"-noun-fr "Chueca"-properNoun-es
"Noriega"-properNoun-es "Noriega"-noun-fr
"Noriega"-noun-fr "Noriega"-properNoun-es
"Gallardón"-properNoun-es "Gallardón"-noun-fr
"Gallardón"-noun-fr "Gallardón"-properNoun-es
"Sanmartín"-properNoun-es "Sanmartín"-noun-fr
"Sanmartín"-noun-fr "Sanmartín"-properNoun-es
"Torregrosa"-properNoun-es "Torregrosa"-noun-fr
"Torregrosa"-noun-fr "Torregrosa"-properNoun-es
"Foix"-properNoun-es "Foix"-noun-fr
"Foix"-properNoun-es "Fois"-properNoun-fr
"Foix"-properNoun-es "Fois"-noun-fr
"Foix"-noun-fr "Foix"-properNoun-es
"Fois"-properNoun-fr "Foix"-properNoun-es
"Fois"-noun-fr "Foix"-properNoun-es
"Ros"-properNoun-es "Ros"-noun-fr
"Ros"-noun-fr "Ros"-properNoun-es
"Vivó"-properNoun-es "Vivó"-noun-fr
"Vivó"-noun-fr "Vivó"-properNoun-es
"Benavent"-properNoun-es "Benavent"-noun-fr
"Benavent"-noun-fr "Benavent"-properNoun-es
"Chamizo"-properNoun-es "Chamizo"-noun-fr
"Chamizo"-noun-fr "Chamizo"-properNoun-es
"Esplá"-properNoun-es "Esplá"-noun-fr
"Esplá"-noun-fr "Esplá"-properNoun-es
"Espino"-properNoun-es "Espino"-noun-fr
"Espino"-noun-fr "Espino"-properNoun-es
"Cava"-properNoun-es "Cava"-noun-fr
"Cava"-noun-fr "Cava"-properNoun-es
"Sole"-properNoun-es "Sole"-noun-fr
"Sole"-noun-fr "Sole"-properNoun-es
"Belda"-properNoun-es "Belda"-noun-fr
"Belda"-noun-fr "Belda"-properNoun-es
"Bea"-properNoun-es "Bea"-noun-fr
"Bea"-noun-fr "Bea"-properNoun-es
"Pinilla"-properNoun-es "Pinilla"-noun-fr
"Pinilla"-noun-fr "Pinilla"-properNoun-es
"Mena"-properNoun-es "Mena"-noun-fr
"Mena"-noun-fr "Mena"-properNoun-es
"Manero"-properNoun-es "Manero"-noun-fr
"Manero"-noun-fr "Manero"-properNoun-es
"Gaston"-properNoun-es "Gaston"-noun-fr
"Gaston"-noun-fr "Gaston"-properNoun-es
"Roque"-properNoun-es "Roque"-noun-fr
"Roque"-noun-fr "Roque"-properNoun-es
"Zaragozá"-properNoun-es "Zaragozá"-noun-fr
"Zaragozá"-noun-fr "Zaragozá"-properNoun-es
"Carvalho"-properNoun-es "Carvalho"-noun-fr
"Carvalho"-noun-fr "Carvalho"-properNoun-es
"Luque"-properNoun-es "Luque"-noun-fr
"Luque"-noun-fr "Luque"-properNoun-es
"Pelayo"-properNoun-es "Pelayo"-noun-fr
"Pelayo"-noun-fr "Pelayo"-properNoun-es
"Douglas"-properNoun-es "Douglas"-noun-fr
"Douglas"-noun-fr "Douglas"-properNoun-es
"Agustín"-properNoun-es "Agustín"-noun-fr
"Agustín"-noun-fr "Agustín"-properNoun-es
"Teruel"-properNoun-es "Teruel"-noun-fr
"Teruel"-noun-fr "Teruel"-properNoun-es
"Torreblanca"-properNoun-es "Torreblanca"-noun-fr
"Torreblanca"-noun-fr "Torreblanca"-properNoun-es
"Quevedo"-properNoun-es "Quevedo"-noun-fr
"Quevedo"-noun-fr "Quevedo"-properNoun-es
"Tapiador"-properNoun-es "Tapiador"-noun-fr
"Tapiador"-noun-fr "Tapiador"-properNoun-es
"Camp"-properNoun-es "Camp"-noun-fr
"Camp"-noun-fr "Camp"-properNoun-es
"Bermúdez"-properNoun-es "Bermúdez"-noun-fr
"Bermúdez"-noun-fr "Bermúdez"-properNoun-es
"Lobato"-properNoun-es "Lobato"-noun-fr
"Lobato"-noun-fr "Lobato"-properNoun-es
"Rocha"-properNoun-es "Rocha"-noun-fr
"Rocha"-noun-fr "Rocha"-properNoun-es
"Sellés"-properNoun-es "Sellés"-noun-fr
"Sellés"-noun-fr "Sellés"-properNoun-es
"Sandoval"-properNoun-es "Sandoval"-noun-fr
"Sandoval"-noun-fr "Sandoval"-properNoun-es
"Salem"-properNoun-es "Salem"-noun-fr
"Salem"-noun-fr "Salem"-properNoun-es
"Requena"-properNoun-es "Requena"-noun-fr
"Requena"-noun-fr "Requena"-properNoun-es
"Rice"-properNoun-es "Rice"-noun-fr
"Rice"-noun-fr "Rice"-properNoun-es
"Royal"-properNoun-es "Royal"-noun-fr
"Royal"-noun-fr "Royal"-properNoun-es
"Devesa"-properNoun-es "Devesa"-noun-fr
"Devesa"-noun-fr "Devesa"-properNoun-es
"Villalonga"-properNoun-es "Vilallonga"-properNoun-fr
"Villalonga"-properNoun-es "Vilallonga"-noun-fr
"Vilallonga"-properNoun-fr "Villalonga"-properNoun-es
"Vilallonga"-properNoun-fr "Vilallonga"-properNoun-es
