"alguno"-determiner-es "certain"-determiner-fr
"subit"-adjective-fr "repentino"-adjective-es
"soudain"-adjective-fr "súbito"-adjective-es
"súbito"-adjective-es "soudain"-adjective-fr
"quedar"-verb-es "demeurer"-verb-fr
"demeurer"-verb-fr "quedar"-verb-es
"rester"-verb-fr "permanecer"-verb-es
"permanecer"-verb-es "rester"-verb-fr
"no"-adverb-es "pas"-adverb-fr
"pas"-adverb-fr "no"-adverb-es
"dessus"-adverb-fr "arriba"-adverb-es
"arriba"-adverb-es "dessus"-adverb-fr
"friandise"-noun-fr "golosina"-noun-es
"golosina"-noun-es "friandise"-noun-fr
"gourmandise"-noun-fr "chuchería"-noun-es
"chuchería"-noun-es "gourmandise"-noun-fr
"séisme"-noun-fr "terremoto"-noun-es
"terremoto"-noun-es "séisme"-noun-fr
"télévision"-noun-fr "tele"-noun-es
"télévision"-noun-fr "televisor"-noun-es
"tele"-noun-es "télévision"-noun-fr
"televisor"-noun-es "télévision"-noun-fr
"matinée"-noun-fr "madrugada"-noun-es
"madrugada"-noun-es "matinée"-noun-fr
"aclaración"-noun-es "explication"-noun-fr
"explication"-noun-fr "aclaración"-noun-es
"impresor"-noun-es "imprimante"-noun-fr
"imprimante"-noun-fr "impresor"-noun-es
"docteur"-noun-fr "médico"-noun-es
"médico"-noun-es "docteur"-noun-fr
"meuble"-noun-fr "mobiliario"-noun-es
"mobiliario"-noun-es "meuble"-noun-fr
"frigidaire"-noun-fr "nevera"-noun-es
"nevera"-noun-es "frigidaire"-noun-fr
"estadounidense"-adjective-es "nord-américain"-adjective-fr
"nord-américain"-adjective-fr "estadounidense"-adjective-es
"célèbre"-adjective-fr "famoso"-adjective-es
"famoso"-adjective-es "célèbre"-adjective-fr
"famoso"-adjective-es "renommé"-adjective-fr
"célebre"-adjective-es "fameux"-adjective-fr
"fameux"-adjective-fr "célebre"-adjective-es
"renommé"-adjective-fr "famoso"-adjective-es
"móvil"-adjective-es "portable"-adjective-fr
"portable"-adjective-fr "móvil"-adjective-es
"cooperativo"-adjective-es "coopérateur"-adjective-fr
"coopérateur"-adjective-fr "cooperativo"-adjective-es
"abordable"-adjective-fr "accesible"-adjective-es
"accesible"-adjective-es "abordable"-adjective-fr
"asequible"-adjective-es "accessible"-adjective-fr
"accessible"-adjective-fr "asequible"-adjective-es
"étranger"-adjective-fr "ajeno"-adjective-es
"ajeno"-adjective-es "étranger"-adjective-fr
"numérique"-adjective-fr "digital"-adjective-es
"digital"-adjective-es "numérique"-adjective-fr
"valable"-adjective-fr "vigente"-adjective-es
"vigente"-adjective-es "valable"-adjective-fr
"sagrado"-adjective-es "saint"-adjective-fr
"saint"-adjective-fr "sagrado"-adjective-es
"criminel"-adjective-fr "penal"-adjective-es
"penal"-adjective-es "criminel"-adjective-fr
"neuf"-adjective-fr "novedoso"-adjective-es
"novedoso"-adjective-es "neuf"-adjective-fr
"reprendre"-verb-fr "reanudar"-verb-es
"reanudar"-verb-es "reprendre"-verb-fr
"encarcelar"-verb-es "emprisonner"-verb-fr
"emprisonner"-verb-fr "encarcelar"-verb-es
"morir"-verb-es "décéder"-verb-fr
"décéder"-verb-fr "morir"-verb-es
"Adam"-properNoun-fr "Adán"-properNoun-es
"Adán"-properNoun-es "Adam"-properNoun-fr
"Nicolau"-properNoun-es "Nicolas"-properNoun-fr
"Nicolas"-properNoun-fr "Nicolau"-properNoun-es
"Camerún"-properNoun-es "Cameron"-properNoun-fr
"Cameron"-properNoun-fr "Camerún"-properNoun-es
"Iraq"-properNoun-fr "Irak"-properNoun-es
"Irak"-properNoun-es "Iraq"-properNoun-fr
"Milà"-properNoun-fr "Milán"-properNoun-es
"Milán"-properNoun-es "Milà"-properNoun-fr
"à toi"-adjective-fr "vuestro"-adjective-es
"vuestro"-adjective-es "à toi"-adjective-fr
"malheureusement"-adverb-fr "desafortunadamente"-adverb-es
"malheureusement"-adverb-fr "lamentablemente"-adverb-es
"desafortunadamente"-adverb-es "malheureusement"-adverb-fr
"lamentablemente"-adverb-es "malheureusement"-adverb-fr
"por lo menos"-adverb-es "du moins"-adverb-fr
"du moins"-adverb-fr "por lo menos"-adverb-es
"gratuitement"-adverb-fr "gratis"-adverb-es
"gratis"-adverb-es "gratuitement"-adverb-fr
"dedans"-adverb-fr "adentro"-adverb-es
"adentro"-adverb-es "dedans"-adverb-fr
"dentro"-adverb-es "à l'intérieur"-adverb-fr
"à l'intérieur"-adverb-fr "dentro"-adverb-es
"exclusivité"-noun-fr "exclusiva"-noun-es
"exclusiva"-noun-es "exclusivité"-noun-fr
"courtine"-noun-fr "telón"-noun-es
"telón"-noun-es "courtine"-noun-fr
"tourbillon"-noun-fr "remolino"-noun-es
"remolino"-noun-es "tourbillon"-noun-fr
"torbellino"-noun-es "remous"-noun-fr
"remous"-noun-fr "torbellino"-noun-es
"nièce"-noun-fr "sobrino"-noun-es
"sobrino"-noun-es "nièce"-noun-fr
"fusée"-noun-fr "cohete"-noun-es
"cohete"-noun-es "fusée"-noun-fr
"demás"-adjective-es "autre"-adjective-fr
"autre"-adjective-fr "demás"-adjective-es
"Tolosa"-properNoun-es "Toulouse"-properNoun-fr
"Toulouse"-properNoun-fr "Tolosa"-properNoun-es
