"intimement"-adverb-fr "íntimamente"-adverb-es
"dialéctico"-adjective-es "dialectique"-adjective-fr
"dictatorial"-adjective-fr "dictatorial"-adjective-es
"dictatorial"-adjective-es "dictatorial"-adjective-fr
"digestivo"-adjective-es "digestif"-adjective-fr
"digestif"-adjective-fr "digestivo"-adjective-es
"endémico"-adjective-es "endémique"-adjective-fr
"endémique"-adjective-fr "endémico"-adjective-es
"exotique"-adjective-fr "exótico"-adjective-es
"exótico"-adjective-es "exotique"-adjective-fr
"fédéraliste"-adjective-fr "federalista"-adjective-es
"federalista"-adjective-es "fédéraliste"-adjective-fr
"fluvial"-adjective-fr "fluvial"-adjective-es
"fluvial"-adjective-es "fluvial"-adjective-fr
"futuriste"-adjective-fr "futurista"-adjective-es
"futurista"-adjective-es "futuriste"-adjective-fr
"infondé"-adjective-fr "infundado"-adjective-es
"infundado"-adjective-es "infondé"-adjective-fr
"hépatique"-adjective-fr "hepático"-adjective-es
"hepático"-adjective-es "hépatique"-adjective-fr
"homosexual"-adjective-es "homosexuel"-adjective-fr
"homosexuel"-adjective-fr "homosexual"-adjective-es
"idéaliste"-adjective-fr "idealista"-adjective-es
"idealista"-adjective-es "idéaliste"-adjective-fr
"impérialiste"-adjective-fr "imperialista"-adjective-es
"imperialista"-adjective-es "impérialiste"-adjective-fr
"insulaire"-adjective-fr "insular"-adjective-es
"insular"-adjective-es "insulaire"-adjective-fr
"mammifère"-adjective-fr "mamífero"-adjective-es
"mamífero"-adjective-es "mammifère"-adjective-fr
"matérialiste"-adjective-fr "materialista"-adjective-es
"materialista"-adjective-es "matérialiste"-adjective-fr
"naturista"-adjective-es "naturiste"-adjective-fr
"naturiste"-adjective-fr "naturista"-adjective-es
"nihilista"-adjective-es "nihiliste"-adjective-fr
"nihiliste"-adjective-fr "nihilista"-adjective-es
"óseo"-adjective-es "osseux"-adjective-fr
"osseux"-adjective-fr "óseo"-adjective-es
"patriótico"-adjective-es "patriotique"-adjective-fr
"patriotique"-adjective-fr "patriótico"-adjective-es
"pieux"-adjective-fr "piadoso"-adjective-es
"piadoso"-adjective-es "pieux"-adjective-fr
"pragmático"-adjective-es "pragmatique"-adjective-fr
"pragmatique"-adjective-fr "pragmático"-adjective-es
"prehistórico"-adjective-es "préhistorique"-adjective-fr
"préhistorique"-adjective-fr "prehistórico"-adjective-es
"protector"-adjective-es "protecteur"-adjective-fr
"protecteur"-adjective-fr "protector"-adjective-es
"rétrograde"-adjective-fr "retrógrado"-adjective-es
"retrógrado"-adjective-es "rétrograde"-adjective-fr
"rotativo"-adjective-es "rotatif"-adjective-fr
"rotatif"-adjective-fr "rotativo"-adjective-es
"rotatif"-adjective-fr "rotatorio"-adjective-es
"rotatorio"-adjective-es "rotatif"-adjective-fr
"retórico"-adjective-es "rhétorique"-adjective-fr
"rhétorique"-adjective-fr "retórico"-adjective-es
"roman"-adjective-fr "románico"-adjective-es
"románico"-adjective-es "roman"-adjective-fr
"romano"-adjective-es "romain"-adjective-fr
"romain"-adjective-fr "romano"-adjective-es
"théologique"-adjective-fr "teológico"-adjective-es
"teológico"-adjective-es "théologique"-adjective-fr
"tonique"-adjective-fr "tónico"-adjective-es
"tónico"-adjective-es "tonique"-adjective-fr
"topographique"-adjective-fr "topográfico"-adjective-es
"topográfico"-adjective-es "topographique"-adjective-fr
"transversal"-adjective-fr "transversal"-adjective-es
"transversal"-adjective-es "transversal"-adjective-fr
"utopique"-adjective-fr "utópico"-adjective-es
"utópico"-adjective-es "utopique"-adjective-fr
"vétéran"-adjective-fr "veterano"-adjective-es
"veterano"-adjective-es "vétéran"-adjective-fr
"blindar"-verb-es "blinder"-verb-fr
"blinder"-verb-fr "blindar"-verb-es
"asfaltar"-verb-es "asphalter"-verb-fr
"asphalter"-verb-fr "asfaltar"-verb-es
"boicotear"-verb-es "boycotter"-verb-fr
"boycotter"-verb-fr "boicotear"-verb-es
"proliferar"-verb-es "proliférer"-verb-fr
"proliférer"-verb-fr "proliferar"-verb-es
"régénérer"-verb-fr "regenerar"-verb-es
"regenerar"-verb-es "régénérer"-verb-fr
"bouleau"-noun-fr "abedul"-noun-es
"abedul"-noun-es "bouleau"-noun-fr
"agnostique"-adjective-fr "agnóstico"-adjective-es
"agnóstico"-adjective-es "agnostique"-adjective-fr
"ahijado"-noun-es "filleul"-noun-fr
"filleul"-noun-fr "ahijado"-noun-es
"algébrique"-adjective-fr "algebraico"-adjective-es
"algebraico"-adjective-es "algébrique"-adjective-fr
"apio"-noun-es "céleri"-noun-fr
"céleri"-noun-fr "apio"-noun-es
"archaïque"-adjective-fr "arcaico"-adjective-es
"archaïque"-adjective-fr "arcáico"-adjective-es
"arcaico"-adjective-es "archaïque"-adjective-fr
"arcáico"-adjective-es "archaïque"-adjective-fr
"archiduc"-noun-fr "archiduque"-noun-es
"archiduque"-noun-es "archiduc"-noun-fr
"arrendajo"-noun-es "geai"-noun-fr
"geai"-noun-fr "arrendajo"-noun-es
"arsenic"-noun-fr "arsénico"-noun-es
"arsénico"-noun-es "arsenic"-noun-fr
"astigmatismo"-noun-es "astigmatisme"-noun-fr
"astigmatisme"-noun-fr "astigmatismo"-noun-es
"ateo"-adjective-es "athée"-adjective-fr
"athée"-adjective-fr "ateo"-adjective-es
"athée"-noun-fr "ateo"-noun-es
"ateo"-noun-es "athée"-noun-fr
"criquet"-noun-fr "langosta"-noun-es
"langosta"-noun-es "criquet"-noun-fr
"langosta"-noun-es "homard"-noun-fr
"homard"-noun-fr "langosta"-noun-es
"grillon"-noun-fr "grillo"-noun-es
"grillo"-noun-es "grillon"-noun-fr
"cebada"-noun-es "orge"-noun-fr
"orge"-noun-fr "cebada"-noun-es
"chovinista"-adjective-es "chauvin"-adjective-fr
"chauvin"-adjective-fr "chovinista"-adjective-es
"cerf"-noun-fr "ciervo"-noun-es
"ciervo"-noun-es "cerf"-noun-fr
"consonántico"-adjective-es "consonantique"-adjective-fr
"consonantique"-adjective-fr "consonántico"-adjective-es
"cristalino"-adjective-es "cristallin"-adjective-fr
"cristallin"-adjective-fr "cristalino"-adjective-es
"chrome"-noun-fr "cromo"-noun-es
"cromo"-noun-es "chrome"-noun-fr
"conique"-adjective-fr "cónico"-adjective-es
"cónico"-adjective-es "conique"-adjective-fr
"diatonique"-adjective-fr "diatónico"-adjective-es
"diatónico"-adjective-es "diatonique"-adjective-fr
"diélectrique"-adjective-fr "dieléctrico"-adjective-es
"dieléctrico"-adjective-es "diélectrique"-adjective-fr
"dynastique"-adjective-fr "dinástico"-adjective-es
"dinástico"-adjective-es "dynastique"-adjective-fr
"équatorial"-adjective-fr "ecuatorial"-adjective-es
"ecuatorial"-adjective-es "équatorial"-adjective-fr
"electroquímico"-adjective-es "électrochimique"-adjective-fr
"électrochimique"-adjective-fr "electroquímico"-adjective-es
"empobrecimiento"-noun-es "appauvrissement"-noun-fr
"appauvrissement"-noun-fr "empobrecimiento"-noun-es
"etimología"-noun-es "étymologie"-noun-fr
"étymologie"-noun-fr "etimología"-noun-es
"etimológico"-adjective-es "étymologique"-adjective-fr
"étymologique"-adjective-fr "etimológico"-adjective-es
"ethnographique"-adjective-fr "etnográfico"-adjective-es
"etnográfico"-adjective-es "ethnographique"-adjective-fr
"ethnologique"-adjective-fr "etnológico"-adjective-es
"etnológico"-adjective-es "ethnologique"-adjective-fr
"evolucionismo"-noun-es "évolutionnisme"-noun-fr
"évolutionnisme"-noun-fr "evolucionismo"-noun-es
"expansionniste"-adjective-fr "expansionista"-adjective-es
"expansionista"-adjective-es "expansionniste"-adjective-fr
"faisan"-noun-fr "faisán"-noun-es
"faisán"-noun-es "faisan"-noun-fr
"philologique"-adjective-fr "filológico"-adjective-es
"filológico"-adjective-es "philologique"-adjective-fr
"phonème"-noun-fr "fonema"-noun-es
"fonema"-noun-es "phonème"-noun-fr
"gaélique"-adjective-fr "gaélico"-adjective-es
"gaélico"-adjective-es "gaélique"-adjective-fr
"genealógico"-adjective-es "généalogique"-adjective-fr
"généalogique"-adjective-fr "genealógico"-adjective-es
"gorrión"-noun-es "moineau"-noun-fr
"moineau"-noun-fr "gorrión"-noun-es
"nudiste"-adjective-fr "nudista"-adjective-es
"nudista"-adjective-es "nudiste"-adjective-fr
"hegemónico"-adjective-es "hégémonique"-adjective-fr
"hégémonique"-adjective-fr "hegemónico"-adjective-es
"hexagonal"-adjective-fr "hexagonal"-adjective-es
"hexagonal"-adjective-es "hexagonal"-adjective-fr
"hidroeléctrico"-adjective-es "hydroélectrique"-adjective-fr
"hydroélectrique"-adjective-fr "hidroeléctrico"-adjective-es
"hydrographique"-adjective-fr "hidrográfico"-adjective-es
"hidrográfico"-adjective-es "hydrographique"-adjective-fr
"hydrologique"-adjective-fr "hidrológico"-adjective-es
"hidrológico"-adjective-es "hydrologique"-adjective-fr
"hypnotique"-adjective-fr "hipnótico"-adjective-es
"hipnótico"-adjective-es "hypnotique"-adjective-fr
"isotopique"-adjective-fr "isotópico"-adjective-es
"isotópico"-adjective-es "isotopique"-adjective-fr
"isthme"-noun-fr "istmo"-noun-es
"istmo"-noun-es "isthme"-noun-fr
"mélodrame"-noun-fr "melodrama"-noun-es
"melodrama"-noun-es "mélodrame"-noun-fr
"militariste"-adjective-fr "militarista"-adjective-es
"militarista"-adjective-es "militariste"-adjective-fr
"monothéiste"-adjective-fr "monoteísta"-adjective-es
"monoteísta"-adjective-es "monothéiste"-adjective-fr
"nazi"-adjective-fr "nazi"-adjective-es
"nazi"-adjective-es "nazi"-adjective-fr
"patriarcat"-noun-fr "patriarcado"-noun-es
"patriarcado"-noun-es "patriarcat"-noun-fr
"penicilina"-noun-es "pénicilline"-noun-fr
"pénicilline"-noun-fr "penicilina"-noun-es
"parchemin"-noun-fr "pergamino"-noun-es
"pergamino"-noun-es "parchemin"-noun-fr
"platonicien"-adjective-fr "platónico"-adjective-es
"platónico"-adjective-es "platonicien"-adjective-fr
"platónico"-adjective-es "platonique"-adjective-fr
"platonique"-adjective-fr "platónico"-adjective-es
"polythéiste"-adjective-fr "politeísta"-adjective-es
"politeísta"-adjective-es "polythéiste"-adjective-fr
"positiviste"-adjective-fr "positivista"-adjective-es
"positivista"-adjective-es "positiviste"-adjective-fr
"rítmico"-adjective-es "rythmique"-adjective-fr
"rythmique"-adjective-fr "rítmico"-adjective-es
"sacristie"-noun-fr "sacristía"-noun-es
"sacristía"-noun-es "sacristie"-noun-fr
"sangsue"-noun-fr "sanguijuela"-noun-es
"sanguijuela"-noun-es "sangsue"-noun-fr
"vanadium"-noun-fr "vanadio"-noun-es
"vanadio"-noun-es "vanadium"-noun-fr
"vocativo"-noun-es "vocatif"-noun-fr
"vocatif"-noun-fr "vocativo"-noun-es
"ábside"-noun-es "abside"-noun-fr
"abside"-noun-fr "ábside"-noun-es
"scorpion"-noun-fr "escorpión"-noun-es
"escorpión"-noun-es "scorpion"-noun-fr
"mâchoire"-noun-fr "mandíbula"-noun-es
"mandíbula"-noun-es "mâchoire"-noun-fr
"gazeux"-adjective-fr "gaseoso"-adjective-es
"gaseoso"-adjective-es "gazeux"-adjective-fr
"dermatologue"-noun-fr "dermatólogo"-noun-es
"dermatólogo"-noun-es "dermatologue"-noun-fr
"congressiste"-noun-fr "congresista"-noun-es
"congresista"-noun-es "congressiste"-noun-fr
"rábano"-noun-es "radis"-noun-fr
"radis"-noun-fr "rábano"-noun-es
"galáctico"-adjective-es "galactique"-adjective-fr
"galactique"-adjective-fr "galáctico"-adjective-es
"penseur"-noun-fr "pensador"-noun-es
"pensador"-noun-es "penseur"-noun-fr
"egipcio"-noun-es "Égyptien"-noun-fr
"Égyptien"-noun-fr "egipcio"-noun-es
"Mayor"-properNoun-es "Mayor"-noun-fr
"Mayor"-properNoun-es "Mayor"-properNoun-fr
"Mayor"-noun-fr "Mayor"-properNoun-es
"Mayor"-properNoun-fr "Mayor"-properNoun-es
"Figo"-properNoun-es "Figo"-noun-fr
"Figo"-properNoun-es "Figo"-properNoun-fr
"Figo"-noun-fr "Figo"-properNoun-es
"Figo"-properNoun-fr "Figo"-properNoun-es
"Domènech"-properNoun-es "Domènech"-noun-fr
"Domènech"-properNoun-es "Domènech"-properNoun-fr
"Domènech"-noun-fr "Domènech"-properNoun-es
"Domènech"-properNoun-fr "Domènech"-properNoun-es
"Einstein"-properNoun-es "Einstein"-properNoun-fr
"Einstein"-properNoun-es "Einstein"-noun-fr
"Einstein"-properNoun-fr "Einstein"-properNoun-es
"Einstein"-noun-fr "Einstein"-properNoun-es
"Curie"-properNoun-es "Curie"-noun-fr
"Curie"-properNoun-es "Curie"-properNoun-fr
"Curie"-noun-fr "Curie"-properNoun-es
"Curie"-properNoun-fr "Curie"-properNoun-es
"Planck"-properNoun-es "Planck"-noun-fr
"Planck"-properNoun-es "Planck"-properNoun-fr
"Planck"-noun-fr "Planck"-properNoun-es
"Planck"-properNoun-fr "Planck"-properNoun-es
"Pauling"-properNoun-es "Pauling"-noun-fr
"Pauling"-properNoun-es "Pauling"-properNoun-fr
"Pauling"-noun-fr "Pauling"-properNoun-es
"Pauling"-properNoun-fr "Pauling"-properNoun-es
"Roosevelt"-properNoun-es "Roosevelt"-noun-fr
"Roosevelt"-properNoun-es "Roosevelt"-properNoun-fr
"Roosevelt"-noun-fr "Roosevelt"-properNoun-es
"Roosevelt"-properNoun-fr "Roosevelt"-properNoun-es
"Fritz"-properNoun-fr "Fritz"-properNoun-es
"Fritz"-properNoun-es "Fritz"-properNoun-fr
"Fritz"-properNoun-es "Fritz"-noun-fr
"Fritz"-noun-fr "Fritz"-properNoun-es
"celte"-adjective-fr "celta"-adjective-es
"celta"-adjective-es "celte"-adjective-fr
"bohemio"-adjective-es "bohémien"-adjective-fr
"bohémien"-adjective-fr "bohemio"-adjective-es
"agradecido"-adjective-es "reconnaissant"-adjective-fr
"reconnaissant"-adjective-fr "agradecido"-adjective-es
"iraquí"-adjective-es "irakien"-adjective-fr
"irakien"-adjective-fr "iraquí"-adjective-es
"machista"-adjective-es "machiste"-adjective-fr
"machiste"-adjective-fr "machista"-adjective-es
"réformiste"-adjective-fr "reformista"-adjective-es
"reformista"-adjective-es "réformiste"-adjective-fr
"adolescente"-adjective-es "adolescent"-adjective-fr
"adolescent"-adjective-fr "adolescente"-adjective-es
"Tàpies"-properNoun-es "Tàpies"-noun-fr
"Tàpies"-properNoun-es "Tàpies"-properNoun-fr
"Tàpies"-noun-fr "Tàpies"-properNoun-es
"Tàpies"-properNoun-fr "Tàpies"-properNoun-es
"Rojas"-properNoun-es "Rojas"-noun-fr
"Rojas"-properNoun-es "Rojas"-properNoun-fr
"Rojas"-noun-fr "Rojas"-properNoun-es
"Rojas"-properNoun-fr "Rojas"-properNoun-es
"Herzegovina"-properNoun-es "Herzégovine"-properNoun-fr
"Herzégovine"-properNoun-fr "Herzegovina"-properNoun-es
"Tortosa"-properNoun-es "Tortosa"-noun-fr
"Tortosa"-properNoun-es "Tortosa"-properNoun-fr
"Tortosa"-noun-fr "Tortosa"-properNoun-es
"Tortosa"-properNoun-fr "Tortosa"-properNoun-es
"Flores"-properNoun-es "Flores"-noun-fr
"Flores"-properNoun-es "Flores"-properNoun-fr
"Flores"-noun-fr "Flores"-properNoun-es
"Flores"-properNoun-fr "Flores"-properNoun-es
"Romero"-properNoun-es "Romero"-noun-fr
"Romero"-properNoun-es "Romero"-properNoun-fr
"Romero"-noun-fr "Romero"-properNoun-es
"Romero"-properNoun-fr "Romero"-properNoun-es
"Zambrano"-properNoun-es "Zambrano"-noun-fr
"Zambrano"-properNoun-es "Zambrano"-properNoun-fr
"Zambrano"-noun-fr "Zambrano"-properNoun-es
"Zambrano"-properNoun-fr "Zambrano"-properNoun-es
"Matas"-properNoun-es "Matas"-noun-fr
"Matas"-properNoun-es "Matas"-properNoun-fr
"Matas"-noun-fr "Matas"-properNoun-es
"Matas"-properNoun-fr "Matas"-properNoun-es
"Soler"-properNoun-es "Soler"-noun-fr
"Soler"-properNoun-es "Soler"-properNoun-fr
"Soler"-noun-fr "Soler"-properNoun-es
"Soler"-properNoun-fr "Soler"-properNoun-es
"Borges"-properNoun-es "Borges"-properNoun-fr
"Borges"-properNoun-es "Borges"-noun-fr
"Borges"-properNoun-fr "Borges"-properNoun-es
"Borges"-noun-fr "Borges"-properNoun-es
"principauté"-noun-fr "principado"-noun-es
"principado"-noun-es "principauté"-noun-fr
"amorphe"-adjective-fr "amorfo"-adjective-es
"amorfo"-adjective-es "amorphe"-adjective-fr
"clocher"-noun-fr "campanario"-noun-es
"campanario"-noun-es "clocher"-noun-fr
"artillero"-noun-es "artilleur"-noun-fr
"artilleur"-noun-fr "artillero"-noun-es
"autographe"-noun-fr "autógrafo"-noun-es
"autógrafo"-noun-es "autographe"-noun-fr
"cynique"-adjective-fr "cínico"-adjective-es
"cínico"-adjective-es "cynique"-adjective-fr
"surrealista"-adjective-es "surréaliste"-adjective-fr
"surréaliste"-adjective-fr "surrealista"-adjective-es
"courge"-noun-fr "calabaza"-noun-es
"calabaza"-noun-es "courge"-noun-fr
"salamandra"-noun-es "salamandre"-noun-fr
"salamandre"-noun-fr "salamandra"-noun-es
"profecía"-noun-es "prophétie"-noun-fr
"prophétie"-noun-fr "profecía"-noun-es
"tridente"-noun-es "trident"-noun-fr
"trident"-noun-fr "tridente"-noun-es
"esturgeon"-noun-fr "esturión"-noun-es
"esturión"-noun-es "esturgeon"-noun-fr
"neurologue"-noun-fr "neurólogo"-noun-es
"neurólogo"-noun-es "neurologue"-noun-fr
"viruela"-noun-es "variole"-noun-fr
"variole"-noun-fr "viruela"-noun-es
"geólogo"-noun-es "géologue"-noun-fr
"géologue"-noun-fr "geólogo"-noun-es
"éclipser"-verb-fr "eclipsar"-verb-es
"eclipsar"-verb-es "éclipser"-verb-fr
"FIFA"-noun-es "FIFA"-noun-fr
"FIFA"-noun-fr "FIFA"-noun-es
"corse"-adjective-fr "corso"-adjective-es
"corso"-adjective-es "corse"-adjective-fr
"neoclásico"-adjective-es "néoclassique"-adjective-fr
"néoclassique"-adjective-fr "neoclásico"-adjective-es
"filarmónico"-adjective-es "philharmonique"-adjective-fr
"philharmonique"-adjective-fr "filarmónico"-adjective-es
"phonétique"-adjective-fr "fonético"-adjective-es
"fonético"-adjective-es "phonétique"-adjective-fr
"sintomático"-adjective-es "symptomatique"-adjective-fr
"symptomatique"-adjective-fr "sintomático"-adjective-es
"Norton"-properNoun-fr "Norton"-properNoun-es
"Norton"-properNoun-es "Norton"-properNoun-fr
"Norton"-properNoun-es "Norton"-noun-fr
"Norton"-noun-fr "Norton"-properNoun-es
"anecdóticamente"-adverb-es "anecdotiquement"-adverb-fr
"anecdotiquement"-adverb-fr "anecdóticamente"-adverb-es
"matériellement"-adverb-fr "materialmente"-adverb-es
"materialmente"-adverb-es "matériellement"-adverb-fr
"oralmente"-adverb-es "oralement"-adverb-fr
"oralement"-adverb-fr "oralmente"-adverb-es
"Sarsanedas"-properNoun-fr "Sarsanedas"-properNoun-es
"Sarsanedas"-properNoun-es "Sarsanedas"-properNoun-fr
"Sarsanedas"-properNoun-es "Sarsanedas"-noun-fr
"Sarsanedas"-noun-fr "Sarsanedas"-properNoun-es
"Owen"-properNoun-fr "Owen"-properNoun-es
"Owen"-properNoun-es "Owen"-properNoun-fr
"Owen"-properNoun-es "Owen"-noun-fr
"Owen"-noun-fr "Owen"-properNoun-es
"Gallego"-properNoun-fr "Gallego"-properNoun-es
"Gallego"-properNoun-es "Gallego"-properNoun-fr
"Gallego"-properNoun-es "Gallego"-noun-fr
"Gallego"-noun-fr "Gallego"-properNoun-es
"Losantos"-properNoun-fr "Losantos"-properNoun-es
"Losantos"-properNoun-es "Losantos"-properNoun-fr
"Losantos"-properNoun-es "Losantos"-noun-fr
"Losantos"-noun-fr "Losantos"-properNoun-es
"Morales"-properNoun-fr "Morales"-properNoun-es
"Morales"-properNoun-es "Morales"-properNoun-fr
"Morales"-properNoun-es "Morales"-noun-fr
"Morales"-noun-fr "Morales"-properNoun-es
"Tura"-properNoun-fr "Tura"-properNoun-es
"Tura"-properNoun-es "Tura"-properNoun-fr
"Tura"-properNoun-es "Tura"-noun-fr
"Tura"-noun-fr "Tura"-properNoun-es
"Bofill"-properNoun-fr "Bofill"-properNoun-es
"Bofill"-properNoun-es "Bofill"-properNoun-fr
"Bofill"-properNoun-es "Bofill"-noun-fr
"Bofill"-noun-fr "Bofill"-properNoun-es
"staliniste"-adjective-fr "estalinista"-adjective-es
"estalinista"-adjective-es "staliniste"-adjective-fr
"Zedillo"-properNoun-fr "Zedillo"-properNoun-es
"Zedillo"-properNoun-es "Zedillo"-properNoun-fr
"Zedillo"-properNoun-es "Zedillo"-noun-fr
"Zedillo"-noun-fr "Zedillo"-properNoun-es
"Yunus"-properNoun-fr "Yunus"-properNoun-es
"Yunus"-properNoun-es "Yunus"-properNoun-fr
"Yunus"-properNoun-es "Yunus"-noun-fr
"Yunus"-noun-fr "Yunus"-properNoun-es
"Teixidó"-properNoun-fr "Teixidó"-properNoun-es
"Teixidó"-properNoun-es "Teixidó"-properNoun-fr
"Teixidó"-properNoun-es "Teixidó"-noun-fr
"Teixidó"-noun-fr "Teixidó"-properNoun-es
"Colomèrs"-properNoun-fr "Colomèrs"-properNoun-es
"Colomèrs"-properNoun-es "Colomèrs"-properNoun-fr
"Colomèrs"-properNoun-es "Colomèrs"-noun-fr
"Colomèrs"-noun-fr "Colomèrs"-properNoun-es
"Bertran"-properNoun-fr "Bertran"-properNoun-es
"Bertran"-properNoun-es "Bertran"-properNoun-fr
"Bertran"-properNoun-es "Bertran"-noun-fr
"Bertran"-noun-fr "Bertran"-properNoun-es
"Calvo"-properNoun-fr "Calvo"-properNoun-es
"Calvo"-properNoun-es "Calvo"-properNoun-fr
"Calvo"-properNoun-es "Calvo"-noun-fr
"Calvo"-noun-fr "Calvo"-properNoun-es
"Mann"-properNoun-es "Mann"-properNoun-fr
"Mann"-properNoun-es "Mann"-noun-fr
"Mann"-properNoun-fr "Mann"-properNoun-es
"Mann"-noun-fr "Mann"-properNoun-es
"Xicoy"-properNoun-fr "Xicoy"-properNoun-es
"Xicoy"-properNoun-es "Xicoy"-properNoun-fr
"Xicoy"-properNoun-es "Xicoy"-noun-fr
"Xicoy"-noun-fr "Xicoy"-properNoun-es
"Giró"-properNoun-fr "Giró"-properNoun-es
"Giró"-properNoun-es "Giró"-properNoun-fr
"Giró"-properNoun-es "Giró"-noun-fr
"Giró"-noun-fr "Giró"-properNoun-es
"Joanchiquet"-properNoun-es "Joanchiquet"-properNoun-fr
"Joanchiquet"-properNoun-es "Joanchiquet"-noun-fr
"Joanchiquet"-properNoun-fr "Joanchiquet"-properNoun-es
"Joanchiquet"-noun-fr "Joanchiquet"-properNoun-es
"Espadaler"-properNoun-es "Espadaler"-properNoun-fr
"Espadaler"-properNoun-es "Espadaler"-noun-fr
"Espadaler"-properNoun-fr "Espadaler"-properNoun-es
"Espadaler"-noun-fr "Espadaler"-properNoun-es
"Manzano"-properNoun-fr "Manzano"-properNoun-es
"Manzano"-properNoun-es "Manzano"-properNoun-fr
"Manzano"-properNoun-es "Manzano"-noun-fr
"Manzano"-noun-fr "Manzano"-properNoun-es
"Bacon"-properNoun-fr "Bacon"-properNoun-es
"Bacon"-properNoun-es "Bacon"-properNoun-fr
"Bacon"-properNoun-es "Bacon"-noun-fr
"Bacon"-noun-fr "Bacon"-properNoun-es
"Calvet"-properNoun-fr "Calvet"-properNoun-es
"Calvet"-properNoun-es "Calvet"-properNoun-fr
"Calvet"-properNoun-es "Calvet"-noun-fr
"Calvet"-noun-fr "Calvet"-properNoun-es
"Alòs"-properNoun-fr "Alos"-properNoun-es
"Alos"-properNoun-es "Alòs"-properNoun-fr
"Alos"-properNoun-es "Alòs"-noun-fr
"Alòs"-noun-fr "Alos"-properNoun-es
"Ané"-properNoun-fr "Ané"-properNoun-es
"Ané"-properNoun-es "Ané"-properNoun-fr
"Ané"-properNoun-es "Ané"-noun-fr
"Ané"-noun-fr "Ané"-properNoun-es
"Marés"-properNoun-fr "Marés"-properNoun-es
"Marés"-properNoun-es "Marés"-properNoun-fr
"Marés"-properNoun-es "Marés"-noun-fr
"Marés"-noun-fr "Marés"-properNoun-es
"Monturiol"-properNoun-fr "Monturiol"-properNoun-es
"Monturiol"-properNoun-es "Monturiol"-properNoun-fr
"Monturiol"-properNoun-es "Monturiol"-noun-fr
"Monturiol"-noun-fr "Monturiol"-properNoun-es
"Condò"-properNoun-es "Condò"-properNoun-fr
"Condò"-properNoun-es "Condò"-noun-fr
"Condò"-properNoun-fr "Condò"-properNoun-es
"Condò"-noun-fr "Condò"-properNoun-es
"léninisme"-noun-fr "leninismo"-noun-es
"leninismo"-noun-es "léninisme"-noun-fr
"Antes"-properNoun-es "Antes"-properNoun-fr
"Antes"-properNoun-es "Antes"-noun-fr
"Antes"-properNoun-fr "Antes"-properNoun-es
"Antes"-noun-fr "Antes"-properNoun-es
"Pallarés"-properNoun-fr "Pallarés"-properNoun-es
"Pallarés"-properNoun-es "Pallarés"-properNoun-fr
"Pallarés"-properNoun-es "Pallarés"-noun-fr
"Pallarés"-noun-fr "Pallarés"-properNoun-es
"invasor"-noun-es "envahisseur"-noun-fr
"envahisseur"-noun-fr "invasor"-noun-es
"Perelló"-properNoun-fr "Perelló"-properNoun-es
"Perelló"-properNoun-es "Perelló"-properNoun-fr
"Perelló"-properNoun-es "Perelló"-noun-fr
"Perelló"-noun-fr "Perelló"-properNoun-es
"Brandes"-properNoun-fr "Brandes"-properNoun-es
"Brandes"-properNoun-es "Brandes"-properNoun-fr
"Brandes"-properNoun-es "Brandes"-noun-fr
"Brandes"-noun-fr "Brandes"-properNoun-es
"Busquet"-properNoun-fr "Busquet"-properNoun-es
"Busquet"-properNoun-es "Busquet"-properNoun-fr
"Busquet"-properNoun-es "Busquet"-noun-fr
"Busquet"-noun-fr "Busquet"-properNoun-es
"Bugié"-properNoun-fr "Bugié"-properNoun-es
"Bugié"-properNoun-es "Bugié"-properNoun-fr
"Bugié"-properNoun-es "Bugié"-noun-fr
"Bugié"-noun-fr "Bugié"-properNoun-es
"Sangenís"-properNoun-es "Sangenís"-properNoun-fr
"Sangenís"-properNoun-es "Sangenís"-noun-fr
"Sangenís"-properNoun-fr "Sangenís"-properNoun-es
"Sangenís"-noun-fr "Sangenís"-properNoun-es
"Homs"-properNoun-fr "Homs"-properNoun-es
"Homs"-properNoun-es "Homs"-properNoun-fr
"Homs"-properNoun-es "Homs"-noun-fr
"Homs"-noun-fr "Homs"-properNoun-es
"Luz"-properNoun-fr "Luz"-properNoun-es
"Luz"-properNoun-es "Luz"-properNoun-fr
"Luz"-properNoun-es "Luz"-noun-fr
"Luz"-noun-fr "Luz"-properNoun-es
"Casas"-properNoun-fr "Casas"-properNoun-es
"Casas"-properNoun-es "Casas"-properNoun-fr
"Casas"-properNoun-es "Casas"-noun-fr
"Casas"-noun-fr "Casas"-properNoun-es
"Braque"-properNoun-fr "Braque"-properNoun-es
"Braque"-properNoun-es "Braque"-properNoun-fr
"Braque"-properNoun-es "Braque"-noun-fr
"Braque"-noun-fr "Braque"-properNoun-es
"Ballarín"-properNoun-fr "Ballarín"-properNoun-es
"Ballarín"-properNoun-es "Ballarín"-properNoun-fr
"Ballarín"-properNoun-es "Ballarín"-noun-fr
"Ballarín"-noun-fr "Ballarín"-properNoun-es
"Garrigosa"-properNoun-fr "Garrigosa"-properNoun-es
"Garrigosa"-properNoun-es "Garrigosa"-properNoun-fr
"Garrigosa"-properNoun-es "Garrigosa"-noun-fr
"Garrigosa"-noun-fr "Garrigosa"-properNoun-es
"Isla Bouvet"-properNoun-es "Bouvet"-noun-fr
"Bouvet"-noun-fr "Isla Bouvet"-properNoun-es
