"quand"-relativePronoun-oc "en cuanto"-relativePronoun-es
"UB"-noun-es "UB"-noun-oc
"COI"-noun-oc "COI"-noun-es
"COI"-noun-es "COI"-noun-oc
"inconstitucionalitat"-noun-oc "inconstitucionalidad"-noun-es
"inconstitucionalidad"-noun-es "inconstitucionalitat"-noun-oc
"aviari"-adjective-oc "aviario"-adjective-es
"aviario"-adjective-es "aviari"-adjective-oc
"paritari"-adjective-oc "paritario"-adjective-es
"paritario"-adjective-es "paritari"-adjective-oc
"sautaire"-adjective-oc "saltador"-adjective-es
"saltador"-adjective-es "sautaire"-adjective-oc
"vinicòla"-adjective-oc "vinícola"-adjective-es
"vinícola"-adjective-es "vinicòla"-adjective-oc
"delirant"-adjective-oc "delirante"-adjective-es
"delirante"-adjective-es "delirant"-adjective-oc
"intervocalic"-adjective-oc "intervocálico"-adjective-es
"intervocálico"-adjective-es "intervocalic"-adjective-oc
"excitant"-adjective-oc "excitante"-adjective-es
"excitante"-adjective-es "excitant"-adjective-oc
"august"-adjective-oc "augusto"-adjective-es
"augusto"-adjective-es "august"-adjective-oc
"OpenOffice"-properNoun-oc "OpenOffice"-properNoun-es
"OpenOffice"-properNoun-es "OpenOffice"-properNoun-oc
"Vielha"-properNoun-oc "Viella"-properNoun-es
"Vielha"-properNoun-oc "Vielha"-properNoun-es
"Viella"-properNoun-es "Vielha"-properNoun-oc
"Vielha"-properNoun-es "Vielha"-properNoun-oc
"Vaquèira"-properNoun-oc "Baqueira"-properNoun-es
"Baqueira"-properNoun-es "Vaquèira"-properNoun-oc
"Beret"-properNoun-oc "Beret"-properNoun-es
"Beret"-properNoun-es "Beret"-properNoun-oc
"Bonaigua"-properNoun-oc "La Bonaigua"-properNoun-es
"La Bonaigua"-properNoun-es "Bonaigua"-properNoun-oc
"Bausen"-properNoun-oc "Bausén"-properNoun-es
"Bausén"-properNoun-es "Bausen"-properNoun-oc
"Salardú"-properNoun-oc "Salardú"-properNoun-es
"Salardú"-properNoun-es "Salardú"-properNoun-oc
"Boí"-properNoun-oc "Boí"-properNoun-es
"Boí"-properNoun-es "Boí"-properNoun-oc
"IEC"-noun-oc "IEC"-noun-es
"IEC"-noun-es "IEC"-noun-oc
"IEO"-noun-oc "IEO"-noun-es
"IEO"-noun-es "IEO"-noun-oc
"niçard"-adjective-oc "de Niza"-adjective-es
"de Niza"-adjective-es "niçard"-adjective-oc
"niçard"-noun-oc "de Niza"-noun-es
"de Niza"-noun-es "niçard"-noun-oc
"mai que mai"-adverb-oc "más que nada"-adverb-es
"más que nada"-adverb-es "mai que mai"-adverb-oc
"más que nada"-adverb-es "mès que mès"-adverb-oc
"mès que mès"-adverb-oc "más que nada"-adverb-es
"a la debuta"-adverb-oc "en un principio"-adverb-es
"en un principio"-adverb-es "a la debuta"-adverb-oc
"en un principio"-adverb-es "en un principi"-adverb-oc
"en un principi"-adverb-oc "en un principio"-adverb-es
"totes amassa"-adverb-oc "todos juntos"-adverb-es
"todos juntos"-adverb-es "totes amassa"-adverb-oc
"todos juntos"-adverb-es "toti amassa"-adverb-oc
"toti amassa"-adverb-oc "todos juntos"-adverb-es
"telematicament"-adverb-oc "telemáticamente"-adverb-es
"telemáticamente"-adverb-es "telematicament"-adverb-oc
"telemáticamente"-adverb-es "telematicaments"-adverb-oc
"telematicaments"-adverb-oc "telemáticamente"-adverb-es
"instintivament"-adverb-oc "instintivamente"-adverb-es
"instintivamente"-adverb-es "instintivament"-adverb-oc
"instintivamente"-adverb-es "instintiuament"-adverb-oc
"instintivamente"-adverb-es "instintiuaments"-adverb-oc
"instintiuament"-adverb-oc "instintivamente"-adverb-es
"instintiuaments"-adverb-oc "instintivamente"-adverb-es
"modèl"-adjective-oc "modélico"-adjective-es
"modélico"-adjective-es "modèl"-adjective-oc
"observaire"-adjective-oc "ojeador"-adjective-es
"ojeador"-adjective-es "observaire"-adjective-oc
"antiterrorista"-adjective-oc "anti-terrorista"-adjective-es
"anti-terrorista"-adjective-es "antiterrorista"-adjective-oc
"analista"-adjective-oc "analista"-adjective-es
"analista"-adjective-es "analista"-adjective-oc
"signatari"-adjective-oc "firmante"-adjective-es
"firmante"-adjective-es "signatari"-adjective-oc
"lector"-adjective-oc "lector"-adjective-es
"lector"-adjective-es "lector"-adjective-oc
"identitari"-adjective-oc "identitario"-adjective-es
"identitario"-adjective-es "identitari"-adjective-oc
"auvernhat"-adjective-oc "de Alvernia"-adjective-es
"de Alvernia"-adjective-es "auvernhat"-adjective-oc
"simpatizant"-adjective-oc "simpatizante"-adjective-es
"simpatizante"-adjective-es "simpatizant"-adjective-oc
"ingovernable"-adjective-oc "ingobernable"-adjective-es
"ingobernable"-adjective-es "ingovernable"-adjective-oc
"tributari"-adjective-oc "tributario"-adjective-es
"tributario"-adjective-es "tributari"-adjective-oc
"inexplicable"-adjective-oc "inexplicable"-adjective-es
"inexplicable"-adjective-es "inexplicable"-adjective-oc
"convulsat"-adjective-oc "convulso"-adjective-es
"convulso"-adjective-es "convulsat"-adjective-oc
"reivindicatiu"-adjective-oc "reivindicativo"-adjective-es
"reivindicativo"-adjective-es "reivindicatiu"-adjective-oc
"permissiu"-adjective-oc "permisivo"-adjective-es
"permisivo"-adjective-es "permissiu"-adjective-oc
"municipalista"-adjective-oc "municipalista"-adjective-es
"municipalista"-adjective-es "municipalista"-adjective-oc
"maoïsta"-adjective-oc "maoísta"-adjective-es
"maoísta"-adjective-es "maoïsta"-adjective-oc
"latifondista"-adjective-oc "latifundista"-adjective-es
"latifundista"-adjective-es "latifondista"-adjective-oc
"aranesista"-adjective-oc "aranesista"-adjective-es
"aranesista"-adjective-es "aranesista"-adjective-oc
"reconfortant"-adjective-oc "reconfortante"-adjective-es
"reconfortante"-adjective-es "reconfortant"-adjective-oc
"felibritge"-noun-oc "felibrigio"-noun-es
"felibrigio"-noun-es "felibritge"-noun-oc
"pregària"-noun-oc "plegaria"-noun-es
"plegaria"-noun-es "pregària"-noun-oc
"estonament"-noun-oc "extrañeza"-noun-es
"extrañeza"-noun-es "estonament"-noun-oc
"esclatament"-noun-oc "rebufo"-noun-es
"rebufo"-noun-es "esclatament"-noun-oc
"intercomunalitat"-noun-oc "intermunicipalidad"-noun-es
"intermunicipalidad"-noun-es "intercomunalitat"-noun-oc
"reclassament"-noun-oc "reclasificación"-noun-es
"reclasificación"-noun-es "reclassament"-noun-oc
"reclasificación"-noun-es "reclassificacion"-noun-oc
"reclassificacion"-noun-oc "reclasificación"-noun-es
"vanitat"-noun-oc "fanfarronada"-noun-es
"fanfarronada"-noun-es "vanitat"-noun-oc
"fanfarronada"-noun-es "vantoriada"-noun-oc
"vantoriada"-noun-oc "fanfarronada"-noun-es
"reculhiment"-noun-oc "recogimiento"-noun-es
"recogimiento"-noun-es "reculhiment"-noun-oc
"fumaire"-noun-oc "fumadero"-noun-es
"fumadero"-noun-es "fumaire"-noun-oc
"fumadero"-noun-es "humaire"-noun-oc
"humaire"-noun-oc "fumadero"-noun-es
"descoratjament"-noun-oc "desaliento"-noun-es
"desaliento"-noun-es "descoratjament"-noun-oc
"desplaser"-noun-oc "desagrado"-noun-es
"desagrado"-noun-es "desplaser"-noun-oc
"fretament"-noun-oc "frotamiento"-noun-es
"frotamiento"-noun-es "fretament"-noun-oc
"reocupacion"-noun-oc "reocupación"-noun-es
"reocupación"-noun-es "reocupacion"-noun-oc
"reinstauracion"-noun-oc "reinstauración"-noun-es
"reinstauración"-noun-es "reinstauracion"-noun-oc
"descoratjar"-verb-oc "desmayar"-verb-es
"desmayar"-verb-es "descoratjar"-verb-oc
"embestiar"-verb-oc "incordiar"-verb-es
"incordiar"-verb-es "embestiar"-verb-oc
"engabiar"-verb-oc "enjaular"-verb-es
"enjaular"-verb-es "engabiar"-verb-oc
"despossedir"-verb-oc "desposeer"-verb-es
"desposeer"-verb-es "despossedir"-verb-oc
"desvariar"-verb-oc "desvariar"-verb-es
"desvariar"-verb-es "desvariar"-verb-oc
"desvariar"-verb-es "lelejar"-verb-oc
"lelejar"-verb-oc "desvariar"-verb-es
"enfangar"-verb-oc "enlodar"-verb-es
"enfangar"-verb-oc "enfangar"-verb-es
"enlodar"-verb-es "enfangar"-verb-oc
"enlodar"-verb-es "hangassejar"-verb-oc
"enfangar"-verb-es "enfangar"-verb-oc
"enfangar"-verb-es "hangassejar"-verb-oc
"hangassejar"-verb-oc "enlodar"-verb-es
"hangassejar"-verb-oc "enfangar"-verb-es
"desvalorizar"-verb-oc "desvalorar"-verb-es
"desvalorar"-verb-es "desvalorizar"-verb-oc
"plumar"-verb-oc "desplumar"-verb-es
"desplumar"-verb-es "plumar"-verb-oc
"destronar"-verb-oc "destronar"-verb-es
"destronar"-verb-es "destronar"-verb-oc
"ovacionar"-verb-oc "jalear"-verb-es
"jalear"-verb-es "ovacionar"-verb-oc
"desencantar"-verb-oc "desencantar"-verb-es
"desencantar"-verb-es "desencantar"-verb-oc
"trotar"-verb-oc "trotar"-verb-es
"trotar"-verb-es "trotar"-verb-oc
"inabilitar"-verb-oc "inhabilitar"-verb-es
"inhabilitar"-verb-es "inabilitar"-verb-oc
"travestir"-verb-oc "travestir"-verb-es
"travestir"-verb-es "travestir"-verb-oc
"desdire"-verb-oc "desdecir"-verb-es
"desdecir"-verb-es "desdire"-verb-oc
"desdecir"-verb-es "desdíder"-verb-oc
"desdíder"-verb-oc "desdecir"-verb-es
"Calais"-properNoun-oc "Calais"-properNoun-es
"Calais"-properNoun-es "Calais"-properNoun-oc
"Arties"-properNoun-oc "Arties"-properNoun-es
"Arties"-properNoun-es "Arties"-properNoun-oc
"Mijaran"-properNoun-oc "Mijaran"-properNoun-es
"Mijaran"-properNoun-es "Mijaran"-properNoun-oc
"Euroregion"-properNoun-oc "Euroregión"-properNoun-es
"Euroregión"-properNoun-es "Euroregion"-properNoun-oc
"Vivarés"-properNoun-oc "Vivarés"-properNoun-es
"Vivarés"-properNoun-es "Vivarés"-properNoun-oc
"Velai"-properNoun-oc "Velay"-properNoun-es
"Velay"-properNoun-es "Velai"-properNoun-oc
"Canigó"-properNoun-oc "Canigó"-properNoun-es
"Canigó"-properNoun-es "Canigó"-properNoun-oc
"UE"-properNoun-oc "UE"-properNoun-es
"UE"-properNoun-es "UE"-properNoun-oc
"Montgarri"-properNoun-oc "Montgarri"-properNoun-es
"Montgarri"-properNoun-es "Montgarri"-properNoun-oc
"Jerusalem"-properNoun-oc "Jerusalem"-properNoun-es
"Jerusalem"-properNoun-es "Jerusalem"-properNoun-oc
"Falkland"-properNoun-oc "Falkland"-properNoun-es
"Falkland"-properNoun-es "Falkland"-properNoun-oc
"Vilac"-properNoun-oc "Vilac"-properNoun-es
"Vilac"-properNoun-es "Vilac"-properNoun-oc
"Escunhau"-properNoun-oc "Escunhau"-properNoun-es
"Escunhau"-properNoun-es "Escunhau"-properNoun-oc
"Bagergue"-properNoun-oc "Bagergue"-properNoun-es
"Bagergue"-properNoun-es "Bagergue"-properNoun-oc
"Lairissa"-properNoun-oc "Lairisa"-properNoun-es
"Lairisa"-properNoun-es "Lairissa"-properNoun-oc
"Arró"-properNoun-oc "Arró"-properNoun-es
"Arró"-properNoun-es "Arró"-properNoun-oc
"Unha"-properNoun-oc "Unha"-properNoun-es
"Unha"-properNoun-es "Unha"-properNoun-oc
"Marcatosa"-properNoun-oc "Marcatosa"-properNoun-es
"Marcatosa"-properNoun-es "Marcatosa"-properNoun-oc
"Gausac"-properNoun-oc "Gausac"-properNoun-es
"Gausac"-properNoun-es "Gausac"-properNoun-oc
"Conflent"-properNoun-oc "Conflent"-properNoun-es
"Conflent"-properNoun-es "Conflent"-properNoun-oc
"Betren"-properNoun-oc "Betren"-properNoun-es
"Betren"-properNoun-es "Betren"-properNoun-oc
"Betlan"-properNoun-oc "Betlan"-properNoun-es
"Betlan"-properNoun-es "Betlan"-properNoun-oc
"Vilaine"-properNoun-oc "Vilaine"-properNoun-es
"Vilaine"-properNoun-es "Vilaine"-properNoun-oc
"Montcorbau"-properNoun-oc "Montcorbau"-properNoun-es
"Montcorbau"-properNoun-es "Montcorbau"-properNoun-oc
"EUA"-properNoun-oc "EEUU"-properNoun-es
"EEUU"-properNoun-es "EUA"-properNoun-oc
"Irissa"-properNoun-oc "Irissa"-properNoun-es
"Irissa"-properNoun-es "Irissa"-properNoun-oc
"Casau"-properNoun-oc "Casau"-properNoun-es
"Casau"-properNoun-es "Casau"-properNoun-oc
"BCN"-properNoun-oc "BCN"-properNoun-es
"BCN"-properNoun-es "BCN"-properNoun-oc
"Bari"-properNoun-oc "Bari"-properNoun-es
"Bari"-properNoun-es "Bari"-properNoun-oc
"Swansea"-properNoun-oc "Swansea"-properNoun-es
"Swansea"-properNoun-es "Swansea"-properNoun-oc
"Swansea"-properNoun-es "Abertawe"-properNoun-oc
"Abertawe"-properNoun-oc "Swansea"-properNoun-es
"Poblenou"-properNoun-oc "Poblenou"-properNoun-es
"Poblenou"-properNoun-es "Poblenou"-properNoun-oc
"Pedralbes"-properNoun-oc "Pedralbes"-properNoun-es
"Pedralbes"-properNoun-es "Pedralbes"-properNoun-oc
"Europa Press"-properNoun-oc "Europa Press"-properNoun-es
"Europa Press"-properNoun-es "Europa Press"-properNoun-oc
"Pentacosta"-properNoun-oc "Pentecosta"-properNoun-es
"Pentecosta"-properNoun-es "Pentacosta"-properNoun-oc
"Talgo"-properNoun-oc "Talgo"-properNoun-es
"Talgo"-properNoun-es "Talgo"-properNoun-oc
"Virgin"-properNoun-oc "Virgin"-properNoun-es
"Virgin"-properNoun-es "Virgin"-properNoun-oc
"CCRTV"-properNoun-oc "CCRTV"-properNoun-es
"CCRTV"-properNoun-es "CCRTV"-properNoun-oc
"Opentrad"-properNoun-oc "Opentrad"-properNoun-es
"Opentrad"-properNoun-es "Opentrad"-properNoun-oc
"Miquèu"-properNoun-oc "Miquèu"-properNoun-es
"Miquèu"-properNoun-es "Miquèu"-properNoun-oc
"Pèir"-properNoun-oc "Pèir"-properNoun-es
"Pèir"-properNoun-es "Pèir"-properNoun-oc
"Jèp"-properNoun-oc "Jèp"-properNoun-es
"Jèp"-properNoun-es "Jèp"-properNoun-oc
"Pompeu"-properNoun-oc "Pompeu"-properNoun-es
"Pompeu"-properNoun-es "Pompeu"-properNoun-oc
"Prudenci"-properNoun-oc "Prudenci"-properNoun-es
"Prudenci"-properNoun-es "Prudenci"-properNoun-oc
"Narcís"-properNoun-oc "Narciso"-properNoun-es
"Narciso"-properNoun-es "Narcís"-properNoun-oc
"Guinness"-properNoun-oc "Guinness"-properNoun-es
"Guinness"-properNoun-es "Guinness"-properNoun-oc
"Guinness"-properNoun-es "Guinness"-noun-oc
"Guinness"-noun-oc "Guinness"-properNoun-es
"Suïls"-properNoun-oc "Suïls"-properNoun-es
"Suïls"-properNoun-es "Suïls"-properNoun-oc
"Suïls"-properNoun-es "Suïls"-noun-oc
"Suïls"-noun-oc "Suïls"-properNoun-es
"brave"-adjective-oc "bravo"-adjective-es
"bravo"-adjective-es "brave"-adjective-oc
"videografic"-adjective-oc "videográfico"-adjective-es
"videográfico"-adjective-es "videografic"-adjective-oc
"iperemotiu"-adjective-oc "hiperemotivo"-adjective-es
"hiperemotivo"-adjective-es "iperemotiu"-adjective-oc
"frustrant"-adjective-oc "frustrante"-adjective-es
"frustrante"-adjective-es "frustrant"-adjective-oc
"viletat"-noun-oc "vilanía"-noun-es
"vilanía"-noun-es "viletat"-noun-oc
"terciarizacion"-noun-oc "terciarización"-noun-es
"terciarización"-noun-es "terciarizacion"-noun-oc
"poralha"-noun-oc "volatería"-noun-es
"volatería"-noun-es "poralha"-noun-oc
"TNC"-noun-oc "TNC"-noun-es
"TNC"-noun-es "TNC"-noun-oc
"UNICEF"-noun-oc "UNICEF"-noun-es
"UNICEF"-noun-es "UNICEF"-noun-oc
"ADDA"-noun-oc "ADDA"-noun-es
"ADDA"-noun-es "ADDA"-noun-oc
"ACPV"-noun-oc "ACPV"-noun-es
"ACPV"-noun-es "ACPV"-noun-oc
"LRA"-noun-oc "LRA"-noun-es
"LRA"-noun-es "LRA"-noun-oc
"GR"-noun-oc "GR"-noun-es
"GR"-noun-es "GR"-noun-oc
"DOGC"-noun-oc "DOGC"-noun-es
"DOGC"-noun-es "DOGC"-noun-oc
"UdL"-noun-oc "UdL"-noun-es
"UdL"-noun-es "UdL"-noun-oc
"EUPV"-noun-oc "EUPV"-noun-es
"EUPV"-noun-es "EUPV"-noun-oc
"INSEE"-noun-oc "INSEE"-noun-es
"INSEE"-noun-es "INSEE"-noun-oc
"UAB"-noun-oc "UAB"-noun-es
"UAB"-noun-es "UAB"-noun-oc
"CLO"-noun-oc "CLO"-noun-es
"CLO"-noun-es "CLO"-noun-oc
"CF"-noun-oc "CF"-noun-es
"CF"-noun-es "CF"-noun-oc
"PRAG"-noun-oc "PRAG"-noun-es
"PRAG"-noun-es "PRAG"-noun-oc
"AVL"-noun-oc "AVL"-noun-es
"AVL"-noun-es "AVL"-noun-oc
"UDC"-noun-oc "UDC"-noun-es
"UDC"-noun-es "UDC"-noun-oc
"CDA"-noun-oc "CDA"-noun-es
"CDA"-noun-es "CDA"-noun-oc
"Stephane"-properNoun-oc "Stephane"-properNoun-es
"Stephane"-properNoun-es "Stephane"-properNoun-oc
"Rafèl"-properNoun-oc "Rafèl"-properNoun-es
"Rafèl"-properNoun-es "Rafèl"-properNoun-oc
"Domènec"-properNoun-oc "Domènec"-properNoun-es
"Domènec"-properNoun-es "Domènec"-properNoun-oc
"Teodora"-properNoun-oc "Teodora"-properNoun-es
"Teodora"-properNoun-es "Teodora"-properNoun-oc
"Pepa"-properNoun-oc "Pepa"-properNoun-es
"Pepa"-properNoun-es "Pepa"-properNoun-oc
"Francina"-properNoun-oc "Francina"-properNoun-es
"Francina"-properNoun-es "Francina"-properNoun-oc
"Vallcarca"-properNoun-oc "Vallcarca"-properNoun-es
"Vallcarca"-properNoun-es "Vallcarca"-properNoun-oc
"Gramenet"-properNoun-oc "Gramenet"-properNoun-es
"Gramenet"-properNoun-es "Gramenet"-properNoun-oc
"Andòrra la Vièlha"-properNoun-oc "Andorra la Vieja"-properNoun-es
"Andorra la Vieja"-properNoun-es "Andòrra la Vièlha"-properNoun-oc
"d'entrada"-adverb-oc "de entrada"-adverb-es
"de entrada"-adverb-es "d'entrada"-adverb-oc
"de entrada"-adverb-es "d'en primièr"-adverb-oc
"d'en primièr"-adverb-oc "de entrada"-adverb-es
"açò òc"-pronoun-oc "eso sí"-pronoun-es
"eso sí"-pronoun-es "açò òc"-pronoun-oc
"eso sí"-pronoun-es "aquò òc"-pronoun-oc
"aquò òc"-pronoun-oc "eso sí"-pronoun-es
"tot e mai"-pronoun-oc "todo y más"-pronoun-es
"todo y más"-pronoun-es "tot e mai"-pronoun-oc
"todo y más"-pronoun-es "tot e mès"-pronoun-oc
"tot e mès"-pronoun-oc "todo y más"-pronoun-es
"mès tanben"-coordinatingConjunction-oc "sino también"-coordinatingConjunction-es
"sino también"-coordinatingConjunction-es "mès tanben"-coordinatingConjunction-oc
"sino también"-coordinatingConjunction-es "mas tanben"-coordinatingConjunction-oc
"mas tanben"-coordinatingConjunction-oc "sino también"-coordinatingConjunction-es
"una seguida de"-preposition-oc "una retahíla de"-preposition-es
"una retahíla de"-preposition-es "una seguida de"-preposition-oc
"una retahíla de"-preposition-es "ua seguida de"-preposition-oc
"una retahíla de"-preposition-es "un seguit de"-preposition-oc
"ua seguida de"-preposition-oc "una retahíla de"-preposition-es
"un seguit de"-preposition-oc "una retahíla de"-preposition-es
"en direccion cap"-preposition-oc "dirección a"-preposition-es
"dirección a"-preposition-es "en direccion cap"-preposition-oc
"dirección a"-preposition-es "en direccion entà"-preposition-oc
"en direccion entà"-preposition-oc "dirección a"-preposition-es
"un pialèr de"-preposition-oc "un montón de"-preposition-es
"un montón de"-preposition-es "un pialèr de"-preposition-oc
"d'ací a"-preposition-oc "de aquí a"-preposition-es
"de aquí a"-preposition-es "d'ací a"-preposition-oc
"de aquí a"-preposition-es "d'aicí a"-preposition-oc
"d'aicí a"-preposition-oc "de aquí a"-preposition-es
"tota mena de"-preposition-oc "todo tipo de"-preposition-es
"todo tipo de"-preposition-es "tota mena de"-preposition-oc
"todo tipo de"-preposition-es "tota sòrta de"-preposition-oc
"todo tipo de"-preposition-es "tot tipe de"-preposition-oc
"tota sòrta de"-preposition-oc "todo tipo de"-preposition-es
"tot tipe de"-preposition-oc "todo tipo de"-preposition-es
"senon"-adverb-oc "si no"-adverb-es
"si no"-adverb-es "senon"-adverb-oc
"si no"-adverb-es "si que non"-adverb-oc
"si no"-adverb-es "se non"-adverb-oc
"si que non"-adverb-oc "si no"-adverb-es
"se non"-adverb-oc "si no"-adverb-es
"20 minutos"-properNoun-oc "20 minutos"-properNoun-es
"20 minutos"-properNoun-es "20 minutos"-properNoun-oc
"Abair-Eahdhain"-properNoun-oc "Aberdeen"-properNoun-es
"Aberdeen"-properNoun-es "Abair-Eahdhain"-properNoun-oc
"Aberdeen"-properNoun-es "Aberdeen"-properNoun-oc
"Aberdeen"-properNoun-oc "Aberdeen"-properNoun-es
"Abruces"-properNoun-oc "Abruzos"-properNoun-es
"Abruzos"-properNoun-es "Abruces"-properNoun-oc
"Abruzos"-properNoun-es "Abruç"-properNoun-oc
"Abruç"-properNoun-oc "Abruzos"-properNoun-es
"Acarnania"-properNoun-oc "Acarnania"-properNoun-es
"Acarnania"-properNoun-es "Acarnania"-properNoun-oc
"Adiguesia"-properNoun-oc "Adiguesia"-properNoun-es
"Adiguesia"-properNoun-es "Adiguesia"-properNoun-oc
"Ahmadabad"-properNoun-oc "Ahmedabad"-properNoun-es
"Ahmedabad"-properNoun-es "Ahmadabad"-properNoun-oc
"Aigüestòrtes"-properNoun-oc "Aigüestortes"-properNoun-es
"Aigüestortes"-properNoun-es "Aigüestòrtes"-properNoun-oc
"Aland"-properNoun-oc "Åland"-properNoun-es
"Åland"-properNoun-es "Aland"-properNoun-oc
"Albertis"-properNoun-oc "Albertis"-properNoun-es
"Albertis"-properNoun-es "Albertis"-properNoun-oc
"Alexàndria"-properNoun-oc "Alessandria"-properNoun-es
"Alessandria"-properNoun-es "Alexàndria"-properNoun-oc
"Alping Running Meeting"-properNoun-oc "Alping Running Meeting"-properNoun-es
"Alping Running Meeting"-properNoun-es "Alping Running Meeting"-properNoun-oc
"Altai"-properNoun-oc "Altai"-properNoun-es
"Altai"-properNoun-es "Altai"-properNoun-oc
"Amalfi"-properNoun-oc "Amalfi"-properNoun-es
"Amalfi"-properNoun-es "Amalfi"-properNoun-oc
"Andratx"-properNoun-oc "Andraitx"-properNoun-es
"Andraitx"-properNoun-es "Andratx"-properNoun-oc
"Andrinòple"-properNoun-oc "Edirne"-properNoun-es
"Edirne"-properNoun-es "Andrinòple"-properNoun-oc
"Anshan"-properNoun-oc "An-shan"-properNoun-es
"An-shan"-properNoun-es "Anshan"-properNoun-oc
"Antaviana"-properNoun-oc "Antaviana"-properNoun-es
"Antaviana"-properNoun-es "Antaviana"-properNoun-oc
"Antipòdes"-properNoun-oc "Antípodas"-properNoun-es
"Antípodas"-properNoun-es "Antipòdes"-properNoun-oc
"Aqmola"-properNoun-oc "Aqmola"-properNoun-es
"Aqmola"-properNoun-es "Aqmola"-properNoun-oc
"Arboç"-properNoun-oc "Arboç"-properNoun-es
"Arboç"-properNoun-es "Arboç"-properNoun-oc
"Arcadia"-properNoun-oc "Arcadia"-properNoun-es
"Arcadia"-properNoun-es "Arcadia"-properNoun-oc
"Ardena"-properNoun-oc "Ardenes"-properNoun-es
"Ardenes"-properNoun-es "Ardena"-properNoun-oc
"Artida"-properNoun-oc "Ártica"-properNoun-es
"Ártica"-properNoun-es "Artida"-properNoun-oc
"BCE"-properNoun-oc "BCE"-properNoun-es
"BCE"-properNoun-es "BCE"-properNoun-oc
"Assiot"-properNoun-oc "Asyut"-properNoun-es
"Asyut"-properNoun-es "Assiot"-properNoun-oc
"Assisi"-properNoun-oc "Asís"-properNoun-es
"Asís"-properNoun-es "Assisi"-properNoun-oc
"Ast"-properNoun-oc "Asti"-properNoun-es
"Asti"-properNoun-es "Ast"-properNoun-oc
"Astracan"-properNoun-oc "Astrakhan"-properNoun-es
"Astrakhan"-properNoun-es "Astracan"-properNoun-oc
"Ataquié"-properNoun-oc "Latakia"-properNoun-es
"Latakia"-properNoun-es "Ataquié"-properNoun-oc
"Aubèrt"-properNoun-oc "Aubèrt"-properNoun-es
"Aubèrt"-properNoun-es "Aubèrt"-properNoun-oc
"Aurèlia"-properNoun-oc "Aurèlia"-properNoun-es
"Aurèlia"-properNoun-es "Aurèlia"-properNoun-oc
"Ausàs"-properNoun-oc "Ausàs"-properNoun-es
"Ausàs"-properNoun-es "Ausàs"-properNoun-oc
"Açòres"-properNoun-oc "Azores>"-properNoun-es
"Azores>"-properNoun-es "Açòres"-properNoun-oc
"Baalbèc"-properNoun-oc "Baalbek"-properNoun-es
"Baalbek"-properNoun-es "Baalbèc"-properNoun-oc
"Bandung"-properNoun-oc "Bandung"-properNoun-es
"Bandung"-properNoun-es "Bandung"-properNoun-oc
"Bangalòre"-properNoun-oc "Bengaluru"-properNoun-es
"Bengaluru"-properNoun-es "Bangalòre"-properNoun-oc
"Banyoles"-properNoun-oc "Bañolas"-properNoun-es
"Bañolas"-properNoun-es "Banyoles"-properNoun-oc
"Barbesiu"-properNoun-oc "Barbézieux"-properNoun-es
"Barbézieux"-properNoun-es "Barbesiu"-properNoun-oc
"Barceloneta"-properNoun-oc "Barceloneta"-properNoun-es
"Barceloneta"-properNoun-es "Barceloneta"-properNoun-oc
"Barcino"-properNoun-oc "Barcino"-properNoun-es
"Barcino"-properNoun-es "Barcino"-properNoun-oc
"Barleta"-properNoun-oc "Barletta"-properNoun-es
"Barletta"-properNoun-es "Barleta"-properNoun-oc
"Barnaul"-properNoun-oc "Barnaul"-properNoun-es
"Barnaul"-properNoun-es "Barnaul"-properNoun-oc
"Basilicata"-properNoun-oc "Basilicata"-properNoun-es
"Basilicata"-properNoun-es "Basilicata"-properNoun-oc
"Bassa Navarra"-properNoun-oc "Baja Navarra"-properNoun-es
"Baja Navarra"-properNoun-es "Bassa Navarra"-properNoun-oc
"Bassa Saxònia"-properNoun-oc "Baja Sajonia"-properNoun-es
"Baja Sajonia"-properNoun-es "Bassa Saxònia"-properNoun-oc
"Begós"-properNoun-oc "Begós"-properNoun-es
"Begós"-properNoun-es "Begós"-properNoun-oc
"Benarès"-properNoun-oc "Benarés"-properNoun-es
"Benarès"-properNoun-oc "Varanasi"-properNoun-es
"Benarés"-properNoun-es "Benarès"-properNoun-oc
"Varanasi"-properNoun-es "Benarès"-properNoun-oc
"Benós"-properNoun-oc "Benós"-properNoun-es
"Benós"-properNoun-es "Benós"-properNoun-oc
"Beocia"-properNoun-oc "Beocia"-properNoun-es
"Beocia"-properNoun-es "Beocia"-properNoun-oc
"Bonanova"-properNoun-oc "Bonanova"-properNoun-es
"Bonanova"-properNoun-es "Bonanova"-properNoun-oc
"Bonotren"-properNoun-oc "Bonotren"-properNoun-es
"Bonotren"-properNoun-es "Bonotren"-properNoun-oc
"Bordeta"-properNoun-oc "Bordeta"-properNoun-es
"Bordeta"-properNoun-es "Bordeta"-properNoun-oc
"CEOE"-properNoun-oc "CEOE"-properNoun-es
"CEOE"-properNoun-es "CEOE"-properNoun-oc
"CNE"-properNoun-oc "CNE"-properNoun-es
"CNE"-properNoun-es "CNE"-properNoun-oc
"Bromera"-properNoun-oc "Bromera"-properNoun-es
"Bromera"-properNoun-es "Bromera"-properNoun-oc
"Caixaforum"-properNoun-oc "Caixaforum"-properNoun-es
"Caixaforum"-properNoun-es "Caixaforum"-properNoun-oc
