"n'importe quel"-determiner-fr "qualsevol"-determiner-ca
"dire"-verb-fr "dir"-verb-ca
"dir"-verb-ca "dire"-verb-fr
"remarquer"-verb-fr "remarcar"-verb-ca
"remarcar"-verb-ca "remarquer"-verb-fr
"insister"-verb-fr "insistir"-verb-ca
"insistir"-verb-ca "insister"-verb-fr
"souligner"-verb-fr "subratllar"-verb-ca
"subratllar"-verb-ca "souligner"-verb-fr
"ressaltar"-verb-ca "ressortir"-verb-fr
"ressortir"-verb-fr "ressaltar"-verb-ca
"dépasser"-verb-fr "sobrepassar"-verb-ca
"sobrepassar"-verb-ca "dépasser"-verb-fr
"eixir"-verb-ca "sortir"-verb-fr
"sortir"-verb-fr "eixir"-verb-ca
"sortir"-verb-fr "sortir"-verb-ca
"sortir"-verb-ca "sortir"-verb-fr
"afluixar"-verb-ca "relâcher"-verb-fr
"relâcher"-verb-fr "afluixar"-verb-ca
"submergir"-verb-ca "plonger"-verb-fr
"plonger"-verb-fr "submergir"-verb-ca
"bloquer"-verb-fr "bloquejar"-verb-ca
"bloquer"-verb-fr "blocar"-verb-ca
"bloquejar"-verb-ca "bloquer"-verb-fr
"blocar"-verb-ca "bloquer"-verb-fr
"blocar"-verb-ca "verrouiller"-verb-fr
"verrouiller"-verb-fr "blocar"-verb-ca
"acaparar"-verb-ca "accaparer"-verb-fr
"accaparer"-verb-fr "acaparar"-verb-ca
"valorar"-verb-ca "supputer"-verb-fr
"supputer"-verb-fr "valorar"-verb-ca
"avaluar"-verb-ca "évaluer"-verb-fr
"évaluer"-verb-fr "avaluar"-verb-ca
"évaluer"-verb-fr "puntuar"-verb-ca
"puntuar"-verb-ca "évaluer"-verb-fr
"marquer"-verb-fr "marcar"-verb-ca
"marcar"-verb-ca "marquer"-verb-fr
"xocar"-verb-ca "choquer"-verb-fr
"xocar"-verb-ca "heurter"-verb-fr
"choquer"-verb-fr "xocar"-verb-ca
"heurter"-verb-fr "xocar"-verb-ca
"battre"-verb-fr "batre"-verb-ca
"batre"-verb-ca "battre"-verb-fr
"assaillir"-verb-fr "assaltar"-verb-ca
"assaltar"-verb-ca "assaillir"-verb-fr
"produire"-verb-fr "produir"-verb-ca
"produir"-verb-ca "produire"-verb-fr
"concevoir"-verb-fr "concebre"-verb-ca
"concebre"-verb-ca "concevoir"-verb-fr
"frapper"-verb-fr "colpejar"-verb-ca
"colpejar"-verb-ca "frapper"-verb-fr
"murmurer"-verb-fr "murmurar"-verb-ca
"murmurar"-verb-ca "murmurer"-verb-fr
"argumenter"-verb-fr "argumentar"-verb-ca
"argumentar"-verb-ca "argumenter"-verb-fr
"adduir"-verb-ca "alléguer"-verb-fr
"alléguer"-verb-fr "adduir"-verb-ca
"alléguer"-verb-fr "al·legar"-verb-ca
"al·legar"-verb-ca "alléguer"-verb-fr
"reivindicar"-verb-ca "revendiquer"-verb-fr
"revendiquer"-verb-fr "reivindicar"-verb-ca
"affirmer"-verb-fr "afirmar"-verb-ca
"afirmar"-verb-ca "affirmer"-verb-fr
"aparèixer"-verb-ca "apparaître"-verb-fr
"apparaître"-verb-fr "aparèixer"-verb-ca
"comparaître"-verb-fr "comparèixer"-verb-ca
"comparèixer"-verb-ca "comparaître"-verb-fr
"introduir"-verb-ca "introduire"-verb-fr
"introduire"-verb-fr "introduir"-verb-ca
"localitzar"-verb-ca "localiser"-verb-fr
"localiser"-verb-fr "localitzar"-verb-ca
"décentraliser"-verb-fr "descentralitzar"-verb-ca
"descentralitzar"-verb-ca "décentraliser"-verb-fr
"entreveure"-verb-ca "entrevoir"-verb-fr
"entrevoir"-verb-fr "entreveure"-verb-ca
"douter"-verb-fr "dubtar"-verb-ca
"dubtar"-verb-ca "douter"-verb-fr
"broncher"-verb-fr "vacil·lar"-verb-ca
"vacil·lar"-verb-ca "broncher"-verb-fr
"vacil·lar"-verb-ca "hésiter"-verb-fr
"hésiter"-verb-fr "vacil·lar"-verb-ca
"secouer"-verb-fr "sacsejar"-verb-ca
"sacsejar"-verb-ca "secouer"-verb-fr
"sacsejar"-verb-ca "ébranler"-verb-fr
"ébranler"-verb-fr "sacsejar"-verb-ca
"pousser"-verb-fr "empènyer"-verb-ca
"pousser"-verb-fr "empentar"-verb-ca
"empènyer"-verb-ca "pousser"-verb-fr
"empentar"-verb-ca "pousser"-verb-fr
"advocar"-verb-ca "plaider"-verb-fr
"plaider"-verb-fr "advocar"-verb-ca
"defensar"-verb-ca "défendre"-verb-fr
"défendre"-verb-fr "defensar"-verb-ca
"faire appel"-verb-fr "apel·lar"-verb-ca
"apel·lar"-verb-ca "faire appel"-verb-fr
"visiter"-verb-fr "visitar"-verb-ca
"visitar"-verb-ca "visiter"-verb-fr
"inspeccionar"-verb-ca "inspecter"-verb-fr
"inspecter"-verb-fr "inspeccionar"-verb-ca
"contrôler"-verb-fr "controlar"-verb-ca
"controlar"-verb-ca "contrôler"-verb-fr
"vérifier"-verb-fr "comprovar"-verb-ca
"comprovar"-verb-ca "vérifier"-verb-fr
"reforçar"-verb-ca "renforcer"-verb-fr
"renforcer"-verb-fr "reforçar"-verb-ca
"consacrer"-verb-fr "consagrar"-verb-ca
"consacrer"-verb-fr "dedicar"-verb-ca
"consagrar"-verb-ca "consacrer"-verb-fr
"consagrar"-verb-ca "dévouer"-verb-fr
"consagrar"-verb-ca "adonner"-verb-fr
"consagrar"-verb-ca "vouer"-verb-fr
"dedicar"-verb-ca "consacrer"-verb-fr
"dévouer"-verb-fr "consagrar"-verb-ca
"adonner"-verb-fr "consagrar"-verb-ca
"vouer"-verb-fr "consagrar"-verb-ca
"perdre"-verb-fr "perdre"-verb-ca
"perdre"-verb-ca "perdre"-verb-fr
"basar"-verb-ca "baser"-verb-fr
"baser"-verb-fr "basar"-verb-ca
"fonder"-verb-fr "fundar"-verb-ca
"fundar"-verb-ca "fonder"-verb-fr
"fallar"-verb-ca "faillir"-verb-fr
"faillir"-verb-fr "fallar"-verb-ca
"faillir"-verb-fr "fallir"-verb-ca
"fallir"-verb-ca "faillir"-verb-fr
"trencar"-verb-ca "briser"-verb-fr
"trencar"-verb-ca "rompre"-verb-fr
"trencar"-verb-ca "casser"-verb-fr
"briser"-verb-fr "trencar"-verb-ca
"rompre"-verb-fr "trencar"-verb-ca
"casser"-verb-fr "trencar"-verb-ca
"partir"-verb-fr "marxar"-verb-ca
"partir"-verb-fr "partir"-verb-ca
"marxar"-verb-ca "partir"-verb-fr
"partir"-verb-ca "partir"-verb-fr
"balayer"-verb-fr "escombrar"-verb-ca
"escombrar"-verb-ca "balayer"-verb-fr
"concentrer"-verb-fr "concentrar"-verb-ca
"concentrar"-verb-ca "concentrer"-verb-fr
"réduire"-verb-fr "reduir"-verb-ca
"reduir"-verb-ca "réduire"-verb-fr
"diminuer"-verb-fr "disminuir"-verb-ca
"disminuir"-verb-ca "diminuer"-verb-fr
"espantar"-verb-ca "effrayer"-verb-fr
"espantar"-verb-ca "épouvanter"-verb-fr
"effrayer"-verb-fr "espantar"-verb-ca
"effrayer"-verb-fr "espaordir"-verb-ca
"épouvanter"-verb-fr "espantar"-verb-ca
"espaordir"-verb-ca "effrayer"-verb-fr
"alarmer"-verb-fr "alarmar"-verb-ca
"alarmar"-verb-ca "alarmer"-verb-fr
"alerter"-verb-fr "alertar"-verb-ca
"alertar"-verb-ca "alerter"-verb-fr
"prévenir"-verb-fr "prevenir"-verb-ca
"prévenir"-verb-fr "avisar"-verb-ca
"prevenir"-verb-ca "prévenir"-verb-fr
"avisar"-verb-ca "prévenir"-verb-fr
"impedir"-verb-ca "empêcher"-verb-fr
"empêcher"-verb-fr "impedir"-verb-ca
"frustrar"-verb-ca "frustrer"-verb-fr
"frustrer"-verb-fr "frustrar"-verb-ca
"explotar"-verb-ca "exploiter"-verb-fr
"exploiter"-verb-fr "explotar"-verb-ca
"éclater"-verb-fr "esclatar"-verb-ca
"éclater"-verb-fr "rebentar"-verb-ca
"esclatar"-verb-ca "éclater"-verb-fr
"rebentar"-verb-ca "éclater"-verb-fr
"voler"-verb-fr "robar"-verb-ca
"voler"-verb-fr "volar"-verb-ca
"robar"-verb-ca "voler"-verb-fr
"volar"-verb-ca "voler"-verb-fr
"licencier"-verb-fr "acomiadar"-verb-ca
"acomiadar"-verb-ca "licencier"-verb-fr
"imaginer"-verb-fr "imaginar"-verb-ca
"imaginar"-verb-ca "imaginer"-verb-fr
"prévoir"-verb-fr "preveure"-verb-ca
"preveure"-verb-ca "prévoir"-verb-fr
"plaire"-verb-fr "agradar"-verb-ca
"agradar"-verb-ca "plaire"-verb-fr
"aimer"-verb-fr "estimar"-verb-ca
"estimar"-verb-ca "aimer"-verb-fr
"investigar"-verb-ca "enquêter"-verb-fr
"enquêter"-verb-fr "investigar"-verb-ca
"enquêter"-verb-fr "enquestar"-verb-ca
"enquestar"-verb-ca "enquêter"-verb-fr
"quérir"-verb-fr "buscar"-verb-ca
"buscar"-verb-ca "quérir"-verb-fr
"buscar"-verb-ca "chercher"-verb-fr
"chercher"-verb-fr "buscar"-verb-ca
"ocasionar"-verb-ca "occasionner"-verb-fr
"occasionner"-verb-fr "ocasionar"-verb-ca
"causer"-verb-fr "causar"-verb-ca
"causar"-verb-ca "causer"-verb-fr
"provocar"-verb-ca "provoquer"-verb-fr
"provoquer"-verb-fr "provocar"-verb-ca
"défier"-verb-fr "desafiar"-verb-ca
"desafiar"-verb-ca "défier"-verb-fr
"violar"-verb-ca "violer"-verb-fr
"violer"-verb-fr "violar"-verb-ca
"ignorer"-verb-fr "ignorar"-verb-ca
"ignorar"-verb-ca "ignorer"-verb-fr
"négliger"-verb-fr "negligir"-verb-ca
"negligir"-verb-ca "négliger"-verb-fr
"separar"-verb-ca "séparer"-verb-fr
"séparer"-verb-fr "separar"-verb-ca
"spécial"-adjective-fr "especial"-adjective-ca
"especial"-adjective-ca "spécial"-adjective-fr
"particulier"-adjective-fr "particular"-adjective-ca
"particular"-adjective-ca "particulier"-adjective-fr
"privat"-adjective-ca "privé"-adjective-fr
"privé"-adjective-fr "privat"-adjective-ca
"curt"-adjective-ca "court"-adjective-fr
"court"-adjective-fr "curt"-adjective-ca
"serè"-adjective-ca "serein"-adjective-fr
"serein"-adjective-fr "serè"-adjective-ca
"tranquil"-adjective-ca "calme"-adjective-fr
"calme"-adjective-fr "tranquil"-adjective-ca
"nerveux"-adjective-fr "nerviós"-adjective-ca
"nerviós"-adjective-ca "nerveux"-adjective-fr
"nerviós"-adjective-ca "énervé"-adjective-fr
"énervé"-adjective-fr "nerviós"-adjective-ca
"boig"-adjective-ca "fou"-adjective-fr
"fou"-adjective-fr "boig"-adjective-ca
"absurd"-adjective-ca "absurde"-adjective-fr
"absurde"-adjective-fr "absurd"-adjective-ca
"grossier"-adjective-fr "groller"-adjective-ca
"groller"-adjective-ca "grossier"-adjective-fr
"rustique"-adjective-fr "rústic"-adjective-ca
"rústic"-adjective-ca "rustique"-adjective-fr
"dur"-adjective-ca "dur"-adjective-fr
"dur"-adjective-fr "dur"-adjective-ca
"difícil"-adjective-ca "difficile"-adjective-fr
"difficile"-adjective-fr "difícil"-adjective-ca
"exigeant"-adjective-fr "exigent"-adjective-ca
"exigent"-adjective-ca "exigeant"-adjective-fr
"urgent"-adjective-fr "urgent"-adjective-ca
"urgent"-adjective-ca "urgent"-adjective-fr
"urgent"-adjective-ca "pressant"-adjective-fr
"pressant"-adjective-fr "urgent"-adjective-ca
"incapaç"-adjective-ca "incapable"-adjective-fr
"incapable"-adjective-fr "incapaç"-adjective-ca
"concret"-adjective-fr "concret"-adjective-ca
"concret"-adjective-ca "concret"-adjective-fr
"específic"-adjective-ca "spécifique"-adjective-fr
"spécifique"-adjective-fr "específic"-adjective-ca
"profitós"-adjective-ca "profitable"-adjective-fr
"profitable"-adjective-fr "profitós"-adjective-ca
"útil"-adjective-ca "utile"-adjective-fr
"utile"-adjective-fr "útil"-adjective-ca
"favorable"-adjective-fr "favorable"-adjective-ca
"favorable"-adjective-ca "favorable"-adjective-fr
"propici"-adjective-ca "propice"-adjective-fr
"propice"-adjective-fr "propici"-adjective-ca
"rectifier"-verb-fr "rectificar"-verb-ca
"rectificar"-verb-ca "rectifier"-verb-fr
"mettre"-verb-fr "posar"-verb-ca
"posar"-verb-ca "mettre"-verb-fr
"posar"-verb-ca "brancher"-verb-fr
"brancher"-verb-fr "posar"-verb-ca
"exhiber"-verb-fr "exhibir"-verb-ca
"exhibir"-verb-ca "exhiber"-verb-fr
"exposar"-verb-ca "exposer"-verb-fr
"exposer"-verb-fr "exposar"-verb-ca
"discréditer"-verb-fr "desacreditar"-verb-ca
"desacreditar"-verb-ca "discréditer"-verb-fr
"nuire"-verb-fr "perjudicar"-verb-ca
"perjudicar"-verb-ca "nuire"-verb-fr
"perjudicar"-verb-ca "léser"-verb-fr
"léser"-verb-fr "perjudicar"-verb-ca
"consolider"-verb-fr "consolidar"-verb-ca
"consolidar"-verb-ca "consolider"-verb-fr
"rester"-verb-fr "quedar"-verb-ca
"quedar"-verb-ca "rester"-verb-fr
"trigar"-verb-ca "tarder"-verb-fr
"tarder"-verb-fr "trigar"-verb-ca
"tarder"-verb-fr "tardar"-verb-ca
"tardar"-verb-ca "tarder"-verb-fr
"soutenir"-verb-fr "sostenir"-verb-ca
"soutenir"-verb-fr "sustentar"-verb-ca
"soutenir"-verb-fr "donar suport"-verb-ca
"sostenir"-verb-ca "soutenir"-verb-fr
"sustentar"-verb-ca "soutenir"-verb-fr
"donar suport"-verb-ca "soutenir"-verb-fr
"gravar"-verb-ca "enregistrer"-verb-fr
"gravar"-verb-ca "graver"-verb-fr
"enregistrer"-verb-fr "gravar"-verb-ca
"graver"-verb-fr "gravar"-verb-ca
"imposer"-verb-fr "imposar"-verb-ca
"imposar"-verb-ca "imposer"-verb-fr
"associer"-verb-fr "associar"-verb-ca
"associar"-verb-ca "associer"-verb-fr
"couper"-verb-fr "tallar"-verb-ca
"tallar"-verb-ca "couper"-verb-fr
"tallar"-verb-ca "sabrer"-verb-fr
"tallar"-verb-ca "inciser"-verb-fr
"tallar"-verb-ca "tailler"-verb-fr
"tallar"-verb-ca "trancher"-verb-fr
"sabrer"-verb-fr "tallar"-verb-ca
"inciser"-verb-fr "tallar"-verb-ca
"tailler"-verb-fr "tallar"-verb-ca
"trancher"-verb-fr "tallar"-verb-ca
"annuler"-verb-fr "anul·lar"-verb-ca
"annuler"-verb-fr "cancel·lar"-verb-ca
"anul·lar"-verb-ca "annuler"-verb-fr
"cancel·lar"-verb-ca "annuler"-verb-fr
"contraire"-adjective-fr "contrari"-adjective-ca
"contrari"-adjective-ca "contraire"-adjective-fr
"clandestin"-adjective-fr "clandestí"-adjective-ca
"clandestí"-adjective-ca "clandestin"-adjective-fr
"secret"-adjective-ca "secret"-adjective-fr
"secret"-adjective-fr "secret"-adjective-ca
"proche"-adjective-fr "proper"-adjective-ca
"proper"-adjective-ca "proche"-adjective-fr
"proper"-adjective-ca "prochain"-adjective-fr
"prochain"-adjective-fr "proper"-adjective-ca
"prochain"-adjective-fr "vinent"-adjective-ca
"prochain"-adjective-fr "pròxim"-adjective-ca
"vinent"-adjective-ca "prochain"-adjective-fr
"pròxim"-adjective-ca "prochain"-adjective-fr
"veí"-adjective-ca "voisin"-adjective-fr
"voisin"-adjective-fr "veí"-adjective-ca
"natural"-adjective-ca "naturel"-adjective-fr
"naturel"-adjective-fr "natural"-adjective-ca
"franc"-adjective-ca "franc"-adjective-fr
"franc"-adjective-fr "franc"-adjective-ca
"ouvert"-adjective-fr "obert"-adjective-ca
"obert"-adjective-ca "ouvert"-adjective-fr
"apropiat"-adjective-ca "approprié"-adjective-fr
"approprié"-adjective-fr "apropiat"-adjective-ca
"approprié"-adjective-fr "adequat"-adjective-ca
"adequat"-adjective-ca "approprié"-adjective-fr
"adequat"-adjective-ca "adéquat"-adjective-fr
"adéquat"-adjective-fr "adequat"-adjective-ca
"viure"-verb-ca "vivre"-verb-fr
"vivre"-verb-fr "viure"-verb-ca
"enginyós"-adjective-ca "ingénieux"-adjective-fr
"ingénieux"-adjective-fr "enginyós"-adjective-ca
"actif"-adjective-fr "actiu"-adjective-ca
"actiu"-adjective-ca "actif"-adjective-fr
"actiu"-adjective-ca "allant"-adjective-fr
"allant"-adjective-fr "actiu"-adjective-ca
"treballador"-adjective-ca "travailleur"-adjective-fr
"travailleur"-adjective-fr "treballador"-adjective-ca
"silencieux"-adjective-fr "silenciós"-adjective-ca
"silenciós"-adjective-ca "silencieux"-adjective-fr
"agréable"-adjective-fr "agradable"-adjective-ca
"agradable"-adjective-ca "agréable"-adjective-fr
"agradable"-adjective-ca "plaisant"-adjective-fr
"plaisant"-adjective-fr "agradable"-adjective-ca
"pacifique"-adjective-fr "pacífic"-adjective-ca
"pacífic"-adjective-ca "pacifique"-adjective-fr
"doux"-adjective-fr "dolç"-adjective-ca
"doux"-adjective-fr "suau"-adjective-ca
"dolç"-adjective-ca "doux"-adjective-fr
"suau"-adjective-ca "doux"-adjective-fr
"tendre"-adjective-ca "tendre"-adjective-fr
"tendre"-adjective-fr "tendre"-adjective-ca
"plat"-adjective-fr "pla"-adjective-ca
"pla"-adjective-ca "plat"-adjective-fr
"frívol"-adjective-ca "frivole"-adjective-fr
"frivole"-adjective-fr "frívol"-adjective-ca
"insignifiant"-adjective-fr "insignificant"-adjective-ca
"insignificant"-adjective-ca "insignifiant"-adjective-fr
"petit"-adjective-ca "petit"-adjective-fr
"petit"-adjective-fr "petit"-adjective-ca
"petit"-adjective-fr "xicotet"-adjective-ca
"xicotet"-adjective-ca "petit"-adjective-fr
"étroit"-adjective-fr "estret"-adjective-ca
"estret"-adjective-ca "étroit"-adjective-fr
"mince"-adjective-fr "prim"-adjective-ca
"prim"-adjective-ca "mince"-adjective-fr
"prim"-adjective-ca "maigre"-adjective-fr
"maigre"-adjective-fr "prim"-adjective-ca
"maigre"-adjective-fr "magre"-adjective-ca
"magre"-adjective-ca "maigre"-adjective-fr
"pobre"-adjective-ca "pauvre"-adjective-fr
"pauvre"-adjective-fr "pobre"-adjective-ca
"miserable"-adjective-ca "misérable"-adjective-fr
"misérable"-adjective-fr "miserable"-adjective-ca
"brut"-adjective-ca "sale"-adjective-fr
"sale"-adjective-fr "brut"-adjective-ca
"gagner"-verb-fr "guanyar"-verb-ca
"guanyar"-verb-ca "gagner"-verb-fr
"toucher"-verb-fr "tocar"-verb-ca
"toucher"-verb-fr "cobrar"-verb-ca
"tocar"-verb-ca "toucher"-verb-fr
"cobrar"-verb-ca "toucher"-verb-fr
"jouer"-verb-fr "jugar"-verb-ca
"jugar"-verb-ca "jouer"-verb-fr
"reproduire"-verb-fr "reproduir"-verb-ca
"reproduir"-verb-ca "reproduire"-verb-fr
"sauver"-verb-fr "salvar"-verb-ca
"sauver"-verb-fr "rescatar"-verb-ca
"salvar"-verb-ca "sauver"-verb-fr
"rescatar"-verb-ca "sauver"-verb-fr
"protéger"-verb-fr "protegir"-verb-ca
"protegir"-verb-ca "protéger"-verb-fr
"deprimir"-verb-ca "déprimer"-verb-fr
"déprimer"-verb-fr "deprimir"-verb-ca
"baisser"-verb-fr "baixar"-verb-ca
"baixar"-verb-ca "baisser"-verb-fr
"baixar"-verb-ca "descendre"-verb-fr
"baixar"-verb-ca "abaisser"-verb-fr
"descendre"-verb-fr "baixar"-verb-ca
"descendre"-verb-fr "davallar"-verb-ca
"descendre"-verb-fr "descendir"-verb-ca
"descendre"-verb-fr "abaixar"-verb-ca
"abaisser"-verb-fr "baixar"-verb-ca
"abaisser"-verb-fr "abaixar"-verb-ca
"davallar"-verb-ca "descendre"-verb-fr
"descendir"-verb-ca "descendre"-verb-fr
"abaixar"-verb-ca "descendre"-verb-fr
"abaixar"-verb-ca "abaisser"-verb-fr
"fonctionner"-verb-fr "funcionar"-verb-ca
"funcionar"-verb-ca "fonctionner"-verb-fr
"alimenter"-verb-fr "alimentar"-verb-ca
"alimentar"-verb-ca "alimenter"-verb-fr
"déclencher"-verb-fr "activar"-verb-ca
"activar"-verb-ca "déclencher"-verb-fr
"deduir"-verb-ca "déduire"-verb-fr
"déduire"-verb-fr "deduir"-verb-ca
"càlid"-adjective-ca "chaud"-adjective-fr
"chaud"-adjective-fr "càlid"-adjective-ca
"chaud"-adjective-fr "calent"-adjective-ca
"calent"-adjective-ca "chaud"-adjective-fr
"verd"-adjective-ca "vert"-adjective-fr
"vert"-adjective-fr "verd"-adjective-ca
"rudimentari"-adjective-ca "rudimentaire"-adjective-fr
"rudimentaire"-adjective-fr "rudimentari"-adjective-ca
"violent"-adjective-fr "violent"-adjective-ca
"violent"-adjective-ca "violent"-adjective-fr
"incòmode"-adjective-ca "gênant"-adjective-fr
"gênant"-adjective-fr "incòmode"-adjective-ca
"prudent"-adjective-fr "prudent"-adjective-ca
"prudent"-adjective-ca "prudent"-adjective-fr
"savi"-adjective-ca "savant"-adjective-fr
"savant"-adjective-fr "savi"-adjective-ca
"legal"-adjective-ca "légal"-adjective-fr
"légal"-adjective-fr "legal"-adjective-ca
"licite"-adjective-fr "lícit"-adjective-ca
"lícit"-adjective-ca "licite"-adjective-fr
"únic"-adjective-ca "unique"-adjective-fr
"únic"-adjective-ca "seul"-adjective-fr
"unique"-adjective-fr "únic"-adjective-ca
"seul"-adjective-fr "únic"-adjective-ca
"seul"-adjective-fr "sol"-adjective-ca
"sol"-adjective-ca "seul"-adjective-fr
"incomparable"-adjective-fr "incomparable"-adjective-ca
"incomparable"-adjective-ca "incomparable"-adjective-fr
"extraordinaire"-adjective-fr "extraordinari"-adjective-ca
"extraordinari"-adjective-ca "extraordinaire"-adjective-fr
"gigantesque"-adjective-fr "gegantí"-adjective-ca
"gegantí"-adjective-ca "gigantesque"-adjective-fr
"infinit"-adjective-ca "infini"-adjective-fr
"infini"-adjective-fr "infinit"-adjective-ca
"profond"-adjective-fr "profund"-adjective-ca
"profund"-adjective-ca "profond"-adjective-fr
"froid"-adjective-fr "fred"-adjective-ca
"fred"-adjective-ca "froid"-adjective-fr
"affreux"-adjective-fr "horrorós"-adjective-ca
"horrorós"-adjective-ca "affreux"-adjective-fr
"horrible"-adjective-ca "horrible"-adjective-fr
"horrible"-adjective-fr "horrible"-adjective-ca
"detestable"-adjective-ca "détestable"-adjective-fr
"détestable"-adjective-fr "detestable"-adjective-ca
"merveilleux"-adjective-fr "meravellós"-adjective-ca
"meravellós"-adjective-ca "merveilleux"-adjective-fr
"beau"-adjective-fr "bonic"-adjective-ca
"beau"-adjective-fr "bell"-adjective-ca
"bonic"-adjective-ca "beau"-adjective-fr
"bonic"-adjective-ca "bel"-adjective-fr
"bonic"-adjective-ca "joli"-adjective-fr
"bell"-adjective-ca "beau"-adjective-fr
"bel"-adjective-fr "bonic"-adjective-ca
"joli"-adjective-fr "bonic"-adjective-ca
"car"-adjective-ca "cher"-adjective-fr
"cher"-adjective-fr "car"-adjective-ca
"considerable"-adjective-ca "considérable"-adjective-fr
"considérable"-adjective-fr "considerable"-adjective-ca
"sûr"-adjective-fr "segur"-adjective-ca
"segur"-adjective-ca "sûr"-adjective-fr
"viable"-adjective-fr "viable"-adjective-ca
"viable"-adjective-ca "viable"-adjective-fr
"pratique"-adjective-fr "pràctic"-adjective-ca
"pràctic"-adjective-ca "pratique"-adjective-fr
"opportun"-adjective-fr "oportú"-adjective-ca
"oportú"-adjective-ca "opportun"-adjective-fr
"propre"-adjective-fr "propi"-adjective-ca
"propre"-adjective-fr "net"-adjective-ca
"propi"-adjective-ca "propre"-adjective-fr
"net"-adjective-ca "propre"-adjective-fr
"net"-adjective-ca "net"-adjective-fr
"net"-adjective-fr "net"-adjective-ca
"complet"-adjective-fr "complet"-adjective-ca
"complet"-adjective-ca "complet"-adjective-fr
"plein"-adjective-fr "ple"-adjective-ca
"ple"-adjective-ca "plein"-adjective-fr
"entier"-adjective-fr "sencer"-adjective-ca
"sencer"-adjective-ca "entier"-adjective-fr
"complementar"-verb-ca "compléter"-verb-fr
"compléter"-verb-fr "complementar"-verb-ca
"mundial"-adjective-ca "mondial"-adjective-fr
"mondial"-adjective-fr "mundial"-adjective-ca
"íntegre"-adjective-ca "intègre"-adjective-fr
"intègre"-adjective-fr "íntegre"-adjective-ca
"vertueux"-adjective-fr "virtuós"-adjective-ca
"virtuós"-adjective-ca "vertueux"-adjective-fr
"fiable"-adjective-ca "fiable"-adjective-fr
"fiable"-adjective-fr "fiable"-adjective-ca
"correcte"-adjective-ca "correct"-adjective-fr
"correct"-adjective-fr "correcte"-adjective-ca
"direct"-adjective-fr "directe"-adjective-ca
"directe"-adjective-ca "direct"-adjective-fr
"droit"-adjective-fr "dret"-adjective-ca
"droit"-adjective-fr "recte"-adjective-ca
"dret"-adjective-ca "droit"-adjective-fr
"recte"-adjective-ca "droit"-adjective-fr
"conjunt"-adjective-ca "conjoint"-adjective-fr
"conjoint"-adjective-fr "conjunt"-adjective-ca
"compter"-verb-fr "comptar"-verb-ca
"comptar"-verb-ca "compter"-verb-fr
"xifrar"-verb-ca "chiffrer"-verb-fr
"chiffrer"-verb-fr "xifrar"-verb-ca
"reunir"-verb-ca "réunir"-verb-fr
"reunir"-verb-ca "rassembler"-verb-fr
"reunir"-verb-ca "rallier"-verb-fr
"réunir"-verb-fr "reunir"-verb-ca
"réunir"-verb-fr "aplegar"-verb-ca
"rassembler"-verb-fr "reunir"-verb-ca
"rallier"-verb-fr "reunir"-verb-ca
"aplegar"-verb-ca "réunir"-verb-fr
"répondre"-verb-fr "respondre"-verb-ca
"répondre"-verb-fr "contestar"-verb-ca
"respondre"-verb-ca "répondre"-verb-fr
"contestar"-verb-ca "répondre"-verb-fr
"rebre"-verb-ca "recevoir"-verb-fr
"recevoir"-verb-fr "rebre"-verb-ca
"accueillir"-verb-fr "acollir"-verb-ca
"acollir"-verb-ca "accueillir"-verb-fr
"correspondre"-verb-fr "correspondre"-verb-ca
"correspondre"-verb-ca "correspondre"-verb-fr
"varier"-verb-fr "variar"-verb-ca
"variar"-verb-ca "varier"-verb-fr
"oscil·lar"-verb-ca "osciller"-verb-fr
"osciller"-verb-fr "oscil·lar"-verb-ca
"aligner"-verb-fr "alinear"-verb-ca
"alinear"-verb-ca "aligner"-verb-fr
"esmenar"-verb-ca "amender"-verb-fr
"amender"-verb-fr "esmenar"-verb-ca
"envelopper"-verb-fr "embolicar"-verb-ca
"envelopper"-verb-fr "embolcallar"-verb-ca
"embolicar"-verb-ca "envelopper"-verb-fr
"embolicar"-verb-ca "entortiller"-verb-fr
"embolcallar"-verb-ca "envelopper"-verb-fr
"entortiller"-verb-fr "embolicar"-verb-ca
"lligar"-verb-ca "lier"-verb-fr
"lligar"-verb-ca "attacher"-verb-fr
"lier"-verb-fr "lligar"-verb-ca
"lier"-verb-fr "vincular"-verb-ca
"lier"-verb-fr "relacionar"-verb-ca
"attacher"-verb-fr "lligar"-verb-ca
"vincular"-verb-ca "lier"-verb-fr
"relacionar"-verb-ca "lier"-verb-fr
"girar"-verb-ca "tourner"-verb-fr
"tourner"-verb-fr "girar"-verb-ca
"circuler"-verb-fr "circular"-verb-ca
"circular"-verb-ca "circuler"-verb-fr
"choir"-verb-fr "caure"-verb-ca
"caure"-verb-ca "choir"-verb-fr
"caure"-verb-ca "chuter"-verb-fr
"caure"-verb-ca "tomber"-verb-fr
"chuter"-verb-fr "caure"-verb-ca
"tomber"-verb-fr "caure"-verb-ca
"agitar"-verb-ca "agiter"-verb-fr
"agiter"-verb-fr "agitar"-verb-ca
"suffoquer"-verb-fr "sufocar"-verb-ca
"sufocar"-verb-ca "suffoquer"-verb-fr
"nier"-verb-fr "negar"-verb-ca
"negar"-verb-ca "nier"-verb-fr
"démentir"-verb-fr "desmentir"-verb-ca
"desmentir"-verb-ca "démentir"-verb-fr
