"Irène"-properNoun-fr "Irène"-properNoun-ca
"veneració"-noun-ca "vénération"-noun-fr
"Alberti"-noun-fr "Alberti"-noun-ca
"Alberti"-noun-fr "Alberti"-properNoun-ca
"Alberti"-noun-ca "Alberti"-noun-fr
"Alberti"-noun-ca "Alberti"-properNoun-fr
"Alberti"-properNoun-ca "Alberti"-noun-fr
"Alberti"-properNoun-ca "Alberti"-properNoun-fr
"Alberti"-properNoun-fr "Alberti"-noun-ca
"Alberti"-properNoun-fr "Alberti"-properNoun-ca
"von Lettow-Vorbeck"-noun-fr "von Lettow-Vorbeck"-noun-ca
"von Lettow-Vorbeck"-noun-fr "von Lettow-Vorbeck"-properNoun-ca
"von Lettow-Vorbeck"-noun-ca "von Lettow-Vorbeck"-noun-fr
"von Lettow-Vorbeck"-noun-ca "von Lettow-Vorbeck"-properNoun-fr
"von Lettow-Vorbeck"-properNoun-ca "von Lettow-Vorbeck"-noun-fr
"von Lettow-Vorbeck"-properNoun-ca "von Lettow-Vorbeck"-properNoun-fr
"von Lettow-Vorbeck"-properNoun-fr "von Lettow-Vorbeck"-noun-ca
"von Lettow-Vorbeck"-properNoun-fr "von Lettow-Vorbeck"-properNoun-ca
"Lydie"-properNoun-fr "Lydie"-properNoun-ca
"Lydie"-properNoun-ca "Lydie"-properNoun-fr
"ajout"-noun-fr "afegitó"-noun-ca
"ajout"-noun-fr "additament"-noun-ca
"afegitó"-noun-ca "ajout"-noun-fr
"additament"-noun-ca "ajout"-noun-fr
"Juan Jesús Vivas Lara"-properNoun-fr "Juan Jesús Vivas Lara"-properNoun-ca
"Juan Jesús Vivas Lara"-properNoun-ca "Juan Jesús Vivas Lara"-properNoun-fr
"Ortega i Alemany"-noun-fr "Ortega i Alemany"-noun-ca
"Ortega i Alemany"-noun-fr "Ortega i Alemany"-properNoun-ca
"Ortega i Alemany"-noun-ca "Ortega i Alemany"-noun-fr
"Ortega i Alemany"-noun-ca "Ortega i Alemany"-properNoun-fr
"Ortega i Alemany"-properNoun-ca "Ortega i Alemany"-noun-fr
"Ortega i Alemany"-properNoun-ca "Ortega i Alemany"-properNoun-fr
"Ortega i Alemany"-properNoun-fr "Ortega i Alemany"-noun-ca
"Ortega i Alemany"-properNoun-fr "Ortega i Alemany"-properNoun-ca
"von Benedek"-noun-fr "von Benedek"-noun-ca
"von Benedek"-noun-fr "von Benedek"-properNoun-ca
"von Benedek"-noun-ca "von Benedek"-noun-fr
"von Benedek"-noun-ca "von Benedek"-properNoun-fr
"von Benedek"-properNoun-ca "von Benedek"-noun-fr
"von Benedek"-properNoun-ca "von Benedek"-properNoun-fr
"von Benedek"-properNoun-fr "von Benedek"-noun-ca
"von Benedek"-properNoun-fr "von Benedek"-properNoun-ca
"chaleur"-noun-fr "escalf"-noun-ca
"escalf"-noun-ca "chaleur"-noun-fr
"Mikhaïl"-properNoun-fr "Mikhail"-noun-ca
"Mikhaïl"-properNoun-fr "Mikhaïl"-properNoun-ca
"Mikhail"-noun-ca "Mikhaïl"-properNoun-fr
"Mikhaïl"-properNoun-ca "Mikhaïl"-properNoun-fr
"Clapés"-noun-fr "Clapés"-noun-ca
"Clapés"-noun-ca "Clapés"-noun-fr
"Clapés"-noun-ca "Clapés"-properNoun-fr
"Clapés"-properNoun-fr "Clapés"-noun-ca
"imagerie"-noun-fr "imatgeria"-noun-ca
"imatgeria"-noun-ca "imagerie"-noun-fr
"Herencia"-noun-fr "Herencia"-noun-ca
"Herencia"-noun-ca "Herencia"-noun-fr
"Herencia"-noun-ca "Herencia"-properNoun-fr
"Herencia"-properNoun-fr "Herencia"-noun-ca
"Gros"-noun-fr "Gros"-noun-ca
"Gros"-noun-ca "Gros"-noun-fr
"Gros"-noun-ca "Gros"-properNoun-fr
"Gros"-properNoun-fr "Gros"-noun-ca
"impassible"-adjective-fr "impassible"-adjective-ca
"impassible"-adjective-ca "impassible"-adjective-fr
"Anders"-noun-fr "Anders"-noun-ca
"Anders"-noun-fr "Anders"-properNoun-ca
"Anders"-noun-ca "Anders"-noun-fr
"Anders"-noun-ca "Anders"-properNoun-fr
"Anders"-properNoun-ca "Anders"-noun-fr
"Anders"-properNoun-ca "Anders"-properNoun-fr
"Anders"-properNoun-fr "Anders"-noun-ca
"Anders"-properNoun-fr "Anders"-properNoun-ca
"Delangis"-noun-fr "Delangis"-noun-ca
"Delangis"-noun-ca "Delangis"-noun-fr
"Delangis"-noun-ca "Delangis"-properNoun-fr
"Delangis"-properNoun-fr "Delangis"-noun-ca
"Corrigan"-noun-fr "Corrigan"-noun-ca
"Corrigan"-noun-ca "Corrigan"-noun-fr
"Corrigan"-noun-ca "Corrigan"-properNoun-fr
"Corrigan"-properNoun-fr "Corrigan"-noun-ca
"Sansá"-noun-fr "Sansá"-noun-ca
"Sansá"-noun-ca "Sansá"-noun-fr
"Sansá"-noun-ca "Sansá"-properNoun-fr
"Sansá"-properNoun-fr "Sansá"-noun-ca
"Paradelas"-noun-fr "Paradelas"-noun-ca
"Paradelas"-noun-fr "Paradelas"-properNoun-ca
"Paradelas"-noun-ca "Paradelas"-noun-fr
"Paradelas"-noun-ca "Paradelas"-properNoun-fr
"Paradelas"-properNoun-ca "Paradelas"-noun-fr
"Paradelas"-properNoun-ca "Paradelas"-properNoun-fr
"Paradelas"-properNoun-fr "Paradelas"-noun-ca
"Paradelas"-properNoun-fr "Paradelas"-properNoun-ca
"Shedrick"-noun-fr "Shedrick"-noun-ca
"Shedrick"-noun-ca "Shedrick"-noun-fr
"Shedrick"-noun-ca "Shedrick"-properNoun-fr
"Shedrick"-properNoun-fr "Shedrick"-noun-ca
"Gràcia"-noun-ca "Gràcia"-properNoun-fr
"Gràcia"-properNoun-fr "Gràcia"-noun-ca
"Eddington"-noun-fr "Eddington"-noun-ca
"Eddington"-noun-fr "Eddington"-properNoun-ca
"Eddington"-noun-ca "Eddington"-noun-fr
"Eddington"-noun-ca "Eddington"-properNoun-fr
"Eddington"-properNoun-ca "Eddington"-noun-fr
"Eddington"-properNoun-ca "Eddington"-properNoun-fr
"Eddington"-properNoun-fr "Eddington"-noun-ca
"Eddington"-properNoun-fr "Eddington"-properNoun-ca
"Figueiredo"-noun-fr "Figueiredo"-noun-ca
"Figueiredo"-noun-fr "Figueiredo"-properNoun-ca
"Figueiredo"-noun-ca "Figueiredo"-noun-fr
"Figueiredo"-noun-ca "Figueiredo"-properNoun-fr
"Figueiredo"-properNoun-ca "Figueiredo"-noun-fr
"Figueiredo"-properNoun-ca "Figueiredo"-properNoun-fr
"Figueiredo"-properNoun-fr "Figueiredo"-noun-ca
"Figueiredo"-properNoun-fr "Figueiredo"-properNoun-ca
"Madore"-noun-fr "Madore"-noun-ca
"Madore"-noun-ca "Madore"-noun-fr
"Madore"-noun-ca "Madore"-properNoun-fr
"Madore"-properNoun-fr "Madore"-noun-ca
"Boladeras"-noun-fr "Boladeras"-noun-ca
"Boladeras"-noun-ca "Boladeras"-noun-fr
"Boladeras"-noun-ca "Boladeras"-properNoun-fr
"Boladeras"-properNoun-fr "Boladeras"-noun-ca
"épidermolyse"-noun-fr "epidermòlisi"-noun-ca
"epidermòlisi"-noun-ca "épidermolyse"-noun-fr
"nobiliaire"-adjective-fr "nobiliari"-adjective-ca
"nobiliari"-adjective-ca "nobiliaire"-adjective-fr
"incommodité"-noun-fr "incomoditat"-noun-ca
"incomoditat"-noun-ca "incommodité"-noun-fr
"Yolande"-properNoun-fr "Yolande"-properNoun-ca
"Yolande"-properNoun-ca "Yolande"-properNoun-fr
"Monras"-noun-fr "Monras"-noun-ca
"Monras"-noun-ca "Monras"-noun-fr
"Monras"-noun-ca "Monras"-properNoun-fr
"Monras"-properNoun-fr "Monras"-noun-ca
"Dalmau"-noun-fr "Dalmau"-noun-ca
"Dalmau"-noun-ca "Dalmau"-noun-fr
"Dalmau"-noun-ca "Dalmau"-properNoun-fr
"Dalmau"-properNoun-fr "Dalmau"-noun-ca
"Solson"-noun-fr "Solson"-noun-ca
"Solson"-noun-fr "Solson"-properNoun-ca
"Solson"-noun-ca "Solson"-noun-fr
"Solson"-noun-ca "Solson"-properNoun-fr
"Solson"-properNoun-ca "Solson"-noun-fr
"Solson"-properNoun-ca "Solson"-properNoun-fr
"Solson"-properNoun-fr "Solson"-noun-ca
"Solson"-properNoun-fr "Solson"-properNoun-ca
"Bescos"-noun-fr "Bescos"-noun-ca
"Bescos"-noun-ca "Bescos"-noun-fr
"Bescos"-noun-ca "Bescos"-properNoun-fr
"Bescos"-properNoun-fr "Bescos"-noun-ca
"Stubbs"-noun-fr "Stubbs"-noun-ca
"Stubbs"-noun-fr "Stubbs"-properNoun-ca
"Stubbs"-noun-ca "Stubbs"-noun-fr
"Stubbs"-noun-ca "Stubbs"-properNoun-fr
"Stubbs"-properNoun-ca "Stubbs"-noun-fr
"Stubbs"-properNoun-ca "Stubbs"-properNoun-fr
"Stubbs"-properNoun-fr "Stubbs"-noun-ca
"Stubbs"-properNoun-fr "Stubbs"-properNoun-ca
"Alduntzin"-noun-fr "Alduntzin"-noun-ca
"Alduntzin"-noun-fr "Alduntzin"-properNoun-ca
"Alduntzin"-noun-ca "Alduntzin"-noun-fr
"Alduntzin"-noun-ca "Alduntzin"-properNoun-fr
"Alduntzin"-properNoun-ca "Alduntzin"-noun-fr
"Alduntzin"-properNoun-ca "Alduntzin"-properNoun-fr
"Alduntzin"-properNoun-fr "Alduntzin"-noun-ca
"Alduntzin"-properNoun-fr "Alduntzin"-properNoun-ca
"Carrière"-noun-fr "Carrière"-noun-ca
"Carrière"-noun-ca "Carrière"-noun-fr
"Carrière"-noun-ca "Carrière"-properNoun-fr
"Carrière"-properNoun-fr "Carrière"-noun-ca
"totaliser"-verb-fr "totalitzar"-verb-ca
"totalitzar"-verb-ca "totaliser"-verb-fr
"Bornais"-noun-fr "Bornais"-noun-ca
"Bornais"-noun-ca "Bornais"-noun-fr
"Bornais"-noun-ca "Bornais"-properNoun-fr
"Bornais"-properNoun-fr "Bornais"-noun-ca
"corruptible"-adjective-fr "corruptible"-adjective-ca
"corruptible"-adjective-ca "corruptible"-adjective-fr
"paie"-noun-fr "paga"-noun-ca
"paga"-noun-ca "paie"-noun-fr
"paga"-noun-ca "solde"-noun-fr
"solde"-noun-fr "paga"-noun-ca
"Mari"-properNoun-fr "Mari"-properNoun-ca
"Mari"-properNoun-ca "Mari"-properNoun-fr
"Fornieles"-noun-fr "Fornieles"-noun-ca
"Fornieles"-noun-ca "Fornieles"-noun-fr
"Fornieles"-noun-ca "Fornieles"-properNoun-fr
"Fornieles"-properNoun-fr "Fornieles"-noun-ca
"Navinés"-noun-fr "Navinés"-noun-ca
"Navinés"-noun-ca "Navinés"-noun-fr
"Navinés"-noun-ca "Navinés"-properNoun-fr
"Navinés"-properNoun-fr "Navinés"-noun-ca
"Journey"-properNoun-fr "Journey"-properNoun-ca
"Journey"-properNoun-ca "Journey"-properNoun-fr
"arrosoir"-noun-fr "regadora"-noun-ca
"regadora"-noun-ca "arrosoir"-noun-fr
"basculer"-verb-fr "bascular"-verb-ca
"bascular"-verb-ca "basculer"-verb-fr
"télétraitement"-noun-fr "teleprocés"-noun-ca
"teleprocés"-noun-ca "télétraitement"-noun-fr
"Cruise"-noun-fr "Cruise"-noun-ca
"Cruise"-noun-fr "Cruise"-properNoun-ca
"Cruise"-noun-ca "Cruise"-noun-fr
"Cruise"-noun-ca "Cruise"-properNoun-fr
"Cruise"-properNoun-ca "Cruise"-noun-fr
"Cruise"-properNoun-ca "Cruise"-properNoun-fr
"Cruise"-properNoun-fr "Cruise"-noun-ca
"Cruise"-properNoun-fr "Cruise"-properNoun-ca
"Herman"-noun-fr "Herman"-noun-ca
"Herman"-noun-ca "Herman"-noun-fr
"Herman"-noun-ca "Herman"-properNoun-fr
"Herman"-properNoun-fr "Herman"-noun-ca
"Robben"-noun-fr "Robben"-noun-ca
"Robben"-noun-fr "Robben"-properNoun-ca
"Robben"-noun-ca "Robben"-noun-fr
"Robben"-noun-ca "Robben"-properNoun-fr
"Robben"-properNoun-ca "Robben"-noun-fr
"Robben"-properNoun-ca "Robben"-properNoun-fr
"Robben"-properNoun-fr "Robben"-noun-ca
"Robben"-properNoun-fr "Robben"-properNoun-ca
"Aymé"-noun-fr "Aymé"-noun-ca
"Aymé"-noun-ca "Aymé"-noun-fr
"Aymé"-noun-ca "Aymé"-properNoun-fr
"Aymé"-properNoun-fr "Aymé"-noun-ca
"Abelló"-noun-fr "Abelló"-noun-ca
"Abelló"-noun-ca "Abelló"-noun-fr
"Abelló"-noun-ca "Abelló"-properNoun-fr
"Abelló"-properNoun-fr "Abelló"-noun-ca
"hexamètre"-noun-fr "hexàmetre"-noun-ca
"hexàmetre"-noun-ca "hexamètre"-noun-fr
"culturisme"-noun-fr "culturisme"-noun-ca
"culturisme"-noun-ca "culturisme"-noun-fr
"Price"-noun-fr "Price"-noun-ca
"Price"-noun-ca "Price"-noun-fr
"Price"-noun-ca "Price"-properNoun-fr
"Price"-properNoun-fr "Price"-noun-ca
"McLuhan"-noun-fr "McLuhan"-noun-ca
"McLuhan"-noun-fr "McLuhan"-properNoun-ca
"McLuhan"-noun-ca "McLuhan"-noun-fr
"McLuhan"-noun-ca "McLuhan"-properNoun-fr
"McLuhan"-properNoun-ca "McLuhan"-noun-fr
"McLuhan"-properNoun-ca "McLuhan"-properNoun-fr
"McLuhan"-properNoun-fr "McLuhan"-noun-ca
"McLuhan"-properNoun-fr "McLuhan"-properNoun-ca
"radiofréquence"-noun-fr "radiofreqüència"-noun-ca
"radiofreqüència"-noun-ca "radiofréquence"-noun-fr
"orfèvre"-noun-fr "orfebre"-noun-ca
"orfebre"-noun-ca "orfèvre"-noun-fr
"Camero"-noun-fr "Camero"-noun-ca
"Camero"-noun-ca "Camero"-noun-fr
"Camero"-noun-ca "Camero"-properNoun-fr
"Camero"-properNoun-fr "Camero"-noun-ca
"hallucinant"-adjective-fr "al·lucinant"-adjective-ca
"al·lucinant"-adjective-ca "hallucinant"-adjective-fr
"Blier"-noun-fr "Blier"-noun-ca
"Blier"-noun-ca "Blier"-noun-fr
"Blier"-noun-ca "Blier"-properNoun-fr
"Blier"-properNoun-fr "Blier"-noun-ca
"Sylvester"-noun-fr "Sylvester"-noun-ca
"Sylvester"-noun-ca "Sylvester"-noun-fr
"Sylvester"-noun-ca "Sylvester"-properNoun-fr
"Sylvester"-properNoun-fr "Sylvester"-noun-ca
"unilatéralité"-noun-fr "unilateralitat"-noun-ca
"unilateralitat"-noun-ca "unilatéralité"-noun-fr
"Narbonne"-noun-ca "Narbonne"-noun-fr
"Narbonne"-noun-ca "Narbonne"-properNoun-fr
"Folch"-noun-fr "Folch"-noun-ca
"Folch"-noun-ca "Folch"-noun-fr
"Folch"-noun-ca "Folch"-properNoun-fr
"Folch"-properNoun-fr "Folch"-noun-ca
"Casino"-noun-fr "Casino"-noun-ca
"Casino"-noun-ca "Casino"-noun-fr
"Casino"-noun-ca "Casino"-properNoun-fr
"Casino"-properNoun-fr "Casino"-noun-ca
"Mimbrero"-noun-fr "Mimbrero"-noun-ca
"Mimbrero"-noun-ca "Mimbrero"-noun-fr
"Mimbrero"-noun-ca "Mimbrero"-properNoun-fr
"Mimbrero"-properNoun-fr "Mimbrero"-noun-ca
"Bourgeois"-noun-fr "Bourgeois"-noun-ca
"Bourgeois"-noun-ca "Bourgeois"-noun-fr
"Bourgeois"-noun-ca "Bourgeois"-properNoun-fr
"Bourgeois"-properNoun-fr "Bourgeois"-noun-ca
"Marconi"-noun-fr "Marconi"-noun-ca
"Marconi"-noun-fr "Marconi"-properNoun-ca
"Marconi"-noun-ca "Marconi"-noun-fr
"Marconi"-noun-ca "Marconi"-properNoun-fr
"Marconi"-properNoun-ca "Marconi"-noun-fr
"Marconi"-properNoun-ca "Marconi"-properNoun-fr
"Marconi"-properNoun-fr "Marconi"-noun-ca
"Marconi"-properNoun-fr "Marconi"-properNoun-ca
"dialectologie"-noun-fr "dialectologia"-noun-ca
"dialectologia"-noun-ca "dialectologie"-noun-fr
"formaliste"-adjective-fr "formalista"-adjective-ca
"formalista"-adjective-ca "formaliste"-adjective-fr
"Jacono"-noun-fr "Jacono"-noun-ca
"Jacono"-noun-fr "Jacono"-properNoun-ca
"Jacono"-noun-ca "Jacono"-noun-fr
"Jacono"-noun-ca "Jacono"-properNoun-fr
"Jacono"-properNoun-ca "Jacono"-noun-fr
"Jacono"-properNoun-ca "Jacono"-properNoun-fr
"Jacono"-properNoun-fr "Jacono"-noun-ca
"Jacono"-properNoun-fr "Jacono"-properNoun-ca
"sans doute"-adverb-fr "sense dubte"-adverb-ca
"sense dubte"-adverb-ca "sans doute"-adverb-fr
"carré"-noun-fr "quadrat"-noun-ca
"quadrat"-noun-ca "carré"-noun-fr
"Campmany"-noun-fr "Campmany"-noun-ca
"Campmany"-noun-ca "Campmany"-noun-fr
"Campmany"-noun-ca "Campmany"-properNoun-fr
"Campmany"-properNoun-fr "Campmany"-noun-ca
"Garfunkel"-noun-fr "Garfunkel"-noun-ca
"Garfunkel"-noun-fr "Garfunkel"-properNoun-ca
"Garfunkel"-noun-ca "Garfunkel"-noun-fr
"Garfunkel"-noun-ca "Garfunkel"-properNoun-fr
"Garfunkel"-properNoun-ca "Garfunkel"-noun-fr
"Garfunkel"-properNoun-ca "Garfunkel"-properNoun-fr
"Garfunkel"-properNoun-fr "Garfunkel"-noun-ca
"Garfunkel"-properNoun-fr "Garfunkel"-properNoun-ca
"Schembari"-noun-fr "Schembari"-noun-ca
"Schembari"-noun-fr "Schembari"-properNoun-ca
"Schembari"-noun-ca "Schembari"-noun-fr
"Schembari"-noun-ca "Schembari"-properNoun-fr
"Schembari"-properNoun-ca "Schembari"-noun-fr
"Schembari"-properNoun-ca "Schembari"-properNoun-fr
"Schembari"-properNoun-fr "Schembari"-noun-ca
"Schembari"-properNoun-fr "Schembari"-properNoun-ca
"escora"-noun-ca "gîte"-noun-fr
"gîte"-noun-fr "escora"-noun-ca
"Begoña"-properNoun-fr "Begoña"-properNoun-ca
"Begoña"-properNoun-ca "Begoña"-properNoun-fr
"Saillant"-noun-fr "Saillant"-noun-ca
"Saillant"-noun-ca "Saillant"-noun-fr
"Saillant"-noun-ca "Saillant"-properNoun-fr
"Saillant"-properNoun-fr "Saillant"-noun-ca
"Martinhon"-noun-fr "Martinhon"-noun-ca
"Martinhon"-noun-fr "Martinhon"-properNoun-ca
"Martinhon"-noun-ca "Martinhon"-noun-fr
"Martinhon"-noun-ca "Martinhon"-properNoun-fr
"Martinhon"-properNoun-ca "Martinhon"-noun-fr
"Martinhon"-properNoun-ca "Martinhon"-properNoun-fr
"Martinhon"-properNoun-fr "Martinhon"-noun-ca
"Martinhon"-properNoun-fr "Martinhon"-properNoun-ca
"tetragonal"-adjective-ca "quadratique"-adjective-fr
"quadratique"-adjective-fr "tetragonal"-adjective-ca
"Mur"-noun-fr "Mur"-noun-ca
"Mur"-noun-ca "Mur"-noun-fr
"Mur"-noun-ca "Mur"-properNoun-fr
"Mur"-properNoun-fr "Mur"-noun-ca
"von Kleist"-noun-fr "von Kleist"-noun-ca
"von Kleist"-noun-fr "von Kleist"-properNoun-ca
"von Kleist"-noun-ca "von Kleist"-noun-fr
"von Kleist"-noun-ca "von Kleist"-properNoun-fr
"von Kleist"-properNoun-ca "von Kleist"-noun-fr
"von Kleist"-properNoun-ca "von Kleist"-properNoun-fr
"von Kleist"-properNoun-fr "von Kleist"-noun-ca
"von Kleist"-properNoun-fr "von Kleist"-properNoun-ca
"Vanwinden"-noun-fr "Vanwinden"-noun-ca
"Vanwinden"-noun-ca "Vanwinden"-noun-fr
"Vanwinden"-noun-ca "Vanwinden"-properNoun-fr
"Vanwinden"-properNoun-fr "Vanwinden"-noun-ca
"exhumation"-noun-fr "exhumació"-noun-ca
"exhumació"-noun-ca "exhumation"-noun-fr
"diplômer"-verb-fr "diplomar"-verb-ca
"diplomar"-verb-ca "diplômer"-verb-fr
"gnomon"-noun-fr "gnòmon"-noun-ca
"gnòmon"-noun-ca "gnomon"-noun-fr
"Bresco"-noun-fr "Bresco"-noun-ca
"Bresco"-noun-ca "Bresco"-noun-fr
"Bresco"-noun-ca "Bresco"-properNoun-fr
"Bresco"-properNoun-fr "Bresco"-noun-ca
"von Linné"-noun-fr "von Linné"-noun-ca
"von Linné"-noun-fr "von Linné"-properNoun-ca
"von Linné"-noun-ca "von Linné"-noun-fr
"von Linné"-noun-ca "von Linné"-properNoun-fr
"von Linné"-properNoun-ca "von Linné"-noun-fr
"von Linné"-properNoun-ca "von Linné"-properNoun-fr
"von Linné"-properNoun-fr "von Linné"-noun-ca
"von Linné"-properNoun-fr "von Linné"-properNoun-ca
"Paxton"-noun-fr "Paxton"-noun-ca
"Paxton"-noun-ca "Paxton"-noun-fr
"Paxton"-noun-ca "Paxton"-properNoun-fr
"Paxton"-properNoun-fr "Paxton"-noun-ca
"ambiant"-adjective-fr "ambient"-adjective-ca
"ambient"-adjective-ca "ambiant"-adjective-fr
"Melé"-noun-fr "Melé"-noun-ca
"Melé"-noun-ca "Melé"-noun-fr
"Melé"-noun-ca "Melé"-properNoun-fr
"Melé"-properNoun-fr "Melé"-noun-ca
"Clergé"-noun-fr "Clergé"-noun-ca
"Clergé"-noun-ca "Clergé"-noun-fr
"Clergé"-noun-ca "Clergé"-properNoun-fr
"Clergé"-properNoun-fr "Clergé"-noun-ca
"Contant"-noun-fr "Contant"-noun-ca
"Contant"-noun-ca "Contant"-noun-fr
"Contant"-noun-ca "Contant"-properNoun-fr
"Contant"-properNoun-fr "Contant"-noun-ca
"McInnis"-noun-fr "McInnis"-noun-ca
"McInnis"-noun-ca "McInnis"-noun-fr
"McInnis"-noun-ca "McInnis"-properNoun-fr
"McInnis"-properNoun-fr "McInnis"-noun-ca
"invention"-noun-fr "inventiva"-noun-ca
"inventiva"-noun-ca "invention"-noun-fr
"Balboa"-noun-fr "Balboa"-noun-ca
"Balboa"-noun-ca "Balboa"-noun-fr
"Balboa"-noun-ca "Balboa"-properNoun-fr
"Balboa"-properNoun-fr "Balboa"-noun-ca
"McCabe"-noun-fr "McCabe"-noun-ca
"McCabe"-noun-ca "McCabe"-noun-fr
"McCabe"-noun-ca "McCabe"-properNoun-fr
"McCabe"-properNoun-fr "McCabe"-noun-ca
"Alide"-properNoun-fr "Alide"-properNoun-ca
"Alide"-properNoun-ca "Alide"-properNoun-fr
"congestif"-adjective-fr "congestiu"-adjective-ca
"congestiu"-adjective-ca "congestif"-adjective-fr
"cannibalisme"-noun-fr "canibalisme"-noun-ca
"canibalisme"-noun-ca "cannibalisme"-noun-fr
"assyriologie"-noun-fr "assiriologia"-noun-ca
"assiriologia"-noun-ca "assyriologie"-noun-fr
"pop-corn"-noun-fr "crispeta"-noun-ca
"crispeta"-noun-ca "pop-corn"-noun-fr
"Castelli"-noun-fr "Castelli"-noun-ca
"Castelli"-noun-ca "Castelli"-noun-fr
"Castelli"-noun-ca "Castelli"-properNoun-fr
"Castelli"-properNoun-fr "Castelli"-noun-ca
"Leal"-noun-fr "Leal"-noun-ca
"Leal"-noun-ca "Leal"-noun-fr
"Leal"-noun-ca "Leal"-properNoun-fr
"Leal"-properNoun-fr "Leal"-noun-ca
"courtage"-noun-fr "corretatge"-noun-ca
"corretatge"-noun-ca "courtage"-noun-fr
"civilité"-noun-fr "civilitat"-noun-ca
"civilitat"-noun-ca "civilité"-noun-fr
"cataclysmique"-adjective-fr "cataclísmic"-adjective-ca
"cataclísmic"-adjective-ca "cataclysmique"-adjective-fr
"anémique"-adjective-fr "anèmic"-adjective-ca
"anèmic"-adjective-ca "anémique"-adjective-fr
"Dilma"-properNoun-fr "Dilma"-properNoun-ca
"Dilma"-properNoun-ca "Dilma"-properNoun-fr
"Nouvelles-Hébrides"-properNoun-fr "Noves Hèbrides"-properNoun-ca
"Noves Hèbrides"-properNoun-ca "Nouvelles-Hébrides"-properNoun-fr
"Bernini"-noun-fr "Bernini"-noun-ca
"Bernini"-noun-fr "Bernini"-properNoun-ca
"Bernini"-noun-ca "Bernini"-noun-fr
"Bernini"-noun-ca "Bernini"-properNoun-fr
"Bernini"-properNoun-ca "Bernini"-noun-fr
"Bernini"-properNoun-ca "Bernini"-properNoun-fr
"Bernini"-properNoun-fr "Bernini"-noun-ca
"Bernini"-properNoun-fr "Bernini"-properNoun-ca
"Dolan"-noun-fr "Dolan"-noun-ca
"Dolan"-noun-ca "Dolan"-noun-fr
"Dolan"-noun-ca "Dolan"-properNoun-fr
"Dolan"-properNoun-fr "Dolan"-noun-ca
"Oña"-noun-fr "Oña"-noun-ca
"Oña"-noun-ca "Oña"-noun-fr
"Oña"-noun-ca "Oña"-properNoun-fr
"Oña"-properNoun-fr "Oña"-noun-ca
"bucoliquement"-adverb-fr "bucòlicament"-adverb-ca
"bucòlicament"-adverb-ca "bucoliquement"-adverb-fr
"amazigh"-noun-fr "amazic"-noun-ca
"amazic"-noun-ca "amazigh"-noun-fr
"Aizpitarte"-noun-fr "Aizpitarte"-noun-ca
"Aizpitarte"-noun-fr "Aizpitarte"-properNoun-ca
"Aizpitarte"-noun-ca "Aizpitarte"-noun-fr
"Aizpitarte"-noun-ca "Aizpitarte"-properNoun-fr
"Aizpitarte"-properNoun-ca "Aizpitarte"-noun-fr
"Aizpitarte"-properNoun-ca "Aizpitarte"-properNoun-fr
"Aizpitarte"-properNoun-fr "Aizpitarte"-noun-ca
"Aizpitarte"-properNoun-fr "Aizpitarte"-properNoun-ca
"Parrilla"-noun-fr "Parrilla"-noun-ca
"Parrilla"-noun-ca "Parrilla"-noun-fr
"Parrilla"-noun-ca "Parrilla"-properNoun-fr
"Parrilla"-properNoun-fr "Parrilla"-noun-ca
"Judas"-properNoun-fr "Judes"-properNoun-ca
"Judes"-properNoun-ca "Judas"-properNoun-fr
"Andrei"-noun-ca "Andrei"-properNoun-fr
"Andrei"-noun-ca "Andreï"-properNoun-fr
"Andrei"-properNoun-fr "Andrei"-noun-ca
"Andreï"-properNoun-fr "Andrei"-noun-ca
"Robyn"-properNoun-fr "Robyn"-properNoun-ca
"Robyn"-properNoun-ca "Robyn"-properNoun-fr
"Desfossés"-noun-fr "Desfossés"-noun-ca
"Desfossés"-noun-ca "Desfossés"-noun-fr
"Desfossés"-noun-ca "Desfossés"-properNoun-fr
"Desfossés"-properNoun-fr "Desfossés"-noun-ca
"Rannou"-noun-fr "Rannou"-noun-ca
"Rannou"-noun-ca "Rannou"-noun-fr
"Rannou"-noun-ca "Rannou"-properNoun-fr
"Rannou"-properNoun-fr "Rannou"-noun-ca
"Salamanque"-properNoun-fr "Salamanca"-noun-ca
"Salamanca"-noun-ca "Salamanque"-properNoun-fr
"Salamanca"-noun-ca "Salamanca"-noun-fr
"Salamanca"-noun-ca "Salamanca"-properNoun-fr
"Salamanca"-noun-fr "Salamanca"-noun-ca
"Salamanca"-properNoun-fr "Salamanca"-noun-ca
"Ovide"-properNoun-fr "Ovidi"-noun-ca
"Ovidi"-noun-ca "Ovide"-properNoun-fr
"Ovidi"-noun-ca "Ovidi"-noun-fr
"Ovidi"-noun-ca "Ovidi"-properNoun-fr
"Ovidi"-noun-fr "Ovidi"-noun-ca
"Ovidi"-properNoun-fr "Ovidi"-noun-ca
"Lebrasseur"-noun-fr "Lebrasseur"-noun-ca
"Lebrasseur"-noun-ca "Lebrasseur"-noun-fr
"Lebrasseur"-noun-ca "Lebrasseur"-properNoun-fr
"Lebrasseur"-properNoun-fr "Lebrasseur"-noun-ca
"Albaladejo"-noun-fr "Albaladejo"-noun-ca
"Albaladejo"-noun-ca "Albaladejo"-noun-fr
"Albaladejo"-noun-ca "Albaladejo"-properNoun-fr
