"França"-properNoun-ca "France"-properNoun-fr
"Campeau"-properNoun-ca "Campeau"-properNoun-fr
"Campeau"-properNoun-fr "Campeau"-properNoun-ca
"centraliste"-noun-fr "centralista"-noun-ca
"centralista"-noun-ca "centraliste"-noun-fr
"finaliste"-adjective-fr "finalista"-adjective-ca
"finalista"-adjective-ca "finaliste"-adjective-fr
"néonazi"-adjective-fr "neonazi"-adjective-ca
"neonazi"-adjective-ca "néonazi"-adjective-fr
"Giordano"-noun-fr "Giordano"-properNoun-ca
"Giordano"-properNoun-ca "Giordano"-noun-fr
"Giordano"-properNoun-ca "Giordano"-properNoun-fr
"Giordano"-properNoun-fr "Giordano"-properNoun-ca
"Flix"-noun-fr "Flix"-properNoun-ca
"Flix"-properNoun-ca "Flix"-noun-fr
"Flix"-properNoun-ca "Flix"-properNoun-fr
"Flix"-properNoun-fr "Flix"-properNoun-ca
"Lacouture"-noun-fr "Lacouture"-properNoun-ca
"Lacouture"-properNoun-ca "Lacouture"-noun-fr
"Lacouture"-properNoun-ca "Lacouture"-properNoun-fr
"Lacouture"-properNoun-fr "Lacouture"-properNoun-ca
"Morgades"-noun-fr "Morgades"-properNoun-ca
"Morgades"-properNoun-ca "Morgades"-noun-fr
"Morgades"-properNoun-ca "Morgades"-properNoun-fr
"Morgades"-properNoun-fr "Morgades"-properNoun-ca
"maîtriser"-verb-fr "controlar"-verb-ca
"controlar"-verb-ca "maîtriser"-verb-fr
"relativité"-noun-fr "relativitat"-noun-ca
"relativitat"-noun-ca "relativité"-noun-fr
"coloniser"-verb-fr "colonitzar"-verb-ca
"colonitzar"-verb-ca "coloniser"-verb-fr
"Leyva"-noun-fr "Leyva"-properNoun-ca
"Leyva"-properNoun-ca "Leyva"-noun-fr
"Leyva"-properNoun-ca "Leyva"-properNoun-fr
"Leyva"-properNoun-fr "Leyva"-properNoun-ca
"Asensi"-noun-fr "Asensi"-properNoun-ca
"Asensi"-properNoun-ca "Asensi"-noun-fr
"Asensi"-properNoun-ca "Asensi"-properNoun-fr
"Asensi"-properNoun-fr "Asensi"-properNoun-ca
"sadique"-adjective-fr "sàdic"-adjective-ca
"sàdic"-adjective-ca "sadique"-adjective-fr
"Thai"-noun-fr "Thai"-properNoun-ca
"Thai"-properNoun-ca "Thai"-noun-fr
"Thai"-properNoun-ca "Thai"-properNoun-fr
"Thai"-properNoun-fr "Thai"-properNoun-ca
"Chiapas"-properNoun-fr "Chiapas"-properNoun-ca
"Chiapas"-properNoun-ca "Chiapas"-properNoun-fr
"Gaset"-noun-fr "Gaset"-properNoun-ca
"Gaset"-properNoun-ca "Gaset"-noun-fr
"Gaset"-properNoun-ca "Gaset"-properNoun-fr
"Gaset"-properNoun-fr "Gaset"-properNoun-ca
"employeur"-noun-fr "empresari"-noun-ca
"empresari"-noun-ca "employeur"-noun-fr
"empresari"-noun-ca "imprésario"-noun-fr
"imprésario"-noun-fr "empresari"-noun-ca
"ethnologie"-noun-fr "etnologia"-noun-ca
"etnologia"-noun-ca "ethnologie"-noun-fr
"mendier"-verb-fr "pidolar"-verb-ca
"mendier"-verb-fr "captar"-verb-ca
"mendier"-verb-fr "mendicar"-verb-ca
"pidolar"-verb-ca "mendier"-verb-fr
"captar"-verb-ca "saisir"-verb-fr
"captar"-verb-ca "mendier"-verb-fr
"mendicar"-verb-ca "mendier"-verb-fr
"charismatique"-adjective-fr "carismàtic"-adjective-ca
"carismàtic"-adjective-ca "charismatique"-adjective-fr
"tortue"-noun-fr "tortuga"-noun-ca
"tortuga"-noun-ca "tortue"-noun-fr
"Windows Mobile"-properNoun-fr "Windows Mobile"-properNoun-ca
"Windows Mobile"-properNoun-ca "Windows Mobile"-properNoun-fr
"Manuela"-properNoun-fr "Manuela"-properNoun-ca
"Manuela"-properNoun-ca "Manuela"-properNoun-fr
"Randall"-noun-fr "Randall"-properNoun-ca
"Randall"-properNoun-ca "Randall"-noun-fr
"Randall"-properNoun-ca "Randall"-properNoun-fr
"Randall"-properNoun-fr "Randall"-properNoun-ca
"tourmenter"-verb-fr "torturar"-verb-ca
"torturar"-verb-ca "tourmenter"-verb-fr
"Amireault"-noun-fr "Amireault"-properNoun-ca
"Amireault"-properNoun-ca "Amireault"-noun-fr
"Amireault"-properNoun-ca "Amireault"-properNoun-fr
"Amireault"-properNoun-fr "Amireault"-properNoun-ca
"Gurrera"-noun-fr "Gurrera"-properNoun-ca
"Gurrera"-properNoun-ca "Gurrera"-noun-fr
"Gurrera"-properNoun-ca "Gurrera"-properNoun-fr
"Gurrera"-properNoun-fr "Gurrera"-properNoun-ca
"oncle"-noun-fr "oncle"-noun-ca
"oncle"-noun-ca "oncle"-noun-fr
"sevrer"-verb-fr "deslletar"-verb-ca
"deslletar"-verb-ca "sevrer"-verb-fr
"Michels"-noun-fr "Michels"-properNoun-ca
"Michels"-properNoun-ca "Michels"-noun-fr
"Michels"-properNoun-ca "Michels"-properNoun-fr
"Michels"-properNoun-fr "Michels"-properNoun-ca
"Amaró"-noun-fr "Amaró"-properNoun-ca
"Amaró"-properNoun-ca "Amaró"-noun-fr
"Amaró"-properNoun-ca "Amaró"-properNoun-fr
"Amaró"-properNoun-fr "Amaró"-properNoun-ca
"Madden"-noun-fr "Madden"-properNoun-ca
"Madden"-properNoun-ca "Madden"-noun-fr
"Madden"-properNoun-ca "Madden"-properNoun-fr
"Madden"-properNoun-fr "Madden"-properNoun-ca
"Legrand"-noun-fr "Legrand"-properNoun-ca
"Legrand"-properNoun-ca "Legrand"-noun-fr
"Legrand"-properNoun-ca "Legrand"-properNoun-fr
"Legrand"-properNoun-fr "Legrand"-properNoun-ca
"Mullor"-noun-fr "Mullor"-properNoun-ca
"Mullor"-properNoun-ca "Mullor"-noun-fr
"Mullor"-properNoun-ca "Mullor"-properNoun-fr
"Mullor"-properNoun-fr "Mullor"-properNoun-ca
"délibéré"-adjective-fr "deliberat"-adjective-ca
"deliberat"-adjective-ca "délibéré"-adjective-fr
"Bergua"-noun-fr "Bergua"-properNoun-ca
"Bergua"-properNoun-ca "Bergua"-noun-fr
"Bergua"-properNoun-ca "Bergua"-properNoun-fr
"Bergua"-properNoun-fr "Bergua"-properNoun-ca
"Deguise"-noun-fr "Deguise"-properNoun-ca
"Deguise"-properNoun-ca "Deguise"-noun-fr
"Deguise"-properNoun-ca "Deguise"-properNoun-fr
"Deguise"-properNoun-fr "Deguise"-properNoun-ca
"Neacappo"-noun-fr "Neacappo"-properNoun-ca
"Neacappo"-properNoun-ca "Neacappo"-noun-fr
"Neacappo"-properNoun-ca "Neacappo"-properNoun-fr
"Neacappo"-properNoun-fr "Neacappo"-properNoun-ca
"passivité"-noun-fr "passivitat"-noun-ca
"passivitat"-noun-ca "passivité"-noun-fr
"VIème"-adjective-fr "VI"-adjective-ca
"VI"-adjective-ca "VIème"-adjective-fr
"Roberge"-noun-fr "Roberge"-properNoun-ca
"Roberge"-properNoun-ca "Roberge"-noun-fr
"Roberge"-properNoun-ca "Roberge"-properNoun-fr
"Roberge"-properNoun-fr "Roberge"-properNoun-ca
"sembrar"-verb-ca "semer"-verb-fr
"semer"-verb-fr "sembrar"-verb-ca
"Shaheen"-noun-fr "Shaheen"-properNoun-ca
"Shaheen"-properNoun-ca "Shaheen"-noun-fr
"Shaheen"-properNoun-ca "Shaheen"-properNoun-fr
"Shaheen"-properNoun-fr "Shaheen"-properNoun-ca
"Papiol"-noun-fr "Papiol"-properNoun-ca
"Papiol"-properNoun-ca "Papiol"-noun-fr
"Papiol"-properNoun-ca "Papiol"-properNoun-fr
"Papiol"-properNoun-fr "Papiol"-properNoun-ca
"Laurent"-properNoun-fr "Laurent"-properNoun-ca
"Laurent"-properNoun-ca "Laurent"-properNoun-fr
"Véronneau"-noun-fr "Véronneau"-properNoun-ca
"Véronneau"-properNoun-ca "Véronneau"-noun-fr
"Véronneau"-properNoun-ca "Véronneau"-properNoun-fr
"Véronneau"-properNoun-fr "Véronneau"-properNoun-ca
"Graus"-noun-fr "Graus"-properNoun-ca
"Graus"-properNoun-ca "Graus"-noun-fr
"Graus"-properNoun-ca "Graus"-properNoun-fr
"Graus"-properNoun-fr "Graus"-properNoun-ca
"Nicholas"-properNoun-fr "Nicholas"-properNoun-ca
"Nicholas"-properNoun-ca "Nicholas"-properNoun-fr
"graduel"-adjective-fr "gradual"-adjective-ca
"gradual"-adjective-ca "graduel"-adjective-fr
"Matilda"-properNoun-fr "Matilda"-properNoun-ca
"Matilda"-properNoun-ca "Matilda"-properNoun-fr
"despote"-noun-fr "dèspota"-noun-ca
"dèspota"-noun-ca "despote"-noun-fr
"Céré"-noun-fr "Céré"-properNoun-ca
"Céré"-properNoun-ca "Céré"-noun-fr
"Céré"-properNoun-ca "Céré"-properNoun-fr
"Céré"-properNoun-fr "Céré"-properNoun-ca
"Syrien"-noun-fr "sirià"-noun-ca
"sirià"-noun-ca "Syrien"-noun-fr
"Campaña"-noun-fr "Campaña"-properNoun-ca
"Campaña"-properNoun-ca "Campaña"-noun-fr
"Campaña"-properNoun-ca "Campaña"-properNoun-fr
"Campaña"-properNoun-fr "Campaña"-properNoun-ca
"touffe"-noun-fr "mata"-noun-ca
"mata"-noun-ca "touffe"-noun-fr
"relais"-noun-fr "parador"-noun-ca
"relais"-noun-fr "relleu"-noun-ca
"parador"-noun-ca "relais"-noun-fr
"relleu"-noun-ca "relais"-noun-fr
"relleu"-noun-ca "relief"-noun-fr
"relief"-noun-fr "relleu"-noun-ca
"consécutivement"-adverb-fr "consecutivament"-adverb-ca
"consecutivament"-adverb-ca "consécutivement"-adverb-fr
"en el procés"-adverb-ca "dans la foulée"-adverb-fr
"missive"-noun-fr "missiva"-noun-ca
"missiva"-noun-ca "missive"-noun-fr
"Vilarnau"-noun-fr "Vilarnau"-properNoun-ca
"Vilarnau"-properNoun-ca "Vilarnau"-noun-fr
"Vilarnau"-properNoun-ca "Vilarnau"-properNoun-fr
"Vilarnau"-properNoun-fr "Vilarnau"-properNoun-ca
"Vinardell"-noun-fr "Vinardell"-properNoun-ca
"Vinardell"-properNoun-ca "Vinardell"-noun-fr
"Vinardell"-properNoun-ca "Vinardell"-properNoun-fr
"Vinardell"-properNoun-fr "Vinardell"-properNoun-ca
"Neville"-noun-fr "Neville"-properNoun-ca
"Neville"-properNoun-ca "Neville"-noun-fr
"Neville"-properNoun-ca "Neville"-properNoun-fr
"Neville"-properNoun-fr "Neville"-properNoun-ca
"tapisser"-verb-fr "entapissar"-verb-ca
"entapissar"-verb-ca "tapisser"-verb-fr
"entapissar"-verb-ca "recouvrir"-verb-fr
"recouvrir"-verb-fr "entapissar"-verb-ca
"recouvrir"-verb-fr "recobrir"-verb-ca
"Meco"-noun-fr "Meco"-properNoun-ca
"Meco"-properNoun-ca "Meco"-noun-fr
"Meco"-properNoun-ca "Meco"-properNoun-fr
"Meco"-properNoun-fr "Meco"-properNoun-ca
"ocupació"-noun-ca "emploi"-noun-fr
"emploi"-noun-fr "ocupació"-noun-ca
"Peiró"-noun-fr "Peiró"-properNoun-ca
"Peiró"-properNoun-ca "Peiró"-noun-fr
"Peiró"-properNoun-ca "Peiró"-properNoun-fr
"Peiró"-properNoun-fr "Peiró"-properNoun-ca
"Santano"-noun-fr "Santano"-properNoun-ca
"Santano"-properNoun-ca "Santano"-noun-fr
"Santano"-properNoun-ca "Santano"-properNoun-fr
"Santano"-properNoun-fr "Santano"-properNoun-ca
"sobre"-adjective-fr "sobri"-adjective-ca
"sobri"-adjective-ca "sobre"-adjective-fr
"Molinas"-noun-fr "Molinas"-properNoun-ca
"Molinas"-properNoun-ca "Molinas"-noun-fr
"Molinas"-properNoun-ca "Molinas"-properNoun-fr
"Molinas"-properNoun-fr "Molinas"-properNoun-ca
"vertige"-noun-fr "vertigen"-noun-ca
"vertigen"-noun-ca "vertige"-noun-fr
"précocité"-noun-fr "precocitat"-noun-ca
"precocitat"-noun-ca "précocité"-noun-fr
"Pallerols"-noun-fr "Pallerols"-properNoun-ca
"Pallerols"-properNoun-ca "Pallerols"-noun-fr
"Pallerols"-properNoun-ca "Pallerols"-properNoun-fr
"Pallerols"-properNoun-fr "Pallerols"-properNoun-ca
"monochromatique"-adjective-fr "monocromàtic"-adjective-ca
"monocromàtic"-adjective-ca "monochromatique"-adjective-fr
"provenance"-noun-fr "procedència"-noun-ca
"procedència"-noun-ca "provenance"-noun-fr
"Tokelau"-properNoun-fr "Tokelau"-properNoun-ca
"Tokelau"-properNoun-ca "Tokelau"-properNoun-fr
"Palestinien"-noun-fr "palestí"-noun-ca
"palestí"-noun-ca "Palestinien"-noun-fr
"chapiteau"-noun-fr "capitell"-noun-ca
"chapiteau"-noun-fr "carpa"-noun-ca
"capitell"-noun-ca "chapiteau"-noun-fr
"carpa"-noun-ca "chapiteau"-noun-fr
"Noel"-properNoun-fr "Noel"-properNoun-ca
"Noel"-properNoun-ca "Noel"-properNoun-fr
"déshydrater"-verb-fr "deshidratar"-verb-ca
"deshidratar"-verb-ca "déshydrater"-verb-fr
"Rancourt"-noun-fr "Rancourt"-properNoun-ca
"Rancourt"-properNoun-ca "Rancourt"-noun-fr
"Rancourt"-properNoun-ca "Rancourt"-properNoun-fr
"Rancourt"-properNoun-fr "Rancourt"-properNoun-ca
"Eto'o"-noun-fr "Eto'o"-properNoun-ca
"Eto'o"-properNoun-ca "Eto'o"-noun-fr
"Eto'o"-properNoun-ca "Eto'o"-properNoun-fr
"Eto'o"-properNoun-fr "Eto'o"-properNoun-ca
"pulsation"-noun-fr "pulsació"-noun-ca
"pulsació"-noun-ca "pulsation"-noun-fr
"socialiste"-noun-fr "socialista"-noun-ca
"socialista"-noun-ca "socialiste"-noun-fr
"Turró"-noun-fr "Turró"-properNoun-ca
"Turró"-properNoun-ca "Turró"-noun-fr
"Turró"-properNoun-ca "Turró"-properNoun-fr
"Turró"-properNoun-fr "Turró"-properNoun-ca
"Horcas"-noun-fr "Horcas"-properNoun-ca
"Horcas"-properNoun-ca "Horcas"-noun-fr
"Horcas"-properNoun-ca "Horcas"-properNoun-fr
"Horcas"-properNoun-fr "Horcas"-properNoun-ca
"Auladell"-noun-fr "Auladell"-properNoun-ca
"Auladell"-properNoun-ca "Auladell"-noun-fr
"Auladell"-properNoun-ca "Auladell"-properNoun-fr
"Auladell"-properNoun-fr "Auladell"-properNoun-ca
"Disney"-noun-fr "Disney"-properNoun-ca
"Disney"-properNoun-ca "Disney"-noun-fr
"Justin"-properNoun-fr "Justin"-properNoun-ca
"Justin"-properNoun-ca "Justin"-properNoun-fr
"Goth"-noun-fr "got"-noun-ca
"got"-noun-ca "Goth"-noun-fr
"Riesco"-noun-fr "Riesco"-properNoun-ca
"Riesco"-properNoun-ca "Riesco"-noun-fr
"Riesco"-properNoun-ca "Riesco"-properNoun-fr
"Riesco"-properNoun-fr "Riesco"-properNoun-ca
"perche"-noun-fr "perxa"-noun-ca
"perxa"-noun-ca "perche"-noun-fr
"Hatch"-noun-fr "Hatch"-properNoun-ca
"Hatch"-properNoun-ca "Hatch"-noun-fr
"Hatch"-properNoun-ca "Hatch"-properNoun-fr
"Hatch"-properNoun-fr "Hatch"-properNoun-ca
"confiance"-noun-fr "confiança"-noun-ca
"confiança"-noun-ca "confiance"-noun-fr
"de Diego"-noun-fr "de Diego"-properNoun-ca
"de Diego"-properNoun-ca "de Diego"-noun-fr
"de Diego"-properNoun-ca "de Diego"-properNoun-fr
"de Diego"-properNoun-fr "de Diego"-properNoun-ca
"roter"-verb-fr "rotar"-verb-ca
"rotar"-verb-ca "roter"-verb-fr
"dessin"-noun-fr "dibuix"-noun-ca
"dibuix"-noun-ca "dessin"-noun-fr
"rentar"-verb-ca "laver"-verb-fr
"llavar"-verb-ca "laver"-verb-fr
"retrait"-noun-fr "retirada"-noun-ca
"retirada"-noun-ca "retrait"-noun-fr
"retirada"-noun-ca "retraite"-noun-fr
"retraite"-noun-fr "retirada"-noun-ca
"Payà"-noun-fr "Payà"-properNoun-ca
"Payà"-properNoun-ca "Payà"-noun-fr
"Payà"-properNoun-ca "Payà"-properNoun-fr
"Payà"-properNoun-fr "Payà"-properNoun-ca
"Llerena"-noun-fr "Llerena"-properNoun-ca
"Llerena"-properNoun-ca "Llerena"-noun-fr
"Llerena"-properNoun-ca "Llerena"-properNoun-fr
"Llerena"-properNoun-fr "Llerena"-properNoun-ca
"hereditari"-adjective-ca "héréditaire"-adjective-fr
"héréditaire"-adjective-fr "hereditari"-adjective-ca
"tectonique"-adjective-fr "tectònic"-adjective-ca
"tectònic"-adjective-ca "tectonique"-adjective-fr
"Alger"-properNoun-fr "Alger"-properNoun-ca
"Alger"-properNoun-ca "Alger"-properNoun-fr
"Devin"-noun-fr "Devin"-properNoun-ca
"Devin"-properNoun-ca "Devin"-noun-fr
"Devin"-properNoun-ca "Devin"-properNoun-fr
"Devin"-properNoun-fr "Devin"-properNoun-ca
"Cardenal"-noun-fr "Cardenal"-properNoun-ca
"Cardenal"-properNoun-ca "Cardenal"-noun-fr
"Cardenal"-properNoun-ca "Cardenal"-properNoun-fr
"Cardenal"-properNoun-fr "Cardenal"-properNoun-ca
"déterminisme"-noun-fr "determinisme"-noun-ca
"determinisme"-noun-ca "déterminisme"-noun-fr
"Pilette"-noun-fr "Pilette"-properNoun-ca
"Pilette"-properNoun-ca "Pilette"-noun-fr
"Pilette"-properNoun-ca "Pilette"-properNoun-fr
"Pilette"-properNoun-fr "Pilette"-properNoun-ca
"albanais"-adjective-fr "albanès"-adjective-ca
"albanès"-adjective-ca "albanais"-adjective-fr
"Buj"-noun-fr "Buj"-properNoun-ca
"Buj"-properNoun-ca "Buj"-noun-fr
"Buj"-properNoun-ca "Buj"-properNoun-fr
"Buj"-properNoun-fr "Buj"-properNoun-ca
"Izzi"-noun-fr "Izzi"-properNoun-ca
"Izzi"-properNoun-ca "Izzi"-noun-fr
"Izzi"-properNoun-ca "Izzi"-properNoun-fr
"Izzi"-properNoun-fr "Izzi"-properNoun-ca
"Asens"-noun-fr "Asens"-properNoun-ca
"Asens"-properNoun-ca "Asens"-noun-fr
"Asens"-properNoun-ca "Asens"-properNoun-fr
"Asens"-properNoun-fr "Asens"-properNoun-ca
"solitaire"-adjective-fr "solitari"-adjective-ca
"solitari"-adjective-ca "solitaire"-adjective-fr
"en vigueur"-adjective-fr "vigent"-adjective-ca
"vigent"-adjective-ca "en vigueur"-adjective-fr
"toponymique"-adjective-fr "toponímic"-adjective-ca
"toponímic"-adjective-ca "toponymique"-adjective-fr
"Parron"-noun-fr "Parron"-properNoun-ca
"Parron"-properNoun-ca "Parron"-noun-fr
"Parron"-properNoun-ca "Parron"-properNoun-fr
"Parron"-properNoun-fr "Parron"-properNoun-ca
"Shecapio"-noun-fr "Shecapio"-properNoun-ca
"Shecapio"-properNoun-ca "Shecapio"-noun-fr
"Shecapio"-properNoun-ca "Shecapio"-properNoun-fr
"Shecapio"-properNoun-fr "Shecapio"-properNoun-ca
"incandescent"-adjective-fr "incandescent"-adjective-ca
"incandescent"-adjective-ca "incandescent"-adjective-fr
"agneau"-noun-fr "xai"-noun-ca
"xai"-noun-ca "agneau"-noun-fr
"Fabra"-noun-fr "Fabra"-properNoun-ca
"Fabra"-properNoun-ca "Fabra"-noun-fr
"Fabra"-properNoun-ca "Fabra"-properNoun-fr
"Fabra"-properNoun-fr "Fabra"-properNoun-ca
"traumatique"-adjective-fr "traumàtic"-adjective-ca
"traumàtic"-adjective-ca "traumatique"-adjective-fr
"Pisano"-noun-fr "Pisano"-properNoun-ca
"Pisano"-properNoun-ca "Pisano"-noun-fr
"Pisano"-properNoun-ca "Pisano"-properNoun-fr
"Pisano"-properNoun-fr "Pisano"-properNoun-ca
"monter"-verb-fr "pujar"-verb-ca
"monter"-verb-fr "apujar"-verb-ca
"pujar"-verb-ca "monter"-verb-fr
"apujar"-verb-ca "monter"-verb-fr
"accoutrement"-noun-fr "vestimenta"-noun-ca
"vestimenta"-noun-ca "accoutrement"-noun-fr
"vestimenta"-noun-ca "habillement"-noun-fr
"habillement"-noun-fr "vestimenta"-noun-ca
"Morneau"-noun-fr "Morneau"-properNoun-ca
"Morneau"-properNoun-ca "Morneau"-noun-fr
"Morneau"-properNoun-ca "Morneau"-properNoun-fr
"Morneau"-properNoun-fr "Morneau"-properNoun-ca
"Palomeras"-noun-fr "Palomeras"-properNoun-ca
"Palomeras"-properNoun-ca "Palomeras"-noun-fr
"Palomeras"-properNoun-ca "Palomeras"-properNoun-fr
"Palomeras"-properNoun-fr "Palomeras"-properNoun-ca
"cahute"-noun-fr "barraca"-noun-ca
"barraca"-noun-ca "cahute"-noun-fr
"barraca"-noun-ca "hutte"-noun-fr
"barraca"-noun-ca "baraque"-noun-fr
"hutte"-noun-fr "barraca"-noun-ca
"baraque"-noun-fr "barraca"-noun-ca
"còmic"-noun-ca "bande dessinée"-noun-fr
"còmic"-noun-ca "comique"-noun-fr
"bande dessinée"-noun-fr "còmic"-noun-ca
"comique"-noun-fr "còmic"-noun-ca
"Puché"-noun-fr "Puché"-properNoun-ca
"Puché"-properNoun-ca "Puché"-noun-fr
"Puché"-properNoun-ca "Puché"-properNoun-fr
"Puché"-properNoun-fr "Puché"-properNoun-ca
"Redon"-noun-fr "Redon"-properNoun-ca
"Redon"-properNoun-ca "Redon"-noun-fr
"Redon"-properNoun-ca "Redon"-properNoun-fr
"Redon"-properNoun-fr "Redon"-properNoun-ca
"fermement"-adverb-fr "fermament"-adverb-ca
"fermament"-adverb-ca "fermement"-adverb-fr
"Fuente"-noun-fr "Fuente"-properNoun-ca
"Fuente"-properNoun-ca "Fuente"-noun-fr
"Fuente"-properNoun-ca "Fuente"-properNoun-fr
"Fuente"-properNoun-fr "Fuente"-properNoun-ca
"Torta"-noun-fr "Torta"-properNoun-ca
"Torta"-properNoun-ca "Torta"-noun-fr
"Torta"-properNoun-ca "Torta"-properNoun-fr
"Torta"-properNoun-fr "Torta"-properNoun-ca
"duc"-noun-fr "duc"-noun-ca
"duc"-noun-ca "duc"-noun-fr
"duc"-noun-ca "duchesse"-noun-fr
"duchesse"-noun-fr "duc"-noun-ca
"pulpe"-noun-fr "polpa"-noun-ca
"polpa"-noun-ca "pulpe"-noun-fr
"Nellis"-noun-fr "Nellis"-properNoun-ca
"Nellis"-properNoun-ca "Nellis"-noun-fr
"Nellis"-properNoun-ca "Nellis"-properNoun-fr
"Nellis"-properNoun-fr "Nellis"-properNoun-ca
"valencien"-noun-fr "valencià"-noun-ca
"valencià"-noun-ca "valencien"-noun-fr
"rayer"-verb-fr "ratllar"-verb-ca
"ratllar"-verb-ca "rayer"-verb-fr
"détoner"-verb-fr "detonar"-verb-ca
"detonar"-verb-ca "détoner"-verb-fr
"vitrine"-noun-fr "vitrina"-noun-ca
"vitrina"-noun-ca "vitrine"-noun-fr
"Bolea"-noun-fr "Bolea"-properNoun-ca
"Bolea"-properNoun-ca "Bolea"-noun-fr
"Bolea"-properNoun-ca "Bolea"-properNoun-fr
"Bolea"-properNoun-fr "Bolea"-properNoun-ca
"cabillaud"-noun-fr "bacallà"-noun-ca
"bacallà"-noun-ca "cabillaud"-noun-fr
"bacallà"-noun-ca "morue"-noun-fr
"morue"-noun-fr "bacallà"-noun-ca
"ennui"-noun-fr "disgust"-noun-ca
"disgust"-noun-ca "désagrément"-noun-fr
"disgust"-noun-ca "ennui"-noun-fr
"Bâle"-properNoun-fr "Basilea"-properNoun-ca
"Basilea"-properNoun-ca "Bâle"-properNoun-fr
"virage"-noun-fr "revolt"-noun-ca
"revolt"-noun-ca "virage"-noun-fr
"Velasquez"-noun-fr "Velasquez"-properNoun-ca
"Velasquez"-properNoun-ca "Velasquez"-noun-fr
"Velasquez"-properNoun-ca "Velasquez"-properNoun-fr
"Velasquez"-properNoun-fr "Velasquez"-properNoun-ca
"Vaudois"-noun-fr "Vaudois"-properNoun-ca
"Vaudois"-properNoun-ca "Vaudois"-noun-fr
"Vaudois"-properNoun-ca "Vaudois"-properNoun-fr
"Vaudois"-properNoun-fr "Vaudois"-properNoun-ca
"Bavière"-properNoun-fr "Baviera"-properNoun-ca
"Baviera"-properNoun-ca "Bavière"-properNoun-fr
"systémique"-adjective-fr "sistèmic"-adjective-ca
"sistèmic"-adjective-ca "systémique"-adjective-fr
"réalisateur"-noun-fr "realitzador"-noun-ca
"realitzador"-noun-ca "réalisateur"-noun-fr
"Libreville"-properNoun-fr "Libreville"-properNoun-ca
"Libreville"-properNoun-ca "Libreville"-properNoun-fr
"Laroche"-noun-fr "Laroche"-properNoun-ca
"Laroche"-properNoun-ca "Laroche"-noun-fr
"Laroche"-properNoun-ca "Laroche"-properNoun-fr
"Laroche"-properNoun-fr "Laroche"-properNoun-ca
"ascète"-noun-fr "asceta"-noun-ca
"asceta"-noun-ca "ascète"-noun-fr
"Clara"-properNoun-fr "Clara"-properNoun-ca
"Clara"-properNoun-ca "Clara"-properNoun-fr
"cochonnerie"-noun-fr "porcada"-noun-ca
"porcada"-noun-ca "cochonnerie"-noun-fr
"prendre la place"-verb-fr "engruixar"-verb-ca
"engruixar"-verb-ca "prendre la place"-verb-fr
"Robillard"-noun-fr "Robillard"-properNoun-ca
"Robillard"-properNoun-ca "Robillard"-noun-fr
"Robillard"-properNoun-ca "Robillard"-properNoun-fr
"Robillard"-properNoun-fr "Robillard"-properNoun-ca
"brusquement"-adverb-fr "bruscament"-adverb-ca
"bruscament"-adverb-ca "brusquement"-adverb-fr
"Grunwald"-noun-fr "Grunwald"-properNoun-ca
"Grunwald"-properNoun-ca "Grunwald"-noun-fr
"Grunwald"-properNoun-ca "Grunwald"-properNoun-fr
"Grunwald"-properNoun-fr "Grunwald"-properNoun-ca
"davant de"-preposition-ca "au-devant de"-preposition-fr
"davant de"-preposition-ca "en face de"-preposition-fr
"au-devant de"-preposition-fr "davant de"-preposition-ca
"au-devant de"-preposition-fr "al davant de"-preposition-ca
"en face de"-preposition-fr "davant de"-preposition-ca
"Corbella"-noun-fr "Corbella"-properNoun-ca
"Corbella"-properNoun-ca "Corbella"-noun-fr
"Corbella"-properNoun-ca "Corbella"-properNoun-fr
"Corbella"-properNoun-fr "Corbella"-properNoun-ca
"pédale"-noun-fr "pedal"-noun-ca
"pedal"-noun-ca "pédale"-noun-fr
"pop"-noun-ca "pop"-noun-fr
"pop"-noun-fr "pop"-noun-ca
"Mallozzi"-noun-fr "Mallozzi"-properNoun-ca
"Mallozzi"-properNoun-ca "Mallozzi"-noun-fr
"Mallozzi"-properNoun-ca "Mallozzi"-properNoun-fr
"Mallozzi"-properNoun-fr "Mallozzi"-properNoun-ca
"Ohio"-properNoun-fr "Ohio"-properNoun-ca
"Ohio"-properNoun-ca "Ohio"-properNoun-fr
"Chau"-noun-fr "Chau"-properNoun-ca
"Chau"-properNoun-ca "Chau"-noun-fr
"Chau"-properNoun-ca "Chau"-properNoun-fr
"Chau"-properNoun-fr "Chau"-properNoun-ca
"Maite"-properNoun-fr "Maite"-properNoun-ca
"Maite"-properNoun-ca "Maite"-properNoun-fr
"Monheit"-noun-fr "Monheit"-properNoun-ca
"Monheit"-properNoun-ca "Monheit"-noun-fr
"Monheit"-properNoun-ca "Monheit"-properNoun-fr
"Monheit"-properNoun-fr "Monheit"-properNoun-ca
"largement"-adverb-fr "llargament"-adverb-ca
"largement"-adverb-fr "extensament"-adverb-ca
"llargament"-adverb-ca "largement"-adverb-fr
"llargament"-adverb-ca "longuement"-adverb-fr
"extensament"-adverb-ca "largement"-adverb-fr
"longuement"-adverb-fr "llargament"-adverb-ca
"longuement"-adverb-fr "detingudament"-adverb-ca
"gourmand"-adjective-fr "gormand"-adjective-ca
"gormand"-adjective-ca "gourmand"-adjective-fr
"Guardiola"-noun-fr "Guardiola"-properNoun-ca
