"a càrrec de"-preposition-ca "a la carga de"-preposition-oc
"Dardanels"-properNoun-ca "Dardanèls"-properNoun-oc
"Dnièpre"-properNoun-oc "Dnièper"-properNoun-ca
"Dnièper"-properNoun-ca "Dnièpre"-properNoun-oc
"Dnièstre"-properNoun-oc "Dnièster"-properNoun-ca
"Dnièster"-properNoun-ca "Dnièstre"-properNoun-oc
"Dodecanès"-properNoun-oc "Dodecanès"-properNoun-ca
"Dodecanès"-properNoun-ca "Dodecanès"-properNoun-oc
"Doshambí"-properNoun-oc "Duixanbe"-properNoun-ca
"Duixanbe"-properNoun-ca "Doshambí"-properNoun-oc
"Drenta"-properNoun-oc "Drenthe"-properNoun-ca
"Drenthe"-properNoun-ca "Drenta"-properNoun-oc
"Dubayy"-properNoun-oc "Dubai"-properNoun-ca
"Dubai"-properNoun-ca "Dubayy"-properNoun-oc
"Ebridas"-properNoun-oc "Hèbrides"-properNoun-ca
"Hèbrides"-properNoun-ca "Ebridas"-properNoun-oc
"Elba"-properNoun-oc "Elba"-properNoun-ca
"Elba"-properNoun-ca "Elba"-properNoun-oc
"Elba"-properNoun-ca "Èlba"-properNoun-oc
"Èlba"-properNoun-oc "Elba"-properNoun-ca
"Elbroz"-properNoun-oc "Elbrús"-properNoun-ca
"Elbrús"-properNoun-ca "Elbroz"-properNoun-oc
"Ellespont"-properNoun-oc "Hel·lespont"-properNoun-ca
"Hel·lespont"-properNoun-ca "Ellespont"-properNoun-oc
"Emília-Romanha"-properNoun-oc "Emília-Romanya"-properNoun-ca
"Emília-Romanya"-properNoun-ca "Emília-Romanha"-properNoun-oc
"Emília"-properNoun-oc "Emília"-properNoun-ca
"Emília"-properNoun-ca "Emília"-properNoun-oc
"Enaut"-properNoun-oc "Hainaut"-properNoun-ca
"Hainaut"-properNoun-ca "Enaut"-properNoun-oc
"Epir"-properNoun-oc "Epir"-properNoun-ca
"Epir"-properNoun-ca "Epir"-properNoun-oc
"Escalda"-properNoun-oc "Escalda"-properNoun-ca
"Escalda"-properNoun-ca "Escalda"-properNoun-oc
"Escània"-properNoun-oc "Escània"-properNoun-ca
"Escània"-properNoun-ca "Escània"-properNoun-oc
"Estíria"-properNoun-oc "Estíria"-properNoun-ca
"Estíria"-properNoun-ca "Estíria"-properNoun-oc
"Etolia"-properNoun-oc "Etòlia"-properNoun-ca
"Etòlia"-properNoun-ca "Etolia"-properNoun-oc
"Eufrates"-properNoun-oc "Eufrates"-properNoun-ca
"Eufrates"-properNoun-ca "Eufrates"-properNoun-oc
"Foia de Bunyol"-properNoun-oc "Foia de Bunyol"-properNoun-ca
"Foia de Bunyol"-properNoun-ca "Foia de Bunyol"-properNoun-oc
"Formosa"-properNoun-oc "Formosa"-properNoun-ca
"Formosa"-properNoun-ca "Formosa"-properNoun-oc
"Francfòrt de Main"-properNoun-oc "Frankfurt del Main"-properNoun-ca
"Frankfurt del Main"-properNoun-ca "Francfòrt de Main"-properNoun-oc
"Francfòrt d'Oder"-properNoun-oc "Frankfurt de l'Oder"-properNoun-ca
"Frankfurt de l'Oder"-properNoun-ca "Francfòrt d'Oder"-properNoun-oc
"Francònia"-properNoun-oc "Francònia"-properNoun-ca
"Francònia"-properNoun-ca "Francònia"-properNoun-oc
"Franja de Ponent"-properNoun-oc "Franja de Ponent"-properNoun-ca
"Franja de Ponent"-properNoun-ca "Franja de Ponent"-properNoun-oc
"Friol-Venècia Júlia"-properNoun-oc "Friül-Venècia Júlia"-properNoun-ca
"Friül-Venècia Júlia"-properNoun-ca "Friol-Venècia Júlia"-properNoun-oc
"Fès"-properNoun-oc "Fes"-properNoun-ca
"Fes"-properNoun-ca "Fès"-properNoun-oc
"Galápagos"-properNoun-oc "Galápagos"-properNoun-ca
"Galápagos"-properNoun-ca "Galápagos"-properNoun-oc
"Galítzia"-properNoun-oc "Galítsia"-properNoun-ca
"Galítsia"-properNoun-ca "Galítzia"-properNoun-oc
"Ganges"-properNoun-oc "Ganges"-properNoun-ca
"Ganges"-properNoun-ca "Ganges"-properNoun-oc
"Garrigas"-properNoun-oc "Garrigues"-properNoun-ca
"Garrigues"-properNoun-ca "Garrigas"-properNoun-oc
"Gironís"-properNoun-oc "Gironès"-properNoun-ca
"Gironès"-properNoun-ca "Gironís"-properNoun-oc
"Goa"-properNoun-oc "Goa"-properNoun-ca
"Goa"-properNoun-ca "Goa"-properNoun-oc
"Grisons"-properNoun-oc "Grisons"-properNoun-ca
"Grisons"-properNoun-ca "Grisons"-properNoun-oc
"Guaiana Francesa"-properNoun-oc "Guaiana Francesa"-properNoun-ca
"Guaiana Francesa"-properNoun-ca "Guaiana Francesa"-properNoun-oc
"Guaiana Francesa"-properNoun-ca "Güaiana Francesa"-properNoun-oc
"Güaiana Francesa"-properNoun-oc "Guaiana Francesa"-properNoun-ca
"Guipuscoa"-properNoun-oc "Guipúscoa"-properNoun-ca
"Guipúscoa"-properNoun-ca "Guipuscoa"-properNoun-oc
"Hanòi"-properNoun-oc "Hanoi"-properNoun-ca
"Hanoi"-properNoun-ca "Hanòi"-properNoun-oc
"Harare"-properNoun-oc "Harare"-properNoun-ca
"Harare"-properNoun-ca "Harare"-properNoun-oc
"Hendaia"-properNoun-oc "Hendaia"-properNoun-ca
"Hendaia"-properNoun-ca "Hendaia"-properNoun-oc
"Hindukush"-properNoun-oc "Hindu Kush"-properNoun-ca
"Hindu Kush"-properNoun-ca "Hindukush"-properNoun-oc
"Hokkaido"-properNoun-oc "Hokkaido"-properNoun-ca
"Hokkaido"-properNoun-ca "Hokkaido"-properNoun-oc
"Hokkaido"-properNoun-ca "Mosir"-properNoun-oc
"Mosir"-properNoun-oc "Hokkaido"-properNoun-ca
"Iacotia"-properNoun-oc "Iacútia"-properNoun-ca
"Iacútia"-properNoun-ca "Iacotia"-properNoun-oc
"Ienissèi"-properNoun-oc "Ienissei"-properNoun-ca
"Ienissei"-properNoun-ca "Ienissèi"-properNoun-oc
"Ienissei"-properNoun-ca "Ienissei"-properNoun-oc
"Ienissei"-properNoun-oc "Ienissei"-properNoun-ca
"illa del Prince Edoard"-properNoun-oc "illa del Príncep Eduard"-properNoun-ca
"illa del Príncep Eduard"-properNoun-ca "illa del Prince Edoard"-properNoun-oc
"illas Britanicas"-properNoun-oc "illes Britàniques"-properNoun-ca
"illes Britàniques"-properNoun-ca "illas Britanicas"-properNoun-oc
"illas Cook"-properNoun-oc "illes Cook"-properNoun-ca
"illes Cook"-properNoun-ca "illas Cook"-properNoun-oc
"Imalaia"-properNoun-oc "Himàlaia"-properNoun-ca
"Himàlaia"-properNoun-ca "Imalaia"-properNoun-oc
"Himàlaia"-properNoun-ca "Himalaya"-properNoun-oc
"Himalaya"-properNoun-oc "Himàlaia"-properNoun-ca
"Indianapòlis"-properNoun-oc "Indianapolis"-properNoun-ca
"Indianapolis"-properNoun-ca "Indianapòlis"-properNoun-oc
"Irtysh"-properNoun-oc "Irtix"-properNoun-ca
"Irtix"-properNoun-ca "Irtysh"-properNoun-oc
"Johannesburg"-properNoun-oc "Johannesburg"-properNoun-ca
"Johannesburg"-properNoun-ca "Johannesburg"-properNoun-oc
"Kamchatka"-properNoun-oc "Kamtxatka"-properNoun-ca
"Kamtxatka"-properNoun-ca "Kamchatka"-properNoun-oc
"Khartom"-properNoun-oc "Khartum"-properNoun-ca
"Khartum"-properNoun-ca "Khartom"-properNoun-oc
"Korils"-properNoun-oc "Kurils"-properNoun-ca
"Kurils"-properNoun-ca "Korils"-properNoun-oc
"La Mèca"-properNoun-oc "la Meca"-properNoun-ca
"la Meca"-properNoun-ca "La Mèca"-properNoun-oc
"lac Chad"-properNoun-oc "llac Txad"-properNoun-ca
"llac Txad"-properNoun-ca "lac Chad"-properNoun-oc
"lac Uron"-properNoun-oc "llac Huron"-properNoun-ca
"llac Huron"-properNoun-ca "lac Uron"-properNoun-oc
"Laci"-properNoun-oc "Laci"-properNoun-ca
"Laci"-properNoun-ca "Laci"-properNoun-oc
"Laconia"-properNoun-oc "Lacònia"-properNoun-ca
"Lacònia"-properNoun-ca "Laconia"-properNoun-oc
"Leipzig"-properNoun-oc "Leipzig"-properNoun-ca
"Leipzig"-properNoun-ca "Leipzig"-properNoun-oc
"Leucada"-properNoun-oc "Lèucada"-properNoun-ca
"Lèucada"-properNoun-ca "Leucada"-properNoun-oc
"Limpopo"-properNoun-oc "Limpopo"-properNoun-ca
"Limpopo"-properNoun-ca "Limpopo"-properNoun-oc
"Logronh"-properNoun-oc "Logronyo"-properNoun-ca
"Logronyo"-properNoun-ca "Logronh"-properNoun-oc
"Luanda"-properNoun-oc "Luanda"-properNoun-ca
"Luanda"-properNoun-ca "Luanda"-properNoun-oc
"Lèsbos"-properNoun-oc "Lesbos"-properNoun-ca
"Lesbos"-properNoun-ca "Lèsbos"-properNoun-oc
"Magdeborg"-properNoun-oc "Magdeburg"-properNoun-ca
"Magdeburg"-properNoun-ca "Magdeborg"-properNoun-oc
"Magrèb"-properNoun-oc "Magrib"-properNoun-ca
"Magrèb"-properNoun-oc "Magreb"-properNoun-ca
"Magrib"-properNoun-ca "Magrèb"-properNoun-oc
"Magreb"-properNoun-ca "Magrèb"-properNoun-oc
"Malaca"-properNoun-oc "Malacca"-properNoun-ca
"Malacca"-properNoun-ca "Malaca"-properNoun-oc
"Managua"-properNoun-oc "Managua"-properNoun-ca
"Managua"-properNoun-ca "Managua"-properNoun-oc
"Manaus"-properNoun-oc "Manaus"-properNoun-ca
"Manaus"-properNoun-ca "Manaus"-properNoun-oc
"Man"-properNoun-oc "Man"-properNoun-ca
"Man"-properNoun-ca "Man"-properNoun-oc
"Manchoria"-properNoun-oc "Manxúria"-properNoun-ca
"Manxúria"-properNoun-ca "Manchoria"-properNoun-oc
"Manitòba"-properNoun-oc "Manitoba"-properNoun-ca
"Manitoba"-properNoun-ca "Manitòba"-properNoun-oc
"mar Blanca"-properNoun-oc "mar Blanc"-properNoun-ca
"mar Blanc"-properNoun-ca "mar Blanca"-properNoun-oc
"mar Cantabrica"-properNoun-oc "mar Cantàbrica"-properNoun-ca
"mar Cantabrica"-properNoun-oc "mar Cantàbric"-properNoun-ca
"mar Cantàbrica"-properNoun-ca "mar Cantabrica"-properNoun-oc
"mar Cantàbric"-properNoun-ca "mar Cantabrica"-properNoun-oc
"mar Negra"-properNoun-oc "mar Negre"-properNoun-ca
"mar Negre"-properNoun-ca "mar Negra"-properNoun-oc
"mar Roja"-properNoun-oc "mar Roig"-properNoun-ca
"mar Roig"-properNoun-ca "mar Roja"-properNoun-oc
"mar Tirrèna"-properNoun-oc "mar Tirrena"-properNoun-ca
"mar Tirrèna"-properNoun-oc "mar Tirrè"-properNoun-ca
"mar Tirrena"-properNoun-ca "mar Tirrèna"-properNoun-oc
"mar Tirrè"-properNoun-ca "mar Tirrèna"-properNoun-oc
"Marchas"-properNoun-oc "Marques"-properNoun-ca
"Marques"-properNoun-ca "Marchas"-properNoun-oc
"Mariannas"-properNoun-oc "Mariannes"-properNoun-ca
"Mariannes"-properNoun-ca "Mariannas"-properNoun-oc
"Marina Bassa"-properNoun-oc "Marina Baixa"-properNoun-ca
"Marina Baixa"-properNoun-ca "Marina Bassa"-properNoun-oc
"Marina Nauta"-properNoun-oc "Marina Alta"-properNoun-ca
"Marina Alta"-properNoun-ca "Marina Nauta"-properNoun-oc
"Marina Alta"-properNoun-ca "Marina Auta"-properNoun-oc
"Marina Auta"-properNoun-oc "Marina Alta"-properNoun-ca
"Marraquèsh"-properNoun-oc "Marràqueix"-properNoun-ca
"Marràqueix"-properNoun-ca "Marraquèsh"-properNoun-oc
"Mato Grosso"-properNoun-oc "Mato Grosso"-properNoun-ca
"Mato Grosso"-properNoun-ca "Mato Grosso"-properNoun-oc
"Mbabane"-properNoun-oc "Mbabane"-properNoun-ca
"Mbabane"-properNoun-ca "Mbabane"-properNoun-oc
"Medellín"-properNoun-oc "Medellín"-properNoun-ca
"Medellín"-properNoun-ca "Medellín"-properNoun-oc
"Menfis"-properNoun-oc "Memfis"-properNoun-ca
"Memfis"-properNoun-ca "Menfis"-properNoun-oc
"Memfis"-properNoun-ca "Memfis*"-properNoun-oc
"Memfis*"-properNoun-oc "Memfis"-properNoun-ca
"Messenia"-properNoun-oc "Messènia"-properNoun-ca
"Messènia"-properNoun-ca "Messenia"-properNoun-oc
"Modena"-properNoun-oc "Mòdena"-properNoun-ca
"Mòdena"-properNoun-ca "Modena"-properNoun-oc
"Monròvia"-properNoun-oc "Monròvia"-properNoun-ca
"Monròvia"-properNoun-ca "Monròvia"-properNoun-oc
"Montsià"-properNoun-oc "Montsià"-properNoun-ca
"Montsià"-properNoun-ca "Montsià"-properNoun-oc
"Montson"-properNoun-oc "Montsó"-properNoun-ca
"Montsó"-properNoun-ca "Montson"-properNoun-oc
"Mordovia"-properNoun-oc "Mordòvia"-properNoun-ca
"Mordòvia"-properNoun-ca "Mordovia"-properNoun-oc
"Moròni"-properNoun-oc "Moroni"-properNoun-ca
"Moroni"-properNoun-ca "Moròni"-properNoun-oc
"Mülhausen"-properNoun-oc "Mulhouse"-properNoun-ca
"Mulhouse"-properNoun-ca "Mülhausen"-properNoun-oc
"Nauta Cerdanha"-properNoun-oc "Alta Cerdanya"-properNoun-ca
"Alta Cerdanya"-properNoun-ca "Nauta Cerdanha"-properNoun-oc
"Alta Cerdanya"-properNoun-ca "Auta Cerdanha"-properNoun-oc
"Auta Cerdanha"-properNoun-oc "Alta Cerdanya"-properNoun-ca
"Nauta Ribagòrça"-properNoun-oc "Alta Ribagorça"-properNoun-ca
"Alta Ribagorça"-properNoun-ca "Nauta Ribagòrça"-properNoun-oc
"Alta Ribagorça"-properNoun-ca "Auta Ribagòrça"-properNoun-oc
"Auta Ribagòrça"-properNoun-oc "Alta Ribagorça"-properNoun-ca
"Naut Camp"-properNoun-oc "Alt Camp"-properNoun-ca
"Alt Camp"-properNoun-ca "Naut Camp"-properNoun-oc
"Alt Camp"-properNoun-ca "Aut Camp"-properNoun-oc
"Aut Camp"-properNoun-oc "Alt Camp"-properNoun-ca
"Naut Empordanm"-properNoun-oc "Alt Empordà"-properNoun-ca
"Alt Empordà"-properNoun-ca "Naut Empordanm"-properNoun-oc
"Alt Empordà"-properNoun-ca "Aut Empordan"-properNoun-oc
"Aut Empordan"-properNoun-oc "Alt Empordà"-properNoun-ca
"Naut Maestrat"-properNoun-oc "Alt Maestrat"-properNoun-ca
"Alt Maestrat"-properNoun-ca "Naut Maestrat"-properNoun-oc
"Alt Maestrat"-properNoun-ca "Aut Maestrat"-properNoun-oc
"Aut Maestrat"-properNoun-oc "Alt Maestrat"-properNoun-ca
"Naut Millars"-properNoun-oc "Alt Millars"-properNoun-ca
"Alt Millars"-properNoun-ca "Naut Millars"-properNoun-oc
"Alt Millars"-properNoun-ca "Aut Millars"-properNoun-oc
"Aut Millars"-properNoun-oc "Alt Millars"-properNoun-ca
"Naut Palància"-properNoun-oc "Alt Palància"-properNoun-ca
"Alt Palància"-properNoun-ca "Naut Palància"-properNoun-oc
"Alt Palància"-properNoun-ca "Aut Palància"-properNoun-oc
"Aut Palància"-properNoun-oc "Alt Palància"-properNoun-ca
"Naut Penedés"-properNoun-oc "Alt Penedès"-properNoun-ca
"Alt Penedès"-properNoun-ca "Naut Penedés"-properNoun-oc
"Alt Penedès"-properNoun-ca "Aut Penedés"-properNoun-oc
"Aut Penedés"-properNoun-oc "Alt Penedès"-properNoun-ca
"Naut Urgèl"-properNoun-oc "Alt Urgell"-properNoun-ca
"Alt Urgell"-properNoun-ca "Naut Urgèl"-properNoun-oc
"Alt Urgell"-properNoun-ca "Aut Urgèl"-properNoun-oc
"Aut Urgèl"-properNoun-oc "Alt Urgell"-properNoun-ca
"Naut Vinalopó"-properNoun-oc "Alt Vinalopó"-properNoun-ca
"Alt Vinalopó"-properNoun-ca "Naut Vinalopó"-properNoun-oc
"Alt Vinalopó"-properNoun-ca "Aut Vinalopó"-properNoun-oc
"Aut Vinalopó"-properNoun-oc "Alt Vinalopó"-properNoun-ca
"Noguèra"-properNoun-oc "Noguera"-properNoun-ca
"Noguera"-properNoun-ca "Noguèra"-properNoun-oc
"Novara"-properNoun-oc "Novara"-properNoun-ca
"Novara"-properNoun-ca "Novara"-properNoun-oc
"Nunavut"-properNoun-oc "Nunavut"-properNoun-ca
"Nunavut"-properNoun-ca "Nunavut"-properNoun-oc
"Nòva Delhi"-properNoun-oc "Nova Delhi"-properNoun-ca
"Nova Delhi"-properNoun-ca "Nòva Delhi"-properNoun-oc
"Nòva Galas del Sud"-properNoun-oc "Nova Gal·les del Sud"-properNoun-ca
"Nova Gal·les del Sud"-properNoun-ca "Nòva Galas del Sud"-properNoun-oc
"Nòva Orleans"-properNoun-oc "Nova Orleans"-properNoun-ca
"Nova Orleans"-properNoun-ca "Nòva Orleans"-properNoun-oc
"O Porto"-properNoun-oc "Porto"-properNoun-ca
"Porto"-properNoun-ca "O Porto"-properNoun-oc
"ocean Atlantic"-properNoun-oc "oceà Atlàntic"-properNoun-ca
"oceà Atlàntic"-properNoun-ca "ocean Atlantic"-properNoun-oc
"oceà Atlàntic"-properNoun-ca "ar Grana"-properNoun-oc
"oceà Atlàntic"-properNoun-ca "ar Granda"-properNoun-oc
"ar Grana"-properNoun-oc "oceà Atlàntic"-properNoun-ca
"ar Granda"-properNoun-oc "oceà Atlàntic"-properNoun-ca
"ocean Glacial Artic"-properNoun-oc "oceà Glacial Àrtic"-properNoun-ca
"oceà Glacial Àrtic"-properNoun-ca "ocean Glacial Artic"-properNoun-oc
"ocean Indian"-properNoun-oc "oceà Índic"-properNoun-ca
"oceà Índic"-properNoun-ca "ocean Indian"-properNoun-oc
"ocean Pacific"-properNoun-oc "oceà Pacífic"-properNoun-ca
"oceà Pacífic"-properNoun-ca "ocean Pacific"-properNoun-oc
"Odmortia"-properNoun-oc "Udmúrtia"-properNoun-ca
"Udmúrtia"-properNoun-ca "Odmortia"-properNoun-oc
"Olimpia"-properNoun-oc "Olímpia"-properNoun-ca
"Olímpia"-properNoun-ca "Olimpia"-properNoun-oc
"Oral"-properNoun-oc "Ural"-properNoun-ca
"Ural"-properNoun-ca "Oral"-properNoun-oc
"Orinòco"-properNoun-oc "Orinoco"-properNoun-ca
"Orinoco"-properNoun-ca "Orinòco"-properNoun-oc
"Oriòla"-properNoun-oc "Oriola"-properNoun-ca
"Oriola"-properNoun-ca "Oriòla"-properNoun-oc
"Orense"-properNoun-ca "Ourense"-properNoun-oc
"Pacific"-properNoun-oc "Pacífic"-properNoun-ca
"Pacífic"-properNoun-ca "Pacific"-properNoun-oc
"Palhars Jusan"-properNoun-oc "Pallars Jussà"-properNoun-ca
"Pallars Jussà"-properNoun-ca "Palhars Jusan"-properNoun-oc
"Palhars Sobeiran"-properNoun-oc "Pallars Sobirà"-properNoun-ca
"Pallars Sobirà"-properNoun-ca "Palhars Sobeiran"-properNoun-oc
"Palèrme"-properNoun-oc "Palerm"-properNoun-ca
"Palerm"-properNoun-ca "Palèrme"-properNoun-oc
"Pampalona"-properNoun-oc "Pamplona"-properNoun-ca
"Pamplona"-properNoun-ca "Pampalona"-properNoun-oc
"Paramaribo"-properNoun-oc "Paramaribo"-properNoun-ca
"Paramaribo"-properNoun-ca "Paramaribo"-properNoun-oc
"Pavia"-properNoun-oc "Pavia"-properNoun-ca
"Pavia"-properNoun-ca "Pavia"-properNoun-oc
"Païses Catalans"-properNoun-oc "Països Catalans"-properNoun-ca
"Països Catalans"-properNoun-ca "Païses Catalans"-properNoun-oc
"Païses de Líger"-properNoun-oc "País del Loira"-properNoun-ca
"País del Loira"-properNoun-ca "Païses de Líger"-properNoun-oc
"Peloponès"-properNoun-oc "Peloponès"-properNoun-ca
"Peloponès"-properNoun-ca "Peloponès"-properNoun-oc
"Phnompenh"-properNoun-oc "Phnom Penh"-properNoun-ca
"Phnom Penh"-properNoun-ca "Phnompenh"-properNoun-oc
"Plana Auta"-properNoun-oc "Plana Alta"-properNoun-ca
"Plana Alta"-properNoun-ca "Plana Auta"-properNoun-oc
"Plana d'Utiel"-properNoun-oc "Plana d'Utiel"-properNoun-ca
"Plana d'Utiel"-properNoun-ca "Plana d'Utiel"-properNoun-oc
"Plan de l'Estanh"-properNoun-oc "Pla de l'Estany"-properNoun-ca
"Pla de l'Estany"-properNoun-ca "Plan de l'Estanh"-properNoun-oc
"Plan d'Urgèl"-properNoun-oc "Pla d'Urgell"-properNoun-ca
"Pla d'Urgell"-properNoun-ca "Plan d'Urgèl"-properNoun-oc
"Port au Prince"-properNoun-oc "Port-au-Prince"-properNoun-ca
"Port-au-Prince"-properNoun-ca "Port au Prince"-properNoun-oc
"Priorat"-properNoun-oc "Priorat"-properNoun-ca
"Priorat"-properNoun-ca "Priorat"-properNoun-oc
"Prishtina"-properNoun-oc "Pristina"-properNoun-ca
"Pristina"-properNoun-ca "Prishtina"-properNoun-oc
"Pò"-properNoun-oc "Po"-properNoun-ca
"Po"-properNoun-ca "Pò"-properNoun-oc
"Quio"-properNoun-oc "Quios"-properNoun-ca
"Quios"-properNoun-ca "Quio"-properNoun-oc
"Racó d'Ademús"-properNoun-oc "Racó d'Ademús"-properNoun-ca
"Racó d'Ademús"-properNoun-ca "Racó d'Ademús"-properNoun-oc
"Ragusa"-properNoun-oc "Ragusa"-properNoun-ca
"Ragusa"-properNoun-ca "Ragusa"-properNoun-oc
"Rangon"-properNoun-oc "Yangon"-properNoun-ca
"Yangon"-properNoun-ca "Rangon"-properNoun-oc
"Recife"-properNoun-oc "Recife"-properNoun-ca
"Recife"-properNoun-ca "Recife"-properNoun-oc
"Rems"-properNoun-oc "Reims"-properNoun-ca
"Reims"-properNoun-ca "Rems"-properNoun-oc
"Ren del Nòrd Vestfàlia"-properNoun-oc "Rin del Nord-Westfàlia"-properNoun-ca
"Rin del Nord-Westfàlia"-properNoun-ca "Ren del Nòrd Vestfàlia"-properNoun-oc
"Reykjavík"-properNoun-oc "Reykjavík"-properNoun-ca
"Reykjavík"-properNoun-ca "Reykjavík"-properNoun-oc
"Ribièra Auta"-properNoun-oc "Ribera Alta"-properNoun-ca
"Ribera Alta"-properNoun-ca "Ribièra Auta"-properNoun-oc
"Ribièra Bassa"-properNoun-oc "Ribera Baixa"-properNoun-ca
"Ribera Baixa"-properNoun-ca "Ribièra Bassa"-properNoun-oc
"Ribera Baixa"-properNoun-ca "Ribèra Baisha"-properNoun-oc
"Ribèra Baisha"-properNoun-oc "Ribera Baixa"-properNoun-ca
"Ribièra d'Èbre"-properNoun-oc "Ribera d'Ebre"-properNoun-ca
"Ribera d'Ebre"-properNoun-ca "Ribièra d'Èbre"-properNoun-oc
"Ripolís"-properNoun-oc "Ripollès"-properNoun-ca
"Ripollès"-properNoun-ca "Ripolís"-properNoun-oc
"Roazhon"-properNoun-oc "Rennes"-properNoun-ca
"Rennes"-properNoun-ca "Roazhon"-properNoun-oc
"Rocosas"-properNoun-oc "Rocalloses"-properNoun-ca
"Rocalloses"-properNoun-ca "Rocosas"-properNoun-oc
"Ròchafòrt"-properNoun-oc "Rochefort"-properNoun-ca
"Rochefort"-properNoun-ca "Ròchafòrt"-properNoun-oc
"Ròdes"-properNoun-oc "Rodes"-properNoun-ca
"Rodes"-properNoun-ca "Ròdes"-properNoun-oc
"Sagont"-properNoun-oc "Sagunt"-properNoun-ca
"Sagunt"-properNoun-ca "Sagont"-properNoun-oc
"Sahèl"-properNoun-oc "Sahel"-properNoun-ca
"Sahel"-properNoun-ca "Sahèl"-properNoun-oc
"Sahel"-properNoun-ca "Saèl"-properNoun-oc
"Saèl"-properNoun-oc "Sahel"-properNoun-ca
"Saigon"-properNoun-oc "Saigon"-properNoun-ca
"Saigon"-properNoun-ca "Saigon"-properNoun-oc
"Saint John's"-properNoun-oc "Saint John's"-properNoun-ca
"Saint John's"-properNoun-ca "Saint John's"-properNoun-oc
"Salamon"-properNoun-oc "Salomó"-properNoun-ca
"Salomó"-properNoun-ca "Salamon"-properNoun-oc
"Salsas"-properNoun-oc "Salses"-properNoun-ca
"Salses"-properNoun-ca "Salsas"-properNoun-oc
"Salèrne"-properNoun-oc "Salern"-properNoun-ca
"Salern"-properNoun-ca "Salèrne"-properNoun-oc
"Samotràcia"-properNoun-oc "Samotràcia"-properNoun-ca
"Samotràcia"-properNoun-ca "Samotràcia"-properNoun-oc
"Sanaa"-properNoun-oc "Sana"-properNoun-ca
"Sana"-properNoun-ca "Sanaa"-properNoun-oc
"San Salvador"-properNoun-oc "San Salvador"-properNoun-ca
"San Salvador"-properNoun-ca "San Salvador"-properNoun-oc
"Sant Domingo"-properNoun-oc "Santo Domingo"-properNoun-ca
"Santo Domingo"-properNoun-ca "Sant Domingo"-properNoun-oc
"Sant Laurenç"-properNoun-oc "Sant Llorenç"-properNoun-ca
"Sant Llorenç"-properNoun-ca "Sant Laurenç"-properNoun-oc
"Sant Sebastian"-properNoun-oc "Sant Sebastià"-properNoun-ca
"Sant Sebastià"-properNoun-ca "Sant Sebastian"-properNoun-oc
"Sant Vincenç e las Grenadinas"-properNoun-oc "Saint Vincent i les Grenadines"-properNoun-ca
"Saint Vincent i les Grenadines"-properNoun-ca "Sant Vincenç e las Grenadinas"-properNoun-oc
"Saskatchewan"-properNoun-oc "Saskatchewan"-properNoun-ca
"Saskatchewan"-properNoun-ca "Saskatchewan"-properNoun-oc
"Sava"-properNoun-oc "Sava"-properNoun-ca
"Sava"-properNoun-ca "Sava"-properNoun-oc
"Segrià"-properNoun-oc "Segrià"-properNoun-ca
"Segrià"-properNoun-ca "Segrià"-properNoun-oc
"Segòvia"-properNoun-oc "Segòvia"-properNoun-ca
"Segòvia"-properNoun-ca "Segòvia"-properNoun-oc
"Selva Negra"-properNoun-oc "Selva Negra"-properNoun-ca
"Selva Negra"-properNoun-ca "Selva Negra"-properNoun-oc
"Sinai"-properNoun-oc "Sinaí"-properNoun-ca
"Sinaí"-properNoun-ca "Sinai"-properNoun-oc
"Sinaí"-properNoun-ca "Sinaí"-properNoun-oc
"Sinaí"-properNoun-oc "Sinaí"-properNoun-ca
"Sirdarià"-properNoun-oc "Sirdarià"-properNoun-ca
"Sirdarià"-properNoun-ca "Sirdarià"-properNoun-oc
"Solsonís"-properNoun-oc "Solsonès"-properNoun-ca
"Solsonès"-properNoun-ca "Solsonís"-properNoun-oc
"Soàbia"-properNoun-oc "Suàbia"-properNoun-ca
"Suàbia"-properNoun-ca "Soàbia"-properNoun-oc
"Suèz"-properNoun-oc "Suez"-properNoun-ca
"Suez"-properNoun-ca "Suèz"-properNoun-oc
"São Paulo"-properNoun-oc "São Paulo"-properNoun-ca
"São Paulo"-properNoun-ca "São Paulo"-properNoun-oc
"Tage"-properNoun-oc "Tajo"-properNoun-ca
"Tajo"-properNoun-ca "Tage"-properNoun-oc
"Tarragonís"-properNoun-oc "Tarragonès"-properNoun-ca
"Tarragonès"-properNoun-ca "Tarragonís"-properNoun-oc
"Tashkent"-properNoun-oc "Taixkent"-properNoun-ca
"Taixkent"-properNoun-ca "Tashkent"-properNoun-oc
"Taixkent"-properNoun-ca "Toshkent"-properNoun-oc
"Toshkent"-properNoun-oc "Taixkent"-properNoun-ca
"Tecin"-properNoun-oc "Ticino"-properNoun-ca
"Ticino"-properNoun-ca "Tecin"-properNoun-oc
"Teròl"-properNoun-oc "Terol"-properNoun-ca
"Terol"-properNoun-ca "Teròl"-properNoun-oc
"Tessalonica"-properNoun-oc "Tessalònica"-properNoun-ca
"Tessalònica"-properNoun-ca "Tessalonica"-properNoun-oc
"Transnístria"-properNoun-oc "Transnístria"-properNoun-ca
"Transnístria"-properNoun-ca "Transnístria"-properNoun-oc
"Trevèri"-properNoun-oc "Trèveris"-properNoun-ca
"Trèveris"-properNoun-ca "Trevèri"-properNoun-oc
