"confortablement"-adverb-fr "komforte"-adverb-eo
"Madrid"-noun-eo "Madrid"-properNoun-fr
"Madrid"-properNoun-eo "Madrid"-properNoun-fr
"Montenegro"-noun-eo "Monténégro"-properNoun-fr
"Monténégro"-properNoun-fr "Montenegro"-noun-eo
"Navarra"-noun-eo "Navarre"-properNoun-fr
"Navarre"-properNoun-fr "Navarra"-noun-eo
"Navarre"-properNoun-fr "Navarra"-properNoun-eo
"Navarra"-properNoun-eo "Navarre"-properNoun-fr
"Roma"-noun-eo "Rome"-properNoun-fr
"Rome"-properNoun-fr "Roma"-noun-eo
"Rome"-properNoun-fr "Roma"-properNoun-eo
"Rome"-properNoun-fr "Romo"-noun-eo
"Roma"-properNoun-eo "Rome"-properNoun-fr
"Romo"-noun-eo "Rome"-properNoun-fr
"Unix"-properNoun-eo "Unix"-properNoun-fr
"Unix"-properNoun-fr "Unix"-properNoun-eo
"Windows"-properNoun-eo "Windows"-properNoun-fr
"Windows"-properNoun-fr "Windows"-properNoun-eo
"au moins"-adverb-fr "minimume"-adverb-eo
"minimume"-adverb-eo "au moins"-adverb-fr
"allègrement"-adverb-fr "ĝoje"-adverb-eo
"ĝoje"-adverb-eo "allègrement"-adverb-fr
"Santander"-properNoun-fr "Santander"-noun-eo
"Santander"-noun-eo "Santander"-properNoun-fr
"Achille"-properNoun-fr "Achille"-properNoun-eo
"Achille"-properNoun-fr "Achille"-noun-eo
"Achille"-properNoun-eo "Achille"-properNoun-fr
"Achille"-noun-eo "Achille"-properNoun-fr
"Enrique"-properNoun-fr "Enrique"-noun-eo
"Enrique"-properNoun-fr "Enrique"-properNoun-eo
"Enrique"-noun-eo "Enrique"-properNoun-fr
"Enrique"-properNoun-eo "Enrique"-properNoun-fr
"Ferdinand"-properNoun-fr "Ferdinand"-properNoun-eo
"Ferdinand"-properNoun-fr "Ferdinand"-noun-eo
"Ferdinand"-properNoun-eo "Ferdinand"-properNoun-fr
"Ferdinand"-noun-eo "Ferdinand"-properNoun-fr
"Guadalupe"-properNoun-eo "Guadeloupe"-properNoun-fr
"Guadeloupe"-properNoun-fr "Guadalupe"-properNoun-eo
"Hollande"-properNoun-fr "Hollande"-properNoun-eo
"Hollande"-properNoun-fr "Hollande"-noun-eo
"Hollande"-properNoun-eo "Hollande"-properNoun-fr
"Hollande"-noun-eo "Hollande"-properNoun-fr
"Javier"-properNoun-fr "Javier"-noun-eo
"Javier"-properNoun-fr "Javier"-properNoun-eo
"Javier"-noun-eo "Javier"-properNoun-fr
"Javier"-properNoun-eo "Javier"-properNoun-fr
"José"-properNoun-fr "José"-noun-eo
"José"-properNoun-fr "José"-properNoun-eo
"José"-noun-eo "José"-properNoun-fr
"José"-properNoun-eo "José"-properNoun-fr
"Lima"-properNoun-fr "Lima"-noun-eo
"Lima"-properNoun-fr "Lima"-properNoun-eo
"Lima"-noun-eo "Lima"-properNoun-fr
"Lima"-properNoun-eo "Lima"-properNoun-fr
"Manuel"-properNoun-fr "Manuel"-noun-eo
"Manuel"-properNoun-fr "Manuel"-properNoun-eo
"Manuel"-noun-eo "Manuel"-properNoun-fr
"Manuel"-properNoun-eo "Manuel"-properNoun-fr
"Martín"-properNoun-fr "Martín"-noun-eo
"Martín"-properNoun-fr "Martín"-properNoun-eo
"Martín"-noun-eo "Martín"-properNoun-fr
"Martín"-properNoun-eo "Martín"-properNoun-fr
"Melilla"-properNoun-eo "Melilla"-properNoun-fr
"Melilla"-properNoun-fr "Melilla"-properNoun-eo
"Montserrat"-properNoun-fr "Montserrat"-noun-eo
"Montserrat"-properNoun-fr "Montserrat"-properNoun-eo
"Montserrat"-noun-eo "Montserrat"-properNoun-fr
"Montserrat"-properNoun-eo "Montserrat"-properNoun-fr
"París"-noun-eo "Paris"-properNoun-fr
"Paris"-properNoun-fr "París"-noun-eo
"Paris"-properNoun-fr "París"-properNoun-eo
"París"-properNoun-eo "Paris"-properNoun-fr
"terkulturisto"-noun-eo "agriculteur"-noun-fr
"agriculteur"-noun-fr "terkulturisto"-noun-eo
"kunkulpeco"-noun-eo "complicité"-noun-fr
"complicité"-noun-fr "kunkulpeco"-noun-eo
"cynisme"-noun-fr "cinikeco"-noun-eo
"cinikeco"-noun-eo "cynisme"-noun-fr
"dévaluation"-noun-fr "devaluto"-noun-eo
"devaluto"-noun-eo "dévaluation"-noun-fr
"duplication"-noun-fr "duobligo"-noun-eo
"duobligo"-noun-eo "duplication"-noun-fr
"fée"-noun-fr "feino"-noun-eo
"feino"-noun-eo "fée"-noun-fr
"handball"-noun-fr "manpilko"-noun-eo
"manpilko"-noun-eo "handball"-noun-fr
"internaute"-noun-fr "retumanto"-noun-eo
"retumanto"-noun-eo "internaute"-noun-fr
"légalisation"-noun-fr "legalizo"-noun-eo
"legalizo"-noun-eo "légalisation"-noun-fr
"observatoire"-noun-fr "observejo"-noun-eo
"observejo"-noun-eo "observatoire"-noun-fr
"legomejo"-noun-eo "verger"-noun-fr
"verger"-noun-fr "legomejo"-noun-eo
"prolifération"-noun-fr "multobliĝo"-noun-eo
"multobliĝo"-noun-eo "prolifération"-noun-fr
"reptile"-noun-fr "rampulo"-noun-eo
"rampulo"-noun-eo "reptile"-noun-fr
"autodétermination"-noun-fr "memdispono"-noun-eo
"memdispono"-noun-eo "autodétermination"-noun-fr
"skieur"-noun-fr "skianto"-noun-eo
"skianto"-noun-eo "skieur"-noun-fr
"vibration"-noun-fr "vibrado"-noun-eo
"vibrado"-noun-eo "vibration"-noun-fr
"vice-président"-noun-fr "vicprezidento"-noun-eo
"vicprezidento"-noun-eo "vice-président"-noun-fr
"vierge"-noun-fr "virgulino"-noun-eo
"virgulino"-noun-eo "vierge"-noun-fr
"scandinave"-adjective-fr "skandinava"-adjective-eo
"skandinava"-adjective-eo "scandinave"-adjective-fr
"somalien"-adjective-fr "somalia"-adjective-eo
"somalia"-adjective-eo "somalien"-adjective-fr
"kinematografia"-adjective-eo "cinématographique"-adjective-fr
"cinématographique"-adjective-fr "kinematografia"-adjective-eo
"contradictoire"-adjective-fr "kontraŭdira"-adjective-eo
"kontraŭdira"-adjective-eo "contradictoire"-adjective-fr
"eksploda"-adjective-eo "explosif"-adjective-fr
"explosif"-adjective-fr "eksploda"-adjective-eo
"inefficace"-adjective-fr "neefika"-adjective-eo
"neefika"-adjective-eo "inefficace"-adjective-fr
"olympique"-adjective-fr "olimpia"-adjective-eo
"olimpia"-adjective-eo "olympique"-adjective-fr
"postvivanta"-adjective-eo "survivant"-adjective-fr
"survivant"-adjective-fr "postvivanta"-adjective-eo
"Séville"-properNoun-fr "Sevilla"-noun-eo
"Séville"-properNoun-fr "Sevilla"-properNoun-eo
"Sevilla"-noun-eo "Séville"-properNoun-fr
"Sevilla"-properNoun-eo "Séville"-properNoun-fr
"Montpellier"-properNoun-fr "Montpellier"-noun-eo
"Montpellier"-noun-eo "Montpellier"-properNoun-fr
"salajrata"-adjective-eo "salarié"-adjective-fr
"salarié"-adjective-fr "salajrata"-adjective-eo
"étincelle"-noun-fr "sparko"-noun-eo
"sparko"-noun-eo "étincelle"-noun-fr
"rekapabligo"-noun-eo "réhabilitation"-noun-fr
"réhabilitation"-noun-fr "rekapabligo"-noun-eo
"Abbott"-properNoun-fr "Abbott"-noun-eo
"Abbott"-noun-eo "Abbott"-properNoun-fr
"Bilbao"-properNoun-fr "Bilbao"-noun-eo
"Bilbao"-noun-eo "Bilbao"-properNoun-fr
"Michel"-properNoun-fr "Michel"-noun-eo
"Michel"-properNoun-fr "Michel"-properNoun-eo
"Michel"-noun-eo "Michel"-properNoun-fr
"Michel"-properNoun-eo "Michel"-properNoun-fr
"Schneider"-properNoun-fr "Schneider"-noun-eo
"Schneider"-noun-eo "Schneider"-properNoun-fr
"Michelin"-properNoun-fr "Michelin"-noun-eo
"Michelin"-noun-eo "Michelin"-properNoun-fr
"Rochefort"-properNoun-fr "Rochefort"-noun-eo
"Rochefort"-noun-eo "Rochefort"-properNoun-fr
"Shakespeare"-properNoun-fr "Shakespeare"-noun-eo
"Shakespeare"-properNoun-fr "Shakespeare"-properNoun-eo
"Shakespeare"-noun-eo "Shakespeare"-properNoun-fr
"Shakespeare"-properNoun-eo "Shakespeare"-properNoun-fr
"Voltaire"-properNoun-fr "Voltaire"-noun-eo
"Voltaire"-properNoun-fr "Voltaire"-properNoun-eo
"Voltaire"-noun-eo "Voltaire"-properNoun-fr
"Voltaire"-properNoun-eo "Voltaire"-properNoun-fr
"Ferrari"-properNoun-fr "Ferrari"-noun-eo
"Ferrari"-noun-eo "Ferrari"-properNoun-fr
"Ford"-properNoun-fr "Ford"-noun-eo
"Ford"-noun-eo "Ford"-properNoun-fr
"Valero"-properNoun-fr "Valero"-noun-eo
"Valero"-noun-eo "Valero"-properNoun-fr
"Toulouse"-properNoun-fr "Toulouse"-noun-eo
"Toulouse"-properNoun-fr "Toulouse"-properNoun-eo
"Toulouse"-noun-eo "Toulouse"-properNoun-fr
"Toulouse"-properNoun-eo "Toulouse"-properNoun-fr
"astura"-adjective-eo "asturien"-adjective-fr
"asturien"-adjective-fr "astura"-adjective-eo
"toleremo"-noun-eo "tolérance"-noun-fr
"tolérance"-noun-fr "toleremo"-noun-eo
"bourdonner"-verb-fr "zumi"-verb-eo
"zumi"-verb-eo "bourdonner"-verb-fr
"Bombardier"-properNoun-fr "Bombardier"-noun-eo
"Bombardier"-noun-eo "Bombardier"-properNoun-fr
"Suzuki"-properNoun-fr "Suzuki"-noun-eo
"Suzuki"-noun-eo "Suzuki"-properNoun-fr
"Lyon"-properNoun-fr "Lyon"-noun-eo
"Lyon"-noun-eo "Lyon"-properNoun-fr
"Lorenzo"-properNoun-fr "Lorenzo"-properNoun-eo
"Lorenzo"-properNoun-fr "Lorenzo"-noun-eo
"Lorenzo"-properNoun-eo "Lorenzo"-properNoun-fr
"Lorenzo"-noun-eo "Lorenzo"-properNoun-fr
"Inés"-properNoun-eo "Inés"-properNoun-fr
"Inés"-properNoun-fr "Inés"-properNoun-eo
"Julián"-properNoun-eo "Julián"-properNoun-fr
"Julián"-properNoun-fr "Julián"-properNoun-eo
"Julián"-properNoun-fr "Julián"-noun-eo
"Julián"-noun-eo "Julián"-properNoun-fr
"Alexandre"-properNoun-fr "Alexandre"-properNoun-eo
"Alexandre"-properNoun-fr "Alexandre"-noun-eo
"Alexandre"-properNoun-eo "Alexandre"-properNoun-fr
"Alexandre"-noun-eo "Alexandre"-properNoun-fr
"Chaumont"-properNoun-fr "Chaumont"-noun-eo
"Chaumont"-noun-eo "Chaumont"-properNoun-fr
"Corse"-properNoun-fr "Korsikio"-properNoun-eo
"Korsikio"-properNoun-eo "Corse"-properNoun-fr
"Abel"-properNoun-eo "Abel"-properNoun-fr
"Abel"-properNoun-fr "Abel"-properNoun-eo
"Abel"-properNoun-fr "Abel"-noun-eo
"Abel"-noun-eo "Abel"-properNoun-fr
"Quimper"-properNoun-fr "Quimper"-noun-eo
"Quimper"-noun-eo "Quimper"-properNoun-fr
"Trias"-properNoun-eo "Trias"-properNoun-fr
"Trias"-properNoun-fr "Trias"-properNoun-eo
"Trias"-properNoun-fr "Trias"-noun-eo
"Trias"-noun-eo "Trias"-properNoun-fr
"Aurélien"-properNoun-fr "Aurélien"-properNoun-eo
"Aurélien"-properNoun-fr "Aurélien"-noun-eo
"Aurélien"-properNoun-eo "Aurélien"-properNoun-fr
"Aurélien"-noun-eo "Aurélien"-properNoun-fr
"Susana"-properNoun-eo "Susana"-properNoun-fr
"Susana"-properNoun-fr "Susana"-properNoun-eo
"Dominique"-properNoun-fr "Dominique"-properNoun-eo
"Dominique"-properNoun-fr "Dominique"-noun-eo
"Dominique"-properNoun-eo "Dominique"-properNoun-fr
"Dominique"-noun-eo "Dominique"-properNoun-fr
"Elisa"-properNoun-eo "Elisa"-properNoun-fr
"Elisa"-properNoun-fr "Elisa"-properNoun-eo
"Leonor"-properNoun-eo "Leonor"-properNoun-fr
"Leonor"-properNoun-fr "Leonor"-properNoun-eo
"Étienne"-properNoun-fr "Étienne"-properNoun-eo
"Étienne"-properNoun-fr "Étienne"-noun-eo
"Étienne"-properNoun-eo "Étienne"-properNoun-fr
"Étienne"-noun-eo "Étienne"-properNoun-fr
"Christian"-properNoun-fr "Christian"-properNoun-eo
"Christian"-properNoun-eo "Christian"-properNoun-fr
"Gaston"-properNoun-eo "Gaston"-properNoun-fr
"Gaston"-properNoun-fr "Gaston"-properNoun-eo
"Gaston"-properNoun-fr "Gaston"-noun-eo
"Gaston"-noun-eo "Gaston"-properNoun-fr
"Beauvais"-properNoun-fr "Beauvais"-noun-eo
"Beauvais"-noun-eo "Beauvais"-properNoun-fr
"Alphonse"-properNoun-fr "Alphonse"-properNoun-eo
"Alphonse"-properNoun-fr "Alphonse"-noun-eo
"Alphonse"-properNoun-eo "Alphonse"-properNoun-fr
"Alphonse"-noun-eo "Alphonse"-properNoun-fr
"Florian"-properNoun-fr "Florian"-properNoun-eo
"Florian"-properNoun-fr "Florian"-noun-eo
"Florian"-properNoun-eo "Florian"-properNoun-fr
"Florian"-noun-eo "Florian"-properNoun-fr
"Frislando"-properNoun-eo "Frise"-properNoun-fr
"Frise"-properNoun-fr "Frislando"-properNoun-eo
"Joaquín"-properNoun-eo "Joaquín"-properNoun-fr
"Joaquín"-properNoun-fr "Joaquín"-properNoun-eo
"Camille"-properNoun-fr "Camille"-properNoun-eo
"Camille"-properNoun-fr "Camille"-noun-eo
"Camille"-properNoun-eo "Camille"-properNoun-fr
"Camille"-noun-eo "Camille"-properNoun-fr
"Seine"-properNoun-fr "Sena"-properNoun-eo
"Seine"-properNoun-fr "Sena"-noun-eo
"Sena"-properNoun-eo "Seine"-properNoun-fr
"Sena"-noun-eo "Seine"-properNoun-fr
"Médicis"-properNoun-fr "Médicis"-properNoun-eo
"Médicis"-properNoun-fr "Médicis"-noun-eo
"Médicis"-properNoun-eo "Médicis"-properNoun-fr
"Médicis"-noun-eo "Médicis"-properNoun-fr
"Bruno"-properNoun-fr "Bruno"-noun-eo
"Bruno"-noun-eo "Bruno"-properNoun-fr
"Laurent"-properNoun-fr "Laurent"-properNoun-eo
"Laurent"-properNoun-fr "Laurent"-noun-eo
"Laurent"-properNoun-eo "Laurent"-properNoun-fr
"Laurent"-noun-eo "Laurent"-properNoun-fr
"Valence"-properNoun-fr "València"-noun-eo
"Valence"-properNoun-fr "València"-properNoun-eo
"Valence"-properNoun-fr "Valence"-noun-eo
"València"-noun-eo "Valence"-properNoun-fr
"València"-properNoun-eo "Valence"-properNoun-fr
"Valence"-noun-eo "Valence"-properNoun-fr
"Warner"-properNoun-fr "Warner"-noun-eo
"Warner"-noun-eo "Warner"-properNoun-fr
"César"-properNoun-fr "César"-noun-eo
"César"-properNoun-fr "César"-properNoun-eo
"César"-noun-eo "César"-properNoun-fr
"César"-properNoun-eo "César"-properNoun-fr
"sunnite"-adjective-fr "sunaisma"-adjective-eo
"sunaisma"-adjective-eo "sunnite"-adjective-fr
"Félix"-properNoun-eo "Félix"-properNoun-fr
"Félix"-properNoun-fr "Félix"-properNoun-eo
"Félix"-properNoun-fr "Félix"-noun-eo
"Félix"-noun-eo "Félix"-properNoun-fr
"Elsa"-properNoun-eo "Elsa"-properNoun-fr
"Elsa"-properNoun-fr "Elsa"-properNoun-eo
"Hubert"-properNoun-fr "Hubert"-properNoun-eo
"Hubert"-properNoun-fr "Hubert"-noun-eo
"Hubert"-properNoun-eo "Hubert"-properNoun-fr
"Hubert"-noun-eo "Hubert"-properNoun-fr
"Frédéric"-properNoun-fr "Frédéric"-properNoun-eo
"Frédéric"-properNoun-fr "Frédéric"-noun-eo
"Frédéric"-properNoun-eo "Frédéric"-properNoun-fr
"Frédéric"-noun-eo "Frédéric"-properNoun-fr
"Nicolás"-properNoun-eo "Nicolás"-properNoun-fr
"Nicolás"-properNoun-fr "Nicolás"-properNoun-eo
"Arthur"-properNoun-fr "Arthur"-properNoun-eo
"Arthur"-properNoun-fr "Arthur"-noun-eo
"Arthur"-properNoun-eo "Arthur"-properNoun-fr
"Arthur"-noun-eo "Arthur"-properNoun-fr
"Adolphe"-properNoun-fr "Adolphe"-properNoun-eo
"Adolphe"-properNoun-fr "Adolphe"-noun-eo
"Adolphe"-properNoun-eo "Adolphe"-properNoun-fr
"Adolphe"-noun-eo "Adolphe"-properNoun-fr
"Patrick"-properNoun-fr "Patrick"-properNoun-eo
"Patrick"-properNoun-fr "Patrick"-noun-eo
"Patrick"-properNoun-eo "Patrick"-properNoun-fr
"Patrick"-noun-eo "Patrick"-properNoun-fr
"Denis"-properNoun-eo "Denis"-properNoun-fr
"Denis"-properNoun-fr "Denis"-properNoun-eo
"Denis"-properNoun-fr "Denis"-noun-eo
"Denis"-noun-eo "Denis"-properNoun-fr
"Clément"-properNoun-fr "Clément"-properNoun-eo
"Clément"-properNoun-fr "Clément"-noun-eo
"Clément"-properNoun-eo "Clément"-properNoun-fr
"Clément"-noun-eo "Clément"-properNoun-fr
"Vincent"-properNoun-eo "Vincent"-properNoun-fr
"Vincent"-properNoun-fr "Vincent"-properNoun-eo
"Vincent"-properNoun-fr "Vincent"-noun-eo
"Vincent"-noun-eo "Vincent"-properNoun-fr
"Augustin"-properNoun-fr "Augustin"-properNoun-eo
"Augustin"-properNoun-fr "Augustin"-noun-eo
"Augustin"-properNoun-eo "Augustin"-properNoun-fr
"Augustin"-noun-eo "Augustin"-properNoun-fr
"Darío"-properNoun-eo "Darío"-properNoun-fr
"Darío"-properNoun-fr "Darío"-properNoun-eo
"Abbas"-properNoun-fr "Abbas"-properNoun-eo
"Abbas"-properNoun-fr "Abbas"-noun-eo
"Abbas"-properNoun-eo "Abbas"-properNoun-fr
"Abbas"-noun-eo "Abbas"-properNoun-fr
"Ottawa"-properNoun-eo "Ottawa"-properNoun-fr
"Ottawa"-properNoun-fr "Ottawa"-properNoun-eo
"Ottawa"-properNoun-fr "Ottawa"-noun-eo
"Ottawa"-noun-eo "Ottawa"-properNoun-fr
"Émile"-properNoun-fr "Émile"-properNoun-eo
"Émile"-properNoun-fr "Émile"-noun-eo
"Émile"-properNoun-eo "Émile"-properNoun-fr
"Émile"-noun-eo "Émile"-properNoun-fr
"Ramón"-properNoun-fr "Ramón"-properNoun-eo
"Ramón"-properNoun-fr "Ramón"-noun-eo
"Ramón"-properNoun-eo "Ramón"-properNoun-fr
"Ramón"-noun-eo "Ramón"-properNoun-fr
"Martial"-properNoun-fr "Martial"-properNoun-eo
"Martial"-properNoun-fr "Martial"-noun-eo
"Martial"-properNoun-eo "Martial"-properNoun-fr
"Martial"-noun-eo "Martial"-properNoun-fr
"Angers"-properNoun-fr "Angers"-noun-eo
"Angers"-noun-eo "Angers"-properNoun-fr
"Victoria"-properNoun-fr "Victoria"-properNoun-eo
"Victoria"-properNoun-fr "Victoria"-noun-eo
"Victoria"-properNoun-eo "Victoria"-properNoun-fr
"Victoria"-noun-eo "Victoria"-properNoun-fr
"Cristóbal"-properNoun-eo "Cristóbal"-properNoun-fr
"Cristóbal"-properNoun-fr "Cristóbal"-properNoun-eo
"Cristóbal"-properNoun-fr "Cristóbal"-noun-eo
"Cristóbal"-noun-eo "Cristóbal"-properNoun-fr
"Albi"-properNoun-fr "Albi"-noun-eo
"Albi"-noun-eo "Albi"-properNoun-fr
"Benjamin"-properNoun-fr "Benjamin"-properNoun-eo
"Benjamin"-properNoun-fr "Benjamin"-noun-eo
"Benjamin"-properNoun-eo "Benjamin"-properNoun-fr
"Benjamin"-noun-eo "Benjamin"-properNoun-fr
"Ignacio"-properNoun-fr "Ignacio"-properNoun-eo
"Ignacio"-properNoun-fr "Ignacio"-noun-eo
"Ignacio"-properNoun-eo "Ignacio"-properNoun-fr
"Ignacio"-noun-eo "Ignacio"-properNoun-fr
"Damien"-properNoun-fr "Damien"-properNoun-eo
"Damien"-properNoun-fr "Damien"-noun-eo
"Damien"-properNoun-eo "Damien"-properNoun-fr
"Damien"-noun-eo "Damien"-properNoun-fr
"Hérault"-properNoun-fr "Hérault"-noun-eo
"Hérault"-noun-eo "Hérault"-properNoun-fr
"Gustave"-properNoun-fr "Gustave"-properNoun-eo
"Gustave"-properNoun-fr "Gustave"-noun-eo
"Gustave"-properNoun-eo "Gustave"-properNoun-fr
"Gustave"-noun-eo "Gustave"-properNoun-fr
"Edgar"-properNoun-eo "Edgar"-properNoun-fr
"Edgar"-properNoun-fr "Edgar"-properNoun-eo
"Alain"-properNoun-eo "Alain"-properNoun-fr
"Alain"-properNoun-fr "Alain"-properNoun-eo
"Alain"-properNoun-fr "Alain"-noun-eo
"Alain"-noun-eo "Alain"-properNoun-fr
"Eugène"-properNoun-fr "Eugène"-properNoun-eo
"Eugène"-properNoun-fr "Eugène"-noun-eo
"Eugène"-properNoun-eo "Eugène"-properNoun-fr
"Eugène"-noun-eo "Eugène"-properNoun-fr
"Sylvain"-properNoun-fr "Sylvain"-properNoun-eo
"Sylvain"-properNoun-fr "Sylvain"-noun-eo
"Sylvain"-properNoun-eo "Sylvain"-properNoun-fr
"Sylvain"-noun-eo "Sylvain"-properNoun-fr
"Fontaine"-properNoun-fr "Fontaine"-noun-eo
"Fontaine"-noun-eo "Fontaine"-properNoun-fr
"Alfred"-properNoun-fr "Alfred"-properNoun-eo
"Alfred"-properNoun-fr "Alfred"-noun-eo
"Alfred"-properNoun-eo "Alfred"-properNoun-fr
"Alfred"-noun-eo "Alfred"-properNoun-fr
"Jacob"-properNoun-fr "Jacob"-properNoun-eo
"Jacob"-properNoun-fr "Jacob"-noun-eo
"Jacob"-properNoun-eo "Jacob"-properNoun-fr
"Jacob"-noun-eo "Jacob"-properNoun-fr
"Pascal"-properNoun-eo "Pascal"-properNoun-fr
"Pascal"-properNoun-fr "Pascal"-properNoun-eo
"Pascal"-properNoun-fr "Pascal"-noun-eo
"Pascal"-noun-eo "Pascal"-properNoun-fr
"René"-properNoun-fr "René"-properNoun-eo
"René"-properNoun-fr "René"-noun-eo
"René"-properNoun-eo "René"-properNoun-fr
"René"-noun-eo "René"-properNoun-fr
"Limoges"-properNoun-fr "Limoges"-noun-eo
"Limoges"-noun-eo "Limoges"-properNoun-fr
"Ernest"-properNoun-eo "Ernest"-properNoun-fr
"Ernest"-properNoun-fr "Ernest"-properNoun-eo
"Bertrand"-properNoun-fr "Bertrand"-properNoun-eo
"Bertrand"-properNoun-fr "Bertrand"-noun-eo
"Bertrand"-properNoun-eo "Bertrand"-properNoun-fr
"Bertrand"-noun-eo "Bertrand"-properNoun-fr
"Claude"-properNoun-fr "Claude"-properNoun-eo
"Claude"-properNoun-fr "Claude"-noun-eo
"Claude"-properNoun-eo "Claude"-properNoun-fr
"Claude"-noun-eo "Claude"-properNoun-fr
"Victor"-properNoun-fr "Victor"-properNoun-eo
"Victor"-properNoun-fr "Victor"-noun-eo
"Victor"-properNoun-eo "Victor"-properNoun-fr
"Victor"-noun-eo "Victor"-properNoun-fr
"Lucien"-properNoun-fr "Lucien"-properNoun-eo
"Lucien"-properNoun-fr "Lucien"-noun-eo
"Lucien"-properNoun-eo "Lucien"-properNoun-fr
"Lucien"-noun-eo "Lucien"-properNoun-fr
"Roche"-properNoun-fr "Roche"-noun-eo
"Roche"-noun-eo "Roche"-properNoun-fr
