"Aalst"-properNoun-eo "Aalst"-properNoun-fr
"lektoreco"-noun-eo "lectorat"-noun-fr
"lectorat"-noun-fr "lektoreco"-noun-eo
"Le Lamentin"-properNoun-eo "Le Lamentin"-properNoun-fr
"Le Lamentin"-properNoun-fr "Le Lamentin"-properNoun-eo
"Lemano"-properNoun-eo "Lac Léman"-properNoun-fr
"Lemano"-properNoun-eo "Leman"-properNoun-fr
"Lac Léman"-properNoun-fr "Lemano"-properNoun-eo
"Leman"-properNoun-fr "Lemano"-properNoun-eo
"Le Mée-sur-Seine"-properNoun-eo "Le Mée-sur-Seine"-properNoun-fr
"Le Mée-sur-Seine"-properNoun-fr "Le Mée-sur-Seine"-properNoun-eo
"lemno"-noun-eo "lentille d'eau"-noun-fr
"lentille d'eau"-noun-fr "lemno"-noun-eo
"Le Moule"-properNoun-eo "Le Moule"-properNoun-fr
"Le Moule"-properNoun-fr "Le Moule"-properNoun-eo
"Le Perreux-sur-Marne"-properNoun-eo "Le Perreux-sur-Marne"-properNoun-fr
"Le Perreux-sur-Marne"-properNoun-fr "Le Perreux-sur-Marne"-properNoun-eo
"Le Petit-Quevilly"-properNoun-eo "Le Petit-Quevilly"-properNoun-fr
"Le Petit-Quevilly"-properNoun-fr "Le Petit-Quevilly"-properNoun-eo
"Le Plessis-Robinson"-properNoun-eo "Le Plessis-Robinson"-properNoun-fr
"Le Plessis-Robinson"-properNoun-fr "Le Plessis-Robinson"-properNoun-eo
"Le Port"-properNoun-eo "Le Port"-properNoun-fr
"Le Port"-properNoun-fr "Le Port"-properNoun-eo
"leporulo"-noun-eo "lagomorphe"-noun-fr
"lagomorphe"-noun-fr "leporulo"-noun-eo
"lernoservo"-noun-eo "apprentissage en entreprise"-noun-fr
"lernoservo"-noun-eo "stage d'apprentissage"-noun-fr
"apprentissage en entreprise"-noun-fr "lernoservo"-noun-eo
"stage d'apprentissage"-noun-fr "lernoservo"-noun-eo
"Le Robert"-properNoun-eo "Le Robert"-properNoun-fr
"Le Robert"-properNoun-fr "Le Robert"-properNoun-eo
"Le Rœulx"-properNoun-eo "Le Rœulx"-properNoun-fr
"Le Rœulx"-properNoun-fr "Le Rœulx"-properNoun-eo
"malin"-noun-fr "ruzulo"-noun-eo
"ruzulo"-noun-eo "malin"-noun-fr
"Les Abymes"-properNoun-eo "Les Abymes"-properNoun-fr
"Les Abymes"-properNoun-fr "Les Abymes"-properNoun-eo
"Les Lilas"-properNoun-eo "Les Lilas"-properNoun-fr
"Les Lilas"-properNoun-fr "Les Lilas"-properNoun-eo
"Les Mureaux"-properNoun-eo "Les Mureaux"-properNoun-fr
"Les Mureaux"-properNoun-fr "Les Mureaux"-properNoun-eo
"Les Pavillons-sous-Bois"-properNoun-eo "Les Pavillons-sous-Bois"-properNoun-fr
"Les Pavillons-sous-Bois"-properNoun-fr "Les Pavillons-sous-Bois"-properNoun-eo
"lespedezo"-noun-eo "lespédèze"-noun-fr
"lespédèze"-noun-fr "lespedezo"-noun-eo
"Les Pennes-Mirabeau"-properNoun-eo "Les Pennes-Mirabeau"-properNoun-fr
"Les Pennes-Mirabeau"-properNoun-fr "Les Pennes-Mirabeau"-properNoun-eo
"Lessines"-properNoun-eo "Lessines"-properNoun-fr
"Lessines"-properNoun-fr "Lessines"-properNoun-eo
"L'Est Républicain"-properNoun-eo "l'Est Républicain"-properNoun-fr
"l'Est Républicain"-properNoun-fr "L'Est Républicain"-properNoun-eo
"Les Ulis"-properNoun-eo "Les Ulis"-properNoun-fr
"Les Ulis"-properNoun-fr "Les Ulis"-properNoun-eo
"Le Tampon"-properNoun-eo "Le Tampon"-properNoun-fr
"Le Tampon"-properNoun-fr "Le Tampon"-properNoun-eo
"leteri"-verb-eo "écrire à"-verb-fr
"écrire à"-verb-fr "leteri"-verb-eo
"leterkolombo"-noun-eo "pigeon voyageur"-noun-fr
"pigeon voyageur"-noun-fr "leterkolombo"-noun-eo
"Lethbridge"-properNoun-eo "Lethbridge"-properNoun-fr
"Lethbridge"-properNoun-fr "Lethbridge"-properNoun-eo
"leŭkojo"-noun-eo "nivéole"-noun-fr
"nivéole"-noun-fr "leŭkojo"-noun-eo
"nivéole"-noun-fr "martofloro"-noun-eo
"martofloro"-noun-eo "nivéole"-noun-fr
"Leuze-en-Hainaut"-properNoun-eo "Leuze-en-Hainaut"-properNoun-fr
"Leuze-en-Hainaut"-properNoun-fr "Leuze-en-Hainaut"-properNoun-eo
"leva"-adjective-eo "élévateur"-adjective-fr
"élévateur"-adjective-fr "leva"-adjective-eo
"Levallois-Perret"-properNoun-eo "Levallois-Perret"-properNoun-fr
"Levallois-Perret"-properNoun-fr "Levallois-Perret"-properNoun-eo
"Lévis"-properNoun-eo "Lévis"-properNoun-fr
"Lévis"-properNoun-fr "Lévis"-properNoun-eo
"levjatano"-noun-eo "léviathan"-noun-fr
"léviathan"-noun-fr "levjatano"-noun-eo
"L'Haÿ-les-Roses"-properNoun-eo "L'Haÿ-les-Roses"-properNoun-fr
"L'Haÿ-les-Roses"-properNoun-fr "L'Haÿ-les-Roses"-properNoun-eo
"lia"-pronoun-eo "sien"-pronoun-fr
"sien"-pronoun-fr "lia"-pronoun-eo
"liaso"-noun-eo "Lias"-noun-fr
"Lias"-noun-fr "liaso"-noun-eo
"libera profesio"-noun-eo "profession libérale"-noun-fr
"profession libérale"-noun-fr "libera profesio"-noun-eo
"libera ŝoto"-noun-eo "coup-franc"-noun-fr
"coup-franc"-noun-fr "libera ŝoto"-noun-eo
"liberigita"-adjective-eo "affranchi"-adjective-fr
"affranchi"-adjective-fr "liberigita"-adjective-eo
"liberstila"-adjective-eo "freestyle"-adjective-fr
"freestyle"-adjective-fr "liberstila"-adjective-eo
"libervetura"-adjective-eo "freeride"-adjective-fr
"freeride"-adjective-fr "libervetura"-adjective-eo
"Libourne"-properNoun-eo "Libourne"-properNoun-fr
"Libourne"-properNoun-fr "Libourne"-properNoun-eo
"licencplato"-noun-eo "plaque d'immatriculation"-noun-fr
"licencplato"-noun-eo "plaque minéralogique"-noun-fr
"plaque d'immatriculation"-noun-fr "licencplato"-noun-eo
"plaque minéralogique"-noun-fr "licencplato"-noun-eo
"liĉiarbo"-noun-eo "litchi"-noun-fr
"litchi"-noun-fr "liĉiarbo"-noun-eo
"litchi"-noun-fr "liĉio"-noun-eo
"litchi"-noun-fr "liĉiujo"-noun-eo
"liĉio"-noun-eo "litchi"-noun-fr
"liĉiujo"-noun-eo "litchi"-noun-fr
"lieĝa"-adjective-eo "liégeois"-adjective-fr
"liégeois"-adjective-fr "lieĝa"-adjective-eo
"lieĝano"-noun-eo "Liégeois"-noun-fr
"Liégeois"-noun-fr "lieĝano"-noun-eo
"Liero"-properNoun-eo "Lierre"-properNoun-fr
"Lierre"-properNoun-fr "Liero"-properNoun-eo
"Lierre"-properNoun-fr "Lierre"-properNoun-eo
"Lierre"-properNoun-eo "Lierre"-properNoun-fr
"Liévin"-properNoun-eo "Liévin"-properNoun-fr
"Liévin"-properNoun-fr "Liévin"-properNoun-eo
"lignolaboristo"-noun-eo "forestier"-noun-fr
"forestier"-noun-fr "lignolaboristo"-noun-eo
"bupreste"-noun-fr "lignoskarabo"-noun-eo
"ver de bois"-noun-fr "lignoskarabo"-noun-eo
"liguro"-noun-eo "Ligure"-noun-fr
"Ligure"-noun-fr "liguro"-noun-eo
"lilano"-noun-eo "Lillois"-noun-fr
"Lillois"-noun-fr "lilano"-noun-eo
"Lilas"-properNoun-eo "Lilas"-properNoun-fr
"Lilas"-properNoun-fr "Lilas"-properNoun-eo
"limando"-noun-eo "limande"-noun-fr
"limande"-noun-fr "limando"-noun-eo
"Limbourg"-properNoun-eo "Limbourg"-properNoun-fr
"Limbourg"-properNoun-fr "Limbourg"-properNoun-eo
"limeriko"-noun-eo "limerick"-noun-fr
"limerick"-noun-fr "limeriko"-noun-eo
"limesinfimo"-noun-eo "limite inférieure"-noun-fr
"limite inférieure"-noun-fr "limesinfimo"-noun-eo
"limesosupremo"-noun-eo "limite supérieure"-noun-fr
"limite supérieure"-noun-fr "limesosupremo"-noun-eo
"limfatisme"-adverb-eo "lymphatiquement"-adverb-fr
"lymphatiquement"-adverb-fr "limfatisme"-adverb-eo
"lymphatiquement"-adverb-fr "limfe"-adverb-eo
"limfe"-adverb-eo "lymphatiquement"-adverb-fr
"limfatulo"-noun-eo "lymphatique"-noun-fr
"lymphatique"-noun-fr "limfatulo"-noun-eo
"limlando"-noun-eo "pays frontalier"-noun-fr
"limlando"-noun-eo "zone frontalière"-noun-fr
"pays frontalier"-noun-fr "limlando"-noun-eo
"zone frontalière"-noun-fr "limlando"-noun-eo
"limnologiisto"-noun-eo "limnologiste"-noun-fr
"limnologiste"-noun-fr "limnologiisto"-noun-eo
"limnologiste"-noun-fr "limnologo"-noun-eo
"limnologo"-noun-eo "limnologiste"-noun-fr
"limnologo"-noun-eo "limnologue"-noun-fr
"limnologue"-noun-fr "limnologo"-noun-eo
"limoĝa"-adjective-eo "limogeois"-adjective-fr
"limogeois"-adjective-fr "limoĝa"-adjective-eo
"limoĝano"-noun-eo "Limogeois"-noun-fr
"Limogeois"-noun-fr "limoĝano"-noun-eo
"limokazo"-noun-eo "cas extrême"-noun-fr
"limokazo"-noun-eo "cas limite"-noun-fr
"cas extrême"-noun-fr "limokazo"-noun-eo
"cas limite"-noun-fr "limokazo"-noun-eo
"lineara algebro"-noun-eo "algèbre linéaire"-noun-fr
"algèbre linéaire"-noun-fr "lineara algebro"-noun-eo
"lineara kombinaĵo"-noun-eo "combinaison linéaire"-noun-fr
"combinaison linéaire"-noun-fr "lineara kombinaĵo"-noun-eo
"lineare dependa"-adjective-eo "linéairement dépendant"-adjective-fr
"linéairement dépendant"-adjective-fr "lineare dependa"-adjective-eo
"lingvaj faciligoj"-noun-eo "facilités linguistiques"-noun-fr
"facilités linguistiques"-noun-fr "lingvaj faciligoj"-noun-eo
"lingvoplanado"-noun-eo "aménagement linguistique"-noun-fr
"aménagement linguistique"-noun-fr "lingvoplanado"-noun-eo
"lingvopolitiko"-noun-eo "politique linguistique"-noun-fr
"politique linguistique"-noun-fr "lingvopolitiko"-noun-eo
"lingvoprojekto"-noun-eo "projet de langue"-noun-fr
"projet de langue"-noun-fr "lingvoprojekto"-noun-eo
"lingvosento"-noun-eo "sentiment linguistique"-noun-fr
"sentiment linguistique"-noun-fr "lingvosento"-noun-eo
"réglé"-adjective-fr "regulema"-adjective-eo
"regulema"-adjective-eo "réglé"-adjective-fr
"linolea tolo"-noun-eo "linoleum"-noun-fr
"linoleum"-noun-fr "linolea tolo"-noun-eo
"lio"-noun-eo "li"-noun-fr
"li"-noun-fr "lio"-noun-eo
"lirikisto"-noun-eo "poète lyrique"-noun-fr
"poète lyrique"-noun-fr "lirikisto"-noun-eo
"Lisieux"-properNoun-eo "Lisieux"-properNoun-fr
"Lisieux"-properNoun-fr "Lisieux"-properNoun-eo
"listelo"-noun-eo "listel"-noun-fr
"listel"-noun-fr "listelo"-noun-eo
"litaĵo"-noun-eo "literie"-noun-fr
"literie"-noun-fr "litaĵo"-noun-eo
"litcimo"-noun-eo "punaise des lits"-noun-fr
"punaise des lits"-noun-fr "litcimo"-noun-eo
"literatura premio"-noun-eo "prix littéraire"-noun-fr
"prix littéraire"-noun-fr "literatura premio"-noun-eo
"literaturisto"-noun-eo "homme de lettres"-noun-fr
"literaturisto"-noun-eo "littérateur"-noun-fr
"homme de lettres"-noun-fr "literaturisto"-noun-eo
"littérateur"-noun-fr "literaturisto"-noun-eo
"litkadro"-noun-eo "cadre de lit"-noun-fr
"cadre de lit"-noun-fr "litkadro"-noun-eo
"litorino"-noun-eo "bigorneau"-noun-fr
"litorino"-noun-eo "bigornot"-noun-fr
"bigorneau"-noun-fr "litorino"-noun-eo
"bigornot"-noun-fr "litorino"-noun-eo
"litote"-noun-fr "maltroigo"-noun-eo
"maltroigo"-noun-eo "litote"-noun-fr
"litotuko"-noun-eo "drap de lit"-noun-fr
"drap de lit"-noun-fr "litotuko"-noun-eo
"livido"-noun-eo "livédo"-noun-fr
"livédo"-noun-fr "livido"-noun-eo
"Livry-Gargan"-properNoun-eo "Livry-Gargan"-properNoun-fr
"Livry-Gargan"-properNoun-fr "Livry-Gargan"-properNoun-eo
"lobii"-verb-eo "faire du lobbying"-verb-fr
"faire du lobbying"-verb-fr "lobii"-verb-eo
"lobio"-noun-eo "groupe de pression"-noun-fr
"groupe de pression"-noun-fr "lobio"-noun-eo
"loĝanto de Besançon"-noun-eo "Bisontin"-noun-fr
"Bisontin"-noun-fr "loĝanto de Besançon"-noun-eo
"loĝanto de Sochaux"-noun-eo "Sochalien"-noun-fr
"Sochalien"-noun-fr "loĝanto de Sochaux"-noun-eo
"loĝanto de Toul"-noun-eo "Toulois"-noun-fr
"Toulois"-noun-fr "loĝanto de Toul"-noun-eo
"logaritma derivaĵo"-noun-eo "dérivée logarithmique"-noun-fr
"dérivée logarithmique"-noun-fr "logaritma derivaĵo"-noun-eo
"logaritma spiralo"-noun-eo "spirale logarithmique"-noun-fr
"spirale logarithmique"-noun-fr "logaritma spiralo"-noun-eo
"loĝaŭto"-noun-eo "camping-car"-noun-fr
"camping-car"-noun-fr "loĝaŭto"-noun-eo
"logika operacio"-noun-eo "fonction logique"-noun-fr
"logika operacio"-noun-eo "opération logique"-noun-fr
"fonction logique"-noun-fr "logika operacio"-noun-eo
"opération logique"-noun-fr "logika operacio"-noun-eo
"logistike"-adverb-eo "logistiquement"-adverb-fr
"logistiquement"-adverb-fr "logistike"-adverb-eo
"logistiquement"-adverb-fr "loĝistike"-adverb-eo
"loĝistike"-adverb-eo "logistiquement"-adverb-fr
"logistiko"-noun-eo "logique mathématique"-noun-fr
"logique mathématique"-noun-fr "logistiko"-noun-eo
"logique mathématique"-noun-fr "matematika logiko"-noun-eo
"matematika logiko"-noun-eo "logique mathématique"-noun-fr
"Loglano"-properNoun-eo "Loglan"-properNoun-fr
"Loglan"-properNoun-fr "Loglano"-properNoun-eo
"loĵbana"-adjective-eo "lojbaniste"-adjective-fr
"lojbaniste"-adjective-fr "loĵbana"-adjective-eo
"loĵbanisto"-noun-eo "lojbaniste"-noun-fr
"lojbaniste"-noun-fr "loĵbanisto"-noun-eo
"Loĵbano"-properNoun-eo "Lojban"-properNoun-fr
"Lojban"-properNoun-fr "Loĵbano"-properNoun-eo
"lojto"-noun-eo "lotte"-noun-fr
"lotte"-noun-fr "lojto"-noun-eo
"loka reto"-noun-eo "LAN"-noun-fr
"loka reto"-noun-eo "réseau local"-noun-fr
"LAN"-noun-fr "loka reto"-noun-eo
"réseau local"-noun-fr "loka reto"-noun-eo
"lokaĵaro"-noun-eo "paramètre régional"-noun-fr
"paramètre régional"-noun-fr "lokaĵaro"-noun-eo
"paramètre régional"-noun-fr "lokaĵo"-noun-eo
"lokaĵo"-noun-eo "paramètre régional"-noun-fr
"lokaro"-noun-eo "lieu géométrique"-noun-fr
"lieu géométrique"-noun-fr "lokaro"-noun-eo
"lokaŭti"-verb-eo "lockouter"-verb-fr
"lockouter"-verb-fr "lokaŭti"-verb-eo
"lockout"-noun-fr "mastrostriko"-noun-eo
"mastrostriko"-noun-eo "lockout"-noun-fr
"mastrostriko"-noun-eo "lock-out"-noun-fr
"Lokeren"-properNoun-eo "Lokeren"-properNoun-fr
"Lokeren"-properNoun-fr "Lokeren"-properNoun-eo
"loknombro"-noun-eo "nombre d'arguments"-noun-fr
"nombre d'arguments"-noun-fr "loknombro"-noun-eo
"loko de morto"-noun-eo "lieu de décès"-noun-fr
"lieu de décès"-noun-fr "loko de morto"-noun-eo
"lombardejo"-noun-eo "mont-de-piété"-noun-fr
"mont-de-piété"-noun-fr "lombardejo"-noun-eo
"lombardisto"-noun-eo "prêteur sur gages"-noun-fr
"prêteur sur gages"-noun-fr "lombardisto"-noun-eo
"Lomme"-properNoun-eo "Lomme"-properNoun-fr
"Lomme"-properNoun-fr "Lomme"-properNoun-eo
"Lommel"-properNoun-eo "Lommel"-properNoun-fr
"Lommel"-properNoun-fr "Lommel"-properNoun-eo
"longanarbo"-noun-eo "longanier"-noun-fr
"longanier"-noun-fr "longanarbo"-noun-eo
"longanier"-noun-fr "longanujo"-noun-eo
"longanujo"-noun-eo "longanier"-noun-fr
"longano"-noun-eo "longane"-noun-fr
"longane"-noun-fr "longano"-noun-eo
"longdaŭreco"-noun-eo "perennité"-noun-fr
"perennité"-noun-fr "longdaŭreco"-noun-eo
"longigita cikloido"-noun-eo "cycloïde allongée"-noun-fr
"cycloïde allongée"-noun-fr "longigita cikloido"-noun-eo
"longigita epicikloido"-noun-eo "épicycloïde allongée"-noun-fr
"épicycloïde allongée"-noun-fr "longigita epicikloido"-noun-eo
"longigita hipocikloido"-noun-eo "hypocycloïde allongée"-noun-fr
"hypocycloïde allongée"-noun-fr "longigita hipocikloido"-noun-eo
"Longjumeau"-properNoun-eo "Longjumeau"-properNoun-fr
"Longjumeau"-properNoun-fr "Longjumeau"-properNoun-eo
"Longueuil"-properNoun-eo "Longueuil"-properNoun-fr
"Longueuil"-properNoun-fr "Longueuil"-properNoun-eo
"Looz"-properNoun-eo "Looz"-properNoun-fr
"Looz"-properNoun-fr "Looz"-properNoun-eo
"Lo-Reninge"-properNoun-eo "Lo-Reninge"-properNoun-fr
"Lo-Reninge"-properNoun-fr "Lo-Reninge"-properNoun-eo
"Lormont"-properNoun-eo "Lormont"-properNoun-fr
"Lormont"-properNoun-fr "Lormont"-properNoun-eo
"lorneto"-noun-eo "lorgnette"-noun-fr
"lorgnette"-noun-fr "lorneto"-noun-eo
"lotilo"-noun-eo "billet de loterie"-noun-fr
"billet de loterie"-noun-fr "lotilo"-noun-eo
"lotludo"-noun-eo "loto"-noun-fr
"loto"-noun-fr "lotludo"-noun-eo
"Lucerno"-properNoun-eo "Lucerne"-properNoun-fr
"Lucerne"-properNoun-fr "Lucerno"-properNoun-eo
"lufo"-noun-eo "courge-éponge"-noun-fr
"courge-éponge"-noun-fr "lufo"-noun-eo
"lugro"-noun-eo "lougre"-noun-fr
"lougre"-noun-fr "lugro"-noun-eo
"luiganto"-noun-eo "bailleur"-noun-fr
"bailleur"-noun-fr "luiganto"-noun-eo
"lukse"-adverb-eo "luxueusement"-adverb-fr
"luxueusement"-adverb-fr "lukse"-adverb-eo
"lukumo"-noun-eo "loukoum"-noun-fr
"lukumo"-noun-eo "rahat-loukoum"-noun-fr
"loukoum"-noun-fr "lukumo"-noun-eo
"rahat-loukoum"-noun-fr "lukumo"-noun-eo
"lumbildo"-noun-eo "transparent"-noun-fr
"transparent"-noun-fr "lumbildo"-noun-eo
"lumdisko"-noun-eo "disque optique"-noun-fr
"lumdisko"-noun-eo "disque compact"-noun-fr
"disque optique"-noun-fr "lumdisko"-noun-eo
"disque compact"-noun-fr "lumdisko"-noun-eo
"lumfibro"-noun-eo "fibre optique"-noun-fr
"fibre optique"-noun-fr "lumfibro"-noun-eo
"lumineskaĵo"-noun-eo "luminophore"-noun-fr
"lumineskaĵo"-noun-eo "substance luminescente"-noun-fr
"luminophore"-noun-fr "lumineskaĵo"-noun-eo
"substance luminescente"-noun-fr "lumineskaĵo"-noun-eo
"lumkondukilo"-noun-eo "guide de lumière"-noun-fr
"guide de lumière"-noun-fr "lumkondukilo"-noun-eo
"lunde matene"-adverb-eo "lundi matin"-adverb-fr
"lundi matin"-adverb-fr "lunde matene"-adverb-eo
"lunde nokte"-adverb-eo "lundi soir"-adverb-fr
"lundi soir"-adverb-fr "lunde nokte"-adverb-eo
"lundi soir"-adverb-fr "lunde vespere"-adverb-eo
"lunde vespere"-adverb-eo "lundi soir"-adverb-fr
"lunde posttagmeze"-adverb-eo "lundi après-midi"-adverb-fr
"lundi après-midi"-adverb-fr "lunde posttagmeze"-adverb-eo
"Lunel"-properNoun-eo "Lunel"-properNoun-fr
"Lunel"-properNoun-fr "Lunel"-properNoun-eo
"Lunéville"-properNoun-eo "Lunéville"-properNoun-fr
"Lunéville"-properNoun-fr "Lunéville"-properNoun-eo
"luparaneo"-noun-eo "araignée-loup"-noun-fr
"araignée-loup"-noun-fr "luparaneo"-noun-eo
"luprezo"-noun-eo "taux de loyer"-noun-fr
"taux de loyer"-noun-fr "luprezo"-noun-eo
"Maaseik"-properNoun-eo "Maaseik"-properNoun-fr
"Maaseik"-properNoun-fr "Maaseik"-properNoun-eo
"maato"-noun-eo "sous-officier de marine"-noun-fr
"sous-officier de marine"-noun-fr "maato"-noun-eo
"maco"-noun-eo "pain azyme"-noun-fr
"pain azyme"-noun-fr "maco"-noun-eo
"maĉtabako"-noun-eo "chique"-noun-fr
"chique"-noun-fr "maĉtabako"-noun-eo
"madagaskarano"-noun-eo "Malgache"-noun-fr
"Malgache"-noun-fr "madagaskarano"-noun-eo
"madejro"-noun-eo "madère"-noun-fr
"madère"-noun-fr "madejro"-noun-eo
"mafie"-adverb-eo "maffieusement"-adverb-fr
"mafie"-adverb-eo "mafieusement"-adverb-fr
"maffieusement"-adverb-fr "mafie"-adverb-eo
"mafieusement"-adverb-fr "mafie"-adverb-eo
"maĝangi"-verb-eo "jouer au ma-jong"-verb-fr
"jouer au ma-jong"-verb-fr "maĝangi"-verb-eo
"maĝango"-noun-eo "mah-jong"-noun-fr
"maĝango"-noun-eo "ma-jong"-noun-fr
"mah-jong"-noun-fr "maĝango"-noun-eo
"ma-jong"-noun-fr "maĝango"-noun-eo
"magia lanterno"-noun-eo "lanterne magique"-noun-fr
"lanterne magique"-noun-fr "magia lanterno"-noun-eo
"magiaĵo"-noun-eo "tour de magie"-noun-fr
"tour de magie"-noun-fr "magiaĵo"-noun-eo
"magneta disko"-noun-eo "disque magnétique"-noun-fr
"disque magnétique"-noun-fr "magneta disko"-noun-eo
"Mahabarato"-properNoun-eo "Mahâbhârata"-properNoun-fr
"Mahâbhârata"-properNoun-fr "Mahabarato"-properNoun-eo
"Mahajano"-properNoun-eo "Mahâyâna"-properNoun-fr
"Mahâyâna"-properNoun-fr "Mahajano"-properNoun-eo
"Mahaviro"-properNoun-eo "Mahavira"-properNoun-fr
"Mahavira"-properNoun-fr "Mahaviro"-properNoun-eo
"Maisons-Alfort"-properNoun-eo "Maisons-Alfort"-properNoun-fr
"Maisons-Alfort"-properNoun-fr "Maisons-Alfort"-properNoun-eo
"Maisons-Laffitte"-properNoun-eo "Maisons-Laffitte"-properNoun-fr
"Maisons-Laffitte"-properNoun-fr "Maisons-Laffitte"-properNoun-eo
"majskarabo"-noun-eo "ver blanc"-noun-fr
"ver blanc"-noun-fr "majskarabo"-noun-eo
"ver blanc"-noun-fr "melolonto"-noun-eo
"melolonto"-noun-eo "ver blanc"-noun-fr
"Makintoŝo"-properNoun-eo "macintosh"-properNoun-fr
"macintosh"-properNoun-fr "Makintoŝo"-properNoun-eo
"makintoŝulo"-noun-eo "utilisateur de macintosh"-noun-fr
"utilisateur de macintosh"-noun-fr "makintoŝulo"-noun-eo
"maksimumiganto"-noun-eo "point de maximum"-noun-fr
"point de maximum"-noun-fr "maksimumiganto"-noun-eo
"malagrafi"-verb-eo "dégrafer"-verb-fr
"dégrafer"-verb-fr "malagrafi"-verb-eo
"Malakoff"-properNoun-eo "Malakoff"-properNoun-fr
"Malakoff"-properNoun-fr "Malakoff"-properNoun-eo
"malakorde"-adverb-eo "inharmonieusement"-adverb-fr
"inharmonieusement"-adverb-fr "malakorde"-adverb-eo
"inharmonieusement"-adverb-fr "malharmonie"-adverb-eo
"malharmonie"-adverb-eo "inharmonieusement"-adverb-fr
"malakordigeble"-adverb-eo "antagoniquement"-adverb-fr
"malakordigeble"-adverb-eo "antinomiquement"-adverb-fr
"malakordigeble"-adverb-eo "incompatiblement"-adverb-fr
"malakordigeble"-adverb-eo "irréconciliablement"-adverb-fr
"antagoniquement"-adverb-fr "malakordigeble"-adverb-eo
"antagoniquement"-adverb-fr "neakordigeble"-adverb-eo
"antinomiquement"-adverb-fr "malakordigeble"-adverb-eo
"antinomiquement"-adverb-fr "neakordigeble"-adverb-eo
"incompatiblement"-adverb-fr "malakordigeble"-adverb-eo
"incompatiblement"-adverb-fr "neakordigeble"-adverb-eo
"irréconciliablement"-adverb-fr "malakordigeble"-adverb-eo
"irréconciliablement"-adverb-fr "neakordigeble"-adverb-eo
"neakordigeble"-adverb-eo "antagoniquement"-adverb-fr
"neakordigeble"-adverb-eo "antinomiquement"-adverb-fr
"neakordigeble"-adverb-eo "incompatiblement"-adverb-fr
"neakordigeble"-adverb-eo "irréconciliablement"-adverb-fr
"divergence de vues"-noun-fr "misakordo"-noun-eo
"misakordo"-noun-eo "divergence de vues"-noun-fr
"misakordo"-noun-eo "fausse note"-noun-fr
"mésentente"-noun-fr "nekompreno"-noun-eo
"nekompreno"-noun-eo "mésentente"-noun-fr
"nekompreno"-noun-eo "mésintelligence"-noun-fr
"arrière"-noun-fr "ŝotanto"-noun-eo
"ŝotanto"-noun-eo "arrière"-noun-fr
"malavantaĝito"-noun-eo "défavorisé"-noun-fr
"défavorisé"-noun-fr "malavantaĝito"-noun-eo
"de mauvais augure"-adjective-fr "omena"-adjective-eo
"omena"-adjective-eo "de mauvais augure"-adjective-fr
"malbonavida"-adjective-eo "malvoyant"-adjective-fr
"malvoyant"-adjective-fr "malbonavida"-adjective-eo
"malbonavidulo"-noun-eo "malvoyant"-noun-fr
"malvoyant"-noun-fr "malbonavidulo"-noun-eo
"malbonvolemo"-noun-eo "malveillance"-noun-fr
"malveillance"-noun-fr "malbonvolemo"-noun-eo
"malbonvolulo"-noun-eo "malveillant"-noun-fr
"malveillant"-noun-fr "malbonvolulo"-noun-eo
"lupanar"-noun-fr "malĉastejo"-noun-eo
"lupanar"-noun-fr "prostituejo"-noun-eo
"malĉastulo"-noun-eo "libertin"-noun-fr
"libertin"-noun-fr "malĉastulo"-noun-eo
"malcedemo"-noun-eo "intransigeance"-noun-fr
"intransigeance"-noun-fr "malcedemo"-noun-eo
"intransigeance"-noun-fr "malfleksebleco"-noun-eo
"intransigeance"-noun-fr "sencedemo"-noun-eo
"malfleksebleco"-noun-eo "intransigeance"-noun-fr
"sencedemo"-noun-eo "intransigeance"-noun-fr
"maldekstra klaso"-noun-eo "classe à gauche"-noun-fr
"classe à gauche"-noun-fr "maldekstra klaso"-noun-eo
"maldekstre de"-preposition-eo "à gauche de"-preposition-fr
"à gauche de"-preposition-fr "maldekstre de"-preposition-eo
"maldekstrema"-adjective-eo "gauchiste"-adjective-fr
"maldekstrema"-adjective-eo "gauchisant"-adjective-fr
"gauchiste"-adjective-fr "maldekstrema"-adjective-eo
"gauchisant"-adjective-fr "maldekstrema"-adjective-eo
"malderivaĵo"-noun-eo "dérivé régressif"-noun-fr
"malderivaĵo"-noun-eo "intégrale indéfinie"-noun-fr
"malderivaĵo"-noun-eo "primitive"-noun-fr
"dérivé régressif"-noun-fr "malderivaĵo"-noun-eo
"intégrale indéfinie"-noun-fr "malderivaĵo"-noun-eo
"intégrale indéfinie"-noun-fr "nedifinita integralo"-noun-eo
"primitive"-noun-fr "malderivaĵo"-noun-eo
"primitive"-noun-fr "nedifinita integralo"-noun-eo
"nedifinita integralo"-noun-eo "intégrale indéfinie"-noun-fr
"nedifinita integralo"-noun-eo "primitive"-noun-fr
"malegaligo"-noun-eo "tie-break"-noun-fr
"tie-break"-noun-fr "malegaligo"-noun-eo
"malesotere"-adverb-eo "exotériquement"-adverb-fr
"exotériquement"-adverb-fr "malesotere"-adverb-eo
"malfeliĉigilo"-noun-eo "porte-malheur"-noun-fr
"porte-malheur"-noun-fr "malfeliĉigilo"-noun-eo
"tièdement"-adverb-fr "tepide"-adverb-eo
"tepide"-adverb-eo "tièdement"-adverb-fr
"tiédeur"-noun-fr "tepideco"-noun-eo
