"n'importe quel"-determiner-fr "ajna"-determiner-eo
"genro"-noun-eo "genre"-noun-fr
"fabrication"-noun-fr "fabrikado"-noun-eo
"fabrikado"-noun-eo "fabrication"-noun-fr
"rendement"-noun-fr "rendimento"-noun-eo
"rendimento"-noun-eo "rendement"-noun-fr
"production"-noun-fr "produktado"-noun-eo
"produktado"-noun-eo "production"-noun-fr
"réussite"-noun-fr "sukceso"-noun-eo
"sukceso"-noun-eo "réussite"-noun-fr
"sukceso"-noun-eo "succès"-noun-fr
"succès"-noun-fr "sukceso"-noun-eo
"capital"-noun-fr "kapitalo"-noun-eo
"kapitalo"-noun-eo "capital"-noun-fr
"ĉefurbo"-noun-eo "capitale"-noun-fr
"capitale"-noun-fr "ĉefurbo"-noun-eo
"attaque"-noun-fr "atako"-noun-eo
"atako"-noun-eo "attaque"-noun-fr
"geste"-noun-fr "gesto"-noun-eo
"gesto"-noun-eo "geste"-noun-fr
"embaraso"-noun-eo "confusion"-noun-fr
"confusion"-noun-fr "embaraso"-noun-eo
"confusion"-noun-fr "konfuzo"-noun-eo
"konfuzo"-noun-eo "confusion"-noun-fr
"makulo"-noun-eo "tache"-noun-fr
"tache"-noun-fr "makulo"-noun-eo
"honto"-noun-eo "honte"-noun-fr
"honte"-noun-fr "honto"-noun-eo
"enthousiasme"-noun-fr "entuziasmo"-noun-eo
"entuziasmo"-noun-eo "enthousiasme"-noun-fr
"marko"-noun-eo "marque"-noun-fr
"marque"-noun-fr "marko"-noun-eo
"marque"-noun-fr "markio"-noun-eo
"markio"-noun-eo "marque"-noun-fr
"direkto"-noun-eo "direction"-noun-fr
"direction"-noun-fr "direkto"-noun-eo
"katedro"-noun-eo "chaire"-noun-fr
"chaire"-noun-fr "katedro"-noun-eo
"échelle"-noun-fr "skalo"-noun-eo
"échelle"-noun-fr "ŝtuparo"-noun-eo
"skalo"-noun-eo "échelle"-noun-fr
"ŝtuparo"-noun-eo "échelle"-noun-fr
"ŝtuparo"-noun-eo "escalier"-noun-fr
"escalier"-noun-fr "ŝtuparo"-noun-eo
"rail"-noun-fr "relo"-noun-eo
"relo"-noun-eo "rail"-noun-fr
"strateto"-noun-eo "ruelle"-noun-fr
"ruelle"-noun-fr "strateto"-noun-eo
"poulet"-noun-fr "kokido"-noun-eo
"kokido"-noun-eo "poulet"-noun-fr
"koko"-noun-eo "coq"-noun-fr
"coq"-noun-fr "koko"-noun-eo
"oiseau"-noun-fr "birdo"-noun-eo
"birdo"-noun-eo "oiseau"-noun-fr
"groupement"-noun-fr "grupigo"-noun-eo
"grupigo"-noun-eo "groupement"-noun-fr
"poignée"-noun-fr "plenmano"-noun-eo
"plenmano"-noun-eo "poignée"-noun-fr
"plenmano"-noun-eo "faisceau"-noun-fr
"faisceau"-noun-fr "plenmano"-noun-eo
"bouquet"-noun-fr "bukedo"-noun-eo
"bukedo"-noun-eo "bouquet"-noun-fr
"pêle-mêle"-noun-fr "pelmelo"-noun-eo
"pelmelo"-noun-eo "pêle-mêle"-noun-fr
"montée"-noun-fr "supreniro"-noun-eo
"supreniro"-noun-eo "montée"-noun-fr
"vejno"-noun-eo "veine"-noun-fr
"veine"-noun-fr "vejno"-noun-eo
"grain"-noun-fr "akno"-noun-eo
"akno"-noun-eo "grain"-noun-fr
"cercle"-noun-fr "rondo"-noun-eo
"cercle"-noun-fr "cirklo"-noun-eo
"rondo"-noun-eo "cercle"-noun-fr
"rondo"-noun-eo "rond"-noun-fr
"cirklo"-noun-eo "cercle"-noun-fr
"rond"-noun-fr "rondo"-noun-eo
"klubo"-noun-eo "club"-noun-fr
"club"-noun-fr "klubo"-noun-eo
"roko"-noun-eo "roche"-noun-fr
"roche"-noun-fr "roko"-noun-eo
"rock"-noun-fr "rokmuziko"-noun-eo
"rokmuziko"-noun-eo "rock"-noun-fr
"falaise"-noun-fr "klifo"-noun-eo
"klifo"-noun-eo "falaise"-noun-fr
"idiot"-noun-fr "idioto"-noun-eo
"idioto"-noun-eo "idiot"-noun-fr
"assiette"-noun-fr "telero"-noun-eo
"telero"-noun-eo "assiette"-noun-fr
"leciono"-noun-eo "leçon"-noun-fr
"leçon"-noun-fr "leciono"-noun-eo
"conférence"-noun-fr "prelego"-noun-eo
"conférence"-noun-fr "konferenco"-noun-eo
"prelego"-noun-eo "conférence"-noun-fr
"prelego"-noun-eo "assise"-noun-fr
"konferenco"-noun-eo "conférence"-noun-fr
"konferenco"-noun-eo "assise"-noun-fr
"assise"-noun-fr "prelego"-noun-eo
"assise"-noun-fr "konferenco"-noun-eo
"elreviĝo"-noun-eo "désillusion"-noun-fr
"désillusion"-noun-fr "elreviĝo"-noun-eo
"deuil"-noun-fr "funebro"-noun-eo
"funebro"-noun-eo "deuil"-noun-fr
"douleur"-noun-fr "doloro"-noun-eo
"doloro"-noun-eo "douleur"-noun-fr
"transport"-noun-fr "transporto"-noun-eo
"transporto"-noun-eo "transport"-noun-fr
"pénis"-noun-fr "peniso"-noun-eo
"peniso"-noun-eo "pénis"-noun-fr
"adreso"-noun-eo "adresse"-noun-fr
"adresse"-noun-fr "adreso"-noun-eo
"série"-noun-fr "serio"-noun-eo
"serio"-noun-eo "série"-noun-fr
"suite"-noun-fr "daŭrigo"-noun-eo
"daŭrigo"-noun-eo "suite"-noun-fr
"daŭrigo"-noun-eo "continuation"-noun-fr
"continuation"-noun-fr "daŭrigo"-noun-eo
"sekvo"-noun-eo "conséquence"-noun-fr
"conséquence"-noun-fr "sekvo"-noun-eo
"conséquence"-noun-fr "konsekvenco"-noun-eo
"konsekvenco"-noun-eo "conséquence"-noun-fr
"rezulto"-noun-eo "score"-noun-fr
"rezulto"-noun-eo "résultat"-noun-fr
"score"-noun-fr "rezulto"-noun-eo
"résultat"-noun-fr "rezulto"-noun-eo
"manche"-noun-fr "maniko"-noun-eo
"maniko"-noun-eo "manche"-noun-fr
"virement"-noun-fr "ĝiro"-noun-eo
"ĝiro"-noun-eo "virement"-noun-fr
"rotation"-noun-fr "rotacio"-noun-eo
"rotacio"-noun-eo "rotation"-noun-fr
"rotacio"-noun-eo "roulement"-noun-fr
"roulement"-noun-fr "rotacio"-noun-eo
"proverbe"-noun-fr "proverbo"-noun-eo
"proverbo"-noun-eo "proverbe"-noun-fr
"putsch"-noun-fr "puĉo"-noun-eo
"puĉo"-noun-eo "putsch"-noun-fr
"artiko"-noun-eo "articulation"-noun-fr
"articulation"-noun-fr "artiko"-noun-eo
"nodo"-noun-eo "noeud"-noun-fr
"noeud"-noun-fr "nodo"-noun-eo
"commune"-noun-fr "municipo"-noun-eo
"municipo"-noun-eo "commune"-noun-fr
"kajuto"-noun-eo "cabine"-noun-fr
"cabine"-noun-fr "kajuto"-noun-eo
"barako"-noun-eo "hutte"-noun-fr
"barako"-noun-eo "cahute"-noun-fr
"hutte"-noun-fr "barako"-noun-eo
"hutte"-noun-fr "kabano"-noun-eo
"cahute"-noun-fr "barako"-noun-eo
"kabano"-noun-eo "hutte"-noun-fr
"kabano"-noun-eo "case"-noun-fr
"kabano"-noun-eo "cabane"-noun-fr
"case"-noun-fr "kabano"-noun-eo
"cabane"-noun-fr "kabano"-noun-eo
"tort"-noun-fr "kulpo"-noun-eo
"kulpo"-noun-eo "tort"-noun-fr
"accusation"-noun-fr "akuzo"-noun-eo
"akuzo"-noun-eo "accusation"-noun-fr
"lagune"-noun-fr "lageto"-noun-eo
"lagune"-noun-fr "laguno"-noun-eo
"lageto"-noun-eo "lagune"-noun-fr
"laguno"-noun-eo "lagune"-noun-fr
"licenciement"-noun-fr "maldungo"-noun-eo
"maldungo"-noun-eo "licenciement"-noun-fr
"kondiĉo"-noun-eo "condition"-noun-fr
"condition"-noun-fr "kondiĉo"-noun-eo
"polvo"-noun-eo "poussière"-noun-fr
"poussière"-noun-fr "polvo"-noun-eo
"areno"-noun-eo "arène"-noun-fr
"arène"-noun-fr "areno"-noun-eo
"arène"-noun-fr "sablo"-noun-eo
"sablo"-noun-eo "arène"-noun-fr
"sablo"-noun-eo "sable"-noun-fr
"sable"-noun-fr "sablo"-noun-eo
"stadio"-noun-eo "stade"-noun-fr
"stade"-noun-fr "stadio"-noun-eo
"stade"-noun-fr "stadiono"-noun-eo
"stadiono"-noun-eo "stade"-noun-fr
"état"-noun-fr "stato"-noun-eo
"stato"-noun-eo "état"-noun-fr
"stato"-noun-eo "etat"-noun-fr
"etat"-noun-fr "stato"-noun-eo
"situation"-noun-fr "situacio"-noun-eo
"situacio"-noun-eo "situation"-noun-fr
"fazo"-noun-eo "phase"-noun-fr
"phase"-noun-fr "fazo"-noun-eo
"origine"-noun-fr "origino"-noun-eo
"origino"-noun-eo "origine"-noun-fr
"fonto"-noun-eo "source"-noun-fr
"source"-noun-fr "fonto"-noun-eo
"brique"-noun-fr "briko"-noun-eo
"briko"-noun-eo "brique"-noun-fr
"fronto"-noun-eo "front"-noun-fr
"front"-noun-fr "fronto"-noun-eo
"front"-noun-fr "frunto"-noun-eo
"frunto"-noun-eo "front"-noun-fr
"passé"-noun-fr "estinteco"-noun-eo
"passé"-noun-fr "pasinto"-noun-eo
"passé"-noun-fr "paseo"-noun-eo
"passé"-noun-fr "estinto"-noun-eo
"estinteco"-noun-eo "passé"-noun-fr
"pasinto"-noun-eo "passé"-noun-fr
"paseo"-noun-eo "passé"-noun-fr
"estinto"-noun-eo "passé"-noun-fr
"retour"-noun-fr "reveno"-noun-eo
"reveno"-noun-eo "retour"-noun-fr
"caractère"-noun-fr "karaktero"-noun-eo
"caractère"-noun-fr "genio"-noun-eo
"karaktero"-noun-eo "caractère"-noun-fr
"genio"-noun-eo "caractère"-noun-fr
"genio"-noun-eo "génie"-noun-fr
"génie"-noun-fr "genio"-noun-eo
"astre"-noun-fr "astro"-noun-eo
"astro"-noun-eo "astre"-noun-fr
"personeco"-noun-eo "personnalité"-noun-fr
"personnalité"-noun-fr "personeco"-noun-eo
"poupée"-noun-fr "pupo"-noun-eo
"pupo"-noun-eo "poupée"-noun-fr
"marionnette"-noun-fr "marioneto"-noun-eo
"marioneto"-noun-eo "marionnette"-noun-fr
"interrupteur"-noun-fr "ŝaltilo"-noun-eo
"ŝaltilo"-noun-eo "interrupteur"-noun-fr
"dorno"-noun-eo "épine"-noun-fr
"épine"-noun-fr "dorno"-noun-eo
"option"-noun-fr "opcio"-noun-eo
"opcio"-noun-eo "option"-noun-fr
"conjecture"-noun-fr "konjekto"-noun-eo
"konjekto"-noun-eo "conjecture"-noun-fr
"essor"-noun-fr "impulso"-noun-eo
"impulso"-noun-eo "essor"-noun-fr
"attraction"-noun-fr "altiro"-noun-eo
"altiro"-noun-eo "attraction"-noun-fr
"eksiĝo"-noun-eo "démission"-noun-fr
"démission"-noun-fr "eksiĝo"-noun-eo
"formularo"-noun-eo "formulaire"-noun-fr
"formulaire"-noun-fr "formularo"-noun-eo
"antaŭurbo"-noun-eo "banlieue"-noun-fr
"banlieue"-noun-fr "antaŭurbo"-noun-eo
"quartier"-noun-fr "kvartalo"-noun-eo
"kvartalo"-noun-eo "quartier"-noun-fr
"signo"-noun-eo "signe"-noun-fr
"signo"-noun-eo "signal"-noun-fr
"signe"-noun-fr "signo"-noun-eo
"signal"-noun-fr "signo"-noun-eo
"signal"-noun-fr "signalo"-noun-eo
"signalo"-noun-eo "signal"-noun-fr
"kalkulo"-noun-eo "calcul"-noun-fr
"kalkulo"-noun-eo "compte"-noun-fr
"calcul"-noun-fr "kalkulo"-noun-eo
"compte"-noun-fr "kalkulo"-noun-eo
"compte"-noun-fr "konto"-noun-eo
"konto"-noun-eo "compte"-noun-fr
"grêle"-noun-fr "hajlo"-noun-eo
"hajlo"-noun-eo "grêle"-noun-fr
"réception"-noun-fr "ricevo"-noun-eo
"ricevo"-noun-eo "réception"-noun-fr
"cedo"-noun-eo "cession"-noun-fr
"cession"-noun-fr "cedo"-noun-eo
"crête"-noun-fr "kresto"-noun-eo
"kresto"-noun-eo "crête"-noun-fr
"parolado"-noun-eo "discours"-noun-fr
"discours"-noun-fr "parolado"-noun-eo
"discours"-noun-fr "diskurso"-noun-eo
"diskurso"-noun-eo "discours"-noun-fr
"talento"-noun-eo "talent"-noun-fr
"talent"-noun-fr "talento"-noun-eo
"faim"-noun-fr "malsato"-noun-eo
"malsato"-noun-eo "faim"-noun-fr
"anxiété"-noun-fr "angoro"-noun-eo
"angoro"-noun-eo "anxiété"-noun-fr
"angoro"-noun-eo "détresse"-noun-fr
"angoro"-noun-eo "angoisse"-noun-fr
"détresse"-noun-fr "angoro"-noun-eo
"angoisse"-noun-fr "angoro"-noun-eo
"appétit"-noun-fr "apetito"-noun-eo
"apetito"-noun-eo "appétit"-noun-fr
"vaillance"-noun-fr "kuraĝo"-noun-eo
"kuraĝo"-noun-eo "vaillance"-noun-fr
"instinkto"-noun-eo "instinct"-noun-fr
"instinct"-noun-fr "instinkto"-noun-eo
"faco"-noun-eo "face"-noun-fr
"face"-noun-fr "faco"-noun-eo
"face"-noun-fr "vizaĝo"-noun-eo
"vizaĝo"-noun-eo "face"-noun-fr
"vizaĝo"-noun-eo "visage"-noun-fr
"visage"-noun-fr "vizaĝo"-noun-eo
"diminution"-noun-fr "malpliigo"-noun-eo
"malpliigo"-noun-eo "diminution"-noun-fr
"cascade"-noun-fr "akvofalo"-noun-eo
"akvofalo"-noun-eo "cascade"-noun-fr
"réflexion"-noun-fr "interkonsiliĝo"-noun-eo
"interkonsiliĝo"-noun-eo "réflexion"-noun-fr
"brosse"-noun-fr "broso"-noun-eo
"broso"-noun-eo "brosse"-noun-fr
"vacances"-noun-fr "ferio"-noun-eo
"ferio"-noun-eo "vacances"-noun-fr
"législation"-noun-fr "leĝaro"-noun-eo
"leĝaro"-noun-eo "législation"-noun-fr
"insigne"-noun-fr "insigno"-noun-eo
"insigno"-noun-eo "insigne"-noun-fr
"livre"-noun-fr "libro"-noun-eo
"libro"-noun-eo "livre"-noun-fr
"aplombo"-noun-eo "sûreté"-noun-fr
"sûreté"-noun-fr "aplombo"-noun-eo
"sûreté"-noun-fr "sekureco"-noun-eo
"sekureco"-noun-eo "sûreté"-noun-fr
"sekureco"-noun-eo "sécurité"-noun-fr
"sécurité"-noun-fr "sekureco"-noun-eo
"compilation"-noun-fr "kompilaĵo"-noun-eo
"kompilaĵo"-noun-eo "compilation"-noun-fr
"motion"-noun-fr "mocio"-noun-eo
"mocio"-noun-eo "motion"-noun-fr
"courbe"-noun-fr "kurbo"-noun-eo
"kurbo"-noun-eo "courbe"-noun-fr
"précipitation"-noun-fr "hasto"-noun-eo
"hasto"-noun-eo "précipitation"-noun-fr
"roseau"-noun-fr "kano"-noun-eo
"germe"-noun-fr "ĝermo"-noun-eo
"ĝermo"-noun-eo "germe"-noun-fr
"abnégation"-noun-fr "abnegacio"-noun-eo
"abnegacio"-noun-eo "abnégation"-noun-fr
"faktoro"-noun-eo "facteur"-noun-fr
"facteur"-noun-fr "faktoro"-noun-eo
"facteur"-noun-fr "leterportisto"-noun-eo
"leterportisto"-noun-eo "facteur"-noun-fr
"lime"-noun-fr "fajlilo"-noun-eo
"fajlilo"-noun-eo "lime"-noun-fr
"archives"-noun-fr "arkivo"-noun-eo
"arkivo"-noun-eo "archives"-noun-fr
"finance"-noun-fr "financo"-noun-eo
"financo"-noun-eo "finance"-noun-fr
"depresio"-noun-eo "dépression"-noun-fr
"dépression"-noun-fr "depresio"-noun-eo
"horaire"-noun-fr "horaro"-noun-eo
"horaro"-noun-eo "horaire"-noun-fr
"tasse"-noun-fr "taso"-noun-eo
"taso"-noun-eo "tasse"-noun-fr
"krono"-noun-eo "couronne"-noun-fr
"couronne"-noun-fr "krono"-noun-eo
"colonie"-noun-fr "kolonio"-noun-eo
"kolonio"-noun-eo "colonie"-noun-fr
"rabato"-noun-eo "réduction"-noun-fr
"réduction"-noun-fr "rabato"-noun-eo
"émission"-noun-fr "elsendo"-noun-eo
"elsendo"-noun-eo "émission"-noun-fr
"programme"-noun-fr "programo"-noun-eo
"programo"-noun-eo "programme"-noun-fr
"structure"-noun-fr "strukturo"-noun-eo
"strukturo"-noun-eo "structure"-noun-fr
"effondrement"-noun-fr "kolapso"-noun-eo
"kolapso"-noun-eo "effondrement"-noun-fr
"bankroto"-noun-eo "banqueroute"-noun-fr
"banqueroute"-noun-fr "bankroto"-noun-eo
"crochet"-noun-fr "hoko"-noun-eo
"hoko"-noun-eo "crochet"-noun-fr
"monnaie"-noun-fr "monero"-noun-eo
"monero"-noun-eo "monnaie"-noun-fr
"konformeco"-noun-eo "conformité"-noun-fr
"conformité"-noun-fr "konformeco"-noun-eo
"kordo"-noun-eo "corde"-noun-fr
"corde"-noun-fr "kordo"-noun-eo
"corde"-noun-fr "ŝnuro"-noun-eo
"ŝnuro"-noun-eo "corde"-noun-fr
"plaie"-noun-fr "plago"-noun-eo
"plago"-noun-eo "plaie"-noun-fr
"histoire"-noun-fr "historio"-noun-eo
"historio"-noun-eo "histoire"-noun-fr
"circuit"-noun-fr "cirkvito"-noun-eo
"cirkvito"-noun-eo "circuit"-noun-fr
"moyenne"-noun-fr "mezumo"-noun-eo
"mezumo"-noun-eo "moyenne"-noun-fr
"tronc"-noun-fr "trunko"-noun-eo
"trunko"-noun-eo "tronc"-noun-fr
"aŭtoritato"-noun-eo "autorité"-noun-fr
"autorité"-noun-fr "aŭtoritato"-noun-eo
"mezuro"-noun-eo "mesure"-noun-fr
"mesure"-noun-fr "mezuro"-noun-eo
"mesure"-noun-fr "mezurado"-noun-eo
"mezurado"-noun-eo "mesure"-noun-fr
"stimulo"-noun-eo "stimulant"-noun-fr
"stimulo"-noun-eo "stimulation"-noun-fr
"stimulant"-noun-fr "stimulo"-noun-eo
"stimulation"-noun-fr "stimulo"-noun-eo
"animacio"-noun-eo "animation"-noun-fr
"animation"-noun-fr "animacio"-noun-eo
"développement"-noun-fr "disvolviĝo"-noun-eo
"disvolviĝo"-noun-eo "développement"-noun-fr
"révision"-noun-fr "revizio"-noun-eo
"revizio"-noun-eo "révision"-noun-fr
"juro"-noun-eo "droit"-noun-fr
"droit"-noun-fr "juro"-noun-eo
"droit"-noun-fr "rajto"-noun-eo
"rajto"-noun-eo "droit"-noun-fr
"tantiemo"-noun-eo "participation"-noun-fr
"participation"-noun-fr "tantiemo"-noun-eo
"participation"-noun-fr "partopreno"-noun-eo
"partopreno"-noun-eo "participation"-noun-fr
"akomodi"-verb-eo "accommoder"-verb-fr
"accommoder"-verb-fr "akomodi"-verb-eo
"dedukti"-verb-eo "déduire"-verb-fr
"déduire"-verb-fr "dedukti"-verb-eo
"reglamenti"-verb-eo "réglementer"-verb-fr
"réglementer"-verb-fr "reglamenti"-verb-eo
"adverse"-adjective-fr "adversa"-adjective-eo
"adversa"-adjective-eo "adverse"-adjective-fr
"malfavora"-adjective-eo "défavorable"-adjective-fr
"malfavora"-adjective-eo "hostile"-adjective-fr
"défavorable"-adjective-fr "malfavora"-adjective-eo
"hostile"-adjective-fr "malfavora"-adjective-eo
"détecter"-verb-fr "detekti"-verb-eo
"detekti"-verb-eo "détecter"-verb-fr
"torturi"-verb-eo "torturer"-verb-fr
"torturer"-verb-fr "torturi"-verb-eo
"frosti"-verb-eo "glacer"-verb-fr
"glacer"-verb-fr "frosti"-verb-eo
"individuel"-adjective-fr "individua"-adjective-eo
"individua"-adjective-eo "individuel"-adjective-fr
"importi"-verb-eo "importer"-verb-fr
"importer"-verb-fr "importi"-verb-eo
"spioni"-verb-eo "épier"-verb-fr
"épier"-verb-fr "spioni"-verb-eo
"nutra"-adjective-eo "alimentaire"-adjective-fr
"alimentaire"-adjective-fr "nutra"-adjective-eo
"spontané"-adjective-fr "spontanea"-adjective-eo
"spontanea"-adjective-eo "spontané"-adjective-fr
"rationnel"-adjective-fr "racia"-adjective-eo
"racia"-adjective-eo "rationnel"-adjective-fr
"akceptebla"-adjective-eo "acceptable"-adjective-fr
"acceptable"-adjective-fr "akceptebla"-adjective-eo
"spécial"-adjective-fr "speciala"-adjective-eo
"speciala"-adjective-eo "spécial"-adjective-fr
"deprimi"-verb-eo "déprimer"-verb-fr
"déprimer"-verb-fr "deprimi"-verb-eo
"enketi"-verb-eo "enquêter"-verb-fr
"enquêter"-verb-fr "enketi"-verb-eo
"laŭleĝa"-adjective-eo "licite"-adjective-fr
"licite"-adjective-fr "laŭleĝa"-adjective-eo
"sufiĉa"-adjective-eo "suffisant"-adjective-fr
"suffisant"-adjective-fr "sufiĉa"-adjective-eo
"perfekta"-adjective-eo "parfait"-adjective-fr
"parfait"-adjective-fr "perfekta"-adjective-eo
"ruza"-adjective-eo "malin"-adjective-fr
"malin"-adjective-fr "ruza"-adjective-eo
"strident"-adjective-fr "strida"-adjective-eo
"strida"-adjective-eo "strident"-adjective-fr
"nokta"-adjective-eo "nocturne"-adjective-fr
"nocturne"-adjective-fr "nokta"-adjective-eo
"imprévu"-adjective-fr "neantaŭvidita"-adjective-eo
"neantaŭvidita"-adjective-eo "imprévu"-adjective-fr
"privata"-adjective-eo "privé"-adjective-fr
"privé"-adjective-fr "privata"-adjective-eo
"konkreta"-adjective-eo "concret"-adjective-fr
"concret"-adjective-fr "konkreta"-adjective-eo
"specifa"-adjective-eo "spécifique"-adjective-fr
"spécifique"-adjective-fr "specifa"-adjective-eo
"intima"-adjective-eo "intime"-adjective-fr
"intime"-adjective-fr "intima"-adjective-eo
"ponctuel"-adjective-fr "akurata"-adjective-eo
"akurata"-adjective-eo "ponctuel"-adjective-fr
"imminent"-adjective-fr "tuja"-adjective-eo
"tuja"-adjective-eo "imminent"-adjective-fr
"tuja"-adjective-eo "immédiat"-adjective-fr
"immédiat"-adjective-fr "tuja"-adjective-eo
"exceptionnel"-adjective-fr "escepta"-adjective-eo
"escepta"-adjective-eo "exceptionnel"-adjective-fr
"nombreux"-adjective-fr "multnombra"-adjective-eo
"multnombra"-adjective-eo "nombreux"-adjective-fr
"nigra"-adjective-eo "noir"-adjective-fr
"noir"-adjective-fr "nigra"-adjective-eo
"enigma"-adjective-eo "énigmatique"-adjective-fr
"énigmatique"-adjective-fr "enigma"-adjective-eo
"griza"-adjective-eo "gris"-adjective-fr
"gris"-adjective-fr "griza"-adjective-eo
"brun"-adjective-fr "bruna"-adjective-eo
"bruna"-adjective-eo "brun"-adjective-fr
"bruna"-adjective-eo "marron"-adjective-fr
"marron"-adjective-fr "bruna"-adjective-eo
"contribuer"-verb-fr "kontribui"-verb-eo
"kontribui"-verb-eo "contribuer"-verb-fr
"souscrire"-verb-fr "subskripcii"-verb-eo
"subskripcii"-verb-eo "souscrire"-verb-fr
"murdi"-verb-eo "assassiner"-verb-fr
"assassiner"-verb-fr "murdi"-verb-eo
"ĉefroli"-verb-eo "jouer le rôle principal"-verb-fr
"jouer le rôle principal"-verb-fr "ĉefroli"-verb-eo
"tosti"-verb-eo "trinquer"-verb-fr
"trinquer"-verb-fr "tosti"-verb-eo
"kalibri"-verb-eo "jauger"-verb-fr
"jauger"-verb-fr "kalibri"-verb-eo
"sinteza"-adjective-eo "synthétique"-adjective-fr
"synthétique"-adjective-fr "sinteza"-adjective-eo
"kompleksa"-adjective-eo "complexe"-adjective-fr
"complexe"-adjective-fr "kompleksa"-adjective-eo
"peupler"-verb-fr "popoli"-verb-eo
"popoli"-verb-eo "peupler"-verb-fr
"solena"-adjective-eo "solennel"-adjective-fr
"solennel"-adjective-fr "solena"-adjective-eo
"anticipi"-verb-eo "anticiper"-verb-fr
"anticiper"-verb-fr "anticipi"-verb-eo
"déposer"-verb-fr "deponi"-verb-eo
"deponi"-verb-eo "déposer"-verb-fr
"amasser"-verb-fr "akumuli"-verb-eo
"akumuli"-verb-eo "amasser"-verb-fr
"akumuli"-verb-eo "accumuler"-verb-fr
"accumuler"-verb-fr "akumuli"-verb-eo
"kompensi"-verb-eo "compenser"-verb-fr
"compenser"-verb-fr "kompensi"-verb-eo
"insisti"-verb-eo "insister"-verb-fr
"insister"-verb-fr "insisti"-verb-eo
"motiver"-verb-fr "motivi"-verb-eo
"motivi"-verb-eo "motiver"-verb-fr
"bombarder"-verb-fr "bombardi"-verb-eo
"bombardi"-verb-eo "bombarder"-verb-fr
"aspiri"-verb-eo "pomper"-verb-fr
"aspiri"-verb-eo "aspirer"-verb-fr
"pomper"-verb-fr "aspiri"-verb-eo
"aspirer"-verb-fr "aspiri"-verb-eo
"boksi"-verb-eo "boxer"-verb-fr
"boxer"-verb-fr "boksi"-verb-eo
"civil"-adjective-fr "civila"-adjective-eo
"civila"-adjective-eo "civil"-adjective-fr
"fragile"-adjective-fr "rompiĝema"-adjective-eo
"rompiĝema"-adjective-eo "fragile"-adjective-fr
"subtila"-adjective-eo "subtil"-adjective-fr
"subtil"-adjective-fr "subtila"-adjective-eo
"antaŭa"-adjective-eo "préalable"-adjective-fr
"antaŭa"-adjective-eo "antérieur"-adjective-fr
"antaŭa"-adjective-eo "précédent"-adjective-fr
"préalable"-adjective-fr "antaŭa"-adjective-eo
"antérieur"-adjective-fr "antaŭa"-adjective-eo
"précédent"-adjective-fr "antaŭa"-adjective-eo
"meilleur"-adjective-fr "pli bona"-adjective-eo
"pli bona"-adjective-eo "meilleur"-adjective-fr
"delikata"-adjective-eo "délicat"-adjective-fr
"délicat"-adjective-fr "delikata"-adjective-eo
"milda"-adjective-eo "doux"-adjective-fr
"doux"-adjective-fr "milda"-adjective-eo
"doux"-adjective-fr "dolĉa"-adjective-eo
"dolĉa"-adjective-eo "doux"-adjective-fr
"mola"-adjective-eo "tendre"-adjective-fr
"tendre"-adjective-fr "mola"-adjective-eo
"correct"-adjective-fr "ĝusta"-adjective-eo
"ĝusta"-adjective-eo "correct"-adjective-fr
"ĝusta"-adjective-eo "juste"-adjective-fr
"ĝusta"-adjective-eo "exact"-adjective-fr
"juste"-adjective-fr "ĝusta"-adjective-eo
"juste"-adjective-fr "justa"-adjective-eo
"exact"-adjective-fr "ĝusta"-adjective-eo
"justa"-adjective-eo "juste"-adjective-fr
"escalader"-verb-fr "grimpi"-verb-eo
"grimpi"-verb-eo "escalader"-verb-fr
"grimpi"-verb-eo "gravir"-verb-fr
"gravir"-verb-fr "grimpi"-verb-eo
"projekcii"-verb-eo "projeter"-verb-fr
"projeter"-verb-fr "projekcii"-verb-eo
"choquer"-verb-fr "kolizii"-verb-eo
"kolizii"-verb-eo "choquer"-verb-fr
"kolizii"-verb-eo "heurter"-verb-fr
"heurter"-verb-fr "kolizii"-verb-eo
"bagarrer"-verb-fr "lukti"-verb-eo
"lukti"-verb-eo "bagarrer"-verb-fr
"lukti"-verb-eo "lutter"-verb-fr
"lutter"-verb-fr "lukti"-verb-eo
"konkurenci"-verb-eo "concourir"-verb-fr
"concourir"-verb-fr "konkurenci"-verb-eo
"koincidi"-verb-eo "coïncider"-verb-fr
"coïncider"-verb-fr "koincidi"-verb-eo
"frauder"-verb-fr "fraŭdi"-verb-eo
"fraŭdi"-verb-eo "frauder"-verb-fr
"distribui"-verb-eo "distribuer"-verb-fr
"distribuer"-verb-fr "distribui"-verb-eo
"nommer"-verb-fr "nomumi"-verb-eo
"nomumi"-verb-eo "nommer"-verb-fr
"arranger"-verb-fr "ripari"-verb-eo
"ripari"-verb-eo "arranger"-verb-fr
"ripari"-verb-eo "réparer"-verb-fr
"réparer"-verb-fr "ripari"-verb-eo
"ĝisatendi"-verb-eo "attendre"-verb-fr
"ĝisatendi"-verb-eo "espérer"-verb-fr
"attendre"-verb-fr "ĝisatendi"-verb-eo
"espérer"-verb-fr "ĝisatendi"-verb-eo
"ŝalti"-verb-eo "allumer"-verb-fr
"allumer"-verb-fr "ŝalti"-verb-eo
"malforta"-adjective-eo "faible"-adjective-fr
"faible"-adjective-fr "malforta"-adjective-eo
"faible"-adjective-fr "febla"-adjective-eo
