"adekvate"-adverb-eo "adequadament"-adverb-ca
"difondre"-verb-ca "disdiri"-verb-eo
"difondre"-verb-ca "difuzi"-verb-eo
"disdiri"-verb-eo "difondre"-verb-ca
"difuzi"-verb-eo "difondre"-verb-ca
"present"-adjective-ca "ĉeestanta"-adjective-eo
"ĉeestanta"-adjective-eo "present"-adjective-ca
"amema"-adjective-eo "afectuós"-adjective-ca
"afectuós"-adjective-ca "amema"-adjective-eo
"ignorant"-adjective-ca "malkompetenta"-adjective-eo
"ignorant"-adjective-ca "nekompetenta"-adjective-eo
"malkompetenta"-adjective-eo "ignorant"-adjective-ca
"nekompetenta"-adjective-eo "ignorant"-adjective-ca
"frívol"-adjective-ca "bagatelema"-adjective-eo
"bagatelema"-adjective-eo "frívol"-adjective-ca
"ŝanĝiĝema"-adjective-eo "variable"-adjective-ca
"variable"-adjective-ca "ŝanĝiĝema"-adjective-eo
"pràcticament"-adverb-ca "praktike"-adverb-eo
"praktike"-adverb-eo "pràcticament"-adverb-ca
"alternative"-adverb-eo "alternativament"-adverb-ca
"alternativament"-adverb-ca "alternative"-adverb-eo
"sur"-adverb-eo "a sobre"-adverb-ca
"sur"-adverb-eo "dalt"-adverb-ca
"a sobre"-adverb-ca "sur"-adverb-eo
"dalt"-adverb-ca "sur"-adverb-eo
"assimilació"-noun-ca "asimilado"-noun-eo
"asimilado"-noun-eo "assimilació"-noun-ca
"ridado"-noun-eo "rialla"-noun-ca
"rialla"-noun-ca "ridado"-noun-eo
"pluralisme"-noun-ca "plurismo"-noun-eo
"plurismo"-noun-eo "pluralisme"-noun-ca
"sisme"-noun-ca "seismo"-noun-eo
"seismo"-noun-eo "sisme"-noun-ca
"adopció"-noun-ca "adoptado"-noun-eo
"adoptado"-noun-eo "adopció"-noun-ca
"prostituado"-noun-eo "prostitució"-noun-ca
"prostitució"-noun-ca "prostituado"-noun-eo
"razeno"-noun-eo "gespa"-noun-ca
"gespa"-noun-ca "razeno"-noun-eo
"adaptació"-noun-ca "adaptado"-noun-eo
"adaptado"-noun-eo "adaptació"-noun-ca
"renovació"-noun-ca "renoviĝo"-noun-eo
"renoviĝo"-noun-eo "renovació"-noun-ca
"conjuntura"-noun-ca "cirkonstancaro"-noun-eo
"cirkonstancaro"-noun-eo "conjuntura"-noun-ca
"evolució"-noun-ca "evoluado"-noun-eo
"evoluado"-noun-eo "evolució"-noun-ca
"pseudònim"-noun-ca "pseŭdonomo"-noun-eo
"pseŭdonomo"-noun-eo "pseudònim"-noun-ca
"oli"-noun-ca "olivoleo"-noun-eo
"olivoleo"-noun-eo "oli"-noun-ca
"eksedziĝo"-noun-eo "divorci"-noun-ca
"divorci"-noun-ca "eksedziĝo"-noun-eo
"ekonomiko"-noun-eo "economia"-noun-ca
"economia"-noun-ca "ekonomiko"-noun-eo
"Marso"-properNoun-eo "Mart"-properNoun-ca
"Mart"-properNoun-ca "Marso"-properNoun-eo
"estudiant"-noun-ca "studanto"-noun-eo
"studanto"-noun-eo "estudiant"-noun-ca
"àrbitre"-noun-ca "arbitraciisto"-noun-eo
"arbitraciisto"-noun-eo "àrbitre"-noun-ca
"psicòleg"-noun-ca "psikologiisto"-noun-eo
"psikologiisto"-noun-eo "psicòleg"-noun-ca
"trafikcirklo"-noun-eo "rotonda"-noun-ca
"rotonda"-noun-ca "trafikcirklo"-noun-eo
"naskiĝtago"-noun-eo "aniversari"-noun-ca
"aniversari"-noun-ca "naskiĝtago"-noun-eo
"doctor"-noun-ca "medicinisto"-noun-eo
"medicinisto"-noun-eo "doctor"-noun-ca
"skriptisto"-noun-eo "guionista"-noun-ca
"guionista"-noun-ca "skriptisto"-noun-eo
"kriz-okazo"-noun-eo "emergència"-noun-ca
"emergència"-noun-ca "kriz-okazo"-noun-eo
"lignaĵisto"-noun-eo "fuster"-noun-ca
"fuster"-noun-ca "lignaĵisto"-noun-eo
"sennombra"-adjective-eo "innombrable"-adjective-ca
"innombrable"-adjective-ca "sennombra"-adjective-eo
"agrokultura"-adjective-eo "agrícola"-adjective-ca
"agrícola"-adjective-ca "agrokultura"-adjective-eo
"nord-americà"-adjective-ca "nordamerika"-adjective-eo
"nordamerika"-adjective-eo "nord-americà"-adjective-ca
"pacienca"-adjective-eo "pacient"-adjective-ca
"pacient"-adjective-ca "pacienca"-adjective-eo
"mona"-adjective-eo "monetari"-adjective-ca
"monetari"-adjective-ca "mona"-adjective-eo
"artista"-adjective-eo "artístic"-adjective-ca
"artístic"-adjective-ca "artista"-adjective-eo
"artístic"-adjective-ca "artisma"-adjective-eo
"artisma"-adjective-eo "artístic"-adjective-ca
"nuklea"-adjective-eo "nuclear"-adjective-ca
"nuclear"-adjective-ca "nuklea"-adjective-eo
"virina"-adjective-eo "femení"-adjective-ca
"femení"-adjective-ca "virina"-adjective-eo
"buĝeta"-adjective-eo "pressupostari"-adjective-ca
"pressupostari"-adjective-ca "buĝeta"-adjective-eo
"miksita"-adjective-eo "mixt"-adjective-ca
"mixt"-adjective-ca "miksita"-adjective-eo
"primara"-adjective-eo "primari"-adjective-ca
"primari"-adjective-ca "primara"-adjective-eo
"econòmic"-adjective-ca "ekonomika"-adjective-eo
"ekonomika"-adjective-eo "econòmic"-adjective-ca
"competitiu"-adjective-ca "konkurenca"-adjective-eo
"konkurenca"-adjective-eo "competitiu"-adjective-ca
"legislatiu"-adjective-ca "leĝfara"-adjective-eo
"leĝfara"-adjective-eo "legislatiu"-adjective-ca
"alilanda"-adjective-eo "foraster"-adjective-ca
"alilanda"-adjective-eo "estranger"-adjective-ca
"foraster"-adjective-ca "alilanda"-adjective-eo
"foraster"-adjective-ca "eksterlanda"-adjective-eo
"estranger"-adjective-ca "alilanda"-adjective-eo
"estranger"-adjective-ca "eksterlanda"-adjective-eo
"eksterlanda"-adjective-eo "foraster"-adjective-ca
"eksterlanda"-adjective-eo "estranger"-adjective-ca
"klerika"-adjective-eo "eclesiàstic"-adjective-ca
"eclesiàstic"-adjective-ca "klerika"-adjective-eo
"gradual"-adjective-ca "laŭgrada"-adjective-eo
"laŭgrada"-adjective-eo "gradual"-adjective-ca
"virseksa"-adjective-eo "masculí"-adjective-ca
"masculí"-adjective-ca "virseksa"-adjective-eo
"infecciós"-adjective-ca "infekta"-adjective-eo
"infekta"-adjective-eo "infecciós"-adjective-ca
"infekta"-adjective-eo "contagiós"-adjective-ca
"contagiós"-adjective-ca "infekta"-adjective-eo
"plural"-adjective-ca "plurala"-adjective-eo
"plurala"-adjective-eo "plural"-adjective-ca
"possessiu"-adjective-ca "posedema"-adjective-eo
"posedema"-adjective-eo "possessiu"-adjective-ca
"kuracista"-adjective-eo "mèdic"-adjective-ca
"mèdic"-adjective-ca "kuracista"-adjective-eo
"nerompita"-adjective-eo "intacte"-adjective-ca
"intacte"-adjective-ca "nerompita"-adjective-eo
"interaga"-adjective-eo "interactiu"-adjective-ca
"interactiu"-adjective-ca "interaga"-adjective-eo
"triobla"-adjective-eo "triple"-adjective-ca
"triple"-adjective-ca "triobla"-adjective-eo
"turístic"-adjective-ca "turisma"-adjective-eo
"turisma"-adjective-eo "turístic"-adjective-ca
"foroferi"-verb-eo "sacrificar"-verb-ca
"sacrificar"-verb-ca "foroferi"-verb-eo
"recuperar"-verb-ca "reakiri"-verb-eo
"reakiri"-verb-eo "recuperar"-verb-ca
"farbi"-verb-eo "pintar"-verb-ca
"pintar"-verb-ca "farbi"-verb-eo
"meki"-verb-eo "belar"-verb-ca
"belar"-verb-ca "meki"-verb-eo
"commemorar"-verb-ca "memorfesti"-verb-eo
"memorfesti"-verb-eo "commemorar"-verb-ca
"disciplinar"-verb-ca "disciplini"-verb-eo
"disciplini"-verb-eo "disciplinar"-verb-ca
"rehabiliti"-verb-eo "rehabilitar"-verb-ca
"rehabilitar"-verb-ca "rehabiliti"-verb-eo
"senkulpigi"-verb-eo "absoldre"-verb-ca
"absoldre"-verb-ca "senkulpigi"-verb-eo
"fumar"-verb-ca "fumaĵi"-verb-eo
"fumaĵi"-verb-eo "fumar"-verb-ca
"Balcans"-properNoun-ca "Balkanoj"-properNoun-eo
"Balkanoj"-properNoun-eo "Balcans"-properNoun-ca
"Kamerunio"-properNoun-eo "Camerun"-properNoun-ca
"Camerun"-properNoun-ca "Kamerunio"-properNoun-eo
"Kipro"-properNoun-eo "Xipre"-properNoun-ca
"Xipre"-properNoun-ca "Kipro"-properNoun-eo
"Danlando"-properNoun-eo "Dinamarca"-properNoun-ca
"Dinamarca"-properNoun-ca "Danlando"-properNoun-eo
"Gronlando"-properNoun-eo "Groenlàndia"-properNoun-ca
"Groenlàndia"-properNoun-ca "Gronlando"-properNoun-eo
"Luksemburgio"-properNoun-eo "Luxemburg"-properNoun-ca
"Luxemburg"-properNoun-ca "Luksemburgio"-properNoun-eo
"Togolo"-properNoun-eo "Togo"-properNoun-ca
"Togo"-properNoun-ca "Togolo"-properNoun-eo
"bazpilkado"-noun-eo "beisbol"-noun-ca
"beisbol"-noun-ca "bazpilkado"-noun-eo
"seu"-adjective-ca "ŝia"-adjective-eo
"seu"-adjective-ca "ilia"-adjective-eo
"ŝia"-adjective-eo "seu"-adjective-ca
"ilia"-adjective-eo "seu"-adjective-ca
"originàriament"-adverb-ca "originale"-adverb-eo
"originale"-adverb-eo "originàriament"-adverb-ca
"almenaŭ"-adverb-eo "almenys"-adverb-ca
"almenys"-adverb-ca "almenaŭ"-adverb-eo
"constitucionalment"-adverb-ca "konstitucie"-adverb-eo
"konstitucie"-adverb-eo "constitucionalment"-adverb-ca
"elèctricament"-adverb-ca "elektre"-adverb-eo
"elektre"-adverb-eo "elèctricament"-adverb-ca
"sindone"-adverb-eo "generosament"-adverb-ca
"generosament"-adverb-ca "sindone"-adverb-eo
"neeviteble"-adverb-eo "inevitablement"-adverb-ca
"inevitablement"-adverb-ca "neeviteble"-adverb-eo
"neklarigeble"-adverb-eo "inexplicablement"-adverb-ca
"inexplicablement"-adverb-ca "neklarigeble"-adverb-eo
"científicament"-adverb-ca "science"-adverb-eo
"science"-adverb-eo "científicament"-adverb-ca
"solidiĝo"-noun-eo "consolidació"-noun-ca
"consolidació"-noun-ca "solidiĝo"-noun-eo
"consolidació"-noun-ca "solidigo"-noun-eo
"solidigo"-noun-eo "consolidació"-noun-ca
"cristianisme"-noun-ca "kristaneco"-noun-eo
"kristaneco"-noun-eo "cristianisme"-noun-ca
"antiguitat"-noun-ca "antikva tempo"-noun-eo
"antikva tempo"-noun-eo "antiguitat"-noun-ca
"arxipèlag"-noun-ca "arkipielago"-noun-eo
"arxipèlag"-noun-ca "arĥipelago"-noun-eo
"arkipielago"-noun-eo "arxipèlag"-noun-ca
"arĥipelago"-noun-eo "arxipèlag"-noun-ca
"avantguarda"-noun-ca "antaŭgvardio"-noun-eo
"antaŭgvardio"-noun-eo "avantguarda"-noun-ca
"ballet"-noun-ca "baleto"-noun-eo
"baleto"-noun-eo "ballet"-noun-ca
"biòleg"-noun-ca "biologiisto"-noun-eo
"biologiisto"-noun-eo "biòleg"-noun-ca
"kaoso"-noun-eo "caos"-noun-ca
"caos"-noun-ca "kaoso"-noun-eo
"pòmul"-noun-ca "zigomo"-noun-eo
"zigomo"-noun-eo "pòmul"-noun-ca
"castanyer"-noun-ca "kaŝtanujo"-noun-eo
"kaŝtanujo"-noun-eo "castanyer"-noun-ca
"infantesa"-noun-ca "infanaĝo"-noun-eo
"infanaĝo"-noun-eo "infantesa"-noun-ca
"infanaĝo"-noun-eo "infància"-noun-ca
"infància"-noun-ca "infanaĝo"-noun-eo
"bacallà"-noun-ca "gado"-noun-eo
"gado"-noun-eo "bacallà"-noun-ca
"surmerkatiĝo"-noun-eo "comercialització"-noun-ca
"comercialització"-noun-ca "surmerkatiĝo"-noun-eo
"comercialització"-noun-ca "surmerkatigo"-noun-eo
"surmerkatigo"-noun-eo "comercialització"-noun-ca
"kompliceco"-noun-eo "complicitat"-noun-ca
"complicitat"-noun-ca "kompliceco"-noun-eo
"monestir"-noun-ca "monaĥinejo"-noun-eo
"monaĥinejo"-noun-eo "monestir"-noun-ca
"coordinació"-noun-ca "kunordigado"-noun-eo
"kunordigado"-noun-eo "coordinació"-noun-ca
"biciklanto"-noun-eo "ciclista"-noun-ca
"ciclista"-noun-ca "biciklanto"-noun-eo
"paĉjo"-noun-eo "papa"-noun-ca
"papa"-noun-ca "paĉjo"-noun-eo
"doctorat"-noun-ca "doktoriĝo"-noun-eo
"doktoriĝo"-noun-eo "doctorat"-noun-ca
"remolí"-noun-ca "ventokirlo"-noun-eo
"ventokirlo"-noun-eo "remolí"-noun-ca
"prifosado"-noun-eo "excavació"-noun-ca
"excavació"-noun-ca "prifosado"-noun-eo
"fandado"-noun-eo "fusió"-noun-ca
"fusió"-noun-ca "fandado"-noun-eo
"glacera"-noun-ca "glaciaro"-noun-eo
"glaciaro"-noun-eo "glacera"-noun-ca
"gitaristo"-noun-eo "guitarrista"-noun-ca
"guitarrista"-noun-ca "gitaristo"-noun-eo
"escopeta"-noun-ca "ĉasfusilo"-noun-eo
"ĉasfusilo"-noun-eo "escopeta"-noun-ca
"batxillerat"-noun-ca "abiturienteco"-noun-eo
"abiturienteco"-noun-eo "batxillerat"-noun-ca
"manpilkado"-noun-eo "handbol"-noun-ca
"handbol"-noun-ca "manpilkado"-noun-eo
"patrujo"-noun-eo "pàtria"-noun-ca
"pàtria"-noun-ca "patrujo"-noun-eo
"humido"-noun-eo "humitat"-noun-ca
"humitat"-noun-ca "humido"-noun-eo
"ilustrado"-noun-eo "il·lustració"-noun-ca
"il·lustració"-noun-ca "ilustrado"-noun-eo
"senpuniteco"-noun-eo "impunitat"-noun-ca
"impunitat"-noun-ca "senpuniteco"-noun-eo
"industriiĝo"-noun-eo "industrialització"-noun-ca
"industrialització"-noun-ca "industriiĝo"-noun-eo
"industrialització"-noun-ca "industriigo"-noun-eo
"industriigo"-noun-eo "industrialització"-noun-ca
"senmalico"-noun-eo "innocència"-noun-ca
"innocència"-noun-ca "senmalico"-noun-eo
"retano"-noun-eo "internauta"-noun-ca
"internauta"-noun-ca "retano"-noun-eo
"intuo"-noun-eo "intuïció"-noun-ca
"intuïció"-noun-ca "intuo"-noun-eo
"leĝiĝo"-noun-eo "legalització"-noun-ca
"legalització"-noun-ca "leĝiĝo"-noun-eo
"legalització"-noun-ca "leĝigo"-noun-eo
"leĝigo"-noun-eo "legalització"-noun-ca
"lukro"-noun-eo "lucre"-noun-ca
"lucre"-noun-ca "lukro"-noun-eo
"mamífer"-noun-ca "mambesto"-noun-eo
"mambesto"-noun-eo "mamífer"-noun-ca
"lipharoj"-noun-eo "bigoti"-noun-ca
"bigoti"-noun-ca "lipharoj"-noun-eo
"normaliĝo"-noun-eo "normalització"-noun-ca
"normalització"-noun-ca "normaliĝo"-noun-eo
"pediatre"-noun-ca "infankuracisto"-noun-eo
"infankuracisto"-noun-eo "pediatre"-noun-ca
"privatiĝo"-noun-eo "privatització"-noun-ca
"privatització"-noun-ca "privatiĝo"-noun-eo
"privatització"-noun-ca "privatigo"-noun-eo
"privatització"-noun-ca "deŝtatigo"-noun-eo
"privatigo"-noun-eo "privatització"-noun-ca
"deŝtatigo"-noun-eo "privatització"-noun-ca
"prolifero"-noun-eo "proliferació"-noun-ca
"proliferació"-noun-ca "prolifero"-noun-eo
"proliferació"-noun-ca "proliferado"-noun-eo
"proliferado"-noun-eo "proliferació"-noun-ca
"rekonstruo"-noun-eo "reconstrucció"-noun-ca
"reconstrucció"-noun-ca "rekonstruo"-noun-eo
"retoc"-noun-ca "retuŝo"-noun-eo
"retuŝo"-noun-eo "retoc"-noun-ca
"rivaleco"-noun-eo "rivalitat"-noun-ca
"rivalitat"-noun-ca "rivaleco"-noun-eo
"kudro"-noun-eo "costura"-noun-ca
"costura"-noun-ca "kudro"-noun-eo
"pluvombrelo"-noun-eo "paraigua"-noun-ca
"paraigua"-noun-ca "pluvombrelo"-noun-eo
"urĝaĵo"-noun-eo "urgència"-noun-ca
"urgència"-noun-ca "urĝaĵo"-noun-eo
"agronutra"-adjective-eo "agroalimentari"-adjective-ca
"agroalimentari"-adjective-ca "agronutra"-adjective-eo
"sudpolusa"-adjective-eo "antàrtic"-adjective-ca
"antàrtic"-adjective-ca "sudpolusa"-adjective-eo
"xinès"-adjective-ca "ĥina"-adjective-eo
"ĥina"-adjective-eo "xinès"-adjective-ca
"iberia"-adjective-eo "ibèric"-adjective-ca
"ibèric"-adjective-ca "iberia"-adjective-eo
"indi"-adjective-ca "barata"-adjective-eo
"barata"-adjective-eo "indi"-adjective-ca
"islàmic"-adjective-ca "islamisma"-adjective-eo
"islàmic"-adjective-ca "islamista"-adjective-eo
"islamisma"-adjective-eo "islàmic"-adjective-ca
"islamista"-adjective-eo "islàmic"-adjective-ca
"mexicà"-adjective-ca "meksikia"-adjective-eo
"meksikia"-adjective-eo "mexicà"-adjective-ca
"rusia"-adjective-eo "rus"-adjective-ca
"rus"-adjective-ca "rusia"-adjective-eo
"castellà"-adjective-ca "kastila"-adjective-eo
"kastila"-adjective-eo "castellà"-adjective-ca
"audiovisual"-adjective-ca "aŭdovida"-adjective-eo
"aŭdovida"-adjective-eo "audiovisual"-adjective-ca
"kronologia"-adjective-eo "cronològic"-adjective-ca
"cronològic"-adjective-ca "kronologia"-adjective-eo
"kinematografia"-adjective-eo "cinematogràfic"-adjective-ca
"cinematogràfic"-adjective-ca "kinematografia"-adjective-eo
"digestiu"-adjective-ca "digestiga"-adjective-eo
"digestiga"-adjective-eo "digestiu"-adjective-ca
"emerĝa"-adjective-eo "emergent"-adjective-ca
"emergent"-adjective-ca "emerĝa"-adjective-eo
"ĝisfunda"-adjective-eo "exhaustiu"-adjective-ca
"exhaustiu"-adjective-ca "ĝisfunda"-adjective-eo
"nedisigebla"-adjective-eo "inseparable"-adjective-ca
"inseparable"-adjective-ca "nedisigebla"-adjective-eo
"naŭtika"-adjective-eo "nàutic"-adjective-ca
"nàutic"-adjective-ca "naŭtika"-adjective-eo
"olímpic"-adjective-ca "olimpika"-adjective-eo
"olimpika"-adjective-eo "olímpic"-adjective-ca
"optimista"-adjective-eo "optimista"-adjective-ca
"optimista"-adjective-ca "optimista"-adjective-eo
"ĝeneralvalida"-adjective-eo "polivalent"-adjective-ca
"polivalent"-adjective-ca "ĝeneralvalida"-adjective-eo
"pragmàtic"-adjective-ca "pragmata"-adjective-eo
"pragmata"-adjective-eo "pragmàtic"-adjective-ca
"pritraktata"-adjective-eo "pendent"-adjective-ca
"pendent"-adjective-ca "pritraktata"-adjective-eo
"eksperimenti"-verb-eo "experimentar"-verb-ca
"experimentar"-verb-ca "eksperimenti"-verb-eo
"cranc"-noun-ca "kankro"-noun-eo
"kankro"-noun-eo "cranc"-noun-ca
"despoblació"-noun-ca "senpopoligo"-noun-eo
"senpopoligo"-noun-eo "despoblació"-noun-ca
"rastell"-noun-ca "herso"-noun-eo
"herso"-noun-eo "rastell"-noun-ca
"reelekto"-noun-eo "reelecció"-noun-ca
"reelecció"-noun-ca "reelekto"-noun-eo
"bomber"-noun-ca "fajrobrigado"-noun-eo
"fajrobrigado"-noun-eo "bomber"-noun-ca
"rehabilitació"-noun-ca "rerajtigo"-noun-eo
"rehabilitació"-noun-ca "rehabilito"-noun-eo
"rehabilitació"-noun-ca "rehabilitado"-noun-eo
"rerajtigo"-noun-eo "rehabilitació"-noun-ca
"rehabilito"-noun-eo "rehabilitació"-noun-ca
"rehabilitado"-noun-eo "rehabilitació"-noun-ca
"rafaneto"-noun-eo "rave"-noun-ca
"rave"-noun-ca "rafaneto"-noun-eo
"Ŝekspiro"-properNoun-eo "Shakespeare"-properNoun-ca
"Shakespeare"-properNoun-ca "Ŝekspiro"-properNoun-eo
"Napolo"-properNoun-eo "Nàpols"-properNoun-ca
"Nàpols"-properNoun-ca "Napolo"-properNoun-eo
"tolero"-noun-eo "tolerància"-noun-ca
"tolerància"-noun-ca "tolero"-noun-eo
"manĝprovizejo"-noun-eo "rebost"-noun-ca
"rebost"-noun-ca "manĝprovizejo"-noun-eo
"morusujo"-noun-eo "morera"-noun-ca
"morera"-noun-ca "morusujo"-noun-eo
"morera"-noun-ca "blanka moruso"-noun-eo
"blanka moruso"-noun-eo "morera"-noun-ca
"malĉifri"-verb-eo "desxifrar"-verb-ca
"desxifrar"-verb-ca "malĉifri"-verb-eo
"Quebec"-properNoun-ca "Kebeko"-properNoun-eo
"Kebeko"-properNoun-eo "Quebec"-properNoun-ca
"telekopio"-noun-eo "fax"-noun-ca
"fax"-noun-ca "telekopio"-noun-eo
"fax"-noun-ca "faksaĵo"-noun-eo
"fax"-noun-ca "telekopiilo"-noun-eo
"faksaĵo"-noun-eo "fax"-noun-ca
"telekopiilo"-noun-eo "fax"-noun-ca
"Pascal"-properNoun-ca "Paskalo"-properNoun-eo
"Paskalo"-properNoun-eo "Pascal"-properNoun-ca
