"alta"-noun-ca "malalitigo"-noun-eo
"fer la migdiada"-verb-ca "siesti"-verb-eo
"pompi"-verb-eo "fer ostentació"-verb-ca
"pompi"-verb-eo "pompejar"-verb-ca
"fer ostentació"-verb-ca "pompi"-verb-eo
"pompejar"-verb-ca "pompi"-verb-eo
"semafori"-verb-eo "fer senyals"-verb-ca
"fer senyals"-verb-ca "semafori"-verb-eo
"estas suno"-verb-eo "fer sol"-verb-ca
"fer sol"-verb-ca "estas suno"-verb-eo
"fer sol"-verb-ca "suni"-verb-eo
"suni"-verb-eo "fer sol"-verb-ca
"estas vento"-verb-eo "fer vent"-verb-ca
"fer vent"-verb-ca "estas vento"-verb-eo
"fer vent"-verb-ca "venti"-verb-eo
"venti"-verb-eo "fer vent"-verb-ca
"fidinda"-adverb-eo "fiable"-adverb-ca
"fiable"-adverb-ca "fidinda"-adverb-eo
"ŝirdoloro"-noun-eo "fiblada"-noun-ca
"ŝirdoloro"-noun-eo "punxada"-noun-ca
"fiblada"-noun-ca "ŝirdoloro"-noun-eo
"punxada"-noun-ca "ŝirdoloro"-noun-eo
"fidela"-adverb-eo "fidel"-adverb-ca
"fidel"-adverb-ca "fidela"-adverb-eo
"ŝvitiĝi"-verb-eo "filtrar-se"-verb-ca
"filtrar-se"-verb-ca "ŝvitiĝi"-verb-eo
"fine, sed ne malpli grave"-adverb-eo "finalment, però no per això menys important"-adverb-ca
"finalment, però no per això menys important"-adverb-ca "fine, sed ne malpli grave"-adverb-eo
"ĝis hodiaŭ"-adverb-eo "fins hui"-adverb-ca
"fins hui"-adverb-ca "ĝis hodiaŭ"-adverb-eo
"festoni"-verb-eo "fistonar"-verb-ca
"fistonar"-verb-ca "festoni"-verb-eo
"malrigida"-adverb-eo "flexible"-adverb-ca
"flexible"-adverb-ca "malrigida"-adverb-eo
"flexible"-adverb-ca "supla"-adverb-eo
"supla"-adverb-eo "flexible"-adverb-ca
"florumi"-verb-eo "florejar"-verb-ca
"florejar"-verb-ca "florumi"-verb-eo
"ŝimi"-verb-eo "florir-se"-verb-ca
"ŝimi"-verb-eo "picar-se"-verb-ca
"florir-se"-verb-ca "ŝimi"-verb-eo
"picar-se"-verb-ca "ŝimi"-verb-eo
"fluida"-adverb-eo "fluid"-adverb-ca
"fluid"-adverb-ca "fluida"-adverb-eo
"rivera"-adverb-eo "fluvial"-adverb-ca
"fluvial"-adverb-ca "rivera"-adverb-eo
"Folke"-properNoun-eo "Folke"-properNoun-ca
"Folke"-properNoun-ca "Folke"-properNoun-eo
"fundamenta"-adverb-eo "fonamental"-adverb-ca
"fonamental"-adverb-ca "fundamenta"-adverb-eo
"Internacia Mona Fonduso"-noun-eo "Fons Monetari Internacional"-noun-ca
"Fons Monetari Internacional"-noun-ca "Internacia Mona Fonduso"-noun-eo
"formenterano"-noun-eo "formenterenc"-noun-ca
"formenterano"-noun-eo "formenterer"-noun-ca
"formenterenc"-noun-ca "formenterano"-noun-eo
"formenterer"-noun-ca "formenterano"-noun-eo
"fosforeska"-adverb-eo "fosforescent"-adverb-ca
"fosforescent"-adverb-ca "fosforeska"-adverb-eo
"Francesc Xavier"-properNoun-eo "Francesc Xavier"-properNoun-ca
"Francesc Xavier"-properNoun-ca "Francesc Xavier"-properNoun-eo
"franc-rusa"-adjective-eo "francorús"-adjective-ca
"francorús"-adjective-ca "franc-rusa"-adjective-eo
"francamiko"-noun-eo "francòfil"-noun-ca
"francòfil"-noun-ca "francamiko"-noun-eo
"francofoba"-adjective-eo "francòfob"-adjective-ca
"francòfob"-adjective-ca "francofoba"-adjective-eo
"francòfob"-adjective-ca "francmalamika"-adjective-eo
"francmalamika"-adjective-eo "francòfob"-adjective-ca
"francofobo"-noun-eo "francòfob"-noun-ca
"francòfob"-noun-ca "francofobo"-noun-eo
"francòfob"-noun-ca "francmalamiko"-noun-eo
"francmalamiko"-noun-eo "francòfob"-noun-ca
"frata"-adverb-eo "fraternal"-adverb-ca
"fraternal"-adverb-ca "frata"-adverb-eo
"manipulado de elektoj"-noun-eo "frau electoral"-noun-ca
"frau electoral"-noun-ca "manipulado de elektoj"-noun-eo
"ofta"-adverb-eo "freqüent"-adverb-ca
"freqüent"-adverb-ca "ofta"-adverb-eo
"frukti"-verb-eo "fruitar"-verb-ca
"fruitar"-verb-ca "frukti"-verb-eo
"ESF"-noun-eo "FSE"-noun-ca
"FSE"-noun-ca "ESF"-noun-eo
"MSF"-noun-eo "FSM"-noun-ca
"FSM"-noun-ca "MSF"-noun-eo
"Fuĵajro"-properNoun-eo "Fujairah"-properNoun-ca
"Fujairah"-properNoun-ca "Fuĵajro"-properNoun-eo
"vaporizi"-verb-eo "vaporar"-verb-ca
"vaporar"-verb-ca "vaporizi"-verb-eo
"futbala"-adverb-eo "futbolísticament"-adverb-ca
"futbolísticament"-adverb-ca "futbala"-adverb-eo
"stinka"-adverb-eo "fètid"-adverb-ca
"stinka"-adverb-eo "pudent"-adverb-ca
"fètid"-adverb-ca "stinka"-adverb-eo
"pudent"-adverb-ca "stinka"-adverb-eo
"Monda Socia Forumo"-noun-eo "Fòrum Social Mundial"-noun-ca
"Monda Socia Forumo"-noun-eo "WSF"-noun-ca
"Fòrum Social Mundial"-noun-ca "Monda Socia Forumo"-noun-eo
"Fòrum Social Mundial"-noun-ca "Monda Sociala Forumo"-noun-eo
"WSF"-noun-ca "Monda Socia Forumo"-noun-eo
"Monda Sociala Forumo"-noun-eo "Fòrum Social Mundial"-noun-ca
"fútil"-adverb-ca "malgrava"-adverb-eo
"preskaŭ neniam"-adverb-eo "gairebé mai"-adverb-ca
"gairebé mai"-adverb-ca "preskaŭ neniam"-adverb-eo
"gesamseksemuloj"-noun-eo "gais i lesbianes"-noun-ca
"gais i lesbianes"-noun-ca "gesamseksemuloj"-noun-eo
"galanta"-adverb-eo "galant"-adverb-ca
"galant"-adverb-ca "galanta"-adverb-eo
"galanti"-verb-eo "galantejar"-verb-ca
"galantejar"-verb-ca "galanti"-verb-eo
"galeglingva"-adjective-eo "gallegoparlant"-adjective-ca
"gallegoparlant"-adjective-ca "galeglingva"-adjective-eo
"galeglingvano"-noun-eo "gallegoparlant"-noun-ca
"gallegoparlant"-noun-ca "galeglingvano"-noun-eo
"vireskulino"-noun-eo "gallimarsot"-noun-ca
"gallimarsot"-noun-ca "vireskulino"-noun-eo
"galoni"-verb-eo "galonejar"-verb-ca
"galonejar"-verb-ca "galoni"-verb-eo
"rusko"-noun-eo "galzeran"-noun-ca
"galzeran"-noun-ca "rusko"-noun-eo
"Galapagoj"-properNoun-eo "Galàpagos"-properNoun-ca
"Galapagoj"-properNoun-eo "illes Galàpagos"-properNoun-ca
"Galàpagos"-properNoun-ca "Galapagoj"-properNoun-eo
"illes Galàpagos"-properNoun-ca "Galapagoj"-properNoun-eo
"gargarado"-noun-eo "glopeig"-noun-ca
"glopeig"-noun-ca "gargarado"-noun-eo
"rabotilego"-noun-eo "garlopa"-noun-ca
"garlopa"-noun-ca "rabotilego"-noun-eo
"bestpiedo"-noun-eo "garra"-noun-ca
"garra"-noun-ca "bestpiedo"-noun-eo
"kurbkrura"-adjective-eo "garrell"-adjective-ca
"garrell"-adjective-ca "kurbkrura"-adjective-eo
"gasojlo"-noun-eo "gas-oil"-noun-ca
"gas-oil"-noun-ca "gasojlo"-noun-eo
"saŭcaĉo"-noun-eo "gasòfia"-noun-ca
"gasòfia"-noun-ca "saŭcaĉo"-noun-eo
"kattruo"-noun-eo "gatonera"-noun-ca
"gatonera"-noun-ca "kattruo"-noun-eo
"subitkriego"-noun-eo "gatzara"-noun-ca
"gatzara"-noun-ca "subitkriego"-noun-eo
"Gauwyn"-properNoun-eo "Gauwyn"-properNoun-ca
"Gauwyn"-properNoun-ca "Gauwyn"-properNoun-eo
"go"-noun-eo "ge"-noun-ca
"ge"-noun-ca "go"-noun-eo
"ĝistalia korsaĵo"-noun-eo "gec"-noun-ca
"gec"-noun-ca "ĝistalia korsaĵo"-noun-eo
"Geerardt"-properNoun-eo "Geerardt"-properNoun-ca
"Geerardt"-properNoun-ca "Geerardt"-properNoun-eo
"generacia"-adverb-eo "generacional"-adverb-ca
"generacional"-adverb-ca "generacia"-adverb-eo
"genia"-adverb-eo "genial"-adverb-ca
"genial"-adverb-ca "genia"-adverb-eo
"genu-vesto"-noun-eo "genollera"-noun-ca
"genollera"-noun-ca "genu-vesto"-noun-eo
"ĝentila"-adverb-eo "gentil"-adverb-ca
"gentil"-adverb-ca "ĝentila"-adverb-eo
"genuflekso"-noun-eo "genuflecsió"-noun-ca
"genuflecsió"-noun-ca "genuflekso"-noun-eo
"german-brita"-adjective-eo "germanobritànic"-adjective-ca
"germanobritànic"-adjective-ca "german-brita"-adjective-eo
"german-franca"-adjective-eo "germanofrancès"-adjective-ca
"germanofrancès"-adjective-ca "german-franca"-adjective-eo
"german-rusa"-adjective-eo "germanorús"-adjective-ca
"germanorús"-adjective-ca "german-rusa"-adjective-eo
"germanamiko"-noun-eo "germanòfil"-noun-ca
"germanòfil"-noun-ca "germanamiko"-noun-eo
"germanofoba"-adjective-eo "germanòfob"-adjective-ca
"germanòfob"-adjective-ca "germanofoba"-adjective-eo
"germanòfob"-adjective-ca "germanmalamika"-adjective-eo
"germanmalamika"-adjective-eo "germanòfob"-adjective-ca
"germanofobo"-noun-eo "germanòfob"-noun-ca
"germanòfob"-noun-ca "germanofobo"-noun-eo
"germanòfob"-noun-ca "germanmalamiko"-noun-eo
"germanmalamiko"-noun-eo "germanòfob"-noun-ca
"ĝermana"-adverb-eo "germànicament"-adverb-ca
"germànicament"-adverb-ca "ĝermana"-adverb-eo
"gerontokratio"-noun-eo "gerontocràcia"-noun-ca
"gerontocràcia"-noun-ca "gerontokratio"-noun-eo
"gerontokratia"-adjective-eo "gerontòcrata"-adjective-ca
"gerontòcrata"-adjective-ca "gerontokratia"-adjective-eo
"gerontokratia"-adverb-eo "gerontocràticament"-adverb-ca
"gerontocràticament"-adverb-ca "gerontokratia"-adverb-eo
"gerontocràticament"-adverb-ca "gerontokratie"-adverb-eo
"gerontokratie"-adverb-eo "gerontocràticament"-adverb-ca
"gerontokrato"-noun-eo "gerontòcrata"-noun-ca
"gerontòcrata"-noun-ca "gerontokrato"-noun-eo
"gestadi"-verb-eo "gesticular"-verb-ca
"gesticular"-verb-ca "gestadi"-verb-eo
"terpelvo"-noun-eo "gibrell"-noun-ca
"gibrell"-noun-ca "terpelvo"-noun-eo
"ĝironano"-noun-eo "gironí"-noun-ca
"gironí"-noun-ca "ĝironano"-noun-eo
"malvarmega"-adjective-eo "gèlid"-adjective-ca
"gèlid"-adjective-ca "malvarmega"-adjective-eo
"malvarmega"-adverb-eo "glacial"-adverb-ca
"glacial"-adverb-ca "malvarmega"-adverb-eo
"tutloka"-adjective-eo "glocal"-adjective-ca
"glocal"-adjective-ca "tutloka"-adjective-eo
"Meksika golfo"-properNoun-eo "Golf de Mèxic"-properNoun-ca
"Golf de Mèxic"-properNoun-ca "Meksika golfo"-properNoun-eo
"krispo"-noun-eo "gorgera"-noun-ca
"krispo"-noun-eo "mesenteri"-noun-ca
"gorgera"-noun-ca "krispo"-noun-eo
"mesenteri"-noun-ca "krispo"-noun-eo
"mesenteri"-noun-ca "mesoo"-noun-eo
"mesenteri"-noun-ca "mesentero"-noun-eo
"mesoo"-noun-eo "mesenteri"-noun-ca
"mesentero"-noun-eo "mesenteri"-noun-ca
"Graal"-properNoun-eo "Graal"-properNoun-ca
"Graal"-properNoun-ca "Graal"-properNoun-eo
"grako"-noun-eo "grall"-noun-ca
"grall"-noun-ca "grako"-noun-eo
"granda"-adverb-eo "gran"-adverb-ca
"gran"-adverb-ca "granda"-adverb-eo
"grajnigi"-verb-eo "granejar"-verb-ca
"granejar"-verb-ca "grajnigi"-verb-eo
"patosa"-adverb-eo "grandiloqüent"-adverb-ca
"grandiloqüent"-adverb-ca "patosa"-adverb-eo
"aknoza"-adjective-eo "granellut"-adjective-ca
"granellut"-adjective-ca "aknoza"-adjective-eo
"puriga argilsablo"-noun-eo "greda"-noun-ca
"greda"-noun-ca "puriga argilsablo"-noun-eo
"maldelikata"-adverb-eo "groller"-adverb-ca
"groller"-adverb-ca "maldelikata"-adverb-eo
"groller"-adverb-ca "malĝentila"-adverb-eo
"groller"-adverb-ca "plumpa"-adverb-eo
"groller"-adverb-ca "triviala"-adverb-eo
"malĝentila"-adverb-eo "groller"-adverb-ca
"plumpa"-adverb-eo "groller"-adverb-ca
"triviala"-adverb-eo "groller"-adverb-ca
"triviala"-adverb-eo "trivial"-adverb-ca
"triviala"-adverb-eo "vulgar"-adverb-ca
"trivial"-adverb-ca "triviala"-adverb-eo
"vulgar"-adverb-ca "triviala"-adverb-eo
"vulgar"-adverb-ca "vulgara"-adverb-eo
"vulgar"-adverb-ca "maleleganta"-adverb-eo
"vulgara"-adverb-eo "vulgar"-adverb-ca
"maleleganta"-adverb-eo "vulgar"-adverb-ca
"densnubego"-noun-eo "grop"-noun-ca
"grop"-noun-ca "densnubego"-noun-eo
"groteska"-adverb-eo "grotesc"-adverb-ca
"grotesc"-adverb-ca "groteska"-adverb-eo
"graveda"-adverb-eo "gràvid"-adverb-ca
"gràvid"-adverb-ca "graveda"-adverb-eo
"gantujo"-noun-eo "guantera"-noun-ca
"guantera"-noun-ca "gantujo"-noun-eo
"jungilaro"-noun-eo "guarniment"-noun-ca
"guarniment"-noun-ca "jungilaro"-noun-eo
"enlanda milito"-noun-eo "guerra civil"-noun-ca
"guerra civil"-noun-ca "enlanda milito"-noun-eo
"milito de Postveno"-noun-eo "guerra de Successió"-noun-ca
"guerra de Successió"-noun-ca "milito de Postveno"-noun-eo
"uniformjako"-noun-eo "guerrera"-noun-ca
"guerrera"-noun-ca "uniformjako"-noun-eo
"trembrilegi"-verb-eo "guspirar"-verb-ca
"guspirar"-verb-ca "trembrilegi"-verb-eo
"privata policano"-noun-eo "guàrdia de seguretat"-noun-ca
"guàrdia de seguretat"-noun-ca "privata policano"-noun-eo
"dragoŝipo"-noun-eo "gànguil"-noun-ca
"gànguil"-noun-ca "dragoŝipo"-noun-eo
"gargaro"-noun-eo "gàrgara"-noun-ca
"gàrgara"-noun-ca "gargaro"-noun-eo
"gotika"-adverb-eo "gòticament"-adverb-ca
"gòticament"-adverb-ca "gotika"-adverb-eo
"gòticament"-adverb-ca "gota"-adverb-eo
"gota"-adverb-eo "gòticament"-adverb-ca
"rajto je juĝo"-noun-eo "habeas corpus"-noun-ca
"habeas corpus"-noun-ca "rajto je juĝo"-noun-eo
"ĉiamulo"-noun-eo "habitual"-noun-ca
"habitual"-noun-ca "ĉiamulo"-noun-eo
"kutima"-adverb-eo "habitual"-adverb-ca
"habitual"-adverb-ca "kutima"-adverb-eo
"enrompanto"-noun-eo "hacker"-noun-ca
"hacker"-noun-ca "enrompanto"-noun-eo
"enrompado"-noun-eo "hacking"-noun-ca
"hacking"-noun-ca "enrompado"-noun-eo
"enromp-aktivisma"-adjective-eo "hacktivista"-adjective-ca
"hacktivista"-adjective-ca "enromp-aktivisma"-adjective-eo
"hacktivista"-adjective-ca "enromp-aktivista"-adjective-eo
"enromp-aktivista"-adjective-eo "hacktivista"-adjective-ca
"enromp-aktivulo"-noun-eo "hacktivista"-noun-ca
"hacktivista"-noun-ca "enromp-aktivulo"-noun-eo
"helena"-adverb-eo "hel·lènicament"-adverb-ca
"hel·lènicament"-adverb-ca "helena"-adverb-eo
"hemoragia"-adverb-eo "hemorràgicament"-adverb-ca
"hemorràgicament"-adverb-ca "hemoragia"-adverb-eo
"hepata"-adverb-eo "hepàticament"-adverb-ca
"hepàticament"-adverb-ca "hepata"-adverb-eo
"Hercules"-properNoun-eo "Hercules"-properNoun-ca
"Hercules"-properNoun-ca "Hercules"-properNoun-eo
"Hewrey"-properNoun-eo "Hewrey"-properNoun-ca
"Hewrey"-properNoun-ca "Hewrey"-properNoun-eo
"deksesuma"-adverb-eo "hexadecimal"-adverb-ca
"hexadecimal"-adverb-ca "deksesuma"-adverb-eo
"hidrocefala"-adverb-eo "hidrocefàlicament"-adverb-ca
"hidrocefàlicament"-adverb-ca "hidrocefala"-adverb-eo
"hidroelektra"-adverb-eo "hidroelèctricament"-adverb-ca
"hidroelèctricament"-adverb-ca "hidroelektra"-adverb-eo
"hilumo"-noun-eo "hil"-noun-ca
"hil"-noun-ca "hilumo"-noun-eo
"hipertrofii"-verb-eo "hipertrofiar"-verb-ca
"hipertrofiar"-verb-ca "hipertrofii"-verb-eo
"hipokrata"-adverb-eo "hipocràticament"-adverb-ca
"hipocràticament"-adverb-ca "hipokrata"-adverb-eo
"Hispan-Ameriko"-properNoun-eo "Hispanoamèrica"-properNoun-ca
"Hispanoamèrica"-properNoun-ca "Hispan-Ameriko"-properNoun-eo
"hispanofobio"-noun-eo "hispanofòbia"-noun-ca
"hispanofòbia"-noun-ca "hispanofobio"-noun-eo
"hispan-rusa"-adjective-eo "hispanorús"-adjective-ca
"hispanorús"-adjective-ca "hispan-rusa"-adjective-eo
"hispanamika"-adjective-eo "hispanòfil"-adjective-ca
"hispanòfil"-adjective-ca "hispanamika"-adjective-eo
"hispanamiko"-noun-eo "hispanòfil"-noun-ca
"hispanòfil"-noun-ca "hispanamiko"-noun-eo
"hispanofoba"-adjective-eo "hispanòfob"-adjective-ca
"hispanòfob"-adjective-ca "hispanofoba"-adjective-eo
"hispanòfob"-adjective-ca "hispanmalamika"-adjective-eo
"hispanmalamika"-adjective-eo "hispanòfob"-adjective-ca
"hispanofobo"-noun-eo "hispanòfob"-noun-ca
"hispanòfob"-noun-ca "hispanofobo"-noun-eo
"hispanòfob"-noun-ca "hispanmalamiko"-noun-eo
"hispanmalamiko"-noun-eo "hispanòfob"-noun-ca
"hispana"-adverb-eo "hispànicament"-adverb-ca
"hispànicament"-adverb-ca "hispana"-adverb-eo
"hispànicament"-adverb-ca "hispania"-adverb-eo
"hispania"-adverb-eo "hispànicament"-adverb-ca
"gejofobia"-adjective-eo "homofòbic"-adjective-ca
"gejofobia"-adjective-eo "homòfob"-adjective-ca
"homofòbic"-adjective-ca "gejofobia"-adjective-eo
"homòfob"-adjective-ca "gejofobia"-adjective-eo
"samseksema"-adverb-eo "homosexual"-adverb-ca
"homosexual"-adverb-ca "samseksema"-adverb-eo
"Honor"-properNoun-eo "Honor"-properNoun-ca
"Honor"-properNoun-ca "Honor"-properNoun-eo
"horizontala"-adverb-eo "honrizontal"-adverb-ca
"honrizontal"-adverb-ca "horizontala"-adverb-eo
"hida"-adverb-eo "horrible"-adverb-ca
"horrible"-adverb-ca "hida"-adverb-eo
"Horta Nord"-properNoun-eo "Horta Nord"-properNoun-ca
"Horta Nord"-properNoun-ca "Horta Nord"-properNoun-eo
"Horta Oest"-properNoun-eo "Horta Oest"-properNoun-ca
"Horta Oest"-properNoun-ca "Horta Oest"-properNoun-eo
"Horta Sud"-properNoun-eo "Horta Sud"-properNoun-ca
"Horta Sud"-properNoun-ca "Horta Sud"-properNoun-eo
"lerta"-adverb-eo "hàbil"-adverb-ca
"hàbil"-adverb-ca "lerta"-adverb-eo
"avineto"-noun-eo "iaia"-noun-ca
"iaia"-noun-ca "avineto"-noun-eo
"Iberi-Ameriko"-properNoun-eo "Iberoamèrica"-properNoun-ca
"Iberoamèrica"-properNoun-ca "Iberi-Ameriko"-properNoun-eo
"ibera"-adverb-eo "ibèricament"-adverb-ca
"ibèricament"-adverb-ca "ibera"-adverb-eo
"malklera"-adverb-eo "ignorant"-adverb-ca
"ignorant"-adverb-ca "malklera"-adverb-eo
"Balearaj insuloj"-properNoun-eo "illes Balears"-properNoun-ca
"illes Balears"-properNoun-ca "Balearaj insuloj"-properNoun-eo
"Kajmanaj insuloj"-properNoun-eo "illes Caiman"-properNoun-ca
"illes Caiman"-properNoun-ca "Kajmanaj insuloj"-properNoun-eo
"Manikaj insuloj"-properNoun-eo "illes del Canal"-properNoun-ca
"illes del Canal"-properNoun-ca "Manikaj insuloj"-properNoun-eo
"Malvinaj insuloj"-properNoun-eo "illes Malvines"-properNoun-ca
"illes Malvines"-properNoun-ca "Malvinaj insuloj"-properNoun-eo
"Marŝalaj insuloj"-properNoun-eo "illes Marshall"-properNoun-ca
"illes Marshall"-properNoun-ca "Marŝalaj insuloj"-properNoun-eo
"eksterleĝa"-adverb-eo "il·legítim"-adverb-ca
"il·legítim"-adverb-ca "eksterleĝa"-adverb-eo
"imbecilo"-noun-eo "imbecil"-noun-ca
"imbecil"-noun-ca "imbecilo"-noun-eo
"imbecila"-adjective-eo "imbecil"-adjective-ca
"imbecil"-adjective-ca "imbecila"-adjective-eo
"nematura"-adverb-eo "immadur"-adverb-ca
"nematura"-adverb-eo "verd"-adverb-ca
"immadur"-adverb-ca "nematura"-adverb-eo
"verd"-adverb-ca "nematura"-adverb-eo
"verd"-adverb-ca "verda"-adverb-eo
"verda"-adverb-eo "verd"-adverb-ca
"subakviĝi"-verb-eo "immergir-se"-verb-ca
"immergir-se"-verb-ca "subakviĝi"-verb-eo
"neleĝa enmigrinto"-noun-eo "immigrant il·legal"-noun-ca
"immigrant il·legal"-noun-ca "neleĝa enmigrinto"-noun-eo
"senmorta"-adverb-eo "immortal"-adverb-ca
"immortal"-adverb-ca "senmorta"-adverb-eo
"imuna"-adverb-eo "immune"-adverb-ca
"imuna"-adverb-eo "resistent"-adverb-ca
"immune"-adverb-ca "imuna"-adverb-eo
"resistent"-adverb-ca "imuna"-adverb-eo
"konstanta"-adverb-eo "immutable"-adverb-ca
"immutable"-adverb-ca "konstanta"-adverb-eo
"nepara"-adverb-eo "imparell"-adverb-ca
"nepara"-adverb-eo "senar"-adverb-ca
"imparell"-adverb-ca "nepara"-adverb-eo
"senar"-adverb-ca "nepara"-adverb-eo
"imperia"-adverb-eo "imperial"-adverb-ca
"imperial"-adverb-ca "imperia"-adverb-eo
"impona"-adverb-eo "imponent"-adverb-ca
"impona"-adverb-eo "imposant"-adverb-ca
"imponent"-adverb-ca "impona"-adverb-eo
"imposant"-adverb-ca "impona"-adverb-eo
"imposant"-adverb-ca "majesta"-adverb-eo
"majesta"-adverb-eo "imposant"-adverb-ca
"impotenta"-adverb-eo "impotent"-adverb-ca
"impotent"-adverb-ca "impotenta"-adverb-eo
"malkonvena"-adverb-eo "improcedent"-adverb-ca
"malkonvena"-adverb-eo "inconvenient"-adverb-ca
"malkonvena"-adverb-eo "inescaient"-adverb-ca
"improcedent"-adverb-ca "malkonvena"-adverb-eo
"inconvenient"-adverb-ca "malkonvena"-adverb-eo
"inescaient"-adverb-ca "malkonvena"-adverb-eo
"neakurata"-adjective-eo "impuntual"-adjective-ca
"impuntual"-adjective-ca "neakurata"-adjective-eo
"neakurateco"-noun-eo "impuntualitat"-noun-ca
"impuntualitat"-noun-ca "neakurateco"-noun-eo
"neakurate"-adverb-eo "impuntualment"-adverb-ca
"impuntualment"-adverb-ca "neakurate"-adverb-eo
"malpura"-adverb-eo "impur"-adverb-ca
"impur"-adverb-ca "malpura"-adverb-eo
"malĉasta"-adverb-eo "sensual"-adverb-ca
"sensual"-adverb-ca "malĉasta"-adverb-eo
"senkabla"-adverb-eo "inalàmbricament"-adverb-ca
"inalàmbricament"-adverb-ca "senkabla"-adverb-eo
"apenaŭa"-adverb-eo "inapreciable"-adverb-ca
"inapreciable"-adverb-ca "apenaŭa"-adverb-eo
"inkandeska"-adverb-eo "incandescent"-adverb-ca
"incandescent"-adverb-ca "inkandeska"-adverb-eo
"senkapabligo"-noun-eo "incapacitació"-noun-ca
"incapacitació"-noun-ca "senkapabligo"-noun-eo
"cindrigejo"-noun-eo "incineradora"-noun-ca
"incineradora"-noun-ca "cindrigejo"-noun-eo
"inkluzive de"-preposition-eo "incloent-hi"-preposition-ca
"incloent-hi"-preposition-ca "inkluzive de"-preposition-eo
"nekohera"-adverb-eo "incoherent"-adverb-ca
"incoherent"-adverb-ca "nekohera"-adverb-eo
"nekonsekvenco"-noun-eo "incoherència"-noun-ca
"nekonsekvenco"-noun-eo "inconseqüència"-noun-ca
"incoherència"-noun-ca "nekonsekvenco"-noun-eo
"inconseqüència"-noun-ca "nekonsekvenco"-noun-eo
"nebrula"-adverb-eo "incombustible"-adverb-ca
"incombustible"-adverb-ca "nebrula"-adverb-eo
"firma"-adverb-eo "incommovible"-adverb-ca
"firma"-adverb-eo "sòlid"-adverb-ca
"incommovible"-adverb-ca "firma"-adverb-eo
"sòlid"-adverb-ca "firma"-adverb-eo
"sòlid"-adverb-ca "solida"-adverb-eo
"solida"-adverb-eo "sòlid"-adverb-ca
"solida"-adverb-eo "solvent"-adverb-ca
"nekomparebla"-adverb-eo "incomparable"-adverb-ca
"incomparable"-adverb-ca "nekomparebla"-adverb-eo
"incomparable"-adverb-ca "senegala"-adverb-eo
"senegala"-adverb-eo "incomparable"-adverb-ca
"senrezerva"-adverb-eo "incondicional"-adverb-ca
"incondicional"-adverb-ca "senrezerva"-adverb-eo
"inconstant"-adverb-ca "nekonstanta"-adverb-eo
"voluble"-adverb-ca "nekonstanta"-adverb-eo
"negletemo"-noun-eo "incúria"-noun-ca
"incúria"-noun-ca "negletemo"-noun-eo
"maldeco"-noun-eo "indecència"-noun-ca
"indecència"-noun-ca "maldeco"-noun-eo
"nedifinebla"-adjective-eo "indefinible"-adjective-ca
"indefinible"-adjective-ca "nedifinebla"-adjective-eo
"sendelikateco"-noun-eo "indelicadesa"-noun-ca
"indelicadesa"-noun-ca "sendelikateco"-noun-eo
"nedisiga"-adjective-eo "indestriable"-adjective-ca
"indestriable"-adjective-ca "nedisiga"-adjective-eo
"indiferenta"-adverb-eo "indiferent"-adverb-ca
"indiferent"-adverb-ca "indiferenta"-adverb-eo
"indiferent"-adverb-ca "malfervora"-adverb-eo
"malfervora"-adverb-eo "indiferent"-adverb-ca
"senhava"-adverb-eo "indigent"-adverb-ca
"senhava"-adverb-eo "miserable"-adverb-ca
"indigent"-adverb-ca "senhava"-adverb-eo
"miserable"-adverb-ca "senhava"-adverb-eo
"nedigestebla"-adjective-eo "indigest"-adjective-ca
"indigest"-adjective-ca "nedigestebla"-adjective-eo
"indigneco"-noun-eo "indignitat"-noun-ca
"indignitat"-noun-ca "indigneco"-noun-eo
"nemalhavebla"-adverb-eo "indispensable"-adverb-ca
"indispensable"-adverb-ca "nemalhavebla"-adverb-eo
"neinstruita"-adjective-eo "indocte"-adjective-ca
"indocte"-adjective-ca "neinstruita"-adjective-eo
"prahindeŭropa lingvo"-noun-eo "indoeuropeu"-noun-ca
"indoeuropeu"-noun-ca "prahindeŭropa lingvo"-noun-eo
"nedresebla"-adjective-eo "indomable"-adjective-ca
"indomable"-adjective-ca "nedresebla"-adjective-eo
"induktanto"-noun-eo "inductor"-noun-ca
"inductor"-noun-ca "induktanto"-noun-eo
"industria"-adverb-eo "industrial"-adverb-ca
"industrial"-adverb-ca "industria"-adverb-eo
"nedresita"-adjective-eo "indòmit"-adjective-ca
"indòmit"-adjective-ca "nedresita"-adjective-eo
"netaŭgeco"-noun-eo "ineptitud"-noun-ca
"ineptitud"-noun-ca "netaŭgeco"-noun-eo
"inercia"-adverb-eo "inercial"-adverb-ca
"inercial"-adverb-ca "inercia"-adverb-eo
"inercial"-adverb-ca "inerciuma"-adverb-eo
"inerciuma"-adverb-eo "inercial"-adverb-ca
"senarma"-adverb-eo "inerme"-adverb-ca
"inerme"-adverb-ca "senarma"-adverb-eo
"inerta"-adverb-eo "inert"-adverb-ca
"inert"-adverb-ca "inerta"-adverb-eo
"neprenetrebla"-adjective-eo "inescrutable"-adjective-ca
"inescrutable"-adjective-ca "neprenetrebla"-adjective-eo
"nesperta"-adverb-eo "inexpert"-adverb-ca
"inexpert"-adverb-ca "nesperta"-adverb-eo
