"desagradable"-adjective-ca "neagrabla"-adjective-eo
"urgència"-noun-ca "urĝo"-noun-eo
"ameli"-verb-eo "emmidonar"-verb-ca
"emmidonar"-verb-ca "ameli"-verb-eo
"rempari"-verb-eo "emmurallar"-verb-ca
"emmurallar"-verb-ca "rempari"-verb-eo
"palisumi"-verb-eo "empalar"-verb-ca
"empalar"-verb-ca "palisumi"-verb-eo
"ŝnurumi"-verb-eo "empalmar"-verb-ca
"empalmar"-verb-ca "ŝnurumi"-verb-eo
"peĉi"-verb-eo "empegar"-verb-ca
"empegar"-verb-ca "peĉi"-verb-eo
"plumbi"-verb-eo "emplomar"-verb-ca
"plumbi"-verb-eo "plomar"-verb-ca
"emplomar"-verb-ca "plumbi"-verb-eo
"plomar"-verb-ca "plumbi"-verb-eo
"ie ajn"-adverb-eo "en algun lloc o altre"-adverb-ca
"ie ajn"-adverb-eo "onsevulga que"-adverb-ca
"en algun lloc o altre"-adverb-ca "ie ajn"-adverb-eo
"onsevulga que"-adverb-ca "ie ajn"-adverb-eo
"en la venontaj jaroj"-adverb-eo "en anys venidors"-adverb-ca
"en anys venidors"-adverb-ca "en la venontaj jaroj"-adverb-eo
"en la sama momento"-adverb-eo "en aquell mateix moment"-adverb-ca
"en aquell mateix moment"-adverb-ca "en la sama momento"-adverb-eo
"en bona stato"-adverb-eo "en bon estat"-adverb-ca
"en bon estat"-adverb-ca "en bona stato"-adverb-eo
"en okazo de urĝo"-adverb-eo "en cas d'emergència"-adverb-ca
"en cas d'emergència"-adverb-ca "en okazo de urĝo"-adverb-eo
"en okazo de dubo"-adverb-eo "en cas de dubte"-adverb-ca
"en cas de dubte"-adverb-ca "en okazo de dubo"-adverb-eo
"anstataŭ tio"-adverb-eo "en comptes d'això"-adverb-ca
"en comptes d'això"-adverb-ca "anstataŭ tio"-adverb-eo
"en maljustaj kondiĉoj"-adverb-eo "en condicions injustes"-adverb-ca
"en condicions injustes"-adverb-ca "en maljustaj kondiĉoj"-adverb-eo
"en kunteksto"-adverb-eo "en context"-adverb-ca
"en context"-adverb-ca "en kunteksto"-adverb-eo
"sur la ĝusta vojo"-adverb-eo "en el bon camí"-adverb-ca
"sur la ĝusta vojo"-adverb-eo "pel bon camí"-adverb-ca
"en el bon camí"-adverb-ca "sur la ĝusta vojo"-adverb-eo
"pel bon camí"-adverb-ca "sur la ĝusta vojo"-adverb-eo
"en la bona senco"-adverb-eo "en el bon sentit"-adverb-ca
"en el bon sentit"-adverb-ca "en la bona senco"-adverb-eo
"en la kalkulita tempo"-adverb-eo "en el temps previst"-adverb-ca
"en el temps previst"-adverb-ca "en la kalkulita tempo"-adverb-eo
"en prova tempo"-adverb-eo "en fase experimental"-adverb-ca
"en fase experimental"-adverb-ca "en prova tempo"-adverb-eo
"en ne ĝusta vojo"-adverb-eo "en mal camí"-adverb-ca
"en mal camí"-adverb-ca "en ne ĝusta vojo"-adverb-eo
"en malbona stato"-adverb-eo "en mal estat"-adverb-ca
"en mal estat"-adverb-ca "en malbona stato"-adverb-eo
"grase"-adverb-eo "en negreta"-adverb-ca
"en negreta"-adverb-ca "grase"-adverb-eo
"en malmulte da tempo"-adverb-eo "en poca estona"-adverb-ca
"en poca estona"-adverb-ca "en malmulte da tempo"-adverb-eo
"en revizio"-adverb-eo "en revisió"-adverb-ca
"en revisió"-adverb-ca "en revizio"-adverb-eo
"en rotacio"-adverb-eo "en rotació"-adverb-ca
"en rotacio"-adverb-eo "per rotació"-adverb-ca
"en rotació"-adverb-ca "en rotacio"-adverb-eo
"per rotació"-adverb-ca "en rotacio"-adverb-eo
"en larĝa senco"-adverb-eo "en sentit ampli"-adverb-ca
"en sentit ampli"-adverb-ca "en larĝa senco"-adverb-eo
"en malbona tempo"-adverb-eo "en un mal moment"-adverb-ca
"en un mal moment"-adverb-ca "en malbona tempo"-adverb-eo
"en pli vasta senco"-adverb-eo "en un sentit més ampli"-adverb-ca
"en un sentit més ampli"-adverb-ca "en pli vasta senco"-adverb-eo
"en ekstrema situacio"-adverb-eo "en una situació desesperada"-adverb-ca
"en una situació desesperada"-adverb-ca "en ekstrema situacio"-adverb-eo
"en modo"-adverb-eo "en voga"-adverb-ca
"en voga"-adverb-ca "en modo"-adverb-eo
"uzata"-adverb-eo "en ús"-adverb-ca
"en ús"-adverb-ca "uzata"-adverb-eo
"enreligi"-verb-eo "encarrilar"-verb-ca
"encarrilar"-verb-ca "enreligi"-verb-eo
"encirkligi"-verb-eo "encerclar"-verb-ca
"encerclar"-verb-ca "encirkligi"-verb-eo
"enklostrigi"-verb-eo "enclaustrar"-verb-ca
"enclaustrar"-verb-ca "enklostrigi"-verb-eo
"endemia"-adverb-eo "endèmicament"-adverb-ca
"endèmicament"-adverb-ca "endemia"-adverb-eo
"lardi"-verb-eo "recarregar"-verb-ca
"recarregar"-verb-ca "lardi"-verb-eo
"recarregar"-verb-ca "reŝarĝi"-verb-eo
"reŝarĝi"-verb-eo "recarregar"-verb-ca
"oponigi"-verb-eo "enfrontar"-verb-ca
"enfrontar"-verb-ca "oponigi"-verb-eo
"grasumi"-verb-eo "engreixar"-verb-ca
"engreixar"-verb-ca "grasumi"-verb-eo
"ĉi-jare"-adverb-eo "enguany"-adverb-ca
"enguany"-adverb-ca "ĉi-jare"-adverb-eo
"enguany"-adverb-ca "ĉijare"-adverb-eo
"ĉijare"-adverb-eo "enguany"-adverb-ca
"enigma"-adverb-eo "enigmàticament"-adverb-ca
"enigmàticament"-adverb-ca "enigma"-adverb-eo
"iluminaĵo"-noun-eo "enllumenat"-noun-ca
"enllumenat"-noun-ca "iluminacio"-noun-eo
"enllumenat"-noun-ca "iluminaĵo"-noun-eo
"en la mezo"-adverb-eo "enmig"-adverb-ca
"enmig"-adverb-ca "en la mezo"-adverb-eo
"nobligi"-verb-eo "ennoblir"-verb-ca
"ennoblir"-verb-ca "nobligi"-verb-eo
"sukeri"-verb-eo "ensucrar"-verb-ca
"ensucrar"-verb-ca "sukeri"-verb-eo
"krepuskiĝi"-verb-eo "fosquejar"-verb-ca
"fosquejar"-verb-ca "krepuskiĝi"-verb-eo
"ĝustatone kanti"-verb-eo "entonar"-verb-ca
"entonar"-verb-ca "ĝustatone kanti"-verb-eo
"enira"-adjective-eo "entrant"-adjective-ca
"entrant"-adjective-ca "enira"-adjective-eo
"elnomi laŭvice"-verb-eo "enumerar"-verb-ca
"enumerar"-verb-ca "elnomi laŭvice"-verb-eo
"enverŝi"-verb-eo "envasar"-verb-ca
"envasar"-verb-ca "enverŝi"-verb-eo
"epidemia"-adverb-eo "epidèmicament"-adverb-ca
"epidèmicament"-adverb-ca "epidemia"-adverb-eo
"epistemologio"-noun-eo "epistemologia"-noun-ca
"epistemologia"-noun-ca "epistemologio"-noun-eo
"epistola"-adjective-eo "epistolar"-adjective-ca
"epistolar"-adjective-ca "epistola"-adjective-eo
"samvalorigi"-verb-eo "equiparar"-verb-ca
"equiparar"-verb-ca "samvalorigi"-verb-eo
"egalvalori"-verb-eo "equivaler"-verb-ca
"equivaler"-verb-ca "egalvalori"-verb-eo
"ŝtata trezorejo"-noun-eo "erari"-noun-ca
"erari"-noun-ca "ŝtata trezorejo"-noun-eo
"Erasmus"-properNoun-eo "Erasmus"-properNoun-ca
"Erasmus"-properNoun-ca "Erasmus"-properNoun-eo
"erekta"-adjective-eo "erecte"-adjective-ca
"erecte"-adjective-ca "erekta"-adjective-eo
"eritrocito"-noun-eo "eritròcit"-noun-ca
"eritròcit"-noun-ca "eritrocito"-noun-eo
"hirtigi"-verb-eo "eriçar"-verb-ca
"eriçar"-verb-ca "hirtigi"-verb-eo
"ro"-noun-eo "erra"-noun-ca
"erra"-noun-ca "ro"-noun-eo
"errada"-noun-ca "preseraro"-noun-eo
"errata"-noun-ca "preseraro"-noun-eo
"vaganta"-adverb-eo "erràticament"-adverb-ca
"erràticament"-adverb-ca "vaganta"-adverb-eo
"erotika"-adverb-eo "eròticament"-adverb-ca
"eròticament"-adverb-ca "erotika"-adverb-eo
"mirkonsterniĝi"-verb-eo "esbalair"-verb-ca
"esbalair"-verb-ca "mirkonsterniĝi"-verb-eo
"hirtiga"-adjective-eo "esborronador"-adjective-ca
"hirtiga"-adjective-eo "esgarrifós"-adjective-ca
"esborronador"-adjective-ca "hirtiga"-adjective-eo
"esgarrifós"-adjective-ca "hirtiga"-adjective-eo
"elŝeligi"-verb-eo "esbrinar"-verb-ca
"esbrinar"-verb-ca "elŝeligi"-verb-eo
"ronki"-verb-eo "esbufegar"-verb-ca
"ronki"-verb-eo "roncar"-verb-ca
"esbufegar"-verb-ca "ronki"-verb-eo
"roncar"-verb-ca "ronki"-verb-eo
"marini"-verb-eo "marinar"-verb-ca
"marinar"-verb-ca "marini"-verb-eo
"ranglisto"-noun-eo "escalafó"-noun-ca
"escalafó"-noun-ca "ranglisto"-noun-eo
"brogi"-verb-eo "escaldar"-verb-ca
"escaldar"-verb-ca "brogi"-verb-eo
"omareto"-noun-eo "escamarlà"-noun-ca
"escamarlà"-noun-ca "omareto"-noun-eo
"ofendmoko"-noun-eo "escarn"-noun-ca
"escarn"-noun-ca "ofendmoko"-noun-eo
"eskatologa"-adjective-eo "escatològic"-adjective-ca
"escatològic"-adjective-ca "eskatologa"-adjective-eo
"scenografio"-noun-eo "escenografia"-noun-ca
"escenografia"-noun-ca "scenografio"-noun-eo
"sklavigi"-verb-eo "esclavitzar"-verb-ca
"esclavitzar"-verb-ca "sklavigi"-verb-eo
"balaisto"-noun-eo "escombriaire"-noun-ca
"escombriaire"-noun-ca "balaisto"-noun-eo
"impetatako"-noun-eo "escomesa"-noun-ca
"escomesa"-noun-ca "impetatako"-noun-eo
"akti"-verb-eo "escripturar"-verb-ca
"escripturar"-verb-ca "akti"-verb-eo
"ŝildisto"-noun-eo "escuder"-noun-ca
"escuder"-noun-ca "ŝildisto"-noun-eo
"ŝauma"-adjective-eo "escumós"-adjective-ca
"escumós"-adjective-ca "ŝauma"-adjective-eo
"senfulgigi"-verb-eo "escurar"-verb-ca
"escurar"-verb-ca "senfulgigi"-verb-eo
"ektimo"-noun-eo "esglai"-noun-ca
"esglai"-noun-ca "ektimo"-noun-eo
"dispecetigi"-verb-eo "esgrunar"-verb-ca
"esgrunar"-verb-ca "dispecetigi"-verb-eo
"trolacigi"-verb-eo "esllomar"-verb-ca
"esllomar"-verb-ca "trolacigi"-verb-eo
"ŝiplongo"-noun-eo "eslora"-noun-ca
"eslora"-noun-ca "ŝiplongo"-noun-eo
"vojerarigita"-adjective-eo "esmaperdut"-adjective-ca
"esmaperdut"-adjective-ca "vojerarigita"-adjective-eo
"atenui"-verb-eo "esmorteir"-verb-ca
"esmorteir"-verb-ca "atenui"-verb-eo
"Esmour"-properNoun-eo "Esmour"-properNoun-ca
"Esmour"-properNoun-ca "Esmour"-properNoun-eo
"hispanismo"-noun-eo "espanyolisme"-noun-ca
"hispanismo"-noun-eo "hispanisme"-noun-ca
"espanyolisme"-noun-ca "hispanismo"-noun-eo
"hispanisme"-noun-ca "hispanismo"-noun-eo
"hispaneco"-noun-eo "hispanitat"-noun-ca
"hispanitat"-noun-ca "hispaneco"-noun-eo
"spasma"-adjective-eo "espasmòdic"-adjective-ca
"spasma"-adjective-eo "espàstic"-adjective-ca
"espasmòdic"-adjective-ca "spasma"-adjective-eo
"espasmòdic"-adjective-ca "spasmiga"-adjective-eo
"espàstic"-adjective-ca "spasma"-adjective-eo
"spasmiga"-adjective-eo "espasmòdic"-adjective-ca
"spasma"-adverb-eo "espasmòdicament"-adverb-ca
"espasmòdicament"-adverb-ca "spasma"-adverb-eo
"espasmòdicament"-adverb-ca "spasmiga"-adverb-eo
"spasmiga"-adverb-eo "espasmòdicament"-adverb-ca
"specimenaĵo"-noun-eo "especialitat"-noun-ca
"especialitat"-noun-ca "specimenaĵo"-noun-eo
"specifikeco"-noun-eo "especificitat"-noun-ca
"especificitat"-noun-ca "specifikeco"-noun-eo
"spektinda"-adjective-eo "espectacular"-adjective-ca
"espectacular"-adjective-ca "spektinda"-adjective-eo
"amuzejo"-noun-eo "esplai"-noun-ca
"esplai"-noun-ca "amuzejo"-noun-eo
"senproprigo"-noun-eo "espoliació"-noun-ca
"espoliació"-noun-ca "senproprigo"-noun-eo
"senproprigi"-verb-eo "espoliar"-verb-ca
"espoliar"-verb-ca "senproprigi"-verb-eo
"sporteco"-noun-eo "esportivitat"-noun-ca
"esportivitat"-noun-ca "sporteco"-noun-eo
"kvaronigi"-verb-eo "esquarterar"-verb-ca
"esquarterar"-verb-ca "kvaronigi"-verb-eo
"malgrasega"-adjective-eo "esquelètic"-adjective-ca
"esquelètic"-adjective-ca "malgrasega"-adjective-eo
"skemigi"-verb-eo "esquematitzar"-verb-ca
"esquematitzar"-verb-ca "skemigi"-verb-eo
"esquematitzar"-verb-ca "sĥemigi"-verb-eo
"sĥemigi"-verb-eo "esquematitzar"-verb-ca
"maldetala"-adverb-eo "esquemàticament"-adverb-ca
"esquemàticament"-adverb-ca "maldetala"-adverb-eo
"kraĉeti"-verb-eo "esquitxar"-verb-ca
"esquitxar"-verb-ca "kraĉeti"-verb-eo
"prirabanto"-noun-eo "estafador"-noun-ca
"estafador"-noun-ca "prirabanto"-noun-eo
"bildado"-noun-eo "estampació"-noun-ca
"estampació"-noun-ca "bildado"-noun-eo
"tabakovendejo"-noun-eo "estanc"-noun-ca
"estanc"-noun-ca "tabakovendejo"-noun-eo
"stagnigo"-noun-eo "estancament"-noun-ca
"estancament"-noun-ca "stagnigo"-noun-eo
"hermeta fermiteco"-noun-eo "estanquitat"-noun-ca
"estanquitat"-noun-ca "hermeta fermiteco"-noun-eo
"stani"-verb-eo "estanyar"-verb-ca
"estanyar"-verb-ca "stani"-verb-eo
"statuta"-adjective-eo "estatutari"-adjective-ca
"estatutari"-adjective-ca "statuta"-adjective-eo
"akcident-vundigi"-verb-eo "estavellar"-verb-ca
"estavellar"-verb-ca "akcident-vundigi"-verb-eo
"akvosulko"-noun-eo "estela"-noun-ca
"estela"-noun-ca "akvosulko"-noun-eo
"stiligi"-verb-eo "estilitzar"-verb-ca
"estilitzar"-verb-ca "stiligi"-verb-eo
"stilista"-adjective-eo "estilístic"-adjective-ca
"estilístic"-adjective-ca "stilista"-adjective-eo
"somerumi"-verb-eo "estiuejar"-verb-ca
"estiuejar"-verb-ca "somerumi"-verb-eo
"somerresto"-noun-eo "estiueig"-noun-ca
"estiueig"-noun-ca "somerresto"-noun-eo
"stomaka"-adjective-eo "estomacal"-adjective-ca
"estomacal"-adjective-ca "stomaka"-adjective-eo
"stomatologio"-noun-eo "estomatologia"-noun-ca
"estomatologia"-noun-ca "stomatologio"-noun-eo
"damaĝego"-noun-eo "estrall"-noun-ca
"estrall"-noun-ca "damaĝego"-noun-eo
"surprizigo"-noun-eo "estranyesa"-noun-ca
"estranyesa"-noun-ca "surprizigo"-noun-eo
"ŝakranto"-noun-eo "estraperlista"-noun-ca
"estraperlista"-noun-ca "ŝakranto"-noun-eo
"ŝakro"-noun-eo "estraperlo"-noun-ca
"estraperlo"-noun-ca "ŝakro"-noun-eo
"tremigo"-noun-eo "estremiment"-noun-ca
"estremiment"-noun-ca "tremigo"-noun-eo
"ekuzi"-verb-eo "estrenar"-verb-ca
"estrenar"-verb-ca "ekuzi"-verb-eo
"uzilo"-noun-eo "estri"-noun-ca
"estri"-noun-ca "uzilo"-noun-eo
"hemostazi"-verb-eo "estroncar"-verb-ca
"estroncar"-verb-ca "hemostazi"-verb-eo
"structuralismo"-noun-eo "estructuralisme"-noun-ca
"estructuralisme"-noun-ca "structuralismo"-noun-eo
"mirkonsterno"-noun-eo "estupefacció"-noun-ca
"estupefacció"-noun-ca "mirkonsterno"-noun-eo
"statika"-adverb-eo "estàticament"-adverb-ca
"estàticament"-adverb-ca "statika"-adverb-eo
"estetika"-adverb-eo "estèticament"-adverb-ca
"estèticament"-adverb-ca "estetika"-adverb-eo
"Ethelbert"-properNoun-eo "Ethelbert"-properNoun-ca
"Ethelbert"-properNoun-ca "Ethelbert"-properNoun-eo
"Ethelred"-properNoun-eo "Ethelred"-properNoun-ca
"Ethelred"-properNoun-ca "Ethelred"-properNoun-eo
"etilismo"-noun-eo "etilisme"-noun-ca
"etilisme"-noun-ca "etilismo"-noun-eo
"etila"-adjective-eo "etílic"-adjective-ca
"etílic"-adjective-ca "etila"-adjective-eo
"eufemismo"-noun-eo "eufemisme"-noun-ca
"eufemisme"-noun-ca "eufemismo"-noun-eo
"belsoneco"-noun-eo "eufonia"-noun-ca
"eufonia"-noun-ca "belsoneco"-noun-eo
"eŭfonia"-adjective-eo "eufònic"-adjective-ca
"eufònic"-adjective-ca "eŭfonia"-adjective-eo
"eŭritma"-adjective-eo "eurítmic"-adjective-ca
"eurítmic"-adjective-ca "eŭritma"-adjective-eo
"Eustace"-properNoun-eo "Eustace"-properNoun-ca
"Eustace"-properNoun-ca "Eustace"-properNoun-eo
"evangelia"-adverb-eo "evangèlicament"-adverb-ca
"evangèlicament"-adverb-ca "evangelia"-adverb-eo
"vaporigi"-verb-eo "evaporar"-verb-ca
"evaporar"-verb-ca "vaporigi"-verb-eo
"incitigi"-verb-eo "exacerbar"-verb-ca
"exacerbar"-verb-ca "incitigi"-verb-eo
"ekzalteco"-noun-eo "exaltació"-noun-ca
"exaltació"-noun-ca "ekzalteco"-noun-eo
"ekskluzivema"-adjective-eo "exclusivista"-adjective-ca
"exclusivista"-adjective-ca "ekskluzivema"-adjective-eo
"ekskomunio"-noun-eo "excomunió"-noun-ca
"excomunió"-noun-ca "ekskomunio"-noun-eo
"ekskursismo"-noun-eo "excursionisme"-noun-ca
"excursionisme"-noun-ca "ekskursismo"-noun-eo
"ekskuzebla"-adjective-eo "excusable"-adjective-ca
"excusable"-adjective-ca "ekskuzebla"-adjective-eo
"ekstercentra"-adverb-eo "excèntricament"-adverb-ca
"ekstercentra"-adverb-eo "perifèricament"-adverb-ca
"excèntricament"-adverb-ca "ekstercentra"-adverb-eo
"perifèricament"-adverb-ca "ekstercentra"-adverb-eo
"kadrulo"-noun-eo "executiu"-noun-ca
"executiu"-noun-ca "kadrulo"-noun-eo
"ekzekutanto"-noun-eo "executor"-noun-ca
"executor"-noun-ca "ekzekutanto"-noun-eo
"ekzempleco"-noun-eo "exemplaritat"-noun-ca
"exemplaritat"-noun-ca "ekzempleco"-noun-eo
"elĉerpema"-adjective-eo "exhaustiu"-adjective-ca
"exhaustiu"-adjective-ca "elĉerpema"-adjective-eo
"ĉioamplekse"-adverb-eo "exhaustivament"-adverb-ca
"exhaustivament"-adverb-ca "ĉioamplekse"-adverb-eo
"senŝarĝigi"-verb-eo "exonerar"-verb-ca
"exonerar"-verb-ca "senŝarĝigi"-verb-eo
"ekscesega"-adjective-eo "exorbitant"-adjective-ca
"exorbitant"-adjective-ca "ekscesega"-adjective-eo
"ekzorcizanto"-noun-eo "exorcista"-noun-ca
"exorcista"-noun-ca "ekzorcizanto"-noun-eo
"ekzotismo"-noun-eo "exotisme"-noun-ca
"exotisme"-noun-ca "ekzotismo"-noun-eo
"viglatendo"-noun-eo "expectació"-noun-ca
"expectació"-noun-ca "viglatendo"-noun-eo
"pentoferi"-verb-eo "expiar"-verb-ca
"expiar"-verb-ca "pentoferi"-verb-eo
"esprima"-adjective-eo "expressiu"-adjective-ca
"expressiu"-adjective-ca "esprima"-adjective-eo
"eletendilo"-noun-eo "extensor"-noun-ca
"extensor"-noun-ca "eletendilo"-noun-eo
"eksterigi"-verb-eo "exterioritzar"-verb-ca
"exterioritzar"-verb-ca "eksterigi"-verb-eo
"estingita"-adjective-eo "extint"-adjective-ca
"extint"-adjective-ca "estingita"-adjective-eo
"ekstraktilo"-noun-eo "extractor"-noun-ca
"extractor"-noun-ca "ekstraktilo"-noun-eo
"eksterjuĝa"-adjective-eo "extrajudicial"-adjective-ca
"extrajudicial"-adjective-ca "eksterjuĝa"-adjective-eo
"ekstergeedza"-adjective-eo "extramatrimonial"-adjective-ca
"extramatrimonial"-adjective-ca "ekstergeedza"-adjective-eo
"abundeca"-adjective-eo "exuberant"-adjective-ca
"exuberant"-adjective-ca "abundeca"-adjective-eo
"ekzota"-adverb-eo "exòticament"-adverb-ca
"exòticament"-adverb-ca "ekzota"-adverb-eo
"eola"-adjective-eo "eòlic"-adjective-ca
"eòlic"-adjective-ca "eola"-adjective-eo
"ĥorpupitro"-noun-eo "faristol"-noun-ca
"faristol"-noun-ca "ĥorpupitro"-noun-eo
"farmakologie"-adverb-eo "farmacològicament"-adverb-ca
"farmacològicament"-adverb-ca "farmakologie"-adverb-eo
"Felice"-properNoun-eo "Felice"-properNoun-ca
"Felice"-properNoun-ca "Felice"-properNoun-eo
"feri"-verb-eo "ferrar"-verb-ca
"ferrar"-verb-ca "feri"-verb-eo
"haladzi"-verb-eo "ferumejar"-verb-ca
"ferumejar"-verb-ca "haladzi"-verb-eo
"Fibonaĉi"-properNoun-eo "Fibonacci"-properNoun-ca
"Fibonacci"-properNoun-ca "Fibonaĉi"-properNoun-eo
"drattolo"-noun-eo "filat"-noun-ca
"filat"-noun-ca "drattolo"-noun-eo
"folozofie"-adverb-eo "filosòficament"-adverb-ca
"filosòficament"-adverb-ca "folozofie"-adverb-eo
"ĝis havi sukceson"-adverb-eo "fins a tenir èxit"-adverb-ca
"fins a tenir èxit"-adverb-ca "ĝis havi sukceson"-adverb-eo
"ĝis tiam"-adverb-eo "fins aleshores"-adverb-ca
"fins aleshores"-adverb-ca "ĝis tiam"-adverb-eo
"ĝis hodiaŭ"-adverb-eo "fins avui"-adverb-ca
"fins avui"-adverb-ca "ĝis hodiaŭ"-adverb-eo
"eĉ nun"-adverb-eo "fins i tot ara"-adverb-ca
"fins i tot ara"-adverb-ca "eĉ nun"-adverb-eo
"signatura"-noun-ca "signaturo"-noun-eo
"fizikoterapiisto"-noun-eo "fisioterapeuta"-noun-ca
"fisioterapeuta"-noun-ca "fizikoterapiisto"-noun-eo
"flokiĝi"-verb-eo "flocular"-verb-ca
"flocular"-verb-ca "flokiĝi"-verb-eo
"Florence"-properNoun-eo "Florence"-properNoun-ca
"Florence"-properNoun-ca "Florence"-properNoun-eo
"Florens"-properNoun-eo "Florens"-properNoun-ca
"Florens"-properNoun-ca "Florens"-properNoun-eo
"salvavides"-noun-ca "savbuo"-noun-eo
"salvavides"-noun-ca "savjako"-noun-eo
"savbuo"-noun-eo "salvavides"-noun-ca
"savjako"-noun-eo "salvavides"-noun-ca
"flosi"-verb-eo "flotar"-verb-ca
"flosi"-verb-eo "surar"-verb-ca
"flotar"-verb-ca "flosi"-verb-eo
"surar"-verb-ca "flosi"-verb-eo
"IMF"-noun-eo "FMI"-noun-ca
"FMI"-noun-ca "IMF"-noun-eo
"Foia de Bunyol"-properNoun-eo "Foia de Bunyol"-properNoun-ca
"Foia de Bunyol"-properNoun-ca "Foia de Bunyol"-properNoun-eo
"ĵetilo"-noun-eo "fona"-noun-ca
"fona"-noun-ca "ĵetilo"-noun-eo
"ne uzata"-adverb-eo "fora d'ús"-adverb-ca
"fora d'ús"-adverb-ca "ne uzata"-adverb-eo
"ne aŭdebla"-adverb-eo "fora de l'abast de l'oïda"-adverb-ca
"fora de l'abast de l'oïda"-adverb-ca "ne aŭdebla"-adverb-eo
"ekster la kampuso"-adverb-eo "fora del campus"-adverb-ca
"fora del campus"-adverb-ca "ekster la kampuso"-adverb-eo
"lokulo"-noun-eo "vilatà"-noun-ca
"vilatà"-noun-ca "lokulo"-noun-eo
"formiki"-verb-eo "formiguejar"-verb-ca
"formiguejar"-verb-ca "formiki"-verb-eo
"Formozo"-properNoun-eo "Formosa"-properNoun-ca
"Formosa"-properNoun-ca "Formozo"-properNoun-eo
"fando"-noun-eo "fosa"-noun-ca
"fando"-noun-eo "fusió"-noun-ca
"fosa"-noun-ca "fando"-noun-eo
"fusió"-noun-ca "fando"-noun-eo
"fosiliigi"-verb-eo "fossilitzar"-verb-ca
"fossilitzar"-verb-ca "fosiliigi"-verb-eo
"fotografa"-adverb-eo "fotogràficament"-adverb-ca
"fotogràficament"-adverb-ca "fotografa"-adverb-eo
"fotosinteza"-adjective-eo "fotosintètic"-adjective-ca
"fotosintètic"-adjective-ca "fotosinteza"-adjective-eo
"fotosinteza"-adverb-eo "fotosintèticament"-adverb-ca
"fotosintèticament"-adverb-ca "fotosinteza"-adverb-eo
"Frances"-properNoun-eo "Frances"-properNoun-ca
"Frances"-properNoun-ca "Frances"-properNoun-eo
"francofobio"-noun-eo "francofòbia"-noun-ca
"francofòbia"-noun-ca "francofobio"-noun-eo
"franc-prusa"-adjective-eo "francoprussià"-adjective-ca
"francoprussià"-adjective-ca "franc-prusa"-adjective-eo
"francamika"-adjective-eo "francòfil"-adjective-ca
"francòfil"-adjective-ca "francamika"-adjective-eo
"Okcidenta Strio"-properNoun-eo "Franja de Ponent"-properNoun-ca
"Franja de Ponent"-properNoun-ca "Okcidenta Strio"-properNoun-eo
"frazadi"-verb-eo "frasejar"-verb-ca
"frasejar"-verb-ca "frazadi"-verb-eo
"frukti"-verb-eo "fructificar"-verb-ca
"fructificar"-verb-ca "frukti"-verb-eo
"vaporizi"-verb-eo "fumigar"-verb-ca
"fumigar"-verb-ca "vaporizi"-verb-eo
"stinka"-adjective-eo "fètid"-adjective-ca
"stinka"-adjective-eo "pudent"-adjective-ca
"fètid"-adjective-ca "stinka"-adjective-eo
"pudent"-adjective-ca "stinka"-adjective-eo
"preskaŭ neniam"-adverb-eo "quasi mai"-adverb-ca
"quasi mai"-adverb-ca "preskaŭ neniam"-adverb-eo
"preskaŭ ĉiam"-adverb-eo "gairebé sempre"-adverb-ca
"preskaŭ ĉiam"-adverb-eo "quasi sempre"-adverb-ca
"gairebé sempre"-adverb-ca "preskaŭ ĉiam"-adverb-eo
"quasi sempre"-adverb-ca "preskaŭ ĉiam"-adverb-eo
"preskaŭ la tuta vojo"-adverb-eo "gairebé tot el camí"-adverb-ca
"gairebé tot el camí"-adverb-ca "preskaŭ la tuta vojo"-adverb-eo
"preskaŭ la tuta jaro"-adverb-eo "gairebé tot l'any"-adverb-ca
"gairebé tot l'any"-adverb-ca "preskaŭ la tuta jaro"-adverb-eo
"preskaŭ la tuta somero"-adverb-eo "gairebé tot l'estiu"-adverb-ca
"gairebé tot l'estiu"-adverb-ca "preskaŭ la tuta somero"-adverb-eo
"preskaŭ la tuta vintro"-adverb-eo "gairebé tot l'hivern"-adverb-ca
"gairebé tot l'hivern"-adverb-ca "preskaŭ la tuta vintro"-adverb-eo
"preskaŭ la tuta printempo"-adverb-eo "gairebé tota la primavera"-adverb-ca
"gairebé tota la primavera"-adverb-ca "preskaŭ la tuta printempo"-adverb-eo
"preskaŭ la tuta aŭtuno"-adverb-eo "gairebé tota la tardor"-adverb-ca
"gairebé tota la tardor"-adverb-ca "preskaŭ la tuta aŭtuno"-adverb-eo
"pulbalkono"-noun-eo "galliner"-noun-ca
"galliner"-noun-ca "pulbalkono"-noun-eo
"galvana"-adverb-eo "galvànicament"-adverb-ca
"galvànicament"-adverb-ca "galvana"-adverb-eo
"Gango"-properNoun-eo "Ganges"-properNoun-ca
"Ganges"-properNoun-ca "Gango"-properNoun-eo
"kroĉetilo"-noun-eo "ganxet"-noun-ca
"ganxet"-noun-ca "kroĉetilo"-noun-eo
"gargarado"-noun-eo "gargarisme"-noun-ca
"gargarisme"-noun-ca "gargarado"-noun-eo
"Garraf"-properNoun-eo "Garraf"-properNoun-ca
"Garraf"-properNoun-ca "Garraf"-properNoun-eo
"Garrigues"-properNoun-eo "Garrigues"-properNoun-ca
"Garrigues"-properNoun-ca "Garrigues"-properNoun-eo
"Garrotxa"-properNoun-eo "Garrotxa"-properNoun-ca
