"10a"-adjective-eo "Xème"-adjective-fr
"konkuranto"-noun-eo "compétiteur"-noun-fr
"compétiteur"-noun-fr "konkuranto"-noun-eo
"compétiteur"-noun-fr "konkurencanto"-noun-eo
"konkurencanto"-noun-eo "compétiteur"-noun-fr
"konkurencanto"-noun-eo "concurrent"-noun-fr
"konkuremo"-noun-eo "compétitivité"-noun-fr
"compétitivité"-noun-fr "konkuremo"-noun-eo
"konkurenca"-adjective-eo "compétitif"-adjective-fr
"konkurenca"-adjective-eo "concurrent"-adjective-fr
"konkurenca"-adjective-eo "concurrentiel"-adjective-fr
"compétitif"-adjective-fr "konkurenca"-adjective-eo
"concurrent"-adjective-fr "konkurenca"-adjective-eo
"concurrentiel"-adjective-fr "konkurenca"-adjective-eo
"concurrent"-noun-fr "konkurencanto"-noun-eo
"probe"-adjective-fr "konscienca"-adjective-eo
"scrupuleux"-adjective-fr "konscienca"-adjective-eo
"scrupuleusement"-adverb-fr "skrupule"-adverb-eo
"skrupule"-adverb-eo "scrupuleusement"-adverb-fr
"skrupule"-adverb-eo "religieusement"-adverb-fr
"konsekrado"-noun-eo "sacre"-noun-fr
"sacre"-noun-fr "konsekrado"-noun-eo
"sacre"-noun-fr "konsekro"-noun-eo
"konsekro"-noun-eo "sacre"-noun-fr
"consacrer"-verb-fr "sanktolei"-verb-eo
"sanktolei"-verb-eo "consacrer"-verb-fr
"konsekvenca"-adjective-eo "subséquent"-adjective-fr
"subséquent"-adjective-fr "konsekvenca"-adjective-eo
"konsento"-noun-eo "consentement"-noun-fr
"konsento"-noun-eo "assentiment"-noun-fr
"consentement"-noun-fr "konsento"-noun-eo
"assentiment"-noun-fr "konsento"-noun-eo
"konservaĵo"-noun-eo "conserve"-noun-fr
"conserve"-noun-fr "konservaĵo"-noun-eo
"konservativa"-adjective-eo "conservatif"-adjective-fr
"conservatif"-adjective-fr "konservativa"-adjective-eo
"konservativismo"-noun-eo "conservatisme"-noun-fr
"conservatisme"-noun-fr "konservativismo"-noun-eo
"konsiderante"-preposition-eo "attendu"-preposition-fr
"attendu"-preposition-fr "konsiderante"-preposition-eo
"consultant"-noun-fr "konsilisto"-noun-eo
"konsistenco"-noun-eo "consistance"-noun-fr
"consistance"-noun-fr "konsistenco"-noun-eo
"consistance"-noun-fr "konsisto"-noun-eo
"konsisto"-noun-eo "consistance"-noun-fr
"konsolo"-noun-eo "soulagement"-noun-fr
"soulagement"-noun-fr "konsolo"-noun-eo
"konsonanco"-noun-eo "consonance"-noun-fr
"consonance"-noun-fr "konsonanco"-noun-eo
"konsonanta"-adjective-eo "consonantique"-adjective-fr
"consonantique"-adjective-fr "konsonanta"-adjective-eo
"konspiranto"-noun-eo "conspirateur"-noun-fr
"conspirateur"-noun-fr "konspiranto"-noun-eo
"konstante"-adverb-eo "en permanence"-adverb-fr
"en permanence"-adverb-fr "konstante"-adverb-eo
"Konstanteno"-properNoun-eo "Constantin"-properNoun-fr
"Constantin"-properNoun-fr "Konstanteno"-properNoun-eo
"constatation"-noun-fr "konstato"-noun-eo
"konstato"-noun-eo "constatation"-noun-fr
"constellation"-noun-fr "stelaro"-noun-eo
"stelaro"-noun-eo "constellation"-noun-fr
"konsterna"-adjective-eo "consternant"-adjective-fr
"consternant"-adjective-fr "konsterna"-adjective-eo
"constituant"-adjective-fr "konstitucianta"-adjective-eo
"konstitucianta"-adjective-eo "constituant"-adjective-fr
"konstitucia"-adjective-eo "constitutionnaliste"-adjective-fr
"constitutionnaliste"-adjective-fr "konstitucia"-adjective-eo
"konstitucie"-adverb-eo "constitutionnellement"-adverb-fr
"constitutionnellement"-adverb-fr "konstitucie"-adverb-eo
"konstruado"-noun-eo "construction"-noun-fr
"construction"-noun-fr "konstruado"-noun-eo
"construction"-noun-fr "konstruaĵo"-noun-eo
"konstruaĵo"-noun-eo "construction"-noun-fr
"konstruaĵo"-noun-eo "immeuble"-noun-fr
"immeuble"-noun-fr "konstruaĵo"-noun-eo
"konstruejo"-noun-eo "chantier"-noun-fr
"chantier"-noun-fr "konstruejo"-noun-eo
"konstruisto"-noun-eo "bâtisseur"-noun-fr
"konstruisto"-noun-eo "laboureur"-noun-fr
"bâtisseur"-noun-fr "konstruisto"-noun-eo
"laboureur"-noun-fr "konstruisto"-noun-eo
"édification"-noun-fr "konstruo"-noun-eo
"structure"-noun-fr "konstruo"-noun-eo
"konsula"-adjective-eo "consulaire"-adjective-fr
"consulaire"-adjective-fr "konsula"-adjective-eo
"consulaire"-adjective-fr "konsuleja"-adjective-eo
"konsuleja"-adjective-eo "consulaire"-adjective-fr
"konsulejo"-noun-eo "consulat"-noun-fr
"consulat"-noun-fr "konsulejo"-noun-eo
"konsultejo"-noun-eo "cabinet conseil"-noun-fr
"konsultejo"-noun-eo "cabinet-conseil"-noun-fr
"konsultejo"-noun-eo "cabinet de conseil"-noun-fr
"cabinet conseil"-noun-fr "konsultejo"-noun-eo
"cabinet-conseil"-noun-fr "konsultejo"-noun-eo
"cabinet de conseil"-noun-fr "konsultejo"-noun-eo
"konsumismo"-noun-eo "consumérisme"-noun-fr
"consumérisme"-noun-fr "konsumismo"-noun-eo
"kontakti"-verb-eo "contacter"-verb-fr
"contacter"-verb-fr "kontakti"-verb-eo
"contact"-noun-fr "rilato"-noun-eo
"kontaktolenso"-noun-eo "lentille"-noun-fr
"lentille"-noun-fr "kontaktolenso"-noun-eo
"kontemplado"-noun-eo "contemplation"-noun-fr
"contemplation"-noun-fr "kontemplado"-noun-eo
"satisfait"-adjective-fr "kontenta"-adjective-eo
"contentement"-noun-fr "kontentigo"-noun-eo
"kontestanto"-noun-eo "contestataire"-noun-fr
"contestataire"-noun-fr "kontestanto"-noun-eo
"kontesto"-noun-eo "contestation"-noun-fr
"contestation"-noun-fr "kontesto"-noun-eo
"kontingento"-noun-eo "contingent"-noun-fr
"contingent"-noun-fr "kontingento"-noun-eo
"continuel"-adjective-fr "senĉesa"-adjective-eo
"continuel"-adjective-fr "senhalta"-adjective-eo
"kontinue"-adverb-eo "continuellement"-adverb-fr
"continuellement"-adverb-fr "kontinue"-adverb-eo
"continuellement"-adverb-fr "senhalte"-adverb-eo
"senhalte"-adverb-eo "continuellement"-adverb-fr
"kontinueco"-noun-eo "continuité"-noun-fr
"continuité"-noun-fr "kontinueco"-noun-eo
"kontinui"-verb-eo "continuer"-verb-fr
"kontinui"-verb-eo "poursuivre"-verb-fr
"continuer"-verb-fr "kontinui"-verb-eo
"poursuivre"-verb-fr "kontinui"-verb-eo
"kontisto"-noun-eo "comptable"-noun-fr
"comptable"-noun-fr "kontisto"-noun-eo
"comptable"-noun-fr "librotenisto"-noun-eo
"librotenisto"-noun-eo "comptable"-noun-fr
"comptoir"-noun-fr "verŝtablo"-noun-eo
"comptoir"-noun-fr "kontoro"-noun-eo
"comptoir"-noun-fr "vendotablo"-noun-eo
"vendotablo"-noun-eo "comptoir"-noun-fr
"kontrabandisto"-noun-eo "contrebandier"-noun-fr
"contrebandier"-noun-fr "kontrabandisto"-noun-eo
"kontrabando"-noun-eo "contrebande"-noun-fr
"contrebande"-noun-fr "kontrabando"-noun-eo
"kontrabasisto"-noun-eo "contrebassiste"-noun-fr
"contrebassiste"-noun-fr "kontrabasisto"-noun-eo
"kontrabaso"-noun-eo "contrebasse"-noun-fr
"contrebasse"-noun-fr "kontrabaso"-noun-eo
"kontrakto"-noun-eo "bail"-noun-fr
"bail"-noun-fr "kontrakto"-noun-eo
"bail"-noun-fr "lukontrakto"-noun-eo
"lukontrakto"-noun-eo "bail"-noun-fr
"kontrakturo"-noun-eo "contracture"-noun-fr
"kontrakturo"-noun-eo "crampe"-noun-fr
"kontrakturo"-noun-eo "spasme"-noun-fr
"contracture"-noun-fr "kontrakturo"-noun-eo
"crampe"-noun-fr "kontrakturo"-noun-eo
"crampe"-noun-fr "kramfo"-noun-eo
"spasme"-noun-fr "kontrakturo"-noun-eo
"kramfo"-noun-eo "crampe"-noun-fr
"kontraŭ"-preposition-eo "à l'encontre de"-preposition-fr
"à l'encontre de"-preposition-fr "kontraŭ"-preposition-eo
"kontraŭaera"-adjective-eo "antiaérien"-adjective-fr
"antiaérien"-adjective-fr "kontraŭaera"-adjective-eo
"contre-mesure"-noun-fr "kontraŭago"-noun-eo
"kontraŭago"-noun-eo "contre-mesure"-noun-fr
"kontraŭaĵo"-noun-eo "contretemps"-noun-fr
"contretemps"-noun-fr "kontraŭaĵo"-noun-eo
"kontraŭargumento"-noun-eo "objection"-noun-fr
"objection"-noun-fr "kontraŭargumento"-noun-eo
"objection"-noun-fr "sedo"-noun-eo
"sedo"-noun-eo "objection"-noun-fr
"kontraŭatoma"-adjective-eo "antiatomique"-adjective-fr
"kontraŭatoma"-adjective-eo "antinucléaire"-adjective-fr
"antiatomique"-adjective-fr "kontraŭatoma"-adjective-eo
"antinucléaire"-adjective-fr "kontraŭatoma"-adjective-eo
"kontraŭbatalanto"-noun-eo "contradicteur"-noun-fr
"kontraŭbatalanto"-noun-eo "opposant"-noun-fr
"kontraŭbatalanto"-noun-eo "adversaire"-noun-fr
"contradicteur"-noun-fr "kontraŭbatalanto"-noun-eo
"opposant"-noun-fr "kontraŭbatalanto"-noun-eo
"adversaire"-noun-fr "kontraŭbatalanto"-noun-eo
"adversaire"-noun-fr "oponanto"-noun-eo
"oponanto"-noun-eo "adversaire"-noun-fr
"contradiction"-noun-fr "malakordo"-noun-eo
"kontraŭe"-adverb-eo "contre"-adverb-fr
"kontraŭe"-adverb-eo "en face"-adverb-fr
"contre"-adverb-fr "kontraŭe"-adverb-eo
"en face"-adverb-fr "kontraŭe"-adverb-eo
"kontraŭe al"-preposition-eo "contrairement à"-preposition-fr
"contrairement à"-preposition-fr "kontraŭe al"-preposition-eo
"impropre"-adjective-fr "netaŭga"-adjective-eo
"netaŭga"-adjective-eo "impropre"-adjective-fr
"netaŭga"-adjective-eo "inutile"-adjective-fr
"kontraŭhorloĝe"-adverb-eo "à des marches forcées"-adverb-fr
"à des marches forcées"-adverb-fr "kontraŭhorloĝe"-adverb-eo
"kontraŭkoloniismo"-noun-eo "anticolonialisme"-noun-fr
"anticolonialisme"-noun-fr "kontraŭkoloniismo"-noun-eo
"kontraŭkoncipa"-adjective-eo "anticonceptionnel"-adjective-fr
"kontraŭkoncipa"-adjective-eo "contraceptif"-adjective-fr
"anticonceptionnel"-adjective-fr "kontraŭkoncipa"-adjective-eo
"contraceptif"-adjective-fr "kontraŭkoncipa"-adjective-eo
"kontraŭkoncipilo"-noun-eo "contraceptif"-noun-fr
"contraceptif"-noun-fr "kontraŭkoncipilo"-noun-eo
"kontraŭleĝa"-adjective-eo "illicite"-adjective-fr
"illicite"-adjective-fr "kontraŭleĝa"-adjective-eo
"illicite"-adjective-fr "nelica"-adjective-eo
"nelica"-adjective-eo "illicite"-adjective-fr
"kontraŭo"-noun-eo "contre"-noun-fr
"contre"-noun-fr "kontraŭo"-noun-eo
"kontraŭsocia"-adjective-eo "antisocial"-adjective-fr
"antisocial"-adjective-fr "kontraŭsocia"-adjective-eo
"kontraŭŝtela"-adjective-eo "antivol"-adjective-fr
"antivol"-adjective-fr "kontraŭŝtela"-adjective-eo
"kontraŭtanka"-adjective-eo "antichar"-adjective-fr
"antichar"-adjective-fr "kontraŭtanka"-adjective-eo
"kontraŭusona"-adjective-eo "antiaméricain"-adjective-fr
"antiaméricain"-adjective-fr "kontraŭusona"-adjective-eo
"kontribuaĵo"-noun-eo "contribution"-noun-fr
"contribution"-noun-fr "kontribuaĵo"-noun-eo
"kontribuanto"-noun-eo "contributeur"-noun-fr
"contributeur"-noun-fr "kontribuanto"-noun-eo
"kontrolebla"-adjective-eo "contrôlable"-adjective-fr
"kontrolebla"-adjective-eo "vérifiable"-adjective-fr
"contrôlable"-adjective-fr "kontrolebla"-adjective-eo
"vérifiable"-adjective-fr "kontrolebla"-adjective-eo
"kontrolo"-noun-eo "vérification"-noun-fr
"vérification"-noun-fr "kontrolo"-noun-eo
"contrôle"-noun-fr "sankontrolo"-noun-eo
"sankontrolo"-noun-eo "contrôle"-noun-fr
"contour"-noun-fr "rando"-noun-eo
"konvaleski"-verb-eo "refaire"-verb-fr
"refaire"-verb-fr "konvaleski"-verb-eo
"konveksa"-adjective-eo "convexe"-adjective-fr
"convexe"-adjective-fr "konveksa"-adjective-eo
"convexe"-adjective-fr "malkava"-adjective-eo
"malkava"-adjective-eo "convexe"-adjective-fr
"conversation"-noun-fr "konverso"-noun-eo
"konverso"-noun-eo "conversation"-noun-fr
"konvertebleco"-noun-eo "convertibilité"-noun-fr
"convertibilité"-noun-fr "konvertebleco"-noun-eo
"konvinka"-adjective-eo "convaincant"-adjective-fr
"konvinka"-adjective-eo "probant"-adjective-fr
"convaincant"-adjective-fr "konvinka"-adjective-eo
"probant"-adjective-fr "konvinka"-adjective-eo
"konzolo"-noun-eo "console"-noun-fr
"console"-noun-fr "konzolo"-noun-eo
"coopérateur"-adjective-fr "kooperativa"-adjective-eo
"coopérateur"-adjective-fr "kunlabora"-adjective-eo
"kooperativa"-adjective-eo "coopérateur"-adjective-fr
"kooperativa"-adjective-eo "coopératif"-adjective-fr
"kunlabora"-adjective-eo "coopérateur"-adjective-fr
"kunlabora"-adjective-eo "collaboratif"-adjective-fr
"coopérateur"-noun-fr "kunlaboranto"-noun-eo
"kunlaboranto"-noun-eo "coopérateur"-noun-fr
"coopératif"-adjective-fr "kooperativa"-adjective-eo
"kooperativo"-noun-eo "coopérative"-noun-fr
"coopérative"-noun-fr "kooperativo"-noun-eo
"koopti"-verb-eo "coopter"-verb-fr
"coopter"-verb-fr "koopti"-verb-eo
"koordinato"-noun-eo "coordonnée"-noun-fr
"coordonnée"-noun-fr "koordinato"-noun-eo
"repère"-noun-fr "limŝtono"-noun-eo
"repère"-noun-fr "marko"-noun-eo
"limŝtono"-noun-eo "repère"-noun-fr
"marko"-noun-eo "repère"-noun-fr
"marko"-noun-eo "marc"-noun-fr
"marko"-noun-eo "label"-noun-fr
"Kopenhago"-properNoun-eo "Copenhague"-properNoun-fr
"Copenhague"-properNoun-fr "Kopenhago"-properNoun-eo
"Koperniko"-properNoun-eo "Copernic"-properNoun-fr
"Copernic"-properNoun-fr "Koperniko"-properNoun-eo
"kora"-adjective-eo "cordial"-adjective-fr
"cordial"-adjective-fr "kora"-adjective-eo
"koralo"-noun-eo "corail"-noun-fr
"corail"-noun-fr "koralo"-noun-eo
"Korano"-properNoun-eo "Coran"-properNoun-fr
"Coran"-properNoun-fr "Korano"-properNoun-eo
"kordono"-noun-eo "cordon"-noun-fr
"cordon"-noun-fr "kordono"-noun-eo
"koregidoro"-noun-eo "corrégidor"-noun-fr
"corrégidor"-noun-fr "koregidoro"-noun-eo
"korektiga"-adjective-eo "correcteur"-adjective-fr
"correcteur"-adjective-fr "korektiga"-adjective-eo
"korektisto"-noun-eo "correcteur"-noun-fr
"correcteur"-noun-fr "korektisto"-noun-eo
"correcteur"-noun-fr "literumilo"-noun-eo
"literumilo"-noun-eo "correcteur"-noun-fr
"korekto"-noun-eo "rectification"-noun-fr
"rectification"-noun-fr "korekto"-noun-eo
"corrélation"-noun-fr "korelativeco"-noun-eo
"korelativeco"-noun-eo "corrélation"-noun-fr
"korelativa"-adjective-eo "corrélatif"-adjective-fr
"corrélatif"-adjective-fr "korelativa"-adjective-eo
"koriandro"-noun-eo "coriandre"-noun-fr
"coriandre"-noun-fr "koriandro"-noun-eo
"attachement"-noun-fr "korinklino"-noun-eo
"estimation"-noun-fr "korinklino"-noun-eo
"Korinto"-properNoun-eo "Corinthe"-properNoun-fr
"Corinthe"-properNoun-fr "Korinto"-properNoun-eo
"liège"-noun-fr "korko"-noun-eo
"kormorano"-noun-eo "cormoran"-noun-fr
"cormoran"-noun-fr "kormorano"-noun-eo
"andouiller"-noun-fr "kornaro"-noun-eo
"korneo"-noun-eo "cornée"-noun-fr
"cornée"-noun-fr "korneo"-noun-eo
"korniko"-noun-eo "corneille"-noun-fr
"corneille"-noun-fr "korniko"-noun-eo
"korno"-noun-eo "trompe"-noun-fr
"trompe"-noun-fr "korno"-noun-eo
"trompe"-noun-fr "rostro"-noun-eo
"rostro"-noun-eo "trompe"-noun-fr
"korodi"-verb-eo "corroder"-verb-fr
"corroder"-verb-fr "korodi"-verb-eo
"korolario"-noun-eo "corollaire"-noun-fr
"corollaire"-noun-fr "korolario"-noun-eo
"corporel"-adjective-fr "korpa"-adjective-eo
"korpo"-noun-eo "solide"-noun-fr
"korpo"-noun-eo "volume"-noun-fr
"solide"-noun-fr "korpo"-noun-eo
"solide"-noun-fr "solido"-noun-eo
"volume"-noun-fr "korpo"-noun-eo
"volume"-noun-fr "solido"-noun-eo
"volume"-noun-fr "volumeno"-noun-eo
"solido"-noun-eo "solide"-noun-fr
"solido"-noun-eo "volume"-noun-fr
"volumeno"-noun-eo "volume"-noun-fr
"korpogardisto"-noun-eo "garde du corps"-noun-fr
"garde du corps"-noun-fr "korpogardisto"-noun-eo
"korporacie"-adverb-eo "corporativement"-adverb-fr
"corporativement"-adverb-fr "korporacie"-adverb-eo
"korsaĵo"-noun-eo "corsage"-noun-fr
"corsage"-noun-fr "korsaĵo"-noun-eo
"korseto"-noun-eo "corset"-noun-fr
"corset"-noun-fr "korseto"-noun-eo
"korsika"-adjective-eo "corse"-adjective-fr
"corse"-adjective-fr "korsika"-adjective-eo
"concierge"-noun-fr "pordisto"-noun-eo
"pordisto"-noun-eo "concierge"-noun-fr
"pordisto"-noun-eo "portier"-noun-fr
"portier"-noun-fr "pordisto"-noun-eo
"kortizono"-noun-eo "cortisone"-noun-fr
"cortisone"-noun-fr "kortizono"-noun-eo
"korto"-noun-eo "parvis"-noun-fr
"parvis"-noun-fr "korto"-noun-eo
"kortumo"-noun-eo "cour de justice"-noun-fr
"cour de justice"-noun-fr "kortumo"-noun-eo
"corruption"-noun-fr "korupto"-noun-eo
"korupto"-noun-eo "corruption"-noun-fr
"koruptebla"-adjective-eo "corruptible"-adjective-fr
"corruptible"-adjective-fr "koruptebla"-adjective-eo
"corruptible"-adjective-fr "subaĉetebla"-adjective-eo
"subaĉetebla"-adjective-eo "corruptible"-adjective-fr
"korupti"-verb-eo "corrompre"-verb-fr
"korupti"-verb-eo "acheter"-verb-fr
"korupti"-verb-eo "payer"-verb-fr
"korupti"-verb-eo "soudoyer"-verb-fr
"korupti"-verb-eo "suborner"-verb-fr
"corrompre"-verb-fr "korupti"-verb-eo
"acheter"-verb-fr "korupti"-verb-eo
"payer"-verb-fr "korupti"-verb-eo
"soudoyer"-verb-fr "korupti"-verb-eo
"suborner"-verb-fr "korupti"-verb-eo
"koruso"-noun-eo "chorale"-noun-fr
"chorale"-noun-fr "koruso"-noun-eo
"korveto"-noun-eo "corvette"-noun-fr
"corvette"-noun-fr "korveto"-noun-eo
"korvo"-noun-eo "corbeau"-noun-fr
"corbeau"-noun-fr "korvo"-noun-eo
"kosinuso"-noun-eo "cosinus"-noun-fr
"cosinus"-noun-fr "kosinuso"-noun-eo
"kosma"-adjective-eo "cosmique"-adjective-fr
"cosmique"-adjective-fr "kosma"-adjective-eo
"kosme"-adverb-eo "cosmiquement"-adverb-fr
"cosmiquement"-adverb-fr "kosme"-adverb-eo
"kosmetika"-adjective-eo "cosmétique"-adjective-fr
"cosmétique"-adjective-fr "kosmetika"-adjective-eo
"kosmetikaĵo"-noun-eo "cosmétique"-noun-fr
"cosmétique"-noun-fr "kosmetikaĵo"-noun-eo
"cosmétique"-noun-fr "kosmetiko"-noun-eo
"kosmetiko"-noun-eo "cosmétique"-noun-fr
"kosmetiko"-noun-eo "cosmétologie"-noun-fr
"cosmétologie"-noun-fr "kosmetiko"-noun-eo
"kosmo"-noun-eo "cosmos"-noun-fr
"kosmo"-noun-eo "univers"-noun-fr
"cosmos"-noun-fr "kosmo"-noun-eo
"univers"-noun-fr "kosmo"-noun-eo
"kosmologio"-noun-eo "cosmologie"-noun-fr
"cosmologie"-noun-fr "kosmologio"-noun-eo
"cosmonaute"-noun-fr "kosmonaŭto"-noun-eo
"kosmopolito"-noun-eo "cosmopolite"-noun-fr
"cosmopolite"-noun-fr "kosmopolito"-noun-eo
"kosova"-adjective-eo "kosovar"-adjective-fr
"kosovar"-adjective-fr "kosova"-adjective-eo
"kosovano"-noun-eo "Kosovar"-noun-fr
"Kosovar"-noun-fr "kosovano"-noun-eo
"Kosovo"-properNoun-eo "Kosovo"-properNoun-fr
"Kosovo"-properNoun-fr "Kosovo"-properNoun-eo
"Kostariko"-properNoun-eo "Costa Rica"-properNoun-fr
"Costa Rica"-properNoun-fr "Kostariko"-properNoun-eo
"kostumo"-noun-eo "costume"-noun-fr
"kostumo"-noun-eo "mise"-noun-fr
"costume"-noun-fr "kostumo"-noun-eo
"mise"-noun-fr "kostumo"-noun-eo
"mise"-noun-fr "veto"-noun-eo
"veto"-noun-eo "mise"-noun-fr
"veto"-noun-eo "pari"-noun-fr
"veto"-noun-eo "enjeu"-noun-fr
"robe"-noun-fr "robo"-noun-eo
"robo"-noun-eo "robe"-noun-fr
"robo"-noun-eo "tunique"-noun-fr
"kota"-adjective-eo "boueux"-adjective-fr
"boueux"-adjective-fr "kota"-adjective-eo
"kotizi"-verb-eo "coter"-verb-fr
"coter"-verb-fr "kotizi"-verb-eo
"kotizo"-noun-eo "cotisation"-noun-fr
"kotizo"-noun-eo "quota"-noun-fr
"cotisation"-noun-fr "kotizo"-noun-eo
"quota"-noun-fr "kotizo"-noun-eo
"quota"-noun-fr "kvoto"-noun-eo
"kvoto"-noun-eo "quota"-noun-fr
"kotleto"-noun-eo "côtelette"-noun-fr
"côtelette"-noun-fr "kotleto"-noun-eo
"koturno"-noun-eo "caille"-noun-fr
"caille"-noun-fr "koturno"-noun-eo
"koŭtoŭi"-verb-eo "prosterner"-verb-fr
"prosterner"-verb-fr "koŭtoŭi"-verb-eo
"kovarda"-adjective-eo "lâche"-adjective-fr
"lâche"-adjective-fr "vasta"-adjective-eo
"lâche"-adjective-fr "malkompakta"-adjective-eo
"lâche"-adjective-fr "kovarda"-adjective-eo
"lâche"-adjective-fr "maldensa"-adjective-eo
"lâche"-adjective-fr "malkuraĝa"-adjective-eo
"lâche"-adjective-fr "malnobla"-adjective-eo
"lâche"-adjective-fr "poltrona"-adjective-eo
"maldensa"-adjective-eo "lâche"-adjective-fr
"maldensa"-adjective-eo "diffus"-adjective-fr
"malkuraĝa"-adjective-eo "lâche"-adjective-fr
"malnobla"-adjective-eo "lâche"-adjective-fr
"malnobla"-adjective-eo "ignoble"-adjective-fr
"poltrona"-adjective-eo "lâche"-adjective-fr
"lâche"-noun-fr "malkuraĝulo"-noun-eo
"lâche"-noun-fr "malnoblulo"-noun-eo
"lâche"-noun-fr "poltrono"-noun-eo
"malkuraĝulo"-noun-eo "lâche"-noun-fr
"malnoblulo"-noun-eo "lâche"-noun-fr
"poltrono"-noun-eo "lâche"-noun-fr
"kovarianco"-noun-eo "covariance"-noun-fr
"covariance"-noun-fr "kovarianco"-noun-eo
"kovrado"-noun-eo "réseau"-noun-fr
"réseau"-noun-fr "kovrado"-noun-eo
"kovrilo"-noun-eo "couvercle"-noun-fr
"couvercle"-noun-fr "kovrilo"-noun-eo
"recouvrement"-noun-fr "kovro"-noun-eo
"couvert"-noun-fr "kovro"-noun-eo
"couvert"-noun-fr "manĝilaro"-noun-eo
"manĝilaro"-noun-eo "couvert"-noun-fr
"bâche"-noun-fr "kovrotuko"-noun-eo
"voile"-noun-fr "kovrotuko"-noun-eo
"kozako"-noun-eo "cosaque"-noun-fr
"cosaque"-noun-fr "kozako"-noun-eo
"kraĉaĵo"-noun-eo "crachat"-noun-fr
"crachat"-noun-fr "kraĉaĵo"-noun-eo
"gril"-noun-fr "krado"-noun-eo
"gril"-noun-fr "rosto-krado"-noun-eo
"rosto-krado"-noun-eo "gril"-noun-fr
"kradrosti"-verb-eo "rôtir"-verb-fr
"rôtir"-verb-fr "kradrosti"-verb-eo
"rôtir"-verb-fr "turnrosti"-verb-eo
"turnrosti"-verb-eo "rôtir"-verb-fr
"kradrostilo"-noun-eo "grill"-noun-fr
"grill"-noun-fr "kradrostilo"-noun-eo
"krako"-noun-eo "crack"-noun-fr
"krako"-noun-eo "craquement"-noun-fr
"crack"-noun-fr "krako"-noun-eo
"craquement"-noun-fr "krako"-noun-eo
"krania"-adjective-eo "crânien"-adjective-fr
"crânien"-adjective-fr "krania"-adjective-eo
"kraŝi"-verb-eo "écraser"-verb-fr
"écraser"-verb-fr "kraŝi"-verb-eo
"kraŝo"-noun-eo "crash"-noun-fr
"kraŝo"-noun-eo "krach"-noun-fr
"crash"-noun-fr "kraŝo"-noun-eo
"krach"-noun-fr "kraŝo"-noun-eo
"kratago"-noun-eo "aubépine"-noun-fr
"aubépine"-noun-fr "kratago"-noun-eo
"kratero"-noun-eo "cratère"-noun-fr
"cratère"-noun-fr "kratero"-noun-eo
"kreanto"-noun-eo "créateur"-noun-fr
"créateur"-noun-fr "kreanto"-noun-eo
"créateur"-noun-fr "kreinto"-noun-eo
"kreinto"-noun-eo "créateur"-noun-fr
"kredebla"-adjective-eo "vraisemblable"-adjective-fr
"kredebla"-adjective-eo "crédible"-adjective-fr
"vraisemblable"-adjective-fr "kredebla"-adjective-eo
"vraisemblable"-adjective-fr "verŝajna"-adjective-eo
"crédible"-adjective-fr "kredebla"-adjective-eo
"crédible"-adjective-fr "kredinda"-adjective-eo
"verŝajna"-adjective-eo "vraisemblable"-adjective-fr
"kredinda"-adjective-eo "crédible"-adjective-fr
"plausiblement"-adverb-fr "kredeble"-adverb-eo
"kredebleco"-noun-eo "vraisemblance"-noun-fr
"vraisemblance"-noun-fr "kredebleco"-noun-eo
"vraisemblance"-noun-fr "verŝajneco"-noun-eo
"verŝajneco"-noun-eo "vraisemblance"-noun-fr
"kredema"-adjective-eo "crédule"-adjective-fr
"crédule"-adjective-fr "kredema"-adjective-eo
"kredindeco"-noun-eo "crédibilité"-noun-fr
"crédibilité"-noun-fr "kredindeco"-noun-eo
"kredita"-adjective-eo "créditeur"-adjective-fr
"créditeur"-adjective-fr "kredita"-adjective-eo
"krediti"-verb-eo "créditer"-verb-fr
"créditer"-verb-fr "krediti"-verb-eo
"kreemo"-noun-eo "créativité"-noun-fr
"créativité"-noun-fr "kreemo"-noun-eo
"crémation"-noun-fr "kremacio"-noun-eo
"krenelo"-noun-eo "créneau"-noun-fr
"créneau"-noun-fr "krenelo"-noun-eo
"kreola"-adjective-eo "créole"-adjective-fr
"créole"-adjective-fr "kreola"-adjective-eo
"créole"-noun-fr "kreolo"-noun-eo
"kreolo"-noun-eo "créole"-noun-fr
"kreskaĵo"-noun-eo "plante"-noun-fr
"kreskaĵo"-noun-eo "végétation"-noun-fr
"plante"-noun-fr "kreskaĵo"-noun-eo
"végétation"-noun-fr "kreskaĵo"-noun-eo
"végétation"-noun-fr "vegetaĵaro"-noun-eo
"vegetaĵaro"-noun-eo "végétation"-noun-fr
"accroissement"-noun-fr "kresko"-noun-eo
"kreta"-adjective-eo "crétacé"-adjective-fr
"crétacé"-adjective-fr "kreta"-adjective-eo
"kretaceo"-noun-eo "crétacé"-noun-fr
"crétacé"-noun-fr "kretaceo"-noun-eo
"kretena"-adjective-eo "crétin"-adjective-fr
"crétin"-adjective-fr "kretena"-adjective-eo
"kreteno"-noun-eo "crétin"-noun-fr
"crétin"-noun-fr "kreteno"-noun-eo
"kreto"-noun-eo "craie"-noun-fr
"craie"-noun-fr "kreto"-noun-eo
"Kreto"-properNoun-eo "Crète"-properNoun-fr
"Crète"-properNoun-fr "Kreto"-properNoun-eo
"krevinta pneŭmatiko"-noun-eo "piqûre"-noun-fr
"piqûre"-noun-fr "piko"-noun-eo
