"2a"-adjective-eo "IInd"-adjective-fr
"interkompreno"-noun-eo "intercompréhension"-noun-fr
"intercompréhension"-noun-fr "interkompreno"-noun-eo
"interkonekto"-noun-eo "interconnexion"-noun-fr
"interconnexion"-noun-fr "interkonekto"-noun-eo
"interlingvistiko"-noun-eo "interlinguistique"-noun-fr
"interlinguistique"-noun-fr "interlingvistiko"-noun-eo
"intermanĝeto"-noun-eo "casse-croûte"-noun-fr
"intermanĝeto"-noun-eo "en-cas"-noun-fr
"casse-croûte"-noun-fr "intermanĝeto"-noun-eo
"en-cas"-noun-fr "intermanĝeto"-noun-eo
"en-cas"-noun-fr "lunĉo"-noun-eo
"lunĉo"-noun-eo "en-cas"-noun-fr
"lunĉo"-noun-eo "lunch"-noun-fr
"lunĉo"-noun-eo "casse-croute"-noun-fr
"intermite"-adverb-eo "par accès"-adverb-fr
"intermite"-adverb-eo "par intermittence"-adverb-fr
"intermite"-adverb-eo "par intervalle"-adverb-fr
"par accès"-adverb-fr "intermite"-adverb-eo
"par intermittence"-adverb-fr "intermite"-adverb-eo
"par intervalle"-adverb-fr "intermite"-adverb-eo
"intermito"-noun-eo "relâche"-noun-fr
"relâche"-noun-fr "intermito"-noun-eo
"Internacia Labor-Organizaĵo"-properNoun-eo "Organisation Internationale du Travail"-properNoun-fr
"Internacia Labor-Organizaĵo"-properNoun-eo "OIT"-properNoun-fr
"Organisation Internationale du Travail"-properNoun-fr "Internacia Labor-Organizaĵo"-properNoun-eo
"OIT"-properNoun-fr "Internacia Labor-Organizaĵo"-properNoun-eo
"Internacia Mona Fonduso"-properNoun-eo "Fonds Monétaire International"-properNoun-fr
"Fonds Monétaire International"-properNoun-fr "Internacia Mona Fonduso"-properNoun-eo
"internacia respondkupono"-noun-eo "coupon-réponse international"-noun-fr
"coupon-réponse international"-noun-fr "internacia respondkupono"-noun-eo
"internacio"-noun-eo "internationale"-noun-fr
"internationale"-noun-fr "internacio"-noun-eo
"internaĵo"-noun-eo "dedans"-noun-fr
"dedans"-noun-fr "internaĵo"-noun-eo
"dedans"-noun-fr "interno"-noun-eo
"interno"-noun-eo "dedans"-noun-fr
"International Assets Holding"-properNoun-eo "International Assets Holding"-properNoun-fr
"International Assets Holding"-properNoun-fr "International Assets Holding"-properNoun-eo
"International Business Machines"-properNoun-eo "International Business Machines"-properNoun-fr
"International Business Machines"-properNoun-fr "International Business Machines"-properNoun-eo
"International Paper"-properNoun-eo "International Paper"-properNoun-fr
"International Paper"-properNoun-fr "International Paper"-properNoun-eo
"internulejo"-noun-eo "internat"-noun-fr
"internat"-noun-fr "internulejo"-noun-eo
"interpoli"-verb-eo "interpoler"-verb-fr
"interpoler"-verb-fr "interpoli"-verb-eo
"interprete"-adverb-eo "interprétativement"-adverb-fr
"interprétativement"-adverb-fr "interprete"-adverb-eo
"interpretilo"-noun-eo "interpréteur"-noun-fr
"interpréteur"-noun-fr "interpretilo"-noun-eo
"entretemps"-adverb-fr "intertempe"-adverb-eo
"intertrakta"-adjective-eo "négociateur"-adjective-fr
"négociateur"-adjective-fr "intertrakta"-adjective-eo
"intertrakto"-noun-eo "pourparler"-noun-fr
"pourparler"-noun-fr "intertrakto"-noun-eo
"intervjuo"-noun-eo "entretien_inteview"-noun-fr
"entretien_inteview"-noun-fr "intervjuo"-noun-eo
"Intesa"-properNoun-eo "Intesa"-properNoun-fr
"Intesa"-properNoun-fr "Intesa"-properNoun-eo
"Intesa Sanpaolo"-properNoun-eo "Intesa Sanpaolo"-properNoun-fr
"Intesa Sanpaolo"-properNoun-fr "Intesa Sanpaolo"-properNoun-eo
"intrigo"-noun-eo "magouille"-noun-fr
"magouille"-noun-fr "intrigo"-noun-eo
"invada"-adjective-eo "envahisseur"-adjective-fr
"envahisseur"-adjective-fr "invada"-adjective-eo
"invado"-noun-eo "envahissement"-noun-fr
"envahissement"-noun-fr "invado"-noun-eo
"invalido"-noun-eo "invalide"-noun-fr
"invalide"-noun-fr "invalido"-noun-eo
"inventari"-verb-eo "faire l'inventaire"-verb-fr
"faire l'inventaire"-verb-fr "inventari"-verb-eo
"inventaro"-noun-eo "état des lieux"-noun-fr
"inventaro"-noun-eo "récolement"-noun-fr
"état des lieux"-noun-fr "inventaro"-noun-eo
"récolement"-noun-fr "inventaro"-noun-eo
"inversa bildigo"-noun-eo "application réciproque"-noun-fr
"application réciproque"-noun-fr "inversa bildigo"-noun-eo
"investi"-verb-eo "donner l'investiture"-verb-fr
"donner l'investiture"-verb-fr "investi"-verb-eo
"invito"-noun-eo "invite"-noun-fr
"invite"-noun-fr "invito"-noun-eo
"ioma"-adjective-eo "un certain nombre de"-adjective-fr
"ioma"-adjective-eo "une certaine quantité de"-adjective-fr
"un certain nombre de"-adjective-fr "ioma"-adjective-eo
"une certaine quantité de"-adjective-fr "ioma"-adjective-eo
"un certain"-determiner-fr "iu"-determiner-eo
"iu"-determiner-eo "un certain"-determiner-fr
"iredenta"-adjective-eo "irrédent"-adjective-fr
"irrédent"-adjective-fr "iredenta"-adjective-eo
"iredentismo"-noun-eo "irrédentisme"-noun-fr
"irrédentisme"-noun-fr "iredentismo"-noun-eo
"échasse"-noun-fr "stilzo"-noun-eo
"stilzo"-noun-eo "échasse"-noun-fr
"iriti"-verb-eo "mettre en colère"-verb-fr
"mettre en colère"-verb-fr "iriti"-verb-eo
"iriza"-adjective-eo "irisé"-adjective-fr
"irisé"-adjective-fr "iriza"-adjective-eo
"irlandano"-noun-eo "Irlandais"-noun-fr
"Irlandais"-noun-fr "irlandano"-noun-eo
"Irlando"-properNoun-eo "Éire"-properNoun-fr
"Éire"-properNoun-fr "Irlando"-properNoun-eo
"ironii"-verb-eo "faire de l'ironie"-verb-fr
"faire de l'ironie"-verb-fr "ironii"-verb-eo
"ISBN"-noun-eo "ISBN"-noun-fr
"ISBN"-noun-fr "ISBN"-noun-eo
"iskiatalgio"-noun-eo "sciatique"-noun-fr
"sciatique"-noun-fr "iskiatalgio"-noun-eo
"ismo"-noun-eo "mouvement d'opinion"-noun-fr
"mouvement d'opinion"-noun-fr "ismo"-noun-eo
"Istanbulo"-properNoun-eo "Istambul"-properNoun-fr
"Istambul"-properNoun-fr "Istanbulo"-properNoun-eo
"italo"-noun-eo "Italien"-noun-fr
"Italien"-noun-fr "italo"-noun-eo
"Itaúsa-Investimentos Itaú"-properNoun-eo "Itaúsa-Investimentos Itaú"-properNoun-fr
"Itaúsa-Investimentos Itaú"-properNoun-fr "Itaúsa-Investimentos Itaú"-properNoun-eo
"Itochu"-properNoun-eo "Itochu"-properNoun-fr
"Itochu"-properNoun-fr "Itochu"-properNoun-eo
"iusence"-adverb-eo "dans un certain sens"-adverb-fr
"dans un certain sens"-adverb-fr "iusence"-adverb-eo
"izoterma"-adjective-eo "isotherme"-adjective-fr
"isotherme"-adjective-fr "izoterma"-adjective-eo
"izotermo"-noun-eo "isotherme"-noun-fr
"isotherme"-noun-fr "izotermo"-noun-eo
"jabot"-noun-fr "kropo"-noun-eo
"kropo"-noun-eo "jabot"-noun-fr
"kropo"-noun-eo "goitre"-noun-fr
"jahurto"-noun-eo "yogourt"-noun-fr
"yogourt"-noun-fr "jahurto"-noun-eo
"yogourt"-noun-fr "jogurto"-noun-eo
"jogurto"-noun-eo "yogourt"-noun-fr
"jaketo"-noun-eo "pourpoint"-noun-fr
"pourpoint"-noun-fr "jaketo"-noun-eo
"jako"-noun-eo "veston"-noun-fr
"jako"-noun-eo "redingote"-noun-fr
"veston"-noun-fr "jako"-noun-eo
"redingote"-noun-fr "jako"-noun-eo
"redingote"-noun-fr "redingoto"-noun-eo
"redingoto"-noun-eo "redingote"-noun-fr
"redingoto"-noun-eo "justaucorps"-noun-fr
"ĵako"-noun-eo "fiche jack"-noun-fr
"ĵako"-noun-eo "jack"-noun-fr
"ĵako"-noun-eo "prise jack"-noun-fr
"ĵako"-noun-eo "justaucorps"-noun-fr
"ĵako"-noun-eo "connecteur jack"-noun-fr
"fiche jack"-noun-fr "ĵako"-noun-eo
"jack"-noun-fr "ĵako"-noun-eo
"prise jack"-noun-fr "ĵako"-noun-eo
"justaucorps"-noun-fr "redingoto"-noun-eo
"justaucorps"-noun-fr "ĵako"-noun-eo
"connecteur jack"-noun-fr "ĵako"-noun-eo
"ĵaluze"-adverb-eo "jalousement"-adverb-fr
"jalousement"-adverb-fr "ĵaluze"-adverb-eo
"jambo"-noun-eo "iambe"-noun-fr
"jambo"-noun-eo "ïambe"-noun-fr
"iambe"-noun-fr "jambo"-noun-eo
"ïambe"-noun-fr "jambo"-noun-eo
"japano"-noun-eo "Japonais"-noun-fr
"Japonais"-noun-fr "japano"-noun-eo
"Japan Post"-properNoun-eo "Japan Post"-properNoun-fr
"Japan Post"-properNoun-fr "Japan Post"-properNoun-eo
"Japan Post Holdings"-properNoun-eo "Japan Post Holdings"-properNoun-fr
"Japan Post Holdings"-properNoun-fr "Japan Post Holdings"-properNoun-eo
"Japan Tobacco"-properNoun-eo "Japan Tobacco"-properNoun-fr
"Japan Tobacco"-properNoun-fr "Japan Tobacco"-properNoun-eo
"Jardine Matheson"-properNoun-eo "Jardine Matheson"-properNoun-fr
"Jardine Matheson"-properNoun-fr "Jardine Matheson"-properNoun-eo
"ĵargono"-noun-eo "jargon"-noun-fr
"ĵargono"-noun-eo "sabir"-noun-fr
"ĵargono"-noun-eo "verlan"-noun-fr
"jargon"-noun-fr "ĵargono"-noun-eo
"sabir"-noun-fr "ĵargono"-noun-eo
"verlan"-noun-fr "ĵargono"-noun-eo
"jazz band"-noun-fr "ĵazbando"-noun-eo
"JBS"-properNoun-eo "JBS"-properNoun-fr
"JBS"-properNoun-fr "JBS"-properNoun-eo
"jene"-adverb-eo "de la manière suivante"-adverb-fr
"de la manière suivante"-adverb-fr "jene"-adverb-eo
"réponse affirmative"-noun-fr "kapjeso"-noun-eo
"kapjeso"-noun-eo "réponse affirmative"-noun-fr
"ĵetfermi"-verb-eo "claquer"-verb-fr
"claquer"-verb-fr "ĵetfermi"-verb-eo
"claquer"-verb-fr "klaki"-verb-eo
"klaki"-verb-eo "claquer"-verb-fr
"jezuita"-adjective-eo "jésuite"-adjective-fr
"jésuite"-adjective-fr "jezuita"-adjective-eo
"JFE"-properNoun-eo "JFE"-properNoun-fr
"JFE"-properNoun-fr "JFE"-properNoun-eo
"JFE Holdings"-properNoun-eo "JFE Holdings"-properNoun-fr
"JFE Holdings"-properNoun-fr "JFE Holdings"-properNoun-eo
"Jiangsu Shagang"-properNoun-eo "Jiangsu Shagang"-properNoun-fr
"Jiangsu Shagang"-properNoun-fr "Jiangsu Shagang"-properNoun-eo
"Jiangsu Shagang Group"-properNoun-eo "Jiangsu Shagang Group"-properNoun-fr
"Jiangsu Shagang Group"-properNoun-fr "Jiangsu Shagang Group"-properNoun-eo
"jida"-adjective-eo "yiddisch"-adjective-fr
"jida"-adjective-eo "yiddish"-adjective-fr
"yiddisch"-adjective-fr "jida"-adjective-eo
"yiddish"-adjective-fr "jida"-adjective-eo
"ĵipo"-noun-eo "jeep"-noun-fr
"jeep"-noun-fr "ĵipo"-noun-eo
"jodoformo"-noun-eo "iodoforme"-noun-fr
"iodoforme"-noun-fr "jodoformo"-noun-eo
"Johnson Controls"-properNoun-eo "Johnson Controls"-properNoun-fr
"Johnson Controls"-properNoun-fr "Johnson Controls"-properNoun-eo
"ĵokeo"-noun-eo "jockey"-noun-fr
"jockey"-noun-fr "ĵokeo"-noun-eo
"JPMorgan"-properNoun-eo "JPMorgan"-properNoun-fr
"JPMorgan"-properNoun-fr "JPMorgan"-properNoun-eo
"juano"-noun-eo "yuan"-noun-fr
"yuan"-noun-fr "juano"-noun-eo
"jubili"-verb-eo "jubiler"-verb-fr
"jubiler"-verb-fr "jubili"-verb-eo
"ĵudisto"-noun-eo "judoka"-noun-fr
"judoka"-noun-fr "ĵudisto"-noun-eo
"dépens"-noun-fr "kosto"-noun-eo
"dépens"-noun-fr "malprofito"-noun-eo
"kosto"-noun-eo "dépens"-noun-fr
"malprofito"-noun-eo "dépens"-noun-fr
"juko"-noun-eo "prurit"-noun-fr
"prurit"-noun-fr "juko"-noun-eo
"junkaco"-noun-eo "juncacée"-noun-fr
"juncacée"-noun-fr "junkaco"-noun-eo
"junkro"-noun-eo "junker"-noun-fr
"junker"-noun-fr "junkro"-noun-eo
"junulo"-noun-eo "jeune femme"-noun-fr
"jeune femme"-noun-fr "junulo"-noun-eo
"ĵurasa"-adjective-eo "jurassien"-adjective-fr
"jurassien"-adjective-fr "ĵurasa"-adjective-eo
"ĵuraso"-noun-eo "jurassien"-noun-fr
"jurassien"-noun-fr "ĵuraso"-noun-eo
"jurisdikcia"-adjective-eo "juridictionnel"-adjective-fr
"juridictionnel"-adjective-fr "jurisdikcia"-adjective-eo
"ĵus"-adverb-eo "tout juste"-adverb-fr
"tout juste"-adverb-fr "ĵus"-adverb-eo
"juvelisto"-noun-eo "bijoutier"-noun-fr
"bijoutier"-noun-fr "juvelisto"-noun-eo
"JX Holdings"-properNoun-eo "JX Holdings"-properNoun-fr
"JX Holdings"-properNoun-fr "JX Holdings"-properNoun-eo
"kabalo"-noun-eo "cabale"-noun-fr
"kabalo"-noun-eo "kabbale"-noun-fr
"cabale"-noun-fr "kabalo"-noun-eo
"kabbale"-noun-fr "kabalo"-noun-eo
"café-chantant"-noun-fr "kabareto"-noun-eo
"kabareto"-noun-eo "café-chantant"-noun-fr
"kabareto"-noun-eo "music-hall"-noun-fr
"kabareto"-noun-eo "spectacle de cabaret"-noun-fr
"kabareto"-noun-eo "café-concert"-noun-fr
"music-hall"-noun-fr "kabareto"-noun-eo
"spectacle de cabaret"-noun-fr "kabareto"-noun-eo
"café-concert"-noun-fr "kabareto"-noun-eo
"kabei"-verb-eo "kabéer"-verb-fr
"kabéer"-verb-fr "kabei"-verb-eo
"kabinetulo"-noun-eo "membre du cabinet"-noun-fr
"kabinetulo"-noun-eo "savant de cabinet"-noun-fr
"membre du cabinet"-noun-fr "kabinetulo"-noun-eo
"savant de cabinet"-noun-fr "kabinetulo"-noun-eo
"kabla televido"-noun-eo "télévision par câble"-noun-fr
"télévision par câble"-noun-fr "kabla televido"-noun-eo
"kablo"-noun-eo "encablure"-noun-fr
"kablo"-noun-eo "cordage"-noun-fr
"kablo"-noun-eo "filin"-noun-fr
"encablure"-noun-fr "kablo"-noun-eo
"cordage"-noun-fr "kablo"-noun-eo
"cordage"-noun-fr "ŝnurego"-noun-eo
"filin"-noun-fr "kablo"-noun-eo
"filin"-noun-fr "ŝnurego"-noun-eo
"ŝnurego"-noun-eo "cordage"-noun-fr
"ŝnurego"-noun-eo "filin"-noun-fr
"kaco"-noun-eo "pine"-noun-fr
"kaco"-noun-eo "vit"-noun-fr
"pine"-noun-fr "kaco"-noun-eo
"vit"-noun-fr "kaco"-noun-eo
"micmac"-noun-fr "kaĉo"-noun-eo
"kadio"-noun-eo "cadi"-noun-fr
"cadi"-noun-fr "kadio"-noun-eo
"kaduceo"-noun-eo "caducée"-noun-fr
"caducée"-noun-fr "kaduceo"-noun-eo
"kaduka"-adjective-eo "décati"-adjective-fr
"kaduka"-adjective-eo "décrépit"-adjective-fr
"kaduka"-adjective-eo "en ruines"-adjective-fr
"kaduka"-adjective-eo "vermoulu"-adjective-fr
"kaduka"-adjective-eo "vétusté"-adjective-fr
"décati"-adjective-fr "kaduka"-adjective-eo
"décrépit"-adjective-fr "kaduka"-adjective-eo
"en ruines"-adjective-fr "kaduka"-adjective-eo
"vermoulu"-adjective-fr "kaduka"-adjective-eo
"vétusté"-adjective-fr "kaduka"-adjective-eo
"kadukeco"-noun-eo "décrépitude"-noun-fr
"kadukeco"-noun-eo "senescence"-noun-fr
"décrépitude"-noun-fr "kadukeco"-noun-eo
"senescence"-noun-fr "kadukeco"-noun-eo
"kafarbo"-noun-eo "caféier"-noun-fr
"caféier"-noun-fr "kafarbo"-noun-eo
"kafkruĉo"-noun-eo "cafetière"-noun-fr
"cafetière"-noun-fr "kafkruĉo"-noun-eo
"kafo"-noun-eo "grain de café"-noun-fr
"grain de café"-noun-fr "kafo"-noun-eo
"boite à café"-noun-fr "kafujo"-noun-eo
"kafujo"-noun-eo "boite à café"-noun-fr
"kafujo"-noun-eo "boîte à café"-noun-fr
"boîte à café"-noun-fr "kafujo"-noun-eo
"kaftano"-noun-eo "cafetan"-noun-fr
"cafetan"-noun-fr "kaftano"-noun-eo
"Kairo"-properNoun-eo "le Caire"-properNoun-fr
"le Caire"-properNoun-fr "Kairo"-properNoun-eo
"kaj tiel plu"-adverb-eo "et caetera"-adverb-fr
"kaj tiel plu"-adverb-eo "et cetera"-adverb-fr
"et caetera"-adverb-fr "kaj tiel plu"-adverb-eo
"et cetera"-adverb-fr "kaj tiel plu"-adverb-eo
"Kajima"-properNoun-eo "Kajima"-properNoun-fr
"Kajima"-properNoun-fr "Kajima"-properNoun-eo
"cajoleur"-adjective-fr "karesa"-adjective-eo
"cajoleur"-adjective-fr "karesema"-adjective-eo
"karesa"-adjective-eo "cajoleur"-adjective-fr
"karesa"-adjective-eo "enjoleur"-adjective-fr
"karesema"-adjective-eo "cajoleur"-adjective-fr
"enjoleur"-adjective-fr "karesa"-adjective-eo
"cajoleur"-noun-fr "karesemulo"-noun-eo
"karesemulo"-noun-eo "cajoleur"-noun-fr
"kakao"-noun-eo "fève de cacao"-noun-fr
"fève de cacao"-noun-fr "kakao"-noun-eo
"kakatuo"-noun-eo "cacatoès"-noun-fr
"cacatoès"-noun-fr "kakatuo"-noun-eo
"kalandri"-verb-eo "calandrer"-verb-fr
"kalandri"-verb-eo "lustrer"-verb-fr
"calandrer"-verb-fr "kalandri"-verb-eo
"lustrer"-verb-fr "kalandri"-verb-eo
"kalandro"-noun-eo "calandrage"-noun-fr
"kalandro"-noun-eo "lustrage"-noun-fr
"calandrage"-noun-fr "kalandro"-noun-eo
"lustrage"-noun-fr "kalandro"-noun-eo
"kalcini"-verb-eo "réduire en cendres"-verb-fr
"réduire en cendres"-verb-fr "kalcini"-verb-eo
"rebiffer"-verb-fr "kalcitri"-verb-eo
"regimber"-verb-fr "kalcitri"-verb-eo
"ruer dans les brancards"-verb-fr "kalcitri"-verb-eo
"kalcitro"-noun-eo "regimbement"-noun-fr
"kalcitro"-noun-eo "ruade"-noun-fr
"regimbement"-noun-fr "kalcitro"-noun-eo
"ruade"-noun-fr "kalcitro"-noun-eo
"kalejdoskopo"-noun-eo "kaléidoscope"-noun-fr
"kaléidoscope"-noun-fr "kalejdoskopo"-noun-eo
"kaliflando"-noun-eo "khalifat"-noun-fr
"khalifat"-noun-fr "kaliflando"-noun-eo
"kalifo"-noun-eo "khalife"-noun-fr
"khalife"-noun-fr "kalifo"-noun-eo
"kalikoto"-noun-eo "calicot"-noun-fr
"calicot"-noun-fr "kalikoto"-noun-eo
"kalkaneo"-noun-eo "calcanéum"-noun-fr
"calcanéum"-noun-fr "kalkaneo"-noun-eo
"kalko"-noun-eo "oxyde de calcium"-noun-fr
"oxyde de calcium"-noun-fr "kalko"-noun-eo
"calculateur"-noun-fr "kalkulilo"-noun-eo
"kalkulilo"-noun-eo "calculateur"-noun-fr
"calotte"-noun-fr "vertoĉapo"-noun-eo
"vertoĉapo"-noun-eo "calotte"-noun-fr
"kalumnio"-noun-eo "médisance"-noun-fr
"médisance"-noun-fr "kalumnio"-noun-eo
"médisance"-noun-fr "klaĉo"-noun-eo
"klaĉo"-noun-eo "médisance"-noun-fr
"kalvaria vojo"-noun-eo "chemin de croix"-noun-fr
"chemin de croix"-noun-fr "kalvaria vojo"-noun-eo
"chemin de croix"-noun-fr "kalvario"-noun-eo
"kalvario"-noun-eo "chemin de croix"-noun-fr
"kalvinisma"-adjective-eo "huguenot"-adjective-fr
"huguenot"-adjective-fr "kalvinisma"-adjective-eo
"kamarilo"-noun-eo "camarilla"-noun-fr
"camarilla"-noun-fr "kamarilo"-noun-eo
"kambrio"-noun-eo "Cambrien"-noun-fr
"Cambrien"-noun-fr "kambrio"-noun-eo
"Kamĉatko"-properNoun-eo "Kamchatka"-properNoun-fr
"Kamchatka"-properNoun-fr "Kamĉatko"-properNoun-eo
"kamenskrapisto"-noun-eo "ramoneur"-noun-fr
"ramoneur"-noun-fr "kamenskrapisto"-noun-eo
"ramoneur"-noun-fr "kamentubisto"-noun-eo
"kamentubisto"-noun-eo "ramoneur"-noun-fr
"kameo"-noun-eo "camée"-noun-fr
"camée"-noun-fr "kameo"-noun-eo
"kameraisto"-noun-eo "cadreur"-noun-fr
"kameraisto"-noun-eo "cameraman"-noun-fr
"kameraisto"-noun-eo "opérateur de prise de vues"-noun-fr
"cadreur"-noun-fr "kameraisto"-noun-eo
"cameraman"-noun-fr "kameraisto"-noun-eo
"opérateur de prise de vues"-noun-fr "kameraisto"-noun-eo
"kamerlingo"-noun-eo "camerlingue"-noun-fr
"camerlingue"-noun-fr "kamerlingo"-noun-eo
"kamero"-noun-eo "réduit"-noun-fr
"réduit"-noun-fr "kamero"-noun-eo
"kamforarbo"-noun-eo "camphrier"-noun-fr
"camphrier"-noun-fr "kamforarbo"-noun-eo
"kamizolo"-noun-eo "maillot de corps"-noun-fr
"maillot de corps"-noun-fr "kamizolo"-noun-eo
"maillot de corps"-noun-fr "subĉemizo"-noun-eo
"subĉemizo"-noun-eo "maillot de corps"-noun-fr
"camelot"-noun-fr "kolportisto"-noun-eo
"kolportisto"-noun-eo "camelot"-noun-fr
"kolportisto"-noun-eo "colporteur"-noun-fr
"kolportisto"-noun-eo "vendeur ambulant"-noun-fr
"kampadejo"-noun-eo "terrain de camping"-noun-fr
"terrain de camping"-noun-fr "kampadejo"-noun-eo
"campanile"-noun-fr "sonorilejo"-noun-eo
"campanile"-noun-fr "sonorilturo"-noun-eo
"sonorilejo"-noun-eo "campanile"-noun-fr
"sonorilturo"-noun-eo "campanile"-noun-fr
"kampanji"-verb-eo "faire campagne"-verb-fr
"kampanji"-verb-eo "faire une campagne"-verb-fr
"faire campagne"-verb-fr "kampanji"-verb-eo
"faire une campagne"-verb-fr "kampanji"-verb-eo
"ouvrier agricole"-noun-fr "terlaboristo"-noun-eo
"terlaboristo"-noun-eo "ouvrier agricole"-noun-fr
"kampomuso"-noun-eo "campagnol"-noun-fr
"kampomuso"-noun-eo "mulot"-noun-fr
"campagnol"-noun-fr "kampomuso"-noun-eo
"mulot"-noun-fr "kampomuso"-noun-eo
"kanabeno"-noun-eo "linotte mélodieuse"-noun-fr
"linotte mélodieuse"-noun-fr "kanabeno"-noun-eo
"kanajlaĵo"-noun-eo "méchante action"-noun-fr
"kanajlaĵo"-noun-eo "méfait"-noun-fr
"kanajlaĵo"-noun-eo "vilénie"-noun-fr
"méchante action"-noun-fr "kanajlaĵo"-noun-eo
"méfait"-noun-fr "kanajlaĵo"-noun-eo
"vilénie"-noun-fr "kanajlaĵo"-noun-eo
"kanajlaro"-noun-eo "populace"-noun-fr
"populace"-noun-fr "kanajlaro"-noun-eo
"kanajlo"-noun-eo "scélérat"-noun-fr
"kanajlo"-noun-eo "vaurien"-noun-fr
"scélérat"-noun-fr "kanajlo"-noun-eo
"vaurien"-noun-fr "kanajlo"-noun-eo
"kandelingo"-noun-eo "bougeoir"-noun-fr
"kandelingo"-noun-eo "chandelier"-noun-fr
"bougeoir"-noun-fr "kandelingo"-noun-eo
"chandelier"-noun-fr "kandelingo"-noun-eo
"chandelier"-noun-fr "lampingo"-noun-eo
"lampingo"-noun-eo "chandelier"-noun-fr
"lampingo"-noun-eo "support de lampe"-noun-fr
"kandidati"-verb-eo "être candidat"-verb-fr
"être candidat"-verb-fr "kandidati"-verb-eo
"kando"-noun-eo "candi"-noun-fr
"kando"-noun-eo "sucre candi"-noun-fr
"candi"-noun-fr "kando"-noun-eo
"sucre candi"-noun-fr "kando"-noun-eo
"kanelo"-noun-eo "cannelure"-noun-fr
"cannelure"-noun-fr "kanelo"-noun-eo
"kanibala"-adjective-eo "anthopophage"-adjective-fr
"kanibala"-adjective-eo "cannibale"-adjective-fr
"anthopophage"-adjective-fr "kanibala"-adjective-eo
"cannibale"-adjective-fr "kanibala"-adjective-eo
"anthopophage"-noun-fr "kanibalo"-noun-eo
"kanjono"-noun-eo "cañon"-noun-fr
"cañon"-noun-fr "kanjono"-noun-eo
"Kansai Electric Power"-properNoun-eo "Kansai Electric Power"-properNoun-fr
"Kansai Electric Power"-properNoun-fr "Kansai Electric Power"-properNoun-eo
"kantino"-noun-eo "mess"-noun-fr
"mess"-noun-fr "kantino"-noun-eo
"cantor"-noun-fr "kantoro"-noun-eo
"kanulo"-noun-eo "canule"-noun-fr
"canule"-noun-fr "kanulo"-noun-eo
"kanvaso"-noun-eo "canevas"-noun-fr
"canevas"-noun-fr "kanvaso"-noun-eo
"kapable"-adverb-eo "capablement"-adverb-fr
"capablement"-adverb-fr "kapable"-adverb-eo
"capablement"-adverb-fr "kompetente"-adverb-eo
"kompetente"-adverb-eo "capablement"-adverb-fr
"kaperi"-verb-eo "mettre la main"-verb-fr
"mettre la main"-verb-fr "kaperi"-verb-eo
"kapilaro"-noun-eo "vaisseau capillaire"-noun-fr
"kapilaro"-noun-eo "veinule"-noun-fr
"vaisseau capillaire"-noun-fr "kapilaro"-noun-eo
"veinule"-noun-fr "kapilaro"-noun-eo
"kapitulo"-noun-eo "capitule"-noun-fr
"capitule"-noun-fr "kapitulo"-noun-eo
"kapkuseno"-noun-eo "polochon"-noun-fr
"kapkuseno"-noun-eo "traversin"-noun-fr
"polochon"-noun-fr "kapkuseno"-noun-eo
"traversin"-noun-fr "kapkuseno"-noun-eo
"réponse négative"-noun-fr "neo"-noun-eo
"neo"-noun-eo "réponse négative"-noun-fr
"kapo"-noun-eo "caboche"-noun-fr
"kapo"-noun-eo "ciboulot"-noun-fr
"caboche"-noun-fr "kapo"-noun-eo
"ciboulot"-noun-fr "kapo"-noun-eo
"kapono"-noun-eo "chapon"-noun-fr
"chapon"-noun-fr "kapono"-noun-eo
"kaporalo"-noun-eo "caporal"-noun-fr
"caporal"-noun-fr "kaporalo"-noun-eo
"kaporo"-noun-eo "câprier"-noun-fr
"câprier"-noun-fr "kaporo"-noun-eo
"kapreolo"-noun-eo "chevrette"-noun-fr
"chevrette"-noun-fr "kapreolo"-noun-eo
"foucade"-noun-fr "kaprico"-noun-eo
"kaprioli"-verb-eo "cabrioler"-verb-fr
"cabrioler"-verb-fr "kaprioli"-verb-eo
"kapro"-noun-eo "bouquetin"-noun-fr
"bouquetin"-noun-fr "kapro"-noun-eo
"kaprompa"-adjective-eo "casse-cou"-adjective-fr
"casse-cou"-adjective-fr "kaprompa"-adjective-eo
"kapsulo"-noun-eo "coupelle"-noun-fr
"kapsulo"-noun-eo "gélule"-noun-fr
"coupelle"-noun-fr "kapsulo"-noun-eo
"gélule"-noun-fr "kapsulo"-noun-eo
"chausse-trape"-noun-fr "kaptilo"-noun-eo
"kaptuko"-noun-eo "fichu"-noun-fr
"fichu"-noun-fr "kaptuko"-noun-eo
"kapuceno"-noun-eo "moine capucin"-noun-fr
"moine capucin"-noun-fr "kapuceno"-noun-eo
"capote anglaise"-noun-fr "kapuĉo"-noun-eo
"kara"-adjective-eo "bien-aimé"-adjective-fr
"kara"-adjective-eo "chéri"-adjective-fr
"bien-aimé"-adjective-fr "kara"-adjective-eo
"chéri"-adjective-fr "kara"-adjective-eo
"karakalpaka"-adjective-eo "karakalpak"-adjective-fr
"karakalpak"-adjective-fr "karakalpaka"-adjective-eo
"karakalpako"-noun-eo "Karakalpak"-noun-fr
"Karakalpak"-noun-fr "karakalpako"-noun-eo
"karakteriza polinomo"-noun-eo "polynôme caractéristique"-noun-fr
"polynôme caractéristique"-noun-fr "karakteriza polinomo"-noun-eo
