"in order to"-preposition-en "per tal de"-preposition-ca
"progress"-noun-en "progrés"-noun-ca
"front"-noun-en "front"-noun-ca
"front"-noun-ca "front"-noun-en
"front"-noun-ca "forehead"-noun-en
"forehead"-noun-en "front"-noun-ca
"past"-noun-en "passat"-noun-ca
"past"-noun-en "pretèrit"-noun-ca
"passat"-noun-ca "past"-noun-en
"pretèrit"-noun-ca "past"-noun-en
"ocasió"-noun-ca "occasion"-noun-en
"occasion"-noun-en "ocasió"-noun-ca
"joke"-noun-en "acudit"-noun-ca
"acudit"-noun-ca "joke"-noun-en
"choice"-noun-en "elecció"-noun-ca
"elecció"-noun-ca "choice"-noun-en
"elecció"-noun-ca "election"-noun-en
"election"-noun-en "elecció"-noun-ca
"inspector"-noun-en "inspector"-noun-ca
"inspector"-noun-ca "inspector"-noun-en
"fate"-noun-en "destí"-noun-ca
"destí"-noun-ca "fate"-noun-en
"future"-noun-en "futur"-noun-ca
"futur"-noun-ca "future"-noun-en
"llavor"-noun-ca "seed"-noun-en
"seed"-noun-en "llavor"-noun-ca
"germen"-noun-ca "germ"-noun-en
"germ"-noun-en "germen"-noun-ca
"valentia"-noun-ca "courage"-noun-en
"courage"-noun-en "valentia"-noun-ca
"courage"-noun-en "coratge"-noun-ca
"coratge"-noun-ca "courage"-noun-en
"instint"-noun-ca "instinct"-noun-en
"instinct"-noun-en "instint"-noun-ca
"talent"-noun-en "talent"-noun-ca
"talent"-noun-ca "talent"-noun-en
"worth"-noun-en "valor"-noun-ca
"worth"-noun-en "vàlua"-noun-ca
"valor"-noun-ca "worth"-noun-en
"valor"-noun-ca "value"-noun-en
"vàlua"-noun-ca "worth"-noun-en
"vàlua"-noun-ca "value"-noun-en
"value"-noun-en "valor"-noun-ca
"value"-noun-en "vàlua"-noun-ca
"estatge"-noun-ca "accommodation"-noun-en
"accommodation"-noun-en "estatge"-noun-ca
"accommodation"-noun-en "allotjament"-noun-ca
"allotjament"-noun-ca "accommodation"-noun-en
"vicinity"-noun-en "proximitat"-noun-ca
"proximitat"-noun-ca "vicinity"-noun-en
"suburbi"-noun-ca "suburb"-noun-en
"suburb"-noun-en "suburbi"-noun-ca
"barri"-noun-ca "neighbourhood"-noun-en
"neighbourhood"-noun-en "barri"-noun-ca
"district"-noun-en "districte"-noun-ca
"districte"-noun-ca "district"-noun-en
"perifèria"-noun-ca "periphery"-noun-en
"periphery"-noun-en "perifèria"-noun-ca
"address"-noun-en "adreça"-noun-ca
"adreça"-noun-ca "address"-noun-en
"traça"-noun-ca "trace"-noun-en
"trace"-noun-en "traça"-noun-ca
"trace"-noun-en "rastre"-noun-ca
"trace"-noun-en "vestigi"-noun-ca
"rastre"-noun-ca "trace"-noun-en
"vestigi"-noun-ca "trace"-noun-en
"capacitat"-noun-ca "capability"-noun-en
"capacitat"-noun-ca "capacity"-noun-en
"capability"-noun-en "capacitat"-noun-ca
"capacity"-noun-en "capacitat"-noun-ca
"concurs"-noun-ca "contest"-noun-en
"contest"-noun-en "concurs"-noun-ca
"cartell"-noun-ca "poster"-noun-en
"poster"-noun-en "cartell"-noun-ca
"poster"-noun-en "pòster"-noun-ca
"pòster"-noun-ca "poster"-noun-en
"armari"-noun-ca "cupboard"-noun-en
"armari"-noun-ca "cabinet"-noun-en
"cupboard"-noun-en "armari"-noun-ca
"cabinet"-noun-en "armari"-noun-ca
"veu"-noun-ca "voice"-noun-en
"voice"-noun-en "veu"-noun-ca
"bitllet"-noun-ca "ticket"-noun-en
"ticket"-noun-en "bitllet"-noun-ca
"cupó"-noun-ca "coupon"-noun-en
"coupon"-noun-en "cupó"-noun-ca
"rasa"-noun-ca "trench"-noun-en
"trench"-noun-en "rasa"-noun-ca
"trench"-noun-en "trinxera"-noun-ca
"trinxera"-noun-ca "trench"-noun-en
"vall"-noun-ca "valley"-noun-en
"valley"-noun-en "vall"-noun-ca
"ability"-noun-en "habilitat"-noun-ca
"habilitat"-noun-ca "ability"-noun-en
"sign"-noun-en "signe"-noun-ca
"signe"-noun-ca "sign"-noun-en
"rapidesa"-noun-ca "rapidity"-noun-en
"rapidity"-noun-en "rapidesa"-noun-ca
"velocitat"-noun-ca "velocity"-noun-en
"velocitat"-noun-ca "speed"-noun-en
"velocity"-noun-en "velocitat"-noun-ca
"speed"-noun-en "velocitat"-noun-ca
"comiat"-noun-ca "goodbye"-noun-en
"goodbye"-noun-en "comiat"-noun-ca
"permís"-noun-ca "permission"-noun-en
"permission"-noun-en "permís"-noun-ca
"permission"-noun-en "autorització"-noun-ca
"autorització"-noun-ca "permission"-noun-en
"autorització"-noun-ca "authorisation"-noun-en
"authorisation"-noun-en "autorització"-noun-ca
"training"-noun-en "entrenament"-noun-ca
"entrenament"-noun-ca "training"-noun-en
"funcionament"-noun-ca "functioning"-noun-en
"functioning"-noun-en "funcionament"-noun-ca
"operació"-noun-ca "operation"-noun-en
"operation"-noun-en "operació"-noun-ca
"procession"-noun-en "processó"-noun-ca
"processó"-noun-ca "procession"-noun-en
"air"-noun-en "aire"-noun-ca
"aire"-noun-ca "air"-noun-en
"façana"-noun-ca "facade"-noun-en
"façana"-noun-ca "façade"-noun-en
"facade"-noun-en "façana"-noun-ca
"façade"-noun-en "façana"-noun-ca
"bombolla"-noun-ca "bubble"-noun-en
"bubble"-noun-en "bombolla"-noun-ca
"bossa"-noun-ca "sack"-noun-en
"bossa"-noun-ca "bag"-noun-en
"sack"-noun-en "bossa"-noun-ca
"sack"-noun-en "sac"-noun-ca
"bag"-noun-en "bossa"-noun-ca
"bag"-noun-en "sac"-noun-ca
"sac"-noun-ca "sack"-noun-en
"sac"-noun-ca "bag"-noun-en
"robatori"-noun-ca "theft"-noun-en
"theft"-noun-en "robatori"-noun-ca
"scholarship"-noun-en "beca"-noun-ca
"beca"-noun-ca "scholarship"-noun-en
"indulgència"-noun-ca "indulgence"-noun-en
"indulgence"-noun-en "indulgència"-noun-ca
"naturalesa"-noun-ca "nature"-noun-en
"nature"-noun-en "naturalesa"-noun-ca
"nature"-noun-en "natura"-noun-ca
"natura"-noun-ca "nature"-noun-en
"quadra"-noun-ca "stable"-noun-en
"stable"-noun-en "quadra"-noun-ca
"pad"-noun-en "tampó"-noun-ca
"tampó"-noun-ca "pad"-noun-en
"tampó"-noun-ca "tampon"-noun-en
"tampon"-noun-en "tampó"-noun-ca
"reixa"-noun-ca "grille"-noun-en
"reixa"-noun-ca "grid"-noun-en
"grille"-noun-en "reixa"-noun-ca
"grid"-noun-en "reixa"-noun-ca
"gate"-noun-en "comporta"-noun-ca
"comporta"-noun-ca "gate"-noun-en
"parlament"-noun-ca "parliament"-noun-en
"parliament"-noun-en "parlament"-noun-ca
"lluentor"-noun-ca "shine"-noun-en
"shine"-noun-en "lluentor"-noun-ca
"claredat"-noun-ca "clarity"-noun-en
"clarity"-noun-en "claredat"-noun-ca
"itinerari"-noun-ca "itinerary"-noun-en
"itinerary"-noun-en "itinerari"-noun-ca
"horari"-noun-ca "schedule"-noun-en
"schedule"-noun-en "horari"-noun-ca
"crest"-noun-en "cresta"-noun-ca
"cresta"-noun-ca "crest"-noun-en
"job"-noun-en "càrrec"-noun-ca
"càrrec"-noun-ca "job"-noun-en
"mantle"-noun-en "mantell"-noun-ca
"mantell"-noun-ca "mantle"-noun-en
"idiota"-noun-ca "idiot"-noun-en
"idiot"-noun-en "idiota"-noun-ca
"comèdia"-noun-ca "comedy"-noun-en
"comedy"-noun-en "comèdia"-noun-ca
"comic"-noun-en "còmic"-noun-ca
"còmic"-noun-ca "comic"-noun-en
"club"-noun-ca "club"-noun-en
"club"-noun-en "club"-noun-ca
"excursió"-noun-ca "excursion"-noun-en
"excursion"-noun-en "excursió"-noun-ca
"agrupació"-noun-ca "grouping"-noun-en
"grouping"-noun-en "agrupació"-noun-ca
"grouping"-noun-en "agrupament"-noun-ca
"agrupament"-noun-ca "grouping"-noun-en
"hen"-noun-en "gallina"-noun-ca
"gallina"-noun-ca "hen"-noun-en
"chicken"-noun-en "pollastre"-noun-ca
"pollastre"-noun-ca "chicken"-noun-en
"penis"-noun-en "penis"-noun-ca
"penis"-noun-ca "penis"-noun-en
"dormitori"-noun-ca "bedroom"-noun-en
"bedroom"-noun-en "dormitori"-noun-ca
"pausa"-noun-ca "pause"-noun-en
"pause"-noun-en "pausa"-noun-ca
"ruptura"-noun-ca "breach"-noun-en
"breach"-noun-en "ruptura"-noun-ca
"respiració"-noun-ca "breathing"-noun-en
"breathing"-noun-en "respiració"-noun-ca
"portal"-noun-en "portal"-noun-ca
"portal"-noun-ca "portal"-noun-en
"mascle"-noun-ca "male"-noun-en
"male"-noun-en "mascle"-noun-ca
"population"-noun-en "població"-noun-ca
"població"-noun-ca "population"-noun-en
"habitant"-noun-ca "inhabitant"-noun-en
"inhabitant"-noun-en "habitant"-noun-ca
"minister"-noun-en "ministre"-noun-ca
"ministre"-noun-ca "minister"-noun-en
"torre"-noun-ca "tower"-noun-en
"tower"-noun-en "torre"-noun-ca
"servei"-noun-ca "service"-noun-en
"service"-noun-en "servei"-noun-ca
"configuration"-noun-en "configuració"-noun-ca
"configuració"-noun-ca "configuration"-noun-en
"conformitat"-noun-ca "conformity"-noun-en
"conformity"-noun-en "conformitat"-noun-ca
"arrogance"-noun-en "arrogància"-noun-ca
"arrogància"-noun-ca "arrogance"-noun-en
"tractat"-noun-ca "treaty"-noun-en
"treaty"-noun-en "tractat"-noun-ca
"therapy"-noun-en "teràpia"-noun-ca
"teràpia"-noun-ca "therapy"-noun-en
"conveni"-noun-ca "convention"-noun-en
"convention"-noun-en "conveni"-noun-ca
"convention"-noun-en "convenció"-noun-ca
"convenció"-noun-ca "convention"-noun-en
"conversa"-noun-ca "conversation"-noun-en
"conversation"-noun-en "conversa"-noun-ca
"colloquium"-noun-en "col·loqui"-noun-ca
"col·loqui"-noun-ca "colloquium"-noun-en
"harmonia"-noun-ca "harmony"-noun-en
"harmony"-noun-en "harmonia"-noun-ca
"aprovació"-noun-ca "endorsement"-noun-en
"aprovació"-noun-ca "approval"-noun-en
"endorsement"-noun-en "aprovació"-noun-ca
"approval"-noun-en "aprovació"-noun-ca
"culpa"-noun-ca "fault"-noun-en
"fault"-noun-en "culpa"-noun-ca
"abisme"-noun-ca "abyss"-noun-en
"abyss"-noun-en "abisme"-noun-ca
"infinitat"-noun-ca "infinity"-noun-en
"infinity"-noun-en "infinitat"-noun-ca
"paté"-noun-ca "pâté"-noun-en
"pâté"-noun-en "paté"-noun-ca
"cake"-noun-en "pastís"-noun-ca
"cake"-noun-en "coca"-noun-ca
"pastís"-noun-ca "cake"-noun-en
"pastís"-noun-ca "pie"-noun-en
"coca"-noun-ca "cake"-noun-en
"coca"-noun-ca "pie"-noun-en
"pie"-noun-en "pastís"-noun-ca
"pie"-noun-en "coca"-noun-ca
"rellotge"-noun-ca "clock"-noun-en
"clock"-noun-en "rellotge"-noun-ca
"mostra"-noun-ca "sample"-noun-en
"sample"-noun-en "mostra"-noun-ca
"sample"-noun-en "espècimen"-noun-ca
"espècimen"-noun-ca "sample"-noun-en
"espècimen"-noun-ca "specimen"-noun-en
"specimen"-noun-en "espècimen"-noun-ca
"essay"-noun-en "assaig"-noun-ca
"flowerpot"-noun-en "test"-noun-ca
"fantasia"-noun-ca "fantasy"-noun-en
"fantasy"-noun-en "fantasia"-noun-ca
"stage"-noun-en "etapa"-noun-ca
"etapa"-noun-ca "stage"-noun-en
"realització"-noun-ca "realisation"-noun-en
"realisation"-noun-en "realització"-noun-ca
"nota"-noun-ca "note"-noun-en
"note"-noun-en "nota"-noun-ca
"protocol"-noun-en "protocol"-noun-ca
"protocol"-noun-ca "protocol"-noun-en
"critic"-noun-en "crític"-noun-ca
"crític"-noun-ca "critic"-noun-en
"rajola"-noun-ca "brick"-noun-en
"brick"-noun-en "rajola"-noun-ca
"brick"-noun-en "maó"-noun-ca
"maó"-noun-ca "brick"-noun-en
"adhesió"-noun-ca "adherence"-noun-en
"adherence"-noun-en "adhesió"-noun-ca
"closing"-noun-en "tancament"-noun-ca
"tancament"-noun-ca "closing"-noun-en
"ànima"-noun-ca "soul"-noun-en
"soul"-noun-en "ànima"-noun-ca
"alcohol"-noun-ca "alcohol"-noun-en
"alcohol"-noun-en "alcohol"-noun-ca
"stimulus"-noun-en "estímul"-noun-ca
"estímul"-noun-ca "stimulus"-noun-en
"enthusiasm"-noun-en "entusiasme"-noun-ca
"entusiasme"-noun-ca "enthusiasm"-noun-en
"effort"-noun-en "esforç"-noun-ca
"esforç"-noun-ca "effort"-noun-en
"dolor"-noun-ca "pain"-noun-en
"pain"-noun-en "dolor"-noun-ca
"dol"-noun-ca "deceit"-noun-en
"deceit"-noun-en "dol"-noun-ca
"bolt"-noun-en "forrellat"-noun-ca
"forrellat"-noun-ca "bolt"-noun-en
"screw"-noun-en "cargol"-noun-ca
"cargol"-noun-ca "screw"-noun-en
"cargol"-noun-ca "snail"-noun-en
"snail"-noun-en "cargol"-noun-ca
"lesió"-noun-ca "injury"-noun-en
"lesió"-noun-ca "wound"-noun-en
"injury"-noun-en "lesió"-noun-ca
"wound"-noun-en "lesió"-noun-ca
"wound"-noun-en "ferida"-noun-ca
"ferida"-noun-ca "wound"-noun-en
"penalty"-noun-en "pena"-noun-ca
"pena"-noun-ca "penalty"-noun-en
"prison"-noun-en "presó"-noun-ca
"presó"-noun-ca "prison"-noun-en
"presó"-noun-ca "jail"-noun-en
"jail"-noun-en "presó"-noun-ca
"motiu"-noun-ca "reason"-noun-en
"motiu"-noun-ca "motive"-noun-en
"reason"-noun-en "motiu"-noun-ca
"reason"-noun-en "raó"-noun-ca
"reason"-noun-en "perquè"-noun-ca
"motive"-noun-en "motiu"-noun-ca
"raó"-noun-ca "reason"-noun-en
"perquè"-noun-ca "reason"-noun-en
"argument"-noun-ca "argument"-noun-en
"argument"-noun-en "argument"-noun-ca
"cell"-noun-en "cèl·lula"-noun-ca
"cell"-noun-en "cel·la"-noun-ca
"cell"-noun-en "calabós"-noun-ca
"cèl·lula"-noun-ca "cell"-noun-en
"cel·la"-noun-ca "cell"-noun-en
"calabós"-noun-ca "cell"-noun-en
"punishment"-noun-en "càstig"-noun-ca
"càstig"-noun-ca "punishment"-noun-en
"preamble"-noun-en "preàmbul"-noun-ca
"preàmbul"-noun-ca "preamble"-noun-en
"foreword"-noun-en "pròleg"-noun-ca
"pròleg"-noun-ca "foreword"-noun-en
"llançament"-noun-ca "launching"-noun-en
"llançament"-noun-ca "launch"-noun-en
"launching"-noun-en "llançament"-noun-ca
"launch"-noun-en "llançament"-noun-ca
"afecte"-noun-ca "affection"-noun-en
"affection"-noun-en "afecte"-noun-ca
"oven"-noun-en "forn"-noun-ca
"forn"-noun-ca "oven"-noun-en
"boiler"-noun-en "caldera"-noun-ca
"caldera"-noun-ca "boiler"-noun-en
"galleda"-noun-ca "bucket"-noun-en
"galleda"-noun-ca "pail"-noun-en
"bucket"-noun-en "galleda"-noun-ca
"bucket"-noun-en "poal"-noun-ca
"pail"-noun-en "galleda"-noun-ca
"poal"-noun-ca "bucket"-noun-en
"station"-noun-en "estació"-noun-ca
"estació"-noun-ca "station"-noun-en
"estació"-noun-ca "season"-noun-en
"season"-noun-en "estació"-noun-ca
"season"-noun-en "temporada"-noun-ca
"temporada"-noun-ca "season"-noun-en
"pile"-noun-en "pila"-noun-ca
"pile"-noun-en "munt"-noun-ca
"pila"-noun-ca "pile"-noun-en
"munt"-noun-ca "pile"-noun-en
"exception"-noun-en "excepció"-noun-ca
"excepció"-noun-ca "exception"-noun-en
"ass"-noun-en "ruc"-noun-ca
"ass"-noun-en "ase"-noun-ca
"ass"-noun-en "burro"-noun-ca
"ruc"-noun-ca "ass"-noun-en
"ase"-noun-ca "ass"-noun-en
"burro"-noun-ca "ass"-noun-en
"end"-noun-en "final"-noun-ca
"final"-noun-ca "end"-noun-en
"final"-noun-ca "ending"-noun-en
"ending"-noun-en "final"-noun-ca
"exhibició"-noun-ca "exhibition"-noun-en
"exhibition"-noun-en "exhibició"-noun-ca
"exhibition"-noun-en "exposició"-noun-ca
"exposició"-noun-ca "exhibition"-noun-en
"llista"-noun-ca "list"-noun-en
"list"-noun-en "llista"-noun-ca
"inventari"-noun-ca "inventory"-noun-en
"inventory"-noun-en "inventari"-noun-ca
"conferència"-noun-ca "conference"-noun-en
"conferència"-noun-ca "lecture"-noun-en
"conference"-noun-en "conferència"-noun-ca
"lecture"-noun-en "conferència"-noun-ca
"submission"-noun-en "submissió"-noun-ca
"submissió"-noun-ca "submission"-noun-en
"màquina"-noun-ca "machine"-noun-en
"machine"-noun-en "màquina"-noun-ca
"ganivet"-noun-ca "knife"-noun-en
"knife"-noun-en "ganivet"-noun-ca
"obrer"-noun-ca "worker"-noun-en
"worker"-noun-en "obrer"-noun-ca
"worker"-noun-en "treballador"-noun-ca
"treballador"-noun-ca "worker"-noun-en
"inclination"-noun-en "inclinació"-noun-ca
"inclinació"-noun-ca "inclination"-noun-en
"attention"-noun-en "atenció"-noun-ca
"atenció"-noun-ca "attention"-noun-en
"fiancé"-noun-en "promès"-noun-ca
"fiancé"-noun-en "nuvi"-noun-ca
"promès"-noun-ca "fiancé"-noun-en
"nuvi"-noun-ca "fiancé"-noun-en
"matrimoni"-noun-ca "marriage"-noun-en
"marriage"-noun-en "matrimoni"-noun-ca
"marriage"-noun-en "casament"-noun-ca
"casament"-noun-ca "marriage"-noun-en
"casament"-noun-ca "wedding"-noun-en
"wedding"-noun-en "casament"-noun-ca
"parell"-noun-ca "pair"-noun-en
"parell"-noun-ca "couple"-noun-en
"pair"-noun-en "parell"-noun-ca
"couple"-noun-en "parell"-noun-ca
"couple"-noun-en "parella"-noun-ca
"parella"-noun-ca "couple"-noun-en
"camarada"-noun-ca "comrade"-noun-en
"comrade"-noun-en "camarada"-noun-ca
"port"-noun-ca "port"-noun-en
"port"-noun-ca "harbour"-noun-en
"port"-noun-en "port"-noun-ca
"harbour"-noun-en "port"-noun-ca
"prey"-noun-en "presa"-noun-ca
"presa"-noun-ca "prey"-noun-en
"deducció"-noun-ca "deduction"-noun-en
"deduction"-noun-en "deducció"-noun-ca
"basar"-noun-ca "bazaar"-noun-en
"bazaar"-noun-en "basar"-noun-ca
"prejudice"-noun-en "prejudici"-noun-ca
"prejudici"-noun-ca "prejudice"-noun-en
"excitació"-noun-ca "excitation"-noun-en
"excitation"-noun-en "excitació"-noun-ca
"duel"-noun-ca "duel"-noun-en
"duel"-noun-en "duel"-noun-ca
"successor"-noun-ca "successor"-noun-en
"successor"-noun-en "successor"-noun-ca
"sex"-noun-en "sexe"-noun-ca
"sexe"-noun-ca "sex"-noun-en
"appendix"-noun-en "apèndix"-noun-ca
"apèndix"-noun-ca "appendix"-noun-en
"annex"-noun-ca "annexe"-noun-en
"annex"-noun-ca "annex"-noun-en
"annexe"-noun-en "annex"-noun-ca
"annex"-noun-en "annex"-noun-ca
"gender"-noun-en "gènere"-noun-ca
"gènere"-noun-ca "gender"-noun-en
"insígnia"-noun-ca "badge"-noun-en
"insígnia"-noun-ca "insignia"-noun-en
"badge"-noun-en "insígnia"-noun-ca
"insignia"-noun-en "insígnia"-noun-ca
"document"-noun-en "document"-noun-ca
"document"-noun-ca "document"-noun-en
"acte"-noun-ca "act"-noun-en
"act"-noun-en "acte"-noun-ca
"act"-noun-en "acció"-noun-ca
"acció"-noun-ca "act"-noun-en
"acció"-noun-ca "gig"-noun-en
"acció"-noun-ca "action"-noun-en
"acció"-noun-ca "share"-noun-en
"acció"-noun-ca "deed"-noun-en
"gig"-noun-en "acció"-noun-ca
"gig"-noun-en "actuació"-noun-ca
"action"-noun-en "acció"-noun-ca
"share"-noun-en "acció"-noun-ca
"deed"-noun-en "acció"-noun-ca
"actuació"-noun-ca "gig"-noun-en
"ball"-noun-ca "dance"-noun-en
"dance"-noun-en "ball"-noun-ca
"dance"-noun-en "dansa"-noun-ca
"dansa"-noun-ca "dance"-noun-en
"instruction"-noun-en "instrucció"-noun-ca
"instrucció"-noun-ca "instruction"-noun-en
"comandament"-noun-ca "command"-noun-en
"command"-noun-en "comandament"-noun-ca
"ensenyament"-noun-ca "teaching"-noun-en
"teaching"-noun-en "ensenyament"-noun-ca
"teaching"-noun-en "docència"-noun-ca
"docència"-noun-ca "teaching"-noun-en
"equipatge"-noun-ca "baggage"-noun-en
"equipatge"-noun-ca "luggage"-noun-en
"baggage"-noun-en "equipatge"-noun-ca
"baggage"-noun-en "bagatge"-noun-ca
"luggage"-noun-en "equipatge"-noun-ca
"luggage"-noun-en "bagatge"-noun-ca
"bagatge"-noun-ca "baggage"-noun-en
"bagatge"-noun-ca "luggage"-noun-en
"missió"-noun-ca "mission"-noun-en
"mission"-noun-en "missió"-noun-ca
"prohibició"-noun-ca "prohibition"-noun-en
"prohibició"-noun-ca "ban"-noun-en
"prohibition"-noun-en "prohibició"-noun-ca
"ban"-noun-en "prohibició"-noun-ca
"regne"-noun-ca "kingdom"-noun-en
"kingdom"-noun-en "regne"-noun-ca
"reign"-noun-en "regnat"-noun-ca
"regnat"-noun-ca "reign"-noun-en
"contorn"-noun-ca "contour"-noun-en
"contour"-noun-en "contorn"-noun-ca
"govern"-noun-ca "government"-noun-en
"government"-noun-en "govern"-noun-ca
"prioritat"-noun-ca "priority"-noun-en
"priority"-noun-en "prioritat"-noun-ca
"preferència"-noun-ca "preference"-noun-en
"preference"-noun-en "preferència"-noun-ca
"desenvolupament"-noun-ca "development"-noun-en
"desenvolupament"-noun-ca "uncoiling"-noun-en
"development"-noun-en "desenvolupament"-noun-ca
"uncoiling"-noun-en "desenvolupament"-noun-ca
"hegemonia"-noun-ca "hegemony"-noun-en
"hegemony"-noun-en "hegemonia"-noun-ca
"mandate"-noun-en "mandat"-noun-ca
"mandat"-noun-ca "mandate"-noun-en
"cadira"-noun-ca "chair"-noun-en
"chair"-noun-en "cadira"-noun-ca
"chair"-noun-en "càtedra"-noun-ca
"càtedra"-noun-ca "chair"-noun-en
"fet"-noun-ca "fact"-noun-en
"fact"-noun-en "fet"-noun-ca
"veritat"-noun-ca "truth"-noun-en
"truth"-noun-en "veritat"-noun-ca
"garantia"-noun-ca "guarantee"-noun-en
"garantia"-noun-ca "warranty"-noun-en
"guarantee"-noun-en "garantia"-noun-ca
"guarantee"-noun-en "penyora"-noun-ca
"guarantee"-noun-en "aval"-noun-ca
"warranty"-noun-en "garantia"-noun-ca
"penyora"-noun-ca "guarantee"-noun-en
"aval"-noun-ca "guarantee"-noun-en
"edict"-noun-en "edicte"-noun-ca
"edicte"-noun-ca "edict"-noun-en
"part"-noun-ca "part"-noun-en
"part"-noun-ca "childbirth"-noun-en
"part"-noun-en "part"-noun-ca
"childbirth"-noun-en "part"-noun-ca
"naixement"-noun-ca "birth"-noun-en
"birth"-noun-en "naixement"-noun-ca
"birth"-noun-en "naixença"-noun-ca
"naixença"-noun-ca "birth"-noun-en
"fraction"-noun-en "fracció"-noun-ca
"fracció"-noun-ca "fraction"-noun-en
"intenció"-noun-ca "intention"-noun-en
"intention"-noun-en "intenció"-noun-ca
"intention"-noun-en "propòsit"-noun-ca
"propòsit"-noun-ca "intention"-noun-en
"teulada"-noun-ca "roof"-noun-en
"roof"-noun-en "teulada"-noun-ca
"roof"-noun-en "sostre"-noun-ca
"sostre"-noun-ca "roof"-noun-en
"sostre"-noun-ca "ceiling"-noun-en
"ceiling"-noun-en "sostre"-noun-ca
"access"-noun-en "accés"-noun-ca
"accés"-noun-ca "access"-noun-en
"achievement"-noun-en "assoliment"-noun-ca
"assoliment"-noun-ca "achievement"-noun-en
"assoliment"-noun-ca "attainment"-noun-en
"attainment"-noun-en "assoliment"-noun-ca
"estona"-noun-ca "instant"-noun-en
"instant"-noun-en "estona"-noun-ca
"instant"-noun-en "instant"-noun-ca
"instant"-noun-ca "instant"-noun-en
"hora"-noun-ca "hour"-noun-en
"hour"-noun-en "hora"-noun-ca
"opció"-noun-ca "option"-noun-en
"option"-noun-en "opció"-noun-ca
"prudence"-noun-en "prudència"-noun-ca
"prudència"-noun-ca "prudence"-noun-en
"warning"-noun-en "avís"-noun-ca
"warning"-noun-en "advertiment"-noun-ca
"avís"-noun-ca "warning"-noun-en
"advertiment"-noun-ca "warning"-noun-en
"directory"-noun-en "directori"-noun-ca
"directori"-noun-ca "directory"-noun-en
"wallet"-noun-en "cartera"-noun-ca
"cartera"-noun-ca "wallet"-noun-en
"disciplina"-noun-ca "discipline"-noun-en
"discipline"-noun-en "disciplina"-noun-ca
"integritat"-noun-ca "integrity"-noun-en
"integrity"-noun-en "integritat"-noun-ca
"race"-noun-en "cursa"-noun-ca
"cursa"-noun-ca "race"-noun-en
"presenter"-noun-en "presentador"-noun-ca
"presenter"-noun-en "locutor"-noun-ca
"presentador"-noun-ca "presenter"-noun-en
"locutor"-noun-ca "presenter"-noun-en
"occident"-noun-ca "occident"-noun-en
"occident"-noun-en "occident"-noun-ca
"crepuscle"-noun-ca "dusk"-noun-en
"dusk"-noun-en "crepuscle"-noun-ca
"dusk"-noun-en "capvespre"-noun-ca
"capvespre"-noun-ca "dusk"-noun-en
"evening"-noun-en "vespre"-noun-ca
"evening"-noun-en "tarda"-noun-ca
"vespre"-noun-ca "evening"-noun-en
"tarda"-noun-ca "evening"-noun-en
"tarda"-noun-ca "afternoon"-noun-en
"afternoon"-noun-en "tarda"-noun-ca
"afternoon"-noun-en "vesprada"-noun-ca
"vesprada"-noun-ca "afternoon"-noun-en
"desenllaç"-noun-ca "denouement"-noun-en
"denouement"-noun-en "desenllaç"-noun-ca
"resolution"-noun-en "resolució"-noun-ca
"resolució"-noun-ca "resolution"-noun-en
"solució"-noun-ca "solution"-noun-en
"solution"-noun-en "solució"-noun-ca
"decision"-noun-en "decisió"-noun-ca
"decisió"-noun-ca "decision"-noun-en
"crèdit"-noun-ca "credit"-noun-en
"credit"-noun-en "crèdit"-noun-ca
"zel"-noun-ca "zeal"-noun-en
"zeal"-noun-en "zel"-noun-ca
"casc"-noun-ca "helmet"-noun-en
"helmet"-noun-en "casc"-noun-ca
"pinyol"-noun-ca "nucleus"-noun-en
"pinyol"-noun-ca "core"-noun-en
"nucleus"-noun-en "pinyol"-noun-ca
"nucleus"-noun-en "nucli"-noun-ca
"core"-noun-en "pinyol"-noun-ca
"core"-noun-en "nucli"-noun-ca
"nucli"-noun-ca "nucleus"-noun-en
"nucli"-noun-ca "core"-noun-en
"bark"-noun-en "escorça"-noun-ca
"escorça"-noun-ca "bark"-noun-en
"stink"-noun-en "pudor"-noun-ca
"pudor"-noun-ca "stink"-noun-en
"scourge"-noun-en "fuet"-noun-ca
"fuet"-noun-ca "scourge"-noun-en
"misèria"-noun-ca "pittance"-noun-en
"pittance"-noun-en "misèria"-noun-ca
"pobresa"-noun-ca "poverty"-noun-en
"poverty"-noun-en "pobresa"-noun-ca
"contradicció"-noun-ca "contradiction"-noun-en
"contradiction"-noun-en "contradicció"-noun-ca
"avorriment"-noun-ca "boredom"-noun-en
"boredom"-noun-en "avorriment"-noun-ca
"discussion"-noun-en "discussió"-noun-ca
"discussió"-noun-ca "discussion"-noun-en
"unemployment"-noun-en "atur"-noun-ca
"unemployment"-noun-en "desocupació"-noun-ca
"atur"-noun-ca "unemployment"-noun-en
"desocupació"-noun-ca "unemployment"-noun-en
"culmination"-noun-en "culminació"-noun-ca
"culminació"-noun-ca "culmination"-noun-en
"crown"-noun-en "corona"-noun-ca
"corona"-noun-ca "crown"-noun-en
"frontera"-noun-ca "boundary"-noun-en
"boundary"-noun-en "frontera"-noun-ca
"depression"-noun-en "depressió"-noun-ca
"depressió"-noun-ca "depression"-noun-en
"interval"-noun-ca "interval"-noun-en
"interval"-noun-en "interval"-noun-ca
"medicine"-noun-en "medicament"-noun-ca
