"el teu"-determiner-ca "thy"-determiner-en
"minúscul"-adjective-ca "minuscule"-adjective-en
"miraculous"-adjective-en "miraculós"-adjective-ca
"miraculós"-adjective-ca "miraculous"-adjective-en
"Moldavian"-adjective-en "moldau"-adjective-ca
"moldau"-adjective-ca "Moldavian"-adjective-en
"moldau"-adjective-ca "Moldovan"-adjective-en
"Moldovan"-adjective-en "moldau"-adjective-ca
"monarchical"-adjective-en "monàrquic"-adjective-ca
"monàrquic"-adjective-ca "monarchical"-adjective-en
"monastic"-adjective-en "monàstic"-adjective-ca
"monàstic"-adjective-ca "monastic"-adjective-en
"Monegasque"-adjective-en "monegasc"-adjective-ca
"monegasc"-adjective-ca "Monegasque"-adjective-en
"monogamous"-adjective-en "monògam"-adjective-ca
"monògam"-adjective-ca "monogamous"-adjective-en
"monophyletic"-adjective-en "monofilètic"-adjective-ca
"monofilètic"-adjective-ca "monophyletic"-adjective-en
"Montenegrin"-adjective-en "montenegrí"-adjective-ca
"montenegrí"-adjective-ca "Montenegrin"-adjective-en
"Mozambican"-adjective-en "moçambiquès"-adjective-ca
"moçambiquès"-adjective-ca "Mozambican"-adjective-en
"multiplicative"-adjective-en "multiplicatiu"-adjective-ca
"multiplicatiu"-adjective-ca "multiplicative"-adjective-en
"Mycenaean"-adjective-en "micènic"-adjective-ca
"micènic"-adjective-ca "Mycenaean"-adjective-en
"mystical"-adjective-en "místic"-adjective-ca
"místic"-adjective-ca "mystical"-adjective-en
"místic"-adjective-ca "otherworldly"-adjective-en
"otherworldly"-adjective-en "místic"-adjective-ca
"Napoleonic"-adjective-en "napoleònic"-adjective-ca
"napoleònic"-adjective-ca "Napoleonic"-adjective-en
"nàutic"-adjective-ca "navigational"-adjective-en
"navigational"-adjective-en "nàutic"-adjective-ca
"Neapolitan"-adjective-en "napolità"-adjective-ca
"napolità"-adjective-ca "Neapolitan"-adjective-en
"neighboring"-adjective-en "veí"-adjective-ca
"veí"-adjective-ca "neighboring"-adjective-en
"neoclassical"-adjective-en "neoclàssic"-adjective-ca
"neoclàssic"-adjective-ca "neoclassical"-adjective-en
"Neolithic"-adjective-en "neolític"-adjective-ca
"neolític"-adjective-ca "Neolithic"-adjective-en
"Nestorian"-adjective-en "nestorià"-adjective-ca
"nestorià"-adjective-ca "Nestorian"-adjective-en
"neurological"-adjective-en "neurològic"-adjective-ca
"neurològic"-adjective-ca "neurological"-adjective-en
"neurotic"-adjective-en "neuròtic"-adjective-ca
"neuròtic"-adjective-ca "neurotic"-adjective-en
"nitrous"-adjective-en "nitrós"-adjective-ca
"nitrós"-adjective-ca "nitrous"-adjective-en
"nominative"-adjective-en "nominatiu"-adjective-ca
"nominatiu"-adjective-ca "nominative"-adjective-en
"Nordic"-adjective-en "nòrdic"-adjective-ca
"nòrdic"-adjective-ca "Nordic"-adjective-en
"nòrdic"-adjective-ca "Norse"-adjective-en
"Norse"-adjective-en "nòrdic"-adjective-ca
"Nubian"-adjective-en "nubi"-adjective-ca
"nubi"-adjective-ca "Nubian"-adjective-en
"nucleic"-adjective-en "nucleic"-adjective-ca
"nucleic"-adjective-ca "nucleic"-adjective-en
"occult"-adjective-en "ocult"-adjective-ca
"ocult"-adjective-ca "occult"-adjective-en
"inodor"-adjective-ca "scentless"-adjective-en
"scentless"-adjective-en "inodor"-adjective-ca
"Olympian"-adjective-en "olímpic"-adjective-ca
"olímpic"-adjective-ca "Olympian"-adjective-en
"òptic"-adjective-ca "optic"-adjective-en
"optic"-adjective-en "òptic"-adjective-ca
"optimal"-adjective-en "òptim"-adjective-ca
"òptim"-adjective-ca "optimal"-adjective-en
"organometallic"-adjective-en "organometàl·lic"-adjective-ca
"organometàl·lic"-adjective-ca "organometallic"-adjective-en
"ortogràfic"-adjective-ca "orthographic"-adjective-en
"orthographic"-adjective-en "ortogràfic"-adjective-ca
"osmotic"-adjective-en "osmòtic"-adjective-ca
"osmòtic"-adjective-ca "osmotic"-adjective-en
"Ostrogothic"-adjective-en "ostrogot"-adjective-ca
"ostrogot"-adjective-ca "Ostrogothic"-adjective-en
"oxidative"-adjective-en "oxidatiu"-adjective-ca
"oxidatiu"-adjective-ca "oxidative"-adjective-en
"Pakistani"-adjective-en "pakistanès"-adjective-ca
"pakistanès"-adjective-ca "Pakistani"-adjective-en
"Panhellenic"-adjective-en "panhel·lènic"-adjective-ca
"panhel·lènic"-adjective-ca "Panhellenic"-adjective-en
"paralympic"-adjective-en "paralímpic"-adjective-ca
"paralímpic"-adjective-ca "paralympic"-adjective-en
"patrician"-adjective-en "patrici"-adjective-ca
"patrici"-adjective-ca "patrician"-adjective-en
"penalising"-adjective-en "sancionador"-adjective-ca
"sancionador"-adjective-ca "penalising"-adjective-en
"perfective"-adjective-en "perfectiu"-adjective-ca
"perfectiu"-adjective-ca "perfective"-adjective-en
"phenomenological"-adjective-en "fenomenològic"-adjective-ca
"fenomenològic"-adjective-ca "phenomenological"-adjective-en
"phenotypic"-adjective-en "fenotípic"-adjective-ca
"fenotípic"-adjective-ca "phenotypic"-adjective-en
"philharmonic"-adjective-en "filharmònic"-adjective-ca
"filharmònic"-adjective-ca "philharmonic"-adjective-en
"Philippine"-adjective-en "filipí"-adjective-ca
"filipí"-adjective-ca "Philippine"-adjective-en
"filosòfic"-adjective-ca "philosophic"-adjective-en
"philosophic"-adjective-en "filosòfic"-adjective-ca
"phosphoric"-adjective-en "fosfòric"-adjective-ca
"fosfòric"-adjective-ca "phosphoric"-adjective-en
"expiatori"-adjective-ca "sacrificial"-adjective-en
"sacrificial"-adjective-en "expiatori"-adjective-ca
"plosive"-adjective-en "oclusiu"-adjective-ca
"oclusiu"-adjective-ca "plosive"-adjective-en
"poetical"-adjective-en "poètic"-adjective-ca
"poètic"-adjective-ca "poetical"-adjective-en
"verinós"-adjective-ca "venomous"-adjective-en
"venomous"-adjective-en "verinós"-adjective-ca
"Polynesian"-adjective-en "polinesi"-adjective-ca
"polinesi"-adjective-ca "Polynesian"-adjective-en
"polyphyletic"-adjective-en "polifilètic"-adjective-ca
"polifilètic"-adjective-ca "polyphyletic"-adjective-en
"poly"-adjective-en "politècnic"-adjective-ca
"politècnic"-adjective-ca "poly"-adjective-en
"politècnic"-adjective-ca "polytechnic"-adjective-en
"polytechnic"-adjective-en "politècnic"-adjective-ca
"pontifical"-adjective-en "pontifici"-adjective-ca
"pontifici"-adjective-ca "pontifical"-adjective-en
"postsynaptic"-adjective-en "postsinàptic"-adjective-ca
"postsinàptic"-adjective-ca "postsynaptic"-adjective-en
"Praetorian"-adjective-en "pretorià"-adjective-ca
"pretorià"-adjective-ca "Praetorian"-adjective-en
"Precambrian"-adjective-en "precambrià"-adjective-ca
"precambrià"-adjective-ca "Precambrian"-adjective-en
"preemptive"-adjective-en "preventiu"-adjective-ca
"preventiu"-adjective-ca "preemptive"-adjective-en
"prematur"-adjective-ca "untimely"-adjective-en
"untimely"-adjective-en "prematur"-adjective-ca
"presynaptic"-adjective-en "presinàptic"-adjective-ca
"presinàptic"-adjective-ca "presynaptic"-adjective-en
"primal"-adjective-en "primari"-adjective-ca
"primari"-adjective-ca "primal"-adjective-en
"princely"-adjective-en "principesc"-adjective-ca
"principesc"-adjective-ca "princely"-adjective-en
"profà"-adjective-ca "unholy"-adjective-en
"unholy"-adjective-en "profà"-adjective-ca
"projective"-adjective-en "projectiu"-adjective-ca
"projectiu"-adjective-ca "projective"-adjective-en
"prophetic"-adjective-en "profètic"-adjective-ca
"profètic"-adjective-ca "prophetic"-adjective-en
"prosthetic"-adjective-en "protètic"-adjective-ca
"protètic"-adjective-ca "prosthetic"-adjective-en
"prototypical"-adjective-en "prototípic"-adjective-ca
"prototípic"-adjective-ca "prototypical"-adjective-en
"provocative"-adjective-en "provocatiu"-adjective-ca
"provocatiu"-adjective-ca "provocative"-adjective-en
"psychedelic"-adjective-en "psicodèlic"-adjective-ca
"psicodèlic"-adjective-ca "psychedelic"-adjective-en
"punitive"-adjective-en "punitiu"-adjective-ca
"punitiu"-adjective-ca "punitive"-adjective-en
"puzzled"-adjective-en "desconcertat"-adjective-ca
"desconcertat"-adjective-ca "puzzled"-adjective-en
"Pyrenean"-adjective-en "pirinenc"-adjective-ca
"pirinenc"-adjective-ca "Pyrenean"-adjective-en
"Pythagorean"-adjective-en "pitagòric"-adjective-ca
"pitagòric"-adjective-ca "Pythagorean"-adjective-en
"rabínic"-adjective-ca "rabbinic"-adjective-en
"rabbinic"-adjective-en "rabínic"-adjective-ca
"radiative"-adjective-en "radiatiu"-adjective-ca
"radiatiu"-adjective-ca "radiative"-adjective-en
"radiometric"-adjective-en "radiomètric"-adjective-ca
"radiomètric"-adjective-ca "radiometric"-adjective-en
"recessive"-adjective-en "recessiu"-adjective-ca
"recessiu"-adjective-ca "recessive"-adjective-en
"refined"-adjective-en "refinat"-adjective-ca
"refinat"-adjective-ca "refined"-adjective-en
"regenerative"-adjective-en "regeneratiu"-adjective-ca
"regeneratiu"-adjective-ca "regenerative"-adjective-en
"regressive"-adjective-en "regressiu"-adjective-ca
"regressiu"-adjective-ca "regressive"-adjective-en
"reiterative"-adjective-en "reiteratiu"-adjective-ca
"reiteratiu"-adjective-ca "reiterative"-adjective-en
"resistive"-adjective-en "resistiu"-adjective-ca
"resistiu"-adjective-ca "resistive"-adjective-en
"retaliatory"-adjective-en "venjatiu"-adjective-ca
"venjatiu"-adjective-ca "retaliatory"-adjective-en
"ribosomal"-adjective-en "ribosòmic"-adjective-ca
"ribosòmic"-adjective-ca "ribosomal"-adjective-en
"romànic"-adjective-ca "Romanesque"-adjective-en
"Romanesque"-adjective-en "romànic"-adjective-ca
"Saharan"-adjective-en "saharià"-adjective-ca
"saharià"-adjective-ca "Saharan"-adjective-en
"assalariat"-adjective-ca "waged"-adjective-en
"waged"-adjective-en "assalariat"-adjective-ca
"saline"-adjective-en "salí"-adjective-ca
"salí"-adjective-ca "saline"-adjective-en
"Samoan"-adjective-en "samoà"-adjective-ca
"samoà"-adjective-ca "Samoan"-adjective-en
"Sanskrit"-adjective-en "sànscrit"-adjective-ca
"sànscrit"-adjective-ca "Sanskrit"-adjective-en
"sarcastic"-adjective-en "sarcàstic"-adjective-ca
"sarcàstic"-adjective-ca "sarcastic"-adjective-en
"satanic"-adjective-en "satànic"-adjective-ca
"satànic"-adjective-ca "satanic"-adjective-en
"secretory"-adjective-en "secretor"-adjective-ca
"secretor"-adjective-ca "secretory"-adjective-en
"sedimentary"-adjective-en "sedimentari"-adjective-ca
"sedimentari"-adjective-ca "sedimentary"-adjective-en
"semeiotic"-adjective-en "semiòtic"-adjective-ca
"semiòtic"-adjective-ca "semeiotic"-adjective-en
"Semitic"-adjective-en "semític"-adjective-ca
"semític"-adjective-ca "Semitic"-adjective-en
"Senegalese"-adjective-en "senegalès"-adjective-ca
"senegalès"-adjective-ca "Senegalese"-adjective-en
"Siamese"-adjective-en "siamès"-adjective-ca
"siamès"-adjective-ca "Siamese"-adjective-en
"Siberian"-adjective-en "siberià"-adjective-ca
"siberià"-adjective-ca "Siberian"-adjective-en
"sickly"-adjective-en "malaltís"-adjective-ca
"malaltís"-adjective-ca "sickly"-adjective-en
"silvery"-adjective-en "platejat"-adjective-ca
"platejat"-adjective-ca "silvery"-adjective-en
"singled out"-adjective-en "destacat"-adjective-ca
"destacat"-adjective-ca "singled out"-adjective-en
"Slavic"-adjective-en "eslau"-adjective-ca
"eslau"-adjective-ca "Slavic"-adjective-en
"eslau"-adjective-ca "Slavonic"-adjective-en
"Slavonic"-adjective-en "eslau"-adjective-ca
"Slovakian"-adjective-en "eslovac"-adjective-ca
"eslovac"-adjective-ca "Slovakian"-adjective-en
"sociopolitical"-adjective-en "sociopolític"-adjective-ca
"sociopolític"-adjective-ca "sociopolitical"-adjective-en
"Socratic"-adjective-en "socràtic"-adjective-ca
"socràtic"-adjective-ca "Socratic"-adjective-en
"Spanish–American"-adjective-en "hispanoamericà"-adjective-ca
"hispanoamericà"-adjective-ca "Spanish–American"-adjective-en
"Spartan"-adjective-en "espartà"-adjective-ca
"espartà"-adjective-ca "Spartan"-adjective-en
"spectroscopic"-adjective-en "espectroscòpic"-adjective-ca
"espectroscòpic"-adjective-ca "spectroscopic"-adjective-en
"stereoscopic"-adjective-en "estereoscòpic"-adjective-ca
"estereoscòpic"-adjective-ca "stereoscopic"-adjective-en
"Stoic"-adjective-en "estoic"-adjective-ca
"estoic"-adjective-ca "Stoic"-adjective-en
"stratospheric"-adjective-en "estratosfèric"-adjective-ca
"estratosfèric"-adjective-ca "stratospheric"-adjective-en
"sulfuric"-adjective-en "sulfúric"-adjective-ca
"sulfúric"-adjective-ca "sulfuric"-adjective-en
"supercritical"-adjective-en "supercrític"-adjective-ca
"supercrític"-adjective-ca "supercritical"-adjective-en
"superluminal"-adjective-en "superlumínic"-adjective-ca
"superlumínic"-adjective-ca "superluminal"-adjective-en
"supersymmetrical"-adjective-en "supersimètric"-adjective-ca
"supersimètric"-adjective-ca "supersymmetrical"-adjective-en
"supplemental"-adjective-en "suplementari"-adjective-ca
"suplementari"-adjective-ca "supplemental"-adjective-en
"simètric"-adjective-ca "symmetric"-adjective-en
"symmetric"-adjective-en "simètric"-adjective-ca
"symptomatic"-adjective-en "simptomàtic"-adjective-ca
"simptomàtic"-adjective-ca "symptomatic"-adjective-en
"synaptic"-adjective-en "sinàptic"-adjective-ca
"sinàptic"-adjective-ca "synaptic"-adjective-en
"syncretic"-adjective-en "sincrètic"-adjective-ca
"sincrètic"-adjective-ca "syncretic"-adjective-en
"Taliban"-adjective-en "talibà"-adjective-ca
"talibà"-adjective-ca "Taliban"-adjective-en
"Talmudic"-adjective-en "talmúdic"-adjective-ca
"talmúdic"-adjective-ca "Talmudic"-adjective-en
"taxonomic"-adjective-en "taxonòmic"-adjective-ca
"taxonòmic"-adjective-ca "taxonomic"-adjective-en
"teleological"-adjective-en "teleològic"-adjective-ca
"teleològic"-adjective-ca "teleological"-adjective-en
"telepathic"-adjective-en "telepàtic"-adjective-ca
"telepàtic"-adjective-ca "telepathic"-adjective-en
"Teutonic"-adjective-en "teutònic"-adjective-ca
"teutònic"-adjective-ca "Teutonic"-adjective-en
"temàtic"-adjective-ca "themed"-adjective-en
"themed"-adjective-en "temàtic"-adjective-ca
"teòric"-adjective-ca "theoretic"-adjective-en
"theoretic"-adjective-en "teòric"-adjective-ca
"theosophical"-adjective-en "teosòfic"-adjective-ca
"teosòfic"-adjective-ca "theosophical"-adjective-en
"Thracian"-adjective-en "traci"-adjective-ca
"traci"-adjective-ca "Thracian"-adjective-en
"topogràfic"-adjective-ca "topographic"-adjective-en
"topographic"-adjective-en "topogràfic"-adjective-ca
"transitive"-adjective-en "transitiu"-adjective-ca
"transitiu"-adjective-ca "transitive"-adjective-en
"Triassic"-adjective-en "triàsic"-adjective-ca
"triàsic"-adjective-ca "Triassic"-adjective-en
"Trinitarian"-adjective-en "trinitari"-adjective-ca
"trinitari"-adjective-ca "Trinitarian"-adjective-en
"Trojan"-adjective-en "troià"-adjective-ca
"troià"-adjective-ca "Trojan"-adjective-en
"trophic"-adjective-en "tròfic"-adjective-ca
"tròfic"-adjective-ca "trophic"-adjective-en
"Tunisian"-adjective-en "tunisià"-adjective-ca
"tunisià"-adjective-ca "Tunisian"-adjective-en
"twin-engined"-adjective-en "bimotor"-adjective-ca
"bimotor"-adjective-ca "twin-engined"-adjective-en
"Ugandan"-adjective-en "ugandès"-adjective-ca
"ugandès"-adjective-ca "Ugandan"-adjective-en
"undefeated"-adjective-en "invicte"-adjective-ca
"invicte"-adjective-ca "undefeated"-adjective-en
"undocumented"-adjective-en "indocumentat"-adjective-ca
"indocumentat"-adjective-ca "undocumented"-adjective-en
"Unitarian"-adjective-en "unitari"-adjective-ca
"unitari"-adjective-ca "Unitarian"-adjective-en
"Viennese"-adjective-en "vienès"-adjective-ca
"vienès"-adjective-ca "Viennese"-adjective-en
"virtuous"-adjective-en "virtuós"-adjective-ca
"virtuós"-adjective-ca "virtuous"-adjective-en
"virulent"-adjective-en "virulent"-adjective-ca
"virulent"-adjective-ca "virulent"-adjective-en
"Visigothic"-adjective-en "visigot"-adjective-ca
"visigot"-adjective-ca "Visigothic"-adjective-en
"voiceless"-adjective-en "sord"-adjective-ca
"sord"-adjective-ca "voiceless"-adjective-en
"voltaic"-adjective-en "voltaic"-adjective-ca
"voltaic"-adjective-ca "voltaic"-adjective-en
"Wagnerian"-adjective-en "wagnerià"-adjective-ca
"wagnerià"-adjective-ca "Wagnerian"-adjective-en
"winged"-adjective-en "alat"-adjective-ca
"alat"-adjective-ca "winged"-adjective-en
"Zoroastrian"-adjective-en "zoroastrià"-adjective-ca
"zoroastrià"-adjective-ca "Zoroastrian"-adjective-en
"segrestar"-verb-ca "hijack"-verb-en
"hijack"-verb-en "segrestar"-verb-ca
"acompanyar"-verb-ca "usher"-verb-en
"usher"-verb-en "acompanyar"-verb-ca
"air-condition"-verb-en "climatitzar"-verb-ca
"climatitzar"-verb-ca "air-condition"-verb-en
"anneal"-verb-en "trempar"-verb-ca
"trempar"-verb-ca "anneal"-verb-en
"suposar"-verb-ca "hypothesise"-verb-en
"hypothesise"-verb-en "suposar"-verb-ca
"evitar"-verb-ca "eschew"-verb-en
"eschew"-verb-en "evitar"-verb-ca
"batejar"-verb-ca "christen"-verb-en
"christen"-verb-en "batejar"-verb-ca
"beatify"-verb-en "beatificar"-verb-ca
"beatificar"-verb-ca "beatify"-verb-en
"befriend"-verb-en "amistar"-verb-ca
"amistar"-verb-ca "befriend"-verb-en
"be mad"-verb-en "apassionar"-verb-ca
"apassionar"-verb-ca "be mad"-verb-en
"box off"-verb-en "compartimentar"-verb-ca
"compartimentar"-verb-ca "box off"-verb-en
"calender"-verb-en "calandrar"-verb-ca
"calandrar"-verb-ca "calender"-verb-en
"calk"-verb-en "calafatar"-verb-ca
"calafatar"-verb-ca "calk"-verb-en
"carburise"-verb-en "carburar"-verb-ca
"carburar"-verb-ca "carburise"-verb-en
"color"-verb-en "acolorir"-verb-ca
"acolorir"-verb-ca "color"-verb-en
"commemorar"-verb-ca "memorialise"-verb-en
"memorialise"-verb-en "commemorar"-verb-ca
"confuse the heck out"-verb-en "confondre"-verb-ca
"confondre"-verb-ca "confuse the heck out"-verb-en
"confondre"-verb-ca "confuse the hell out"-verb-en
"confuse the hell out"-verb-en "confondre"-verb-ca
"conjugate"-verb-en "conjugar"-verb-ca
"conjugar"-verb-ca "conjugate"-verb-en
"correlate"-verb-en "correlacionar"-verb-ca
"correlacionar"-verb-ca "correlate"-verb-en
"deactivate"-verb-en "desactivar"-verb-ca
"desactivar"-verb-ca "deactivate"-verb-en
"decarburise"-verb-en "descarburar"-verb-ca
"descarburar"-verb-ca "decarburise"-verb-en
"decelerate"-verb-en "descelerar"-verb-ca
"descelerar"-verb-ca "decelerate"-verb-en
"decipher"-verb-en "desxifrar"-verb-ca
"desxifrar"-verb-ca "decipher"-verb-en
"deforest"-verb-en "desboscar"-verb-ca
"desboscar"-verb-ca "deforest"-verb-en
"demineralise"-verb-en "desmineralitzar"-verb-ca
"desmineralitzar"-verb-ca "demineralise"-verb-en
"deprecate"-verb-en "desaprovar"-verb-ca
"desaprovar"-verb-ca "deprecate"-verb-en
"digitise"-verb-en "digitalitzar"-verb-ca
"digitalitzar"-verb-ca "digitise"-verb-en
"disaggregate"-verb-en "desagregar"-verb-ca
"desagregar"-verb-ca "disaggregate"-verb-en
"disinflate"-verb-en "desinflar"-verb-ca
"desinflar"-verb-ca "disinflate"-verb-en
"desinflar"-verb-ca "uninflate"-verb-en
"uninflate"-verb-en "desinflar"-verb-ca
"disorient"-verb-en "desorientar"-verb-ca
"desorientar"-verb-ca "disorient"-verb-en
"ejaculate"-verb-en "ejacular"-verb-ca
"ejacular"-verb-ca "ejaculate"-verb-en
"promulgar"-verb-ca "promulgate"-verb-en
"promulgate"-verb-en "promulgar"-verb-ca
"sobreviure"-verb-ca "outlive"-verb-en
"outlive"-verb-en "sobreviure"-verb-ca
"enshrine"-verb-en "enclaustrar"-verb-ca
"enclaustrar"-verb-ca "enshrine"-verb-en
"entrench"-verb-en "atrinxerar"-verb-ca
"atrinxerar"-verb-ca "entrench"-verb-en
"evict"-verb-en "desnonar"-verb-ca
"desnonar"-verb-ca "evict"-verb-en
"federate"-verb-en "federar"-verb-ca
"federar"-verb-ca "federate"-verb-en
"fertilise"-verb-en "fertilitzar"-verb-ca
"fertilitzar"-verb-ca "fertilise"-verb-en
"flocculate"-verb-en "flocular"-verb-ca
"flocular"-verb-ca "flocculate"-verb-en
"fossilise"-verb-en "fossilitzar"-verb-ca
"fossilitzar"-verb-ca "fossilise"-verb-en
"get ill"-verb-en "emmalaltir"-verb-ca
"emmalaltir"-verb-ca "get ill"-verb-en
"grant an amnesty"-verb-en "amnistiar"-verb-ca
"amnistiar"-verb-ca "grant an amnesty"-verb-en
"half-open"-verb-en "entreobrir"-verb-ca
"entreobrir"-verb-ca "half-open"-verb-en
"hospitalise"-verb-en "hospitalitzar"-verb-ca
"hospitalitzar"-verb-ca "hospitalise"-verb-en
"hydrolyse"-verb-en "hidrolitzar"-verb-ca
"hidrolitzar"-verb-ca "hydrolyse"-verb-en
"impeach"-verb-en "impugnar"-verb-ca
"impugnar"-verb-ca "impeach"-verb-en
"indebt"-verb-en "endeutar"-verb-ca
"endeutar"-verb-ca "indebt"-verb-en
"iodise"-verb-en "ioditzar"-verb-ca
"ioditzar"-verb-ca "iodise"-verb-en
"irradiar"-verb-ca "radiate"-verb-en
"radiate"-verb-en "irradiar"-verb-ca
"marginalise"-verb-en "marginar"-verb-ca
"marginar"-verb-ca "marginalise"-verb-en
"maximise"-verb-en "maximitzar"-verb-ca
"maximitzar"-verb-ca "maximise"-verb-en
"mercerise"-verb-en "merceritzar"-verb-ca
"merceritzar"-verb-ca "mercerise"-verb-en
"metabolise"-verb-en "metabolitzar"-verb-ca
"metabolitzar"-verb-ca "metabolise"-verb-en
"overlap"-verb-en "sobreposar"-verb-ca
"sobreposar"-verb-ca "overlap"-verb-en
"oxidise"-verb-en "oxidar"-verb-ca
"oxidar"-verb-ca "oxidise"-verb-en
"oxygenate"-verb-en "oxigenar"-verb-ca
"oxigenar"-verb-ca "oxygenate"-verb-en
"pressurise"-verb-en "pressuritzar"-verb-ca
"pressuritzar"-verb-ca "pressurise"-verb-en
"promoure"-verb-ca "publicise"-verb-en
"publicise"-verb-en "promoure"-verb-ca
"publicise"-verb-en "publicitar"-verb-ca
"publicitar"-verb-ca "publicise"-verb-en
"put up the price"-verb-en "encarir"-verb-ca
"encarir"-verb-ca "put up the price"-verb-en
"quantificar"-verb-ca "quantise"-verb-en
"quantise"-verb-en "quantificar"-verb-ca
"recapitulate"-verb-en "recapitular"-verb-ca
"recapitular"-verb-ca "recapitulate"-verb-en
"reclassify"-verb-en "reclassificar"-verb-ca
"reclassificar"-verb-ca "reclassify"-verb-en
"reconstitute"-verb-en "reconstituir"-verb-ca
"reconstituir"-verb-ca "reconstitute"-verb-en
"reinvest"-verb-en "reinvertir"-verb-ca
"reinvertir"-verb-ca "reinvest"-verb-en
"relegate"-verb-en "relegar"-verb-ca
"relegar"-verb-ca "relegate"-verb-en
"remaster"-verb-en "remasteritzar"-verb-ca
"remasteritzar"-verb-ca "remaster"-verb-en
"repel·lir"-verb-ca "repulse"-verb-en
"repulse"-verb-en "repel·lir"-verb-ca
"revert"-verb-en "revertir"-verb-ca
"revertir"-verb-ca "revert"-verb-en
"revitalise"-verb-en "revitalitzar"-verb-ca
"revitalitzar"-verb-ca "revitalise"-verb-en
"rive"-verb-en "esberlar"-verb-ca
"esberlar"-verb-ca "rive"-verb-en
"seclude"-verb-en "recloure"-verb-ca
"recloure"-verb-ca "seclude"-verb-en
"serialise"-verb-en "serialitzar"-verb-ca
"serialitzar"-verb-ca "serialise"-verb-en
"sprout"-verb-en "brotar"-verb-ca
"brotar"-verb-ca "sprout"-verb-en
"stand up to"-verb-en "plantar cara a"-verb-ca
"plantar cara a"-verb-ca "stand up to"-verb-en
"staunch"-verb-en "estroncar"-verb-ca
"estroncar"-verb-ca "staunch"-verb-en
"stupefy"-verb-en "atordir"-verb-ca
"atordir"-verb-ca "stupefy"-verb-en
"stylise"-verb-en "estilitzar"-verb-ca
"estilitzar"-verb-ca "stylise"-verb-en
"supplant"-verb-en "suplantar"-verb-ca
"suplantar"-verb-ca "supplant"-verb-en
"syndicate"-verb-en "sindicar"-verb-ca
"sindicar"-verb-ca "syndicate"-verb-en
"synthesise"-verb-en "sintetitzar"-verb-ca
"sintetitzar"-verb-ca "synthesise"-verb-en
"typify"-verb-en "tipificar"-verb-ca
"tipificar"-verb-ca "typify"-verb-en
"unclog"-verb-en "desembussar"-verb-ca
"desembussar"-verb-ca "unclog"-verb-en
"urbanise"-verb-en "urbanitzar"-verb-ca
"urbanitzar"-verb-ca "urbanise"-verb-en
"use to"-verb-en "soler"-verb-ca
"soler"-verb-ca "use to"-verb-en
"valorise"-verb-en "valoritzar"-verb-ca
"valoritzar"-verb-ca "valorise"-verb-en
"Bundestag"-properNoun-en "Bundestag"-properNoun-ca
"Bundestag"-properNoun-ca "Bundestag"-properNoun-en
"Himalayas"-properNoun-en "Himàlaia"-properNoun-ca
"Himàlaia"-properNoun-ca "Himalayas"-properNoun-en
"Netherlands Antilles"-properNoun-en "Antilles Holandeses"-properNoun-ca
"Antilles Holandeses"-properNoun-ca "Netherlands Antilles"-properNoun-en
"ABBA"-properNoun-en "ABBA"-properNoun-ca
"ABBA"-properNoun-ca "ABBA"-properNoun-en
"Activision"-properNoun-en "Activision"-properNoun-ca
"Activision"-properNoun-ca "Activision"-properNoun-en
"Adobe Illustrator"-properNoun-en "Adobe Illustrator"-properNoun-ca
"Adobe Illustrator"-properNoun-ca "Adobe Illustrator"-properNoun-en
"Adobe Photoshop"-properNoun-en "Adobe Photoshop"-properNoun-ca
"Adobe Photoshop"-properNoun-ca "Adobe Photoshop"-properNoun-en
"Adobe"-properNoun-en "Adobe"-properNoun-ca
"Adobe"-properNoun-ca "Adobe"-properNoun-en
"AllMusic"-properNoun-en "AllMusic"-properNoun-ca
"AllMusic"-properNoun-ca "AllMusic"-properNoun-en
"AmigaOS"-properNoun-en "AmigaOS"-properNoun-ca
"AmigaOS"-properNoun-ca "AmigaOS"-properNoun-en
"Apple Macintosh"-properNoun-en "Apple Macintosh"-properNoun-ca
"Apple Macintosh"-properNoun-ca "Apple Macintosh"-properNoun-en
"AppleTalk"-properNoun-en "AppleTalk"-properNoun-ca
"AppleTalk"-properNoun-ca "AppleTalk"-properNoun-en
"Atari"-properNoun-en "Atari"-properNoun-ca
"Atari"-properNoun-ca "Atari"-properNoun-en
"Athlon"-properNoun-en "Athlon"-properNoun-ca
"Athlon"-properNoun-ca "Athlon"-properNoun-en
"Audi"-properNoun-en "Audi"-properNoun-ca
"Audi"-properNoun-ca "Audi"-properNoun-en
"AutoCAD"-properNoun-en "AutoCAD"-properNoun-ca
"AutoCAD"-properNoun-ca "AutoCAD"-properNoun-en
"Bandai"-properNoun-en "Bandai"-properNoun-ca
"Bandai"-properNoun-ca "Bandai"-properNoun-en
"Bauhaus"-properNoun-en "Bauhaus"-properNoun-ca
"Bauhaus"-properNoun-ca "Bauhaus"-properNoun-en
"Bayer"-properNoun-en "Bayer"-noun-ca
"Bayer"-properNoun-en "Bayer"-properNoun-ca
"Bayer"-noun-ca "Bayer"-properNoun-en
"Bayer"-properNoun-ca "Bayer"-properNoun-en
"BeOS"-properNoun-en "BeOS"-properNoun-ca
"BeOS"-properNoun-ca "BeOS"-properNoun-en
"Bethesda Softworks"-properNoun-en "Bethesda Softworks"-properNoun-ca
"Bethesda Softworks"-properNoun-ca "Bethesda Softworks"-properNoun-en
