"quelque"-determiner-fr "qualque"-determiner-oc
"capturer"-verb-fr "capturar"-verb-oc
"capturar"-verb-oc "capturer"-verb-fr
"estrénher"-verb-oc "étreindre"-verb-fr
"estrénher"-verb-oc "enserrer"-verb-fr
"étreindre"-verb-fr "estrénher"-verb-oc
"enserrer"-verb-fr "estrénher"-verb-oc
"shordar"-verb-oc "gêner"-verb-fr
"shordar"-verb-oc "déranger"-verb-fr
"gêner"-verb-fr "shordar"-verb-oc
"déranger"-verb-fr "shordar"-verb-oc
"irritar"-verb-oc "irriter"-verb-fr
"irriter"-verb-fr "irritar"-verb-oc
"épais"-adjective-fr "espés"-adjective-oc
"espés"-adjective-oc "épais"-adjective-fr
"gros"-adjective-fr "gròs"-adjective-oc
"gròs"-adjective-oc "gros"-adjective-fr
"suspècte"-adjective-oc "suspect"-adjective-fr
"suspect"-adjective-fr "suspècte"-adjective-oc
"categoric"-adjective-oc "catégorique"-adjective-fr
"catégorique"-adjective-fr "categoric"-adjective-oc
"net"-adjective-fr "net"-adjective-oc
"net"-adjective-oc "net"-adjective-fr
"sûr"-adjective-fr "segur"-adjective-oc
"segur"-adjective-oc "sûr"-adjective-fr
"liure"-adjective-oc "libre"-adjective-fr
"libre"-adjective-fr "liure"-adjective-oc
"satisfèr"-verb-oc "satisfaire"-verb-fr
"satisfaire"-verb-fr "satisfèr"-verb-oc
"satisfaire"-verb-fr "satisfar"-verb-oc
"satisfar"-verb-oc "satisfaire"-verb-fr
"campar"-verb-oc "observer"-verb-fr
"observer"-verb-fr "campar"-verb-oc
"remarquer"-verb-fr "remarcar"-verb-oc
"remarquer"-verb-fr "remercar"-verb-oc
"remarcar"-verb-oc "remarquer"-verb-fr
"remercar"-verb-oc "remarquer"-verb-fr
"souligner"-verb-fr "soslinhar"-verb-oc
"soslinhar"-verb-oc "souligner"-verb-fr
"soslinhar"-verb-oc "signaler"-verb-fr
"enregistrer"-verb-fr "enregistrar"-verb-oc
"enregistrer"-verb-fr "gravar"-verb-oc
"enregistrer"-verb-fr "grauar"-verb-oc
"enregistrar"-verb-oc "enregistrer"-verb-fr
"gravar"-verb-oc "enregistrer"-verb-fr
"grauar"-verb-oc "enregistrer"-verb-fr
"vérifier"-verb-fr "verificar"-verb-oc
"verificar"-verb-oc "vérifier"-verb-fr
"dévisager"-verb-fr "agachar"-verb-oc
"agachar"-verb-oc "dévisager"-verb-fr
"agachar"-verb-oc "regarder"-verb-fr
"regarder"-verb-fr "agachar"-verb-oc
"gardar"-verb-oc "garder"-verb-fr
"garder"-verb-fr "gardar"-verb-oc
"hacher"-verb-fr "picar"-verb-oc
"picar"-verb-oc "hacher"-verb-fr
"confirmer"-verb-fr "confirmar"-verb-oc
"confirmar"-verb-oc "confirmer"-verb-fr
"commencer"-verb-fr "començar"-verb-oc
"començar"-verb-oc "commencer"-verb-fr
"empirer"-verb-fr "empejorar"-verb-oc
"empejorar"-verb-oc "empirer"-verb-fr
"distribuïr"-verb-oc "distribuer"-verb-fr
"distribuer"-verb-fr "distribuïr"-verb-oc
"distribuer"-verb-fr "distribusir"-verb-oc
"distribuer"-verb-fr "distribuir"-verb-oc
"distribusir"-verb-oc "distribuer"-verb-fr
"distribuir"-verb-oc "distribuer"-verb-fr
"sometre"-verb-oc "soumettre"-verb-fr
"soumettre"-verb-fr "sometre"-verb-oc
"soumettre"-verb-fr "sométer"-verb-oc
"sométer"-verb-oc "soumettre"-verb-fr
"levar"-verb-oc "lever"-verb-fr
"lever"-verb-fr "levar"-verb-oc
"calmer"-verb-fr "calmar"-verb-oc
"calmar"-verb-oc "calmer"-verb-fr
"signaler"-verb-fr "soslinhar"-verb-oc
"signaler"-verb-fr "assenhalar"-verb-oc
"signaler"-verb-fr "senhalar"-verb-oc
"assenhalar"-verb-oc "signaler"-verb-fr
"senhalar"-verb-oc "signaler"-verb-fr
"destacar"-verb-oc "ressortir"-verb-fr
"ressortir"-verb-fr "destacar"-verb-oc
"gésser"-verb-oc "sortir"-verb-fr
"sortir"-verb-fr "gésser"-verb-oc
"sortir"-verb-fr "sortir"-verb-oc
"sortir"-verb-oc "sortir"-verb-fr
"immergir"-verb-oc "plonger"-verb-fr
"plonger"-verb-fr "immergir"-verb-oc
"diminuer"-verb-fr "amendrir"-verb-oc
"amendrir"-verb-oc "diminuer"-verb-fr
"décevoir"-verb-fr "decebre"-verb-oc
"decebre"-verb-oc "décevoir"-verb-fr
"confondre"-verb-fr "confóner"-verb-oc
"confondre"-verb-fr "confondre"-verb-oc
"confóner"-verb-oc "confondre"-verb-fr
"confondre"-verb-oc "confondre"-verb-fr
"bandejar"-verb-oc "agiter"-verb-fr
"agiter"-verb-fr "bandejar"-verb-oc
"entraver"-verb-fr "empachar"-verb-oc
"empachar"-verb-oc "entraver"-verb-fr
"bloquejar"-verb-oc "bloquer"-verb-fr
"bloquer"-verb-fr "bloquejar"-verb-oc
"bloquer"-verb-fr "blocar"-verb-oc
"verrouiller"-verb-fr "blocar"-verb-oc
"blocar"-verb-oc "bloquer"-verb-fr
"blocar"-verb-oc "verrouiller"-verb-fr
"croiser"-verb-fr "crosar"-verb-oc
"crosar"-verb-oc "croiser"-verb-fr
"favorir"-verb-oc "avantager"-verb-fr
"favorir"-verb-oc "favoriser"-verb-fr
"avantager"-verb-fr "favorir"-verb-oc
"favoriser"-verb-fr "favorir"-verb-oc
"desafiar"-verb-oc "défier"-verb-fr
"défier"-verb-fr "desafiar"-verb-oc
"volontari"-adjective-oc "volontaire"-adjective-fr
"volontaire"-adjective-fr "volontari"-adjective-oc
"sobte"-adjective-oc "soudain"-adjective-fr
"soudain"-adjective-fr "sobte"-adjective-oc
"soudain"-adjective-fr "subte"-adjective-oc
"subte"-adjective-oc "soudain"-adjective-fr
"inattendu"-adjective-fr "inesperat"-adjective-oc
"inesperat"-adjective-oc "inattendu"-adjective-fr
"fragile"-adjective-fr "fragil"-adjective-oc
"fragil"-adjective-oc "fragile"-adjective-fr
"léger"-adjective-fr "leugèr"-adjective-oc
"léger"-adjective-fr "leugièr"-adjective-oc
"leugèr"-adjective-oc "léger"-adjective-fr
"leugièr"-adjective-oc "léger"-adjective-fr
"inutile"-adjective-fr "inutil"-adjective-oc
"inutil"-adjective-oc "inutile"-adjective-fr
"sec"-adjective-fr "sec"-adjective-oc
"sec"-adjective-oc "sec"-adjective-fr
"fantastic"-adjective-oc "fantastique"-adjective-fr
"fantastique"-adjective-fr "fantastic"-adjective-oc
"magnific"-adjective-oc "magnifique"-adjective-fr
"magnifique"-adjective-fr "magnific"-adjective-oc
"esplendid"-adjective-oc "splendide"-adjective-fr
"splendide"-adjective-fr "esplendid"-adjective-oc
"valent"-adjective-oc "courageux"-adjective-fr
"courageux"-adjective-fr "valent"-adjective-oc
"generós"-adjective-oc "généreux"-adjective-fr
"généreux"-adjective-fr "generós"-adjective-oc
"prochain"-adjective-fr "venent"-adjective-oc
"venent"-adjective-oc "prochain"-adjective-fr
"consecutiu"-adjective-oc "consécutif"-adjective-fr
"consécutif"-adjective-fr "consecutiu"-adjective-oc
"suivant"-adjective-fr "seguent"-adjective-oc
"seguent"-adjective-oc "suivant"-adjective-fr
"voisin"-adjective-fr "vesin"-adjective-oc
"vesin"-adjective-oc "voisin"-adjective-fr
"intim"-adjective-oc "intime"-adjective-fr
"intime"-adjective-fr "intim"-adjective-oc
"clandestin"-adjective-fr "clandestin"-adjective-oc
"clandestin"-adjective-oc "clandestin"-adjective-fr
"secrèt"-adjective-oc "secret"-adjective-fr
"secret"-adjective-fr "secrèt"-adjective-oc
"particulier"-adjective-fr "particular"-adjective-oc
"particular"-adjective-oc "particulier"-adjective-fr
"caracteristic"-adjective-oc "caractéristique"-adjective-fr
"caractéristique"-adjective-fr "caracteristic"-adjective-oc
"especific"-adjective-oc "spécifique"-adjective-fr
"spécifique"-adjective-fr "especific"-adjective-oc
"concrèt"-adjective-oc "concret"-adjective-fr
"concret"-adjective-fr "concrèt"-adjective-oc
"premier"-adjective-fr "primièr"-adjective-oc
"primièr"-adjective-oc "premier"-adjective-fr
"supérieur"-adjective-fr "superior"-adjective-oc
"superior"-adjective-oc "supérieur"-adjective-fr
"rasonable"-adjective-oc "raisonnable"-adjective-fr
"raisonnable"-adjective-fr "rasonable"-adjective-oc
"savant"-adjective-fr "sabent"-adjective-oc
"sabent"-adjective-oc "savant"-adjective-fr
"sistematic"-adjective-oc "systématique"-adjective-fr
"systématique"-adjective-fr "sistematic"-adjective-oc
"collectif"-adjective-fr "collectiu"-adjective-oc
"collectiu"-adjective-oc "collectif"-adjective-fr
"fréquent"-adjective-fr "frequent"-adjective-oc
"frequent"-adjective-oc "fréquent"-adjective-fr
"courant"-adjective-fr "corrent"-adjective-oc
"corrent"-adjective-oc "courant"-adjective-fr
"drech"-adjective-oc "droit"-adjective-fr
"droit"-adjective-fr "drech"-adjective-oc
"droit"-adjective-fr "dreit"-adjective-oc
"dreit"-adjective-oc "droit"-adjective-fr
"fiable"-adjective-fr "fisable"-adjective-oc
"fisable"-adjective-oc "fiable"-adjective-fr
"éternel"-adjective-fr "etèrn"-adjective-oc
"etèrn"-adjective-oc "éternel"-adjective-fr
"bas"-adjective-fr "bas"-adjective-oc
"bas"-adjective-oc "bas"-adjective-fr
"interessant"-adjective-oc "intéressant"-adjective-fr
"intéressant"-adjective-fr "interessant"-adjective-oc
"profond"-adjective-fr "prigond"-adjective-oc
"prigond"-adjective-oc "profond"-adjective-fr
"heired"-adjective-oc "froid"-adjective-fr
"froid"-adjective-fr "heired"-adjective-oc
"froid"-adjective-fr "fred"-adjective-oc
"froid"-adjective-fr "freg"-adjective-oc
"fred"-adjective-oc "froid"-adjective-fr
"freg"-adjective-oc "froid"-adjective-fr
"detestable"-adjective-oc "détestable"-adjective-fr
"détestable"-adjective-fr "detestable"-adjective-oc
"insignificant"-adjective-oc "insignifiant"-adjective-fr
"insignifiant"-adjective-fr "insignificant"-adjective-oc
"commun"-adjective-fr "comun"-adjective-oc
"comun"-adjective-oc "commun"-adjective-fr
"horrible"-adjective-fr "orrible"-adjective-oc
"horrible"-adjective-fr "òrre"-adjective-oc
"orrible"-adjective-oc "horrible"-adjective-fr
"òrre"-adjective-oc "horrible"-adjective-fr
"terrible"-adjective-oc "terrible"-adjective-fr
"terrible"-adjective-fr "terrible"-adjective-oc
"gigant"-adjective-oc "géant"-adjective-fr
"géant"-adjective-fr "gigant"-adjective-oc
"gigantesque"-adjective-fr "gigantesc"-adjective-oc
"gigantesc"-adjective-oc "gigantesque"-adjective-fr
"rustique"-adjective-fr "rustic"-adjective-oc
"rustic"-adjective-oc "rustique"-adjective-fr
"gras"-adjective-fr "gras"-adjective-oc
"gras"-adjective-oc "gras"-adjective-fr
"riche"-adjective-fr "ric"-adjective-oc
"ric"-adjective-oc "riche"-adjective-fr
"verd"-adjective-oc "vert"-adjective-fr
"vert"-adjective-fr "verd"-adjective-oc
"simple"-adjective-fr "simple"-adjective-oc
"simple"-adjective-oc "simple"-adjective-fr
"familier"-adjective-fr "familiar"-adjective-oc
"familier"-adjective-fr "familhar"-adjective-oc
"familiar"-adjective-oc "familier"-adjective-fr
"familhar"-adjective-oc "familier"-adjective-fr
"domestique"-adjective-fr "domestic"-adjective-oc
"domestic"-adjective-oc "domestique"-adjective-fr
"sincèr"-adjective-oc "sincère"-adjective-fr
"sincère"-adjective-fr "sincèr"-adjective-oc
"pacifique"-adjective-fr "pacific"-adjective-oc
"pacific"-adjective-oc "pacifique"-adjective-fr
"plaisant"-adjective-fr "agradiu"-adjective-oc
"agradiu"-adjective-oc "plaisant"-adjective-fr
"agradiu"-adjective-oc "agréable"-adjective-fr
"agradable"-adjective-oc "agréable"-adjective-fr
"agréable"-adjective-fr "agradiu"-adjective-oc
"agréable"-adjective-fr "agradable"-adjective-oc
"élégant"-adjective-fr "elegant"-adjective-oc
"elegant"-adjective-oc "élégant"-adjective-fr
"grave"-adjective-fr "grèu"-adjective-oc
"grèu"-adjective-oc "grave"-adjective-fr
"variable"-adjective-fr "variable"-adjective-oc
"variable"-adjective-oc "variable"-adjective-fr
"discutable"-adjective-fr "discutible"-adjective-oc
"discutible"-adjective-oc "discutable"-adjective-fr
"controversé"-adjective-fr "controvertit"-adjective-oc
"controvertit"-adjective-oc "controversé"-adjective-fr
"polemic"-adjective-oc "polémique"-adjective-fr
"polémique"-adjective-fr "polemic"-adjective-oc
"injust"-adjective-oc "injuste"-adjective-fr
"injuste"-adjective-fr "injust"-adjective-oc
"illicit"-adjective-oc "illicite"-adjective-fr
"illicite"-adjective-fr "illicit"-adjective-oc
"faus"-adjective-oc "faux"-adjective-fr
"faux"-adjective-fr "faus"-adjective-oc
"faux"-adjective-fr "fals"-adjective-oc
"fals"-adjective-oc "faux"-adjective-fr
"espectacular"-adjective-oc "spectaculaire"-adjective-fr
"spectaculaire"-adjective-fr "espectacular"-adjective-oc
"cruel"-adjective-fr "crusèl"-adjective-oc
"cruel"-adjective-fr "crudèl"-adjective-oc
"crusèl"-adjective-oc "cruel"-adjective-fr
"crudèl"-adjective-oc "cruel"-adjective-fr
"impressionant"-adjective-oc "impressionnant"-adjective-fr
"impressionnant"-adjective-fr "impressionant"-adjective-oc
"étonnant"-adjective-fr "estonant"-adjective-oc
"estonant"-adjective-oc "étonnant"-adjective-fr
"aparent"-adjective-oc "apparent"-adjective-fr
"apparent"-adjective-fr "aparent"-adjective-oc
"évident"-adjective-fr "evident"-adjective-oc
"evident"-adjective-oc "évident"-adjective-fr
"véritable"-adjective-fr "veritable"-adjective-oc
"veritable"-adjective-oc "véritable"-adjective-fr
"vertadièr"-adjective-oc "vrai"-adjective-fr
"vrai"-adjective-fr "vertadièr"-adjective-oc
"viable"-adjective-oc "viable"-adjective-fr
"viable"-adjective-fr "viable"-adjective-oc
"possible"-adjective-fr "possible"-adjective-oc
"possible"-adjective-oc "possible"-adjective-fr
"probable"-adjective-oc "probable"-adjective-fr
"probable"-adjective-fr "probable"-adjective-oc
"rapprocher"-verb-fr "sarrar"-verb-oc
"rapprocher"-verb-fr "apressar"-verb-oc
"rapprocher"-verb-fr "apropar"-verb-oc
"sarrar"-verb-oc "rapprocher"-verb-fr
"apressar"-verb-oc "rapprocher"-verb-fr
"apropar"-verb-oc "rapprocher"-verb-fr
"panar"-verb-oc "voler"-verb-fr
"voler"-verb-fr "panar"-verb-oc
"dérober"-verb-fr "amagar"-verb-oc
"amagar"-verb-oc "dérober"-verb-fr
"plaçar"-verb-oc "placer"-verb-fr
"plaçar"-verb-oc "caser"-verb-fr
"placer"-verb-fr "plaçar"-verb-oc
"caser"-verb-fr "plaçar"-verb-oc
"situer"-verb-fr "situar"-verb-oc
"situar"-verb-oc "situer"-verb-fr
"accueillir"-verb-fr "acuélher"-verb-oc
"acuélher"-verb-oc "accueillir"-verb-fr
"loger"-verb-fr "lotjar"-verb-oc
"lotjar"-verb-oc "loger"-verb-fr
"enquadrar"-verb-oc "encadrer"-verb-fr
"encadrer"-verb-fr "enquadrar"-verb-oc
"classar"-verb-oc "classer"-verb-fr
"classer"-verb-fr "classar"-verb-oc
"ordenar"-verb-oc "ranger"-verb-fr
"ordenar"-verb-oc "ordonner"-verb-fr
"ranger"-verb-fr "ordenar"-verb-oc
"ordonner"-verb-fr "ordenar"-verb-oc
"soigner"-verb-fr "suenhar"-verb-oc
"soigner"-verb-fr "sonhar"-verb-oc
"soigner"-verb-fr "cuedar"-verb-oc
"soigner"-verb-fr "guarir"-verb-oc
"soigner"-verb-fr "garir"-verb-oc
"suenhar"-verb-oc "soigner"-verb-fr
"sonhar"-verb-oc "soigner"-verb-fr
"cuedar"-verb-oc "soigner"-verb-fr
"guarir"-verb-oc "soigner"-verb-fr
"guarir"-verb-oc "guérir"-verb-fr
"garir"-verb-oc "soigner"-verb-fr
"garir"-verb-oc "guérir"-verb-fr
"guérir"-verb-fr "guarir"-verb-oc
"guérir"-verb-fr "garir"-verb-oc
"lucar"-verb-oc "guetter"-verb-fr
"guetter"-verb-fr "lucar"-verb-oc
"prévenir"-verb-fr "avertir"-verb-oc
"prévenir"-verb-fr "previer"-verb-oc
"avertir"-verb-oc "prévenir"-verb-fr
"avertir"-verb-oc "avertir"-verb-fr
"previer"-verb-oc "prévenir"-verb-fr
"avertir"-verb-fr "avertir"-verb-oc
"alertar"-verb-oc "alerter"-verb-fr
"alerter"-verb-fr "alertar"-verb-oc
"frustrar"-verb-oc "frustrer"-verb-fr
"frustrer"-verb-fr "frustrar"-verb-oc
"alarmer"-verb-fr "alarmar"-verb-oc
"alarmar"-verb-oc "alarmer"-verb-fr
"acusar"-verb-oc "accuser"-verb-fr
"accuser"-verb-fr "acusar"-verb-oc
"confiar"-verb-oc "confier"-verb-fr
"confier"-verb-fr "confiar"-verb-oc
"confier"-verb-fr "fisar"-verb-oc
"fisar"-verb-oc "confier"-verb-fr
"trapar"-verb-oc "trouver"-verb-fr
"trouver"-verb-fr "trapar"-verb-oc
"trouver"-verb-fr "trobar"-verb-oc
"trobar"-verb-oc "trouver"-verb-fr
"imputar"-verb-oc "imputer"-verb-fr
"imputer"-verb-fr "imputar"-verb-oc
"attribuer"-verb-fr "atribuïr"-verb-oc
"attribuer"-verb-fr "atribuir"-verb-oc
"attribuer"-verb-fr "autrejar"-verb-oc
"atribuïr"-verb-oc "attribuer"-verb-fr
"atribuir"-verb-oc "attribuer"-verb-fr
"autrejar"-verb-oc "attribuer"-verb-fr
"autrejar"-verb-oc "livrer"-verb-fr
"livrer"-verb-fr "autrejar"-verb-oc
"livrer"-verb-fr "liurar"-verb-oc
"sauvar"-verb-oc "sauver"-verb-fr
"sauver"-verb-fr "sauvar"-verb-oc
"abaissar"-verb-oc "abaisser"-verb-fr
"abaisser"-verb-fr "abaissar"-verb-oc
"abaisser"-verb-fr "abaishar"-verb-oc
"abaisser"-verb-fr "baissar"-verb-oc
"descendre"-verb-fr "abaishar"-verb-oc
"descendre"-verb-fr "davalar"-verb-oc
"descendre"-verb-fr "devarar"-verb-oc
"descendre"-verb-fr "deuarar"-verb-oc
"descendre"-verb-fr "davarar"-verb-oc
"descendre"-verb-fr "dauarar"-verb-oc
"descendre"-verb-fr "descéner"-verb-oc
"abaishar"-verb-oc "abaisser"-verb-fr
"abaishar"-verb-oc "descendre"-verb-fr
"davalar"-verb-oc "descendre"-verb-fr
"devarar"-verb-oc "descendre"-verb-fr
"deuarar"-verb-oc "descendre"-verb-fr
"davarar"-verb-oc "descendre"-verb-fr
"dauarar"-verb-oc "descendre"-verb-fr
"descéner"-verb-oc "descendre"-verb-fr
"baissar"-verb-oc "abaisser"-verb-fr
"generar"-verb-oc "générer"-verb-fr
"générer"-verb-fr "generar"-verb-oc
"dépenser"-verb-fr "gastar"-verb-oc
"gastar"-verb-oc "dépenser"-verb-fr
"délivrer"-verb-fr "liurar"-verb-oc
"liurar"-verb-oc "livrer"-verb-fr
"liurar"-verb-oc "délivrer"-verb-fr
"liurar"-verb-oc "libérer"-verb-fr
"libérer"-verb-fr "liurar"-verb-oc
"libérer"-verb-fr "liberar"-verb-oc
"libérer"-verb-fr "desliurar"-verb-oc
"liberar"-verb-oc "libérer"-verb-fr
"desliurar"-verb-oc "libérer"-verb-fr
"eméter"-verb-oc "émettre"-verb-fr
"émettre"-verb-fr "eméter"-verb-oc
"émettre"-verb-fr "emetre"-verb-oc
"emetre"-verb-oc "émettre"-verb-fr
"disputar"-verb-oc "disputer"-verb-fr
"disputar"-verb-oc "matcher"-verb-fr
"disputer"-verb-fr "disputar"-verb-oc
"matcher"-verb-fr "disputar"-verb-oc
"couper"-verb-fr "talhar"-verb-oc
"couper"-verb-fr "obrejar"-verb-oc
"talhar"-verb-oc "couper"-verb-fr
"talhar"-verb-oc "tailler"-verb-fr
"talhar"-verb-oc "sabrer"-verb-fr
"talhar"-verb-oc "inciser"-verb-fr
"talhar"-verb-oc "trancher"-verb-fr
"obrejar"-verb-oc "couper"-verb-fr
"obrejar"-verb-oc "tailler"-verb-fr
"tailler"-verb-fr "talhar"-verb-oc
"tailler"-verb-fr "obrejar"-verb-oc
"sabrer"-verb-fr "talhar"-verb-oc
"inciser"-verb-fr "talhar"-verb-oc
"trancher"-verb-fr "talhar"-verb-oc
"développer"-verb-fr "desvolopar"-verb-oc
"développer"-verb-fr "desenvolopar"-verb-oc
"développer"-verb-fr "desemborrassar"-verb-oc
"desvolopar"-verb-oc "développer"-verb-fr
"desvolopar"-verb-oc "dérouler"-verb-fr
"desenvolopar"-verb-oc "développer"-verb-fr
"desenvolopar"-verb-oc "dérouler"-verb-fr
"desemborrassar"-verb-oc "développer"-verb-fr
"desemborrassar"-verb-oc "dérouler"-verb-fr
"dérouler"-verb-fr "desvolopar"-verb-oc
"dérouler"-verb-fr "desenvolopar"-verb-oc
"dérouler"-verb-fr "desemborrassar"-verb-oc
"promouvoir"-verb-fr "promòure"-verb-oc
"promouvoir"-verb-fr "prebotjar"-verb-oc
"promouvoir"-verb-fr "promocionar"-verb-oc
"promouvoir"-verb-fr "promòir"-verb-oc
"promòure"-verb-oc "promouvoir"-verb-fr
"prebotjar"-verb-oc "promouvoir"-verb-fr
"promocionar"-verb-oc "promouvoir"-verb-fr
"promòir"-verb-oc "promouvoir"-verb-fr
"revlincar"-verb-oc "tordre"-verb-fr
"tordre"-verb-fr "revlincar"-verb-oc
"tordre"-verb-fr "tòrcer"-verb-oc
"tòrcer"-verb-oc "tordre"-verb-fr
"tòrcer"-verb-oc "corder"-verb-fr
"tòrcer"-verb-oc "fausser"-verb-fr
"corder"-verb-fr "tòrcer"-verb-oc
"fausser"-verb-fr "tòrcer"-verb-oc
"murmurer"-verb-fr "murmurar"-verb-oc
"murmurar"-verb-oc "murmurer"-verb-fr
"impliquer"-verb-fr "implicar"-verb-oc
"implicar"-verb-oc "impliquer"-verb-fr
"nuire"-verb-fr "perjudicar"-verb-oc
"perjudicar"-verb-oc "nuire"-verb-fr
"perjudicar"-verb-oc "léser"-verb-fr
"léser"-verb-fr "perjudicar"-verb-oc
"tier"-verb-oc "avoir"-verb-fr
"avoir"-verb-fr "tier"-verb-oc
"avoir"-verb-fr "auer"-verb-oc
"avoir"-verb-fr "aver"-verb-oc
"auer"-verb-oc "avoir"-verb-fr
"aver"-verb-oc "avoir"-verb-fr
"attacher"-verb-fr "estacar"-verb-oc
"estacar"-verb-oc "attacher"-verb-fr
"ligar"-verb-oc "lier"-verb-fr
"lier"-verb-fr "ligar"-verb-oc
"amender"-verb-fr "esmendar"-verb-oc
"esmendar"-verb-oc "amender"-verb-fr
"aimer"-verb-fr "aimar"-verb-oc
"aimar"-verb-oc "aimer"-verb-fr
"associer"-verb-fr "associar"-verb-oc
"associar"-verb-oc "associer"-verb-fr
"dire"-verb-fr "díder"-verb-oc
"dire"-verb-fr "dire"-verb-oc
"díder"-verb-oc "dire"-verb-fr
"dire"-verb-oc "dire"-verb-fr
"suggérer"-verb-fr "suggerir"-verb-oc
"suggerir"-verb-oc "suggérer"-verb-fr
"aspirer"-verb-fr "aspirar"-verb-oc
"aspirar"-verb-oc "aspirer"-verb-fr
"aspirar"-verb-oc "pomper"-verb-fr
"pomper"-verb-fr "aspirar"-verb-oc
"chercher"-verb-fr "cercar"-verb-oc
"cercar"-verb-oc "chercher"-verb-fr
"investigar"-verb-oc "enquêter"-verb-fr
"enquêter"-verb-fr "investigar"-verb-oc
"enquêter"-verb-fr "enquestar"-verb-oc
"enquestar"-verb-oc "enquêter"-verb-fr
"entornejar"-verb-oc "entourer"-verb-fr
"entourer"-verb-fr "entornejar"-verb-oc
"emborrassar"-verb-oc "envelopper"-verb-fr
"envelopper"-verb-fr "emborrassar"-verb-oc
"envelopper"-verb-fr "endravar"-verb-oc
"envelopper"-verb-fr "endrabar"-verb-oc
"endravar"-verb-oc "envelopper"-verb-fr
"endravar"-verb-oc "entortiller"-verb-fr
"endrabar"-verb-oc "envelopper"-verb-fr
"endrabar"-verb-oc "entortiller"-verb-fr
"entortiller"-verb-fr "endravar"-verb-oc
"entortiller"-verb-fr "endrabar"-verb-oc
"circular"-verb-oc "circuler"-verb-fr
"circuler"-verb-fr "circular"-verb-oc
"contaminar"-verb-oc "contaminer"-verb-fr
"contaminer"-verb-fr "contaminar"-verb-oc
"alugar"-verb-oc "allumer"-verb-fr
"allumer"-verb-fr "alugar"-verb-oc
"inspecter"-verb-fr "inspeccionar"-verb-oc
"inspeccionar"-verb-oc "inspecter"-verb-fr
"sentir"-verb-oc "sentir"-verb-fr
"sentir"-verb-fr "sentir"-verb-oc
"percevoir"-verb-fr "percebre"-verb-oc
"percevoir"-verb-fr "requectar"-verb-oc
"percebre"-verb-oc "percevoir"-verb-fr
"requectar"-verb-oc "percevoir"-verb-fr
"requectar"-verb-oc "collecter"-verb-fr
"collecter"-verb-fr "requectar"-verb-oc
"rancurar"-verb-oc "regretter"-verb-fr
"rancurar"-verb-oc "déplorer"-verb-fr
"regretter"-verb-fr "rancurar"-verb-oc
"regretter"-verb-fr "lamentar"-verb-oc
"regretter"-verb-fr "plànher"-verb-oc
"déplorer"-verb-fr "rancurar"-verb-oc
"déplorer"-verb-fr "lamentar"-verb-oc
"déplorer"-verb-fr "plànher"-verb-oc
"lamentar"-verb-oc "regretter"-verb-fr
"lamentar"-verb-oc "déplorer"-verb-fr
"plànher"-verb-oc "regretter"-verb-fr
"plànher"-verb-oc "déplorer"-verb-fr
"long"-adjective-oc "long"-adjective-fr
"long"-adjective-fr "long"-adjective-oc
"fort"-adjective-fr "fòrt"-adjective-oc
"fòrt"-adjective-oc "fort"-adjective-fr
"stable"-adjective-fr "estable"-adjective-oc
"estable"-adjective-oc "stable"-adjective-fr
"fèrm"-adjective-oc "ferme"-adjective-fr
"ferme"-adjective-fr "fèrm"-adjective-oc
"étroit"-adjective-fr "estrech"-adjective-oc
"étroit"-adjective-fr "estreit"-adjective-oc
"estrech"-adjective-oc "étroit"-adjective-fr
"estreit"-adjective-oc "étroit"-adjective-fr
"entièr"-adjective-oc "entier"-adjective-fr
"entier"-adjective-fr "entièr"-adjective-oc
"illimitat"-adjective-oc "illimité"-adjective-fr
"illimité"-adjective-fr "illimitat"-adjective-oc
"énorme"-adjective-fr "enòrme"-adjective-oc
"enòrme"-adjective-oc "énorme"-adjective-fr
"infinit"-adjective-oc "infini"-adjective-fr
"infini"-adjective-fr "infinit"-adjective-oc
"juste"-adjective-fr "just"-adjective-oc
"just"-adjective-oc "juste"-adjective-fr
"inquiet"-adjective-fr "inquiet"-adjective-oc
"inquiet"-adjective-oc "inquiet"-adjective-fr
"défavorable"-adjective-fr "desfavorable"-adjective-oc
"desfavorable"-adjective-oc "défavorable"-adjective-fr
"hostile"-adjective-fr "ostil"-adjective-oc
"ostil"-adjective-oc "hostile"-adjective-fr
"advèrs"-adjective-oc "adverse"-adjective-fr
"adverse"-adjective-fr "advèrs"-adjective-oc
"exigent"-adjective-oc "exigeant"-adjective-fr
"exigeant"-adjective-fr "exigent"-adjective-oc
"precís"-adjective-oc "précis"-adjective-fr
"précis"-adjective-fr "precís"-adjective-oc
"continu"-adjective-fr "contunh"-adjective-oc
"continu"-adjective-fr "continu"-adjective-oc
"contunh"-adjective-oc "continu"-adjective-fr
"continu"-adjective-oc "continu"-adjective-fr
"constant"-adjective-fr "constant"-adjective-oc
"constant"-adjective-oc "constant"-adjective-fr
"solide"-adjective-fr "solid"-adjective-oc
"solid"-adjective-oc "solide"-adjective-fr
"present"-adjective-oc "présent"-adjective-fr
"présent"-adjective-fr "present"-adjective-oc
"renoncer"-verb-fr "renonciar"-verb-oc
"renonciar"-verb-oc "renoncer"-verb-fr
"arturar"-verb-oc "arrêter"-verb-fr
"arrêter"-verb-fr "arturar"-verb-oc
"arrêter"-verb-fr "parar"-verb-oc
