"quelque"-determiner-fr "mantun"-determiner-oc
"detier"-verb-oc "arrêter"-verb-fr
"deténer"-verb-oc "arrêter"-verb-fr
"comprométer"-verb-oc "embarrasser"-verb-fr
"comprométer"-verb-oc "engager"-verb-fr
"embarrasser"-verb-fr "comprométer"-verb-oc
"embarrasser"-verb-fr "comprometre"-verb-oc
"engager"-verb-fr "comprométer"-verb-oc
"engager"-verb-fr "comprometre"-verb-oc
"comprometre"-verb-oc "embarrasser"-verb-fr
"comprometre"-verb-oc "engager"-verb-fr
"inventar"-verb-oc "idéer"-verb-fr
"idéer"-verb-fr "inventar"-verb-oc
"franchir"-verb-fr "afranquir"-verb-oc
"afranquir"-verb-oc "franchir"-verb-fr
"eficient"-adjective-oc "performant"-adjective-fr
"performant"-adjective-fr "eficient"-adjective-oc
"mauvais"-adjective-fr "dolent"-adjective-oc
"dolent"-adjective-oc "mauvais"-adjective-fr
"aisé"-adjective-fr "facil"-adjective-oc
"facil"-adjective-oc "aisé"-adjective-fr
"caud"-adjective-oc "chaleureux"-adjective-fr
"chaleureux"-adjective-fr "caud"-adjective-oc
"enthousiaste"-adjective-fr "arderós"-adjective-oc
"arderós"-adjective-oc "enthousiaste"-adjective-fr
"adroit"-adjective-fr "abil"-adjective-oc
"abil"-adjective-oc "adroit"-adjective-fr
"dépasser"-verb-fr "ressortir"-verb-oc
"ressortir"-verb-oc "dépasser"-verb-fr
"júnher"-verb-oc "accoler"-verb-fr
"júnher"-verb-oc "unir"-verb-fr
"accoler"-verb-fr "júnher"-verb-oc
"accoler"-verb-fr "jónher"-verb-oc
"unir"-verb-fr "júnher"-verb-oc
"unir"-verb-fr "jónher"-verb-oc
"jónher"-verb-oc "accoler"-verb-fr
"jónher"-verb-oc "unir"-verb-fr
"lointain"-adjective-fr "alunhat"-adjective-oc
"alunhat"-adjective-oc "lointain"-adjective-fr
"alunhat"-adjective-oc "reculé"-adjective-fr
"reculé"-adjective-fr "alunhat"-adjective-oc
"utiliser"-verb-fr "emplegar"-verb-oc
"emplegar"-verb-oc "utiliser"-verb-fr
"manipular"-verb-oc "manier"-verb-fr
"manier"-verb-fr "manipular"-verb-oc
"ramasser"-verb-fr "arrecuélher"-verb-oc
"ramasser"-verb-fr "recolhir"-verb-oc
"arrecuélher"-verb-oc "ramasser"-verb-fr
"recolhir"-verb-oc "ramasser"-verb-fr
"jusque"-preposition-fr "fins a"-preposition-oc
"jusque"-preposition-fr "enquia"-preposition-oc
"fins a"-preposition-oc "jusque"-preposition-fr
"enquia"-preposition-oc "jusque"-preposition-fr
"jusqu'à"-preposition-fr "fins"-preposition-oc
"fins"-preposition-oc "jusqu'à"-preposition-fr
"au lieu de"-preposition-fr "en plaça de"-preposition-oc
"en plaça de"-preposition-oc "au lieu de"-preposition-fr
"pas"-adverb-fr "non"-adverb-oc
"non"-adverb-oc "pas"-adverb-fr
"quasiment"-adverb-fr "practicament"-adverb-oc
"practicament"-adverb-oc "quasiment"-adverb-fr
"lors"-adverb-fr "alavetz"-adverb-oc
"alavetz"-adverb-oc "lors"-adverb-fr
"renovacion"-noun-oc "renouvellement"-noun-fr
"renouvellement"-noun-fr "renovacion"-noun-oc
"rénovation"-noun-fr "renauiment"-noun-oc
"renauiment"-noun-oc "rénovation"-noun-fr
"cavòt"-noun-oc "tombe"-noun-fr
"cavòt"-noun-oc "tombeau"-noun-fr
"tombe"-noun-fr "cavòt"-noun-oc
"tombeau"-noun-fr "cavòt"-noun-oc
"decènni"-noun-oc "décade"-noun-fr
"décade"-noun-fr "decènni"-noun-oc
"Grande-Bretagne"-properNoun-fr "Gran Bretanha"-properNoun-oc
"Gran Bretanha"-properNoun-oc "Grande-Bretagne"-properNoun-fr
"orient"-noun-fr "autan"-noun-oc
"autan"-noun-oc "orient"-noun-fr
"professionalitat"-noun-oc "professionnalisme"-noun-fr
"professionnalisme"-noun-fr "professionalitat"-noun-oc
"robinet"-noun-fr "aisseta"-noun-oc
"aisseta"-noun-oc "robinet"-noun-fr
"dieu"-noun-fr "diu"-noun-oc
"diu"-noun-oc "dieu"-noun-fr
"opausant"-noun-oc "adversaire"-noun-fr
"adversaire"-noun-fr "opausant"-noun-oc
"utilisateur"-noun-fr "usatgèr"-noun-oc
"utilisateur"-noun-fr "usatgièr"-noun-oc
"usatgèr"-noun-oc "utilisateur"-noun-fr
"usatgièr"-noun-oc "utilisateur"-noun-fr
"barril"-noun-oc "tonneau"-noun-fr
"tonneau"-noun-fr "barril"-noun-oc
"riu"-noun-oc "fleuve"-noun-fr
"fleuve"-noun-fr "riu"-noun-oc
"fleuve"-noun-fr "arriu"-noun-oc
"arriu"-noun-oc "fleuve"-noun-fr
"baile"-noun-oc "maire"-noun-fr
"maire"-noun-fr "baile"-noun-oc
"mouton"-noun-fr "anhèl"-noun-oc
"anhèl"-noun-oc "mouton"-noun-fr
"bus"-noun-fr "autobús"-noun-oc
"autobús"-noun-oc "bus"-noun-fr
"renovable"-adjective-oc "renouvelable"-adjective-fr
"renouvelable"-adjective-fr "renovable"-adjective-oc
"accessible"-adjective-oc "abordable"-adjective-fr
"abordable"-adjective-fr "accessible"-adjective-oc
"valable"-adjective-fr "valid"-adjective-oc
"valid"-adjective-oc "valable"-adjective-fr
"sagrat"-adjective-oc "saint"-adjective-fr
"saint"-adjective-fr "sagrat"-adjective-oc
"neuf"-adjective-fr "novèl"-adjective-oc
"neuf"-adjective-fr "nau"-adjective-oc
"novèl"-adjective-oc "neuf"-adjective-fr
"nau"-adjective-oc "neuf"-adjective-fr
"harasser"-verb-fr "agotar"-verb-oc
"agotar"-verb-oc "harasser"-verb-fr
"mourir"-verb-fr "defuntar"-verb-oc
"defuntar"-verb-oc "mourir"-verb-fr
"gratis"-adverb-fr "gratuitament"-adverb-oc
"gratuitament"-adverb-oc "gratis"-adverb-fr
"hormiga"-noun-oc "fourmi"-noun-fr
"fourmi"-noun-fr "hormiga"-noun-oc
"pica"-noun-oc "hache"-noun-fr
"hache"-noun-fr "pica"-noun-oc
"sagnament"-noun-oc "hémorragie"-noun-fr
"hémorragie"-noun-fr "sagnament"-noun-oc
"mortalatge"-noun-oc "tuerie"-noun-fr
"tuerie"-noun-fr "mortalatge"-noun-oc
"papa"-noun-oc "papa"-noun-fr
"papa"-noun-fr "papa"-noun-oc
"sourcil"-noun-fr "cilha"-noun-oc
"cilha"-noun-oc "sourcil"-noun-fr
"parrain"-noun-fr "mairia"-noun-oc
"mairia"-noun-oc "parrain"-noun-fr
"cuèisha"-noun-oc "jambon"-noun-fr
"jambon"-noun-fr "cuèisha"-noun-oc
"insecte"-noun-fr "babau"-noun-oc
"babau"-noun-oc "insecte"-noun-fr
"punet"-noun-oc "baiser"-noun-fr
"baiser"-noun-fr "punet"-noun-oc
"beau-père"-noun-fr "mairastra"-noun-oc
"mairastra"-noun-oc "beau-père"-noun-fr
"islamic"-adjective-oc "islamiste"-adjective-fr
"islamiste"-adjective-fr "islamic"-adjective-oc
"infantil"-adjective-oc "enfantin"-adjective-fr
"enfantin"-adjective-fr "infantil"-adjective-oc
"retirat"-noun-oc "pensionnaire"-noun-fr
"pensionnaire"-noun-fr "retirat"-noun-oc
