"-"-punctuation-isl "-"-punctuation-eng
"ópersónuleg sögn"-noun-isl "impersonal verb"-noun-eng
"óákveðinn greinir"-noun-isl "indefinite article"-noun-eng
"þeyttur rjómi"-noun-isl "whipped cream"-noun-eng
"útbreiðsla"-noun-isl "spreading"-noun-eng
"neysla"-noun-isl "consumption"-noun-eng
"formúla"-noun-isl "formula"-noun-eng
"útkoma"-noun-isl "outcome"-noun-eng
"uppskera"-noun-isl "harvest"-noun-eng
"stefnuskrá"-noun-isl "platform"-noun-eng
"aðild"-noun-isl "participation"-noun-eng
"kennd"-noun-isl "feeling"-noun-eng
"lóð"-noun-isl "site"-noun-eng
"stöð"-noun-isl "station"-noun-eng
"miðstöð"-noun-isl "centre"-noun-eng
"meðferð"-noun-isl "treatment"-noun-eng
"aðgerð"-noun-isl "operation"-noun-eng
"aðgerð"-noun-isl "measures"-noun-eng
"aðgerð"-noun-isl "repairs"-noun-eng
"aðgerð"-noun-isl "operation"-noun-eng
"aðgerð"-noun-isl "gutting"-noun-eng
"vísbending"-noun-isl "clue"-noun-eng
"fullyrðing"-noun-isl "assertion"-noun-eng
"viðurkenning"-noun-isl "recognition"-noun-eng
"samsetning"-noun-isl "assembly"-noun-eng
"starfsemi"-noun-isl "operation"-noun-eng
"samkeppni"-noun-isl "competition"-noun-eng
"mörk"-noun-isl "forest"-noun-eng
"stjórn"-noun-isl "board"-noun-eng
"framkvæmdastjórn"-noun-isl "executive board"-noun-eng
"bæjarstjórn"-noun-isl "town council"-noun-eng
"sveitarstjórn"-noun-isl "municipal council"-noun-eng
"þjálfun"-noun-isl "training"-noun-eng
"fjölgun"-noun-isl "increase"-noun-eng
"túlkun"-noun-isl "interpretation"-noun-eng
"könnun"-noun-isl "research"-noun-eng
"aðfaranótt"-noun-isl "night before"-noun-eng
"sviði"-noun-isl "sting"-noun-eng
"þátttakandi"-noun-isl "participant"-noun-eng
"stjórnandi"-noun-isl "leader"-noun-eng
"endir"-noun-isl "end"-noun-eng
"dauði"-noun-isl "death"-noun-eng
"ráðgjafi"-noun-isl "advisor"-noun-eng
"hugur"-noun-isl "mind"-noun-eng
"Svíi"-noun-isl "Swede"-noun-eng
"Norðmaður"-noun-isl "Norwegian"-noun-eng
"Indverji"-noun-isl "Indian"-noun-eng
"Spánverji"-noun-isl "Spaniard"-noun-eng
"möguleiki"-noun-isl "possibility"-noun-eng
"smali"-noun-isl "shepherd"-noun-eng
"Ítali"-noun-isl "Italian"-noun-eng
"tónlistarskóli"-noun-isl "music school"-noun-eng
"hólmi"-noun-isl "holm"-noun-eng
"Dani"-noun-isl "Dane"-noun-eng
"Rómverji"-noun-isl "Roman"-noun-eng
"framkvæmdastjóri"-noun-isl "manager"-noun-eng
"Rússi"-noun-isl "Russian"-noun-eng
"varaforseti"-noun-isl "vice-president"-noun-eng
"nasisti"-noun-isl "Nazi"-noun-eng
"norðurhluti"-noun-isl "north"-noun-eng
"norðvesturhluti"-noun-isl "north-western part"-noun-eng
"vesturhluti"-noun-isl "west"-noun-eng
"suðurhluti"-noun-isl "south"-noun-eng
"austurhluti"-noun-isl "east"-noun-eng
"bæjarfulltrúi"-noun-isl "councillor"-noun-eng
"stíll"-noun-isl "style"-noun-eng
"klár"-noun-isl "workhorse"-noun-eng
"dollari"-noun-isl "dollar"-noun-eng
"sendir"-noun-isl "transmitter"-noun-eng
"mælir"-noun-isl "meter"-noun-eng
"vísir"-noun-isl "hand"-noun-eng
"missir"-noun-isl "loss"-noun-eng
"Bandaríkjamaður"-noun-isl "American"-noun-eng
"Austurríkismaður"-noun-isl "Austrian"-noun-eng
"eyjamaður"-noun-isl "islander"-noun-eng
"stjórnmálamaður"-noun-isl "politician"-noun-eng
"veiðimaður"-noun-isl "hunter"-noun-eng
"leikmaður"-noun-isl "player"-noun-eng
"liðsmaður"-noun-isl "team member"-noun-eng
"landsmaður"-noun-isl "countryman"-noun-eng
"félagsmaður"-noun-isl "member"-noun-eng
"stuðningsmaður"-noun-isl "supporter"-noun-eng
"kostnaður"-noun-isl "expense"-noun-eng
"beð"-noun-isl "bed"-noun-eng
"úrskurður"-noun-isl "decision"-noun-eng
"sálfræðingur"-noun-isl "psychologist"-noun-eng
"stuðningur"-noun-isl "support"-noun-eng
"peningur"-noun-isl "coin"-noun-eng
"peningur"-noun-isl "money"-noun-eng
"útreikningur"-noun-isl "calculation"-noun-eng
"misskilningur"-noun-isl "misunderstanding"-noun-eng
"þrýstingur"-noun-isl "pressure"-noun-eng
"tugur"-noun-isl "ten"-noun-eng
"úrslitaleikur"-noun-isl "final"-noun-eng
"kveikur"-noun-isl "wick"-noun-eng
"Grikki"-noun-isl "Greek"-noun-eng
"Bandaríkjadalur"-noun-isl "US dollar"-noun-eng
"toppur"-noun-isl "top"-noun-eng
"snertur"-noun-isl "bit"-noun-eng
"pund"-noun-isl "pound"-noun-eng
"framboð"-noun-isl "candidacy"-noun-eng
"á hvolfi"-noun-isl "upside down"-noun-eng
"samstarf"-noun-isl "cooperation"-noun-eng
"viðhorf"-noun-isl "position"-noun-eng
"framlag"-noun-isl "contribution"-noun-eng
"skipulag"-noun-isl "organisation"-noun-eng
"ákvæði"-noun-isl "clause"-noun-eng
"virði"-noun-isl "worth"-noun-eng
"samræmi"-noun-isl "consistency"-noun-eng
"verkefni"-noun-isl "assignment"-noun-eng
"tilefni"-noun-isl "cause"-noun-eng
"viðurnefni"-noun-isl "nickname"-noun-eng
"nágrenni"-noun-isl "neighbourhood"-noun-eng
"mynni"-noun-isl "mouth"-noun-eng
"verðmæti"-noun-isl "value"-noun-eng
"tilvik"-noun-isl "incident"-noun-eng
"skjal"-noun-isl "document"-noun-eng
"val"-noun-isl "choice"-noun-eng
"þrep"-noun-isl "step"-noun-eng
"óhapp"-noun-isl "accident"-noun-eng
"kór"-noun-isl "choir"-noun-eng
"mat"-noun-isl "evaluation"-noun-eng
"Argentínumaður"-noun-isl "Argentinian"-noun-eng
"forstöðumaður"-noun-isl "director"-noun-eng
"aðgengi"-noun-isl "access"-noun-eng
"aðstaða"-noun-isl "facility"-noun-eng
"æska"-noun-isl "youth"-noun-eng
"áhersla"-noun-isl "emphasis"-noun-eng
"ákæra"-noun-isl "accusation"-noun-eng
"árabil"-noun-isl "year"-noun-eng
"ársbyrjun"-noun-isl "beginning of the year"-noun-eng
"átak"-noun-isl "effort"-noun-eng
"bakgrunnur"-noun-isl "background"-noun-eng
"borgarfulltrúi"-noun-isl "councillor"-noun-eng
"upplýsingafulltrúi"-noun-isl "information spokesman"-noun-eng
"borgarstjórn"-noun-isl "city council"-noun-eng
"býsn"-noun-isl "wonder"-noun-eng
"dráttur"-noun-isl "pull"-noun-eng
"efnahagslíf"-noun-isl "economy"-noun-eng
"einangrun"-noun-isl "isolation"-noun-eng
"ending"-noun-isl "end"-noun-eng
"Englendingur"-noun-isl "Englishman"-noun-eng
"ferli"-noun-isl "process"-noun-eng
"fjárfestir"-noun-isl "investor"-noun-eng
"framhaldsskóli"-noun-isl "college"-noun-eng
"furða"-noun-isl "astonishment"-noun-eng
"greinarmunur"-noun-isl "difference"-noun-eng
"grikkur"-noun-isl "trick"-noun-eng
"hagkerfi"-noun-isl "economic system"-noun-eng
"hálfleikur"-noun-isl "half time"-noun-eng
"heild"-noun-isl "whole"-noun-eng
"heimamaður"-noun-isl "local"-noun-eng
"herlið"-noun-isl "troops"-noun-eng
"hjúkrunarfræðingur"-noun-isl "registered nurse"-noun-eng
"inntak"-noun-isl "input"-noun-eng
"Japani"-noun-isl "Japanese person"-noun-eng
"Japani"-noun-isl "Japanese"-noun-eng
"kertaljós"-noun-isl "candlelight"-noun-eng
"kjörtímabil"-noun-isl "election period"-noun-eng
"lágmark"-noun-isl "minimum"-noun-eng
"landslið"-noun-isl "national team"-noun-eng
"lausn"-noun-isl "solution"-noun-eng
"lesandi"-noun-isl "reader"-noun-eng
"listaverk"-noun-isl "work of art"-noun-eng
"lögsaga"-noun-isl "jurisdiction"-noun-eng
"los"-noun-isl "looseness"-noun-eng
"markmið"-noun-isl "aim"-noun-eng
"miðill"-noun-isl "medium"-noun-eng
"miðjumaður"-noun-isl "middleman"-noun-eng
"miðjumaður"-noun-isl "midfielder"-noun-eng
"milliganga"-noun-isl "mediation"-noun-eng
"mismunur"-noun-isl "difference"-noun-eng
"mjöl"-noun-isl "meal"-noun-eng
"niðurlag"-noun-isl "conclusion"-noun-eng
"ofbeldi"-noun-isl "violence"-noun-eng
"orkuveita"-noun-isl "energy provider"-noun-eng
"pantur"-noun-isl "pawn"-noun-eng
"raforka"-noun-isl "electric power"-noun-eng
"rek"-noun-isl "drifting"-noun-eng
"ritstjóri"-noun-isl "editor"-noun-eng
"rými"-noun-isl "space"-noun-eng
"samanburður"-noun-isl "comparison"-noun-eng
"sameining"-noun-isl "union"-noun-eng
"sending"-noun-isl "delivery"-noun-eng
"sérfræðingur"-noun-isl "expert"-noun-eng
"sess"-noun-isl "seat"-noun-eng
"setning"-noun-isl "opening"-noun-eng
"sigurganga"-noun-isl "winning streak"-noun-eng
"sigurvegari"-noun-isl "winner"-noun-eng
"skella"-noun-isl "spot"-noun-eng
"skilningur"-noun-isl "understanding"-noun-eng
"skipting"-noun-isl "division"-noun-eng
"skuldabréf"-noun-isl "bond"-noun-eng
"söfnun"-noun-isl "collection"-noun-eng
"sprettur"-noun-isl "sprint"-noun-eng
"staðsetning"-noun-isl "placement"-noun-eng
"stjórnarformaður"-noun-isl "chairman of the board"-noun-eng
"stjórnun"-noun-isl "management"-noun-eng
"stjórnvald"-noun-isl "government"-noun-eng
"stjórnvald"-noun-isl "authority"-noun-eng
"stofnandi"-noun-isl "founder"-noun-eng
"stöng"-noun-isl "pole"-noun-eng
"strik"-noun-isl "line"-noun-eng
"stund"-noun-isl "time"-noun-eng
"takmark"-noun-isl "goal"-noun-eng
"takmark"-noun-isl "limit"-noun-eng
"tap"-noun-isl "loss"-noun-eng
"tilfelli"-noun-isl "case"-noun-eng
"tjald"-noun-isl "tent"-noun-eng
"tvíburi"-noun-isl "twin"-noun-eng
"umboð"-noun-isl "authority"-noun-eng
"umfjöllun"-noun-isl "discussion"-noun-eng
"uppbygging"-noun-isl "development"-noun-eng
"upptaka"-noun-isl "recording"-noun-eng
"eignaupptaka"-noun-isl "confiscation"-noun-eng
"úrvinnsla"-noun-isl "processing"-noun-eng
"útfærsla"-noun-isl "execution"-noun-eng
"útibú"-noun-isl "branch"-noun-eng
"útlegð"-noun-isl "exile"-noun-eng
"vafi"-noun-isl "doubt"-noun-eng
"varnaðarorð"-noun-isl "warning"-noun-eng
"verðlag"-noun-isl "price"-noun-eng
"verkaskipting"-noun-isl "division of labour"-noun-eng
"viðbragð"-noun-isl "jump"-noun-eng
"viðfangsefni"-noun-isl "topic"-noun-eng
"þága"-noun-isl "benefit"-noun-eng
"þingsæti"-noun-isl "seat"-noun-eng
"þjálfari"-noun-isl "trainer"-noun-eng
"þriðjungur"-noun-isl "third"-noun-eng
"andri"-noun-isl "ski"-noun-eng
"lögun"-noun-isl "shape"-noun-eng
"skógrækt"-noun-isl "forestry"-noun-eng
"rektor"-noun-isl "vice chancellor"-noun-eng
"rektor"-noun-isl "headmaster"-noun-eng
"gagn"-noun-isl "use"-noun-eng
"dómkirkja"-noun-isl "cathedral"-noun-eng
"grundvallaratriði"-noun-isl "essential"-noun-eng
"framfæri"-noun-isl "support"-noun-eng
"forsætisráðuneyti"-noun-isl "Prime Minister's Office"-noun-eng
"efnahags- og viðskiptaráðuneyti"-noun-isl "Ministry of Economic Affairs"-noun-eng
"dómsmála- og mannréttindaráðuneyti"-noun-isl "Ministry of Justice and Human Rights"-noun-eng
"félagsmála- og tryggingamálaráðuneyti"-noun-isl "Ministry of Social Affairs and Social Security"-noun-eng
"fjármálaráðuneyti"-noun-isl "Ministry of Finance"-noun-eng
"heilbrigðisráðuneyti"-noun-isl "Ministry of Health"-noun-eng
"iðnaðarráðuneyti"-noun-isl "Ministry of Industry, Energy and Tourism"-noun-eng
"mennta- og menningarmálaráðuneyti"-noun-isl "Ministry of Education, Science and Culture"-noun-eng
"samgöngu- og sveitarstjórnarráðuneyti"-noun-isl "Ministry of Transport, Communications and Local Government"-noun-eng
"sjávarútvegs- og landbúnaðarráðuneyti"-noun-isl "Ministry of Fisheries and Agriculture"-noun-eng
"umhverfisráðuneyti"-noun-isl "Ministry for the Environment"-noun-eng
"utanríkisráðuneyti"-noun-isl "Ministry for Foreign Affairs"-noun-eng
"efnahagsráðuneyti"-noun-isl "Ministry of Economic Affairs"-noun-eng
"viðskiptaráðuneyti"-noun-isl "Ministry of Business Affairs"-noun-eng
"dómsmálaráðuneyti"-noun-isl "Ministry of Justice"-noun-eng
"mannréttindaráðuneyti"-noun-isl "Ministry of Human Rights"-noun-eng
"félagsmálaráðuneyti"-noun-isl "Ministry of Social Affairs"-noun-eng
"tryggingamálaráðuneyti"-noun-isl "Ministry of Social Security"-noun-eng
"menntamálaráðuneyti"-noun-isl "Ministry of Education and Science"-noun-eng
"menningarmálaráðuneyti"-noun-isl "Ministry of Culture"-noun-eng
"samgöngumálaráðuneyti"-noun-isl "Ministry of Transport"-noun-eng
"sveitarstjórnarráðuneyti"-noun-isl "Ministry of Local Government"-noun-eng
"sjávarútvegsráðuneyti"-noun-isl "Ministry of Fisheries"-noun-eng
"landbúnaðarráðuneyti"-noun-isl "Ministry of Agriculture"-noun-eng
"fjármálaráðherra"-noun-isl "Minister of Finance"-noun-eng
"forsætisráðherra"-noun-isl "Prime Minister"-noun-eng
"utanríkisráðherra"-noun-isl "Foreign Minister"-noun-eng
"dómsmálaráðherra"-noun-isl "Minister of Justice"-noun-eng
"efnahags- og viðskiptaráðherra"-noun-isl "Minister of Economic Affairs"-noun-eng
"dómsmála- og mannréttindaráðherra"-noun-isl "Minister of Justice and Human Rights"-noun-eng
"félagsmála- og tryggingamálaráðherra"-noun-isl "Minister of Social Affairs and Social Security"-noun-eng
"heilbrigðisráðherra"-noun-isl "Minister of Health"-noun-eng
"iðnaðarráðherra"-noun-isl "Minister of Industry, Energy and Tourism"-noun-eng
"mennta- og menningarmálaráðherra"-noun-isl "Minister of Education, Science and Culture"-noun-eng
"samgöngu- og sveitarstjórnarráðherra"-noun-isl "Minister of Transport, Communications and Local Government"-noun-eng
"sjávarútvegs- og landbúnaðarráðherra"-noun-isl "Minister of Fisheries and Agriculture"-noun-eng
"umhverfisráðherra"-noun-isl "Minister for the Environment"-noun-eng
"breti"-noun-isl "Briton"-noun-eng
"breti"-noun-isl "British"-noun-eng
"breti"-noun-isl "Briton"-noun-eng
"sveitarstjóri"-noun-isl "municipal manager"-noun-eng
"Hollendingur"-noun-isl "Dutch"-noun-eng
"kínverji"-noun-isl "Chinese"-noun-eng
"vesturland"-noun-isl "Western Iceland"-noun-eng
"vesturland"-noun-isl "West"-noun-eng
"vesturland"-noun-isl "Western country"-noun-eng
"vesturland"-noun-isl "West"-noun-eng
"vesturlönd"-noun-isl "West"-noun-eng
"norðurland"-noun-isl "Northern Iceland"-noun-eng
"norðurland"-noun-isl "Nordic country"-noun-eng
"suðurland"-noun-isl "Southern Iceland"-noun-eng
"suðurland"-noun-isl "South"-noun-eng
"austurland"-noun-isl "Eastern Iceland"-noun-eng
"austurland"-noun-isl "East"-noun-eng
"norðausturland"-noun-isl "North-Eastern Iceland"-noun-eng
"suðausturland"-noun-isl "South-Eastern Iceland"-noun-eng
"suðvesturland"-noun-isl "South-Western Iceland"-noun-eng
"Þjóðleikhús"-noun-isl "The National Theatre"-noun-eng
"Ríkisútvarp"-noun-isl "The State Radio"-noun-eng
"ríkisútvarp"-noun-isl "national broadcaster"-noun-eng
"þannig"-adjective-isl "that kind of"-adjective-eng
"sjálfur"-adjective-isl "self"-adjective-eng
"hvolf"-noun-isl "sphere"-noun-eng
"lögregla"-noun-isl "police"-noun-eng
"löggæsla"-noun-isl "police"-noun-eng
"efnahagur"-noun-isl "finance"-noun-eng
"afskipti"-noun-isl "dealing"-noun-eng
"flugeldar"-noun-isl "fireworks"-noun-eng
"herðar"-noun-isl "shoulders"-noun-eng
"hlutafé"-noun-isl "share"-noun-eng
"veikindi"-noun-isl "illness"-noun-eng
"rök"-noun-isl "reasoning"-noun-eng
"verðlaun"-noun-isl "award"-noun-eng
"bronsverðlaun"-noun-isl "bronze medal"-noun-eng
"gullverðlaun"-noun-isl "gold medal"-noun-eng
"silfurverðlaun"-noun-isl "silver medal"-noun-eng
"árslok"-noun-isl "end of the year"-noun-eng
"ummæli"-noun-isl "comment"-noun-eng
"undirtekt"-noun-isl "agreement"-noun-eng
"úrslit"-noun-isl "result"-noun-eng
"viðtökur"-noun-isl "reception"-noun-eng
"vinsældir"-noun-isl "popularity"-noun-eng
"yfirburðir"-noun-isl "superiority"-noun-eng
"reiði"-noun-isl "anger"-noun-eng
"bindandi"-adjective-isl "binding"-adjective-eng
"engin furða"-interjection-isl "no wonder"-interjection-eng
"herðablað"-noun-isl "shoulderblade"-noun-eng
"tjá og tundri"-adverb-isl "mess"-noun-eng
"trúarbragð"-noun-isl "religion"-noun-eng
"stór"-adjective-isl "big"-adjective-eng
"blár"-adjective-isl "blue"-adjective-eng
"grár"-adjective-isl "grey"-adjective-eng
"lítill"-adjective-isl "small"-adjective-eng
"grannur"-adjective-isl "skinny"-adjective-eng
"flókinn"-adjective-isl "complicated"-adjective-eng
"fallegur"-adjective-isl "beautiful"-adjective-eng
"hálfur"-adjective-isl "half"-adjective-eng
"frjáls"-adjective-isl "free"-adjective-eng
"spænskur"-adjective-isl "Spanish"-adjective-eng
"íranskur"-adjective-isl "Iranian"-adjective-eng
"kanadískur"-adjective-isl "Canadian"-adjective-eng
"erfiður"-adjective-isl "difficult"-adjective-eng
"skriflegur"-adjective-isl "written"-adjective-eng
"óumflýjanlegur"-adjective-isl "inevitable"-adjective-eng
"sakleysislegur"-adjective-isl "innocent looking"-adjective-eng
"loðinn"-adjective-isl "hairy"-adjective-eng
"veikur"-adjective-isl "sick"-adjective-eng
"samur"-adjective-isl "same"-adjective-eng
"óheppilegur"-adjective-isl "unfortunate"-adjective-eng
"einn"-adjective-isl "only"-adjective-eng
"einn"-adjective-isl "alone"-adjective-eng
"unninn"-adjective-isl "processed"-adjective-eng
"harkalegur"-adjective-isl "severe"-adjective-eng
"trúarlegur"-adjective-isl "religious"-adjective-eng
"annarlegur"-adjective-isl "strange"-adjective-eng
"einróma"-adjective-isl "unanimous"-adjective-eng
"upphaflegur"-adjective-isl "original"-adjective-eng
"tvennur"-adjective-isl "two"-adjective-eng
"sannarlegur"-adjective-isl "verified"-adjective-eng
"óhóflegur"-adjective-isl "excessive"-adjective-eng
"kynferðislegur"-adjective-isl "sexual"-adjective-eng
"grunsamlegur"-adjective-isl "suspicious"-adjective-eng
"grafalvarlegur"-adjective-isl "serious"-adjective-eng
"gerlegur"-adjective-isl "possible"-adjective-eng
"brotlegur"-adjective-isl "guilty"-adjective-eng
"álíka"-adjective-isl "similar"-adjective-eng
"villandi"-adjective-isl "misleading"-adjective-eng
"viðbjóðslegur"-adjective-isl "disgusting"-adjective-eng
"afbrigðilegur"-adjective-isl "abnormal"-adjective-eng
"fjörlegur"-adjective-isl "energetic"-adjective-eng
"frjálslegur"-adjective-isl "outgoing"-adjective-eng
"kunnuglegur"-adjective-isl "familiar"-adjective-eng
"ísraelskur"-adjective-isl "Israeli"-adjective-eng
"forvitnilegur"-adjective-isl "interesting"-adjective-eng
"rómanskur"-adjective-isl "Romance"-adjective-eng
"rómanskur"-adjective-isl "Latin"-adjective-eng
"dóminískur"-adjective-isl "Dominican"-adjective-eng
"rökréttur"-adjective-isl "logical"-adjective-eng
"heimilislaus"-adjective-isl "homeless"-adjective-eng
"palestínskur"-adjective-isl "Palestinian"-adjective-eng
"karabískur"-adjective-isl "Caribbean"-adjective-eng
"viðskila"-adjective-isl "separated"-adjective-eng
"viðskila við"-adjective-isl "separated from"-adjective-eng
"bróðurlegur"-adjective-isl "brotherly"-adjective-eng
"í smáatriðum"-adverb-isl "in detail"-adverb-eng
"þarna fyrir handan"-adverb-isl "over there"-adverb-eng
"fjarri"-adverb-isl "far"-adverb-eng
"fjarri"-adverb-isl "further"-adverb-eng
"fjarri"-adverb-isl "furthest"-adverb-eng
"fyrir mitt leyti"-adverb-isl "personally"-adverb-eng
"að mörgu leyti"-adverb-isl "in many ways"-adverb-eng
"á seinni árum"-adverb-isl "in recent years"-adverb-eng
"að mjög litlu leyti"-adverb-isl "to a very small degree"-adverb-eng
"því"-adverb-isl "therefore"-adverb-eng
"harðlega"-adverb-isl "strongly"-adverb-eng
"réttilega"-adverb-isl "rightly"-adverb-eng
"ranglega"-adverb-isl "wrongly"-adverb-eng
"fyrirvaralaust"-adverb-isl "unconditionally"-adverb-eng
"víðsvegar"-adverb-isl "far and wide"-adverb-eng
"víðsvegar um heim"-adverb-isl "around the world"-adverb-eng
"tímanlega"-adverb-isl "in good time"-adverb-eng
"nýverið"-adverb-isl "recently"-adverb-eng
"sumpart"-adverb-isl "partially"-adverb-eng
"innanlands"-adverb-isl "domestically"-adverb-eng
"utanhúss"-adverb-isl "outside"-adverb-eng
"berlega"-adverb-isl "openly"-adverb-eng
"aukalega"-adverb-isl "extra"-adverb-eng
"til dæmis"-adverb-isl "for example"-adverb-eng
"nú þegar"-adverb-isl "immediately"-adverb-eng
"eftir að"-subordinatingConjunction-isl "after"-subordinatingConjunction-eng
"þá"-subordinatingConjunction-isl "then"-subordinatingConjunction-eng
"fyrir því að"-subordinatingConjunction-isl "that"-subordinatingConjunction-eng
"heldur"-coordinatingConjunction-isl "but"-coordinatingConjunction-eng
"starfi"-noun-isl "job"-noun-eng
"endi"-noun-isl "end"-noun-eng
"þótti"-noun-isl "arrogance"-noun-eng
"sendiherra"-noun-isl "ambassador"-noun-eng
"tilnefning"-noun-isl "nomination"-noun-eng
"sinna"-noun-isl "interest"-noun-eng
"jólagjöf"-noun-isl "Christmas present"-noun-eng
"hugi"-noun-isl "mind"-noun-eng
"fréttamaður"-noun-isl "lot"-noun-eng
"lög"-noun-isl "law"-noun-eng
"lyf"-noun-isl "medicine"-noun-eng
"handverk"-noun-isl "craft"-noun-eng
"framhaldsnám"-noun-isl "post-graduate study"-noun-eng
"grand"-noun-isl "damage"-noun-eng
"þúsund"-noun-isl "thousand"-noun-eng
"þúsund"-noun-isl "thousand"-noun-eng
"tugþúsund"-noun-isl "ten thousand"-noun-eng
"reitur"-noun-isl "lot"-noun-eng
"keppandi"-noun-isl "competitor"-noun-eng
"demókrati"-noun-isl "democrat"-noun-eng
"varnarmaður"-noun-isl "defender"-noun-eng
"eftirmaður"-noun-isl "successor"-noun-eng
"virkni"-noun-isl "activity"-noun-eng
"heimsstyrjöld"-noun-isl "world war"-noun-eng
"plata"-noun-isl "plate"-noun-eng
"viðtaka"-noun-isl "welcome"-noun-eng
"varpa"-noun-isl "trawling net"-noun-eng
"stjórnsýsla"-noun-isl "administration"-noun-eng
"stjórnartíð"-noun-isl "term of office"-noun-eng
"greining"-noun-isl "analysis"-noun-eng
"flugskeyti"-noun-isl "missile"-noun-eng
"trúarbrögð"-noun-isl "religion"-noun-eng
"tár"-noun-isl "tear"-noun-eng
"loforð"-noun-isl "promise"-noun-eng
"afrek"-noun-isl "achievement"-noun-eng
"aðsetur"-noun-isl "residence"-noun-eng
"aðfangadagskvöld"-noun-isl "Christmas eve"-noun-eng
"viðmið"-noun-isl "norm"-noun-eng
"frost"-noun-isl "frost"-noun-eng
"starfsfólk"-noun-isl "staff"-noun-eng
"il"-noun-isl "sole"-noun-eng
"uppgötvun"-noun-isl "discovery"-noun-eng
"rétta"-noun-isl "right side"-noun-eng
"vinnsla"-noun-isl "processing"-noun-eng
"samning"-noun-isl "composition"-noun-eng
"lengja"-noun-isl "strip"-noun-eng
"leitarhundur"-noun-isl "search dog"-noun-eng
"lögg"-noun-isl "drop"-noun-eng
"uppsetning"-noun-isl "arrangement"-noun-eng
"skúr"-noun-isl "shed"-noun-eng
"skipun"-noun-isl "order"-noun-eng
"upplifun"-noun-isl "experience"-noun-eng
"kjósandi"-noun-isl "voter"-noun-eng
"beður"-noun-isl "bed"-noun-eng
"skilnaður"-noun-isl "separation"-noun-eng
"forði"-noun-isl "supply"-noun-eng
"sendimaður"-noun-isl "envoy"-noun-eng
"flutningur"-noun-isl "transport"-noun-eng
"sagnfræðingur"-noun-isl "historian"-noun-eng
"rúst"-noun-isl "ruin"-noun-eng
"heill"-noun-isl "luck"-noun-eng
"reiði"-noun-isl "anger"-noun-eng
"lóð"-noun-isl "weight"-noun-eng
"tilvísun"-noun-isl "reference"-noun-eng
"rauf"-noun-isl "hole"-noun-eng
"ræktun"-noun-isl "cultivation"-noun-eng
"varningur"-noun-isl "goods"-noun-eng
"passi"-noun-isl "passport"-noun-eng
"Bandaríkjaforseti"-noun-isl "American president"-noun-eng
"Frakklandsforseti"-noun-isl "French president"-noun-eng
"Rússlandsforseti"-noun-isl "Russian president"-noun-eng
"þroski"-noun-isl "development"-noun-eng
"útjaðar"-noun-isl "outskirts"-noun-eng
"ósigur"-noun-isl "defeat"-noun-eng
"lykilríki"-noun-isl "key state"-noun-eng
"eyríki"-noun-isl "island state"-noun-eng
"aðalatriði"-noun-isl "main point"-noun-eng
"aðalumboð"-noun-isl "sole agency"-noun-eng
"aðalstræti"-noun-isl "main street"-noun-eng
"vinnudagur"-noun-isl "workday"-noun-eng
"undantekning"-noun-isl "exception"-noun-eng
"nútími"-noun-isl "present"-noun-eng
"orðspor"-noun-isl "reputation"-noun-eng
"bandalag"-noun-isl "union"-noun-eng
"tilhneiging"-noun-isl "trend"-noun-eng
"húfa"-noun-isl "cap"-noun-eng
"vissa"-noun-isl "certainty"-noun-eng
"mótmælandi"-noun-isl "Protestant"-noun-eng
"brandur"-noun-isl "sword"-noun-eng
"fylgismaður"-noun-isl "supporter"-noun-eng
"landsvæði"-noun-isl "territory"-noun-eng
"fóstur"-noun-isl "upbringing"-noun-eng
"mannkyn"-noun-isl "mankind"-noun-eng
"systkini"-noun-isl "sibling"-noun-eng
"systkini"-noun-isl "sibling"-noun-eng
"systkini"-noun-isl "sibling"-noun-eng
"aðdáandi"-noun-isl "fan"-noun-eng
"aðferðafræði"-noun-isl "methodology"-noun-eng
"aðskilnaður"-noun-isl "separation"-noun-eng
"æti"-noun-isl "feed"-noun-eng
"ævilok"-noun-isl "death"-noun-eng
"afrit"-noun-isl "copy"-noun-eng
"afurð"-noun-isl "product"-noun-eng
"ágæti"-noun-isl "excellence"-noun-eng
"áreiti"-noun-isl "stimulus"-noun-eng
"bókavörður"-noun-isl "librarian"-noun-eng
"búseta"-noun-isl "residence"-noun-eng
"doktorsgráða"-noun-isl "doctorate"-noun-eng
"eiginleiki"-noun-isl "feature"-noun-eng
"eind"-noun-isl "particle"-noun-eng
"einkaréttur"-noun-isl "exclusive right"-noun-eng
"endalok"-noun-isl "completion"-noun-eng
"endurnýjun"-noun-isl "renewal"-noun-eng
"færsla"-noun-isl "accounting"-noun-eng
"fallorð"-noun-isl "nominal"-noun-eng
"flokkun"-noun-isl "taxonomy"-noun-eng
"flöt"-noun-isl "lawn"-noun-eng
"forfaðir"-noun-isl "forefather"-noun-eng
"formennska"-noun-isl "chairmanship"-noun-eng
"fræðigrein"-noun-isl "discipline"-noun-eng
"fræðimaður"-noun-isl "scholar"-noun-eng
"fræði"-noun-isl "studies"-noun-eng
"framsetning"-noun-isl "presentation"-noun-eng
"frávik"-noun-isl "exception"-noun-eng
"fyrirbæri"-noun-isl "phenomenon"-noun-eng
"geymd"-noun-isl "preservation"-noun-eng
"gönguleið"-noun-isl "path"-noun-eng
"Grænlendingur"-noun-isl "Greenlander"-noun-eng
