"ja"-coordinatingConjunction-sme "og"-coordinatingConjunction-nob
"Bávttavuolesjávri"-properNoun-sme "Flomvannet"-properNoun-nob
"Bávttavuolesjávri"-properNoun-sme "Flomvatnet"-properNoun-nob
"Bávva"-properNoun-sme "Bávva"-properNoun-nob
"Bávval"-properNoun-sme "Bávval"-properNoun-nob
"Bávvaljávri"-properNoun-sme "Bávvaljávri"-properNoun-nob
"Bávvalluoppal"-properNoun-sme "Bávvalluoppal"-properNoun-nob
"Bávvál"-properNoun-sme "Bávvál"-properNoun-nob
"Bávváljávri"-properNoun-sme "Bávváljávri"-properNoun-nob
"Bávválláttu"-properNoun-sme "Bávválláttu"-properNoun-nob
"Bávválroavvi"-properNoun-sme "Bávválroavvi"-properNoun-nob
"Bávválsuolu"-properNoun-sme "Bávválsuolu"-properNoun-nob
"Báŋalnuorri"-properNoun-sme "Bysundet"-properNoun-nob
"Báđirjohka"-properNoun-sme "Báđirjohka"-properNoun-nob
"Báđirleahki"-properNoun-sme "Báđirleahki"-properNoun-nob
"Báđošsavu"-properNoun-sme "Báđošsavu"-properNoun-nob
"Báštejohka"-properNoun-sme "Báštejohka"-properNoun-nob
"Bášteskáidi"-properNoun-sme "Bášteskáidi"-properNoun-nob
"Báđášjohka"-properNoun-sme "Báđášjohka"-properNoun-nob
"Báđášjávri"-properNoun-sme "Báđášjávri"-properNoun-nob
"Báđđaguoika"-properNoun-sme "Báđđaguoika"-properNoun-nob
"Bäckman"-properNoun-sme "Bäckman"-properNoun-nob
"Bärnhielm"-properNoun-sme "Bärnhielm"-properNoun-nob
"Bäärnhielm"-properNoun-sme "Bäärnhielm"-properNoun-nob
"Bådåddjo"-properNoun-sme "Bodø"-properNoun-nob
"Båhus"-properNoun-sme "Båhus"-properNoun-nob
"Båhuslen"-properNoun-sme "Båhuslen"-properNoun-nob
"Bård"-properNoun-sme "Bård"-properNoun-nob
"Bårdsen"-properNoun-sme "Bårdsen"-properNoun-nob
"Bårjås"-properNoun-sme "Bårjås"-properNoun-nob
"Båsmoen"-properNoun-sme "Båsmoen"-properNoun-nob
"Båstad"-properNoun-sme "Båstad"-properNoun-nob
"Båteng"-properNoun-sme "Båteng"-properNoun-nob
"Båtklubb"-properNoun-sme "Båtklubb"-properNoun-nob
"Båtsfjord"-properNoun-sme "Båtsfjord"-properNoun-nob
"Båtstø"-properNoun-sme "Båtstø"-properNoun-nob
"Bååstede"-properNoun-sme "Bååstede"-properNoun-nob
"Bæhr"-properNoun-sme "Bæhr"-properNoun-nob
"Bæivi"-properNoun-sme "Bæivi"-properNoun-nob
"Bækgaard"-properNoun-sme "Bækgaard"-properNoun-nob
"Bækken"-properNoun-sme "Bækken"-properNoun-nob
"Bælum"-properNoun-sme "Bælum"-properNoun-nob
"Bær"-properNoun-sme "Bær"-properNoun-nob
"Bærum"-properNoun-sme "Bærum"-properNoun-nob
"Bærøyvågen"-properNoun-sme "Bærøyvågen"-properNoun-nob
"Bæverfjord"-properNoun-sme "Bæverfjord"-properNoun-nob
"Bævre"-properNoun-sme "Bævre"-properNoun-nob
"Béla"-properNoun-sme "Béla"-properNoun-nob
"Bône"-properNoun-sme "Bône"-properNoun-nob
"Böhmen"-properNoun-sme "Böhmen"-properNoun-nob
"Böhmerwald"-properNoun-sme "Böhmerwald"-properNoun-nob
"Börje"-properNoun-sme "Börje"-properNoun-nob
"Bø"-properNoun-sme "Bø"-properNoun-nob
"Bødtker"-properNoun-sme "Bødtker"-properNoun-nob
"Bøe"-properNoun-sme "Bøe"-properNoun-nob
"Bøen"-properNoun-sme "Bøen"-properNoun-nob
"Bøggild"-properNoun-sme "Bøggild"-properNoun-nob
"Bøhle"-properNoun-sme "Bøhle"-properNoun-nob
"Bøhler"-properNoun-sme "Bøhler"-properNoun-nob
"Bøhn"-properNoun-sme "Bøhn"-properNoun-nob
"Bøhren"-properNoun-sme "Bøhren"-properNoun-nob
"Bøkkermyra"-properNoun-sme "Bøkkermyra"-properNoun-nob
"Bøkkermælen"-properNoun-sme "Bøkkermælen"-properNoun-nob
"Bølisåter"-properNoun-sme "Bølisåter"-properNoun-nob
"Bøllingtoft"-properNoun-sme "Bøllingtoft"-properNoun-nob
"Bømlo"-properNoun-sme "Bømlo"-properNoun-nob
"Bøn"-properNoun-sme "Bøn"-properNoun-nob
"Børde"-properNoun-sme "Børde"-properNoun-nob
"Børge"-properNoun-sme "Børge"-properNoun-nob
"Børgefjell"-properNoun-sme "Børgefjell"-properNoun-nob
"Børgesen"-properNoun-sme "Børgesen"-properNoun-nob
"Børke"-properNoun-sme "Børke"-properNoun-nob
"Børkjeflåta"-properNoun-sme "Børkjeflåta"-properNoun-nob
"Børkjenes"-properNoun-sme "Børkjenes"-properNoun-nob
"Børmer"-properNoun-sme "Børmer"-properNoun-nob
"Børre"-properNoun-sme "Børre"-properNoun-nob
"Børresen"-properNoun-sme "Børresen"-properNoun-nob
"Børresrud"-properNoun-sme "Børresrud"-properNoun-nob
"Børsa"-properNoun-sme "Børsa"-properNoun-nob
"Børselv"-properNoun-sme "Børselv"-properNoun-nob
"Børset"-properNoun-sme "Børset"-properNoun-nob
"Børseth"-properNoun-sme "Børseth"-properNoun-nob
"Børsheim"-properNoun-sme "Børsheim"-properNoun-nob
"Børson"-properNoun-sme "Børson"-properNoun-nob
"Børstad"-properNoun-sme "Børstad"-properNoun-nob
"Børsvatnet"-properNoun-sme "Børsvatnet"-properNoun-nob
"Børve"-properNoun-sme "Børve"-properNoun-nob
"Børøy"-properNoun-sme "Børøy"-properNoun-nob
"Bøstad"-properNoun-sme "Bøstad"-properNoun-nob
"Bøthun"-properNoun-sme "Bøthun"-properNoun-nob
"Bøvarstogo"-properNoun-sme "Bøvarstogo"-properNoun-nob
"Bøverbru"-properNoun-sme "Bøverbru"-properNoun-nob
"Bøverdalen"-properNoun-sme "Bøverdalen"-properNoun-nob
"Bøvertun"-properNoun-sme "Bøvertun"-properNoun-nob
"Bøvågen"-properNoun-sme "Bøvågen"-properNoun-nob
"Bøylefoss"-properNoun-sme "Bøylefoss"-properNoun-nob
"Bøylefossbru"-properNoun-sme "Bøylefossbru"-properNoun-nob
"Bøylestad"-properNoun-sme "Bøylestad"-properNoun-nob
"Bøyum"-properNoun-sme "Bøyum"-properNoun-nob
"Bülow"-properNoun-sme "Bülow"-properNoun-nob
"CCITT"-properNoun-sme "CCITT"-properNoun-nob
"CWD"-properNoun-sme "CWD"-properNoun-nob
"Cabello"-properNoun-sme "Cabello"-properNoun-nob
"Cabinda"-properNoun-sme "Cabinda"-properNoun-nob
"Cabora"-properNoun-sme "Cabora"-properNoun-nob
"Cabras"-properNoun-sme "Cabras"-properNoun-nob
"Cacho"-properNoun-sme "Cacho"-properNoun-nob
"Cachoeira"-properNoun-sme "Cachoeira"-properNoun-nob
"Cachoeiro"-properNoun-sme "Cachoeiro"-properNoun-nob
"Cadillac"-properNoun-sme "Cadillac"-properNoun-nob
"Cae"-properNoun-sme "Cae"-properNoun-nob
"Caen"-properNoun-sme "Caen"-properNoun-nob
"Caernarvon"-properNoun-sme "Caernarvon"-properNoun-nob
"Caesarea"-properNoun-sme "Cæsarea"-properNoun-nob
"Cafe"-properNoun-sme "Cafe"-properNoun-nob
"Cagliari"-properNoun-sme "Cagliari"-properNoun-nob
"Cairns"-properNoun-sme "Cairns"-properNoun-nob
"Caithness"-properNoun-sme "Caithness"-properNoun-nob
"Calabar"-properNoun-sme "Calabar"-properNoun-nob
"Calabria"-properNoun-sme "Calabria"-properNoun-nob
"Calais"-properNoun-sme "Calais"-properNoun-nob
"Calcutta"-properNoun-sme "Calcutta"-properNoun-nob
"Caledonia"-properNoun-sme "Caledonia"-properNoun-nob
"Caledoniakanalen"-properNoun-sme "Caledoniakanalen"-properNoun-nob
"Calgary"-properNoun-sme "Calgary"-properNoun-nob
"Cali"-properNoun-sme "Cali"-properNoun-nob
"Calicut"-properNoun-sme "Calicut"-properNoun-nob
"California"-properNoun-sme "California"-properNoun-nob
"Caligula"-properNoun-sme "Caligula"-properNoun-nob
"Callao"-properNoun-sme "Callao"-properNoun-nob
"Callas"-properNoun-sme "Callas"-properNoun-nob
"Callesen"-properNoun-sme "Callesen"-properNoun-nob
"Callisen"-properNoun-sme "Callisen"-properNoun-nob
"Calmeyer"-properNoun-sme "Calmeyer"-properNoun-nob
"Calpurnia"-properNoun-sme "Calpurnia"-properNoun-nob
"Caltagirone"-properNoun-sme "Caltagirone"-properNoun-nob
"Calvados"-properNoun-sme "Calvados"-properNoun-nob
"Calvin"-properNoun-sme "Calvin"-properNoun-nob
"Camagüey"-properNoun-sme "Camagüey"-properNoun-nob
"Camaracum"-properNoun-sme "Camaracum"-properNoun-nob
"Cambrai"-properNoun-sme "Cambrai"-properNoun-nob
"Cambridge"-properNoun-sme "Cambridge"-properNoun-nob
"Camelus"-properNoun-sme "Camelus"-properNoun-nob
"Camilla"-properNoun-sme "Camilla"-properNoun-nob
"Campagna"-properNoun-sme "Campagna"-properNoun-nob
"Campagnolo"-properNoun-sme "Campagnolo"-properNoun-nob
"Campania"-properNoun-sme "Campania"-properNoun-nob
"Campbell"-properNoun-sme "Campbell"-properNoun-nob
"Campeche"-properNoun-sme "Campeche"-properNoun-nob
"Campo"-properNoun-sme "Campo"-properNoun-nob
"Campus"-properNoun-sme "Campus"-properNoun-nob
"Camre"-properNoun-sme "Camre"-properNoun-nob
"Camry"-properNoun-sme "Camry"-properNoun-nob
"Canada"-properNoun-sme "Canada"-properNoun-nob
"Canal"-properNoun-sme "Canal"-properNoun-nob
"Canaria"-properNoun-sme "Canaria"-properNoun-nob
"Canaveral"-properNoun-sme "Canaveral"-properNoun-nob
"Canberra"-properNoun-sme "Canberra"-properNoun-nob
"Canjárga"-properNoun-sme "Canjárga"-properNoun-nob
"Cannes filbmafestivála"-properNoun-sme "Cannes filmfestival"-properNoun-nob
"Cannes"-properNoun-sme "Cannes"-properNoun-nob
"Cannæ"-properNoun-sme "Cannæ"-properNoun-nob
"Canoa"-properNoun-sme "Canoa"-properNoun-nob
"Canon"-properNoun-sme "Canon"-properNoun-nob
"Canossa"-properNoun-sme "Canossa"-properNoun-nob
"Canterbury"-properNoun-sme "Canterbury"-properNoun-nob
"Canton"-properNoun-sme "Canton"-properNoun-nob
"Cantona"-properNoun-sme "Cantona"-properNoun-nob
"Canyon"-properNoun-sme "Canyon"-properNoun-nob
"Caoxian"-properNoun-sme "Caoxian"-properNoun-nob
"Cape"-properNoun-sme "Cape"-properNoun-nob
"Capell"-properNoun-sme "Capell"-properNoun-nob
"Capella"-properNoun-sme "Capella"-properNoun-nob
"Capjon"-properNoun-sme "Capjon"-properNoun-nob
"Capone"-properNoun-sme "Capone"-properNoun-nob
"Cappelen"-properNoun-sme "Cappelen"-properNoun-nob
"Cappelens"-properNoun-sme "Cappelens"-properNoun-nob
"Capri"-properNoun-sme "Capri"-properNoun-nob
"Caprino"-properNoun-sme "Caprino"-properNoun-nob
"Caracas"-properNoun-sme "Caracas"-properNoun-nob
"Carcassonne"-properNoun-sme "Carcassonne"-properNoun-nob
"Cardiff"-properNoun-sme "Cardiff"-properNoun-nob
"Cardigan"-properNoun-sme "Cardigan"-properNoun-nob
"Carina"-properNoun-sme "Carina"-properNoun-nob
"Carita"-properNoun-sme "Carita"-properNoun-nob
"Carl"-properNoun-sme "Carl"-properNoun-nob
"Carling"-properNoun-sme "Carling"-properNoun-nob
"Carlisle"-properNoun-sme "Carlisle"-properNoun-nob
"Carlo"-properNoun-sme "Carlo"-properNoun-nob
"Carlsberg"-properNoun-sme "Carlsberg"-properNoun-nob
"Carlsen"-properNoun-sme "Carlsen"-properNoun-nob
"Carlson"-properNoun-sme "Carlson"-properNoun-nob
"Carlton"-properNoun-sme "Carlton"-properNoun-nob
"Carlucci"-properNoun-sme "Carlucci"-properNoun-nob
"Carlzon"-properNoun-sme "Carlzon"-properNoun-nob
"Carnac"-properNoun-sme "Carnac"-properNoun-nob
"Carnfeldt"-properNoun-sme "Carnfeldt"-properNoun-nob
"Carol"-properNoun-sme "Carol"-properNoun-nob
"Carolina"-properNoun-sme "Carolina"-properNoun-nob
"Caroline"-properNoun-sme "Caroline"-properNoun-nob
"Carpelan"-properNoun-sme "Carpelan"-properNoun-nob
"Carrantuohill"-properNoun-sme "Carrantuohill"-properNoun-nob
"Carrara"-properNoun-sme "Carrara"-properNoun-nob
"Carrie"-properNoun-sme "Carrie"-properNoun-nob
"Carson"-properNoun-sme "Carson"-properNoun-nob
"Carstein"-properNoun-sme "Carstein"-properNoun-nob
"Carsten"-properNoun-sme "Carsten"-properNoun-nob
"Carstensen"-properNoun-sme "Carstensen"-properNoun-nob
"Cartagena"-properNoun-sme "Cartagena"-properNoun-nob
"Carter"-properNoun-sme "Carter"-properNoun-nob
"Cartman"-properNoun-sme "Cartman"-properNoun-nob
"Cartsen"-properNoun-sme "Cartsen"-properNoun-nob
"Casablanca"-properNoun-sme "Casablanca"-properNoun-nob
"Casas"-properNoun-sme "Casas"-properNoun-nob
"Cascade"-properNoun-sme "Cascade"-properNoun-nob
"Casiquiare"-properNoun-sme "Casiquiare"-properNoun-nob
"Caspar"-properNoun-sme "Caspar"-properNoun-nob
"Caspari"-properNoun-sme "Caspari"-properNoun-nob
"Caspary"-properNoun-sme "Caspary"-properNoun-nob
"Casper"-properNoun-sme "Casper"-properNoun-nob
"Caspersen"-properNoun-sme "Caspersen"-properNoun-nob
"Cassandra"-properNoun-sme "Cassandra"-properNoun-nob
"Cassius"-properNoun-sme "Cassius"-properNoun-nob
"Castberg"-properNoun-sme "Castberg"-properNoun-nob
"Castello"-properNoun-sme "Castello"-properNoun-nob
"Castilla"-properNoun-sme "Castilla"-properNoun-nob
"Castleford"-properNoun-sme "Castleford"-properNoun-nob
"Castries"-properNoun-sme "Castries"-properNoun-nob
"Castro"-properNoun-sme "Castro"-properNoun-nob
"Castrén"-properNoun-sme "Castrén"-properNoun-nob
"Cat"-properNoun-sme "Cat"-properNoun-nob
"Catalina"-properNoun-sme "Catalina"-properNoun-nob
"Catalonia"-properNoun-sme "Catalonia"-properNoun-nob
"Catania"-properNoun-sme "Catania"-properNoun-nob
"Catarina"-properNoun-sme "Catarina"-properNoun-nob
"Catharina"-properNoun-sme "Catharina"-properNoun-nob
"Catherine"-properNoun-sme "Catherine"-properNoun-nob
"Cathrin"-properNoun-sme "Cathrin"-properNoun-nob
"Cathrine"-properNoun-sme "Cathrine"-properNoun-nob
"Cato"-properNoun-sme "Cato"-properNoun-nob
"Catrine"-properNoun-sme "Catrine"-properNoun-nob
"Catrineholm"-properNoun-sme "Catrineholm"-properNoun-nob
"Cattolica"-properNoun-sme "Cattolica"-properNoun-nob
"Cauvin"-properNoun-sme "Cauvin"-properNoun-nob
"Cave"-properNoun-sme "Cave"-properNoun-nob
"Cavnnoaivi"-properNoun-sme "Cavnnoaivi"-properNoun-nob
"Cawnpore"-properNoun-sme "Cawnpore"-properNoun-nob
"Caxias"-properNoun-sme "Caxias"-properNoun-nob
"Cayenne"-properNoun-sme "Cayenne"-properNoun-nob
"Ceakcatjávri"-properNoun-sme "Ceakcatjávri"-properNoun-nob
"Ceakkobohtovárri"-properNoun-sme "Ceakkobohtovárri"-properNoun-nob
"Ceakkogurra"-properNoun-sme "Ceakkogurra"-properNoun-nob
"Ceakkojohka"-properNoun-sme "Ceakkojohka"-properNoun-nob
"Ceakkojohrášša"-properNoun-sme "Ceakkojohrášša"-properNoun-nob
"Ceakkojávri"-properNoun-sme "Ceakkojávri"-properNoun-nob
"Ceakkovuopmi"-properNoun-sme "Ceakkovuopmi"-properNoun-nob
"Ceavccageađggohppi"-properNoun-sme "Ceavccageađggohppi"-properNoun-nob
"Ceavccageađgi"-properNoun-sme "Mortensnes"-properNoun-nob
"Ceavccageađgnjárga"-properNoun-sme "Mortensnes"-properNoun-nob
"Cebu"-properNoun-sme "Cebu"-properNoun-nob
"Cechy"-properNoun-sme "Cechy"-properNoun-nob
"Cecilia"-properNoun-sme "Cecilia"-properNoun-nob
"Cecilie"-properNoun-sme "Cecilie"-properNoun-nob
"Cedar"-properNoun-sme "Cedar"-properNoun-nob
"Cefalù"-properNoun-sme "Cefalù"-properNoun-nob
"Cekkešlágojávri"-properNoun-sme "Cekkešlágojávri"-properNoun-nob
"Celebes"-properNoun-sme "Celebes"-properNoun-nob
"Celina"-properNoun-sme "Celina"-properNoun-nob
"Celine"-properNoun-sme "Celine"-properNoun-nob
"Celius"-properNoun-sme "Celius"-properNoun-nob
"Celle"-properNoun-sme "Celle"-properNoun-nob
"Celulose"-properNoun-sme "Celulose"-properNoun-nob
"Cent"-properNoun-sme "Cent"-properNoun-nob
"Center"-properNoun-sme "Center"-properNoun-nob
"Central"-properNoun-sme "Central"-properNoun-nob
"Centralbureau"-properNoun-sme "Centralbureau"-properNoun-nob
"Centralia"-properNoun-sme "Centralia"-properNoun-nob
"Centrum"-properNoun-sme "Centrum"-properNoun-nob
"Century"-properNoun-sme "Century"-properNoun-nob
"Ceram"-properNoun-sme "Ceram"-properNoun-nob
"Cern"-properNoun-sme "Cern"-properNoun-nob
"Cerruti"-properNoun-sme "Cerruti"-properNoun-nob
"Cerus"-properNoun-sme "Cerus"-properNoun-nob
"Cesare"-properNoun-sme "Cesare"-properNoun-nob
"Cesilie"-properNoun-sme "Cesilie"-properNoun-nob
"Ceuta"-properNoun-sme "Ceuta"-properNoun-nob
"Cevnniidjohka"-properNoun-sme "Cevnniidjohka"-properNoun-nob
"Ceyhan"-properNoun-sme "Ceyhan"-properNoun-nob
"Ceylon"-properNoun-sme "Ceylon"-properNoun-nob
"Chablis"-properNoun-sme "Chablis"-properNoun-nob
"Chaco"-properNoun-sme "Chaco"-properNoun-nob
"Chad"-properNoun-sme "Chad"-properNoun-nob
"Chaka"-properNoun-sme "Chaka"-properNoun-nob
"Chambers"-properNoun-sme "Chambers"-properNoun-nob
"Chambéry"-properNoun-sme "Chambéry"-properNoun-nob
"Chamonix"-properNoun-sme "Chamonix"-properNoun-nob
"Champagne"-properNoun-sme "Champagne"-properNoun-nob
"Champaign"-properNoun-sme "Champaign"-properNoun-nob
"Chandigarh"-properNoun-sme "Chandigarh"-properNoun-nob
"Chanette"-properNoun-sme "Chanette"-properNoun-nob
"Changchun"-properNoun-sme "Changchun"-properNoun-nob
"Changsha"-properNoun-sme "Changsha"-properNoun-nob
"Changsu"-properNoun-sme "Changsu"-properNoun-nob
"Changzhou"-properNoun-sme "Changzhou"-properNoun-nob
"Chania"-properNoun-sme "Chania"-properNoun-nob
"Chanta"-properNoun-sme "Chanta"-properNoun-nob
"Chantas"-properNoun-sme "Chantas"-properNoun-nob
"Chardonnay"-properNoun-sme "Chardonnay"-properNoun-nob
"Charisius"-properNoun-sme "Charisius"-properNoun-nob
"Charleroi"-properNoun-sme "Charleroi"-properNoun-nob
"Charles"-properNoun-sme "Charles"-properNoun-nob
"Charleston"-properNoun-sme "Charleston"-properNoun-nob
"Charlotte"-properNoun-sme "Charlotte"-properNoun-nob
"Charlott"-properNoun-sme "Charlott"-properNoun-nob
"Charlottenberg"-properNoun-sme "Charlottenberg"-properNoun-nob
"Charlottenborg"-properNoun-sme "Charlottenborg"-properNoun-nob
"Charlottenlund"-properNoun-sme "Charlottenlund"-properNoun-nob
"Charlottesville"-properNoun-sme "Charlottesville"-properNoun-nob
"Chartres"-properNoun-sme "Chartres"-properNoun-nob
"Charuzina"-properNoun-sme "Charuzina"-properNoun-nob
"Chastine"-properNoun-sme "Chastine"-properNoun-nob
"Chat"-properNoun-sme "Chat"-properNoun-nob
"Chatham"-properNoun-sme "Chatham"-properNoun-nob
"Chattanooga"-properNoun-sme "Chattanooga"-properNoun-nob
"Chaudhry"-properNoun-sme "Chaudhry"-properNoun-nob
"Chaux-de-Fonds"-properNoun-sme "Chaux-de-Fonds"-properNoun-nob
"Che"-properNoun-sme "Che"-properNoun-nob
"Chefoo"-properNoun-sme "Chefoo"-properNoun-nob
"Cheinesh"-properNoun-sme "Cheinesh"-properNoun-nob
"Chekiang"-properNoun-sme "Chekiang"-properNoun-nob
"Chelmsford"-properNoun-sme "Chelmsford"-properNoun-nob
"Chelsea"-properNoun-sme "Chelsea"-properNoun-nob
"Cheltenham"-properNoun-sme "Cheltenham"-properNoun-nob
"Chemnitz"-properNoun-sme "Chemnitz"-properNoun-nob
"Chen"-properNoun-sme "Chen"-properNoun-nob
"Chengchow"-properNoun-sme "Chengchow"-properNoun-nob
"Chengdu"-properNoun-sme "Chengdu"-properNoun-nob
"Chenkiang"-properNoun-sme "Chenkiang"-properNoun-nob
"Cher"-properNoun-sme "Cher"-properNoun-nob
"Cherbourg"-properNoun-sme "Cherbourg"-properNoun-nob
"Cherrapunji"-properNoun-sme "Cherrapunji"-properNoun-nob
"Cherry"-properNoun-sme "Cherry"-properNoun-nob
"Chery"-properNoun-sme "Chery"-properNoun-nob
"Chesapeake"-properNoun-sme "Chesapeake"-properNoun-nob
"Chess"-properNoun-sme "Chess"-properNoun-nob
"Chester"-properNoun-sme "Chester"-properNoun-nob
"Chesterfield"-properNoun-sme "Chesterfield"-properNoun-nob
"Cheviot"-properNoun-sme "Cheviot"-properNoun-nob
"Chevrolet"-properNoun-sme "Chevrolet"-properNoun-nob
"Chevron Texaco"-properNoun-sme "Chevron Texaco"-properNoun-nob
"ChevronTexaco"-properNoun-sme "ChevronTexaco"-properNoun-nob
"Cheyenne"-properNoun-sme "Cheyenne"-properNoun-nob
"Chi"-properNoun-sme "Chi"-properNoun-nob
"Chiang"-properNoun-sme "Chiang"-properNoun-nob
"Chiasso"-properNoun-sme "Chiasso"-properNoun-nob
"Chiba"-properNoun-sme "Chiba"-properNoun-nob
"Chibulu"-properNoun-sme "Chibulu"-properNoun-nob
"Chicago"-properNoun-sme "Chicago"-properNoun-nob
"Chichester"-properNoun-sme "Chichester"-properNoun-nob
"Chichén"-properNoun-sme "Chichén"-properNoun-nob
"Chiclayo"-properNoun-sme "Chiclayo"-properNoun-nob
"Chief Seattle"-properNoun-sme "Chief Seattle"-properNoun-nob
"Chihuahua"-properNoun-sme "Chihuahua"-properNoun-nob
"Chile"-properNoun-sme "Chile"-properNoun-nob
"Chilia"-properNoun-sme "Chilia"-properNoun-nob
"Chilly"-properNoun-sme "Chilly"-properNoun-nob
"Chillán"-properNoun-sme "Chillán"-properNoun-nob
"Chimborazo"-properNoun-sme "Chimborazo"-properNoun-nob
"Chimú"-properNoun-sme "Chimú"-properNoun-nob
"China"-properNoun-sme "China"-properNoun-nob
"Chinan"-properNoun-sme "Chinan"-properNoun-nob
"Ching"-properNoun-sme "Ching"-properNoun-nob
"Chingan"-properNoun-sme "Chingan"-properNoun-nob
"Chinghai"-properNoun-sme "Chinghai"-properNoun-nob
"Chingwantao"-properNoun-sme "Chingwantao"-properNoun-nob
"Chinkiang"-properNoun-sme "Chinkiang"-properNoun-nob
"Chioggia"-properNoun-sme "Chioggia"-properNoun-nob
"Chios"-properNoun-sme "Chios"-properNoun-nob
"Chirag"-properNoun-sme "Chirag"-properNoun-nob
"Chisimaio"-properNoun-sme "Chisimaio"-properNoun-nob
"Chisinau"-properNoun-sme "Chisinau"-properNoun-nob
"Chittagong"-properNoun-sme "Chittagong"-properNoun-nob
"Chivas"-properNoun-sme "Chivas"-properNoun-nob
"Chlodvig"-properNoun-sme "Chlodvig"-properNoun-nob
"Chomutov"-properNoun-sme "Chomutov"-properNoun-nob
"Chongqing"-properNoun-sme "Chongqing"-properNoun-nob
"Chorzów"-properNoun-sme "Chorzów"-properNoun-nob
"Chou"-properNoun-sme "Chou"-properNoun-nob
"Chr.borg"-properNoun-sme "Chr.borg"-properNoun-nob
"Chresten"-properNoun-sme "Chresten"-properNoun-nob
"Chris"-properNoun-sme "Chris"-properNoun-nob
"Christchurch"-properNoun-sme "Christchurch"-properNoun-nob
"Christel"-properNoun-sme "Christel"-properNoun-nob
"Christen"-properNoun-sme "Christen"-properNoun-nob
"Christensen"-properNoun-sme "Christensen"-properNoun-nob
"Christensens"-properNoun-sme "Christensens"-properNoun-nob
"Christer"-properNoun-sme "Christer"-properNoun-nob
"Christi"-properNoun-sme "Christi"-properNoun-nob
"Christian"-properNoun-sme "Christian"-properNoun-nob
"Christiane"-properNoun-sme "Christiane"-properNoun-nob
"Christiani"-properNoun-sme "Christiani"-properNoun-nob
"Christiania"-properNoun-sme "Christiania"-properNoun-nob
"Christiansand"-properNoun-sme "Christiansand"-properNoun-nob
"Christiansborg"-properNoun-sme "Christiansborg"-properNoun-nob
"Christiansen"-properNoun-sme "Christiansen"-properNoun-nob
"Christiansfeld"-properNoun-sme "Christiansfeld"-properNoun-nob
"Christianshåb"-properNoun-sme "Christianshåb"-properNoun-nob
"Christiansø"-properNoun-sme "Christiansø"-properNoun-nob
"Christianus"-properNoun-sme "Christianus"-properNoun-nob
"Christie"-properNoun-sme "Christie"-properNoun-nob
"Christin"-properNoun-sme "Christin"-properNoun-nob
"Christina"-properNoun-sme "Christina"-properNoun-nob
"Christine"-properNoun-sme "Christine"-properNoun-nob
"Christoffer"-properNoun-sme "Christoffer"-properNoun-nob
"Christoffersen"-properNoun-sme "Christoffersen"-properNoun-nob
"Christoper"-properNoun-sme "Christoper"-properNoun-nob
"Christopher"-properNoun-sme "Christopher"-properNoun-nob
"Christophersen"-properNoun-sme "Christophersen"-properNoun-nob
"Christrup"-properNoun-sme "Christrup"-properNoun-nob
"Chrysler"-properNoun-sme "Chrysler"-properNoun-nob
"Chu"-properNoun-sme "Chu"-properNoun-nob
"Chuck"-properNoun-sme "Chuck"-properNoun-nob
"Chukotka"-properNoun-sme "Chukotka"-properNoun-nob
"Chung"-properNoun-sme "Chung"-properNoun-nob
"Chungking"-properNoun-sme "Chungking"-properNoun-nob
"Chunnel"-properNoun-sme "Chunnel"-properNoun-nob
"Churchill"-properNoun-sme "Churchill"-properNoun-nob
"Chusan"-properNoun-sme "Chusan"-properNoun-nob
"Châlons-sur-Marne"-properNoun-sme "Châlons-sur-Marne"-properNoun-nob
"Chãlons-sur-Saône"-properNoun-sme "Chãlons-sur-Saône"-properNoun-nob
"Cicero"-properNoun-sme "Cicero"-properNoun-nob
"Cicilie"-properNoun-sme "Cicilie"-properNoun-nob
"Ciehkoaivi"-properNoun-sme "Ciehkoaivi"-properNoun-nob
"Ciekkaluoppal"-properNoun-sme "Ciekkaluoppal"-properNoun-nob
"Cienfuegos"-properNoun-sme "Cienfuegos"-properNoun-nob
"Cievvesuel"-properNoun-sme "Cievvesuel"-properNoun-nob
"Cihcenjárga"-properNoun-sme "Oksebåsneset"-properNoun-nob
"Cihcenjárluokta"-properNoun-sme "Gullsmedvika"-properNoun-nob
"Cihkanjohka"-properNoun-sme "Cihkanjohka"-properNoun-nob
"Cihkanjávri"-properNoun-sme "Cihkanjávri"-properNoun-nob
"Cihkanvuopmi"-properNoun-sme "Cihkanvuopmi"-properNoun-nob
"Cihkanvárri"-properNoun-sme "Sikkafjellet"-properNoun-nob
"Cikkajohka"-properNoun-sme "Cikkajohka"-properNoun-nob
"Cimal"-properNoun-sme "Cimal"-properNoun-nob
"Cimislia"-properNoun-sme "Cimislia"-properNoun-nob
"Cimmanoaivi"-properNoun-sme "Cimmanoaivi"-properNoun-nob
"Cincinnati"-properNoun-sme "Cincinnati"-properNoun-nob
"Cinda"-properNoun-sme "Cinda"-properNoun-nob
"Cindy"-properNoun-sme "Cindy"-properNoun-nob
"Cinema"-properNoun-sme "Cinema"-properNoun-nob
"Cinemania"-properNoun-sme "Cinemania"-properNoun-nob
"Ciprian"-properNoun-sme "Ciprian"-properNoun-nob
"Circa"-properNoun-sme "Circa"-properNoun-nob
"Circus"-properNoun-sme "Circus"-properNoun-nob
