"av"-preposition-swe "af"-preposition-dan
"Gamle Eikjeto"-properNoun-swe "Gamle Eikjeto"-properNoun-dan
"Gamle Enebakkvei"-properNoun-swe "Gamle Enebakkvei"-properNoun-dan
"Gamle Fossumvei"-properNoun-swe "Gamle Fossumvei"-properNoun-dan
"Gamle Glitterudvei"-properNoun-swe "Gamle Glitterudvei"-properNoun-dan
"Gamle Gomsrudvei"-properNoun-swe "Gamle Gomsrudvei"-properNoun-dan
"Gamle Grav vei"-properNoun-swe "Gamle Grav vei"-properNoun-dan
"Gamle Gravåsvegen"-properNoun-swe "Gamle Gravåsvegen"-properNoun-dan
"Gamlegrendåsveien"-properNoun-swe "Gamlegrendåsveien"-properNoun-dan
"Gamlegrensen"-properNoun-swe "Gamlegrensen"-properNoun-dan
"Gamlehagen"-properNoun-swe "Gamlehagen"-properNoun-dan
"Gamlehaugveien"-properNoun-swe "Gamlehaugveien"-properNoun-dan
"Gamle Heggelivei"-properNoun-swe "Gamle Heggelivei"-properNoun-dan
"Gamle Herregårdsvei"-properNoun-swe "Gamle Herregårdsvei"-properNoun-dan
"Gamle Hesjedal"-properNoun-swe "Gamle Hesjedal"-properNoun-dan
"Gamle Hovsetervei"-properNoun-swe "Gamle Hovsetervei"-properNoun-dan
"Gamle Jarenvei"-properNoun-swe "Gamle Jarenvei"-properNoun-dan
"Gamle Jongsåsvei"-properNoun-swe "Gamle Jongsåsvei"-properNoun-dan
"Gamle Kalvedalsveien"-properNoun-swe "Gamle Kalvedalsveien"-properNoun-dan
"Gamle Kirkeveien"-properNoun-swe "Gamle Kirkeveien"-properNoun-dan
"Gamle Kjelsåsvei"-properNoun-swe "Gamle Kjelsåsvei"-properNoun-dan
"Gamle Kjøkkelvikveien"-properNoun-swe "Gamle Kjøkkelvikveien"-properNoun-dan
"Gamle Kongevei"-properNoun-swe "Gamle Kongevei"-properNoun-dan
"Gamle kongevei"-properNoun-swe "Gamle kongevei"-properNoun-dan
"Gamle Leirdalsvei"-properNoun-swe "Gamle Leirdalsvei"-properNoun-dan
"Gamlelinja"-properNoun-swe "Gamlelinja"-properNoun-dan
"Gamle Lommedalsvei"-properNoun-swe "Gamle Lommedalsvei"-properNoun-dan
"Gamle Madserud allé"-properNoun-swe "Gamle Madserud allé"-properNoun-dan
"Gamle Maridalsvei"-properNoun-swe "Gamle Maridalsvei"-properNoun-dan
"Gamle Mathopsveien"-properNoun-swe "Gamle Mathopsveien"-properNoun-dan
"Gamle Nygårdsveien"-properNoun-swe "Gamle Nygårdsveien"-properNoun-dan
"Gamle Nøstegaten"-properNoun-swe "Gamle Nøstegaten"-properNoun-dan
"Gamle Omborsnesvei"-properNoun-swe "Gamle Omborsnesvei"-properNoun-dan
"Gamle Ramnesvei"-properNoun-swe "Gamle Ramnesvei"-properNoun-dan
"Gamle Ringeriksvei"-properNoun-swe "Gamle Ringeriksvei"-properNoun-dan
"Gamle Rognsvei"-properNoun-swe "Gamle Rognsvei"-properNoun-dan
"Gamle Rødvei"-properNoun-swe "Gamle Rødvei"-properNoun-dan
"Gamle Solbergvei"-properNoun-swe "Gamle Solbergvei"-properNoun-dan
"Gamle Steinstøvegen"-properNoun-swe "Gamle Steinstøvegen"-properNoun-dan
"Gamle Strømsvei"-properNoun-swe "Gamle Strømsvei"-properNoun-dan
"Gamle Synningavegen"-properNoun-swe "Gamle Synningavegen"-properNoun-dan
"Gamle Sørlandske"-properNoun-swe "Gamle Sørlandske"-properNoun-dan
"Gamle Tanumvei"-properNoun-swe "Gamle Tanumvei"-properNoun-dan
"Gamle Tennebekksveien"-properNoun-swe "Gamle Tennebekksveien"-properNoun-dan
"Gamletorvet"-properNoun-swe "Gamletorvet"-properNoun-dan
"Gamle Trondheimsveien"-properNoun-swe "Gamle Trondheimsveien"-properNoun-dan
"Gamle Vallevei"-properNoun-swe "Gamle Vallevei"-properNoun-dan
"Gamlevegen"-properNoun-swe "Gamlevegen"-properNoun-dan
"Gamleveien"-properNoun-swe "Gamleveien"-properNoun-dan
"Gamle velodromen"-properNoun-swe "Gamle velodromen"-properNoun-dan
"Gammelveien"-properNoun-swe "Gammelveien"-properNoun-dan
"Gamsevegen"-properNoun-swe "Gamsevegen"-properNoun-dan
"Gandalen"-properNoun-swe "Gandalen"-properNoun-dan
"Gange-Rolvs gate"-properNoun-swe "Gange-Rolvs gate"-properNoun-dan
"Gangstuveien"-properNoun-swe "Gangstuveien"-properNoun-dan
"Gangvegen"-properNoun-swe "Gangvegen"-properNoun-dan
"Gangveien"-properNoun-swe "Gangveien"-properNoun-dan
"Gardeveien"-properNoun-swe "Gardeveien"-properNoun-dan
"Gardtoftveien"-properNoun-swe "Gardtoftveien"-properNoun-dan
"Garmann gate"-properNoun-swe "Garmann gate"-properNoun-dan
"Garnesfjæra"-properNoun-swe "Garnesfjæra"-properNoun-dan
"Garnesmarka"-properNoun-swe "Garnesmarka"-properNoun-dan
"Garnesrenen"-properNoun-swe "Garnesrenen"-properNoun-dan
"Garnesstølen"-properNoun-swe "Garnesstølen"-properNoun-dan
"Garnestangen"-properNoun-swe "Garnestangen"-properNoun-dan
"Garnestona"-properNoun-swe "Garnestona"-properNoun-dan
"Garnestræet"-properNoun-swe "Garnestræet"-properNoun-dan
"Garnesvegen"-properNoun-swe "Garnesvegen"-properNoun-dan
"Garnveien"-properNoun-swe "Garnveien"-properNoun-dan
"Garstadveien"-properNoun-swe "Garstadveien"-properNoun-dan
"Gartnergaten"-properNoun-swe "Gartnergaten"-properNoun-dan
"Gartnerivegen"-properNoun-swe "Gartnerivegen"-properNoun-dan
"Gartnerløkka"-properNoun-swe "Gartnerløkka"-properNoun-dan
"Gartnerveien"-properNoun-swe "Gartnerveien"-properNoun-dan
"Garvergaten"-properNoun-swe "Garvergaten"-properNoun-dan
"Garverigata"-properNoun-swe "Garverigata"-properNoun-dan
"Garver Ytteborgs vei"-properNoun-swe "Garver Ytteborgs vei"-properNoun-dan
"Gatene"-properNoun-swe "Gatene"-properNoun-dan
"Gaupefaret"-properNoun-swe "Gaupefaret"-properNoun-dan
"Gaupevegen"-properNoun-swe "Gaupevegen"-properNoun-dan
"Gaupeveien"-properNoun-swe "Gaupeveien"-properNoun-dan
"Gaupås"-properNoun-swe "Gaupås"-properNoun-dan
"Gaupåsvegen"-properNoun-swe "Gaupåsvegen"-properNoun-dan
"Gaustadalléen"-properNoun-swe "Gaustadalléen"-properNoun-dan
"Gaustadveien"-properNoun-swe "Gaustadveien"-properNoun-dan
"Gauterødveien"-properNoun-swe "Gauterødveien"-properNoun-dan
"Geilene"-properNoun-swe "Geilene"-properNoun-dan
"Geitabotn"-properNoun-swe "Geitabotn"-properNoun-dan
"Geitatangen"-properNoun-swe "Geitatangen"-properNoun-dan
"Geitekleiva"-properNoun-swe "Geitekleiva"-properNoun-dan
"Geiteramsvegen"-properNoun-swe "Geiteramsvegen"-properNoun-dan
"Geiterygg"-properNoun-swe "Geiterygg"-properNoun-dan
"Geithusvegen"-properNoun-swe "Geithusvegen"-properNoun-dan
"Geitmyrsveien"-properNoun-swe "Geitmyrsveien"-properNoun-dan
"Geitskaret"-properNoun-swe "Geitskaret"-properNoun-dan
"Geminiveien"-properNoun-swe "Geminiveien"-properNoun-dan
"General Birchs gate"-properNoun-swe "General Birchs gate"-properNoun-dan
"General Fleichers vei"-properNoun-swe "General Fleichers vei"-properNoun-dan
"General Krohgs vei"-properNoun-swe "General Krohgs vei"-properNoun-dan
"Generallunden"-properNoun-swe "Generallunden"-properNoun-dan
"General Ruges veg"-properNoun-swe "General Ruges veg"-properNoun-dan
"General Ruges vei"-properNoun-swe "General Ruges vei"-properNoun-dan
"Geologsvingen"-properNoun-swe "Geologsvingen"-properNoun-dan
"Georgernes Verft"-properNoun-swe "Georgernes Verft"-properNoun-dan
"Georg Martinsens vei"-properNoun-swe "Georg Martinsens vei"-properNoun-dan
"Gerd Kjølaas' plass"-properNoun-swe "Gerd Kjølaas' plass"-properNoun-dan
"Gerhard Grans vei"-properNoun-swe "Gerhard Grans vei"-properNoun-dan
"Gesellveien"-properNoun-swe "Gesellveien"-properNoun-dan
"Geviret"-properNoun-swe "Geviret"-properNoun-dan
"Gierløw Meyers gate"-properNoun-swe "Gierløw Meyers gate"-properNoun-dan
"Gildbuveien"-properNoun-swe "Gildbuveien"-properNoun-dan
"Gilderhammar"-properNoun-swe "Gilderhammar"-properNoun-dan
"Gildevangen"-properNoun-swe "Gildevangen"-properNoun-dan
"Gilegata"-properNoun-swe "Gilegata"-properNoun-dan
"Giletoppen"-properNoun-swe "Giletoppen"-properNoun-dan
"Giljajuvet"-properNoun-swe "Giljajuvet"-properNoun-dan
"Gimlebakken"-properNoun-swe "Gimlebakken"-properNoun-dan
"Gimle terrasse"-properNoun-swe "Gimle terrasse"-properNoun-dan
"Gimlevegen"-properNoun-swe "Gimlevegen"-properNoun-dan
"Gimleveien"-properNoun-swe "Gimleveien"-properNoun-dan
"Gimmelandsveien"-properNoun-swe "Gimmelandsveien"-properNoun-dan
"Gims"-properNoun-swe "Gims"-properNoun-dan
"Gina Krogs vei"-properNoun-swe "Gina Krogs vei"-properNoun-dan
"Giskehagen"-properNoun-swe "Giskehagen"-properNoun-dan
"Gisle Johnsons plass"-properNoun-swe "Gisle Johnsons plass"-properNoun-dan
"Gisles vei"-properNoun-swe "Gisles vei"-properNoun-dan
"Gisundveien"-properNoun-swe "Gisundveien"-properNoun-dan
"Gjeble Pederssøns gate"-properNoun-swe "Gjeble Pederssøns gate"-properNoun-dan
"Gjekstadveien"-properNoun-swe "Gjekstadveien"-properNoun-dan
"Gjekstadåsveien"-properNoun-swe "Gjekstadåsveien"-properNoun-dan
"Gjelstadveien"-properNoun-swe "Gjelstadveien"-properNoun-dan
"Gjennestadtunet"-properNoun-swe "Gjennestadtunet"-properNoun-dan
"Gjennestadveien"-properNoun-swe "Gjennestadveien"-properNoun-dan
"Gjennomfaret"-properNoun-swe "Gjennomfaret"-properNoun-dan
"Gjenveien"-properNoun-swe "Gjenveien"-properNoun-dan
"Gjerdehaugene"-properNoun-swe "Gjerdehaugene"-properNoun-dan
"Gjerdehaugvegen"-properNoun-swe "Gjerdehaugvegen"-properNoun-dan
"Gjerdesmutten"-properNoun-swe "Gjerdesmutten"-properNoun-dan
"Gjerdevegen"-properNoun-swe "Gjerdevegen"-properNoun-dan
"Gjerdeveien"-properNoun-swe "Gjerdeveien"-properNoun-dan
"Gjerdingsskjenet"-properNoun-swe "Gjerdingsskjenet"-properNoun-dan
"Gjerdrums vei"-properNoun-swe "Gjerdrums vei"-properNoun-dan
"Gjerløwveien"-properNoun-swe "Gjerløwveien"-properNoun-dan
"Gjermundrødveien"-properNoun-swe "Gjermundrødveien"-properNoun-dan
"Gjersetveien"-properNoun-swe "Gjersetveien"-properNoun-dan
"Gjersøeveien"-properNoun-swe "Gjersøeveien"-properNoun-dan
"Gjestvangen"-properNoun-swe "Gjestvangen"-properNoun-dan
"Gjettumkollen"-properNoun-swe "Gjettumkollen"-properNoun-dan
"Gjettumstien"-properNoun-swe "Gjettumstien"-properNoun-dan
"Gjettumtunet"-properNoun-swe "Gjettumtunet"-properNoun-dan
"Gjettumveien"-properNoun-swe "Gjettumveien"-properNoun-dan
"Gjuvsåna"-properNoun-swe "Gjuvsåna"-properNoun-dan
"Gjøas vei"-properNoun-swe "Gjøas vei"-properNoun-dan
"Gjøaveien"-properNoun-swe "Gjøaveien"-properNoun-dan
"Gjøkbakken"-properNoun-swe "Gjøkbakken"-properNoun-dan
"Gjømleåsen"-properNoun-swe "Gjømleåsen"-properNoun-dan
"Gjønnes bru"-properNoun-swe "Gjønnes bru"-properNoun-dan
"Gjønnesjordet"-properNoun-swe "Gjønnesjordet"-properNoun-dan
"Gjønnesskogen"-properNoun-swe "Gjønnesskogen"-properNoun-dan
"Gjønnesveien"-properNoun-swe "Gjønnesveien"-properNoun-dan
"Gjørstads gate"-properNoun-swe "Gjørstads gate"-properNoun-dan
"Gjøte"-properNoun-swe "Gjøte"-properNoun-dan
"Gjøvikgata"-properNoun-swe "Gjøvikgata"-properNoun-dan
"Gjøvik gård"-properNoun-swe "Gjøvik gård"-properNoun-dan
"Glabak"-properNoun-swe "Glabak"-properNoun-dan
"Glacisgata"-properNoun-swe "Glacisgata"-properNoun-dan
"Gladengveien"-properNoun-swe "Gladengveien"-properNoun-dan
"Glads vei"-properNoun-swe "Glads vei"-properNoun-dan
"Gladvoll terrasse"-properNoun-swe "Gladvoll terrasse"-properNoun-dan
"Gladvollveien"-properNoun-swe "Gladvollveien"-properNoun-dan
"Glanutveien"-properNoun-swe "Glanutveien"-properNoun-dan
"Glaskar"-properNoun-swe "Glaskar"-properNoun-dan
"Glasskaret"-properNoun-swe "Glasskaret"-properNoun-dan
"Glasskaråsen"-properNoun-swe "Glasskaråsen"-properNoun-dan
"Glassverksgata"-properNoun-swe "Glassverksgata"-properNoun-dan
"Glassverkveien"-properNoun-swe "Glassverkveien"-properNoun-dan
"Glatveds gate"-properNoun-swe "Glatveds gate"-properNoun-dan
"Gleaveien"-properNoun-swe "Gleaveien"-properNoun-dan
"Glenneveien"-properNoun-swe "Glenneveien"-properNoun-dan
"Glimmersvingen"-properNoun-swe "Glimmersvingen"-properNoun-dan
"Glimmervegen"-properNoun-swe "Glimmervegen"-properNoun-dan
"Glimmerveien"-properNoun-swe "Glimmerveien"-properNoun-dan
"Glitneveien"-properNoun-swe "Glitneveien"-properNoun-dan
"Glitregata"-properNoun-swe "Glitregata"-properNoun-dan
"Glitreveien"-properNoun-swe "Glitreveien"-properNoun-dan
"Glitterudveien"-properNoun-swe "Glitterudveien"-properNoun-dan
"Glittumveien"-properNoun-swe "Glittumveien"-properNoun-dan
"Globusveien"-properNoun-swe "Globusveien"-properNoun-dan
"Glogers vei"-properNoun-swe "Glogers vei"-properNoun-dan
"Glomstuvegen"-properNoun-swe "Glomstuvegen"-properNoun-dan
"Gloppedal"-properNoun-swe "Gloppedal"-properNoun-dan
"Glosebakkveien"-properNoun-swe "Glosebakkveien"-properNoun-dan
"Glovelia"-properNoun-swe "Glovelia"-properNoun-dan
"Gloveveien"-properNoun-swe "Gloveveien"-properNoun-dan
"Gloveåsen"-properNoun-swe "Gloveåsen"-properNoun-dan
"Glückstads gate"-properNoun-swe "Glückstads gate"-properNoun-dan
"Glymje"-properNoun-swe "Glymje"-properNoun-dan
"Glæstadroa"-properNoun-swe "Glæstadroa"-properNoun-dan
"Gløsvågveien"-properNoun-swe "Gløsvågveien"-properNoun-dan
"Gneisvegen"-properNoun-swe "Gneisvegen"-properNoun-dan
"Gneisveien"-properNoun-swe "Gneisveien"-properNoun-dan
"Godals vei"-properNoun-swe "Godals vei"-properNoun-dan
"Godheimveien"-properNoun-swe "Godheimveien"-properNoun-dan
"Godlia parksti"-properNoun-swe "Godlia parksti"-properNoun-dan
"Godliasvingen"-properNoun-swe "Godliasvingen"-properNoun-dan
"Godliaveien"-properNoun-swe "Godliaveien"-properNoun-dan
"Godvikskjenet"-properNoun-swe "Godvikskjenet"-properNoun-dan
"Godviksvingene"-properNoun-swe "Godviksvingene"-properNoun-dan
"Godvikveien"-properNoun-swe "Godvikveien"-properNoun-dan
"Gokstadholmen"-properNoun-swe "Gokstadholmen"-properNoun-dan
"Gokstadryggen"-properNoun-swe "Gokstadryggen"-properNoun-dan
"Gokstadveien"-properNoun-swe "Gokstadveien"-properNoun-dan
"Goksøyr"-properNoun-swe "Goksøyr"-properNoun-dan
"Golfstubben"-properNoun-swe "Golfstubben"-properNoun-dan
"Gomagata"-properNoun-swe "Gomagata"-properNoun-dan
"Gommerudveien"-properNoun-swe "Gommerudveien"-properNoun-dan
"Gomsrud Terrasse"-properNoun-swe "Gomsrud Terrasse"-properNoun-dan
"Gomsrudveien"-properNoun-swe "Gomsrudveien"-properNoun-dan
"Gongeveien"-properNoun-swe "Gongeveien"-properNoun-dan
"Gonvikbakken"-properNoun-swe "Gonvikbakken"-properNoun-dan
"Gopledalsveien"-properNoun-swe "Gopledalsveien"-properNoun-dan
"Gors vei"-properNoun-swe "Gors vei"-properNoun-dan
"Gosen"-properNoun-swe "Gosen"-properNoun-dan
"Gotevollen"-properNoun-swe "Gotevollen"-properNoun-dan
"Gotfred Lies plass"-properNoun-swe "Gotfred Lies plass"-properNoun-dan
"Granalléen"-properNoun-swe "Granalléen"-properNoun-dan
"Granatveien"-properNoun-swe "Granatveien"-properNoun-dan
"Granbakken"-properNoun-swe "Granbakken"-properNoun-dan
"Granbergstubben"-properNoun-swe "Granbergstubben"-properNoun-dan
"Granborgveien"-properNoun-swe "Granborgveien"-properNoun-dan
"Grandeveien"-properNoun-swe "Grandeveien"-properNoun-dan
"Grandfjæra"-properNoun-swe "Grandfjæra"-properNoun-dan
"Grandvegen"-properNoun-swe "Grandvegen"-properNoun-dan
"Granebakken"-properNoun-swe "Granebakken"-properNoun-dan
"Granerødveien"-properNoun-swe "Granerødveien"-properNoun-dan
"Granfossbakken"-properNoun-swe "Granfossbakken"-properNoun-dan
"Granfoss vest"-properNoun-swe "Granfoss vest"-properNoun-dan
"Granheimtunet"-properNoun-swe "Granheimtunet"-properNoun-dan
"Granheimveien"-properNoun-swe "Granheimveien"-properNoun-dan
"Granhekkveien"-properNoun-swe "Granhekkveien"-properNoun-dan
"Granholmlia"-properNoun-swe "Granholmlia"-properNoun-dan
"Granholmveien"-properNoun-swe "Granholmveien"-properNoun-dan
"Granholtet"-properNoun-swe "Granholtet"-properNoun-dan
"Granittvegen"-properNoun-swe "Granittvegen"-properNoun-dan
"Granittveien"-properNoun-swe "Granittveien"-properNoun-dan
"Grankollveien"-properNoun-swe "Grankollveien"-properNoun-dan
"Grankvisten"-properNoun-swe "Grankvisten"-properNoun-dan
"Granlia"-properNoun-swe "Granlia"-properNoun-dan
"Granlien"-properNoun-swe "Granlien"-properNoun-dan
"Granliveien"-properNoun-swe "Granliveien"-properNoun-dan
"Granlyveien"-properNoun-swe "Granlyveien"-properNoun-dan
"Grannestien"-properNoun-swe "Grannestien"-properNoun-dan
"Gransdalen"-properNoun-swe "Gransdalen"-properNoun-dan
"Granstangen"-properNoun-swe "Granstangen"-properNoun-dan
"Granstien"-properNoun-swe "Granstien"-properNoun-dan
"Granstuveien"-properNoun-swe "Granstuveien"-properNoun-dan
"Gransveien"-properNoun-swe "Gransveien"-properNoun-dan
"Grantunet"-properNoun-swe "Grantunet"-properNoun-dan
"Granveien"-properNoun-swe "Granveien"-properNoun-dan
"Granåsen"-properNoun-swe "Granåsen"-properNoun-dan
"Grasdal"-properNoun-swe "Grasdal"-properNoun-dan
"Grasmyrveien"-properNoun-swe "Grasmyrveien"-properNoun-dan
"Grasskaret"-properNoun-swe "Grasskaret"-properNoun-dan
"Grasveien"-properNoun-swe "Grasveien"-properNoun-dan
"Gratishaugen"-properNoun-swe "Gratishaugen"-properNoun-dan
"Gravdalsbakken"-properNoun-swe "Gravdalsbakken"-properNoun-dan
"Gravdalspollen"-properNoun-swe "Gravdalspollen"-properNoun-dan
"Gravdalsveien"-properNoun-swe "Gravdalsveien"-properNoun-dan
"Gravenfossveien"-properNoun-swe "Gravenfossveien"-properNoun-dan
"Gravenveien"-properNoun-swe "Gravenveien"-properNoun-dan
"Gravlundvegen"-properNoun-swe "Gravlundvegen"-properNoun-dan
"Grav Skolevei"-properNoun-swe "Grav Skolevei"-properNoun-dan
"Gravåsvegen"-properNoun-swe "Gravåsvegen"-properNoun-dan
"Grefsen allé"-properNoun-swe "Grefsen allé"-properNoun-dan
"Grefsenkollveien"-properNoun-swe "Grefsenkollveien"-properNoun-dan
"Grefsentunet"-properNoun-swe "Grefsentunet"-properNoun-dan
"Grefsenveien"-properNoun-swe "Grefsenveien"-properNoun-dan
"Gregers Grams vei"-properNoun-swe "Gregers Grams vei"-properNoun-dan
"Greinveien"-properNoun-swe "Greinveien"-properNoun-dan
"Grenaderveien"-properNoun-swe "Grenaderveien"-properNoun-dan
"Grendals gate"-properNoun-swe "Grendals gate"-properNoun-dan
"Grendatunvegen"-properNoun-swe "Grendatunvegen"-properNoun-dan
"Grengangen"-properNoun-swe "Grengangen"-properNoun-dan
"Grensefaret"-properNoun-swe "Grensefaret"-properNoun-dan
"Grensegata"-properNoun-swe "Grensegata"-properNoun-dan
"Grensegaten"-properNoun-swe "Grensegaten"-properNoun-dan
"Grensegrenden"-properNoun-swe "Grensegrenden"-properNoun-dan
"Grensen"-properNoun-swe "Grensen"-properNoun-dan
"Grensen"-properNoun-swe "Grensen"-properNoun-dan
"Grensestien"-properNoun-swe "Grensestien"-properNoun-dan
"Grensesvingen"-properNoun-swe "Grensesvingen"-properNoun-dan
"Grenseveien"-properNoun-swe "Grenseveien"-properNoun-dan
"Gresshoppeveien"-properNoun-swe "Gresshoppeveien"-properNoun-dan
"Grete Waitz' plass"-properNoun-swe "Grete Waitz' plass"-properNoun-dan
"Grethesvei"-properNoun-swe "Grethesvei"-properNoun-dan
"Grethes vei"-properNoun-swe "Grethes vei"-properNoun-dan
"Grevesvingen"-properNoun-swe "Grevesvingen"-properNoun-dan
"Greveveien"-properNoun-swe "Greveveien"-properNoun-dan
"Greveveien"-properNoun-swe "Greveveien"-properNoun-dan
"Grevinneveien"-properNoun-swe "Grevinneveien"-properNoun-dan
"Grevlingbakken"-properNoun-swe "Grevlingbakken"-properNoun-dan
"Grevlinglia"-properNoun-swe "Grevlinglia"-properNoun-dan
"Grevlingveien"-properNoun-swe "Grevlingveien"-properNoun-dan
"Grevlingåsen"-properNoun-swe "Grevlingåsen"-properNoun-dan
"Grev Wedels gate"-properNoun-swe "Grev Wedels gate"-properNoun-dan
"Grev Wedels plass"-properNoun-swe "Grev Wedels plass"-properNoun-dan
"Griegs gate"-properNoun-swe "Griegs gate"-properNoun-dan
"Griffenfeldts gate"-properNoun-swe "Griffenfeldts gate"-properNoun-dan
"Griffenfeldts gate"-properNoun-swe "Griffenfeldts gate"-properNoun-dan
"Grillstad"-properNoun-swe "Grillstad"-properNoun-dan
"Grimelundshaugen"-properNoun-swe "Grimelundshaugen"-properNoun-dan
"Grimelundsveien"-properNoun-swe "Grimelundsveien"-properNoun-dan
"Grimestadveien"-properNoun-swe "Grimestadveien"-properNoun-dan
"Grimseiddalen"-properNoun-swe "Grimseiddalen"-properNoun-dan
"Grimseidholmen"-properNoun-swe "Grimseidholmen"-properNoun-dan
"Grimseidvegen"-properNoun-swe "Grimseidvegen"-properNoun-dan
"Grimseidåsen"-properNoun-swe "Grimseidåsen"-properNoun-dan
"Grimstadgata"-properNoun-swe "Grimstadgata"-properNoun-dan
"Grimstadholmen"-properNoun-swe "Grimstadholmen"-properNoun-dan
"Grimstadneset"-properNoun-swe "Grimstadneset"-properNoun-dan
"Grimstadvegen"-properNoun-swe "Grimstadvegen"-properNoun-dan
"Grindaberget"-properNoun-swe "Grindaberget"-properNoun-dan
"Grindbakken"-properNoun-swe "Grindbakken"-properNoun-dan
"Grindhaugvegen"-properNoun-swe "Grindhaugvegen"-properNoun-dan
"Grindholmen"-properNoun-swe "Grindholmen"-properNoun-dan
"Grindholmveien"-properNoun-swe "Grindholmveien"-properNoun-dan
"Grindstuplassen"-properNoun-swe "Grindstuplassen"-properNoun-dan
"Grindstuveien"-properNoun-swe "Grindstuveien"-properNoun-dan
"Grinibråten"-properNoun-swe "Grinibråten"-properNoun-dan
"Grinidammen"-properNoun-swe "Grinidammen"-properNoun-dan
"Grinilunden"-properNoun-swe "Grinilunden"-properNoun-dan
"Grini Næringspark"-properNoun-swe "Grini Næringspark"-properNoun-dan
"Grinistubben"-properNoun-swe "Grinistubben"-properNoun-dan
"Griniveien"-properNoun-swe "Griniveien"-properNoun-dan
"Gripveien"-properNoun-swe "Gripveien"-properNoun-dan
"Grobstokkveien"-properNoun-swe "Grobstokkveien"-properNoun-dan
"Gromstadveien"-properNoun-swe "Gromstadveien"-properNoun-dan
"Grorudbakken"-properNoun-swe "Grorudbakken"-properNoun-dan
"Grorudenga"-properNoun-swe "Grorudenga"-properNoun-dan
"Grorudhaugen"-properNoun-swe "Grorudhaugen"-properNoun-dan
"Grorudveien"-properNoun-swe "Grorudveien"-properNoun-dan
"Grosvoldveien"-properNoun-swe "Grosvoldveien"-properNoun-dan
"Grottenveien"-properNoun-swe "Grottenveien"-properNoun-dan
"Grubbebakken"-properNoun-swe "Grubbebakken"-properNoun-dan
"Grubbegata"-properNoun-swe "Grubbegata"-properNoun-dan
"Grubbestadveien"-properNoun-swe "Grubbestadveien"-properNoun-dan
"Grubesandveien"-properNoun-swe "Grubesandveien"-properNoun-dan
"Gruegata"-properNoun-swe "Gruegata"-properNoun-dan
"Grunden"-properNoun-swe "Grunden"-properNoun-dan
"Grundingen"-properNoun-swe "Grundingen"-properNoun-dan
"Grungbakken"-properNoun-swe "Grungbakken"-properNoun-dan
"Grunnane"-properNoun-swe "Grunnane"-properNoun-dan
"Grunnsundveien"-properNoun-swe "Grunnsundveien"-properNoun-dan
"Grunnvikveien"-properNoun-swe "Grunnvikveien"-properNoun-dan
"Grusveien"-properNoun-swe "Grusveien"-properNoun-dan
"Gruvelia"-properNoun-swe "Gruvelia"-properNoun-dan
"Gruvemyra"-properNoun-swe "Gruvemyra"-properNoun-dan
"Gruveveien"-properNoun-swe "Gruveveien"-properNoun-dan
"Grüners gate"-properNoun-swe "Grüners gate"-properNoun-dan
"Grünerstubben"-properNoun-swe "Grünerstubben"-properNoun-dan
"Grünings løkke"-properNoun-swe "Grünings løkke"-properNoun-dan
"Grynmølleveien"-properNoun-swe "Grynmølleveien"-properNoun-dan
"Grytbakka"-properNoun-swe "Grytbakka"-properNoun-dan
"Grytebekkveien"-properNoun-swe "Grytebekkveien"-properNoun-dan
"Gryteløkka"-properNoun-swe "Gryteløkka"-properNoun-dan
"Grytestien"-properNoun-swe "Grytestien"-properNoun-dan
"Gryteveien"-properNoun-swe "Gryteveien"-properNoun-dan
"Grytingenveien"-properNoun-swe "Grytingenveien"-properNoun-dan
"Grøgårds gate"-properNoun-swe "Grøgårds gate"-properNoun-dan
"Grøndahls vei"-properNoun-swe "Grøndahls vei"-properNoun-dan
"Grønlandskroken"-properNoun-swe "Grønlandskroken"-properNoun-dan
"Grønlandsleiret"-properNoun-swe "Grønlandsleiret"-properNoun-dan
"Grønlands torg"-properNoun-swe "Grønlands torg"-properNoun-dan
"Grønlibakken"-properNoun-swe "Grønlibakken"-properNoun-dan
"Grønliesgate"-properNoun-swe "Grønliesgate"-properNoun-dan
"Grønlikleiva"-properNoun-swe "Grønlikleiva"-properNoun-dan
"Grønliveien"-properNoun-swe "Grønliveien"-properNoun-dan
"Grønmoveien"-properNoun-swe "Grønmoveien"-properNoun-dan
"Grønnegata"-properNoun-swe "Grønnegata"-properNoun-dan
"Grønnegaten"-properNoun-swe "Grønnegaten"-properNoun-dan
"Grønnegrend"-properNoun-swe "Grønnegrend"-properNoun-dan
"Grønnesmauet"-properNoun-swe "Grønnesmauet"-properNoun-dan
"Grønnestølsbakken"-properNoun-swe "Grønnestølsbakken"-properNoun-dan
"Grønnestølslien"-properNoun-swe "Grønnestølslien"-properNoun-dan
"Grønnestølstunet"-properNoun-swe "Grønnestølstunet"-properNoun-dan
"Grønnestølsveien"-properNoun-swe "Grønnestølsveien"-properNoun-dan
"Grønnevollen"-properNoun-swe "Grønnevollen"-properNoun-dan
"Grønnlien"-properNoun-swe "Grønnlien"-properNoun-dan
"Grønnligata"-properNoun-swe "Grønnligata"-properNoun-dan
"Grønskjeret"-properNoun-swe "Grønskjeret"-properNoun-dan
"Grønsundveien"-properNoun-swe "Grønsundveien"-properNoun-dan
"Grønvolds gate"-properNoun-swe "Grønvolds gate"-properNoun-dan
