"10a"-adjective-epo "Xème"-adjective-fra
"malkompleta"-adjective-epo "fragmentaire"-adjective-fra
"malkompleta"-adjective-epo "inachevé"-adjective-fra
"malkompleta"-adjective-epo "incomplet"-adjective-fra
"malkompleta"-adjective-epo "partiel"-adjective-fra
"malkomponi"-verb-epo "décomposer"-verb-fra
"malkomponi"-verb-epo "désagréger"-verb-fra
"malkomponi"-verb-epo "disloquer"-verb-fra
"malkomponi"-verb-epo "disséquer"-verb-fra
"malkomponi"-verb-epo "scinder"-verb-fra
"malkomponiĝi"-verb-epo "décomposer"-verb-fra
"malkomponiĝi"-verb-epo "désagréger"-verb-fra
"malkomponiĝi"-verb-epo "disloquer"-verb-fra
"malkomponiĝi"-verb-epo "disséquer"-verb-fra
"malkomponiĝi"-verb-epo "scinder"-verb-fra
"malkomprenebla"-adjective-epo "impardonnable"-adjective-fra
"malkomprenebla"-adjective-epo "incompréhensible"-adjective-fra
"malkomprenebla"-adjective-epo "inexcusable"-adjective-fra
"malkomprenebla"-adjective-epo "inexplicable"-adjective-fra
"malkomprenebla"-adjective-epo "inintelligible"-adjective-fra
"malkompreneble"-adverb-epo "impardonnablement"-adverb-fra
"malkompreneble"-adverb-epo "incompréhensiblement"-adverb-fra
"malkompreneble"-adverb-epo "inexcusablement"-adverb-fra
"malkompreneble"-adverb-epo "inintelligiblement"-adverb-fra
"malkompreno"-noun-epo "incompréhension"-noun-fra
"malkompreno"-noun-epo "mésentente"-noun-fra
"malkoncentri"-verb-epo "déconcentrer"-verb-fra
"malkoncentri"-verb-epo "délayer"-verb-fra
"malkoncentri"-verb-epo "allonger"-verb-fra
"malkoncentri"-verb-epo "couper"-verb-fra
"malkoncentri"-verb-epo "décentraliser"-verb-fra
"malkoncentri"-verb-epo "diluer"-verb-fra
"malkoncentri"-verb-epo "étendre"-verb-fra
"malkondamni"-verb-epo "blanchir"-verb-fra
"malkondamni"-verb-epo "disculper"-verb-fra
"malkondamni"-verb-epo "innocenter"-verb-fra
"malkondamni"-verb-epo "absoudre"-verb-fra
"malkondamni"-verb-epo "acquitter"-verb-fra
"malkonekti"-verb-epo "débrancher"-verb-fra
"malkonekti"-verb-epo "déconnecter"-verb-fra
"malkonfesi"-verb-epo "désavouer"-verb-fra
"malkonfesi"-verb-epo "renier"-verb-fra
"malkonfesi"-verb-epo "abjurer"-verb-fra
"malkonfesi"-verb-epo "dénier"-verb-fra
"malkonfesi"-verb-epo "nier"-verb-fra
"malkonfesi"-verb-epo "récuser"-verb-fra
"malkonfesi"-verb-epo "répudier"-verb-fra
"malkonfidema"-adjective-epo "défiant"-adjective-fra
"malkonfidema"-adjective-epo "méfiant"-adjective-fra
"malkonfidema"-adjective-epo "soupçonneux"-adjective-fra
"malkonfideme"-adverb-epo "soupçonneusement"-adverb-fra
"malkonfidi"-verb-epo "douter"-verb-fra
"malkonfidi"-verb-epo "avoir de la défiance"-verb-fra
"malkonfidi"-verb-epo "défier"-verb-fra
"malkonfidi"-verb-epo "garder"-verb-fra
"malkonfidi"-verb-epo "méfier"-verb-fra
"malkonfido"-noun-epo "défiance"-noun-fra
"malkonfido"-noun-epo "méfiance"-noun-fra
"malkonfido"-noun-epo "réserve"-noun-fra
"malkonfirmi"-verb-epo "démentir"-verb-fra
"malkonfirmi"-verb-epo "réfuter"-verb-fra
"malkonfirmi"-verb-epo "contester"-verb-fra
"malkonfirmi"-verb-epo "infirmer"-verb-fra
"malkonfirmi"-verb-epo "récuser"-verb-fra
"malkonkordigi"-verb-epo "brouiller"-verb-fra
"malkonsili"-verb-epo "déconseiller"-verb-fra
"malkonstrui"-verb-epo "démanteler"-verb-fra
"malkonstrui"-verb-epo "démolir"-verb-fra
"malkonstrui"-verb-epo "abattre"-verb-fra
"malkonstrui"-verb-epo "détruire"-verb-fra
"malkonstruo"-noun-epo "démantèlement"-noun-fra
"malkonstruo"-noun-epo "démolition"-noun-fra
"malkontenta"-adjective-epo "inassouvi"-adjective-fra
"malkontenta"-adjective-epo "mécontent"-adjective-fra
"malkontentigi"-verb-epo "mécontenter"-verb-fra
"malkontento"-noun-epo "mécontentement"-noun-fra
"malkontentulo"-noun-epo "mécontent"-noun-fra
"malkonvena"-adjective-epo "inapproprié"-adjective-fra
"malkonvena"-adjective-epo "inconvenant"-adjective-fra
"malkonvena"-adjective-epo "non fondé"-adjective-fra
"malkonvenaĵo"-noun-epo "incorrection"-noun-fra
"malkonverĝa"-adjective-epo "divergent"-adjective-fra
"malkonverĝi"-verb-epo "diverger"-verb-fra
"malkonverĝo"-noun-epo "divergence"-noun-fra
"malkorekta"-adjective-epo "erroné"-adjective-fra
"malkorekta"-adjective-epo "incorrect"-adjective-fra
"malkorekte"-adverb-epo "incorrectement"-adverb-fra
"malkovri"-verb-epo "découvrir"-verb-fra
"malkovri"-verb-epo "révéler"-verb-fra
"malkovro"-noun-epo "découverte"-noun-fra
"malkreditigi"-verb-epo "discréditer"-verb-fra
"malkreskado"-noun-epo "décroissance"-noun-fra
"malkreskanta"-adjective-epo "décroissant"-adjective-fra
"malkreski"-verb-epo "décroître"-verb-fra
"malkreski"-verb-epo "diminuer"-verb-fra
"malkresko"-noun-epo "décroissance"-noun-fra
"malkresko"-noun-epo "diminution"-noun-fra
"malkristanigi"-verb-epo "déchristianiser"-verb-fra
"malkristaniĝi"-verb-epo "déchristianiser"-verb-fra
"malkristanigo"-noun-epo "déchristianisation"-noun-fra
"malkristaniĝo"-noun-epo "déchristianisation"-noun-fra
"malkroĉi"-verb-epo "décrocher"-verb-fra
"malkruda"-adjective-epo "raffiné"-adjective-fra
"malkudri"-verb-epo "découdre"-verb-fra
"malkulmino"-noun-epo "fond"-noun-fra
"malkulmino"-noun-epo "marasme"-noun-fra
"malkunigado"-noun-epo "démultiplexage"-noun-fra
"malkunigebla"-adjective-epo "dissociable"-adjective-fra
"malkunigeble"-adverb-epo "dissociablement"-adverb-fra
"malkunigi"-verb-epo "désunir"-verb-fra
"malkunigi"-verb-epo "dissocier"-verb-fra
"malkunigi"-verb-epo "démultiplexer"-verb-fra
"malkunigilo"-noun-epo "démultiplexeur"-noun-fra
"malkunigo"-noun-epo "dissociation"-noun-fra
"malkuniĝo"-noun-epo "dissociation"-noun-fra
"malkunprema"-adjective-epo "décompresseur"-adjective-fra
"malkunpremado"-noun-epo "décompression"-noun-fra
"malkunpremi"-verb-epo "décompresser"-verb-fra
"malkunpremilo"-noun-epo "décompresseur"-noun-fra
"malkunpremo"-noun-epo "décompression"-noun-fra
"malkuraĝa"-adjective-epo "lâche"-adjective-fra
"malkuraĝulo"-noun-epo "lâche"-noun-fra
"malkvieta"-adjective-epo "agité"-adjective-fra
"malkvieta"-adjective-epo "excité"-adjective-fra
"mallaborema"-adjective-epo "paresseux"-adjective-fra
"mallaboreme"-adverb-epo "paresseusement"-adverb-fra
"mallaboremo"-noun-epo "paresse"-noun-fra
"mallaboremulo"-noun-epo "paresseux"-noun-fra
"mallakso"-noun-epo "constipation"-noun-fra
"mallarĝa"-adjective-epo "étroit"-adjective-fra
"mallarĝa"-adjective-epo "exigu"-adjective-fra
"mallarĝa"-adjective-epo "limité"-adjective-fra
"mallarĝa"-adjective-epo "mince"-adjective-fra
"mallarĝe"-adverb-epo "étroitement"-adverb-fra
"mallarĝeco"-noun-epo "exiguïté"-noun-fra
"mallarĝo"-noun-epo "exiguïté"-noun-fra
"mallaŭdi"-verb-epo "désapprouver"-verb-fra
"mallaŭta"-adjective-epo "faible"-adjective-fra
"mallaŭte"-adverb-epo "bas"-adverb-fra
"mallaŭte"-adverb-epo "faiblement"-adverb-fra
"mallaŭtigi"-verb-epo "affaiblir"-verb-fra
"mallerta"-adjective-epo "maladroit"-adjective-fra
"mallerta"-adjective-epo "malhabile"-adjective-fra
"mallerta"-adjective-epo "gauche"-adjective-fra
"mallerte"-adverb-epo "malhabilement"-adverb-fra
"mallerteco"-noun-epo "maladresse"-noun-fra
"mallevi"-verb-epo "baisser"-verb-fra
"malleviĝi"-verb-epo "abaisser"-verb-fra
"malleviĝo"-noun-epo "abaissement"-noun-fra
"mallibera"-adjective-epo "captif"-adjective-fra
"mallibera"-adjective-epo "prisonnier"-adjective-fra
"mallibera"-adjective-epo "privé de liberté"-adjective-fra
"mallibereja gardisto"-noun-epo "gouverneur"-noun-fra
"malliberejo"-noun-epo "prison"-noun-fra
"malliberejo"-noun-epo "maison d'arrêt"-noun-fra
"malliberigi"-verb-epo "emprisonner"-verb-fra
"malliberigi"-verb-epo "incarcérer"-verb-fra
"malliberigo"-noun-epo "emprisonnement"-noun-fra
"malliberiĝo"-noun-epo "emprisonnement"-noun-fra
"malliberulo"-noun-epo "captif"-noun-fra
"malliberulo"-noun-epo "prisonnier"-noun-fra
"malligi"-verb-epo "délier"-verb-fra
"mallogi"-verb-epo "dégouter"-verb-fra
"mallogi"-verb-epo "repousser"-verb-fra
"mallojala"-adjective-epo "déloyal"-adjective-fra
"mallojala"-adjective-epo "parjure"-adjective-fra
"mallojala"-adjective-epo "perfide"-adjective-fra
"malloka reto"-noun-epo "réseau étendu"-noun-fra
"malloka reto"-noun-epo "WAN"-noun-fra
"mallonga"-adjective-epo "bref"-adjective-fra
"mallonga"-adjective-epo "court"-adjective-fra
"mallonge"-adverb-epo "bref"-adverb-fra
"mallonge"-adverb-epo "brèvement"-adverb-fra
"mallonge"-adverb-epo "brièvement"-adverb-fra
"mallongigi"-verb-epo "abréger"-verb-fra
"mallongigi"-verb-epo "écourter"-verb-fra
"mallongigi"-verb-epo "raccourcir"-verb-fra
"mallongigita cikloido"-noun-epo "cycloïde raccourcie"-noun-fra
"mallongigita epicikloido"-noun-epo "épicycloïde raccourcie"-noun-fra
"mallongigita hipocikloido"-noun-epo "hypocycloïde raccourcie"-noun-fra
"mallongigo"-noun-epo "abréviation"-noun-fra
"malluksa"-adjective-epo "indigent"-adjective-fra
"malluksa"-adjective-epo "pauvre"-adjective-fra
"malluma"-adjective-epo "obscur"-adjective-fra
"mallumigi"-verb-epo "obscurcir"-verb-fra
"mallumo"-noun-epo "obscurité"-noun-fra
"mallumo"-noun-epo "noir"-noun-fra
"Malmedy"-properNoun-epo "Malmedy"-properNoun-fra
"malmergiĝo"-noun-epo "émergence"-noun-fra
"malmiksi"-verb-epo "débrouiller"-verb-fra
"malmiksi"-verb-epo "démêler"-verb-fra
"malmilda"-adjective-epo "dur"-adjective-fra
"malmiopa"-adjective-epo "hypermétrope"-adjective-fra
"malmiopulo"-noun-epo "hypermétrope"-noun-fra
"malmodera"-adjective-epo "outré"-adjective-fra
"malmodera"-adjective-epo "excessif"-adjective-fra
"malmodera"-adjective-epo "immodéré"-adjective-fra
"malmodulado"-noun-epo "démodulation"-noun-fra
"malmoduli"-verb-epo "démoduler"-verb-fra
"malmodulilo"-noun-epo "démodulateur"-noun-fra
"malmola"-adjective-epo "dur"-adjective-fra
"malmoleco"-noun-epo "dureté"-noun-fra
"malmolnuka"-adjective-epo "obstiné"-adjective-fra
"malmolnuka"-adjective-epo "intransigeant"-adjective-fra
"malmulta"-adjective-epo "peu de"-adjective-fra
"malmulte"-adverb-epo "peu"-adverb-fra
"malmulte"-adverb-epo "peu de chose"-adverb-fra
"malmulte da"-preposition-epo "peu de"-preposition-fra
"malmultiĝi"-verb-epo "décliner"-verb-fra
"malmultiĝi"-verb-epo "décroître"-verb-fra
"malmultiĝi"-verb-epo "raréfier"-verb-fra
"malmultipleksado"-noun-epo "démultiplexage"-noun-fra
"malmultipleksi"-verb-epo "démultiplexer"-verb-fra
"malmultipleksilo"-noun-epo "démultiplexeur"-noun-fra
"malmunti"-verb-epo "démonter"-verb-fra
"malmunti"-verb-epo "désassembler"-verb-fra
"malmunti"-verb-epo "disjoindre"-verb-fra
"malnepra"-adjective-epo "accidentel"-adjective-fra
"malnepra"-adjective-epo "facultatif"-adjective-fra
"malnepra"-adjective-epo "optionnel"-adjective-fra
"malnepraĵo"-noun-epo "accessoire"-noun-fra
"malnepre"-adverb-epo "facultativement"-adverb-fra
"malneta nacia produkto"-noun-epo "produit national brut"-noun-fra
"malneta nacia produkto"-noun-epo "PNB"-noun-fra
"malneto"-noun-epo "brouillon"-noun-fra
"malnobla"-adjective-epo "ignoble"-adjective-fra
"malnobla"-adjective-epo "lâche"-adjective-fra
"malnoblaĵo"-noun-epo "infamie"-noun-fra
"malnoble"-adverb-epo "ignoblement"-adverb-fra
"malnoblega"-adjective-epo "infâme"-adjective-fra
"malnoblege"-adverb-epo "infâmement"-adverb-fra
"malnobliga"-adjective-epo "dégrandant"-adjective-fra
"malnobligo"-noun-epo "dégradation"-noun-fra
"malnobliĝo"-noun-epo "dégradation"-noun-fra
"malnoblulo"-noun-epo "lâche"-noun-fra
"malnomada"-adjective-epo "sédentaire"-adjective-fra
"malnomado"-noun-epo "sédentaire"-noun-fra
"malnova"-adjective-epo "ancien"-adjective-fra
"malnova"-adjective-epo "vieil"-adjective-fra
"malnova"-adjective-epo "vieux"-adjective-fra
"Malnova Mondo"-properNoun-epo "Ancien Monde"-properNoun-fra
"Malnova Testamento"-properNoun-epo "Ancien Testament"-properNoun-fra
"malobeado"-noun-epo "désobédience"-noun-fra
"malobeado"-noun-epo "désobéissance"-noun-fra
"malobeema"-adjective-epo "désobéissant"-adjective-fra
"malobeemo"-noun-epo "désobéissance"-noun-fra
"malobei"-verb-epo "désobéir"-verb-fra
"malobeo"-noun-epo "désobéissance"-noun-fra
"malobeo"-noun-epo "violation"-noun-fra
"malobservi"-verb-epo "enfreindre"-verb-fra
"malobservi"-verb-epo "transgresser"-verb-fra
"malobservi"-verb-epo "violer"-verb-fra
"malobservo"-noun-epo "infraction"-noun-fra
"malofta"-adjective-epo "rare"-adjective-fra
"maloftaĵo"-noun-epo "rareté"-noun-fra
"malofte"-adverb-epo "rarement"-adverb-fra
"maloftiĝi"-verb-epo "raréfier"-verb-fra
"malokupi"-verb-epo "retirer de"-verb-fra
"malokupi"-verb-epo "évacuer"-verb-fra
"maloportuna"-adjective-epo "inopportun"-adjective-fra
"maloportuna"-adjective-epo "intempestif"-adjective-fra
"maloportuna"-adjective-epo "incommode"-adjective-fra
"maloportunaĵo"-noun-epo "embarras"-noun-fra
"maloportunaĵo"-noun-epo "inconvénient"-noun-fra
"maloportune"-adverb-epo "hors de propos"-adverb-fra
"maloportune"-adverb-epo "intempestivement"-adverb-fra
"maloportune"-adverb-epo "incommodement"-adverb-fra
"maloportuni"-verb-epo "encombrer"-verb-fra
"maloportuni"-verb-epo "importuner"-verb-fra
"malordigi"-verb-epo "brouiller"-verb-fra
"malordigi"-verb-epo "déranger"-verb-fra
"malordigi"-verb-epo "désorganiser"-verb-fra
"malordo"-noun-epo "désordre"-noun-fra
"malordo"-noun-epo "trouble"-noun-fra
"malorganizado"-noun-epo "désorganisation"-noun-fra
"malorganizi"-verb-epo "désorganiser"-verb-fra
"malorganizo"-noun-epo "désorganisation"-noun-fra
"malorienti"-verb-epo "désorienter"-verb-fra
"malpacema"-adjective-epo "querelleur"-adjective-fra
"malpacema"-adjective-epo "vindicatif"-adjective-fra
"malpaceme"-adverb-epo "vindicativement"-adverb-fra
"malpacemulo"-noun-epo "querelleur"-noun-fra
"malpaceto"-noun-epo "brouille"-noun-fra
"malpaceto"-noun-epo "chamaillerie"-noun-fra
"malpaci"-verb-epo "disputer"-verb-fra
"malpaci"-verb-epo "quereller"-verb-fra
"malpacienca"-adjective-epo "impatient"-adjective-fra
"malpaciĝi"-verb-epo "entrer en conflit"-verb-fra
"malpaciĝi"-verb-epo "prendre de querelle"-verb-fra
"malpaco"-noun-epo "conflit"-noun-fra
"malperfekta"-adjective-epo "imparfait"-adjective-fra
"malpermesi"-verb-epo "interdire"-verb-fra
"malpermesi"-verb-epo "défendre"-verb-fra
"malpermeso"-noun-epo "interdiction"-noun-fra
"malpermeso"-noun-epo "prohibition"-noun-fra
"malpersvada"-adjective-epo "dissuasif"-adjective-fra
"malpersvade"-adverb-epo "dissuasivement"-adverb-fra
"malpersvadi"-verb-epo "dissuader"-verb-fra
"malpersvado"-noun-epo "dissuasion"-noun-fra
"malpeza"-adjective-epo "léger"-adjective-fra
"malpezigi"-verb-epo "soulager"-verb-fra
"malpeziĝo"-noun-epo "allégement"-noun-fra
"malpia"-adjective-epo "impie"-adjective-fra
"malpia"-adjective-epo "païen"-adjective-fra
"malpia"-adjective-epo "sacrilège"-adjective-fra
"malpiaĵo"-noun-epo "impiété"-noun-fra
"malpieco"-noun-epo "impiété"-noun-fra
"malpiulo"-noun-epo "impie"-noun-fra
"malpiulo"-noun-epo "impie"-noun-fra
"malplaĉi"-verb-epo "déplaire"-verb-fra
"malplena"-adjective-epo "vide"-adjective-fra
"malplena aro"-noun-epo "ensemble vide"-noun-fra
"malplenigi"-verb-epo "évider"-verb-fra
"malplenigi"-verb-epo "vider"-verb-fra
"malplenumi"-verb-epo "omettre"-verb-fra
"malplenumi"-verb-epo "négliger"-verb-fra
"malplenumi"-verb-epo "faillir"-verb-fra
"malpli"-adverb-epo "moins"-adverb-fra
"malpligravigi"-verb-epo "minimiser"-verb-fra
"malpliigi"-verb-epo "réduire"-verb-fra
"malpliigi"-verb-epo "restreindre"-verb-fra
"malpliiĝi"-verb-epo "diminuer"-verb-fra
"malpliiĝi"-verb-epo "faiblir"-verb-fra
"malpliigo"-noun-epo "diminution"-noun-fra
"malpliiĝo"-noun-epo "diminution"-noun-fra
"malplimulta"-adjective-epo "minoritaire"-adjective-fra
"malplimulte"-adverb-epo "minoritairement"-adverb-fra
"malplimulto"-noun-epo "minorité"-noun-fra
"malplipeziĝi"-verb-epo "amaigrir"-verb-fra
"malpopulara"-adjective-epo "impopulaire"-adjective-fra
"malprava"-adjective-epo "qui a tort"-adjective-fra
"malpravi"-verb-epo "avoir tort"-verb-fra
"malpreciza"-adjective-epo "imprécis"-adjective-fra
"malpreciza"-adjective-epo "flou"-adjective-fra
"malpretendi"-verb-epo "renoncer à"-verb-fra
"malprofanigi"-verb-epo "initier"-verb-fra
"malprofito"-noun-epo "dépens"-noun-fra
"malprofito"-noun-epo "perte"-noun-fra
"malprofunda"-adjective-epo "peu profond"-adjective-fra
"malprofunda"-adjective-epo "superficiel"-adjective-fra
"malprofundaĵo"-noun-epo "haut-fond"-noun-fra
"malprogrami"-verb-epo "déprogrammer"-verb-fra
"malprogresema"-adjective-epo "rétrograde"-adjective-fra
"malprogresema"-adjective-epo "rétro"-adjective-fra
"malprogresemulo"-noun-epo "rétrograde"-noun-fra
"malprogresi"-verb-epo "régresser"-verb-fra
"malproksima"-adjective-epo "distant"-adjective-fra
"malproksima"-adjective-epo "lointain"-adjective-fra
"malproksima"-adjective-epo "reculé"-adjective-fra
"malproksima"-adjective-epo "éloigné"-adjective-fra
"malproksime de"-preposition-epo "loin de"-preposition-fra
"malproksimigi"-verb-epo "éloigner"-verb-fra
"malprospera"-adjective-epo "infructueux"-adjective-fra
"malprospera"-adjective-epo "raté"-adjective-fra
"malprospere"-adverb-epo "infructueusement"-adverb-fra
"malprosperi"-verb-epo "péricliter"-verb-fra
"malprosperi"-verb-epo "décliner"-verb-fra
"malprosperi"-verb-epo "dépérir"-verb-fra
"malprospero"-noun-epo "dépérissement"-noun-fra
"malprospero"-noun-epo "insuccès"-noun-fra
"malprospero"-noun-epo "décadence"-noun-fra
"malprotesto"-noun-epo "acceptation"-noun-fra
"malprudenta"-adjective-epo "imprudent"-adjective-fra
"malprudente"-adverb-epo "imprudemment"-adverb-fra
"malprudentulo"-noun-epo "imprudent"-noun-fra
"malpura"-adjective-epo "impur"-adjective-fra
"malpura"-adjective-epo "sale"-adjective-fra
"malpura"-adjective-epo "brut"-adjective-fra
"malpuraĵo"-noun-epo "impureté"-noun-fra
"malpureco"-noun-epo "impureté"-noun-fra
"malpurigi"-verb-epo "salir"-verb-fra
"malpurigi"-verb-epo "souiller"-verb-fra
"malpuriĝi"-verb-epo "salir"-verb-fra
"malpuriĝi"-verb-epo "souiller"-verb-fra
"malpuro"-noun-epo "impureté"-noun-fra
"malracia"-adjective-epo "irrationnel"-adjective-fra
"malracie"-adverb-epo "irrationnellement"-adverb-fra
"malracieco"-noun-epo "irrationalité"-noun-fra
"malracieco"-noun-epo "irrationnel"-noun-fra
"malrapida"-adjective-epo "lent"-adjective-fra
"malrapide"-adverb-epo "lentement"-adverb-fra
"malrapideco"-noun-epo "lenteur"-noun-fra
"malreala"-adjective-epo "irréel"-adjective-fra
"malrefleksiva"-adjective-epo "antiréflexif"-adjective-fra
"malregula"-adjective-epo "déréglé"-adjective-fra
"malregula"-adjective-epo "irrégulier"-adjective-fra
"malreguliga"-adjective-epo "dérégulateur"-adjective-fra
"malreguliganto"-noun-epo "dérégulateur"-noun-fra
"malreguligi"-verb-epo "dérégler"-verb-fra
"malreguligi"-verb-epo "déréglementer"-verb-fra
"malreguliĝo"-noun-epo "dérèglement"-noun-fra
"malrekta"-adjective-epo "de guingois"-adjective-fra
"malrekta"-adjective-epo "penché"-adjective-fra
"malrekta"-adjective-epo "tordu"-adjective-fra
"malrekta"-adjective-epo "indirect"-adjective-fra
"malrespekta"-adjective-epo "impertinent"-adjective-fra
"malrespekta"-adjective-epo "irrespectueux"-adjective-fra
"malrespekta"-adjective-epo "insolent"-adjective-fra
"malrespekte"-adverb-epo "irrespectueusement"-adverb-fra
"malrespekti"-verb-epo "manquer de respect"-verb-fra
"malrespekti"-verb-epo "mépriser"-verb-fra
"malrespekto"-noun-epo "impertinence"-noun-fra
"malrespekto"-noun-epo "irrespect"-noun-fra
"malrespekto"-noun-epo "insolence"-noun-fra
"malriĉa"-adjective-epo "pauvre"-adjective-fra
"malriĉeco"-noun-epo "pauvreté"-noun-fra
"malriĉeco"-noun-epo "paupérisme"-noun-fra
"malriĉiga"-adjective-epo "appauvrissant"-adjective-fra
"malriĉigi"-verb-epo "appauvrir"-verb-fra
"malriĉiĝi"-verb-epo "appauvrir"-verb-fra
"malriĉigo"-noun-epo "appauvrissement"-noun-fra
"malriĉiĝo"-noun-epo "appauvrissement"-noun-fra
"malriĉo"-noun-epo "paupérisme"-noun-fra
"malriĉo"-noun-epo "pauvreté"-noun-fra
"malriĉulo"-noun-epo "pauvre"-noun-fra
"malrigida"-adjective-epo "souple"-adjective-fra
"malŝalti"-verb-epo "mettre hors circuit"-verb-fra
"malŝalti"-verb-epo "arrêter"-verb-fra
"malŝalti"-verb-epo "éteindre"-verb-fra
"malŝalti"-verb-epo "ouvrir"-verb-fra
"malsama"-adjective-epo "différent"-adjective-fra
"malsama"-adjective-epo "distinct"-adjective-fra
"malsama"-adjective-epo "divers"-adjective-fra
"malsamopinii"-verb-epo "être d'un autre avis"-verb-fra
"malsana"-adjective-epo "malade"-adjective-fra
"malsanema"-adjective-epo "fragile de santé"-adjective-fra
"malsanema"-adjective-epo "maladif"-adjective-fra
"malsaniĝi"-verb-epo "tomber malade"-verb-fra
"malsano"-noun-epo "maladie"-noun-fra
"malsanulejo"-noun-epo "hôpital"-noun-fra
"malsanulo"-noun-epo "malade"-noun-fra
"malŝarĝi"-verb-epo "décharger"-verb-fra
"malŝarĝi"-verb-epo "télécharger"-verb-fra
"malŝarĝo"-noun-epo "téléchargement"-noun-fra
"malsata"-adjective-epo "affamé"-adjective-fra
"malsatego"-noun-epo "famine"-noun-fra
"malsati"-verb-epo "avoir faim"-verb-fra
"malsati"-verb-epo "être affamé"-verb-fra
"malsatigi"-verb-epo "affamer"-verb-fra
"malsato"-noun-epo "faim"-noun-fra
"malsatostriko"-noun-epo "grève de la faim"-noun-fra
"malsatstriko"-noun-epo "grève de la faim"-noun-fra
"malscio"-noun-epo "ignorance"-noun-fra
"malseka"-adjective-epo "humide"-adjective-fra
"malseka"-adjective-epo "mouillé"-adjective-fra
"malsekeco"-noun-epo "humidité"-noun-fra
"malsekigi"-verb-epo "mouiller"-verb-fra
"malsekretigi"-verb-epo "dévoiler"-verb-fra
"malsekureco"-noun-epo "insécurité"-noun-fra
"malserena"-adjective-epo "perturbé"-adjective-fra
"malserena"-adjective-epo "inquiet"-adjective-fra
"malserioza"-adjective-epo "frivole"-adjective-fra
"malserioza"-adjective-epo "léger"-adjective-fra
"malserioza"-adjective-epo "superficiel"-adjective-fra
"malsimetria"-adjective-epo "antisymétrique"-adjective-fra
"malsimetrie"-adverb-epo "antisymétriquement"-adverb-fra
"malsimila"-adjective-epo "dissemblable"-adjective-fra
"malsimila"-adjective-epo "différent"-adjective-fra
"malsimile"-adverb-epo "dissemblablement"-adverb-fra
"malsimileco"-noun-epo "dissemblance"-noun-fra
"malsimpatii"-verb-epo "ressentir de l'antipathie"-verb-fra
"malsimpatio"-noun-epo "antipathie"-noun-fra
"malsimpla"-adjective-epo "complexe"-adjective-fra
"malsimpleco"-noun-epo "complexité"-noun-fra
"malsincera"-adjective-epo "fourbe"-adjective-fra
"malsinceraĵo"-noun-epo "fourberie"-noun-fra
"malsincereco"-noun-epo "fourberie"-noun-fra
"malsincero"-noun-epo "fourberie"-noun-fra
"malsincerulo"-noun-epo "fourbe"-noun-fra
"malŝminkado"-noun-epo "démaquillage"-noun-fra
"malŝminki"-verb-epo "démaquiller"-verb-fra
"malsolida"-adjective-epo "précaire"-adjective-fra
"malsovaĝa"-adjective-epo "civilisé"-adjective-fra
"malsovaĝigi"-verb-epo "apprivoiser"-verb-fra
"malsovaĝigo"-noun-epo "apprivoisement"-noun-fra
"malŝparado"-noun-epo "gaspillage"-noun-fra
"malŝpari"-verb-epo "gaspiller"-verb-fra
"malŝpari"-verb-epo "dilapider"-verb-fra
"malspecifa"-adjective-epo "générique"-adjective-fra
"malspecife"-adverb-epo "génériquement"-adverb-fra
"malsperteco"-noun-epo "inexpérience"-noun-fra
"malsprita"-adjective-epo "bêta"-adjective-fra
"malspritulo"-noun-epo "lourdaud"-noun-fra
"malspritulo"-noun-epo "bêta"-noun-fra
"malstabila"-adjective-epo "déséquilibré"-adjective-fra
"malstabila"-adjective-epo "instable"-adjective-fra
"malstabileco"-noun-epo "instabilité"-noun-fra
"malstabiligi"-verb-epo "déséquilibrer"-verb-fra
"malstabiligi"-verb-epo "déstabiliser"-verb-fra
"malstabiligo"-noun-epo "déstabilisation"-noun-fra
"malstabiliĝo"-noun-epo "déstabilisation"-noun-fra
"malŝtatigi"-verb-epo "dénationaliser"-verb-fra
"malŝtatigo"-noun-epo "dénationalisation"-noun-fra
"malstokado"-noun-epo "déstockage"-noun-fra
"malstoki"-verb-epo "déstocker"-verb-fra
"malstreĉa"-adjective-epo "relaxe"-adjective-fra
"malstreĉa"-adjective-epo "relax"-adjective-fra
"malstreĉado"-noun-epo "relaxe"-noun-fra
"malstreĉado"-noun-epo "relax"-noun-fra
"malstreĉe"-adverb-epo "relaxe"-adverb-fra
"malstreĉe"-adverb-epo "relax"-adverb-fra
"malstreĉeco"-noun-epo "décontraction"-noun-fra
"malstreĉi"-verb-epo "décontracter"-verb-fra
"malstreĉi"-verb-epo "détendre"-verb-fra
"malstreĉi"-verb-epo "relaxer"-verb-fra
"malstreĉiĝi"-verb-epo "se décontracter"-verb-fra
"malstreĉiĝo"-noun-epo "relâchement"-noun-fra
"malstreĉiĝo"-noun-epo "relaxation"-noun-fra
"malstreĉita"-adjective-epo "décontracté"-adjective-fra
"malstrukturi"-verb-epo "déstructurer"-verb-fra
"malsukcesi"-verb-epo "échouer"-verb-fra
"malsukcesigi"-verb-epo "déjouer"-verb-fra
"malsukceso"-noun-epo "échec"-noun-fra
"malsupera"-adjective-epo "inférieur"-adjective-fra
"Malsupra Saksio"-properNoun-epo "Basse-Saxe"-properNoun-fra
"Malsupra Normandio"-properNoun-epo "Basse-Normandie"-properNoun-fra
"malsupre"-adverb-epo "bas"-adverb-fra
