"2-3-5 system"-noun-eng "sistema 2-3-5"-noun-cat
"moralise"-verb-eng "moralitzar"-verb-cat
"mortgage"-verb-eng "hipotecar"-verb-cat
"mortify"-verb-eng "mortificar"-verb-cat
"mortise"-verb-eng "mortasar"-verb-cat
"motivate"-verb-eng "motivar"-verb-cat
"motorise"-verb-eng "motoritzar"-verb-cat
"mould"-verb-eng "emmotlar"-verb-cat
"mould"-verb-eng "emmotllar"-verb-cat
"mount"-verb-eng "muntar"-verb-cat
"mourn"-verb-eng "plorar"-verb-cat
"move away"-verb-eng "allunyar"-verb-cat
"move away"-verb-eng "apartar"-verb-cat
"move"-verb-eng "moure"-verb-cat
"move"-verb-eng "traslladar"-verb-cat
"multiply"-verb-eng "multiplicar"-verb-cat
"murder"-verb-eng "assassinar"-verb-cat
"mutate"-verb-eng "mutar"-verb-cat
"mutilate"-verb-eng "mutilar"-verb-cat
"mutter"-verb-eng "murmurar"-verb-cat
"nail"-verb-eng "clavar"-verb-cat
"name"-verb-eng "anomenar"-verb-cat
"name"-verb-eng "nomenar"-verb-cat
"narrate"-verb-eng "narrar"-verb-cat
"narrow"-verb-eng "reduir"-verb-cat
"nasalise"-verb-eng "nasalitzar"-verb-cat
"nationalise"-verb-eng "nacionalitzar"-verb-cat
"naturalise"-verb-eng "naturalitzar"-verb-cat
"near"-verb-eng "acostar"-verb-cat
"near"-verb-eng "apropar"-verb-cat
"necessitate"-verb-eng "necessitar"-verb-cat
"need"-verb-eng "necessitar"-verb-cat
"neglect"-verb-eng "desatendre"-verb-cat
"neglect"-verb-eng "descurar"-verb-cat
"neglect"-verb-eng "negligir"-verb-cat
"negotiate"-verb-eng "negociar"-verb-cat
"nest"-verb-eng "niar"-verb-cat
"nettle"-verb-eng "irritar"-verb-cat
"network"-verb-eng "contactar"-verb-cat
"neutralise"-verb-eng "neutralitzar"-verb-cat
"nickname"-verb-eng "anomenar"-verb-cat
"nickname"-verb-eng "sobrenomenar"-verb-cat
"nitride"-verb-eng "nitrurar"-verb-cat
"nod"-verb-eng "assentir amb el cap"-verb-cat
"nod"-verb-eng "saludar amb el cap"-verb-cat
"nominate"-verb-eng "nomenar"-verb-cat
"nominate"-verb-eng "nominar"-verb-cat
"normalise"-verb-eng "normalitzar"-verb-cat
"notarise"-verb-eng "instrumentar"-verb-cat
"notate"-verb-eng "apuntar"-verb-cat
"notch"-verb-eng "entallar"-verb-cat
"note down"-verb-eng "apuntar"-verb-cat
"note"-verb-eng "anotar"-verb-cat
"note"-verb-eng "notar"-verb-cat
"notice"-verb-eng "notar"-verb-cat
"notify"-verb-eng "notificar"-verb-cat
"nourish"-verb-eng "nodrir"-verb-cat
"number"-verb-eng "numerar"-verb-cat
"obey"-verb-eng "obeir"-verb-cat
"object"-verb-eng "objectar"-verb-cat
"obligate"-verb-eng "obligar"-verb-cat
"oblige"-verb-eng "obligar"-verb-cat
"obliterate"-verb-eng "obliterar"-verb-cat
"obscure"-verb-eng "obscurir"-verb-cat
"obscure"-verb-eng "enfosquir"-verb-cat
"obscure"-verb-eng "ocultar"-verb-cat
"observe"-verb-eng "acatar"-verb-cat
"observe"-verb-eng "observar"-verb-cat
"obsess"-verb-eng "obsessionar"-verb-cat
"obsess"-verb-eng "obsessionar"-verb-cat
"obstruct"-verb-eng "obstruir"-verb-cat
"obtain"-verb-eng "agenciar"-verb-cat
"obtain"-verb-eng "obtenir"-verb-cat
"occupy"-verb-eng "ocupar"-verb-cat
"occur"-verb-eng "ocórrer"-verb-cat
"offend"-verb-eng "ofendre"-verb-cat
"offer"-verb-eng "brindar"-verb-cat
"offer"-verb-eng "oferir"-verb-cat
"omit"-verb-eng "ometre"-verb-cat
"open"-verb-eng "començar"-verb-cat
"open"-verb-eng "obrir"-verb-cat
"operate"-verb-eng "funcionar"-verb-cat
"operate"-verb-eng "manejar"-verb-cat
"operate"-verb-eng "operar"-verb-cat
"opine"-verb-eng "opinar"-verb-cat
"oppose"-verb-eng "oposar"-verb-cat
"oppress"-verb-eng "oprimir"-verb-cat
"optimise"-verb-eng "optimitzar"-verb-cat
"opt"-verb-eng "optar"-verb-cat
"orbit"-verb-eng "orbitar"-verb-cat
"orchestrate"-verb-eng "orquestrar"-verb-cat
"ordain"-verb-eng "decretar"-verb-cat
"order"-verb-eng "ordenar"-verb-cat
"organise"-verb-eng "organitzar"-verb-cat
"orient"-verb-eng "orientar"-verb-cat
"originate"-verb-eng "originar"-verb-cat
"oscillate"-verb-eng "oscil·lar"-verb-cat
"oust"-verb-eng "desbancar"-verb-cat
"oust"-verb-eng "expulsar"-verb-cat
"outlaw"-verb-eng "il·legalitzar"-verb-cat
"outline"-verb-eng "perfilar"-verb-cat
"outlive"-verb-eng "sobreviure"-verb-cat
"outnumber"-verb-eng "superar en quantitat"-verb-cat
"outrage"-verb-eng "enfurismar"-verb-cat
"outrage"-verb-eng "indignar"-verb-cat
"overburden"-verb-eng "sobrecarregar"-verb-cat
"overcome"-verb-eng "vèncer"-verb-cat
"overestimate"-verb-eng "sobrevalorar"-verb-cat
"overhaul"-verb-eng "revisar"-verb-cat
"overheat"-verb-eng "sobreescalfar"-verb-cat
"overlap"-verb-eng "sobreposar"-verb-cat
"overlap"-verb-eng "solapar"-verb-cat
"overload"-verb-eng "sobrecarregar"-verb-cat
"overlook"-verb-eng "passar per alt"-verb-cat
"overrule"-verb-eng "desautoritzar"-verb-cat
"overrun"-verb-eng "envair"-verb-cat
"overshadow"-verb-eng "eclipsar"-verb-cat
"overthrow"-verb-eng "enderrocar"-verb-cat
"overturn"-verb-eng "bolcar"-verb-cat
"overwhelm"-verb-eng "aclaparar"-verb-cat
"overwhelm"-verb-eng "atabalar"-verb-cat
"owe"-verb-eng "deure"-verb-cat
"own"-verb-eng "posseir"-verb-cat
"oxidise"-verb-eng "oxidar"-verb-cat
"oxygenate"-verb-eng "oxigenar"-verb-cat
"pace"-verb-eng "passejar"-verb-cat
"pacify"-verb-eng "pacificar"-verb-cat
"package"-verb-eng "empaquetar"-verb-cat
"pack"-verb-eng "empaquetar"-verb-cat
"pack"-verb-eng "envasar"-verb-cat
"pack"-verb-eng "fer les maletes"-verb-cat
"pad"-verb-eng "embuatar"-verb-cat
"paginate"-verb-eng "compaginar"-verb-cat
"paint"-verb-eng "pintar"-verb-cat
"pair"-verb-eng "aparellar"-verb-cat
"pan"-verb-eng "enquadrar"-verb-cat
"parade"-verb-eng "desfilar"-verb-cat
"paralyse"-verb-eng "paralitzar"-verb-cat
"pardon"-verb-eng "perdonar"-verb-cat
"park"-verb-eng "aparcar"-verb-cat
"parody"-verb-eng "parodiar"-verb-cat
"participate"-verb-eng "participar"-verb-cat
"partition"-verb-eng "dividir"-verb-cat
"partner"-verb-eng "unir"-verb-cat
"part"-verb-eng "separar"-verb-cat
"pass off as"-verb-eng "fer-se passar per"-verb-cat
"pass"-verb-eng "aprovar"-verb-cat
"pass"-verb-eng "passar"-verb-cat
"pass"-verb-eng "transcórrer"-verb-cat
"paste"-verb-eng "pegar"-verb-cat
"pasteurise"-verb-eng "pasteuritzar"-verb-cat
"patch up"-verb-eng "apedaçar"-verb-cat
"patch"-verb-eng "apedaçar"-verb-cat
"patent"-verb-eng "patentar"-verb-cat
"pause"-verb-eng "parar"-verb-cat
"pave"-verb-eng "empedrar"-verb-cat
"pave"-verb-eng "pavimentar"-verb-cat
"pawn"-verb-eng "empenyorar"-verb-cat
"pay attention"-verb-eng "parar atenció"-verb-cat
"pay cash"-verb-eng "pagar en metàl·lic"-verb-cat
"pay contributions"-verb-eng "cotitzar"-verb-cat
"pay out"-verb-eng "pagar"-verb-cat
"pay"-verb-eng "ingressar"-verb-cat
"pay"-verb-eng "pagar"-verb-cat
"peak"-verb-eng "assolir el punt màxim"-verb-cat
"peel"-verb-eng "pelar"-verb-cat
"peep out"-verb-eng "apuntar"-verb-cat
"peer"-verb-eng "mirar atentament"-verb-cat
"penalise"-verb-eng "penalitzar"-verb-cat
"pencil"-verb-eng "dibuixar"-verb-cat
"penetrate"-verb-eng "penetrar"-verb-cat
"pen"-verb-eng "escriure"-verb-cat
"pepper"-verb-eng "crivellar"-verb-cat
"perceive"-verb-eng "percebre"-verb-cat
"perfect"-verb-eng "perfeccionar"-verb-cat
"perform fellatio"-verb-eng "practicar una felació"-verb-cat
"perform"-verb-eng "actuar"-verb-cat
"perfume"-verb-eng "perfumar"-verb-cat
"perish"-verb-eng "morir"-verb-cat
"perish"-verb-eng "perir"-verb-cat
"permit"-verb-eng "permetre"-verb-cat
"perpetrate"-verb-eng "perpetrar"-verb-cat
"perpetuate"-verb-eng "perpetuar"-verb-cat
"persecute"-verb-eng "perseguir"-verb-cat
"persist"-verb-eng "persistir"-verb-cat
"personify"-verb-eng "personificar"-verb-cat
"persuade"-verb-eng "persuadir"-verb-cat
"perturb"-verb-eng "pertorbar"-verb-cat
"pervert"-verb-eng "pervertir"-verb-cat
"pester"-verb-eng "molestar"-verb-cat
"petition"-verb-eng "demanar"-verb-cat
"petrify"-verb-eng "petrificar"-verb-cat
"phase"-verb-eng "sincronitzar"-verb-cat
"philosophise"-verb-eng "filosofar"-verb-cat
"phone"-verb-eng "telefonar"-verb-cat
"photocopy"-verb-eng "fotocopiar"-verb-cat
"photograph"-verb-eng "fotografiar"-verb-cat
"pick up"-verb-eng "agafar"-verb-cat
"pick"-verb-eng "arreplegar"-verb-cat
"pick"-verb-eng "recollir"-verb-cat
"pick"-verb-eng "triar"-verb-cat
"picture"-verb-eng "fotografiar"-verb-cat
"pierce"-verb-eng "foradar"-verb-cat
"pilot"-verb-eng "pilotar"-verb-cat
"pinch"-verb-eng "pessigar"-verb-cat
"pin"-verb-eng "clavar"-verb-cat
"pioneer"-verb-eng "iniciar"-verb-cat
"pipe"-verb-eng "canalitzar"-verb-cat
"pirate"-verb-eng "piratejar"-verb-cat
"piss off"-verb-eng "cabrejar"-verb-cat
"piss"-verb-eng "pixar"-verb-cat
"pitch"-verb-eng "llançar"-verb-cat
"pit"-verb-eng "desossar"-verb-cat
"pit"-verb-eng "enfrontar"-verb-cat
"pity"-verb-eng "compadir"-verb-cat
"place in front"-verb-eng "anteposar"-verb-cat
"place in front"-verb-eng "avantposar"-verb-cat
"place"-verb-eng "col·locar"-verb-cat
"place"-verb-eng "enquadrar"-verb-cat
"plague"-verb-eng "assetjar"-verb-cat
"plan"-verb-eng "planejar"-verb-cat
"plant"-verb-eng "col·locar"-verb-cat
"plant"-verb-eng "plantar"-verb-cat
"plant"-verb-eng "sembrar"-verb-cat
"plaster"-verb-eng "enguixar"-verb-cat
"plate"-verb-eng "xapar"-verb-cat
"play"-verb-eng "interpretar"-verb-cat
"play"-verb-eng "jugar"-verb-cat
"play"-verb-eng "reproduir"-verb-cat
"play"-verb-eng "tocar"-verb-cat
"plead"-verb-eng "advocar"-verb-cat
"plead"-verb-eng "suplicar"-verb-cat
"please"-verb-eng "complaure"-verb-cat
"pledge"-verb-eng "prometre"-verb-cat
"plot"-verb-eng "conspirar"-verb-cat
"plough"-verb-eng "llaurar"-verb-cat
"plow"-verb-eng "llaurar"-verb-cat
"pluck"-verb-eng "desplomar"-verb-cat
"plug"-verb-eng "endollar"-verb-cat
"plumb"-verb-eng "aplomar"-verb-cat
"plunder"-verb-eng "saquejar"-verb-cat
"plunge"-verb-eng "capbussar"-verb-cat
"plunge"-verb-eng "caure"-verb-cat
"plunge"-verb-eng "submergir"-verb-cat
"point"-verb-eng "apuntar"-verb-cat
"point"-verb-eng "assenyalar"-verb-cat
"poison"-verb-eng "enverinar"-verb-cat
"polarise"-verb-eng "polaritzar"-verb-cat
"polish"-verb-eng "abrillantar"-verb-cat
"polish"-verb-eng "lustrar"-verb-cat
"poll"-verb-eng "enquestar"-verb-cat
"pollute"-verb-eng "contaminar"-verb-cat
"pop"-verb-eng "rebentar"-verb-cat
"popularise"-verb-eng "popularitzar"-verb-cat
"populate"-verb-eng "poblar"-verb-cat
"portray"-verb-eng "retratar"-verb-cat
"port"-verb-eng "transferir"-verb-cat
"pose"-verb-eng "plantejar"-verb-cat
"pose"-verb-eng "posar"-verb-cat
"position"-verb-eng "col·locar"-verb-cat
"position"-verb-eng "posicionar"-verb-cat
"posit"-verb-eng "postular"-verb-cat
"possess"-verb-eng "posseir"-verb-cat
"postpone"-verb-eng "ajornar"-verb-cat
"postpone"-verb-eng "posposar"-verb-cat
"post"-verb-eng "publicar"-verb-cat
"postulate"-verb-eng "postular"-verb-cat
"pounce"-verb-eng "estergir"-verb-cat
"pour"-verb-eng "abocar"-verb-cat
"powder"-verb-eng "polvoritzar"-verb-cat
"power"-verb-eng "alimentar"-verb-cat
"practice"-verb-eng "practicar"-verb-cat
"practise"-verb-eng "practicar"-verb-cat
"praise"-verb-eng "elogiar"-verb-cat
"praise"-verb-eng "lloar"-verb-cat
"pray"-verb-eng "pregar"-verb-cat
"pray"-verb-eng "resar"-verb-cat
"preach"-verb-eng "predicar"-verb-cat
"precede"-verb-eng "antecedir"-verb-cat
"precede"-verb-eng "precedir"-verb-cat
"precipitate"-verb-eng "precipitar"-verb-cat
"preclude"-verb-eng "impedir"-verb-cat
"predate"-verb-eng "antecedir"-verb-cat
"predetermine"-verb-eng "predeterminar"-verb-cat
"predict"-verb-eng "predir"-verb-cat
"predict"-verb-eng "pronosticar"-verb-cat
"predominate"-verb-eng "predominar"-verb-cat
"preedit"-verb-eng "preeditar"-verb-cat
"prefabricate"-verb-eng "prefabricar"-verb-cat
"prefer"-verb-eng "preferir"-verb-cat
"prefix"-verb-eng "prefixar"-verb-cat
"prejudge"-verb-eng "prejutjar"-verb-cat
"prejudice"-verb-eng "perjudicar"-verb-cat
"premiere"-verb-eng "estrenar"-verb-cat
"première"-verb-eng "estrenar"-verb-cat
"preoccupy"-verb-eng "preocupar"-verb-cat
"prepare"-verb-eng "preparar"-verb-cat
"preprogram"-verb-eng "preprogramar"-verb-cat
"presage"-verb-eng "presagiar"-verb-cat
"prescribe"-verb-eng "prescriure"-verb-cat
"present"-verb-eng "presentar"-verb-cat
"preserve"-verb-eng "conservar"-verb-cat
"preserve"-verb-eng "preservar"-verb-cat
"preside"-verb-eng "presidir"-verb-cat
"press"-verb-eng "prémer"-verb-cat
"pressure"-verb-eng "pressionar"-verb-cat
"pressurise"-verb-eng "pressuritzar"-verb-cat
"prestress"-verb-eng "pretesar"-verb-cat
"presume"-verb-eng "suposar"-verb-cat
"presuppose"-verb-eng "pressuposar"-verb-cat
"pretend"-verb-eng "fingir"-verb-cat
"pretend"-verb-eng "pretendre"-verb-cat
"prevail"-verb-eng "prevaler"-verb-cat
"prevaricate"-verb-eng "prevaricar"-verb-cat
"prevent"-verb-eng "impedir"-verb-cat
"prevent"-verb-eng "prevenir"-verb-cat
"price"-verb-eng "taxar"-verb-cat
"prick"-verb-eng "punxar"-verb-cat
"prime"-verb-eng "preparar"-verb-cat
"print"-verb-eng "imprimir"-verb-cat
"prioritise"-verb-eng "prioritzar"-verb-cat
"privatise"-verb-eng "privatitzar"-verb-cat
"prize"-verb-eng "valorar"-verb-cat
"prize-winning"-adjective-eng "premiar"-verb-cat
"proceed"-verb-eng "anar"-verb-cat
"proceed"-verb-eng "procedir"-verb-cat
"process"-verb-eng "processar"-verb-cat
"proclaim"-verb-eng "proclamar"-verb-cat
"procure"-verb-eng "aconseguir"-verb-cat
"procure"-verb-eng "procurar"-verb-cat
"produce"-verb-eng "produir"-verb-cat
"profess"-verb-eng "professar"-verb-cat
"program"-verb-eng "programar"-verb-cat
"progress"-verb-eng "progressar"-verb-cat
"prohibit"-verb-eng "prohibir"-verb-cat
"project"-verb-eng "projectar"-verb-cat
"project"-verb-eng "sobreeixir"-verb-cat
"project"-verb-eng "sobresortir"-verb-cat
"proliferate"-verb-eng "proliferar"-verb-cat
"prolong"-verb-eng "perllongar"-verb-cat
"prolong"-verb-eng "prolongar"-verb-cat
"promise"-verb-eng "prometre"-verb-cat
"promote"-verb-eng "impulsar"-verb-cat
"promote"-verb-eng "promocionar"-verb-cat
"promote"-verb-eng "promoure"-verb-cat
"prompt"-verb-eng "apuntar"-verb-cat
"prompt"-verb-eng "incitar"-verb-cat
"promulgate"-verb-eng "promulgar"-verb-cat
"pronounce"-verb-eng "pronunciar"-verb-cat
"propagate"-verb-eng "propagar"-verb-cat
"propel"-verb-eng "propulsar"-verb-cat
"propose"-verb-eng "declarar"-verb-cat
"propose"-verb-eng "proposar"-verb-cat
"prop"-verb-eng "apuntalar"-verb-cat
"proscribe"-verb-eng "proscriure"-verb-cat
"prosecute"-verb-eng "perseguir"-verb-cat
"prosper"-verb-eng "prosperar"-verb-cat
"prostitute"-verb-eng "prostituir"-verb-cat
"protect"-verb-eng "emparar"-verb-cat
"protect"-verb-eng "protegir"-verb-cat
"protest"-verb-eng "protestar"-verb-cat
"protract"-verb-eng "estendre"-verb-cat
"prove"-verb-eng "provar"-verb-cat
"provide"-verb-eng "proporcionar"-verb-cat
"provoke"-verb-eng "provocar"-verb-cat
"publicise"-verb-eng "promoure"-verb-cat
"publicise"-verb-eng "publicitar"-verb-cat
"publish"-verb-eng "publicar"-verb-cat
"pull down"-verb-eng "abatre"-verb-cat
"pull out"-verb-eng "treure"-verb-cat
"pull"-verb-eng "estirar"-verb-cat
"pump"-verb-eng "bombar"-verb-cat
"punch"-verb-eng "pegar"-verb-cat
"punch"-verb-eng "punxonar"-verb-cat
"punctuate"-verb-eng "puntuar"-verb-cat
"puncture"-verb-eng "punxar"-verb-cat
"punish"-verb-eng "castigar"-verb-cat
"purchase"-verb-eng "adquirir"-verb-cat
"purge"-verb-eng "purgar"-verb-cat
"purify"-verb-eng "purificar"-verb-cat
"purport"-verb-eng "pretendre"-verb-cat
"purse"-verb-eng "arrufar"-verb-cat
"pursue"-verb-eng "perseguir"-verb-cat
"pursue"-verb-eng "prosseguir"-verb-cat
"push"-verb-eng "empentar"-verb-cat
"push"-verb-eng "empènyer"-verb-cat
"push"-verb-eng "espentar"-verb-cat
"push"-verb-eng "prémer"-verb-cat
"put across"-verb-eng "comunicar"-verb-cat
"put aside"-verb-eng "apartar"-verb-cat
"put off"-verb-eng "ajornar"-verb-cat
"put off"-verb-eng "dissuadir"-verb-cat
"put to bed"-verb-eng "ficar al llit"-verb-cat
"put up the price"-verb-eng "encarir"-verb-cat
"put"-verb-eng "ficar"-verb-cat
"put"-verb-eng "pondre"-verb-cat
"put"-verb-eng "posar"-verb-cat
"qualify"-verb-eng "capacitar"-verb-cat
"qualify"-verb-eng "classificar"-verb-cat
"qualify"-verb-eng "qualificar"-verb-cat
"qualify"-verb-eng "titular"-verb-cat
"quantify"-verb-eng "quantificar"-verb-cat
"quantise"-verb-eng "quantificar"-verb-cat
"quarter"-verb-eng "aquarterar"-verb-cat
"question"-verb-eng "qüestionar"-verb-cat
"quit"-verb-eng "abandonar"-verb-cat
"quit"-verb-eng "deixar"-verb-cat
"quit"-verb-eng "dimitir"-verb-cat
"quiver"-verb-eng "tremolar"-verb-cat
"quote"-verb-eng "citar"-verb-cat
"quote"-verb-eng "cotitzar"-verb-cat
"race"-verb-eng "córrer"-verb-cat
"rack"-verb-eng "turmentar"-verb-cat
"radiate"-verb-eng "irradiar"-verb-cat
"rage"-verb-eng "arrasar"-verb-cat
"rage"-verb-eng "bramar"-verb-cat
"raid"-verb-eng "assaltar"-verb-cat
"rain"-verb-eng "ploure"-verb-cat
"raise"-verb-eng "aixecar"-verb-cat
"raise"-verb-eng "alçar"-verb-cat
"raise"-verb-eng "augmentar"-verb-cat
"raise"-verb-eng "criar"-verb-cat
"raise"-verb-eng "obtenir"-verb-cat
"rally"-verb-eng "congregar"-verb-cat
"ramble"-verb-eng "passejar"-verb-cat
"randomise"-verb-eng "distribuir a l'atzar"-verb-cat
"range"-verb-eng "alinear"-verb-cat
"range"-verb-eng "oscil·lar"-verb-cat
"range"-verb-eng "variar"-verb-cat
"rank"-verb-eng "classificar"-verb-cat
"rape"-verb-eng "violar"-verb-cat
"rate"-verb-eng "valorar"-verb-cat
"ratify"-verb-eng "ratificar"-verb-cat
"ravage"-verb-eng "devastar"-verb-cat
"raze"-verb-eng "arrasar"-verb-cat
"reach for"-verb-eng "agafar"-verb-cat
"reach"-verb-eng "abastar"-verb-cat
"reach"-verb-eng "abastir"-verb-cat
"reach"-verb-eng "aconseguir"-verb-cat
"reach"-verb-eng "arribar a"-verb-cat
"reach"-verb-eng "assolir"-verb-cat
"reactivate"-verb-eng "reactivar"-verb-cat
"react"-verb-eng "reaccionar"-verb-cat
"readjust"-verb-eng "reajustar"-verb-cat
"read"-verb-eng "llegir"-verb-cat
"reaffirm"-verb-eng "reafirmar"-verb-cat
"realise"-verb-eng "adonar"-verb-cat
"realise"-verb-eng "realitzar"-verb-cat
"reanimate"-verb-eng "reanimar"-verb-cat
"reappear"-verb-eng "reaparèixer"-verb-cat
"rearm"-verb-eng "rearmar"-verb-cat
"rearrange"-verb-eng "reorganitzar"-verb-cat
"reason"-verb-eng "raonar"-verb-cat
"reassert"-verb-eng "reafirmar"-verb-cat
"reassert"-verb-eng "reiterar"-verb-cat
"reassign"-verb-eng "reassignar"-verb-cat
"reassure"-verb-eng "tranquil·litzar"-verb-cat
"rebel"-verb-eng "rebel·lar"-verb-cat
"rebel"-verb-eng "sublevar"-verb-cat
"rebound"-verb-eng "rebotar"-verb-cat
"rebrand"-verb-eng "renombrar"-verb-cat
"rebuff"-verb-eng "rebutjar"-verb-cat
"rebuild"-verb-eng "reconstruir"-verb-cat
"recall"-verb-eng "recordar"-verb-cat
"recall"-verb-eng "retirar"-verb-cat
"recapitulate"-verb-eng "recapitular"-verb-cat
"recapture"-verb-eng "recuperar"-verb-cat
"recede"-verb-eng "recular"-verb-cat
"receive communion"-verb-eng "combregar"-verb-cat
"receive"-verb-eng "acollir"-verb-cat
"receive"-verb-eng "rebre"-verb-cat
"recess"-verb-eng "rebaixar"-verb-cat
"recite"-verb-eng "recitar"-verb-cat
"reckon"-verb-eng "calcular"-verb-cat
"reckon"-verb-eng "considerar"-verb-cat
"reclaim"-verb-eng "recuperar"-verb-cat
"reclassify"-verb-eng "reclassificar"-verb-cat
"recognise"-verb-eng "homologar"-verb-cat
"recognise"-verb-eng "reconèixer"-verb-cat
"recommend"-verb-eng "recomanar"-verb-cat
"reconcile"-verb-eng "reconciliar"-verb-cat
"reconquer"-verb-eng "reconquerir"-verb-cat
"reconsider"-verb-eng "reconsiderar"-verb-cat
"reconstitute"-verb-eng "reconstituir"-verb-cat
"reconstruct"-verb-eng "reconstruir"-verb-cat
"reconvert"-verb-eng "reconvertir"-verb-cat
"record"-verb-eng "enregistrar"-verb-cat
"record"-verb-eng "gravar"-verb-cat
"recount"-verb-eng "recomptar"-verb-cat
"recover"-verb-eng "recuperar"-verb-cat
"re-create"-verb-eng "recrear"-verb-cat
"recreate"-verb-eng "recrear"-verb-cat
"recruit"-verb-eng "contractar"-verb-cat
"rectify"-verb-eng "rectificar"-verb-cat
"recuperate"-verb-eng "recuperar"-verb-cat
"recycle"-verb-eng "reciclar"-verb-cat
"redden"-verb-eng "enrogir"-verb-cat
"redeem"-verb-eng "bescanviar"-verb-cat
"redeem"-verb-eng "redimir"-verb-cat
"redefine"-verb-eng "redefinir"-verb-cat
"redesignate"-verb-eng "redesignar"-verb-cat
"redesign"-verb-eng "redissenyar"-verb-cat
"redevelop"-verb-eng "reurbanitzar"-verb-cat
"redirect"-verb-eng "readreçar"-verb-cat
"redirect"-verb-eng "redirigir"-verb-cat
"rediscount"-verb-eng "redescomptar"-verb-cat
"rediscover"-verb-eng "redescobrir"-verb-cat
"redistribute"-verb-eng "redistribuir"-verb-cat
"redo"-verb-eng "refer"-verb-cat
"redraft"-verb-eng "reescriure"-verb-cat
"redress"-verb-eng "reparar"-verb-cat
"reduce"-verb-eng "minorar"-verb-cat
"reduce"-verb-eng "reduir"-verb-cat
"reedit"-verb-eng "reeditar"-verb-cat
"reelect"-verb-eng "reelegir"-verb-cat
"reel"-verb-eng "debanar"-verb-cat
"reestablish"-verb-eng "reestablir"-verb-cat
"reestablish"-verb-eng "restablir"-verb-cat
"reexamine"-verb-eng "reexaminar"-verb-cat
"reference"-verb-eng "fer referència"-verb-cat
"reference"-verb-eng "referenciar"-verb-cat
"refer"-verb-eng "referir"-verb-cat
"refine"-verb-eng "refinar"-verb-cat
"reflect"-verb-eng "plasmar"-verb-cat
"reflect"-verb-eng "reflectir"-verb-cat
"reformat"-verb-eng "reformatar"-verb-cat
"reform"-verb-eng "reformar"-verb-cat
"refrain"-verb-eng "abstenir"-verb-cat
"refrigerate"-verb-eng "refrigerar"-verb-cat
"refurbish"-verb-eng "renovar"-verb-cat
"refuse"-verb-eng "rebutjar"-verb-cat
"refute"-verb-eng "rebatre"-verb-cat
"regain"-verb-eng "recuperar"-verb-cat
"regard"-verb-eng "considerar"-verb-cat
"regenerate"-verb-eng "regenerar"-verb-cat
"register"-verb-eng "escorcollar"-verb-cat
"register"-verb-eng "registrar"-verb-cat
"regret"-verb-eng "lamentar"-verb-cat
"regulate"-verb-eng "regular"-verb-cat
"rehabilitate"-verb-eng "rehabilitar"-verb-cat
"rehearse"-verb-eng "assajar"-verb-cat
"reign"-verb-eng "regnar"-verb-cat
"reinforce"-verb-eng "reforçar"-verb-cat
"reinstate"-verb-eng "restablir"-verb-cat
"reintroduce"-verb-eng "reutilitzar"-verb-cat
"reinvent"-verb-eng "reinventar"-verb-cat
"reinvest"-verb-eng "reinvertir"-verb-cat
"reissue"-verb-eng "reestrenar"-verb-cat
"reiterate"-verb-eng "reiterar"-verb-cat
"reject"-verb-eng "refusar"-verb-cat
"rejoin"-verb-eng "reunir"-verb-cat
"rejuvenate"-verb-eng "rejovenir"-verb-cat
"relate"-verb-eng "narrar"-verb-cat
"relate"-verb-eng "relacionar"-verb-cat
"relate"-verb-eng "relatar"-verb-cat
"relaunch"-verb-eng "rellançar"-verb-cat
"relax"-verb-eng "relaxar"-verb-cat
"relay"-verb-eng "transmetre"-verb-cat
"release"-verb-eng "alliberar"-verb-cat
"release"-verb-eng "amollar"-verb-cat
"release"-verb-eng "deixar anar"-verb-cat
"release"-verb-eng "deslliurar"-verb-cat
"release"-verb-eng "desprendre"-verb-cat
"release"-verb-eng "soltar"-verb-cat
"relegate"-verb-eng "relegar"-verb-cat
"relent"-verb-eng "rendir"-verb-cat
"relieve"-verb-eng "alleujar"-verb-cat
"relieve"-verb-eng "rellevar"-verb-cat
"relinquish"-verb-eng "renunciar"-verb-cat
"relocate"-verb-eng "mudar"-verb-cat
"relocate"-verb-eng "resituar"-verb-cat
"relocate"-verb-eng "reubicar"-verb-cat
"rely"-verb-eng "confiar"-verb-cat
"remain"-verb-eng "quedar"-verb-cat
"remain"-verb-eng "restar"-verb-cat
"remain"-verb-eng "romandre"-verb-cat
"remand"-verb-eng "detenir"-verb-cat
"remark"-verb-eng "remarcar"-verb-cat
"remarry"-verb-eng "tornar a casar"-verb-cat
"remaster"-verb-eng "remasteritzar"-verb-cat
"remedy"-verb-eng "remeiar"-verb-cat
"remember"-verb-eng "recordar"-verb-cat
"remind"-verb-eng "recordar"-verb-cat
"remit"-verb-eng "remetre"-verb-cat
"remix"-verb-eng "remesclar"-verb-cat
"remodel"-verb-eng "remodelar"-verb-cat
"remount"-verb-eng "remuntar el vol"-verb-cat
"remove"-verb-eng "llevar"-verb-cat
"remove"-verb-eng "retirar"-verb-cat
"remove"-verb-eng "treure"-verb-cat
"rename"-verb-eng "rebatejar"-verb-cat
"render"-verb-eng "representar"-verb-cat
"renegotiate"-verb-eng "renegociar"-verb-cat
"renew"-verb-eng "renovar"-verb-cat
"renounce"-verb-eng "renunciar"-verb-cat
"renovate"-verb-eng "renovar"-verb-cat
